SA2_MAINCODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
212051323,8,70,162,399,215,91,52,25,5,1031,0,0,0,0,3,0,0,3,0,11,0,0,0,0,3,0,0,0,3,7,5,13,12,15,28,28,33,23,13,157,0,0,3,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,0,3,10,4,37,0,0,0,3,6,20,59,48,6,143,3,4,5,34,26,27,10,3,0,111,3,21,28,155,41,26,7,7,0,291,0,3,11,28,0,6,0,0,0,45,0,0,0,8,4,4,0,0,0,21,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,3,0,0,4,21,0,0,0,4,0,5,15,18,5,44,0,0,6,15,20,6,3,0,0,56,0,20,23,37,28,7,3,0,0,124,0,0,0,0,3,0,0,0,0,6,0,28,37,92,49,53,24,4,4,291,0,0,0,0,3,3,5,0,0,13
212051324,14,35,147,477,167,118,50,19,11,1045,0,0,0,0,0,3,0,7,0,12,0,0,0,3,4,6,9,4,0,32,0,5,9,17,42,38,40,25,14,191,0,0,0,6,8,0,0,0,0,20,0,0,3,3,0,0,3,0,0,14,0,0,3,7,3,7,10,9,3,37,0,3,4,7,17,26,73,72,14,207,0,4,17,38,14,28,11,5,0,127,8,23,23,175,37,26,17,10,0,331,0,0,6,41,3,9,3,0,0,73,0,0,0,16,4,3,0,0,0,28,0,3,0,3,0,0,0,0,0,11,0,3,0,5,5,3,4,3,0,29,0,0,0,0,6,17,35,37,16,110,0,6,4,17,8,3,3,0,0,49,0,22,18,64,21,8,0,0,0,139,0,0,0,4,3,0,0,0,0,9,0,12,20,83,38,35,19,8,0,217,0,0,0,0,0,0,0,6,0,6
212051325,5,22,131,331,92,89,23,22,4,707,0,0,0,3,5,11,19,8,0,52,0,0,0,3,10,11,15,5,4,54,0,4,3,26,19,30,31,27,17,158,0,0,0,9,3,4,4,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,4,3,3,8,21,14,11,61,0,3,3,13,20,47,106,65,6,275,0,0,15,39,12,9,8,0,0,77,3,20,24,195,49,34,33,20,12,382,0,0,11,51,12,15,4,0,0,86,0,0,3,11,3,3,0,0,0,21,0,0,0,3,4,0,3,0,0,13,0,3,0,5,0,4,3,3,0,17,0,0,0,6,14,41,60,52,23,195,0,5,0,16,3,0,3,0,0,27,0,0,3,25,9,0,3,0,0,42,0,0,0,3,7,3,5,0,0,21,0,22,24,131,31,47,23,4,3,279,0,0,0,0,0,3,11,3,0,13
212051326,0,13,294,381,67,94,12,12,0,884,0,0,0,3,0,0,3,3,3,11,0,0,0,5,8,8,8,11,4,44,5,4,13,44,44,26,23,15,11,179,0,0,0,10,8,0,0,0,0,11,0,0,3,6,0,0,0,0,0,16,0,3,0,10,8,0,3,3,5,37,3,15,22,40,55,82,161,187,40,598,0,0,15,43,3,6,5,0,0,68,14,22,27,265,53,29,12,14,5,437,3,3,19,45,5,3,0,0,0,83,0,0,0,7,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,8,0,0,0,3,6,4,5,5,3,33,0,3,5,16,8,38,92,109,59,328,0,6,0,41,12,0,0,0,0,62,0,0,21,74,19,13,3,3,0,135,0,0,0,4,4,3,0,0,0,9,0,4,17,87,9,16,6,0,0,147,0,0,0,0,0,3,3,0,0,8
212051327,6,65,92,402,212,129,67,34,14,1025,0,0,0,3,3,12,9,19,4,52,0,0,3,4,11,21,19,14,4,80,3,11,13,28,40,40,54,45,15,249,0,0,0,7,5,4,0,0,0,15,0,0,0,0,8,0,4,0,0,11,0,3,0,9,4,4,18,8,9,59,0,0,3,7,11,34,78,63,13,212,0,5,9,32,26,35,19,3,0,125,3,15,24,143,64,47,43,8,12,362,0,0,8,28,12,3,3,0,0,59,0,0,0,14,8,7,4,3,0,35,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,8,3,3,13,0,0,0,3,6,53,59,66,24,218,0,7,3,20,0,4,0,0,0,35,0,4,7,26,10,11,3,0,0,56,0,0,0,13,3,9,8,0,0,30,0,9,35,83,61,99,79,24,10,405,0,0,0,0,0,3,14,0,0,18
213011328,0,0,3,38,14,5,7,4,0,77,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,8,6,10,7,12,0,45,0,0,0,8,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,19,12,3,38,0,0,0,3,0,0,4,11,10,27,0,0,0,12,0,0,0,0,0,12,8,16,25,145,0,8,0,0,0,199,0,0,0,4,0,0,0,0,0,10,0,0,3,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,19,12,47,0,0,0,9,0,0,0,0,0,11,0,0,3,5,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,11,5,3,3,7,3,0,0,0,0,20,0,0,0,0,4,6,38,19,5,80
213011329,0,0,8,34,7,11,3,5,0,75,0,0,0,0,8,6,5,3,0,28,0,0,3,3,3,0,0,0,0,11,0,4,0,13,0,5,0,0,0,17,0,0,0,9,7,3,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,7,0,0,12,0,0,0,11,3,3,0,0,0,22,0,5,11,65,22,17,11,3,0,124,0,0,0,11,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,11,0,0,22,0,0,0,3,0,0,0,0,0,7,0,0,3,3,4,0,0,0,0,9,0,0,0,3,3,3,0,0,0,6,0,0,4,13,3,4,4,0,0,32,0,0,0,6,16,22,17,4,0,63
213011330,0,7,22,127,46,38,11,3,0,253,0,0,0,9,11,12,22,9,4,74,0,10,3,9,8,7,8,0,0,45,3,12,0,22,20,17,22,14,5,119,0,6,6,29,13,5,4,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,15,4,0,31,0,0,0,7,7,7,18,13,3,58,0,0,3,36,0,3,0,0,0,39,13,39,58,437,42,41,14,8,0,655,0,0,4,45,3,0,0,0,0,56,0,3,3,7,3,0,3,0,0,9,4,10,11,29,9,6,5,0,0,69,0,0,0,0,3,0,3,3,0,9,0,0,4,5,12,26,62,45,10,160,0,0,0,5,0,0,0,0,0,12,0,5,0,16,0,4,0,0,0,17,0,0,0,8,3,9,0,0,0,20,0,15,6,61,8,9,3,0,0,98,0,0,3,8,13,76,80,29,5,227
213011331,0,0,3,12,3,0,0,3,0,21,0,0,0,6,9,17,14,12,3,50,0,0,0,6,4,11,0,0,0,18,0,0,0,4,5,4,5,0,0,21,0,0,0,5,0,0,8,0,0,16,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,9,3,0,16,0,0,3,3,3,9,13,10,0,33,0,0,3,3,0,0,0,0,0,5,4,6,17,86,20,10,8,6,4,170,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,3,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,13,10,3,3,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,18,0,0,0,6,0,3,0,0,0,6,0,0,0,8,12,42,33,8,0,107
213011332,0,3,0,16,8,8,4,0,4,48,0,0,0,0,18,39,49,33,4,158,0,0,5,10,8,20,11,5,0,56,0,7,0,4,9,18,12,4,5,50,0,0,0,5,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,0,31,0,6,6,9,10,41,42,31,3,145,0,0,0,5,0,0,0,0,0,10,3,9,13,69,17,19,25,3,3,156,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,5,0,0,0,8,3,4,0,0,0,21,0,0,0,3,4,4,0,0,0,11,0,0,0,3,15,37,45,30,14,141,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,15,16,10,7,3,0,58,0,0,3,7,4,3,0,0,0,22,0,0,0,4,14,34,41,29,20,145
213011333,0,3,0,20,17,9,3,0,3,62,0,0,0,9,12,20,21,18,3,78,0,4,4,8,0,9,14,3,0,46,0,0,0,4,3,15,16,8,3,53,0,0,0,13,0,5,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,8,23,3,0,43,0,0,0,3,10,17,26,14,3,64,0,0,3,12,0,0,0,0,0,19,0,5,13,90,15,11,22,3,4,154,0,0,0,8,0,0,0,0,0,11,0,0,0,9,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,11,5,55,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,18,3,8,4,14,0,3,0,0,0,27,0,3,4,3,13,69,76,20,8,181
213011334,5,8,10,38,10,7,7,3,0,90,0,0,0,14,20,20,59,61,8,176,0,5,6,11,9,11,17,8,3,72,0,6,0,4,11,13,16,3,0,54,0,0,3,5,3,4,3,0,0,28,0,0,0,0,0,0,3,3,0,12,0,0,5,3,0,4,43,24,18,100,0,0,0,6,3,16,39,47,14,128,0,0,8,12,3,4,0,0,0,24,14,30,80,426,22,31,8,8,5,619,3,0,0,9,3,0,0,0,0,20,0,3,0,15,3,0,0,3,0,21,3,11,4,12,0,3,0,0,0,35,0,0,0,3,0,0,0,3,0,6,0,0,0,0,5,27,24,36,13,106,0,0,0,4,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,8,12,10,3,0,0,41,0,5,4,22,3,3,0,0,0,36,0,0,0,4,17,71,156,88,20,363
213011335,4,3,10,59,36,25,10,11,4,165,0,0,0,4,14,40,52,47,13,171,0,0,0,3,0,3,3,13,0,23,0,4,3,3,3,6,12,5,0,42,0,0,3,13,3,0,4,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,6,31,8,10,57,0,0,0,0,3,16,38,61,26,150,0,0,0,14,3,3,0,0,0,16,16,17,65,312,19,14,11,4,0,461,0,0,0,4,0,3,0,0,0,8,0,3,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,4,0,0,10,0,0,0,0,3,7,17,15,4,52,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,4,3,0,39,0,3,0,13,4,3,0,0,0,30,0,0,0,4,9,58,116,49,13,250
213011336,0,3,10,34,14,12,8,8,9,95,0,0,0,0,0,3,16,10,0,28,0,0,0,0,0,0,3,0,0,8,0,0,0,8,11,15,3,3,3,47,0,0,0,7,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,3,3,8,18,8,6,44,0,0,0,9,0,0,0,0,0,11,6,25,27,150,3,12,8,3,0,227,0,0,0,7,3,0,0,0,0,11,3,6,0,19,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,17,26,15,71,0,0,0,8,0,0,0,0,0,6,0,0,0,4,0,5,0,0,0,12,0,0,0,0,4,0,0,0,0,10,8,12,0,12,3,0,0,0,0,31,0,0,0,0,0,8,8,8,3,32
213011337,0,0,4,26,19,3,3,4,5,68,0,0,0,3,7,4,15,12,4,41,0,0,0,0,0,0,0,3,0,13,0,0,0,5,6,4,5,3,5,23,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,0,4,17,3,0,0,0,0,0,12,10,5,32,0,0,0,16,0,4,0,0,0,26,3,8,14,66,3,5,3,3,9,113,0,0,0,15,0,0,0,0,0,19,0,4,0,7,0,0,0,0,0,11,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,34,55,20,128,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,5,0,0,0,15,16,11,5,13,0,4,0,0,0,50,0,0,0,3,0,41,101,79,29,246
213011338,0,3,26,82,29,18,9,7,4,165,0,0,0,7,12,10,31,11,3,76,0,0,0,0,3,0,11,7,0,25,0,3,0,11,10,17,22,16,0,77,0,0,0,18,5,8,6,0,0,38,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,4,23,4,3,43,0,3,3,7,16,35,83,101,16,270,0,0,7,22,0,4,0,0,0,36,6,16,21,141,22,11,14,5,0,238,3,0,7,18,3,7,0,0,0,29,0,9,5,14,0,0,0,0,0,26,0,0,3,7,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,7,0,6,3,3,3,19,50,60,22,172,0,0,5,3,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,8,0,0,0,10,3,3,3,0,0,18,0,7,7,29,3,4,0,0,0,54,0,0,0,0,8,53,134,87,34,314
213011339,0,7,10,33,14,11,0,0,0,73,0,0,0,12,18,20,23,12,9,90,0,3,5,15,4,14,4,7,0,58,0,4,8,10,12,12,10,0,4,65,0,0,0,12,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,3,3,11,27,0,0,3,3,5,4,11,11,0,47,0,0,0,5,0,0,0,0,0,6,9,30,57,341,48,43,26,4,3,568,0,0,0,16,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,6,0,0,0,3,4,0,4,0,0,12,0,4,0,4,4,0,0,0,0,12,0,3,3,4,16,18,24,25,13,101,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,11,0,0,3,10,8,7,0,0,0,31,0,3,6,10,3,6,0,0,0,29,0,0,3,3,9,24,19,26,12,97
213011340,0,0,0,24,20,14,3,5,0,71,0,0,3,8,24,39,45,27,5,154,0,3,6,20,27,29,8,9,3,100,0,4,5,12,24,35,13,5,3,112,0,0,0,4,10,5,0,3,0,28,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,3,15,9,0,27,0,0,0,9,24,22,30,15,0,104,0,0,3,3,5,4,4,0,0,23,3,0,20,67,66,53,18,10,3,247,0,0,0,4,7,0,0,0,0,16,0,0,0,0,3,0,3,0,0,6,0,0,0,4,0,0,3,0,0,11,0,0,0,7,0,0,0,0,0,5,0,0,3,11,41,88,71,28,9,256,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,16,23,17,10,0,0,73,0,0,0,5,9,6,7,0,0,37,0,0,0,8,18,48,53,15,6,155
213021341,0,0,7,50,14,9,3,6,0,85,0,0,0,6,5,8,11,7,0,38,0,0,0,0,0,0,3,0,0,7,0,13,3,60,41,61,62,40,17,305,0,0,0,3,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,11,0,0,0,18,5,9,21,15,10,77,0,0,0,5,8,3,13,9,0,33,0,0,0,3,3,0,0,0,0,9,9,4,3,58,14,3,9,3,3,100,0,3,0,8,0,0,3,0,0,21,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,16,3,3,3,9,0,47,0,3,0,13,9,12,21,27,15,96,0,0,0,16,3,0,0,0,0,22,0,0,0,7,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,9,0,0,0,15,0,3,0,0,0,24,0,0,0,0,5,22,54,44,9,140
213021342,0,0,6,83,28,28,11,8,0,168,0,0,0,9,16,13,23,21,3,80,0,3,0,4,6,8,4,3,0,28,3,4,0,39,48,63,58,34,19,265,0,0,0,4,14,3,3,0,0,26,0,0,0,6,0,0,0,0,0,7,0,0,3,5,6,8,18,7,6,48,0,0,3,7,12,20,41,23,12,119,0,0,3,8,0,4,0,0,0,15,10,14,29,237,24,22,13,0,0,350,0,0,0,22,4,3,0,3,0,40,0,3,0,13,3,0,0,0,0,25,0,0,0,7,0,3,0,0,0,10,0,0,0,3,3,5,5,0,3,26,0,0,0,7,19,39,33,28,24,146,0,0,0,6,0,0,0,0,0,18,0,0,0,10,0,3,0,0,0,11,0,0,3,42,18,16,10,3,0,82,0,0,0,28,10,12,0,0,0,48,0,0,4,3,11,70,91,53,13,242
213021343,0,3,9,36,10,10,0,3,0,75,0,0,0,0,0,3,25,28,6,69,0,0,0,3,0,3,0,3,0,14,0,6,3,30,27,15,20,16,9,121,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,3,0,6,3,0,18,16,4,43,0,0,0,3,14,27,82,79,28,225,0,0,0,17,4,3,0,0,0,21,6,6,3,64,7,3,7,3,0,94,0,3,4,23,3,0,0,0,0,37,0,0,0,9,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,0,0,14,0,3,0,0,3,23,0,0,0,3,3,39,98,141,56,346,0,0,0,15,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,6,0,3,20,107,33,33,14,4,0,221,0,6,0,19,3,0,0,0,0,28,0,0,3,3,3,12,52,49,11,134
213021344,0,3,10,32,12,5,5,3,0,73,0,0,0,4,4,6,8,7,0,28,0,0,0,0,0,0,8,0,0,11,3,24,9,100,58,44,33,8,7,289,0,3,0,4,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,14,0,0,3,12,7,3,11,4,3,44,0,0,0,0,8,23,34,39,7,109,0,0,0,8,7,0,0,0,0,19,5,7,3,59,3,8,3,3,0,90,0,3,0,9,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,37,9,3,0,4,3,63,0,0,3,3,11,12,21,44,17,115,0,0,3,15,5,0,0,0,0,21,0,0,3,5,0,0,0,0,0,14,0,0,7,22,20,18,13,13,4,82,0,0,0,31,4,10,5,0,0,50,0,0,0,6,0,6,9,4,3,30
213021345,0,0,10,64,7,17,5,0,3,109,0,0,0,4,0,7,6,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,18,14,11,13,4,0,61,0,0,0,4,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,15,0,0,0,0,0,0,0,0,0,3,6,23,4,93,7,11,0,0,0,147,0,0,0,6,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,3,3,0,0,0,0,5,0,4,0,4,0,0,0,0,0,11,0,0,0,11,3,3,4,0,0,23,0,0,0,10,6,0,0,0,0,15,0,0,0,0,7,9,14,6,0,35
213021346,0,0,9,18,10,4,0,3,0,43,0,0,0,5,3,8,11,10,8,51,0,0,0,0,0,6,5,3,0,15,7,29,11,89,85,80,55,23,8,374,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,12,0,0,0,15,3,3,17,6,3,53,0,0,0,0,10,7,8,17,5,49,0,0,0,3,0,0,0,0,0,6,0,0,0,23,7,3,3,5,0,45,0,0,0,4,3,0,0,0,0,13,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,7,8,0,0,35,0,5,0,4,3,11,15,15,7,67,0,0,0,10,5,0,0,3,0,21,0,0,0,3,3,0,0,0,0,5,0,0,0,6,4,3,7,0,0,25,0,3,0,9,11,4,5,0,0,33,0,0,0,0,3,14,12,6,0,35
213031347,3,3,67,152,41,40,16,14,9,349,0,0,0,4,5,7,12,5,0,34,0,0,6,3,3,3,0,3,0,21,0,5,3,24,4,12,10,12,9,88,0,0,3,16,6,3,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,10,3,6,16,0,0,0,0,0,10,12,16,3,39,0,0,5,43,3,6,0,0,0,56,13,25,33,208,12,9,8,3,3,316,0,3,8,38,0,3,3,0,0,55,0,0,0,9,0,3,0,0,0,16,0,4,3,4,0,4,0,0,0,14,0,0,0,8,0,0,0,0,0,13,0,0,0,3,3,3,22,25,10,70,0,0,0,12,3,3,0,3,0,16,0,0,3,18,3,3,0,0,0,29,0,0,0,3,3,4,0,0,0,7,11,20,11,72,5,0,0,0,0,120,0,0,0,0,5,12,4,3,0,20
213031348,0,4,119,127,26,22,8,6,4,321,0,0,0,4,3,4,11,12,6,44,0,0,0,0,0,0,0,0,0,4,0,0,7,67,15,12,11,3,10,123,0,0,0,7,0,3,0,0,0,7,0,0,0,9,0,0,0,0,0,9,0,0,3,12,4,6,9,0,3,33,0,0,0,3,3,4,24,31,15,83,0,0,0,29,0,4,0,0,0,32,17,18,43,258,10,10,3,0,0,368,6,5,5,38,7,4,0,0,0,66,0,0,0,5,0,0,0,0,0,8,0,0,5,0,3,0,0,0,0,9,0,0,0,11,4,0,0,0,0,18,0,0,4,12,4,7,19,31,15,79,0,0,7,38,0,0,0,0,0,40,0,0,0,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,24,58,11,4,3,0,0,114,0,0,0,0,0,4,4,9,3,13
213031349,4,7,105,145,55,48,13,7,5,392,0,0,0,8,3,7,14,7,0,40,0,3,0,3,3,3,3,0,0,16,0,3,12,21,12,17,6,3,3,75,0,0,0,11,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,0,16,0,0,0,3,7,3,10,3,3,32,0,0,3,34,4,5,0,0,4,45,8,5,27,117,13,9,4,0,0,183,0,0,5,25,3,0,0,0,0,31,0,0,0,18,0,0,0,0,0,24,0,0,0,6,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,18,0,0,0,10,8,21,26,24,8,88,0,0,0,11,0,0,0,0,0,23,0,3,4,28,0,0,0,0,0,33,0,0,0,5,0,3,0,0,0,6,0,0,18,58,14,13,3,3,0,101,0,0,0,0,0,3,8,0,0,13
213031350,0,0,4,13,16,3,3,8,3,51,0,0,0,0,3,3,3,6,3,23,0,0,0,0,0,0,0,0,0,3,3,4,3,67,27,10,5,0,4,118,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,8,5,0,7,0,0,15,0,0,0,0,3,4,28,30,0,67,0,0,0,8,3,0,0,0,0,12,0,3,3,46,3,3,3,0,0,64,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16,0,0,0,0,3,6,6,14,9,40,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,3,0,0,28,0,0,0,0,0,0,3,0,3,7
213031351,0,0,10,27,14,3,4,7,0,73,0,0,0,3,0,3,16,9,3,27,0,0,0,0,0,0,3,3,0,4,0,3,0,50,10,16,5,3,0,98,0,0,0,5,3,6,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,6,5,0,0,21,0,0,0,3,8,12,21,12,0,58,0,0,0,11,3,3,0,0,0,20,6,7,24,159,12,7,0,3,0,224,0,0,0,9,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,14,0,0,3,3,6,9,23,31,19,99,0,0,0,12,3,0,0,0,0,18,0,0,0,8,0,0,0,0,0,7,0,0,3,7,3,0,4,0,0,13,0,0,3,20,0,7,0,0,0,30,0,0,0,0,0,3,3,3,0,10
