SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
207011149,170,34,10,0,0,215,35,9,3,0,0,41,24,7,4,0,0,35,43,10,4,0,0,55,37,13,4,0,0,54,119,32,15,0,0,161,76,29,12,0,0,126,187,70,43,0,0,295,92,52,19,0,3,166,229,67,14,0,0,309,532,74,0,0,5,620,93,12,6,0,0,115,1632,409,137,6,10,2192
207011150,108,16,5,0,0,132,28,13,3,0,0,45,23,6,0,0,0,34,29,3,3,0,0,31,24,8,0,0,0,38,124,26,10,0,0,155,99,18,18,0,0,142,177,52,28,0,0,257,120,42,23,0,0,188,259,55,11,0,0,320,428,55,9,3,0,496,97,14,0,0,0,114,1519,317,107,6,3,1942
207011151,71,29,41,0,0,136,7,5,11,0,0,29,0,3,6,0,0,17,13,11,29,0,0,52,17,6,29,0,0,49,55,24,97,0,0,175,39,31,165,0,0,240,60,58,219,0,0,336,39,48,102,0,0,194,89,72,87,0,0,248,286,127,43,0,0,458,65,21,16,0,0,105,745,442,856,3,0,2042
207011152,57,18,21,0,0,98,10,9,4,0,0,20,17,6,9,0,0,29,10,3,10,0,0,20,17,8,21,0,0,44,45,26,50,0,0,124,32,29,88,0,0,154,91,48,113,0,0,249,47,40,49,0,0,138,82,67,35,0,0,185,259,76,39,0,4,371,45,19,7,0,0,77,704,339,454,3,5,1512
207011153,162,36,16,0,0,212,23,12,3,0,0,39,17,11,7,0,0,33,29,12,6,0,0,40,27,10,13,0,0,43,106,54,34,0,0,196,71,45,46,0,0,166,158,82,90,0,0,324,90,59,46,0,0,197,186,100,38,0,0,329,558,128,14,0,4,704,102,21,14,0,0,141,1538,564,330,0,6,2436
207011154,47,11,3,0,0,61,4,3,0,0,0,12,12,3,0,0,0,15,12,0,5,0,0,16,18,9,0,0,0,22,44,18,3,0,0,62,41,8,6,0,0,57,62,24,17,0,0,104,52,10,8,0,0,69,85,19,10,0,0,117,172,15,3,0,0,192,37,3,0,0,0,40,578,127,48,0,0,753
207011155,125,28,3,0,0,156,23,9,4,0,0,34,19,4,4,0,0,28,28,12,3,0,0,37,23,10,8,0,0,40,93,38,12,0,0,139,89,26,8,0,0,124,157,44,15,0,0,222,99,31,20,3,0,149,187,56,7,0,0,256,495,51,6,0,3,556,82,10,5,0,0,92,1422,309,84,3,3,1826
207021156,65,7,3,0,0,77,12,0,3,0,0,13,13,3,0,0,0,17,27,3,0,0,0,35,35,8,5,0,0,48,71,14,5,0,0,90,78,16,22,0,0,115,120,24,23,0,3,167,109,24,3,0,0,132,122,28,9,0,0,153,106,14,3,0,0,130,42,11,3,0,0,59,799,147,80,0,3,1034
207021157,132,32,15,0,0,177,31,8,4,0,0,46,35,4,7,0,0,49,30,10,6,0,0,44,44,21,10,0,0,73,118,48,38,0,0,209,140,46,67,0,0,254,216,81,69,0,0,369,122,58,15,0,0,198,177,63,19,0,0,256,152,41,6,0,0,199,54,16,10,0,0,82,1250,422,278,0,3,1949
207021159,116,25,0,0,0,147,22,7,0,0,0,28,30,3,0,0,0,30,25,8,0,0,0,30,45,7,0,0,0,54,147,38,3,0,0,187,132,44,4,0,0,173,232,66,3,0,0,305,159,28,3,0,0,189,264,42,8,0,0,316,287,29,0,0,0,314,78,20,3,0,0,96,1532,312,21,0,0,1862
207021160,71,17,0,0,0,86,26,3,0,0,0,29,19,0,0,0,0,20,29,10,0,0,0,38,44,5,0,0,0,55,135,21,0,0,0,159,108,28,0,0,0,145,249,61,0,0,0,310,165,35,4,0,0,203,194,43,0,0,0,235,131,18,0,0,0,156,54,7,0,0,0,65,1235,252,15,0,4,1496
207021424,118,11,0,0,0,137,32,4,0,0,0,35,22,4,0,0,0,29,38,3,3,0,0,49,47,5,0,0,0,56,123,8,3,0,0,135,132,20,8,0,0,151,268,31,7,0,3,309,180,20,0,0,0,201,223,18,3,0,0,242,186,11,3,0,0,198,80,3,0,0,0,83,1444,140,30,0,3,1615
207021425,61,33,3,0,3,100,12,9,3,0,0,24,5,7,5,0,0,22,22,22,6,0,0,44,24,20,9,0,0,52,73,55,26,0,0,156,76,64,32,0,0,171,110,107,44,0,3,274,90,84,25,0,0,198,82,78,18,0,0,180,65,53,11,0,0,130,40,24,4,0,3,67,661,566,192,0,9,1423
207031161,151,37,3,0,0,190,59,11,3,0,0,71,41,9,0,0,0,53,53,10,3,0,0,62,88,29,0,0,0,122,235,45,17,0,0,296,201,45,20,0,0,264,387,94,11,0,0,500,258,50,0,0,0,308,340,34,0,0,0,380,246,19,0,0,0,259,84,6,0,0,0,88,2143,388,62,0,4,2602
207031162,68,9,0,0,0,74,23,3,0,0,0,27,26,0,0,0,0,24,31,4,3,0,0,32,36,4,0,0,0,47,116,20,0,0,0,142,147,28,3,0,0,180,208,49,4,0,0,261,145,19,0,0,0,166,159,24,0,0,0,174,103,16,0,0,0,122,60,3,0,0,0,61,1121,181,12,0,5,1315
207031163,78,34,25,0,0,135,23,8,3,0,0,31,29,6,3,0,0,38,30,15,13,0,0,58,42,16,13,0,0,77,123,45,47,0,0,212,126,57,71,0,0,256,189,105,51,0,0,355,126,55,14,0,4,199,201,46,18,0,0,268,168,21,9,0,0,200,46,15,8,0,0,70,1186,434,271,0,6,1895
207031164,112,47,8,0,0,167,30,6,0,0,0,39,24,11,0,0,0,33,31,22,4,0,0,58,58,13,3,0,0,75,114,69,7,0,0,188,141,72,10,0,0,220,229,113,16,0,0,351,149,49,4,3,0,207,226,79,9,0,0,309,173,45,0,0,0,220,79,23,0,0,0,100,1354,544,69,3,0,1965
207031165,70,19,3,0,0,92,23,3,0,0,0,28,20,10,0,0,0,29,18,7,0,0,0,23,41,4,0,0,0,46,74,27,7,0,0,105,70,24,3,0,0,98,134,55,15,0,6,203,72,48,0,0,0,119,96,58,3,0,0,156,92,17,0,0,0,106,28,4,0,0,0,27,734,267,33,0,4,1040
207031166,57,14,0,0,0,69,14,4,0,0,0,20,21,3,0,0,0,20,22,7,0,0,0,29,37,11,0,0,0,51,99,20,7,0,0,124,75,18,3,0,0,101,157,43,0,0,0,200,89,20,0,0,0,104,109,23,0,0,0,128,64,7,0,0,0,64,40,7,0,0,0,47,783,173,13,0,0,970
207031167,65,17,3,0,0,84,12,10,4,0,0,28,8,4,0,0,0,10,21,9,0,0,0,28,11,11,4,0,0,34,56,29,7,0,3,96,68,25,12,0,0,110,99,52,31,0,0,179,87,33,15,3,0,131,130,32,15,0,0,170,210,23,3,0,0,237,40,5,0,0,0,51,816,244,99,3,5,1166
208011168,81,11,3,0,0,96,31,3,0,0,0,32,19,3,0,0,0,22,26,5,4,0,0,34,40,12,0,0,0,49,119,23,10,0,3,153,101,16,5,0,0,131,181,31,5,6,0,221,141,27,3,3,0,176,271,36,6,3,3,318,338,36,3,0,0,381,84,10,0,0,0,100,1434,213,43,13,11,1711
208011169,140,29,21,0,0,186,21,12,3,0,0,28,17,3,4,0,0,24,22,3,12,0,0,35,23,12,12,0,0,53,93,21,33,3,0,154,78,29,37,0,0,143,158,50,71,3,3,279,97,44,32,0,0,177,192,69,42,0,0,298,644,89,39,0,10,778,142,21,17,0,3,176,1618,382,308,7,17,2339
208011170,94,22,0,0,0,118,17,11,0,0,0,28,23,12,0,0,0,32,19,7,0,0,0,33,28,11,0,0,0,42,109,39,8,0,0,156,89,36,3,0,0,136,206,67,11,0,0,286,121,66,0,0,0,185,206,87,3,0,3,302,391,85,0,0,0,479,100,25,0,0,0,126,1407,463,30,0,10,1912
208011171,57,15,0,0,0,72,22,7,0,0,0,33,17,6,0,0,0,28,37,14,0,0,0,52,36,11,3,0,0,46,95,25,16,0,0,137,106,43,17,6,0,179,212,78,21,7,0,327,152,65,8,4,0,227,188,61,9,3,0,264,160,26,3,0,0,187,37,11,0,0,0,51,1123,356,90,19,3,1595
208011172,92,31,5,0,4,131,25,3,6,0,0,29,22,7,0,0,0,24,25,12,0,0,0,38,40,12,3,0,0,59,110,36,11,0,0,162,121,41,22,0,0,178,224,70,37,0,0,338,148,58,29,4,0,239,244,60,12,3,0,330,393,63,12,0,0,468,82,16,6,0,0,101,1532,396,149,8,14,2091
208011173,88,23,5,0,0,113,30,14,3,0,0,48,16,10,4,0,0,29,21,14,6,0,0,40,34,16,4,0,0,52,96,42,18,0,0,165,68,37,30,0,0,138,149,80,42,0,0,277,96,78,23,0,0,201,196,74,21,0,0,294,366,78,8,3,3,460,77,21,5,0,0,106,1230,489,173,10,8,1909
208021174,144,31,6,0,0,189,32,5,0,0,0,38,33,11,0,0,0,52,47,14,7,0,0,69,59,17,5,0,0,81,198,53,27,0,4,283,160,55,26,0,3,250,283,115,43,0,0,449,207,78,19,0,0,307,320,105,9,0,0,437,297,73,9,0,0,380,96,19,3,0,0,119,1878,590,155,0,4,2634
208021176,79,38,23,0,0,137,18,8,6,0,0,31,10,8,7,0,0,30,19,17,11,0,0,50,35,17,18,0,0,69,75,56,75,0,0,203,77,77,106,3,0,262,136,118,115,3,0,375,89,88,39,0,0,224,138,97,24,0,3,257,145,40,6,0,0,196,40,17,12,0,0,73,854,593,444,7,3,1907
208021177,113,28,20,0,0,165,10,8,7,0,0,26,13,9,3,0,0,33,12,13,10,0,0,40,18,23,16,0,0,53,77,49,53,0,0,181,69,41,66,0,3,175,122,87,93,0,0,308,79,82,48,0,4,207,121,105,29,0,0,253,280,78,8,0,0,362,87,32,18,0,0,136,1005,560,377,3,7,1947
208021178,86,45,5,0,0,131,22,5,3,0,0,28,17,19,0,0,0,35,27,14,4,0,0,41,21,20,4,0,0,42,84,47,29,0,0,166,77,63,34,0,0,173,163,106,37,0,0,302,78,70,25,0,0,175,176,109,13,0,0,299,284,113,0,3,0,402,95,35,10,0,0,138,1122,647,169,3,0,1940
208021179,53,17,22,3,0,94,20,3,3,0,0,27,20,8,9,0,0,34,14,6,4,0,0,31,21,8,10,0,0,42,63,20,29,0,0,114,60,22,52,5,0,129,87,45,63,0,3,195,63,33,45,0,0,140,117,40,10,0,0,168,199,29,14,0,0,247,42,14,7,0,0,60,758,236,288,5,3,1291
208021180,31,13,5,0,0,41,6,5,0,0,0,13,9,3,0,0,0,11,22,7,3,0,0,25,14,6,0,0,0,24,49,26,18,0,0,91,64,41,11,0,0,115,107,39,28,0,0,169,88,27,5,0,0,120,75,32,5,0,0,113,66,10,3,0,0,79,31,10,3,0,0,44,562,213,80,0,0,858
208021181,52,23,3,0,0,81,17,5,3,0,0,22,10,3,0,0,0,12,22,12,3,0,0,35,28,5,6,0,0,44,80,20,22,0,0,131,58,37,28,0,0,119,101,65,34,0,0,203,67,45,3,0,0,118,114,54,3,0,0,178,94,30,4,0,0,132,53,5,0,0,0,59,705,309,123,0,0,1133
208021182,49,24,17,0,0,91,19,13,5,0,0,35,11,6,9,0,0,26,23,9,18,0,0,47,16,20,8,0,0,46,58,48,52,0,0,154,54,49,76,3,0,175,108,72,96,0,0,277,63,53,35,0,0,154,123,72,15,0,0,212,128,25,5,0,0,162,35,8,13,0,0,59,689,401,342,7,3,1444
208021426,94,18,6,0,0,119,36,8,4,0,0,41,24,6,4,0,0,33,39,3,4,0,0,47,61,17,7,0,0,92,146,32,35,0,0,205,137,34,40,0,0,212,233,65,61,0,0,361,167,41,30,0,3,238,204,61,44,0,0,310,151,49,16,0,0,216,63,16,8,0,0,83,1347,331,264,0,6,1956
208021427,93,11,10,0,0,115,24,7,6,0,0,35,24,4,4,0,0,29,39,5,3,0,0,51,40,9,6,0,0,58,149,23,27,0,0,202,141,22,29,0,0,187,223,45,44,0,0,314,161,48,33,0,5,237,216,53,32,0,0,306,128,22,13,0,0,165,69,11,11,0,0,88,1303,267,218,0,13,1797
208031183,72,4,0,0,0,76,23,0,0,0,0,27,16,0,0,0,0,15,38,4,0,0,0,40,46,3,0,0,0,53,156,13,5,0,0,183,164,15,12,0,0,195,270,40,12,0,0,322,151,30,10,0,0,191,173,23,5,0,0,198,76,20,0,0,0,93,59,3,3,0,0,62,1253,158,38,0,0,1456
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031185,55,35,7,0,0,98,24,15,0,0,0,37,14,13,3,0,0,26,32,19,5,0,0,49,29,30,3,0,0,65,112,71,17,0,0,203,153,94,25,0,0,269,257,119,35,0,3,420,127,75,6,0,0,215,139,63,9,0,0,208,73,20,0,0,3,94,58,24,6,0,0,83,1066,575,115,0,7,1760
208031186,37,29,11,0,0,78,18,16,4,0,0,36,22,6,9,0,0,41,34,27,19,0,0,79,33,28,20,0,0,80,105,106,68,0,0,284,125,143,88,0,0,362,208,147,123,0,3,480,135,63,43,0,0,243,140,67,21,0,0,225,47,27,12,0,0,86,43,27,21,0,0,94,937,691,448,3,6,2081
208031187,30,4,3,0,0,37,17,0,0,0,0,16,18,3,0,0,0,22,21,3,0,0,0,30,41,0,0,0,0,44,109,11,7,0,0,126,115,18,6,0,0,143,195,16,17,0,0,227,106,13,3,0,0,125,59,3,0,0,0,60,8,0,0,0,0,14,33,0,3,0,0,38,753,71,53,0,3,875
208031188,114,45,16,3,0,177,28,14,4,0,0,44,28,10,7,0,0,49,61,15,11,0,0,83,74,30,9,0,0,115,200,85,55,0,0,340,224,115,102,3,0,439,414,174,98,5,0,691,264,113,31,0,0,412,330,87,15,0,0,431,127,35,9,0,0,167,97,25,4,3,0,130,1955,742,361,16,3,3083
208031189,55,20,18,0,0,88,24,9,3,0,0,35,25,6,4,0,0,33,37,0,15,0,0,53,53,8,20,0,0,79,147,17,44,0,0,207,130,26,70,0,3,228,275,61,102,0,3,440,170,36,46,0,0,254,168,33,37,4,0,238,97,13,20,0,0,123,70,13,12,0,0,98,1250,241,377,4,7,1879
208031190,54,26,6,0,0,87,27,14,0,0,0,44,14,7,0,0,0,22,23,15,5,0,0,44,39,27,14,0,0,76,84,69,41,0,0,183,96,77,43,3,0,217,163,119,48,0,3,332,111,81,17,0,0,213,137,74,12,0,0,219,105,29,3,0,0,145,34,22,3,0,0,57,888,565,185,3,3,1647
208031191,57,6,6,0,0,60,16,4,0,0,0,20,16,0,0,0,0,22,30,5,0,0,0,36,29,6,7,0,0,35,97,14,12,0,0,116,146,23,18,0,0,181,199,24,12,0,0,232,155,8,0,0,0,165,180,18,5,0,0,203,80,7,3,0,0,83,36,3,0,0,0,39,1030,114,65,4,0,1205
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,85,50,9,0,0,144,27,23,0,0,0,52,28,18,3,0,0,43,43,30,9,0,0,77,54,48,11,0,0,113,168,121,35,0,3,320,172,147,40,0,0,358,300,260,47,0,0,605,225,149,23,0,0,398,280,113,11,0,5,406,172,54,6,0,3,240,84,38,3,0,0,125,1633,1052,180,0,18,2878
208041194,92,18,31,0,3,149,13,5,6,0,0,22,10,9,4,0,0,27,15,14,14,0,0,39,19,12,20,0,0,56,74,40,74,0,0,191,40,36,85,0,0,167,102,53,125,0,0,277,62,31,51,0,0,147,139,72,50,0,0,261,469,103,31,0,0,609,93,17,10,0,0,123,1128,411,510,4,7,2062
208041195,147,40,5,0,0,190,29,9,0,0,0,44,18,7,0,0,0,29,22,5,0,0,0,32,44,21,5,0,0,73,114,30,27,0,0,166,122,46,36,3,0,205,196,103,47,3,0,344,137,55,11,0,0,203,211,84,13,0,0,303,496,74,9,0,0,580,89,13,5,0,0,112,1608,489,165,17,3,2284
209011196,80,3,0,0,0,79,35,0,0,0,0,31,14,0,0,0,0,14,24,0,0,0,0,24,56,0,0,0,0,56,160,0,4,0,0,161,167,9,0,0,0,181,250,10,0,0,0,259,127,5,0,0,0,129,89,0,0,0,0,91,36,4,0,0,0,39,54,0,0,0,0,56,1089,31,3,0,0,1124
209011197,129,15,0,0,0,142,55,5,3,0,0,61,67,9,0,0,0,77,69,5,0,0,0,70,117,7,3,0,0,131,315,41,3,0,0,364,414,61,6,0,0,486,644,71,5,0,0,723,381,36,0,0,0,424,269,18,5,0,0,293,123,7,0,0,0,130,122,11,0,0,0,136,2715,292,28,0,3,3037
209011198,90,14,4,0,0,111,28,8,3,0,0,40,22,0,4,0,0,25,40,13,8,0,0,59,28,10,3,0,0,38,137,26,16,0,0,178,134,34,15,0,0,186,215,67,20,0,0,298,164,31,12,0,0,215,239,21,4,0,3,266,137,14,6,0,0,158,62,8,0,0,0,66,1294,241,101,4,3,1641
209011199,53,12,0,0,0,65,24,12,3,0,0,38,21,9,0,0,0,29,28,11,0,0,0,47,39,19,0,0,0,62,129,61,3,0,0,196,123,93,7,0,0,214,163,122,9,0,0,288,149,61,3,0,0,215,78,19,0,0,0,100,43,16,0,0,0,56,47,12,3,0,0,57,891,444,25,0,6,1367
209011200,77,15,3,0,0,100,18,12,6,0,0,29,15,0,0,0,0,20,20,8,4,0,0,32,28,10,3,0,0,49,81,33,18,0,0,127,79,37,24,0,0,140,122,50,50,0,0,214,99,32,26,0,0,156,131,39,14,0,0,186,200,20,4,0,0,229,45,10,3,0,0,58,921,265,157,0,0,1349
209011201,59,0,3,0,0,65,9,0,0,0,0,14,8,0,0,0,0,10,9,0,6,0,0,19,14,0,0,0,0,15,54,3,15,0,0,71,49,3,3,0,0,52,88,3,13,0,0,111,67,3,16,0,0,83,119,3,11,0,0,135,202,7,3,0,0,214,43,0,5,0,0,50,730,30,78,0,0,838
209011202,116,9,0,0,0,131,43,4,0,0,0,51,34,10,0,0,0,42,66,9,3,0,0,76,93,15,0,0,0,113,267,54,4,0,0,319,271,63,0,0,0,338,458,82,5,0,0,546,267,27,0,0,3,297,253,22,0,0,0,273,161,6,0,0,0,169,101,14,0,0,0,117,2143,307,17,0,5,2475
209011203,121,11,0,0,0,131,43,9,0,0,0,56,41,3,0,0,0,44,61,6,0,0,0,68,97,12,0,0,0,113,231,38,0,0,0,270,290,48,0,0,3,345,470,88,0,0,0,561,272,38,0,0,0,310,285,16,0,0,0,300,109,4,0,0,0,111,83,7,0,0,0,90,2110,293,0,0,4,2405
209011204,75,3,0,0,0,73,20,0,0,0,0,18,20,0,0,0,0,20,38,3,0,0,0,38,58,6,0,0,0,65,157,0,0,0,0,161,191,10,4,0,0,204,290,18,0,0,0,305,162,12,0,0,0,175,98,5,0,0,0,100,28,0,0,0,0,34,45,0,0,0,0,46,1179,59,3,0,0,1243
209021205,57,12,3,0,0,76,17,0,0,0,0,16,14,4,0,0,0,22,22,7,0,0,0,28,42,12,3,0,0,53,99,27,8,0,0,143,86,28,20,0,0,129,151,33,9,0,0,193,76,25,0,0,0,109,101,5,3,0,0,112,76,7,0,0,0,84,37,4,7,0,0,44,789,174,55,3,0,1017
209021207,97,38,3,0,0,134,48,15,5,0,0,71,37,15,0,0,0,52,56,32,3,0,0,90,90,33,8,0,0,134,231,129,19,3,0,381,277,218,25,0,4,526,405,222,15,0,3,654,156,61,3,0,3,220,140,38,3,0,0,185,64,18,0,0,0,82,81,31,9,0,0,125,1683,846,101,7,10,2644
209021208,88,22,0,3,0,115,39,11,0,0,0,45,29,6,0,0,0,38,46,20,0,0,0,65,67,26,0,0,0,95,240,94,5,0,0,340,257,120,4,0,0,378,388,119,6,3,4,525,239,31,0,3,0,281,191,21,0,0,0,215,74,12,0,0,0,90,96,12,0,0,0,116,1761,500,24,12,3,2298
209021428,70,13,9,0,0,87,25,9,0,0,0,36,26,9,5,0,0,39,42,17,6,0,0,68,62,7,10,0,0,81,160,44,43,4,0,253,158,78,64,3,0,307,293,105,73,0,0,475,178,69,15,3,0,263,189,29,13,0,0,239,74,21,12,0,0,105,70,9,6,0,3,90,1349,413,254,13,7,2034
209021429,62,21,0,0,0,82,24,6,0,0,0,25,14,6,0,0,0,23,28,16,0,0,0,51,40,16,0,0,0,59,109,49,22,0,0,183,107,51,17,0,0,174,163,76,28,4,0,262,91,55,6,0,0,151,131,36,3,3,0,179,74,13,0,0,0,89,46,21,4,0,0,70,893,367,78,5,0,1346
209031209,179,0,0,0,0,189,77,3,0,0,0,78,66,0,0,0,0,75,103,7,0,0,0,109,136,4,3,0,0,147,359,15,14,0,0,384,405,12,25,0,0,443,671,25,28,0,3,719,498,10,11,0,0,524,500,10,8,0,0,509,238,4,4,0,0,244,158,5,3,0,0,160,3384,93,95,4,8,3576
209031210,22,0,0,0,0,22,16,0,0,0,0,16,7,0,0,0,0,7,13,0,0,0,0,13,31,0,0,0,0,31,73,0,0,0,0,69,116,0,0,0,0,116,164,0,0,0,0,163,74,0,0,0,0,75,45,0,0,0,0,45,30,0,0,0,0,30,18,0,0,0,0,18,612,0,0,0,0,616
209031211,25,0,0,0,0,25,17,0,0,0,0,17,22,0,0,0,0,18,33,0,0,0,0,33,51,0,0,0,0,48,119,0,0,3,0,125,136,0,0,0,0,134,157,0,0,0,0,157,57,0,0,0,0,56,50,0,0,0,0,53,21,0,0,0,0,21,41,0,0,0,0,41,714,3,0,8,0,723
209031212,52,0,0,0,0,51,15,0,0,0,0,17,14,0,0,0,0,14,17,0,0,0,0,17,38,0,0,0,0,38,89,0,0,0,0,90,104,0,0,0,0,102,138,0,0,0,0,138,79,0,0,0,0,83,101,0,0,0,0,101,69,0,0,0,0,69,45,0,0,0,0,45,762,0,0,0,3,767
209031213,70,3,0,0,0,71,29,0,0,0,0,25,22,0,0,0,0,22,32,0,0,0,0,32,46,0,0,0,0,44,155,4,0,0,0,164,151,5,9,0,0,166,294,9,0,0,0,304,183,3,0,0,0,183,194,4,0,0,0,201,119,0,0,0,0,123,76,3,0,0,0,73,1370,39,7,0,0,1421
209031214,59,0,0,0,0,63,22,0,0,0,0,22,15,0,0,0,0,15,31,0,0,0,0,31,46,0,0,0,0,46,107,0,0,0,0,109,101,0,0,0,0,101,191,3,0,0,0,194,159,0,0,0,0,161,160,0,0,0,0,160,127,0,0,0,0,127,44,0,0,0,0,43,1061,3,0,0,0,1072
209031215,110,0,0,0,0,112,56,3,0,0,0,58,24,7,0,0,0,33,70,0,0,0,0,66,90,6,0,0,0,100,256,10,0,0,0,266,316,16,0,0,0,334,562,15,3,0,0,580,295,6,0,0,0,308,239,5,0,0,0,245,104,0,0,0,0,102,90,4,0,0,0,95,2224,70,5,0,3,2296
209041216,43,12,6,0,0,54,12,3,0,0,0,17,14,0,0,0,0,13,26,0,0,0,0,25,19,3,0,0,0,25,84,29,4,0,0,112,104,28,3,0,0,135,131,34,5,0,0,175,68,14,3,0,0,87,121,8,0,0,0,128,64,7,0,0,0,75,24,3,4,0,0,32,722,146,29,0,0,893
209041217,28,3,0,0,0,31,19,0,0,0,0,19,10,0,0,0,0,6,14,3,0,0,0,16,24,10,0,0,0,36,71,19,0,0,0,91,91,17,0,0,0,109,117,21,0,0,0,143,45,7,0,0,0,50,19,3,0,0,0,24,16,3,0,0,0,21,30,0,0,0,0,33,481,88,4,0,3,579
209041219,112,8,3,0,0,116,42,0,0,0,0,44,51,3,3,0,0,55,66,0,4,0,0,70,92,3,11,0,0,101,288,35,26,0,0,344,410,35,22,0,0,468,501,22,18,0,3,543,169,0,3,0,0,178,120,3,3,0,0,121,59,4,0,0,0,63,105,3,4,0,0,106,2006,116,93,0,4,2219
209041220,126,15,0,0,0,143,56,19,0,0,0,73,45,11,0,0,0,64,69,13,3,0,0,88,98,19,0,0,0,120,304,73,6,0,0,386,342,81,8,0,0,433,451,97,3,0,0,552,143,23,0,0,0,168,92,23,0,0,0,116,55,19,0,0,0,76,99,24,0,0,0,125,1879,426,23,0,0,2334
209041221,67,6,0,0,0,68,48,0,0,0,0,48,39,5,0,0,0,42,64,3,0,0,0,71,64,3,0,0,0,68,206,22,0,0,0,236,253,24,0,0,0,276,327,25,0,0,0,350,121,7,0,0,0,130,50,8,0,0,0,52,39,3,0,0,0,40,70,4,0,0,0,71,1344,107,0,0,0,1458
209041223,87,10,3,0,0,93,32,7,0,0,0,37,43,3,3,0,0,47,62,10,3,0,0,70,83,14,0,0,0,99,256,44,20,0,0,315,319,48,21,0,5,388,343,21,11,0,0,377,77,7,3,0,0,85,52,5,0,0,0,56,27,0,0,0,0,27,89,7,3,0,0,102,1466,160,65,3,4,1701
209041224,76,0,0,0,0,76,47,0,0,0,0,48,35,0,0,0,0,35,82,0,0,0,0,82,126,3,0,0,0,129,429,10,7,0,0,450,685,9,0,3,0,703,796,3,3,0,0,801,267,0,0,0,0,264,145,0,0,0,0,145,75,0,0,0,0,81,165,0,0,0,0,163,2928,36,11,3,5,2980
209041225,50,3,0,0,0,48,21,0,0,0,0,23,14,3,0,0,0,22,44,0,0,0,0,44,47,0,0,0,0,50,169,0,3,0,0,178,224,0,0,0,0,225,292,3,0,0,0,297,105,0,0,0,0,105,98,0,0,0,0,97,39,0,0,0,0,39,70,0,0,0,0,69,1175,13,11,0,0,1204
