SA2_MAINCODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
212051325,18,54,13,0,5,11,9,3,4,125,71,184,42,7,25,16,11,9,6,369,148,239,329,12,61,45,76,59,13,983,36,13,129,3,13,8,7,18,4,232,4,0,27,0,3,0,3,7,0,53,10,95,8,17,7,3,7,4,0,142,7,54,8,0,3,0,0,0,0,79,208,241,27,36,157,90,24,48,5,844,22,65,11,53,18,11,13,5,3,206,14,33,14,3,12,9,3,3,3,97,21,7,72,8,4,3,13,9,3,139,3,0,0,0,0,0,0,0,0,4,13,11,5,3,3,4,3,4,0,50,9,4,18,3,10,3,9,3,13,80,580,999,700,148,321,212,182,183,64,3395,25,53,11,11,22,7,0,3,3,133,12,41,6,5,16,0,0,4,0,87,12,32,5,5,15,8,9,10,0,103,5,4,3,3,5,7,0,0,0,27,0,3,0,0,3,3,0,3,0,22
212051326,26,89,19,11,11,10,0,7,0,172,76,236,38,13,36,23,18,22,10,474,104,265,326,23,47,29,62,66,14,940,56,10,191,0,10,13,8,27,4,316,9,11,23,3,3,0,7,9,0,52,9,100,5,18,3,8,4,3,0,156,18,81,6,3,4,0,3,3,4,126,214,260,38,43,139,91,44,54,10,896,48,105,16,51,24,19,11,16,0,296,14,74,22,5,13,20,4,11,3,157,23,9,109,7,9,4,18,23,0,200,0,0,0,0,0,0,0,3,0,6,17,6,4,0,3,3,4,3,3,46,6,15,20,4,6,11,12,9,8,84,631,1259,825,185,295,234,204,248,59,3929,16,75,20,18,27,16,0,8,0,177,14,65,10,3,25,5,0,3,0,138,15,38,10,3,9,7,0,4,0,95,6,20,8,3,5,4,0,0,0,45,3,10,5,7,7,3,0,3,0,31
212051327,29,79,6,5,15,9,3,3,3,151,70,169,34,7,16,14,3,16,8,335,182,261,232,10,50,34,36,44,10,863,43,21,136,3,16,10,7,20,3,255,8,3,16,3,3,3,5,3,0,39,3,159,3,18,5,0,4,0,0,194,18,58,0,9,0,0,0,4,0,95,305,306,25,21,107,77,32,24,15,904,41,98,3,29,17,9,7,3,4,211,14,35,21,6,3,4,5,3,0,90,16,0,26,3,3,5,10,11,0,76,0,0,0,0,0,0,0,0,0,3,12,11,12,0,3,4,0,0,3,41,12,12,5,0,5,3,5,3,8,53,744,1210,511,115,245,180,118,140,60,3319,11,78,10,15,37,9,0,4,3,168,18,49,12,4,17,6,0,0,0,120,20,39,10,9,28,14,0,3,0,124,3,14,3,3,3,4,0,3,0,29,7,9,0,0,5,3,0,0,0,28
213011328,6,11,3,0,0,4,0,6,0,27,10,26,13,13,9,13,12,19,3,117,26,34,117,6,8,13,39,43,3,291,15,7,58,0,4,0,14,15,5,121,0,3,8,0,3,0,0,3,0,14,0,15,6,11,0,0,3,7,0,49,3,25,0,0,0,0,3,0,0,35,29,52,15,18,34,21,32,30,8,235,3,28,6,23,7,3,9,5,0,82,5,21,8,8,0,4,6,3,0,52,7,6,47,5,0,3,3,5,0,79,0,0,3,0,0,0,3,0,0,6,0,3,8,0,3,0,4,4,3,25,0,0,10,6,3,3,13,8,6,51,97,233,290,89,78,69,133,157,27,1178,3,5,4,3,8,0,0,3,0,23,3,6,0,4,0,3,0,6,0,19,5,3,3,4,0,3,0,0,0,22,0,7,6,3,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,10
213011329,5,16,6,0,3,0,10,4,0,53,29,64,10,0,9,8,13,3,3,131,43,73,132,3,28,18,54,41,4,403,16,6,47,0,8,0,12,11,0,101,0,0,3,0,0,0,3,0,0,8,6,48,6,12,0,3,3,3,0,77,6,12,3,3,5,3,4,0,0,36,55,72,15,15,54,26,37,29,11,306,8,9,4,22,11,7,11,7,3,85,0,4,3,0,3,3,4,0,0,22,3,0,19,5,3,4,10,5,0,57,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,4,3,0,27,3,0,13,0,3,0,3,9,4,37,170,309,256,68,132,78,155,122,31,1330,15,24,11,3,10,12,0,0,0,75,3,10,0,7,10,3,0,0,0,33,0,11,10,0,7,3,0,3,0,34,0,4,0,0,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,6
213011330,4,19,11,3,12,6,4,7,0,67,52,143,58,15,52,18,40,22,6,401,92,127,428,23,60,34,202,145,18,1113,27,8,153,6,11,3,29,30,4,276,3,0,14,0,4,3,5,3,0,31,9,80,3,41,6,3,10,12,3,164,9,35,6,10,4,0,9,7,0,82,118,138,44,44,158,55,149,67,17,788,16,35,9,70,25,9,34,26,0,224,13,25,8,12,5,8,6,3,0,90,12,3,80,15,12,3,41,23,3,195,0,0,0,0,0,0,0,0,0,3,3,5,15,3,6,4,18,12,0,59,0,6,26,9,7,9,44,22,25,151,370,613,851,256,354,158,589,381,70,3650,16,46,14,8,28,8,5,7,0,127,7,37,8,6,22,5,0,3,0,101,5,33,8,9,15,7,5,11,0,98,0,10,3,0,7,3,0,0,0,21,0,3,4,0,8,0,3,0,3,29
213011331,3,4,4,0,4,0,0,4,0,26,10,26,7,3,10,10,11,4,0,76,34,42,149,6,21,10,63,51,3,378,13,0,70,0,3,3,9,13,0,110,3,0,4,0,0,0,0,4,0,14,0,10,0,8,3,3,4,0,0,27,0,9,0,4,0,3,0,0,0,26,28,23,3,4,35,15,30,24,5,175,6,9,0,23,8,3,12,6,0,74,0,9,3,5,4,4,4,3,0,29,6,0,13,5,3,3,10,14,0,54,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,8,0,24,0,3,12,3,0,4,7,8,7,41,104,143,278,61,91,55,158,142,22,1046,3,12,4,3,7,3,0,0,0,35,3,4,0,0,8,0,0,0,0,16,3,9,3,0,5,3,3,6,0,37,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9
213011332,5,17,3,4,3,7,4,10,0,52,24,54,19,5,7,8,8,6,0,134,58,87,292,14,31,12,95,61,3,652,24,8,156,0,6,3,9,36,3,247,0,3,8,0,0,0,4,3,0,13,3,32,5,12,3,0,5,0,0,62,5,36,6,6,4,0,6,3,0,62,72,90,16,22,51,37,41,16,4,347,9,33,3,27,18,8,15,10,3,123,0,22,3,0,4,4,7,7,4,60,8,0,31,3,3,6,13,9,0,75,0,0,0,0,0,0,0,3,0,3,4,4,10,0,5,3,4,0,3,34,9,3,20,4,3,5,9,12,14,73,227,388,567,102,138,84,218,178,35,1944,3,20,10,8,4,3,0,4,0,59,6,8,0,0,9,3,0,5,0,35,0,11,5,3,8,4,0,6,0,35,0,5,3,0,4,4,0,3,0,24,0,0,0,0,0,3,0,0,0,13
213011333,3,14,7,0,0,3,3,0,0,33,15,31,13,4,4,7,14,6,0,90,17,28,196,15,22,14,90,52,4,443,8,5,79,3,0,6,15,24,0,132,0,3,4,0,0,0,5,3,0,18,0,22,0,14,3,0,3,0,0,41,3,20,4,7,3,3,0,6,0,48,26,37,25,13,45,26,45,35,6,259,0,12,6,26,10,11,16,10,0,95,4,9,4,3,0,5,3,6,0,36,11,0,29,9,4,3,13,12,0,82,0,0,0,0,0,0,3,0,0,5,3,0,0,3,4,3,10,0,3,26,4,0,24,3,7,10,22,18,16,111,95,172,386,103,109,78,238,185,38,1409,0,11,9,3,3,6,0,0,3,40,0,7,8,7,3,3,0,3,0,31,0,4,3,0,3,0,5,16,0,36,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5
213011334,6,15,12,7,9,5,4,12,0,56,21,72,34,11,17,12,25,33,7,224,41,74,260,22,28,16,116,83,17,655,10,3,124,3,3,4,17,27,3,189,0,0,5,0,4,0,3,5,0,22,6,31,8,19,0,0,5,5,0,72,3,19,5,8,0,0,7,4,0,42,49,47,49,29,54,35,99,68,9,450,3,26,11,51,11,15,29,17,4,163,5,7,10,0,6,11,6,5,0,53,14,0,66,17,9,0,27,26,0,148,0,0,0,0,0,0,7,0,0,15,3,7,12,3,4,3,19,6,3,49,4,5,34,0,12,12,33,28,11,131,164,309,616,158,153,110,386,321,53,2269,6,17,6,3,10,6,0,3,0,57,4,12,8,9,15,8,0,10,0,58,6,10,9,3,8,4,7,11,0,57,0,8,9,0,5,3,0,0,0,21,0,0,3,3,0,0,0,0,0,9
213011335,0,10,10,8,3,5,14,6,0,54,11,43,28,7,17,8,28,27,0,165,26,43,173,17,23,13,88,87,11,481,7,3,64,3,5,3,15,24,0,117,3,0,0,0,0,0,4,6,0,14,0,21,7,6,3,0,4,6,0,53,0,21,0,3,0,0,4,3,0,34,30,55,36,28,62,37,67,75,11,404,8,30,9,34,12,3,24,18,3,142,3,15,6,5,0,3,3,8,0,39,15,0,48,19,9,6,28,12,4,142,0,0,0,0,0,0,0,0,0,4,0,3,6,0,3,0,14,18,0,44,4,9,18,3,3,7,26,18,16,101,111,246,406,142,133,87,328,301,52,1799,4,17,9,3,15,6,3,4,0,60,0,10,3,7,9,11,3,12,0,65,0,7,3,3,4,6,6,9,0,30,3,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5
213011336,0,20,4,0,3,0,7,4,0,44,9,51,22,8,7,3,14,25,3,136,31,49,110,12,13,14,47,48,3,322,11,13,82,6,3,0,8,10,0,126,0,0,7,0,7,0,3,4,0,20,6,24,3,13,6,3,0,3,0,60,5,32,3,3,3,0,4,0,0,50,43,51,25,18,54,27,36,52,0,318,8,37,3,30,7,0,12,16,4,116,5,16,8,3,9,3,3,3,0,58,12,3,43,15,0,3,12,12,0,99,0,3,0,0,0,0,0,7,0,10,3,9,3,3,0,3,5,9,0,36,7,4,13,0,0,0,13,6,15,63,146,307,333,115,111,70,156,191,30,1463,5,13,3,3,7,4,0,3,0,42,3,8,3,3,7,3,0,3,0,28,3,6,3,3,3,3,4,12,0,35,0,5,5,0,3,6,0,0,0,14,5,0,0,0,0,0,0,0,0,11
213011337,7,16,9,5,10,4,3,7,0,47,14,36,18,3,11,5,14,7,6,109,25,51,145,13,19,15,53,49,10,366,17,5,62,6,0,0,12,12,3,114,0,0,0,0,0,0,3,0,0,6,3,31,0,5,3,3,0,3,0,47,0,17,0,5,0,4,0,3,0,28,23,43,15,25,42,38,44,29,9,280,8,16,7,25,16,5,11,7,0,89,3,16,8,0,0,0,6,3,0,31,0,0,38,9,3,7,13,11,0,78,0,0,0,0,0,0,0,3,0,11,0,3,7,0,0,0,3,3,0,21,3,5,15,3,4,4,9,17,14,74,106,227,314,99,107,87,168,160,47,1307,4,17,7,7,3,8,3,3,0,51,5,18,0,4,12,0,0,4,0,42,5,3,8,0,0,3,6,0,0,23,0,3,0,0,0,0,0,0,0,10,0,3,5,0,3,0,0,0,0,5
213011338,10,21,10,3,9,11,8,8,0,67,19,71,38,10,15,23,20,13,10,216,38,68,233,10,26,30,88,91,13,609,12,6,77,4,6,0,13,17,0,143,4,0,3,0,0,0,4,0,0,13,4,36,4,20,6,4,3,0,0,81,6,31,0,3,4,3,3,3,0,57,61,65,39,20,74,35,66,54,8,422,4,31,7,47,18,10,24,16,3,158,3,22,15,6,16,5,10,7,0,76,12,4,51,6,4,10,13,7,3,114,0,0,0,0,0,0,0,0,0,5,6,3,8,5,8,0,10,4,0,38,9,5,22,8,7,3,28,19,18,118,185,373,506,144,195,129,287,249,55,2121,4,20,14,12,14,6,0,0,0,76,6,12,5,11,17,0,0,5,0,50,0,5,6,3,4,3,3,18,0,43,0,3,0,0,3,3,0,0,0,11,0,8,3,6,3,0,0,0,0,16
213011339,10,9,5,3,9,8,8,3,0,55,23,78,21,10,22,8,13,6,3,180,66,70,267,12,30,25,92,67,15,636,15,0,108,0,4,11,8,18,5,181,0,3,8,0,4,0,3,3,0,25,3,29,3,11,3,0,0,3,0,59,0,29,5,7,0,0,6,3,0,48,76,79,19,17,58,52,48,35,7,390,15,17,6,29,14,7,21,20,0,135,3,11,10,0,6,5,7,3,3,47,12,4,39,6,3,9,24,16,0,117,0,0,3,0,0,0,0,0,0,3,3,3,4,3,7,3,10,3,3,37,5,0,20,3,7,4,15,6,10,68,231,338,517,103,160,126,264,192,48,1973,0,19,3,9,6,9,0,3,5,61,8,17,7,7,8,7,0,9,0,54,0,13,0,3,10,4,0,8,0,42,0,0,3,0,3,0,0,0,0,12,0,0,7,0,0,0,0,0,0,10
213011340,24,27,10,4,6,7,9,3,0,82,48,68,23,5,12,7,8,7,3,183,171,141,463,20,53,40,99,90,11,1095,52,12,224,0,11,10,22,33,0,373,9,5,16,0,0,0,0,3,0,38,11,69,3,23,0,7,0,5,3,124,12,59,4,5,7,0,3,0,0,91,176,150,25,15,119,71,32,20,8,623,26,35,0,44,11,13,11,8,4,161,13,15,13,6,5,9,7,13,0,78,21,0,37,13,4,7,6,6,0,93,0,0,0,0,0,0,0,0,0,0,6,8,4,0,4,3,0,4,0,28,11,13,29,4,8,6,13,13,16,117,575,608,858,149,250,180,216,206,51,3087,14,35,9,14,14,14,0,5,0,107,6,20,0,3,15,3,0,0,0,54,12,16,3,6,15,4,0,6,4,67,4,5,3,0,3,3,0,0,0,25,0,3,0,0,3,0,0,0,0,7
213021341,12,37,8,4,9,4,3,3,0,81,28,78,9,0,5,6,4,8,3,146,125,136,271,14,33,25,50,47,6,698,33,19,144,4,9,5,14,25,7,253,3,9,13,3,0,5,0,3,0,35,10,42,6,16,0,3,0,0,0,77,18,48,3,6,4,3,0,4,0,90,136,134,22,24,63,43,40,15,4,482,22,74,5,38,13,8,9,13,0,174,12,37,14,4,7,7,3,3,0,90,5,0,30,3,3,4,4,3,0,64,3,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,3,0,3,28,7,0,11,5,5,4,6,3,8,58,414,627,530,121,164,118,133,132,39,2279,3,32,13,6,11,3,0,0,0,63,8,17,0,0,10,0,0,0,0,40,7,16,8,0,11,4,3,3,0,53,10,21,6,0,8,4,0,0,0,42,4,3,0,0,3,0,0,0,0,22
213021342,16,32,17,5,7,0,5,7,0,91,34,108,20,8,16,9,19,11,0,226,96,152,442,22,33,25,129,84,12,998,24,20,184,3,10,8,22,30,3,303,3,3,25,7,4,0,3,3,0,48,0,41,7,13,7,3,7,0,3,89,5,64,3,8,7,3,0,4,0,99,113,125,22,20,106,41,61,39,19,549,22,35,10,63,32,3,16,12,7,201,10,31,29,9,8,16,5,14,0,115,11,0,45,12,10,3,24,18,0,122,0,0,0,0,0,0,0,0,0,4,3,5,16,0,4,3,13,4,0,43,10,6,21,9,9,8,30,23,16,119,351,618,848,174,256,125,331,237,68,3007,7,36,19,11,19,6,0,8,0,102,6,25,3,3,20,3,0,3,0,70,3,18,4,8,15,7,4,14,0,71,0,8,3,0,3,3,0,0,0,18,3,4,7,0,0,3,3,0,0,26
213021343,4,18,3,3,5,5,0,4,0,49,33,58,20,9,14,9,11,12,5,160,47,97,256,15,23,19,59,49,11,582,23,13,148,9,3,5,13,17,3,228,3,0,6,3,0,3,0,4,0,25,12,36,11,11,3,3,7,6,0,86,4,40,3,12,0,0,3,3,0,70,108,98,33,24,67,37,30,21,5,411,10,28,16,30,8,7,14,8,0,125,11,28,13,5,10,12,6,3,0,82,8,0,36,0,6,4,8,7,0,73,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,3,4,0,19,12,3,23,8,3,7,8,16,15,85,280,421,573,122,141,119,155,143,38,1989,12,29,8,7,3,4,3,0,0,64,3,18,0,3,10,3,0,0,0,39,4,9,9,3,9,3,0,3,0,34,3,3,7,0,4,4,0,0,0,26,0,0,6,3,0,3,0,0,3,9
213021344,32,60,7,4,4,6,4,6,3,133,55,112,19,3,12,3,8,3,0,214,166,220,277,9,42,18,59,55,17,866,64,56,198,8,3,6,12,23,8,376,12,9,16,7,5,3,0,7,0,59,14,98,12,18,6,9,4,3,0,167,34,104,9,13,5,4,0,3,0,182,304,249,28,27,104,74,26,20,9,839,53,141,8,58,26,7,6,11,4,312,31,102,25,14,22,4,9,12,0,218,20,5,40,17,3,3,13,5,0,102,0,0,0,0,0,0,0,0,0,0,9,16,8,6,7,6,4,0,0,61,4,9,24,10,4,5,5,10,12,80,804,1192,664,193,242,152,146,164,59,3612,37,69,6,10,13,4,0,0,0,143,21,37,0,3,11,0,0,0,0,72,15,35,3,0,3,7,0,0,0,66,13,35,10,0,9,3,0,0,0,74,4,10,10,0,7,0,0,0,0,36
213021345,5,8,0,0,0,0,4,0,0,17,17,45,8,3,3,7,4,0,5,84,24,54,124,4,15,7,33,37,6,308,6,8,44,0,0,0,13,13,0,84,4,0,3,0,0,0,0,0,0,10,0,12,0,4,0,0,0,0,0,25,4,11,0,3,0,0,0,0,0,26,23,35,10,7,20,13,20,13,0,144,8,8,0,11,7,3,0,3,0,49,0,18,7,0,0,0,5,0,0,29,3,0,16,3,3,3,9,4,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,4,0,0,0,3,4,0,20,101,214,228,49,44,42,90,64,15,841,4,11,3,3,6,3,0,3,0,27,4,17,0,4,0,3,0,0,0,33,0,5,4,3,4,4,0,3,0,33,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4
213021346,46,60,6,9,9,8,0,7,4,146,44,74,12,0,13,4,0,4,0,155,187,180,169,14,28,18,21,29,16,657,81,44,130,10,3,10,7,19,0,296,9,15,10,3,3,0,3,3,3,42,23,107,4,14,8,5,4,3,0,165,15,74,5,8,3,3,4,0,3,116,281,238,16,13,68,45,8,7,8,693,64,139,10,39,26,8,3,14,10,319,20,67,12,4,12,14,4,4,0,141,17,3,21,0,0,6,3,3,0,62,0,0,0,0,0,0,0,3,0,4,12,12,8,0,8,3,0,4,0,50,6,6,3,7,3,4,4,3,13,41,799,1019,421,115,183,127,64,99,60,2885,16,54,9,10,20,3,0,0,0,100,7,16,3,0,8,0,0,0,0,40,14,26,7,3,7,3,0,0,0,62,8,24,8,0,5,0,0,0,0,54,4,14,4,0,3,0,0,5,0,30
213031347,16,34,5,3,4,7,4,8,0,87,50,132,40,15,15,28,47,42,9,372,48,115,164,21,36,45,87,82,8,609,24,13,79,12,8,0,17,22,4,177,0,3,9,8,3,0,3,3,0,27,0,86,3,25,9,4,4,3,0,139,3,47,4,10,6,0,3,3,0,85,109,160,54,47,119,70,56,65,8,680,20,60,11,48,24,8,16,15,7,202,12,44,9,17,10,15,10,5,4,127,17,3,85,20,4,9,11,11,0,160,0,0,0,0,0,0,0,0,0,0,3,6,8,3,5,4,9,7,0,43,8,7,4,7,6,4,16,24,15,92,317,710,481,226,258,190,279,289,48,2798,16,42,21,10,14,8,0,3,0,117,10,31,0,8,22,11,0,4,0,90,7,23,10,3,4,7,5,16,0,75,4,8,7,3,4,3,0,0,0,29,4,3,4,3,3,0,0,0,0,15
213031348,20,62,8,7,8,8,9,7,3,142,31,125,44,20,30,50,32,52,8,395,54,132,132,19,32,41,48,68,11,521,21,61,85,0,12,5,6,14,0,202,7,10,7,3,3,0,6,3,3,49,11,118,10,28,7,6,4,11,0,200,15,85,4,8,9,3,3,3,0,125,125,174,52,57,108,66,41,72,7,696,52,152,9,70,37,17,19,27,3,394,19,133,33,21,24,19,9,18,3,287,17,3,80,15,4,12,10,19,7,175,0,0,0,4,0,0,3,0,0,7,6,19,0,7,17,3,10,8,0,68,10,5,12,7,7,13,9,14,12,84,389,1073,490,256,291,246,216,323,57,3345,26,54,12,18,17,10,0,6,0,138,10,30,4,8,12,3,0,10,3,73,11,18,4,3,7,3,3,9,0,51,11,40,6,0,4,4,0,0,0,69,3,12,4,4,3,0,0,4,0,27
213031349,15,34,7,5,14,0,3,6,3,89,48,127,32,6,18,17,9,18,3,277,90,128,157,16,35,28,32,34,7,526,16,23,71,3,6,3,4,19,0,146,5,3,3,0,3,0,0,4,0,18,15,107,0,17,9,7,0,7,0,159,14,57,0,12,3,0,0,3,0,93,169,192,27,30,94,65,21,38,7,640,20,62,4,55,18,10,4,8,7,180,15,45,7,11,12,14,5,9,7,132,15,5,53,15,6,9,5,5,0,117,0,0,0,0,0,0,0,3,0,3,6,10,8,8,3,3,4,8,0,48,8,7,9,3,5,0,0,6,12,54,443,793,393,174,223,169,94,156,45,2490,13,33,4,5,12,6,0,8,0,85,17,41,4,5,13,5,0,6,0,95,10,18,4,4,12,3,3,3,0,66,10,9,3,3,3,4,0,0,0,33,0,0,4,3,0,3,0,0,0,19
213031350,19,49,13,3,7,3,3,5,0,94,25,67,8,8,12,11,3,4,4,134,48,100,85,4,17,5,19,24,3,312,23,33,68,3,5,4,8,7,0,151,5,13,8,0,0,4,3,4,0,34,13,60,3,10,0,3,4,4,0,98,11,69,6,3,4,0,3,0,0,89,131,128,17,26,56,32,5,19,6,417,33,113,11,34,23,8,7,3,3,238,27,113,13,18,18,18,4,8,0,212,11,3,36,11,3,3,4,12,0,85,0,0,0,0,0,0,0,0,0,3,5,11,4,0,5,3,3,3,0,41,8,9,5,3,0,3,3,5,12,42,355,764,267,119,152,98,64,103,27,1956,23,42,8,3,11,4,0,7,0,89,8,21,0,0,11,0,0,0,0,41,8,22,0,3,3,4,0,3,0,47,11,15,3,3,6,0,0,0,0,42,3,7,8,0,0,0,0,0,0,21
