SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
212051326,421,39,0,0,39,0,452,111,446,18,3,461,0,574,4,30,7,0,30,0,33,0,0,0,0,0,0,0,114,471,21,4,499,0,607,0,0,0,0,0,3,4,528,509,21,4,537,3,1068,462,35,0,0,35,7,497,70,375,11,4,386,0,460,0,24,13,0,34,0,34,0,0,0,0,0,0,0,70,403,19,4,423,0,498,0,0,0,0,0,0,3,532,437,19,4,456,4,998,276,19,0,0,19,0,292,28,147,3,0,152,0,178,0,9,9,0,14,0,14,0,0,0,0,0,0,0,26,152,13,0,167,0,192,0,0,0,0,0,0,0,306,171,13,0,178,0,487,157,11,0,0,9,0,169,10,86,8,0,95,0,101,0,4,5,0,10,0,11,0,0,0,0,0,0,0,12,87,12,0,106,0,118,0,0,0,0,0,0,0,172,101,15,0,118,0,282,225,8,0,0
212051327,259,34,0,0,34,0,291,47,329,25,0,357,0,404,0,28,8,0,41,0,41,0,0,0,0,0,0,0,47,363,36,0,399,0,440,0,0,0,0,0,0,0,303,394,36,0,430,0,734,371,22,0,0,27,0,397,52,344,21,0,367,0,423,0,23,24,0,50,0,50,0,0,0,0,0,0,0,52,372,48,0,419,0,474,0,0,0,0,0,0,0,426,394,48,0,448,0,870,279,9,0,0,10,0,289,28,215,3,0,223,0,249,0,12,8,0,23,0,21,0,4,0,0,4,0,4,30,229,13,0,245,0,276,0,0,0,0,0,0,0,309,247,13,0,263,0,571,173,8,0,0,8,0,176,18,123,3,0,125,0,145,0,15,7,0,19,0,19,0,0,0,0,0,0,0,18,137,13,0,148,0,165,0,0,0,0,0,0,0,194,144,13,0,157,0,345,259,13,0,0
213011328,114,18,0,0,18,0,130,17,199,13,0,210,0,228,0,38,27,0,65,0,64,0,0,0,0,0,0,0,18,235,41,0,276,0,299,0,0,0,0,0,0,0,131,253,41,0,294,0,424,78,7,0,0,7,0,82,21,115,0,0,119,0,139,0,28,12,0,39,0,41,0,0,0,0,0,0,0,23,141,20,0,161,0,179,0,0,0,0,0,0,0,95,153,20,0,173,0,266,36,7,0,0,7,0,41,3,34,4,0,42,0,45,0,8,16,0,22,0,22,0,0,0,0,0,0,0,3,47,15,0,69,0,70,0,0,0,0,0,0,0,39,56,15,0,78,0,112,24,0,0,0,0,0,24,0,9,3,0,16,0,16,0,5,4,0,15,0,15,0,0,0,0,0,0,0,0,21,9,0,32,0,36,0,0,0,0,0,0,0,29,22,9,0,35,0,58,26,0,0,0
213011329,110,12,0,0,12,0,124,32,300,9,0,318,0,344,0,39,22,0,65,0,65,0,3,0,0,3,0,3,32,347,38,3,383,0,410,0,0,0,0,0,3,3,139,356,38,3,398,3,539,125,20,0,0,20,0,145,21,273,18,3,291,0,309,0,50,32,0,86,0,86,0,0,0,0,0,0,0,21,322,47,3,374,0,393,3,0,0,0,0,0,3,144,341,47,3,391,0,538,63,3,0,0,5,0,66,12,179,9,0,187,0,197,0,39,42,0,76,0,76,0,0,0,0,3,0,3,12,215,51,0,267,0,280,0,0,0,0,0,0,3,75,216,53,0,267,0,346,27,6,0,0,11,0,39,3,132,7,3,140,0,146,0,21,20,0,37,0,37,0,0,0,0,4,0,4,3,154,26,3,186,0,186,0,0,0,0,0,0,0,34,164,29,3,191,0,230,38,10,0,0
213011330,455,97,0,0,97,0,549,107,1113,48,4,1166,3,1270,3,119,89,3,206,0,211,3,3,0,5,7,0,11,114,1237,132,17,1385,3,1497,3,3,0,0,7,3,10,567,1333,132,17,1484,9,2059,331,51,0,0,50,3,386,65,804,54,4,859,3,929,0,100,92,3,194,0,195,3,7,4,3,8,0,11,71,914,143,6,1060,3,1138,0,0,0,3,3,9,9,405,963,143,9,1114,13,1531,132,13,0,0,13,0,140,28,361,25,3,391,0,420,3,49,57,0,108,0,108,0,0,0,3,9,0,9,34,409,82,8,501,0,534,0,0,0,0,0,6,3,166,428,82,8,518,4,682,79,11,0,0,11,0,85,20,169,15,3,186,0,200,0,36,31,0,71,0,71,0,0,0,3,4,0,3,15,205,47,4,260,0,275,0,0,0,0,0,0,0,96,212,47,3,271,0,365,115,8,0,0
213011331,104,25,0,0,25,0,127,13,176,8,0,185,0,194,0,24,13,0,39,0,39,0,0,0,0,0,0,3,14,199,22,3,223,0,238,0,0,0,0,0,0,0,120,223,22,3,245,0,362,97,8,0,0,8,0,107,13,165,11,4,171,0,181,0,18,17,0,40,0,40,0,0,0,0,0,0,0,13,181,28,4,214,0,225,0,0,0,0,0,0,0,108,193,28,4,227,0,332,64,0,0,0,0,0,62,12,78,5,3,86,0,95,0,22,7,0,32,0,32,0,0,0,0,0,0,0,12,102,13,3,120,0,128,0,0,0,0,0,0,0,68,101,13,3,118,0,194,40,6,0,0,6,0,41,13,77,3,0,79,0,92,0,11,12,0,22,0,22,0,0,0,0,0,0,0,13,86,15,3,103,0,117,0,0,0,0,0,0,0,47,91,15,3,107,0,158,46,4,0,0
213011332,223,42,0,0,43,0,268,43,216,11,0,226,0,265,0,16,11,0,30,0,30,0,5,0,0,5,0,3,41,235,21,0,255,0,297,0,0,0,0,0,0,0,265,276,21,3,301,0,564,169,25,0,0,28,0,198,23,216,12,0,229,0,249,0,19,5,0,26,0,26,0,3,0,0,3,0,3,25,236,19,3,262,0,285,0,0,0,0,0,0,0,187,269,19,3,291,0,482,90,13,0,0,13,0,106,8,140,15,3,153,0,165,0,21,7,0,28,0,28,0,0,0,0,3,0,3,8,160,18,5,184,0,190,0,0,0,0,0,0,0,100,177,18,5,198,0,299,71,7,0,0,7,0,83,4,87,7,0,93,0,105,0,11,3,0,13,0,13,0,0,0,0,0,0,0,4,104,13,0,114,0,122,0,0,0,0,0,0,0,78,108,13,0,120,0,198,100,11,0,0
213011333,97,30,0,0,34,0,127,14,283,51,0,336,0,347,0,67,75,0,145,0,145,0,0,0,0,0,0,0,14,353,127,0,482,0,496,0,0,0,0,0,0,3,110,377,130,0,510,0,629,100,19,3,0,22,0,118,11,248,32,0,278,0,289,0,65,74,3,140,0,146,0,0,0,0,3,0,3,13,309,107,5,424,0,438,0,0,0,0,0,4,3,109,326,107,6,442,4,556,48,6,3,0,8,0,58,6,127,18,0,143,0,151,0,39,39,0,76,0,76,0,0,0,5,3,0,3,6,163,55,5,223,0,227,0,0,0,0,0,0,0,58,169,55,5,231,0,287,30,3,0,0,3,0,35,0,86,16,0,102,0,103,0,17,34,0,53,0,53,0,0,0,0,0,0,0,0,101,49,3,159,0,157,0,0,0,0,0,0,0,28,107,49,3,162,0,187,38,4,0,0
213011334,119,34,0,0,34,0,154,27,475,40,0,513,0,538,0,121,104,0,231,0,231,0,3,0,3,8,0,7,26,595,143,5,746,0,775,0,0,0,0,0,13,13,151,631,143,5,779,13,938,86,20,0,0,20,0,106,28,328,31,3,366,0,391,3,73,87,0,160,0,167,3,0,0,0,3,0,7,33,409,115,3,530,0,560,0,0,0,0,0,0,4,118,426,115,3,548,0,670,52,0,0,0,0,0,51,8,179,15,0,196,0,203,0,38,61,0,103,0,106,0,3,0,0,3,0,3,9,222,75,4,301,0,311,0,0,0,0,0,0,0,57,223,75,4,302,0,365,31,4,0,0,4,0,30,4,101,9,0,118,0,120,0,32,36,0,68,0,68,0,0,0,0,3,0,3,4,137,54,0,182,0,195,0,0,0,0,0,0,0,40,135,54,0,186,0,224,47,6,0,0
213011335,66,8,0,0,8,0,77,28,402,38,3,443,0,473,3,86,106,0,193,0,197,0,4,0,0,6,0,6,34,496,147,3,642,0,678,0,0,0,0,0,0,5,103,507,147,3,658,0,760,47,6,0,0,6,0,57,16,287,33,4,321,0,334,0,92,107,0,194,0,194,0,3,0,3,7,0,7,16,382,140,7,525,0,537,0,0,0,0,0,3,3,61,389,140,7,536,3,599,30,3,0,0,3,0,32,5,119,20,0,140,0,150,0,44,83,0,131,0,131,0,6,0,0,6,0,6,5,164,107,0,276,0,283,0,0,0,0,0,0,0,33,171,107,0,280,0,317,27,3,0,0,3,0,27,4,79,9,0,91,0,94,0,45,60,0,108,0,108,0,0,0,0,0,0,0,4,119,71,0,193,0,197,0,0,0,0,0,0,0,28,120,71,0,194,0,229,16,3,0,0
213011336,154,8,0,0,8,0,166,24,213,12,0,230,0,256,0,54,99,3,150,0,151,0,0,0,0,0,0,3,30,269,113,3,383,0,412,0,0,0,0,0,0,4,185,276,113,3,395,0,579,133,13,0,0,13,0,151,12,132,16,0,148,0,161,3,30,57,0,85,0,91,0,0,0,0,0,0,0,16,166,71,0,238,0,250,0,0,0,0,0,0,0,152,177,71,0,248,0,398,52,4,0,0,4,0,58,6,53,7,0,60,0,66,0,13,29,0,35,0,35,0,0,0,0,0,0,0,6,69,29,0,100,0,101,0,0,0,0,0,0,0,61,69,29,0,105,0,159,38,3,0,0,3,0,42,7,27,3,0,25,0,36,0,10,18,0,26,0,26,0,0,0,0,0,0,0,7,34,24,0,58,0,63,0,0,0,0,0,0,0,40,36,24,0,58,0,101,42,0,0,0
213011337,63,11,0,0,13,0,78,27,262,22,0,282,0,307,3,65,114,0,181,0,183,0,0,0,6,9,0,9,30,327,140,7,474,0,505,3,0,0,0,0,3,7,92,337,140,7,487,3,581,54,8,0,0,8,0,69,20,170,19,0,190,0,210,0,48,97,0,141,0,140,0,0,0,0,0,0,0,22,220,112,0,332,0,358,0,0,0,0,0,3,3,82,228,112,0,343,3,422,28,0,0,0,0,0,28,8,106,9,0,111,0,124,0,21,50,0,70,0,70,0,0,0,0,0,0,0,8,126,58,0,187,0,197,0,0,0,0,0,0,0,35,126,58,0,187,0,222,25,0,0,0,0,0,25,5,60,4,0,64,0,68,0,16,41,0,62,0,58,0,0,0,0,0,0,0,3,79,49,0,125,0,132,0,0,0,0,0,0,0,25,79,49,0,125,0,155,29,0,0,0
213011338,148,16,3,0,18,0,173,42,437,35,5,477,0,520,0,111,69,0,178,0,177,0,0,0,6,9,0,10,50,545,106,6,654,0,703,0,3,0,0,3,7,13,200,561,106,6,681,7,884,130,25,0,0,25,0,156,39,340,36,4,380,0,422,0,75,61,0,139,0,139,0,0,0,5,5,0,5,39,418,95,6,523,0,562,0,0,0,0,0,0,3,172,443,95,11,544,0,723,60,15,0,0,15,0,72,19,180,25,3,205,0,216,0,52,37,0,93,0,93,0,0,0,0,0,0,0,19,232,60,0,298,0,315,0,0,0,0,3,0,3,73,243,60,3,311,0,388,37,9,0,0,9,0,41,15,114,15,0,128,0,141,0,33,37,0,70,0,68,0,0,0,0,0,0,0,12,145,48,0,197,0,214,0,0,0,0,0,0,0,52,158,48,0,207,0,256,52,5,0,0
213011339,183,27,0,0,31,0,216,38,312,8,4,324,0,362,0,20,6,0,28,0,28,0,3,0,3,3,0,3,38,332,15,6,351,0,390,0,0,0,0,0,3,3,222,362,14,8,384,3,604,192,18,0,0,21,0,212,26,304,14,3,319,0,341,0,20,10,0,26,0,29,0,0,0,0,3,0,3,23,326,25,5,354,0,374,0,0,0,0,0,3,3,218,346,25,8,370,3,590,158,12,0,0,15,0,180,13,137,8,0,148,0,167,0,11,6,0,11,0,13,0,0,0,0,0,0,0,19,145,11,0,164,0,179,3,0,0,0,0,0,3,182,160,18,0,176,0,356,102,4,0,0,4,0,108,10,114,3,0,112,0,121,0,3,0,0,5,0,5,0,0,0,0,0,0,0,10,117,4,0,118,0,128,0,0,0,0,0,0,0,110,125,4,0,123,0,231,160,7,0,0
213011340,288,33,3,0,39,0,329,38,191,3,0,198,0,235,0,12,0,0,13,0,13,0,0,0,0,0,0,0,38,203,5,0,212,0,246,0,3,0,0,3,0,3,327,242,9,0,251,0,574,368,40,0,0,40,3,409,39,269,8,0,270,0,307,0,14,0,0,19,0,19,0,3,0,0,3,0,3,35,282,7,0,294,0,327,0,0,0,0,0,0,0,402,318,7,0,329,3,737,291,24,0,0,24,0,313,37,200,0,0,205,0,241,3,10,5,0,12,0,14,0,4,0,0,7,0,7,36,215,9,0,220,0,258,0,0,0,0,0,0,0,325,240,9,0,244,0,575,203,15,0,0,15,0,220,20,155,0,0,154,0,178,0,9,0,0,13,0,13,0,0,0,0,5,0,5,20,164,3,0,173,0,193,0,0,0,0,0,0,0,230,178,3,0,185,0,410,296,22,0,0
213021341,427,22,0,0,22,0,448,49,134,0,0,134,0,185,3,13,3,0,17,0,18,0,0,0,0,0,0,0,53,146,3,0,152,0,207,0,0,0,0,0,0,0,478,174,3,0,177,0,653,407,14,0,0,14,0,425,21,97,0,0,99,0,119,0,0,3,0,4,0,4,0,0,0,0,0,0,0,21,94,5,0,98,0,125,0,0,0,0,0,3,3,431,117,5,0,121,6,552,180,14,0,0,14,0,194,14,47,0,0,47,0,60,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,49,0,0,50,0,66,0,0,0,0,0,0,0,196,61,0,0,66,0,256,121,3,0,0,3,0,124,11,26,0,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,30,0,39,0,0,0,0,0,0,0,128,29,0,0,29,0,161,144,5,0,0
213021342,448,51,0,0,57,0,499,49,344,16,0,364,0,412,0,25,15,0,34,0,34,0,4,0,0,4,0,4,49,375,25,0,401,0,451,0,0,0,0,0,0,0,495,423,27,0,454,0,957,354,38,3,0,45,0,403,47,291,15,0,302,4,358,0,19,14,0,32,0,32,0,0,0,0,0,0,0,47,312,23,0,340,4,386,0,0,0,0,0,0,0,406,354,25,0,376,3,791,211,9,0,0,11,0,224,29,131,3,0,135,0,167,0,17,7,0,25,0,25,0,0,0,0,0,0,0,29,150,8,3,156,0,192,0,0,0,0,0,0,0,236,160,8,4,173,3,413,133,10,0,0,10,0,144,29,67,8,0,70,0,95,0,5,6,0,12,0,12,0,0,0,0,0,0,0,29,73,10,0,82,0,108,0,0,0,0,0,0,0,162,79,10,0,91,0,252,188,11,0,0
213021343,371,29,0,0,29,3,403,43,320,33,0,359,0,400,0,40,21,0,62,0,60,0,0,0,4,0,0,0,44,364,58,4,424,0,465,0,0,0,0,0,0,3,411,394,58,4,459,5,875,215,22,0,0,22,0,238,29,248,18,3,275,0,301,0,29,31,0,54,0,54,0,4,0,3,5,0,5,29,279,48,8,335,0,363,0,3,0,3,4,0,4,244,301,48,6,358,0,605,77,15,3,0,17,0,91,9,113,18,0,126,0,138,0,20,15,0,35,0,35,0,3,0,0,6,0,6,9,130,32,3,159,0,174,0,0,0,0,0,0,0,89,140,32,3,172,0,261,46,0,0,0,0,0,48,9,71,8,0,80,0,85,0,10,4,0,13,0,13,0,0,0,0,0,0,0,9,82,15,0,91,0,99,0,0,0,0,0,0,0,57,85,15,0,96,0,151,65,3,0,0
213021344,925,28,0,0,28,0,953,88,171,4,0,169,0,260,0,9,0,0,9,0,9,0,0,0,0,0,0,0,88,181,3,0,179,0,269,0,0,0,0,0,0,0,1014,204,3,0,212,0,1224,850,36,0,0,36,0,890,50,139,0,0,139,0,185,0,12,0,0,15,0,15,0,0,0,0,0,0,0,49,150,0,0,153,0,201,0,0,0,0,0,0,0,902,182,0,0,183,0,1094,334,20,0,0,20,0,352,22,43,0,0,43,0,67,0,3,3,0,8,0,8,0,0,0,0,0,0,0,22,43,3,0,47,0,69,0,0,0,0,0,0,0,364,59,3,0,66,0,422,179,13,0,0,13,0,185,8,31,0,0,37,0,42,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,38,3,0,35,0,45,0,0,0,0,0,0,0,190,43,3,0,45,0,233,222,12,0,0
213021345,128,14,0,0,14,0,143,15,136,0,0,137,0,150,0,15,3,0,15,0,15,0,0,0,0,0,0,0,15,146,6,0,158,0,168,0,0,0,0,0,0,0,140,164,6,0,170,0,307,153,4,0,0,4,0,159,19,125,0,0,125,0,143,0,9,6,0,18,0,18,0,0,0,0,0,0,0,19,130,9,0,143,0,159,0,0,0,0,0,0,0,171,142,9,0,148,0,318,90,0,0,0,0,0,93,9,52,0,3,54,0,67,0,3,6,0,4,0,4,0,0,0,0,0,0,0,9,53,6,3,62,0,73,0,0,0,0,0,0,0,97,59,6,3,66,0,167,51,4,0,0,4,0,56,3,26,0,0,28,0,32,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,26,4,0,31,0,37,0,0,0,0,0,0,0,53,31,4,0,39,0,89,75,4,0,0
213021346,509,21,0,0,21,0,533,58,98,4,0,105,0,164,0,0,0,0,0,0,3,0,0,0,0,0,0,0,56,102,4,0,108,0,169,0,0,0,0,0,0,0,568,119,4,0,128,0,699,668,22,0,0,22,0,695,45,91,0,5,92,0,132,0,0,0,0,0,0,3,0,0,0,0,0,0,0,45,92,0,5,93,0,136,0,0,0,0,0,0,0,710,112,0,5,123,0,832,389,17,0,0,17,0,411,27,47,0,0,47,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,0,3,50,0,74,0,0,0,0,0,0,0,416,66,0,3,67,0,486,236,7,0,0,7,0,241,16,32,0,0,35,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,39,0,0,35,0,56,0,0,0,0,0,0,3,259,38,0,0,45,0,298,360,14,0,0
213031347,211,28,0,0,28,0,242,55,408,21,0,427,0,480,4,80,116,0,199,0,196,0,3,0,3,3,0,3,55,484,142,4,632,0,683,0,0,0,0,0,4,7,272,514,142,4,658,10,935,148,18,0,0,18,0,168,38,297,20,0,319,0,359,0,72,95,0,167,0,167,0,4,3,3,5,0,5,37,375,118,0,494,0,531,0,0,0,0,0,0,0,182,393,118,0,512,3,700,60,12,0,0,12,0,63,14,162,17,0,182,3,193,3,36,48,0,91,0,95,0,0,0,0,0,0,0,15,207,63,0,271,3,292,0,0,0,0,0,0,0,78,214,63,0,277,3,358,24,0,0,0,0,0,30,8,89,12,0,99,0,107,0,25,44,0,68,0,68,0,0,0,0,0,0,0,8,115,50,0,167,0,179,0,0,0,0,0,0,0,38,119,50,0,174,0,210,37,5,0,0
213031348,296,24,0,0,25,0,324,41,278,3,0,284,0,325,0,40,19,0,64,0,64,0,0,0,0,0,0,3,45,321,24,0,346,0,390,0,3,0,0,3,0,3,342,349,23,0,375,0,713,143,13,0,0,13,0,152,21,153,5,0,162,0,185,0,24,8,0,36,0,40,0,0,0,0,0,0,3,23,182,15,0,200,0,224,0,0,0,0,0,0,0,165,195,15,0,212,0,377,50,0,0,0,0,0,53,3,44,8,0,44,0,50,0,6,10,0,12,0,12,0,0,0,0,0,0,0,3,43,13,0,63,0,66,0,0,0,0,0,0,0,57,50,13,0,58,0,117,33,0,0,0,0,0,34,4,29,4,0,31,0,35,0,4,7,0,6,0,6,0,0,0,0,0,0,0,4,31,6,0,42,0,41,0,0,0,0,0,0,0,34,35,6,0,41,0,75,27,4,0,0
213031349,190,23,0,0,23,0,213,32,287,11,4,292,0,331,0,20,4,0,21,0,21,0,0,0,0,0,0,0,32,306,13,3,319,0,358,0,0,0,0,0,0,3,228,329,13,3,340,0,570,165,21,0,0,21,0,182,26,187,6,0,196,0,221,0,16,8,0,26,0,26,0,0,0,0,0,0,0,26,207,14,0,223,0,248,0,0,0,0,0,0,0,193,225,14,0,241,0,431,95,7,3,0,14,0,101,13,115,12,0,126,0,133,0,7,8,0,17,0,17,0,0,0,0,0,0,0,13,119,16,0,139,0,151,0,0,0,0,0,0,0,103,133,20,0,149,0,254,66,8,0,0,7,0,71,9,46,3,0,55,0,61,0,17,11,0,27,0,27,0,0,0,0,0,0,0,9,59,16,0,80,0,86,0,0,0,0,0,0,0,68,71,18,0,86,0,158,72,8,0,0
213031350,518,26,0,0,26,0,544,32,71,4,0,74,0,103,0,18,10,0,23,0,23,0,0,0,0,0,0,0,38,80,8,0,90,0,132,3,0,0,0,0,0,3,559,105,15,0,119,0,679,353,14,0,0,14,0,375,25,47,0,0,49,0,73,0,3,4,0,6,0,8,0,0,0,0,0,0,0,25,53,8,0,59,0,87,0,0,0,0,0,0,0,384,67,8,0,73,0,453,127,3,0,0,3,0,133,3,22,0,0,20,0,24,0,3,4,0,4,0,4,0,0,0,0,0,0,0,3,21,8,0,25,0,33,0,0,0,0,0,0,0,132,25,8,0,33,0,166,60,3,0,0,3,0,66,0,6,3,0,13,0,12,0,0,4,0,6,0,6,0,0,0,0,0,0,0,0,12,4,0,15,0,19,0,0,0,0,0,0,0,64,13,4,0,20,0,84,75,0,0,0
