SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
210051243,88,24,0,0,28,0,112,18,519,84,0,600,0,616,0,146,68,0,216,0,216,0,4,0,0,10,0,10,18,666,151,5,826,0,839,0,0,0,0,0,0,4,99,695,151,5,854,7,955,80,25,0,0,27,0,105,4,501,76,3,582,0,591,0,129,88,0,218,0,215,0,6,6,0,10,0,10,8,634,168,4,805,0,813,0,0,0,0,0,3,3,87,662,168,4,837,3,926,31,12,0,0,12,0,46,3,258,34,3,294,0,298,0,63,55,0,124,0,124,0,3,0,0,3,0,3,3,326,92,3,420,0,425,0,0,0,0,0,0,0,38,332,92,3,426,0,466,28,4,0,0,4,0,37,5,133,26,0,164,0,171,0,49,45,0,95,0,95,0,0,0,0,3,0,3,5,183,71,3,262,0,263,0,0,0,0,0,0,0,36,189,71,3,263,0,301,39,4,0,0
210051245,428,38,0,0,38,0,468,37,202,20,0,225,0,261,0,19,3,0,21,0,21,0,0,0,4,4,0,4,37,222,23,4,248,0,288,4,0,0,0,0,0,5,467,258,23,4,291,0,763,370,34,0,0,34,0,407,32,229,25,0,258,0,290,0,13,0,0,21,0,22,0,0,0,0,0,0,0,33,247,33,5,278,0,307,0,0,0,0,0,0,3,404,279,33,5,311,0,718,201,13,0,0,13,0,211,32,130,24,0,146,0,179,3,8,10,0,13,0,14,0,0,0,0,0,0,0,32,137,26,0,168,0,197,0,0,0,0,0,0,0,232,148,26,0,175,0,408,140,5,0,0,5,0,143,24,80,9,0,90,0,112,0,8,0,0,10,0,10,0,0,0,0,0,0,0,24,86,11,0,101,0,124,0,0,0,0,0,0,0,161,90,11,0,103,0,265,223,10,0,0
210051246,386,49,0,0,49,0,436,50,350,16,3,366,0,415,0,15,12,0,29,0,29,0,5,0,0,8,0,8,50,370,29,3,400,0,449,3,0,0,0,0,0,3,441,419,29,5,451,0,888,345,42,0,0,42,3,394,31,381,11,0,386,0,422,0,21,14,0,36,0,39,0,0,0,0,0,0,0,27,401,25,0,426,0,453,0,0,0,0,0,0,0,377,442,25,0,463,7,845,204,18,0,0,18,3,219,43,228,17,0,244,0,285,0,24,14,0,35,0,35,0,0,0,0,0,0,0,43,245,22,0,273,0,316,0,0,0,0,0,0,0,241,261,22,0,292,3,536,188,13,0,0,13,0,199,17,146,10,0,156,0,173,0,12,5,0,14,0,20,0,0,0,0,0,0,0,24,157,13,0,170,0,192,0,0,0,0,0,0,0,207,173,13,0,186,0,396,244,20,0,0
210051247,60,34,0,0,40,0,100,11,436,88,3,528,0,538,0,114,90,3,205,0,205,0,3,0,0,3,0,3,11,552,173,9,735,0,748,0,0,0,0,0,0,0,74,582,181,10,771,0,846,52,21,0,0,22,0,72,12,424,83,3,513,0,523,3,129,82,0,215,0,215,0,4,0,3,4,0,4,15,558,163,8,731,0,745,0,0,0,0,0,3,6,63,580,169,11,754,3,825,44,10,0,0,10,0,56,3,227,42,0,271,0,274,0,81,74,3,149,0,155,0,0,0,0,0,0,0,5,307,116,5,419,0,425,0,0,0,0,0,0,3,51,313,116,5,428,0,483,23,5,0,0,5,0,25,3,156,30,0,192,0,195,0,41,47,0,86,0,86,0,0,0,0,3,0,3,3,205,75,0,279,0,287,0,0,0,0,0,0,0,22,210,75,0,286,0,314,49,3,0,0
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0
210051249,162,35,0,0,38,0,193,33,770,93,8,864,3,902,0,167,107,0,275,0,274,0,6,0,3,5,0,5,36,935,206,8,1146,3,1184,0,3,0,0,6,3,13,196,979,206,10,1189,6,1390,206,42,0,0,41,0,251,29,843,109,3,956,3,984,0,193,147,0,338,0,338,0,8,0,7,13,0,14,30,1044,251,6,1308,3,1336,0,3,0,0,3,3,6,239,1090,251,11,1351,10,1594,142,23,0,0,23,0,163,17,498,54,3,557,3,577,0,124,104,0,232,0,228,0,3,0,0,10,0,6,18,629,158,6,788,3,811,0,0,0,0,0,0,0,160,653,158,6,812,3,978,101,17,4,0,14,0,120,9,321,21,3,345,0,358,0,75,66,0,139,0,139,0,3,0,0,6,0,6,9,395,95,3,488,0,501,0,0,0,0,0,3,3,115,412,93,3,509,3,623,137,22,3,0
210051250,165,10,0,0,10,0,170,17,90,0,0,97,0,105,0,9,0,0,10,0,10,0,0,0,0,0,0,0,15,106,4,0,107,0,122,0,0,0,0,0,0,0,177,117,4,0,113,0,292,100,10,3,0,9,0,112,12,50,3,0,52,0,65,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,52,5,0,59,0,68,0,0,0,0,0,0,0,106,61,6,0,67,0,178,62,9,0,0,9,0,72,5,23,0,0,27,0,34,0,0,3,0,4,0,4,0,0,0,0,0,0,0,5,27,3,0,35,0,41,0,0,0,0,0,0,0,65,34,3,0,43,0,107,34,3,0,0,3,0,37,0,14,0,0,16,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,14,3,0,15,0,15,0,0,0,0,0,0,0,34,17,3,0,25,0,56,34,3,0,0
210051441,154,24,0,0,24,0,182,19,249,14,0,267,0,285,0,24,15,0,36,0,39,0,0,0,0,0,0,0,21,273,34,0,308,0,327,0,0,0,0,0,9,9,172,302,34,0,335,7,517,208,14,0,0,14,0,229,9,193,18,4,211,0,227,0,14,18,0,34,0,34,0,0,0,4,4,0,6,8,214,33,4,255,0,268,0,0,0,0,0,3,3,223,227,33,4,271,4,497,102,11,0,0,11,0,111,6,76,7,0,83,0,88,0,3,9,0,15,0,19,0,0,0,0,0,0,0,6,81,20,0,93,0,105,0,0,0,0,0,3,3,110,90,20,0,105,3,216,63,0,0,0,0,0,61,4,46,3,0,45,0,50,0,3,8,0,9,0,9,0,0,0,0,0,0,0,4,47,11,0,57,0,62,0,0,0,0,0,0,0,68,46,11,0,56,0,124,110,5,0,0
210051442,314,35,0,0,35,0,350,36,576,20,0,599,0,636,3,56,14,0,69,0,75,0,0,0,3,3,0,3,40,629,39,3,665,0,710,0,0,0,0,0,0,0,359,662,39,3,704,0,1057,295,14,0,0,14,0,313,29,515,14,0,527,0,559,0,54,22,0,75,0,79,0,0,0,0,0,0,0,34,569,37,0,605,0,641,0,0,0,0,0,0,0,329,583,37,0,621,0,950,139,7,0,0,7,0,148,19,239,4,0,246,0,265,0,25,12,0,42,0,42,0,0,0,0,0,0,0,19,267,19,0,283,0,305,0,0,0,0,0,0,0,163,273,19,0,290,0,450,89,5,0,0,5,0,100,13,131,4,0,140,0,150,0,12,13,0,24,0,24,0,0,0,0,0,0,0,13,143,11,0,160,0,175,0,0,0,0,0,0,0,100,157,11,0,167,0,272,107,13,0,0
210051443,290,35,0,0,35,0,330,37,656,45,3,703,0,744,0,60,42,0,102,0,102,0,3,0,0,4,0,4,37,715,86,4,811,0,849,0,0,0,0,0,0,0,328,760,86,4,851,0,1176,294,34,0,0,34,0,323,32,525,30,5,554,0,592,0,43,52,0,101,0,101,0,0,0,0,0,0,0,32,568,84,3,658,0,693,0,0,0,0,0,0,0,328,596,84,3,687,0,1015,167,16,0,0,16,0,180,19,232,11,0,242,0,262,0,28,29,0,55,0,53,0,0,0,0,0,0,0,19,255,42,0,299,0,314,0,0,0,0,0,0,0,184,270,42,0,316,0,501,112,13,0,0,13,0,123,10,125,13,0,139,0,145,0,17,18,0,34,0,33,0,0,0,0,0,0,0,8,141,25,3,170,0,180,0,0,0,0,0,0,0,120,156,25,3,182,0,305,171,16,0,0
210051444,353,45,0,4,49,0,406,49,964,41,8,1006,3,1067,0,81,22,3,107,0,107,0,5,0,0,9,0,9,49,1054,66,12,1131,3,1187,0,0,0,0,0,0,0,404,1104,66,10,1180,3,1591,180,33,0,3,38,0,214,30,692,35,5,732,4,764,4,61,40,0,97,0,102,0,6,0,0,6,0,7,33,755,74,5,840,4,873,0,0,0,0,0,0,0,212,793,74,9,879,4,1089,78,11,0,0,11,0,89,9,248,15,0,262,0,276,0,29,28,0,59,0,59,0,0,0,0,0,0,4,15,279,38,0,325,0,339,0,0,0,0,0,0,0,94,294,38,0,330,0,424,35,3,0,0,3,0,37,3,117,9,3,128,0,137,0,16,13,0,31,0,31,0,0,0,0,0,0,0,3,133,23,3,163,0,163,0,0,0,0,0,0,0,35,144,23,3,163,0,206,40,5,0,0
210051445,110,14,0,0,14,0,121,7,105,3,0,114,0,122,0,6,0,0,6,0,6,0,0,0,0,3,0,3,7,111,3,0,117,0,127,0,0,0,0,0,0,0,116,127,3,0,136,0,255,88,9,0,0,9,0,94,6,75,3,0,77,0,85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,74,6,0,81,0,89,0,0,0,0,0,0,0,95,82,6,0,91,0,181,59,0,0,0,0,0,61,0,48,0,0,48,0,46,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,48,4,0,55,0,53,0,0,0,0,0,0,0,59,47,4,0,53,0,110,34,3,0,0,3,0,36,0,30,3,0,34,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,34,0,36,0,0,0,0,0,0,0,36,29,3,0,36,0,73,43,4,0,0
211011251,360,8,0,0,8,0,369,42,191,17,0,212,0,252,0,14,9,0,24,0,24,0,3,0,0,3,0,3,42,211,26,0,237,0,282,0,0,0,0,0,0,0,407,218,26,0,248,0,657,310,9,0,0,9,0,317,28,107,12,0,119,0,145,0,5,7,0,14,0,14,0,0,0,0,0,0,0,28,117,18,0,131,0,164,0,0,0,0,0,0,0,337,122,18,0,144,0,477,149,7,0,0,7,0,151,10,52,3,0,57,0,69,0,8,8,0,16,0,14,0,0,0,0,0,0,0,16,63,12,0,73,0,84,0,0,0,0,0,0,3,164,67,12,0,75,0,239,80,3,0,0,3,0,82,6,35,0,0,35,0,44,0,9,8,0,16,0,16,0,0,0,0,0,0,0,6,39,8,0,51,0,58,0,0,0,0,0,0,0,94,47,8,0,52,0,138,120,0,0,0
211011254,385,28,0,0,28,0,412,37,303,6,0,312,0,344,0,15,10,0,33,0,33,0,3,0,0,3,0,3,37,329,18,0,341,0,380,0,0,0,0,0,0,0,421,355,18,0,372,0,795,382,19,0,0,19,0,405,33,266,7,0,275,0,310,4,25,10,0,34,0,35,0,5,0,0,5,0,5,34,296,22,0,312,0,351,0,0,0,0,0,0,4,422,317,22,0,337,0,756,233,10,0,0,10,0,241,17,139,9,0,142,0,165,0,12,8,0,24,0,24,0,0,0,0,0,0,0,17,150,17,0,165,0,189,0,0,0,0,3,0,3,253,164,19,0,178,0,433,141,10,0,0,10,0,147,10,86,4,0,97,0,107,0,14,7,0,23,0,23,0,0,0,0,0,0,0,10,104,13,0,119,0,125,0,0,0,0,0,0,0,157,113,13,0,129,0,279,193,10,0,0
211011255,204,3,0,0,3,0,207,4,35,0,0,35,0,42,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,35,0,0,39,0,45,0,0,0,0,0,0,0,211,39,0,0,43,0,255,276,10,0,0,10,0,285,7,49,0,0,54,0,64,0,4,0,0,3,0,3,0,0,0,0,0,0,0,7,51,3,0,54,0,65,3,0,0,0,0,0,3,290,62,3,0,63,0,356,210,9,0,0,9,0,219,13,45,0,0,43,0,55,0,4,0,0,5,0,5,0,0,0,0,0,0,0,13,45,3,0,50,0,63,0,0,0,0,0,0,0,225,50,3,0,51,0,278,161,5,0,0,5,0,171,11,26,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,0,26,0,38,0,0,0,0,0,0,0,168,32,0,0,37,0,209,216,5,0,0
211011256,412,23,0,0,23,0,431,41,224,11,0,233,0,269,0,26,9,0,37,0,37,0,5,0,0,5,0,5,41,255,14,0,269,0,308,0,0,0,0,0,0,0,451,270,16,0,294,0,741,432,15,0,0,15,0,450,35,215,3,0,216,0,251,0,25,6,0,34,0,35,0,0,0,0,0,0,0,42,244,11,0,255,0,292,0,0,0,0,0,0,0,473,257,13,0,265,0,740,244,8,0,0,8,0,253,22,113,5,0,115,0,133,0,12,9,0,23,0,25,0,0,0,0,0,0,0,20,128,11,0,140,0,157,0,0,0,0,0,0,0,264,132,11,0,146,0,411,162,3,0,0,3,0,164,13,70,0,0,72,0,84,0,6,6,0,16,0,16,0,0,0,0,0,0,0,13,79,6,0,88,0,94,0,0,0,0,0,0,0,171,82,6,0,91,0,261,277,15,0,0
211011257,235,21,0,0,21,0,260,11,127,6,0,135,0,147,0,6,9,0,13,0,13,0,3,0,0,3,0,3,11,134,14,0,147,0,160,0,0,0,0,0,0,0,253,159,14,3,173,0,422,338,14,0,0,13,0,354,20,119,0,0,117,0,139,0,7,3,0,12,0,12,0,0,0,0,0,0,0,20,128,5,0,128,0,155,0,0,0,0,0,0,0,361,140,5,0,144,0,506,193,6,0,4,11,0,203,11,72,3,0,73,0,81,0,3,4,0,9,0,9,0,0,0,0,0,0,0,11,80,4,0,86,0,91,0,0,0,0,0,0,0,204,84,4,4,97,0,297,135,11,0,0,11,0,149,3,49,3,0,50,0,54,0,3,0,0,5,0,5,0,0,0,0,0,0,0,3,49,4,0,53,0,63,0,0,0,0,0,0,0,142,64,4,0,63,0,210,187,4,0,0
211011258,261,21,0,0,21,0,284,26,156,4,0,160,0,186,0,10,6,0,15,0,18,0,0,0,0,0,0,0,28,161,8,0,174,0,198,0,0,0,0,0,0,0,292,186,8,0,197,0,487,368,20,0,0,16,0,385,21,143,7,3,152,0,172,0,5,4,0,11,0,11,0,0,0,0,0,0,0,21,152,11,3,160,0,183,0,0,0,0,0,0,0,386,166,11,0,182,0,566,252,11,0,0,11,0,267,16,107,0,0,107,0,119,0,0,3,0,3,0,3,0,0,0,0,0,0,0,16,111,3,0,114,0,127,0,0,0,0,0,0,0,272,124,3,0,124,0,390,174,14,0,0,14,0,185,10,80,0,0,79,0,90,0,3,0,0,8,0,6,0,0,0,0,0,0,0,10,84,3,0,91,0,95,0,0,0,0,0,0,0,184,98,3,0,98,0,288,249,15,0,0
211011259,267,14,0,0,14,0,281,30,252,14,0,266,0,294,3,22,17,0,37,0,39,0,0,0,0,0,0,0,38,278,26,0,302,0,337,0,0,0,0,0,0,0,304,294,26,0,320,0,621,364,12,0,0,12,0,379,19,220,15,3,242,0,261,0,29,15,0,38,0,38,0,0,0,3,3,0,3,19,247,31,9,280,0,304,0,0,0,0,0,0,0,382,260,31,9,292,0,683,178,8,0,0,8,0,185,8,101,10,0,113,0,115,0,15,8,0,23,0,23,3,0,0,0,0,0,5,6,116,18,0,141,0,149,0,0,0,0,0,0,0,185,126,18,0,144,0,331,118,3,0,0,3,0,126,0,79,5,0,81,0,86,0,3,11,0,17,0,15,0,0,0,0,0,0,0,5,82,13,0,97,0,99,0,0,0,0,0,0,0,126,88,13,0,96,0,224,182,3,0,0
211011260,244,7,0,0,12,0,256,30,294,18,0,311,0,345,0,38,22,0,57,0,54,0,0,0,0,0,0,0,32,331,36,0,369,0,402,0,0,0,0,0,0,0,278,335,39,0,383,0,662,329,20,0,0,19,0,342,29,263,13,0,274,0,311,0,25,17,0,40,0,40,0,3,0,0,3,0,3,29,285,25,0,317,0,350,0,0,0,0,0,0,0,359,303,32,0,332,0,693,216,8,0,0,8,0,222,15,150,7,3,157,0,178,0,12,12,0,30,0,30,0,0,0,0,0,0,0,15,163,19,3,190,0,204,0,0,0,0,0,0,0,237,169,19,3,196,0,424,163,8,0,0,8,0,171,12,110,8,0,121,0,136,0,12,9,0,17,0,17,0,0,0,0,0,0,0,12,117,24,0,142,0,158,0,0,0,0,0,0,0,175,124,24,0,147,0,327,259,5,0,0
211011446,845,11,0,0,11,0,864,45,247,6,0,253,0,298,0,20,8,0,27,0,26,0,0,0,0,0,0,0,42,267,13,0,280,0,327,0,0,0,0,0,0,0,887,283,13,0,296,0,1189,694,15,0,0,15,0,710,42,142,10,0,151,0,190,0,13,8,0,15,0,15,0,3,0,0,3,0,3,42,156,17,0,170,0,213,0,0,0,0,0,0,0,731,170,17,0,188,0,918,324,11,0,0,11,0,335,13,60,3,0,67,0,80,0,4,6,0,10,0,10,0,3,0,0,3,0,3,13,69,10,0,83,0,93,0,0,0,0,0,0,0,343,75,10,0,89,0,430,202,11,0,0,11,0,214,6,31,5,0,37,0,43,0,3,4,0,6,0,6,0,0,0,0,0,0,0,6,35,9,0,39,0,45,0,0,0,0,0,0,0,210,48,9,0,50,0,262,283,3,0,0
211011447,518,12,0,0,12,3,534,37,138,3,0,139,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,136,4,0,144,0,179,0,0,0,0,0,0,5,554,150,4,0,154,3,717,468,12,0,0,12,0,480,25,96,0,0,96,0,117,0,7,3,0,13,0,10,0,0,0,0,0,0,0,22,100,3,0,103,0,131,0,0,0,0,0,0,0,491,115,3,0,112,0,611,241,4,0,0,4,0,243,5,28,0,0,34,0,35,3,0,3,0,4,0,8,0,0,0,0,0,0,0,7,33,4,0,35,0,43,0,0,0,0,0,0,3,245,39,4,0,43,0,289,168,6,0,0,6,0,176,12,30,0,0,30,0,38,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,29,3,0,30,0,40,0,0,0,0,0,0,0,176,33,3,0,36,0,213,209,6,0,0
211011448,572,18,0,0,18,0,591,30,95,6,0,101,0,139,3,10,3,0,16,0,16,0,0,0,0,0,0,0,36,107,10,0,122,0,155,0,0,0,0,0,0,0,609,125,10,0,136,0,751,549,22,3,0,23,0,572,19,91,3,0,92,0,115,0,6,7,0,13,0,13,0,0,0,0,0,0,0,19,97,7,0,103,0,122,0,0,0,0,0,0,0,572,116,11,0,127,0,699,304,14,0,0,12,0,317,13,37,3,0,39,0,54,0,3,3,0,5,0,5,0,0,0,0,0,0,0,13,39,9,0,47,0,57,0,0,0,0,0,0,0,311,53,8,0,61,0,371,217,0,0,0,0,0,219,8,27,0,0,31,0,37,0,3,0,0,6,0,6,0,0,0,0,0,0,0,8,31,0,3,36,0,42,0,0,0,0,0,0,0,229,36,0,3,38,0,268,317,8,0,0
211011449,213,3,0,0,3,0,214,11,13,0,0,13,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,17,0,0,17,0,26,0,0,0,0,0,0,0,222,17,0,0,17,0,242,207,4,0,0,4,3,213,14,11,0,0,11,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,14,0,0,14,0,30,0,0,0,0,0,0,0,224,15,0,0,15,4,246,126,3,0,0,3,0,128,4,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,11,0,0,0,0,0,0,0,130,8,0,0,8,0,139,73,6,0,0,6,0,83,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,73,9,0,0,9,0,86,94,5,0,0
211021261,385,20,0,3,21,0,404,44,171,7,0,181,0,227,0,10,3,0,14,0,14,0,0,0,0,0,0,0,44,186,13,0,193,0,235,0,0,0,0,0,0,0,430,204,13,3,218,0,645,557,20,0,0,22,0,580,43,154,3,0,162,0,203,0,7,10,0,24,0,24,0,0,0,0,0,0,0,43,165,19,0,178,0,218,0,0,0,0,0,0,0,598,185,19,0,202,0,804,402,9,0,0,9,3,413,18,113,0,0,112,0,130,0,5,4,0,16,0,16,0,0,0,0,0,0,0,18,119,7,0,129,0,143,0,0,0,0,0,0,0,421,132,7,0,137,3,558,288,9,0,0,9,0,305,18,54,0,0,54,0,81,0,0,7,0,7,0,7,0,0,0,0,0,0,0,18,60,7,0,62,0,86,0,0,0,0,0,0,0,307,72,7,0,75,0,386,407,8,0,0
