SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
205011078,18,10,5,7,3,0,38,3,3,3,0,0,0,12,10,3,8,4,0,0,22,11,5,3,4,9,0,33,25,7,5,5,4,0,49,27,19,15,9,4,0,76,36,47,8,11,6,0,104,26,48,11,3,6,0,100,26,60,9,5,4,0,107,13,51,6,4,0,0,87,6,35,10,4,4,0,55,21,34,5,0,0,0,63,9,14,4,0,0,0,28,0,5,0,0,0,0,6,9,20,9,0,3,0,45,10,17,4,0,3,0,31,6,3,3,0,0,0,13,6,0,0,0,0,0,11,13,17,6,5,3,0,44,285,400,120,64,50,0,916
205011079,38,21,11,3,10,0,83,12,3,0,0,3,0,19,19,14,11,0,3,0,48,18,12,9,3,4,0,39,22,17,19,12,17,3,86,39,47,34,9,12,0,141,68,89,47,26,20,0,245,54,118,32,16,16,0,239,64,115,29,10,7,0,220,50,104,38,11,10,3,216,37,65,16,11,4,0,137,42,93,36,5,3,0,185,20,38,10,3,3,0,74,15,21,3,0,0,0,40,27,51,18,0,0,0,100,32,56,14,3,4,0,99,13,16,3,0,0,0,32,3,9,9,3,0,0,26,22,30,23,4,12,0,83,587,913,362,125,110,16,2115
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,10,7,7,0,0,0,31,9,8,0,0,3,0,24,20,6,4,0,0,0,39,15,7,8,0,3,0,38,23,24,17,10,6,0,76,39,46,19,15,10,0,129,42,59,15,11,16,3,148,53,80,23,12,17,0,188,69,97,21,10,11,3,202,29,78,14,4,3,0,132,11,36,6,9,5,0,66,29,40,21,4,3,0,91,8,15,0,0,0,0,25,3,7,4,0,0,0,14,7,23,3,0,0,0,39,14,11,12,0,0,0,36,3,6,3,0,0,0,11,3,4,0,0,0,0,11,20,17,16,8,4,3,55,410,587,183,79,78,18,1347
205021082,17,7,7,4,3,0,41,4,3,3,0,0,0,11,19,4,9,7,5,0,36,9,11,7,3,6,0,40,23,17,10,0,0,0,59,26,36,15,7,3,0,97,32,37,20,4,5,0,93,36,47,18,11,0,0,113,22,46,8,10,0,0,85,20,38,7,3,3,0,76,12,28,3,0,0,0,46,14,26,9,4,0,0,54,5,10,4,0,0,0,20,3,3,0,0,0,0,12,10,10,0,0,0,0,25,8,16,3,0,3,0,35,3,0,0,0,0,0,3,0,5,0,0,0,0,5,19,15,8,0,3,0,39,298,368,125,57,41,3,893
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,18,3,4,0,0,3,33,6,0,3,0,0,0,7,10,6,4,0,0,0,23,18,7,3,0,3,0,27,35,12,4,3,7,0,61,25,19,13,3,5,0,59,27,35,19,10,12,0,97,36,43,13,9,7,0,107,30,35,8,0,0,0,76,27,42,13,6,0,0,85,10,18,5,3,0,0,48,21,25,10,0,3,0,61,3,8,0,0,0,0,13,12,5,0,3,0,0,18,16,9,6,3,0,0,35,5,11,3,0,0,0,20,3,4,0,0,0,0,8,4,3,3,0,0,0,14,17,13,9,3,0,0,41,317,304,113,43,39,10,827
205021085,9,7,3,4,0,0,27,11,0,0,0,4,0,16,12,8,3,3,3,0,23,12,3,3,3,0,0,22,9,16,4,3,3,0,42,18,20,8,4,4,0,58,16,23,3,8,5,0,58,11,28,6,3,3,0,53,8,13,3,0,3,0,33,14,11,0,3,0,0,26,10,6,4,0,0,0,20,11,9,0,0,0,0,24,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,10,3,0,0,0,13,3,3,0,0,0,0,14,4,3,0,0,0,0,4,0,7,0,0,0,0,9,11,16,3,4,3,0,33,163,182,60,37,34,3,475
205021086,16,3,0,0,0,0,25,8,0,0,0,0,0,8,12,0,3,0,0,0,15,5,0,6,0,0,0,18,25,3,6,3,3,0,42,19,17,13,4,7,0,63,17,23,7,3,3,0,58,25,22,5,6,3,0,64,10,19,0,3,0,0,37,16,15,7,0,0,0,34,16,12,0,0,0,0,26,22,17,0,0,3,0,42,5,6,0,0,0,0,7,0,6,0,0,0,0,12,3,5,5,0,0,0,10,10,8,3,0,0,0,27,6,3,0,0,0,0,7,8,0,0,0,0,0,8,13,14,3,0,4,0,31,231,179,63,23,19,0,524
205031087,22,12,11,0,3,0,53,7,3,6,0,0,0,20,12,6,3,4,3,0,29,19,3,6,0,3,0,24,18,10,3,5,3,0,48,27,24,17,9,12,0,87,30,28,9,7,8,0,76,30,36,11,4,3,0,77,21,19,3,0,0,0,50,17,49,9,0,0,0,71,8,26,0,0,0,0,37,6,15,3,0,3,0,32,9,11,0,0,0,0,26,11,3,4,0,0,0,21,3,14,0,0,0,0,18,17,15,5,0,0,0,33,3,0,4,0,0,0,3,4,4,3,0,0,0,15,22,16,12,0,0,0,48,282,305,108,37,44,3,781
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
205031089,22,12,3,3,3,0,41,6,6,0,0,0,0,19,10,8,6,3,7,0,36,14,3,4,0,0,0,22,24,20,9,8,7,0,69,33,36,16,12,5,0,98,30,47,15,4,6,0,107,28,57,13,6,4,3,113,36,42,31,9,0,0,115,22,34,9,0,3,3,78,12,36,5,0,3,0,62,35,45,9,5,4,0,100,14,22,9,4,0,0,45,11,7,8,0,0,0,30,17,29,0,3,0,0,45,19,35,4,0,3,0,62,5,6,3,0,0,0,11,5,9,0,0,0,0,15,22,10,8,3,8,0,50,352,463,166,56,53,11,1104
205031090,29,12,7,3,4,0,49,7,3,3,0,8,0,20,11,6,3,3,5,0,31,16,7,6,6,3,0,37,19,17,16,3,8,0,66,28,30,17,16,4,0,89,27,37,20,13,9,0,104,25,71,24,7,5,0,129,35,67,12,8,3,3,125,30,76,8,5,8,0,125,11,38,6,4,0,0,65,22,63,10,0,0,0,95,14,20,3,0,3,0,42,3,14,4,0,0,0,19,6,21,10,4,0,0,40,8,16,9,3,0,0,39,5,13,3,0,0,0,13,7,9,3,0,0,0,21,15,22,15,6,3,0,58,312,532,174,72,61,4,1163
205031091,10,6,9,4,0,0,29,9,3,0,0,0,0,15,10,12,3,3,0,0,33,19,8,3,0,0,0,28,25,10,5,5,6,0,51,25,23,5,9,10,0,62,31,41,7,5,3,0,84,36,46,13,12,8,0,109,34,55,15,12,3,0,113,32,52,14,3,4,0,100,22,29,8,3,3,0,62,28,42,13,0,9,0,98,9,12,3,0,3,0,29,11,3,0,0,0,0,10,18,16,7,0,4,0,40,16,16,3,0,0,0,36,5,8,4,0,0,0,19,3,6,3,0,0,0,11,17,21,9,7,0,0,58,348,397,115,64,62,4,990
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,30,14,10,5,3,0,58,11,4,0,0,3,0,19,29,12,5,6,10,0,63,15,9,9,3,6,0,40,42,31,16,6,14,4,118,62,38,26,19,13,3,152,83,74,33,13,22,4,233,83,100,27,23,17,0,249,39,101,20,12,4,0,184,57,101,21,11,7,0,192,37,49,12,5,4,0,102,40,74,23,3,3,0,143,24,26,8,6,0,0,63,11,20,3,0,0,0,37,17,37,18,3,3,0,84,25,33,3,3,4,0,66,8,16,7,0,0,0,30,7,16,5,0,3,0,25,44,24,13,7,9,3,96,673,769,258,127,118,15,1964
205041094,21,4,8,4,3,0,48,3,4,3,3,4,0,18,17,3,10,3,3,0,44,21,12,13,3,3,0,56,25,30,28,13,9,0,100,54,39,20,16,15,0,140,40,50,26,7,4,0,130,46,62,22,6,4,0,140,26,31,22,7,0,0,93,39,59,21,3,3,0,124,16,36,7,8,0,0,69,26,59,22,0,0,0,116,9,17,4,0,0,0,22,4,9,8,0,0,0,18,19,29,3,0,3,0,53,17,32,7,0,4,0,54,3,9,3,0,0,0,9,3,6,3,0,4,0,16,23,22,19,3,3,0,66,405,527,220,85,73,12,1317
205041095,12,3,4,5,4,0,31,13,3,6,0,0,0,17,29,14,10,4,12,3,80,29,13,9,7,13,0,72,49,56,27,20,24,0,173,62,89,29,24,14,0,217,70,85,40,15,17,3,242,56,90,26,12,5,3,200,33,59,13,14,7,0,131,29,48,22,4,10,0,106,5,26,10,6,0,0,45,27,39,21,7,3,0,91,3,17,4,0,0,0,21,3,8,0,0,0,0,11,10,7,6,0,5,0,26,11,11,3,0,0,0,22,3,4,0,0,0,0,15,4,3,0,0,0,0,11,23,18,17,9,8,4,75,477,596,258,120,123,13,1588
205041096,18,0,0,0,0,0,24,8,7,0,0,5,0,17,24,12,10,12,3,0,62,25,16,11,8,6,0,58,40,36,29,17,24,0,149,58,64,27,31,18,3,202,49,59,25,22,14,6,170,28,54,32,14,8,0,128,24,24,11,6,3,0,68,13,21,10,4,3,0,51,6,9,8,4,0,0,32,10,25,4,0,0,0,47,0,4,3,0,0,0,12,0,0,0,0,0,0,3,3,6,5,0,0,0,17,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,4,7,0,38,323,362,189,115,90,14,1099
205041097,23,25,9,0,3,0,61,15,14,3,8,3,0,40,23,17,7,4,5,0,60,33,13,7,8,12,0,67,51,45,24,21,18,0,162,90,75,45,30,27,0,270,102,152,43,36,27,0,363,104,143,52,35,23,0,348,115,155,41,34,20,0,365,73,159,36,19,19,9,316,48,121,22,12,10,0,206,79,151,34,8,9,0,281,27,61,3,4,0,0,96,13,14,8,3,0,0,34,39,64,19,0,3,0,122,25,43,15,3,0,0,83,15,14,8,3,0,0,42,9,8,0,0,0,0,21,20,53,21,10,9,3,107,888,1327,412,229,187,15,3055
205041098,5,0,6,0,3,0,13,0,3,3,0,0,0,11,8,5,3,0,3,3,20,11,3,3,4,3,0,20,12,13,8,8,6,0,48,26,27,18,6,3,0,76,28,22,19,3,3,0,67,21,35,7,9,0,0,77,15,32,11,0,0,0,56,13,32,12,3,4,0,64,0,22,8,0,0,0,36,9,29,8,5,0,0,58,6,13,3,0,0,0,18,0,4,3,0,0,0,12,10,8,5,3,0,0,29,3,10,3,0,4,0,17,4,4,0,0,0,0,13,0,0,3,0,0,0,6,14,13,3,0,0,0,34,186,289,122,38,30,3,670
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,12,7,3,0,0,0,23,10,3,0,0,0,0,10,15,0,0,0,0,0,15,12,3,4,0,0,0,17,20,9,4,0,4,0,39,18,20,0,0,3,0,45,15,7,6,3,0,0,36,18,17,9,4,3,0,47,14,16,4,0,3,0,41,8,19,3,0,0,0,35,5,16,3,0,0,0,23,6,22,5,0,0,0,35,9,10,3,0,0,0,20,0,9,3,0,0,0,12,3,13,0,0,0,0,16,7,13,3,0,0,0,28,0,7,0,0,0,0,9,0,0,0,0,0,0,3,19,11,0,0,0,0,30,183,199,55,18,12,3,471
205051101,30,15,9,0,0,0,54,8,8,8,0,3,0,25,26,7,12,4,7,0,56,22,6,10,3,3,3,49,42,40,22,12,10,3,125,57,55,22,16,12,0,163,74,84,29,9,8,0,203,58,75,26,18,9,4,195,39,85,26,8,0,0,162,26,91,26,3,3,0,151,26,48,11,3,3,0,84,29,64,15,3,3,0,119,12,8,3,0,0,0,28,9,14,0,0,0,0,26,11,23,7,0,3,0,45,17,22,14,0,0,0,48,5,7,0,0,0,0,10,3,10,0,0,0,0,15,24,27,14,6,0,0,67,497,687,257,98,64,13,1621
205051102,11,8,6,0,0,0,26,3,0,0,0,0,0,7,11,3,3,0,0,0,14,3,3,0,0,0,0,8,12,9,7,0,0,0,24,13,18,10,6,0,0,47,20,21,9,4,3,0,56,12,29,11,3,0,0,50,13,22,11,3,0,0,46,12,20,3,0,0,0,33,5,8,5,0,0,0,21,8,24,5,0,0,0,38,9,6,0,0,0,0,18,0,0,0,0,0,0,4,4,4,5,0,0,0,15,9,13,0,0,0,0,21,3,5,0,0,0,0,11,0,6,4,0,0,0,11,11,4,4,0,0,0,21,155,200,78,18,16,4,473
205051103,15,15,10,0,5,0,44,11,0,3,0,3,0,13,12,8,13,3,4,0,39,7,15,11,6,4,0,46,33,22,5,5,8,0,76,36,43,20,9,18,0,131,58,55,12,18,10,0,152,52,79,26,13,13,0,182,34,88,16,7,12,3,158,36,77,17,12,4,0,141,19,42,15,3,0,0,83,30,62,11,0,4,0,108,11,14,0,0,3,0,22,4,13,9,0,0,0,26,17,39,7,0,0,0,59,3,29,3,0,3,0,45,3,3,4,0,0,0,8,3,7,0,0,0,0,15,8,21,5,0,3,0,49,390,622,189,81,101,12,1394
205051104,13,3,0,0,0,0,22,4,3,0,0,0,0,6,13,5,0,0,0,0,19,6,7,0,0,3,0,17,22,14,3,5,0,0,39,17,5,11,6,0,0,46,16,18,11,0,0,0,47,19,25,4,0,4,0,56,6,16,11,0,4,0,40,7,17,6,0,4,0,42,4,9,0,0,0,0,14,14,14,3,0,0,0,36,3,3,0,0,3,0,11,3,0,0,0,0,0,3,6,4,0,0,0,0,12,6,8,0,0,0,0,14,0,0,0,0,0,0,9,0,4,3,0,0,0,7,6,10,3,0,0,0,21,187,167,66,20,26,8,470
206011105,25,16,14,4,4,5,69,5,0,3,0,0,0,13,15,12,7,3,3,0,37,3,7,7,0,3,0,18,16,8,6,0,4,0,34,17,20,14,3,4,0,54,38,18,16,3,6,0,81,20,34,5,3,4,0,70,32,30,5,4,7,3,82,37,30,10,5,7,0,85,41,37,4,3,0,0,86,81,102,19,10,12,6,227,39,29,0,6,4,0,83,42,42,8,0,0,0,88,63,74,9,0,0,0,146,130,160,30,6,6,7,331,49,53,8,3,3,0,115,30,36,10,0,0,0,81,24,24,6,0,4,0,63,705,731,187,63,69,26,1783
206011106,10,13,3,0,3,0,28,0,3,0,0,0,0,3,3,3,3,0,0,0,9,3,3,3,0,0,0,13,4,6,4,0,3,0,15,4,3,0,0,0,0,12,10,17,6,0,5,3,45,14,13,4,4,0,0,33,19,16,0,0,0,0,42,26,21,3,6,3,0,63,17,17,4,3,3,0,37,24,37,0,8,3,3,79,22,12,0,0,3,0,45,23,16,4,0,0,0,40,32,32,4,4,0,0,74,45,48,14,0,0,3,105,16,30,3,0,0,0,51,12,24,0,0,0,0,30,13,14,5,0,0,0,28,300,319,65,34,28,14,767
206011107,11,13,12,0,5,0,41,9,4,0,3,0,0,9,8,3,5,3,3,0,18,3,3,3,0,0,0,11,5,9,9,3,0,4,21,13,13,9,4,3,0,44,15,15,11,0,4,0,40,24,20,4,3,0,0,49,21,21,6,3,0,0,53,18,27,12,5,4,0,71,19,25,5,0,0,0,52,37,65,15,3,4,0,115,15,22,0,3,0,0,34,23,28,3,4,3,0,63,28,48,5,0,7,3,88,50,87,12,10,9,3,165,18,44,7,3,0,0,73,6,17,4,0,0,0,35,7,19,13,4,0,0,41,308,482,117,52,44,18,1022
206011108,37,31,18,6,9,3,107,3,3,8,0,3,0,21,11,7,7,0,3,0,33,3,15,10,3,7,0,34,6,17,17,3,6,0,50,22,45,14,5,11,3,99,29,46,33,6,7,0,119,20,71,20,20,11,3,131,39,51,18,11,19,3,135,47,75,17,6,10,3,156,27,55,10,3,3,3,107,71,138,30,12,14,4,264,27,60,13,3,3,0,102,34,77,10,4,3,3,126,96,146,22,8,4,3,275,121,208,31,3,5,4,374,30,96,13,3,0,0,147,14,31,3,0,0,0,44,25,46,16,3,12,3,111,648,1209,316,104,128,37,2444
206011109,9,15,8,4,3,0,33,3,0,4,0,0,0,10,8,11,11,0,0,0,27,0,13,8,3,4,0,32,3,9,7,0,0,0,22,7,25,18,0,5,0,51,10,27,12,0,3,0,50,11,31,18,3,3,0,67,14,34,9,9,0,0,66,7,35,6,3,4,0,66,14,18,7,4,3,0,43,25,79,27,3,3,0,139,4,19,5,5,0,0,35,16,24,3,0,0,0,49,18,87,6,3,3,0,122,41,103,23,10,3,0,174,10,47,3,0,0,0,62,3,23,3,0,0,0,32,5,21,16,3,6,0,56,207,620,192,50,48,6,1126
206021110,14,18,11,0,0,0,36,4,6,3,0,0,0,14,5,4,6,4,0,0,26,3,7,7,0,3,0,15,3,3,7,0,0,0,16,3,9,6,0,3,0,24,5,17,9,0,5,0,33,8,16,6,3,0,0,35,7,26,3,0,3,0,44,9,14,9,3,0,0,31,9,10,10,0,0,0,28,26,51,11,0,3,0,96,8,18,3,3,0,0,30,12,16,4,0,0,0,35,17,24,3,3,3,0,58,15,81,14,6,3,0,124,14,54,7,0,0,0,79,14,34,4,3,0,0,53,7,19,14,0,4,0,47,182,433,132,30,33,3,818
206021111,22,44,14,6,4,0,93,5,15,3,0,4,0,30,7,15,3,0,3,0,34,9,11,9,0,3,0,25,10,11,10,0,3,0,37,14,35,11,7,7,0,78,18,40,24,10,3,3,95,31,29,10,10,9,0,93,28,46,7,9,3,3,96,29,47,21,4,3,0,110,28,35,7,6,7,0,94,64,116,30,3,11,4,227,11,46,10,7,0,0,74,27,65,3,0,0,0,100,46,106,20,6,0,0,172,96,242,23,9,3,0,384,51,127,13,11,3,0,204,26,102,17,3,0,3,154,14,40,18,3,7,0,77,539,1168,254,106,83,27,2174
206021112,16,32,15,0,0,0,61,9,3,8,0,0,0,16,5,8,3,0,8,0,23,4,11,4,3,3,0,30,13,10,7,4,3,0,33,16,17,3,4,5,0,46,24,40,8,7,11,0,91,24,42,11,8,5,3,93,24,47,11,3,8,0,97,10,48,13,5,0,0,76,14,41,15,4,3,0,73,49,86,19,3,9,0,166,21,51,3,0,3,0,81,16,33,9,0,0,0,63,30,84,9,10,5,0,136,57,137,15,8,4,0,219,40,92,7,7,0,0,143,19,26,5,0,0,0,57,9,36,7,3,3,3,65,399,843,166,84,66,13,1575
206031113,13,21,6,0,3,0,40,3,0,3,0,0,0,11,10,3,0,0,0,0,18,0,6,3,0,0,0,18,9,4,4,3,3,0,25,9,14,3,3,3,0,37,12,28,3,0,7,3,54,15,22,4,0,0,0,49,19,30,14,3,6,0,72,30,34,11,3,10,0,83,18,27,10,0,3,0,54,33,64,20,6,4,0,132,20,28,0,5,0,0,57,26,43,10,0,0,0,80,34,72,10,5,4,0,133,80,167,26,0,4,0,283,24,64,3,3,7,0,98,29,50,6,0,0,0,92,9,24,9,3,5,3,53,389,708,171,40,59,15,1386
206031114,32,32,46,3,9,6,127,3,8,4,0,0,0,21,9,10,10,3,3,0,49,3,10,10,3,3,0,34,8,19,12,0,0,0,45,18,19,24,3,10,0,68,20,49,31,3,4,0,113,27,47,29,3,13,0,113,32,61,26,7,7,0,123,28,62,18,4,0,3,120,28,42,13,4,6,0,89,45,103,38,7,11,0,215,14,42,15,3,3,0,77,20,56,24,5,7,0,110,33,77,33,9,10,0,164,55,227,84,3,8,0,371,38,140,37,3,4,3,224,29,157,34,0,7,0,225,18,69,30,3,10,0,130,472,1224,518,71,118,21,2415
206031115,9,9,7,0,0,7,29,0,4,0,0,0,0,3,3,3,0,0,0,0,6,6,0,4,0,3,0,7,0,6,0,0,0,0,6,8,3,0,0,0,0,12,14,3,3,3,0,0,29,17,7,0,3,3,0,33,11,7,0,0,0,0,26,12,13,0,0,0,0,22,13,13,0,0,3,0,29,32,25,7,3,0,0,57,7,13,0,0,0,0,24,11,22,0,0,0,0,35,24,21,3,0,0,0,48,31,45,3,0,0,0,82,18,11,0,0,0,0,31,8,18,3,0,0,0,24,4,10,0,0,0,0,16,214,223,41,14,22,10,529
206031116,16,18,19,4,9,0,65,4,4,5,0,0,0,12,3,7,3,0,0,0,21,4,7,4,0,0,0,16,10,10,10,3,7,0,43,12,13,13,0,0,3,38,14,22,19,3,0,0,57,12,17,12,3,4,0,49,21,25,11,0,3,3,63,24,26,8,6,3,3,65,14,29,8,3,0,0,47,24,73,17,4,8,0,126,12,20,3,4,0,0,35,15,33,8,0,7,0,56,20,54,12,5,3,0,99,55,147,22,5,8,3,242,26,72,20,0,0,0,119,24,70,24,0,0,0,114,16,35,11,3,9,0,69,317,673,213,53,70,14,1332
206041117,12,9,4,4,3,0,29,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,7,3,0,0,0,3,0,8,3,3,0,3,0,0,12,10,3,0,3,0,0,24,9,3,0,0,3,3,16,11,4,3,3,3,0,21,3,3,0,0,0,0,10,4,4,3,0,0,3,18,26,5,4,3,0,4,40,4,3,4,0,0,0,18,8,8,0,0,3,0,18,13,4,3,3,0,0,20,19,10,3,0,0,0,43,11,5,0,0,0,0,17,14,8,9,0,0,0,35,4,3,0,0,0,8,14,166,87,35,21,20,27,359
206041118,12,3,6,0,3,3,26,3,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,3,0,0,0,0,17,6,0,0,0,0,0,7,17,6,0,0,0,0,25,17,3,3,0,4,0,32,17,8,3,0,3,0,31,19,3,3,0,4,0,30,15,6,0,0,0,0,25,37,24,5,0,3,3,73,18,3,0,4,0,0,24,20,5,0,4,5,0,37,25,5,4,0,3,0,40,62,20,11,0,6,7,107,40,8,8,0,4,0,62,23,12,8,0,3,3,56,10,7,0,0,4,0,22,348,121,53,16,49,27,616
206041119,12,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,5,3,3,0,0,0,13,5,0,0,0,0,0,12,4,4,0,0,0,0,11,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,10,0,0,0,0,18,0,0,0,0,0,0,5,9,0,0,0,0,0,13,4,4,0,0,0,0,10,13,4,8,0,0,0,29,16,3,0,0,0,0,24,21,14,13,0,0,0,48,10,0,3,0,0,0,13,114,51,30,5,13,7,220
