SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
210031237,10,15,8,3,3,0,37,3,0,3,0,3,0,8,7,3,12,0,5,0,20,6,5,7,0,6,0,23,6,10,7,3,7,0,30,7,14,19,0,12,0,51,8,35,18,8,3,0,69,9,26,11,3,3,3,59,13,49,15,4,7,0,91,24,42,18,12,9,0,99,10,45,3,9,3,0,75,31,78,14,10,7,0,146,18,44,8,0,3,0,71,13,28,7,0,0,0,51,18,24,12,0,0,0,62,10,25,10,3,0,0,51,7,10,3,3,3,0,23,10,7,6,0,0,0,21,10,29,6,0,4,0,52,205,493,183,67,79,11,1032
210031239,15,29,17,6,7,0,74,4,3,9,0,0,0,15,9,14,3,0,9,0,30,3,11,9,0,5,0,31,16,18,10,4,7,3,56,16,16,24,4,6,3,77,24,63,24,15,6,0,134,42,52,24,13,11,0,144,42,80,29,3,12,0,167,53,80,29,10,16,0,179,55,63,15,9,4,0,146,76,157,38,11,8,5,295,32,77,14,0,3,4,131,31,71,10,3,3,0,123,64,105,21,3,8,3,200,80,156,22,0,6,0,267,12,69,12,0,0,0,101,8,27,8,4,0,0,51,25,37,8,10,3,6,92,612,1129,335,97,115,21,2312
210031438,12,18,24,4,6,0,62,5,0,0,0,3,0,15,11,10,0,7,8,0,31,7,8,5,3,3,0,26,8,19,16,7,10,0,55,13,28,19,6,12,0,79,32,41,25,11,10,4,127,38,59,22,4,15,0,147,40,48,13,9,12,3,121,54,99,20,15,12,0,193,54,68,15,5,13,3,150,75,110,27,12,13,4,238,41,47,13,0,0,0,114,32,44,5,4,3,0,86,32,62,16,0,0,0,115,35,68,14,0,0,0,124,3,13,3,0,3,0,20,4,10,3,0,0,0,21,15,31,23,3,3,0,72,517,776,263,93,115,25,1798
210031439,6,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,3,3,0,0,5,3,0,0,0,0,0,7,3,9,0,0,4,0,10,3,8,7,4,0,0,24,4,15,10,3,0,0,28,9,12,4,4,0,0,28,4,15,4,3,0,0,27,5,16,9,3,4,0,41,8,14,4,0,3,0,29,15,29,6,3,0,0,58,9,18,0,0,0,0,29,3,11,0,0,0,0,12,8,19,3,0,0,0,33,15,36,12,4,0,0,59,5,13,0,0,0,0,15,0,6,0,0,0,0,3,9,7,3,0,0,0,14,110,222,72,29,23,3,455
210031440,9,10,0,0,0,0,22,7,4,4,0,0,0,11,3,4,0,0,0,0,16,3,0,3,0,0,0,13,7,5,9,3,3,0,24,9,13,6,0,7,0,26,8,9,7,3,0,0,36,7,17,7,0,9,0,36,15,25,3,5,4,0,49,10,17,13,3,0,0,36,13,18,10,0,0,0,42,13,34,11,4,0,0,64,3,10,0,0,0,0,23,3,13,0,0,0,0,22,14,16,7,0,0,0,41,5,17,8,0,0,0,35,3,8,0,0,0,0,12,0,3,0,3,0,0,5,5,29,3,3,3,0,45,136,254,88,32,39,10,543
210041240,16,20,19,3,9,3,66,9,3,0,0,3,0,16,16,12,11,0,4,0,40,8,5,7,4,6,0,35,14,16,25,8,7,0,69,17,28,26,10,11,0,88,28,39,29,16,18,0,134,38,87,35,16,14,0,188,51,85,20,14,12,3,191,55,104,40,12,16,4,222,29,58,13,7,3,0,110,40,104,36,5,5,3,196,17,44,15,0,3,0,84,10,26,10,0,0,0,50,28,71,20,3,3,0,123,29,71,32,3,3,0,130,3,19,5,0,0,0,39,0,11,7,0,0,0,17,21,34,17,3,9,4,85,421,839,370,107,122,21,1884
210041241,31,24,25,10,13,0,106,10,7,6,0,8,0,27,24,14,27,5,8,3,76,22,12,17,3,14,0,67,39,32,34,11,22,0,136,32,73,50,18,22,4,203,60,92,62,28,28,3,268,92,149,76,27,36,4,382,93,154,48,30,27,5,356,122,207,66,22,34,6,457,76,139,44,16,21,3,294,98,207,73,15,20,0,413,39,88,22,7,10,0,155,19,64,14,3,3,4,99,39,84,38,7,5,0,177,43,94,35,8,9,4,179,10,27,10,0,0,0,50,14,19,8,0,0,0,39,42,52,38,8,14,0,156,892,1536,682,214,276,39,3645
210051242,9,11,8,3,3,0,30,5,8,0,0,6,0,17,9,8,8,3,6,0,37,6,8,8,0,5,0,23,12,11,8,3,7,0,38,8,18,13,5,4,0,47,13,43,15,5,10,0,91,28,54,19,8,10,6,126,22,67,10,13,6,5,125,14,41,17,4,13,0,85,9,27,5,0,0,0,40,10,21,13,3,4,0,56,0,5,3,0,3,0,18,3,7,4,0,0,0,16,3,4,3,3,0,0,20,0,5,0,3,0,0,9,0,3,0,0,0,0,3,3,6,0,0,0,0,5,7,20,12,7,3,0,44,156,364,137,70,85,13,831
210051243,17,18,17,9,6,0,69,4,3,10,0,8,0,19,6,11,9,3,10,0,35,13,8,9,6,9,3,43,13,15,12,5,10,0,55,6,27,21,10,11,0,84,14,51,34,12,23,0,138,26,100,32,24,16,0,193,19,97,31,21,20,4,191,33,84,28,8,15,0,169,9,43,14,5,3,4,76,13,49,13,4,12,0,99,3,11,4,0,0,0,17,5,10,5,0,0,0,21,11,5,12,3,3,0,34,0,21,4,4,3,0,41,4,5,0,0,0,0,15,0,3,0,0,0,0,5,8,22,12,4,5,3,57,202,587,262,123,158,25,1364
210051245,28,12,16,0,9,0,70,4,8,3,0,0,0,19,16,11,13,0,15,0,55,3,9,13,0,10,0,33,20,6,25,7,10,0,74,19,20,28,5,13,0,95,21,40,36,16,15,0,125,42,57,35,17,20,0,170,38,83,36,8,24,3,192,48,79,28,19,23,0,200,38,78,17,9,5,0,153,70,122,59,4,11,3,269,26,55,11,9,8,3,109,17,38,13,0,3,0,73,25,51,27,8,5,0,123,27,48,22,3,8,3,112,14,14,8,0,0,0,36,3,6,3,0,0,0,23,18,30,29,8,13,0,100,494,771,438,107,187,21,2020
210051246,14,37,26,5,8,0,91,8,3,3,0,0,0,16,4,7,18,0,3,0,38,7,12,15,0,3,0,38,13,20,12,3,4,0,47,19,28,29,3,4,0,82,26,47,47,4,18,0,139,20,53,45,9,17,0,157,37,59,29,6,13,0,148,36,93,38,13,11,0,181,29,62,32,6,3,0,130,58,135,69,8,17,3,292,47,81,24,5,5,0,157,42,88,26,0,9,0,157,49,111,35,11,4,0,214,57,128,62,10,4,3,256,18,42,25,0,3,0,82,13,32,28,0,3,0,70,27,58,48,9,14,0,151,510,1084,614,101,132,22,2456
210051247,17,23,20,3,7,0,66,3,8,5,0,0,0,17,15,14,20,0,9,3,67,13,6,11,3,8,0,52,14,15,24,6,15,0,78,26,47,29,4,16,0,130,25,60,41,20,15,0,153,28,95,42,13,18,3,205,32,113,30,22,20,0,221,19,92,42,22,10,0,185,7,47,21,9,5,0,82,18,55,32,12,4,0,126,4,9,5,0,3,0,22,3,9,3,0,0,0,15,3,15,5,3,4,0,24,3,12,6,4,3,0,26,3,3,0,0,0,0,7,3,9,9,0,0,0,17,13,26,19,8,21,6,91,246,657,372,130,164,18,1588
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,12
210051249,14,36,18,3,9,3,90,3,7,8,0,5,0,26,6,12,16,3,3,0,46,4,18,7,3,4,0,39,11,24,23,5,7,0,68,16,56,27,10,23,3,131,30,72,70,12,23,0,211,32,124,59,28,26,4,272,51,186,81,21,42,4,384,73,217,69,36,16,0,408,31,176,54,11,17,7,289,41,256,93,20,24,3,445,12,62,23,11,10,0,123,14,49,16,3,5,0,94,21,50,30,3,0,3,114,19,78,36,3,8,4,142,4,23,10,0,0,0,49,0,18,13,0,3,0,29,14,63,49,9,6,0,145,416,1525,707,194,232,30,3101
210051250,4,5,3,0,0,0,21,3,0,3,0,0,0,7,7,4,3,0,0,0,13,7,4,4,0,3,0,17,3,4,7,0,0,0,18,6,6,13,3,4,0,38,5,3,10,7,3,3,32,18,18,7,3,9,0,58,11,29,8,6,0,0,52,14,31,7,11,3,0,59,10,29,3,0,3,0,46,27,30,11,0,3,0,72,10,13,0,0,3,0,26,8,4,0,0,0,0,12,7,16,3,3,0,0,27,9,5,3,0,3,0,21,8,0,3,0,0,0,11,0,0,0,0,0,0,3,4,9,0,0,6,0,19,164,208,87,33,55,6,550
210051441,7,5,16,4,4,0,38,3,0,3,0,0,0,5,7,10,7,0,4,3,24,8,3,7,3,4,0,31,13,12,5,0,3,0,42,5,23,26,7,14,0,70,22,35,24,12,10,0,101,30,59,22,10,18,0,138,25,70,28,9,15,0,143,35,66,31,16,15,3,160,19,49,14,6,3,0,89,18,46,19,3,3,0,91,3,13,3,0,0,0,23,4,9,4,3,0,0,15,10,18,4,0,0,0,39,7,18,3,0,0,0,28,4,3,5,0,0,0,7,3,3,3,0,0,0,4,5,16,7,12,6,0,53,228,449,233,75,93,12,1097
210051442,12,26,3,3,0,0,53,4,3,0,0,0,0,8,0,4,4,0,3,0,13,5,5,4,0,3,0,16,3,16,7,9,6,0,37,15,15,6,3,6,0,48,12,42,13,11,6,0,88,23,65,21,14,10,0,129,26,106,18,21,7,3,175,50,143,39,23,11,0,260,39,140,14,9,3,3,208,43,204,50,10,5,0,313,18,56,10,11,7,3,102,10,38,16,7,3,0,71,15,81,30,3,3,0,135,22,73,22,4,4,0,128,3,25,10,0,0,0,36,9,13,3,4,3,0,28,8,36,21,0,3,0,64,321,1093,275,127,76,15,1905
210051443,11,23,14,3,12,0,70,0,5,9,0,0,0,14,6,13,10,3,10,0,41,13,12,11,5,3,0,41,16,17,16,7,8,0,58,22,35,32,6,18,0,111,28,52,32,11,15,0,136,40,86,35,17,19,0,206,63,101,55,17,12,4,250,64,160,52,16,11,4,311,50,133,32,16,13,0,238,59,188,49,11,11,3,321,24,77,14,3,4,0,129,35,48,9,0,0,0,96,35,57,21,3,0,0,117,14,65,24,4,3,0,121,9,21,10,3,0,0,38,8,10,5,0,0,0,21,21,50,14,7,14,0,102,512,1156,447,133,151,14,2411
210051444,12,18,8,3,0,0,37,6,0,0,0,0,0,8,3,7,5,0,3,0,11,3,0,0,0,3,0,3,5,15,4,0,0,0,18,7,18,3,4,4,0,38,14,17,10,9,6,4,54,25,74,11,12,11,0,140,47,142,9,13,8,3,224,68,197,19,25,14,4,327,69,210,23,16,11,4,322,80,246,19,19,7,4,377,24,108,17,0,6,0,160,25,52,7,0,3,0,87,25,60,12,0,5,0,100,22,72,11,3,4,3,119,11,28,7,0,0,0,43,5,10,3,0,0,0,18,28,42,10,9,0,0,87,475,1302,182,114,86,17,2180
210051445,3,9,3,0,0,0,16,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3,3,3,0,0,0,11,0,3,0,0,3,0,5,0,10,7,0,0,0,12,4,0,3,3,3,0,19,8,14,0,4,0,0,28,33,24,4,8,4,0,77,24,25,8,3,3,4,64,29,45,8,0,6,0,84,42,55,11,3,4,0,113,18,22,5,0,0,0,43,5,11,0,0,3,0,24,11,24,5,3,0,0,38,11,30,10,0,0,0,45,3,8,11,0,0,0,16,8,0,8,0,0,0,16,8,9,4,0,4,0,26,207,291,91,32,27,4,654
211011251,12,16,10,3,4,0,48,5,3,3,0,0,0,12,9,7,6,3,5,0,30,10,9,6,8,3,0,32,8,14,15,3,5,0,45,14,15,21,10,4,0,66,19,30,16,8,11,0,87,34,49,11,11,18,0,124,30,53,18,14,14,0,132,34,58,22,8,14,0,138,26,72,15,3,7,0,133,50,95,34,3,9,0,191,13,34,7,3,0,0,55,12,27,5,0,3,0,42,27,46,15,5,3,0,91,19,30,18,3,4,0,70,3,13,7,0,0,0,22,0,8,0,0,0,0,11,19,28,5,3,7,0,65,363,611,216,81,126,11,1405
211011254,19,23,18,0,8,3,76,12,0,4,0,4,0,17,8,14,11,0,8,3,35,10,7,13,3,7,0,40,14,14,12,6,12,0,56,17,26,26,3,11,0,74,26,50,26,8,7,0,119,30,66,41,5,13,0,146,28,65,32,9,12,4,150,36,62,29,6,14,3,149,29,73,20,3,3,0,132,54,152,45,12,14,3,276,15,51,6,3,3,0,83,31,59,24,0,8,0,123,28,76,22,7,6,0,139,46,118,38,12,4,0,217,14,21,11,0,0,3,48,12,14,0,0,0,0,25,27,46,24,5,3,0,103,455,934,406,84,130,21,2031
211011255,3,9,17,0,0,0,32,0,3,3,0,3,0,11,4,8,13,0,0,0,24,5,4,7,0,0,0,16,4,7,8,0,3,0,26,9,21,13,3,3,0,45,9,28,9,0,3,0,50,13,19,19,6,7,0,66,13,22,22,5,0,0,62,14,23,28,9,6,0,75,3,32,10,0,3,0,47,14,65,41,3,9,0,132,11,30,9,0,3,0,50,9,25,9,0,0,0,46,18,50,15,0,3,0,79,25,68,35,3,6,0,134,10,23,16,0,3,0,56,5,22,15,0,0,0,42,3,21,20,0,0,0,52,178,476,315,31,43,6,1055
211011256,21,18,20,4,5,0,81,4,6,8,0,4,0,20,11,15,14,5,3,0,51,16,9,16,0,7,0,50,12,24,25,3,11,0,76,21,39,38,3,12,0,112,18,53,49,4,14,3,138,30,68,47,9,16,0,167,27,71,25,11,9,0,137,36,74,42,8,9,0,163,22,72,23,0,11,3,126,53,122,65,7,9,0,255,20,64,21,0,3,0,108,19,49,14,0,4,0,93,26,57,36,3,4,0,134,50,107,38,3,0,0,195,11,18,16,0,0,0,45,6,11,13,0,3,0,38,20,37,33,7,4,3,101,418,912,535,76,133,13,2093
211011257,7,19,4,3,5,0,35,0,0,6,0,0,0,10,3,4,14,0,3,0,20,4,7,4,0,0,0,29,3,20,19,0,0,0,38,12,14,10,5,4,3,44,15,41,23,3,3,0,82,9,36,37,7,6,0,92,20,54,11,3,4,0,95,27,27,17,3,4,0,88,13,45,14,7,5,0,80,20,84,43,6,4,0,166,14,43,17,0,3,3,81,21,55,10,0,3,0,88,22,69,20,0,8,0,113,32,78,29,3,3,0,148,16,8,13,3,0,0,39,3,7,3,0,0,0,21,9,25,12,3,4,0,55,256,636,308,43,79,13,1327
211011258,14,23,21,0,6,0,68,5,5,3,0,0,0,16,9,14,5,0,0,0,31,10,11,9,0,3,0,40,4,17,13,4,9,0,47,8,32,19,3,7,0,65,21,41,30,4,7,0,102,28,44,25,0,11,0,110,11,58,36,3,4,0,108,19,58,31,3,6,0,124,15,48,24,4,6,0,94,23,111,56,5,4,0,204,6,37,18,0,0,0,61,11,31,13,0,0,0,59,26,87,28,3,9,0,146,54,90,50,0,9,0,196,14,23,10,0,5,0,49,7,14,10,0,0,0,22,17,39,22,3,6,0,93,310,768,424,45,89,9,1636
211011259,25,18,29,3,10,4,81,5,3,8,0,0,0,22,20,11,8,0,3,0,43,13,9,3,4,6,0,35,11,11,18,8,4,0,54,18,25,16,3,4,3,70,15,36,27,5,4,4,95,21,48,31,8,7,0,118,29,61,24,12,8,0,125,22,51,18,4,11,0,109,14,40,13,9,5,0,82,46,81,35,3,6,5,176,19,51,11,3,4,0,93,17,55,6,4,5,0,90,35,69,19,0,3,0,125,42,87,34,5,7,0,170,11,21,15,0,0,0,47,10,16,7,0,0,0,34,14,25,20,0,5,0,57,384,718,337,70,88,19,1619
211011260,23,37,33,6,7,0,109,6,10,10,0,3,0,32,22,13,12,0,0,0,54,5,8,15,0,4,0,28,14,26,25,0,7,0,71,22,18,37,5,3,0,89,20,49,44,3,15,0,129,29,54,35,4,11,4,129,29,43,40,3,9,0,120,29,58,40,6,8,0,149,21,45,28,8,4,0,109,43,94,69,10,10,0,228,21,43,17,0,4,0,94,18,60,16,3,3,0,97,23,69,26,9,10,0,137,53,115,44,9,8,0,229,26,32,27,3,7,0,86,8,27,22,0,4,0,60,13,27,22,3,9,0,70,428,826,558,82,130,9,2034
211011446,29,34,13,4,10,3,91,9,7,7,0,0,0,24,15,4,7,0,17,0,48,14,9,10,3,10,0,46,21,9,25,4,13,0,75,30,34,26,14,22,0,135,42,60,34,9,22,0,167,57,101,45,22,26,0,249,65,111,38,21,23,0,264,70,132,33,16,18,3,267,54,110,20,10,9,0,200,106,172,61,14,18,5,375,52,77,19,10,3,0,154,51,58,9,6,3,0,133,66,83,21,6,4,3,179,36,87,14,5,6,0,147,8,16,5,0,0,0,33,7,7,4,0,0,0,19,28,42,22,10,11,0,112,763,1145,406,156,222,29,2721
211011447,23,24,8,3,4,0,67,8,0,6,0,0,0,18,18,3,5,4,6,0,37,5,8,8,3,11,0,33,14,20,12,4,5,0,53,16,34,23,11,10,0,100,26,45,28,12,13,0,120,31,61,21,13,9,3,138,36,68,24,7,11,0,150,38,94,26,6,20,3,192,44,81,16,6,9,0,158,71,106,36,9,14,0,244,24,50,15,3,4,0,91,21,42,14,0,3,0,81,33,59,22,3,8,0,122,29,53,21,0,3,0,105,16,18,6,0,3,0,37,9,13,3,0,0,0,25,15,35,25,5,5,0,86,485,799,316,101,144,11,1861
211011448,25,20,17,5,3,0,74,6,8,8,0,3,0,33,11,6,18,0,10,0,45,17,7,13,3,3,0,41,18,19,26,8,7,3,83,21,24,27,12,16,0,96,35,57,39,10,14,0,151,36,61,45,14,12,0,173,28,91,32,16,13,3,177,32,85,33,14,16,3,181,27,85,28,7,9,0,161,60,151,37,11,11,3,280,25,68,16,4,3,3,123,21,43,21,3,0,0,87,59,72,19,3,6,0,167,28,74,20,5,3,0,130,10,18,10,0,0,0,36,9,10,3,0,0,0,24,21,27,19,6,7,0,82,498,934,426,120,136,21,2127
211011449,6,4,4,0,3,0,17,0,0,0,0,0,0,3,6,3,5,0,0,0,19,0,3,3,0,0,0,9,6,9,9,4,3,0,29,4,10,12,3,7,0,32,16,18,12,0,4,0,48,16,15,12,0,3,0,47,12,24,8,9,8,0,65,14,44,10,3,6,0,77,17,39,8,0,7,0,70,21,36,7,0,6,0,66,13,28,3,0,0,0,45,7,17,0,0,0,0,24,17,25,3,4,0,0,41,14,24,6,0,0,0,39,5,6,0,0,0,0,10,3,3,0,0,0,0,8,8,10,7,5,3,0,38,176,313,105,37,58,7,692
211021261,28,28,28,0,3,0,93,6,3,10,3,3,0,25,9,16,14,3,4,0,45,7,9,6,0,0,0,31,6,16,17,0,0,0,45,12,30,14,4,8,0,59,16,35,23,3,4,0,88,19,32,20,5,3,0,84,12,37,26,6,5,3,77,19,37,15,3,12,0,90,15,41,13,3,5,0,74,48,85,61,12,9,3,211,9,34,18,0,4,0,68,17,41,16,3,0,0,79,20,79,31,0,5,0,128,63,164,76,3,6,3,315,20,81,31,6,5,0,143,19,78,37,5,4,0,143,19,41,28,0,6,3,98,369,893,473,63,88,14,1898
211021262,17,24,21,0,4,0,57,4,3,6,0,3,0,13,0,10,7,0,0,0,18,3,6,9,0,0,0,19,7,8,9,3,7,0,32,10,12,16,0,6,0,32,21,19,22,3,3,0,74,20,28,19,0,7,0,77,10,36,17,7,0,0,75,10,29,19,3,9,0,69,5,38,15,4,6,0,63,25,68,45,6,5,0,157,11,27,10,0,5,0,60,8,27,17,3,0,0,57,27,54,19,7,0,3,99,26,122,49,6,6,0,203,17,51,29,0,3,0,98,22,60,21,3,0,0,113,11,34,27,3,7,0,77,260,657,373,46,69,7,1408
211031263,13,10,14,4,3,0,51,10,3,4,4,4,0,25,13,10,12,3,3,0,35,8,3,7,0,5,0,29,13,11,17,7,9,0,60,18,30,23,4,11,3,88,19,47,28,12,15,3,128,23,68,23,15,20,0,145,28,61,21,15,13,3,135,39,95,22,8,9,3,169,32,75,18,3,11,0,141,44,100,42,4,8,3,201,22,49,3,4,3,0,79,27,46,12,3,0,0,86,23,69,23,3,9,0,120,20,45,26,3,8,0,99,3,10,8,3,0,0,27,4,6,0,0,0,0,10,19,33,20,4,8,0,78,375,753,318,100,127,17,1692
211031265,26,21,27,3,13,0,94,6,11,15,0,4,0,40,19,17,22,8,6,0,67,12,11,10,3,6,0,51,18,36,27,0,5,0,95,24,38,42,11,22,3,132,36,58,46,9,15,0,160,21,64,43,9,13,3,156,36,92,48,12,12,3,199,42,107,53,15,19,0,234,18,71,33,3,3,0,123,56,160,75,10,17,7,322,23,80,29,5,3,0,138,23,64,19,3,0,0,116,58,144,42,4,4,0,250,62,154,50,3,12,0,285,10,44,12,0,0,0,70,7,23,5,0,4,0,44,22,48,25,3,12,0,117,512,1257,632,99,169,26,2692
211031266,28,14,9,0,9,3,66,3,5,3,0,3,0,17,10,6,7,4,12,0,38,13,13,6,4,3,0,37,10,15,11,4,4,0,44,20,23,13,5,8,0,74,22,38,15,8,10,5,98,25,53,20,3,12,3,112,32,57,10,12,8,0,128,23,63,15,4,11,3,116,29,65,8,5,3,0,115,60,117,18,5,9,5,219,32,37,6,6,3,0,88,24,55,9,0,0,0,92,44,83,19,6,7,0,146,46,81,20,4,3,0,154,5,23,8,0,3,0,38,5,17,9,0,0,0,35,21,23,14,3,3,6,70,458,775,232,85,107,29,1683
211031267,20,13,10,0,13,0,63,13,6,3,0,7,0,26,22,10,10,0,5,0,54,8,21,9,5,5,0,40,20,20,24,3,9,3,80,19,28,16,8,7,0,79,29,58,23,3,9,0,135,34,85,27,6,23,3,180,43,77,32,7,19,0,179,57,107,28,9,10,0,210,42,87,27,4,11,0,176,58,176,34,10,14,0,291,47,99,3,4,8,0,158,33,68,13,5,4,0,132,69,111,36,4,3,0,228,59,142,24,6,4,5,244,18,39,7,0,0,0,73,12,17,3,0,0,0,29,23,46,24,3,4,0,100,624,1216,367,96,152,19,2470
211031268,14,22,14,0,0,0,56,7,0,7,0,3,0,16,8,4,8,0,3,0,26,10,7,3,3,7,0,27,6,8,6,8,0,0,30,6,11,11,4,8,0,41,12,31,18,0,7,0,72,10,23,18,0,6,0,63,16,42,23,4,6,0,90,10,52,25,3,3,0,101,10,33,9,0,4,0,63,26,81,26,6,3,0,149,16,43,12,0,0,0,74,16,48,8,3,0,0,69,14,72,17,5,9,3,119,40,106,35,3,3,3,194,9,29,8,0,0,0,49,13,16,12,0,0,0,38,16,17,17,4,7,0,60,265,665,280,53,74,10,1350
211031450,20,7,13,3,3,0,55,11,8,4,0,3,0,22,5,16,0,5,0,3,33,9,0,6,0,5,0,22,16,18,16,10,14,0,73,21,24,10,7,9,0,69,34,29,17,11,14,0,105,43,56,18,15,15,0,144,47,65,21,25,15,4,177,57,94,14,9,15,9,193,40,72,12,3,3,0,132,74,121,18,8,12,5,237,46,65,5,3,0,0,122,30,34,9,4,3,0,76,49,56,6,3,3,0,111,35,60,5,0,3,0,105,6,17,4,0,0,0,23,11,5,0,0,0,0,21,28,25,13,4,5,0,70,578,776,181,116,123,22,1800
211031451,11,16,6,4,3,0,43,3,3,6,0,0,0,14,7,6,4,0,6,0,31,10,4,11,0,3,0,22,16,10,13,7,7,0,49,11,32,11,0,7,0,60,18,27,17,10,5,0,73,21,41,26,13,13,3,118,26,57,25,4,7,0,121,30,52,19,9,19,0,125,27,52,10,3,5,4,97,56,112,28,3,12,0,207,40,44,10,0,4,0,98,18,37,9,3,0,3,66,34,80,23,12,3,0,153,49,121,32,5,4,0,214,18,16,3,0,0,0,38,3,13,3,0,0,0,21,8,31,17,7,5,3,76,405,759,269,71,103,15,1627
211031452,12,11,3,4,0,0,21,0,3,7,0,0,0,6,3,0,0,0,0,0,14,5,3,4,0,0,0,17,5,0,0,0,7,0,19,6,21,9,3,6,0,37,7,18,5,3,0,0,38,12,25,9,0,4,0,51,7,31,8,8,3,3,58,14,27,9,3,14,0,68,17,29,11,4,3,0,60,21,48,9,3,3,0,91,21,21,0,0,4,0,49,10,16,0,0,0,0,23,13,26,3,0,0,0,44,16,28,4,0,3,0,48,7,7,0,0,0,0,21,0,7,0,0,0,0,13,14,11,5,3,0,0,31,187,330,97,33,55,11,713
