SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
202021026,3323,..,..,..,..,3323,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,4,3,6,0,6,..,0,0,0,0,0,..,7,3,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
202021027,4000,..,..,..,..,4000,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,3,8,0,8,..,12,24,37,0,37,..,0,3,3,0,3,..,21,30,49,0,49,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,9,0,9,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,19,3,17,..,17,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0
202021028,3845,..,..,..,..,3845,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,4,8,0,8,..,8,0,15,0,15,..,13,0,13,0,13,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
202021029,1981,..,..,..,..,1981,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,5,0,5,..,3,0,3,0,3,..,7,0,7,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,3,8,..,0
202021030,4106,..,..,..,..,4106,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,13,28,37,0,40,..,0,0,0,0,0,..,14,26,44,0,46,..,3,0,3,0,3,..,9,0,9,0,9,..,5,0,5,0,5,..,19,0,19,0,19,..,14,0,17,0,17,..,0,0,0,0,0,..,4,0,10,0,10,..,7,4,6,0,6,..,3,0,3,0,3,..,3,0,5,0,5,..,3,0,3,0,3,..,16,3,23,0,23,..,24,0,19,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3
202021031,2928,..,..,..,..,2928,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,6,0,6,..,4,0,4,0,4,..,14,0,14,0,14,..,8,0,8,0,8,..,21,0,21,0,21,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,18,0,18,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4
202031032,2051,..,..,..,..,2051,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
202031033,3098,..,..,..,..,3098,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,9,0,9,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,11,0,11,0,11,..,3
203011034,2931,..,..,..,..,2931,..,0,0,0,0,3,..,4,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,12,0,12,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,27,0,23,0,23,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0
203011035,3198,..,..,..,..,3198,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
203011036,2644,..,..,..,..,2644,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0
203021037,5700,..,..,..,..,5700,..,7,0,7,0,7,..,21,4,22,0,22,..,3,0,3,0,3,..,13,4,15,0,15,..,59,12,75,0,76,..,4,0,4,0,4,..,72,20,92,0,98,..,9,4,11,0,11,..,7,0,7,0,7,..,14,0,14,0,14,..,19,0,19,0,19,..,22,7,29,0,29,..,10,0,16,0,16,..,32,0,32,0,34,..,36,0,33,0,40,..,11,3,14,0,14,..,18,0,18,0,18,..,17,3,25,0,25,..,131,8,133,3,134,..,38,9,46,0,46,..,12,0,13,0,13,..,3,3,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,21,3,25,0,25,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,13,0,13,0,17,..,0,0,0,0,0,..,4
203021038,9339,..,..,..,..,9339,..,7,0,7,0,7,..,47,30,74,0,81,..,3,0,3,0,3,..,19,0,19,0,19,..,60,13,76,0,76,..,9,0,9,0,9,..,94,13,108,0,108,..,189,30,221,7,228,..,38,0,38,0,38,..,13,0,13,0,13,..,27,3,30,0,26,..,30,10,38,0,38,..,0,0,0,0,0,..,15,3,17,0,17,..,65,3,63,0,63,..,0,0,0,0,0,..,36,0,38,0,38,..,8,0,8,0,8,..,120,11,125,0,125,..,66,7,67,0,67,..,3,0,3,0,3,..,5,0,3,0,3,..,107,34,143,0,147,..,10,0,10,0,10,..,29,12,43,0,43,..,29,5,34,0,34,..,19,0,19,0,19,..,3,0,3,0,3,..,117,33,151,0,151,..,51,0,51,0,51,..,6,0,6,0,6,..,38,0,44,0,44,..,13
203021039,4922,..,..,..,..,4922,..,4,0,4,0,4,..,21,7,26,0,30,..,0,0,0,0,0,..,10,0,10,0,10,..,53,10,66,0,66,..,3,3,8,0,8,..,72,16,83,0,83,..,24,4,29,0,29,..,10,0,7,0,7,..,18,0,15,0,21,..,11,0,11,0,17,..,63,3,62,0,67,..,4,0,4,0,4,..,51,0,54,0,54,..,26,0,33,0,33,..,7,0,9,0,9,..,4,0,3,0,3,..,19,0,19,0,19,..,119,4,121,0,121,..,78,11,86,3,93,..,12,0,14,0,14,..,12,4,8,0,8,..,3,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,4,0,4,0,4,..,6,0,4,0,4,..,0,0,0,0,0,..,11,3,18,0,14,..,4,0,4,0,4,..,7,0,7,0,7,..,12,0,12,0,12,..,19
203021040,7625,..,..,..,..,7625,..,3,0,3,0,3,..,7,0,7,0,11,..,0,0,0,0,0,..,18,6,20,0,22,..,51,21,73,0,73,..,9,8,11,0,11,..,78,34,114,0,114,..,48,3,50,0,50,..,14,0,14,0,14,..,19,0,19,0,19,..,36,0,37,0,37,..,45,13,55,0,55,..,3,0,3,0,3,..,33,0,33,0,33,..,43,3,43,0,47,..,8,0,8,0,8,..,25,0,27,0,27,..,43,0,43,0,43,..,150,3,150,3,152,..,155,31,184,8,187,..,10,0,13,0,13,..,0,7,7,0,7,..,67,8,75,0,75,..,6,0,6,0,6,..,20,4,23,0,23,..,13,0,13,0,13,..,9,0,13,0,13,..,0,0,0,0,0,..,31,0,27,0,27,..,5,0,3,0,3,..,11,0,11,0,11,..,13,0,10,0,10,..,0
203021041,9627,..,..,..,..,9627,..,19,0,19,0,19,..,37,3,46,0,46,..,3,0,3,0,3,..,23,10,30,0,30,..,97,33,129,0,128,..,9,0,10,0,10,..,122,45,161,0,168,..,18,0,18,0,18,..,19,0,19,0,19,..,6,0,6,0,6,..,26,0,26,0,25,..,24,3,24,0,29,..,16,0,14,0,14,..,47,0,47,0,47,..,36,0,43,0,43,..,30,0,38,0,38,..,11,0,11,0,11,..,9,0,9,0,9,..,153,9,161,0,161,..,62,0,63,0,63,..,19,0,19,0,19,..,4,3,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,40,7,42,0,42,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,14,0,13,0,13,..,8,0,8,0,8,..,11,0,11,0,11,..,26,0,26,0,26,..,3
203021042,9041,..,..,..,..,9041,..,18,0,18,0,18,..,99,7,109,0,109,..,0,0,0,0,0,..,38,7,49,0,49,..,176,36,216,0,216,..,16,3,14,0,14,..,230,49,275,0,275,..,36,0,34,0,34,..,21,0,19,0,18,..,21,3,25,0,25,..,53,0,53,0,52,..,25,0,25,0,25,..,21,0,21,0,21,..,47,0,47,0,47,..,53,11,63,0,63,..,32,0,32,0,32,..,20,0,20,0,20,..,24,0,24,0,24,..,198,10,210,0,210,..,81,0,82,0,82,..,13,0,13,0,13,..,8,0,8,0,8,..,25,0,27,0,27,..,3,0,0,0,0,..,45,4,45,0,45,..,18,0,18,0,18,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,11,..,7,0,7,0,7,..,18,0,20,0,20,..,4,0,4,0,4,..,10
203021043,7266,..,..,..,..,7266,..,5,0,5,0,5,..,11,0,17,0,17,..,0,0,0,0,0,..,3,3,8,0,8,..,32,10,44,0,44,..,0,0,0,0,0,..,33,15,50,0,50,..,58,0,63,0,63,..,19,0,15,0,15,..,7,0,7,0,7,..,24,0,25,0,25,..,19,0,18,0,18,..,3,0,3,0,3,..,14,0,14,0,13,..,20,3,21,0,21,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,4,0,4,..,47,3,50,0,51,..,60,0,59,3,63,..,3,0,3,0,3,..,0,0,0,0,0,..,25,0,32,0,32,..,24,0,24,0,24,..,3,0,3,0,3,..,11,0,11,0,11,..,7,0,8,0,8,..,5,0,9,0,9,..,14,0,18,0,21,..,40,3,48,0,48,..,7,0,7,0,7,..,50,0,50,0,50,..,0
203021044,5556,..,..,..,..,5556,..,9,0,9,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,8,0,9,..,14,9,22,0,21,..,0,0,0,0,0,..,15,6,26,3,27,..,6,0,8,0,8,..,10,0,10,0,10,..,6,0,8,0,8,..,17,0,17,0,17,..,25,4,30,3,33,..,4,0,4,0,4,..,16,3,16,0,16,..,11,0,17,0,17,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,7,0,10,..,38,3,42,3,48,..,45,4,55,3,54,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,9,0,9,0,9,..,7,0,7,0,7,..,0
203021045,5994,..,..,..,..,5994,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,13,9,21,0,21,..,0,0,0,0,0,..,16,8,23,0,23,..,12,4,15,0,15,..,16,0,15,0,15,..,4,0,4,0,4,..,27,0,30,0,30,..,22,0,25,0,24,..,0,0,0,0,0,..,15,0,15,0,15,..,26,3,32,0,32,..,12,0,13,0,13,..,0,0,3,0,3,..,18,0,18,0,18,..,68,7,76,0,76,..,81,8,91,3,96,..,5,0,5,0,5,..,0,3,3,0,3,..,3,0,3,4,7,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,6,0,6,..,3,0,3,0,3,..,5,0,5,0,5,..,14,0,16,0,16,..,17,0,17,0,17,..,0,0,0,0,3,..,10,0,10,0,10,..,0
203021046,4185,..,..,..,..,4185,..,0,0,0,0,0,..,15,0,13,3,17,..,0,0,0,0,0,..,18,3,21,0,21,..,41,10,48,0,48,..,8,6,11,0,11,..,63,16,78,0,78,..,28,3,29,0,29,..,11,0,11,0,12,..,16,0,16,0,16,..,16,0,16,0,16,..,16,0,17,0,17,..,5,0,5,0,5,..,18,0,18,0,16,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,51,0,48,0,54,..,27,13,44,0,41,..,4,0,4,0,4,..,8,0,4,0,4,..,10,0,10,0,10,..,4,0,4,0,4,..,6,0,8,0,8,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0
203021047,4626,..,..,..,..,4626,..,0,0,0,0,0,..,23,6,30,0,30,..,0,0,0,0,0,..,4,4,7,0,7,..,36,7,43,0,43,..,0,0,5,0,5,..,45,11,59,0,59,..,392,81,477,7,482,..,7,0,6,0,6,..,9,0,7,0,7,..,37,0,36,0,36,..,33,3,36,0,36,..,0,0,0,0,0,..,20,0,21,0,21,..,45,4,47,0,47,..,3,0,3,0,3,..,11,3,15,0,15,..,14,0,14,0,16,..,95,4,106,0,108,..,174,25,195,5,200,..,10,0,10,0,10,..,7,0,6,0,6,..,151,27,178,3,180,..,5,0,5,0,5,..,5,0,12,0,10,..,48,15,68,0,68,..,36,14,45,0,47,..,3,0,3,0,3,..,82,5,90,4,89,..,20,0,15,0,15,..,4,0,8,0,8,..,22,0,22,0,22,..,8
203031048,5809,..,..,..,..,5809,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,10,0,10,..,12,3,15,0,18,..,0,0,0,0,0,..,17,5,23,0,23,..,9,4,13,0,13,..,10,0,10,0,10,..,4,0,4,0,4,..,28,0,28,0,28,..,23,0,23,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,36,3,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0
203031049,2211,..,..,..,..,2211,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,0,0,0,0,0,..,7,0,7,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,9,0,9,..,10,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,0
203031050,10416,..,..,..,..,10416,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,8,0,12,0,12,..,33,12,38,0,38,..,6,0,6,0,6,..,43,10,55,0,55,..,3,0,3,0,3,..,26,0,26,0,26,..,14,0,14,0,14,..,42,0,43,0,43,..,26,0,22,0,22,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,28,0,28,0,28,..,42,3,44,0,46,..,8,0,5,0,7,..,0,0,0,0,0,..,5,0,3,0,3,..,5,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0
