SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED26303,646,97,156,221,218,199,125,52,2083,0,0,0,0,0,0,0,0,0,3,3,595,308,1038,205,307,352,351,301,178,98,3731,659,325,300,55,59,40,25,17,16,33,1522,354,224,311,38,50,47,43,50,29,23,1169,19,15,9,7,10,8,5,5,5,4,93,3,0,0,0,0,0,0,0,0,0,7,371,240,324,41,60,61,48,52,32,29,1268,0,0,0,0,0,0,0,0,0,3,5,1029,565,627,97,118,99,76,73,50,65,2796,902,134,47,9,8,4,7,4,3,27,1142,617,79,49,12,12,9,9,3,5,18,818,76,17,18,7,3,5,11,3,6,4,152,3,0,0,0,0,0,0,0,0,0,7,704,98,62,14,17,18,20,6,11,24,976,0,0,0,0,0,0,0,0,0,0,0,1601,233,106,27,26,23,25,13,18,52,2122,735,18,17,6,0,4,5,3,0,18,806,768,8,8,0
SED26406,2381,417,523,663,835,828,455,188,7434,0,0,0,0,0,0,0,0,0,3,4,786,826,2720,487,597,750,922,903,509,230,8723,554,229,183,24,28,27,17,10,7,21,1103,725,669,929,130,168,134,149,143,70,38,3163,20,28,79,13,25,25,23,26,11,8,254,0,0,9,0,0,0,0,0,0,0,18,745,703,1010,146,195,159,170,174,83,50,3424,0,0,0,0,0,0,0,0,0,0,3,1295,925,1195,171,223,186,188,181,91,67,4534,815,90,52,8,7,7,3,3,0,23,1008,961,225,169,41,26,28,22,12,19,23,1528,97,37,72,18,19,20,16,19,22,17,326,6,0,0,0,0,0,0,0,0,0,8,1067,265,243,57,47,42,41,29,39,44,1865,0,0,0,0,0,0,0,0,0,0,0,1882,352,296,63,56,51,45,34,44,64,2881,822,25,17,3,0,6,0,0,0,9,882,1137,68,35,5
SED26504,145,20,24,31,47,49,40,16,418,0,0,0,0,0,0,0,0,0,0,0,70,43,185,39,36,43,54,57,48,26,592,149,58,49,9,3,5,9,11,3,16,310,23,62,95,9,10,5,9,5,4,16,241,0,3,9,0,3,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,61,106,9,13,7,9,10,7,15,264,0,0,0,0,0,0,0,0,0,0,0,179,118,153,16,18,10,21,23,8,27,577,359,73,38,3,7,4,0,3,3,17,500,70,17,14,6,0,0,0,0,0,9,119,11,0,6,0,0,0,0,4,0,3,25,0,0,0,0,0,0,0,0,0,0,3,82,18,18,3,0,4,0,6,0,9,146,4,0,0,0,0,0,0,0,0,0,7,440,95,57,10,5,4,3,11,6,24,652,605,30,16,0,0,0,0,5,3,28,689,121,11,8,0
SED26603,1680,287,423,485,537,472,243,113,5014,0,0,0,0,0,0,0,0,0,5,11,643,522,1984,380,538,555,628,526,275,150,6204,564,249,207,37,36,24,20,7,8,14,1174,641,529,759,117,130,132,111,100,57,58,2641,38,52,69,22,24,33,22,21,17,7,310,7,3,5,0,0,0,0,0,0,3,21,686,588,834,143,153,168,137,122,69,72,2964,0,0,0,0,0,0,0,0,0,0,7,1253,840,1044,177,188,191,152,129,78,85,4145,717,90,50,16,5,3,8,3,3,22,924,1242,154,148,27,20,20,14,19,5,48,1700,173,55,41,10,17,9,3,23,6,18,363,9,5,0,0,0,0,0,0,0,3,18,1423,216,192,32,39,37,25,38,14,65,2082,3,0,0,0,0,0,0,0,0,3,10,2137,311,239,48,45,40,32,45,17,94,3013,549,23,22,3,5,0,4,0,4,25,629,1310,36,26,0
SED26708,96,22,28,33,21,26,14,8,305,0,0,0,0,0,0,0,0,0,0,6,84,76,167,43,38,50,31,40,23,25,580,186,74,56,15,5,10,3,7,0,17,375,42,44,65,8,9,5,11,6,8,14,210,3,0,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,40,50,74,9,9,13,11,6,8,16,228,0,0,0,0,0,0,0,0,0,0,3,223,126,131,26,15,20,11,15,4,29,602,430,79,34,9,5,3,5,4,0,27,594,68,21,25,3,7,4,3,0,0,0,138,4,4,5,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,75,30,30,3,7,8,4,0,3,7,163,0,0,0,0,0,0,0,0,0,0,0,504,100,66,5,10,11,10,8,6,32,754,661,27,17,5,7,3,3,0,0,35,757,84,6,8,3
SED26806,1220,333,401,488,539,755,426,135,5273,0,0,3,0,0,0,0,0,0,9,10,1223,823,2136,736,825,992,990,1310,705,254,10001,736,348,445,108,87,70,85,96,54,48,2066,471,357,493,97,119,132,102,157,71,38,2034,15,8,18,3,3,8,14,25,14,16,124,3,0,0,0,0,0,0,0,0,0,11,483,369,516,98,122,141,118,181,83,57,2166,0,0,0,0,0,0,0,0,0,4,4,1224,713,966,209,206,205,202,276,135,111,4240,856,158,102,35,13,32,23,26,15,34,1288,514,119,97,26,16,25,24,29,23,20,899,33,23,26,9,5,7,9,15,9,18,169,0,0,0,0,0,0,0,0,0,0,4,549,144,121,38,22,32,38,45,30,43,1067,3,0,0,0,0,0,0,0,0,3,3,1408,305,226,67,44,64,62,65,46,80,2361,861,38,35,19,11,14,8,8,7,18,1014,624,46,30,0
SED26903,1799,281,420,535,628,539,259,122,5388,0,0,0,0,0,0,3,0,3,6,14,586,545,2049,349,484,586,681,571,292,158,6302,447,176,204,29,27,24,9,21,6,40,980,604,496,724,85,89,126,106,83,43,50,2400,62,61,126,25,22,46,22,22,17,19,428,3,5,8,0,3,0,4,0,0,4,27,664,564,861,109,115,176,133,106,60,72,2855,4,0,4,0,0,0,0,0,0,0,5,1113,741,1065,139,144,199,144,125,62,112,3842,591,70,43,3,3,4,9,3,3,20,752,1099,133,132,19,23,22,13,18,3,44,1493,238,64,81,16,13,31,21,24,15,27,523,13,0,0,0,0,0,0,0,0,3,18,1351,201,214,32,31,52,41,38,16,74,2040,0,0,0,0,0,0,0,0,0,0,3,1945,271,257,44,35,52,47,38,18,100,2796,527,20,8,0,0,3,4,0,0,20,591,1347,40,29,4
SED27003,713,172,226,258,312,354,213,93,3116,0,0,0,0,0,0,0,0,0,3,7,1162,656,1411,510,601,644,738,768,454,246,7191,746,364,410,101,87,70,52,64,25,43,1954,551,292,303,47,61,64,61,63,36,35,1507,100,72,83,12,14,11,13,24,8,9,339,3,3,7,0,0,0,0,0,0,0,13,650,370,388,62,71,76,70,90,46,43,1862,0,0,0,0,0,0,0,0,0,3,5,1397,734,797,160,159,143,127,152,72,86,3823,832,115,77,17,24,11,9,10,5,32,1137,624,117,68,0,14,4,18,13,12,19,905,319,62,62,13,9,9,6,11,7,15,522,12,4,0,0,0,0,0,0,0,0,16,955,182,133,16,25,18,30,28,21,43,1442,0,0,0,0,0,0,0,0,0,0,7,1782,299,204,35,48,25,40,36,33,72,2586,744,29,18,3,3,6,0,0,3,11,826,583,27,14,0
SED27101,1333,191,245,252,266,251,133,76,3662,0,0,0,0,0,0,0,0,0,0,0,586,703,1469,230,285,280,290,278,141,99,4359,483,162,140,20,29,16,8,18,8,22,904,559,536,686,80,114,109,73,79,24,37,2299,15,42,130,35,43,28,26,19,16,15,384,0,4,4,0,0,0,0,0,0,0,12,574,582,826,113,156,141,102,99,44,53,2698,0,0,0,0,0,0,0,0,0,0,0,1059,748,964,136,182,149,115,119,51,76,3596,742,110,63,7,12,0,11,5,3,31,987,570,158,218,30,29,19,25,18,4,21,1078,105,53,83,19,27,37,36,40,10,23,425,3,0,0,0,0,0,0,0,0,0,4,673,212,303,47,53,53,58,62,11,42,1508,0,0,0,0,0,0,0,0,0,0,0,1412,315,362,57,67,57,63,61,17,74,2492,837,42,23,0,3,0,5,4,0,17,942,681,49,36,3
SED27208,114,22,24,26,35,53,15,13,351,0,0,0,0,0,0,0,0,0,46,46,54,47,160,27,34,42,47,64,23,55,549,137,40,38,11,7,10,0,4,3,15,257,44,51,106,13,6,16,6,8,6,6,269,0,0,7,6,0,3,3,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,46,51,112,22,6,15,6,11,10,12,289,0,0,0,0,0,0,0,0,0,43,50,183,86,154,27,11,22,13,10,15,72,593,427,36,30,3,8,3,3,3,3,32,546,75,25,36,5,11,6,0,0,0,8,165,7,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,81,27,37,5,8,6,0,0,3,12,178,0,0,0,0,0,0,0,0,0,48,47,509,63,69,12,18,7,3,3,5,83,772,740,15,19,5,0,0,0,6,0,36,814,121,14,7,0
SED27305,557,72,87,66,69,66,20,25,1567,0,0,0,0,0,0,0,0,0,0,0,558,359,620,82,100,76,78,75,35,36,2025,482,111,96,20,16,19,18,7,0,17,779,647,460,424,59,57,44,31,19,9,28,1775,20,35,69,10,12,8,12,10,5,5,183,0,0,0,0,0,0,0,0,0,0,8,671,497,487,73,65,53,44,28,10,31,1964,0,3,0,0,0,0,0,0,0,0,5,1148,609,582,91,90,68,64,35,10,46,2749,1083,109,76,6,20,5,8,0,0,29,1342,1190,274,258,38,19,14,15,7,4,30,1847,139,38,40,14,16,10,15,7,4,7,296,10,0,0,0,0,0,0,0,0,0,12,1337,315,301,52,36,25,28,17,6,35,2152,0,0,0,0,0,0,0,0,0,0,0,2419,424,382,65,56,29,34,16,8,64,3494,1189,44,34,5,3,3,3,0,0,25,1306,1369,113,56,9
SED27406,310,76,55,67,85,73,40,17,962,0,0,0,0,0,0,0,0,0,0,3,332,208,477,128,114,99,128,100,48,36,1666,567,321,334,61,73,63,57,49,30,35,1586,254,202,252,49,60,41,35,50,23,14,979,3,4,3,3,3,3,7,9,3,7,48,0,6,0,0,0,0,0,0,0,0,3,260,209,260,53,68,46,48,59,27,15,1033,0,0,0,0,0,0,0,0,0,0,0,832,535,595,117,137,109,101,103,54,53,2617,1126,288,230,62,34,30,27,29,13,30,1881,505,118,88,19,18,14,21,12,7,15,807,27,10,25,0,11,6,9,11,6,4,103,3,0,0,0,0,0,0,0,0,0,9,533,129,113,24,28,19,24,19,8,15,920,0,0,0,0,0,0,0,0,0,0,0,1659,418,345,86,63,54,56,52,24,46,2799,1143,86,47,9,10,3,4,9,0,22,1326,514,30,19,3
SED27504,574,69,125,137,146,164,60,63,1596,0,0,0,0,0,0,0,0,0,0,0,187,185,631,91,143,158,168,178,67,76,1885,129,55,52,9,11,9,20,5,0,13,304,119,168,345,45,37,60,37,33,19,16,872,30,43,77,14,23,53,27,10,15,9,302,0,3,8,0,0,0,0,0,0,0,14,155,214,428,60,55,111,68,44,29,22,1189,0,0,0,0,0,0,0,0,0,0,4,288,270,481,67,70,120,88,50,30,38,1494,333,52,38,11,4,10,8,8,4,22,496,242,96,131,19,17,14,18,10,3,7,561,49,43,56,6,19,15,11,8,5,8,224,4,3,0,0,0,0,0,0,0,0,10,297,141,183,30,39,33,24,15,9,19,791,0,0,0,0,0,0,0,0,0,0,7,632,198,227,39,43,45,32,30,14,36,1289,521,27,24,0,0,0,0,3,0,18,597,268,36,27,0
SED27608,313,52,60,71,77,100,51,32,866,0,0,0,0,0,0,0,0,0,0,0,221,112,441,83,91,113,111,125,58,53,1400,390,157,171,40,16,38,22,15,3,24,877,111,134,279,31,54,38,21,17,11,14,704,3,3,18,3,8,7,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,3,110,136,295,38,66,37,26,15,9,14,749,3,0,0,0,0,0,0,0,0,9,11,502,295,467,72,82,79,46,31,12,50,1638,662,123,137,21,11,7,10,11,4,17,1009,190,100,131,10,18,8,11,3,3,9,476,9,10,7,0,3,3,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,202,105,134,8,16,13,16,11,6,9,518,0,0,0,0,0,0,0,0,0,0,0,862,228,272,35,25,18,26,15,11,27,1529,875,40,40,3,4,4,0,3,0,24,996,248,26,14,3
SED27708,103,19,24,23,64,88,84,49,509,0,0,0,0,0,0,0,0,0,0,0,114,63,157,33,40,37,86,99,88,58,772,164,67,71,22,8,16,3,4,0,8,368,36,61,97,14,16,16,5,12,12,8,267,0,3,9,0,0,0,3,4,0,3,25,0,0,0,0,0,0,0,0,0,0,7,33,69,111,14,16,16,12,18,8,8,299,0,0,0,0,0,0,0,0,0,0,3,204,140,179,29,23,27,16,25,13,15,671,378,56,55,14,13,7,0,4,0,16,545,64,38,47,3,8,4,9,7,4,3,176,3,3,14,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,68,38,59,8,10,4,9,7,4,3,202,0,0,0,0,0,0,0,0,0,3,3,452,92,119,21,28,12,11,6,3,20,753,574,26,15,0,0,4,3,3,4,24,657,63,9,10,0
SED27807,2497,359,656,797,605,492,250,196,7467,0,0,0,0,0,0,0,0,0,11,16,1174,713,2636,380,686,837,640,520,271,237,8095,304,81,83,16,13,16,12,6,3,20,546,1627,560,862,98,136,172,77,85,41,80,3743,463,243,353,52,110,133,53,47,34,43,1539,17,4,5,3,3,5,0,0,0,4,48,2115,803,1221,148,258,313,128,133,75,132,5327,0,0,0,0,0,0,0,0,0,0,8,2416,887,1300,164,266,328,145,141,77,155,5878,483,56,40,3,0,4,4,3,0,13,610,2176,225,247,36,38,59,38,14,13,91,2938,1205,209,214,39,56,81,32,37,41,100,2019,29,3,4,0,0,0,0,3,0,7,48,3409,436,470,74,95,140,62,59,58,189,5002,0,0,0,0,0,0,0,0,0,0,4,3892,498,509,80,98,143,65,58,58,210,5618,710,20,15,3,5,3,0,0,0,34,800,2449,86,53,8
SED27907,272,45,59,44,57,41,28,21,818,0,0,0,0,0,0,0,0,0,0,0,331,158,363,83,81,66,74,52,46,34,1283,380,111,97,25,23,9,16,13,3,16,689,261,153,211,22,36,25,33,22,13,14,799,14,9,18,3,3,12,14,8,3,8,93,3,3,3,0,0,0,0,0,0,0,11,274,165,235,26,36,41,45,30,16,25,899,0,0,0,0,0,0,0,0,0,0,0,655,280,328,58,60,49,62,44,22,42,1594,838,118,67,15,15,3,6,3,4,36,1106,580,96,86,24,14,10,13,8,0,13,848,54,17,14,3,3,4,8,12,0,4,119,4,0,0,0,0,0,0,0,0,0,5,637,110,102,22,20,16,16,23,4,16,968,3,0,0,0,0,0,0,0,0,0,3,1476,230,166,41,28,25,24,28,5,55,2079,1061,57,26,0,0,7,0,0,3,42,1202,760,41,21,5
SED28007,1162,135,168,207,186,165,107,74,3383,0,0,0,0,0,0,0,0,0,3,8,1024,542,1273,168,193,235,206,175,113,96,4027,483,138,120,23,27,18,12,13,5,31,862,1385,772,924,136,111,95,78,73,37,62,3674,96,57,83,8,7,15,18,11,6,8,313,13,8,6,0,0,3,0,0,0,4,28,1493,839,1008,144,112,118,90,81,49,80,4016,3,0,0,0,0,0,0,0,0,0,3,1980,981,1129,167,139,134,106,94,52,107,4883,976,111,92,11,14,7,7,0,0,36,1268,2517,361,324,40,30,33,24,21,13,59,3418,378,57,48,5,7,6,18,11,17,18,562,20,3,0,0,0,0,0,0,0,4,33,2919,420,371,49,39,40,37,28,26,85,4009,0,0,0,0,0,0,0,0,0,0,7,3899,533,462,56,48,45,44,29,30,121,5277,879,55,22,4,0,0,5,3,0,29,1000,2575,105,77,5
SED28107,5268,700,726,673,690,645,336,180,11589,0,0,3,0,0,0,0,0,0,110,112,1133,1924,5653,770,849,751,738,693,366,335,13195,605,286,332,54,58,29,28,21,8,24,1450,1427,2292,3058,296,278,231,176,175,79,77,8083,43,102,240,23,35,26,34,21,13,13,539,10,15,19,0,3,0,3,0,0,4,48,1482,2406,3314,320,315,253,214,191,95,94,8671,4,0,0,0,0,0,0,0,0,53,65,2090,2695,3649,368,370,281,246,214,98,172,10181,908,176,180,34,30,20,10,10,4,35,1406,1570,643,711,61,72,60,28,46,13,55,3263,142,71,117,18,19,35,29,35,38,50,556,14,3,8,0,0,0,0,0,0,0,28,1729,720,843,77,86,101,55,82,49,104,3844,0,3,0,0,0,0,0,0,0,24,31,2636,899,1018,109,118,119,67,92,55,163,5281,987,73,60,15,11,11,7,6,3,22,1194,1319,175,139,32
SED28203,2430,315,365,501,398,330,184,137,6016,0,0,0,0,0,0,0,0,0,4,8,862,710,2553,333,393,537,420,351,189,167,6512,211,75,78,19,16,9,5,12,4,8,438,1190,833,1251,125,136,130,77,75,37,62,3907,161,138,167,52,48,100,32,21,11,18,755,7,3,7,0,0,0,0,0,3,3,32,1360,971,1424,180,187,233,107,94,47,80,4691,0,0,0,0,0,0,0,0,0,3,7,1573,1049,1503,194,208,240,112,108,53,90,5136,383,38,25,5,0,4,7,0,0,25,484,1847,321,267,37,42,28,14,17,8,74,2661,544,106,111,26,37,46,25,33,22,43,994,21,3,9,0,0,0,0,0,0,0,31,2411,432,388,62,74,81,42,49,29,123,3693,0,0,0,0,0,0,0,0,0,3,6,2795,472,411,66,74,82,52,49,34,146,4184,517,25,13,5,3,0,0,0,0,24,590,2294,75,57,8
SED28301,613,88,97,121,81,106,38,34,2031,0,0,0,0,0,0,0,0,0,0,0,583,537,691,101,102,130,83,113,41,42,2426,378,119,118,19,23,15,8,22,3,12,711,790,485,397,71,115,106,85,96,36,14,2190,28,35,53,22,23,31,31,45,15,23,305,0,0,3,0,0,4,0,0,0,0,11,817,521,457,92,138,141,119,142,46,44,2508,0,0,0,0,0,0,0,0,0,3,3,1195,641,569,108,163,155,131,162,49,60,3229,800,142,111,12,14,5,9,11,0,7,1110,1125,216,258,44,35,29,28,43,16,30,1824,175,79,91,15,22,29,50,25,13,12,507,3,0,0,0,0,0,0,0,0,0,4,1310,294,350,57,53,57,77,68,27,43,2338,0,3,0,0,0,0,0,0,0,3,8,2108,435,456,76,72,67,83,81,27,51,3444,1022,65,30,0,0,3,0,0,0,25,1145,1439,97,49,10
SED28408,247,35,57,37,30,44,24,11,557,0,0,0,0,0,0,0,0,0,0,0,124,75,290,51,83,57,38,56,33,16,822,179,59,49,11,9,12,7,4,3,6,344,50,103,184,18,26,23,14,10,7,3,447,3,3,12,0,3,3,4,3,6,4,36,0,0,3,0,0,0,0,0,0,0,5,54,111,194,18,26,24,19,16,12,6,487,0,0,0,0,0,0,0,0,0,0,0,234,171,248,32,36,39,32,20,17,12,836,347,48,19,0,8,3,7,3,3,13,457,85,57,56,14,3,3,3,4,0,0,231,9,7,11,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,92,67,70,10,4,9,3,5,3,4,265,0,0,0,0,0,0,0,0,0,0,0,437,117,88,12,16,11,9,8,5,16,716,437,15,15,0,0,3,0,0,0,27,501,123,17,13,0
SED28507,1735,206,265,337,292,235,153,76,3999,0,0,0,0,0,0,0,0,0,3,8,535,556,1961,257,325,396,331,252,186,112,4910,428,173,191,22,35,20,11,11,8,23,915,444,712,992,118,118,132,76,83,39,33,2754,22,46,170,23,25,44,30,31,34,10,444,3,6,11,0,0,0,0,0,0,4,30,472,764,1180,137,148,177,103,118,76,47,3221,0,0,0,0,0,0,0,0,0,0,4,895,941,1365,163,184,194,120,126,83,66,4136,878,135,114,14,22,10,3,8,9,40,1227,659,254,288,35,38,24,22,21,6,28,1376,49,36,140,21,13,18,22,32,17,12,344,14,3,7,0,0,0,0,0,0,3,19,719,294,430,48,46,42,40,48,20,46,1740,0,3,0,0,0,0,0,0,0,0,3,1589,436,537,69,71,49,44,51,33,87,2965,1151,52,50,7,3,6,3,0,0,34,1318,736,79,60,13
SED28607,583,114,137,187,173,135,81,69,1963,0,0,0,0,0,0,0,0,0,4,6,598,344,972,243,288,282,260,208,112,103,3406,722,460,395,77,64,41,37,30,17,34,1878,575,270,309,46,63,48,56,34,22,24,1443,40,21,57,9,9,10,6,8,3,11,173,5,3,0,0,0,0,0,0,0,0,6,615,293,370,57,74,55,68,43,26,33,1626,0,0,0,0,0,0,0,0,0,0,0,1342,748,767,130,142,100,97,71,48,59,3507,1104,176,123,22,28,12,18,9,5,25,1521,842,89,75,13,16,13,11,12,8,25,1103,146,30,21,9,5,7,7,6,4,8,243,11,0,0,0,0,0,0,0,0,0,14,998,123,94,25,22,18,22,15,13,35,1360,4,0,0,0,0,0,0,0,0,5,3,2099,297,223,47,48,35,42,26,15,66,2892,906,56,23,8,12,11,3,0,0,19,1037,933,20,25,5
SED28704,773,96,115,95,80,64,44,35,1706,0,0,0,0,0,0,0,0,0,3,3,428,294,933,134,150,121,106,75,52,59,2349,432,160,210,47,34,29,11,8,8,38,983,320,345,635,60,78,42,33,33,10,22,1577,10,7,34,6,10,7,3,9,3,5,85,5,3,11,0,0,0,0,0,0,0,17,334,354,677,64,87,49,41,39,20,29,1682,0,0,0,0,0,0,0,0,0,0,0,767,511,885,114,116,78,51,47,27,62,2671,896,150,168,29,31,9,4,5,6,36,1338,490,102,158,36,23,14,7,13,4,20,852,19,9,16,0,3,6,0,9,8,16,93,3,3,0,0,0,0,0,0,0,0,7,510,110,169,40,25,16,10,21,13,33,954,0,0,0,0,0,0,0,0,0,0,0,1405,267,338,67,54,30,14,27,21,72,2291,970,57,34,4,4,5,3,3,0,30,1108,535,39,31,4
SED28803,2845,406,411,439,412,365,223,101,7072,0,0,0,0,0,0,0,0,0,3,5,1175,1074,3007,443,439,472,436,389,237,134,7803,424,152,133,21,20,23,0,15,3,26,822,1513,1255,1774,180,209,157,122,122,65,86,5475,136,148,235,39,38,67,48,43,44,15,814,14,8,12,0,3,0,0,0,0,0,39,1658,1411,2027,217,244,227,175,163,104,106,6328,0,0,0,0,0,0,0,0,0,3,8,2085,1566,2161,240,267,245,175,186,108,135,7156,825,100,78,14,9,0,5,0,4,24,1055,2426,507,525,59,56,53,41,26,10,84,3794,359,147,195,40,31,63,32,31,47,38,981,23,3,7,0,3,0,0,0,0,3,36,2808,659,728,98,86,117,80,56,58,130,4816,3,0,3,0,0,0,0,0,0,0,6,3641,761,803,110,95,122,82,56,63,152,5879,777,40,21,7,3,5,0,0,0,19,870,1882,145,101,18
