SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED26504,9642,5310,4866,5940,7229,7677,6456,3938,1811,52869,8,16,8,12,15,18,10,13,4,97,193,138,159,183,176,172,76,28,6,1120,1037,765,735,809,748,661,523,171,88,5552,208,131,136,155,113,105,49,6,0,917,98,177,161,128,86,64,49,13,0,778,16,35,50,25,39,45,13,0,0,233,16,9,29,9,25,22,17,3,0,120,27,25,17,3,3,4,0,0,0,84,8,9,19,8,9,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,1594,1296,1315,1324,1198,1073,731,229,100,8858,1605,1310,1323,1334,1213,1088,743,247,106,8960,11242,6617,6188,7266,8442,8771,7202,4182,1914,61828
SED26603,12722,8411,13790,11317,8966,6367,4292,3882,2294,72047,11,11,18,9,11,5,15,8,0,85,5,3,7,10,8,9,14,0,4,60,166,221,302,165,176,164,117,114,50,1471,0,5,5,3,4,16,10,9,0,54,0,3,5,0,4,6,3,0,0,17,8,3,7,0,4,5,9,0,0,39,0,4,3,0,3,8,10,0,0,30,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,185,238,336,186,197,213,171,122,54,1694,188,251,347,194,208,219,188,138,55,1781,12907,8660,14138,11509,9181,6584,4484,4017,2349,73827
SED26708,10998,5865,5421,6495,7958,8082,6088,3389,1454,55755,11,16,3,8,7,15,15,5,4,83,17,12,16,15,24,11,25,3,0,121,240,326,356,237,252,343,228,102,64,2160,10,18,23,17,20,31,19,0,3,138,6,12,22,3,19,17,14,13,0,104,0,5,4,9,4,8,10,3,0,33,0,0,0,0,7,3,5,0,0,25,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,276,368,419,285,318,419,300,126,70,2590,289,389,428,287,325,432,311,134,75,2669,11289,6254,5852,6783,8280,8514,6403,3519,1537,58424
SED26806,5728,8659,23000,10789,7158,5722,4435,2569,1328,69395,0,3,11,8,0,9,3,3,0,35,24,43,161,179,185,122,41,13,4,764,129,448,696,426,404,389,354,203,145,3201,8,17,74,51,92,55,26,7,0,328,0,17,41,32,30,38,19,4,0,186,0,15,34,36,38,61,31,10,0,219,0,14,23,18,9,33,6,3,0,108,3,9,3,0,8,0,3,0,0,26,0,5,6,10,10,12,0,0,0,45,0,0,0,0,0,0,0,0,0,0,166,561,1039,744,771,709,486,236,156,4858,166,565,1052,747,770,717,484,241,157,4895,5898,9218,24054,11539,7930,6440,4915,2807,1486,74290
SED26903,10972,7468,12730,10030,8189,6288,4389,3735,1975,65780,4,7,6,6,4,5,11,7,0,60,0,3,9,4,3,15,7,3,0,46,134,223,327,211,186,155,113,81,30,1459,0,3,8,7,0,3,8,0,0,31,0,0,5,0,4,3,3,3,0,16,0,3,3,3,0,4,3,0,0,13,0,10,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,141,250,358,225,195,178,139,88,39,1611,142,256,363,231,201,182,147,100,36,1665,11116,7729,13093,10262,8394,6471,4536,3834,2013,67447
SED27003,7715,7438,21785,11374,7713,5976,3912,2081,792,68786,9,3,18,3,4,5,3,3,0,48,3,21,48,62,63,49,34,14,3,291,176,405,859,456,372,376,369,242,93,3351,6,9,23,18,32,24,15,9,0,137,0,17,25,5,14,12,12,3,3,85,3,8,23,14,9,16,20,3,0,102,0,3,6,7,5,11,11,3,0,47,20,0,0,0,0,3,3,0,0,27,0,4,8,0,5,8,7,0,0,31,0,0,0,0,0,0,0,0,0,0,211,461,989,558,510,498,471,272,103,4077,223,463,1014,556,514,508,472,273,102,4127,7940,7902,22796,11930,8226,6482,4386,2357,890,72913
SED27101,11315,6553,9309,9353,7870,6184,4781,3012,1344,59725,5,8,9,6,8,4,8,7,6,59,5,5,9,7,6,4,5,0,0,49,160,188,251,181,148,140,123,105,65,1352,3,0,0,3,6,14,0,0,0,29,6,3,4,3,3,6,6,3,0,38,4,3,0,3,0,0,3,0,0,12,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,175,206,272,194,168,165,144,115,65,1495,177,212,282,200,176,169,147,119,67,1553,11491,6764,9594,9552,8054,6352,4926,3135,1409,61281
SED27208,10043,5730,5474,6498,8188,9119,7804,4210,1813,58884,18,10,11,12,15,18,8,8,12,109,6,3,11,6,20,21,21,9,0,105,240,395,327,225,227,260,223,102,77,2067,4,10,16,6,15,9,8,4,0,71,4,8,17,23,29,26,10,12,0,125,0,0,3,6,7,5,9,0,0,40,0,4,3,3,3,3,7,9,0,26,11,0,0,3,3,7,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,266,418,377,276,292,340,289,133,75,2465,278,432,390,283,308,358,300,147,86,2578,10323,6168,5862,6782,8496,9477,8101,4354,1901,61460
SED27305,10106,8178,6009,7283,8933,6846,3729,1814,484,53370,8,11,3,3,3,0,3,0,0,31,4,6,9,7,0,12,5,4,0,49,115,181,174,89,79,59,58,57,37,853,4,7,9,3,0,5,7,0,0,33,0,0,0,6,0,4,0,7,0,15,0,3,5,0,0,0,0,0,0,10,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,127,193,193,111,85,78,79,65,39,972,131,205,194,115,91,79,88,71,42,1006,10234,8384,6198,7392,9020,6925,3818,1886,520,54377
SED27406,10283,6219,5533,7667,8860,7081,5382,2827,2002,55855,5,9,0,0,10,4,3,3,4,29,6,7,12,9,20,9,18,3,3,92,139,127,210,135,120,130,101,75,59,1097,0,5,4,9,12,8,12,8,3,63,0,6,3,0,0,0,3,3,0,22,0,0,3,3,4,4,6,0,0,26,0,0,6,3,3,3,0,5,0,19,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,141,143,246,160,153,163,144,99,63,1322,148,152,252,160,166,171,148,104,62,1355,10430,6374,5783,7825,9026,7249,5529,2932,2064,57213
SED27504,13245,7959,7860,7768,8761,8112,6130,3640,1624,65093,16,22,17,20,12,8,4,6,3,111,11,31,13,23,29,32,17,6,0,165,332,431,402,318,279,304,224,151,60,2500,5,7,8,15,14,18,4,7,0,78,0,0,6,12,5,7,3,7,0,39,4,4,5,4,3,6,5,0,0,28,0,0,0,4,3,15,3,3,0,29,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,352,470,439,381,330,384,263,168,61,2861,364,492,460,402,343,393,274,176,68,2969,13617,8450,8314,8165,9100,8504,6401,3816,1688,68060
SED27608,13695,8910,8186,9118,8420,7253,5497,2972,1543,65590,4,10,3,3,4,3,0,9,7,45,0,40,16,12,8,14,6,9,0,99,183,491,270,176,184,162,149,88,51,1762,13,22,9,17,0,16,13,3,0,103,3,8,6,9,0,4,15,5,0,54,0,4,8,6,3,5,9,0,0,35,3,13,3,3,0,3,10,0,0,44,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,204,584,322,224,201,206,201,98,53,2104,208,591,324,234,204,210,208,109,56,2150,13903,9504,8514,9353,8620,7463,5700,3080,1603,67739
SED27708,11109,7001,6238,7046,8308,8066,5980,3284,1539,58579,23,17,12,10,13,9,4,3,5,96,9,4,20,7,16,30,18,4,0,100,212,381,328,241,266,326,224,112,77,2174,6,13,9,12,9,15,7,3,0,73,16,20,18,18,35,35,29,8,3,180,4,3,8,6,9,7,3,3,0,44,0,0,6,0,0,13,6,3,0,30,0,3,9,4,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,251,426,408,285,340,425,290,128,84,2632,276,448,416,297,347,429,294,137,86,2730,11389,7447,6654,7341,8658,8496,6283,3420,1627,61307
SED27807,12507,10428,12776,9175,8628,8343,6026,3546,1330,72759,13,36,26,21,23,6,18,8,4,154,0,3,12,8,4,4,9,4,0,41,283,299,487,289,269,203,140,162,108,2243,0,0,5,3,6,5,4,0,0,35,0,0,8,3,7,3,3,0,0,27,3,3,8,8,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,311,513,306,293,224,160,168,108,2373,303,343,542,327,316,230,175,176,114,2528,12808,10768,13319,9502,8940,8574,6203,3719,1443,75291
SED27907,10946,7455,7930,7900,8073,7207,5237,2555,921,58223,7,12,4,9,10,5,3,7,3,59,4,10,43,49,47,54,28,9,0,250,255,229,289,216,165,206,155,85,42,1641,12,7,30,28,40,27,19,0,0,154,0,7,15,9,19,23,6,0,0,83,0,3,13,15,20,13,9,5,0,80,3,11,6,8,13,8,14,3,0,71,0,0,3,0,4,0,3,0,0,15,4,0,4,0,5,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,279,270,403,331,317,323,247,93,47,2308,285,275,410,341,318,331,254,102,50,2371,11233,7729,8339,8239,8395,7538,5492,2651,971,60598
SED28007,16552,10710,10466,11828,10718,7403,3822,1510,620,73637,3,9,11,8,3,4,10,3,0,46,3,0,7,7,4,8,0,5,0,31,151,135,233,162,111,103,106,80,33,1116,4,9,8,5,3,15,4,3,0,36,0,0,0,0,3,0,3,0,0,9,0,0,3,3,3,3,0,0,0,13,0,0,0,3,0,7,3,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,140,256,178,126,133,113,89,36,1221,161,150,261,188,128,140,123,92,36,1270,16712,10867,10731,12018,10848,7538,3944,1599,658,74910
SED28107,24197,11540,19812,15661,10215,7164,3804,1402,361,94149,31,13,12,14,3,7,5,3,0,96,21,11,16,11,8,8,3,0,0,75,245,250,374,171,138,118,79,57,7,1438,3,6,13,6,5,12,7,0,0,47,4,3,11,7,3,4,0,0,0,38,9,5,3,5,0,0,0,0,0,26,0,0,5,4,3,5,0,0,0,19,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,280,273,421,206,160,150,96,61,7,1656,311,285,435,224,166,156,103,63,7,1750,24506,11828,20243,15885,10383,7318,3909,1460,365,95899
SED28203,13277,7795,11769,9555,7461,6469,5765,3697,967,66752,15,18,9,7,7,8,11,6,0,83,3,0,8,10,3,5,4,0,0,41,220,223,346,242,187,205,143,111,60,1745,7,6,8,3,3,7,3,0,0,37,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,241,362,260,204,222,153,111,60,1844,245,255,376,268,210,230,159,122,64,1928,13527,8053,12143,9823,7669,6698,5926,3819,1027,68675
SED28301,10507,8145,5551,7147,9046,7475,5492,3144,1437,57943,4,0,0,4,0,0,4,4,0,20,7,5,9,12,4,11,9,4,0,52,93,142,185,105,86,105,103,119,62,1001,10,3,5,3,6,10,6,0,3,47,0,3,0,0,0,0,3,0,0,10,0,3,4,0,0,9,0,3,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,114,163,208,119,100,136,124,128,69,1158,112,163,209,128,104,141,123,131,66,1173,10618,8305,5757,7271,9150,7610,5618,3278,1510,59114
SED28408,10222,7209,6756,6446,7172,6491,5052,3066,1432,53857,6,16,6,3,13,5,9,4,4,66,0,13,13,9,11,12,3,3,0,56,265,416,368,238,209,228,201,134,88,2159,4,4,4,4,17,14,14,0,0,65,4,3,3,0,0,7,10,3,0,35,0,0,0,4,6,0,3,0,0,17,0,0,3,3,3,10,6,4,0,28,5,3,9,3,0,4,0,0,0,26,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,284,445,397,267,241,280,243,145,93,2397,289,464,403,271,251,283,249,154,95,2466,10512,7675,7162,6719,7430,6781,5305,3221,1528,56320
SED28507,14968,8645,11345,9768,8599,7122,4578,2215,872,68119,7,14,3,12,6,6,4,3,0,65,4,3,11,10,14,20,9,3,0,81,286,278,353,233,177,143,101,96,54,1718,5,4,12,0,11,16,8,0,0,55,0,4,0,8,3,0,0,0,0,19,0,0,9,4,9,3,0,0,0,27,5,3,3,0,6,5,8,0,0,23,3,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,301,294,392,255,211,189,133,97,61,1934,310,310,397,267,216,196,138,105,61,2003,15275,8958,11743,10031,8819,7316,4718,2319,935,70116
SED28607,13323,7006,10533,11857,9796,6880,4283,3093,1577,68352,11,14,12,7,11,8,8,4,6,78,3,11,19,23,21,28,26,4,3,128,145,211,232,181,159,195,138,96,79,1438,0,3,15,3,20,15,27,5,0,84,0,7,12,11,5,11,5,3,0,58,4,3,11,11,3,6,4,0,0,40,0,4,0,0,3,8,8,0,0,27,0,0,0,4,0,4,0,0,0,5,0,3,0,0,3,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0,157,238,290,232,217,263,209,111,82,1808,170,248,297,240,235,271,220,117,88,1884,13498,7253,10835,12097,10025,7150,4508,3213,1663,70235
SED28704,19217,9430,11950,12092,10240,7427,4601,1616,513,77099,18,10,6,3,5,6,6,5,0,56,9,9,9,5,0,8,6,3,3,55,198,254,284,148,144,142,117,60,43,1397,7,5,11,5,0,6,0,0,0,45,0,0,0,0,0,0,3,0,0,6,0,3,3,3,6,4,3,0,0,26,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,212,269,310,165,160,165,136,66,48,1539,227,276,317,171,164,177,142,69,46,1593,19447,9704,12270,12264,10407,7601,4745,1683,559,78686
SED28803,21626,12723,14863,13118,11455,7566,3759,1432,411,86957,22,24,14,6,14,9,3,0,0,81,7,7,16,5,4,12,9,0,0,70,207,255,327,186,149,120,123,90,27,1481,3,6,7,9,8,9,3,0,0,49,0,0,4,3,9,0,8,0,0,23,0,3,0,4,3,10,0,0,0,21,0,0,0,3,0,0,6,3,0,7,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,220,280,364,214,176,160,145,95,28,1664,238,298,375,215,185,164,150,95,28,1748,21859,13025,15236,13335,11641,7728,3910,1525,444,88706
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,4,3,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,0,9,53,74,74,49,5,3,0,274,0,0,0,3,3,3,0,0,0,18,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,62,85,87,58,14,3,0,328,0,16,62,85,87,58,14,3,0,328,0,16,66,94,91,63,14,3,3,349
