SED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SED26102,0,6,..,14,3,20,0,20,..,30,0,34,0,34,..,7,0,7,0,7,..,23,7,31,0,31,..,16,0,16,0,16,..,7,0,10,0,10,..,11,0,9,0,12,..,20,0,20,0,20,..,17,0,17,0,17,..,41,0,43,0,43,..,3,0,3,0,3,..,79,0,81,0,82,..,52,4,59,0,59,..,3,0,3,0,3,..,36,10,39,0,44,..,10,0,14,0,13,..,14,0,16,0,16,..,192,24,219,4,220,..,1658,208,1865,32,1894,..,67,0,67,2038,2110,26553,1721,208,1931,2074,30560,51347,..,..,..,..,51347,..,41,0,41,0,41,..,48,5,52,0,53,..,7,0,7,0,5,..,17,3,26,0,23,..,74,22,103,0,102,..,10,3,11,0,11,..,106,30,136,3,135,..,136,10,144,3,149,..,101,0,102,5,111,..,138,4,145,3,147,..,196,8,207,0,207
SED26207,0,44,..,194,31,227,5,229,..,270,15,291,8,292,..,60,39,96,4,96,..,129,14,145,3,150,..,42,0,38,0,38,..,11,0,12,0,12,..,110,19,128,0,128,..,76,3,81,0,83,..,30,3,32,0,32,..,93,3,98,0,98,..,26,0,26,0,26,..,231,5,242,3,243,..,266,43,307,0,308,..,69,10,78,0,78,..,44,7,56,3,61,..,117,13,135,0,135,..,577,229,807,3,812,..,635,101,740,8,750,..,8516,1694,10210,116,10327,..,62,15,75,1380,1452,18877,8575,1711,10282,1502,30655,37314,..,..,..,..,37314,..,8,0,11,0,11,..,813,90,896,0,899,..,5,0,5,0,5,..,672,274,945,0,943,..,569,165,739,3,742,..,48,21,71,0,71,..,1285,462,1744,10,1759,..,828,103,928,6,931,..,39,0,39,0,39,..,102,6,108,0,110,..,186,3,182,6,187
SED26303,0,41,..,214,73,283,3,287,..,22,0,20,0,20,..,51,14,63,0,65,..,49,3,50,0,50,..,25,0,27,0,27,..,9,0,9,0,9,..,51,9,62,0,60,..,42,3,47,0,47,..,40,3,42,0,42,..,51,0,54,0,54,..,26,0,26,0,26,..,152,5,159,0,159,..,247,25,276,0,276,..,27,0,33,0,33,..,83,18,101,0,101,..,46,6,48,0,48,..,283,114,394,6,401,..,527,92,617,18,632,..,6827,1847,8674,82,8759,..,71,5,79,1980,2054,23164,6899,1852,8755,2067,33981,44298,..,..,..,..,44298,..,25,0,28,0,28,..,740,147,884,15,904,..,12,0,12,0,12,..,367,153,526,9,534,..,732,207,930,7,942,..,66,34,101,0,103,..,1161,395,1563,14,1576,..,147,25,171,0,170,..,76,3,83,4,86,..,320,11,329,4,335,..,308,10,319,0,320
SED26406,5,402,..,7,3,15,0,15,..,13,0,13,0,13,..,102,15,119,0,118,..,124,29,150,0,148,..,480,139,618,4,628,..,8,0,8,0,8,..,70,6,76,0,76,..,64,0,65,0,66,..,288,31,316,0,321,..,115,0,115,0,118,..,85,0,85,0,86,..,551,30,584,6,588,..,264,27,285,3,287,..,275,9,281,6,283,..,125,22,149,0,147,..,26,6,28,0,28,..,382,72,457,0,457,..,1134,205,1339,35,1372,..,13988,2837,16825,144,16970,..,80,11,86,1650,1737,17869,14069,2852,16919,1794,36583,35469,..,..,..,..,35469,..,56,0,56,0,56,..,389,35,422,3,431,..,3,0,3,0,3,..,1456,280,1731,7,1739,..,6759,1493,8245,41,8294,..,495,140,631,0,633,..,8703,1911,10614,55,10668,..,100,11,114,3,112,..,39,4,43,0,47,..,412,19,434,4,433,..,266,6,280,4,281
SED26504,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,16,0,16,0,16,..,8,0,9,0,9,..,6,0,6,0,6,..,8,0,10,0,10,..,44,0,45,0,45,..,5,6,11,0,11,..,40,0,40,0,40,..,10,0,10,0,10,..,102,5,110,0,110,..,27,3,29,0,29,..,20,4,17,0,17,..,22,4,28,0,26,..,3,3,7,0,7,..,9,0,11,0,11,..,130,28,156,9,166,..,1366,254,1616,28,1639,..,75,8,85,2331,2415,25045,1442,262,1700,2353,29103,49100,..,..,..,..,49100,..,23,0,23,0,23,..,123,32,156,0,156,..,9,0,9,0,9,..,38,21,53,0,59,..,114,47,160,0,163,..,9,3,9,0,9,..,157,76,229,3,232,..,47,4,51,3,54,..,68,0,68,0,65,..,61,5,64,0,65,..,131,3,128,0,128
SED26603,0,83,..,58,9,72,0,72,..,205,7,214,4,225,..,106,36,138,0,138,..,149,22,170,3,174,..,66,6,71,0,71,..,45,3,47,3,49,..,60,7,70,0,70,..,154,4,160,0,165,..,90,10,100,0,100,..,150,3,157,3,158,..,50,3,52,0,52,..,448,16,469,8,471,..,289,36,328,0,330,..,79,11,86,0,86,..,98,28,127,0,127,..,700,212,910,10,920,..,268,115,382,4,386,..,985,224,1205,36,1240,..,12193,2763,14951,182,15136,..,93,27,118,2105,2221,20573,12285,2792,15070,2287,37931,40249,..,..,..,..,40249,..,15,0,15,0,15,..,3307,573,3884,42,3925,..,3,0,3,0,3,..,395,129,522,3,525,..,1097,451,1543,11,1558,..,68,11,82,0,83,..,1561,590,2149,12,2165,..,220,37,256,0,257,..,43,0,46,0,46,..,165,8,170,3,173,..,188,10,198,4,202
SED26708,0,4,..,9,0,9,0,9,..,10,3,16,3,15,..,0,3,8,0,8,..,5,0,5,0,5,..,13,0,18,0,18,..,0,0,0,0,0,..,9,0,10,0,10,..,34,0,34,0,34,..,17,0,17,0,17,..,25,0,28,0,29,..,8,0,9,0,9,..,80,4,84,0,86,..,26,3,27,0,30,..,6,0,6,0,6,..,17,3,20,0,20,..,3,0,3,0,3,..,13,5,18,0,18,..,157,17,178,8,184,..,796,119,909,16,929,..,67,3,74,1959,2031,26892,864,120,984,1976,29853,53925,..,..,..,..,53925,..,12,0,12,0,14,..,73,20,91,3,88,..,0,0,0,0,0,..,23,11,34,0,38,..,84,38,121,4,122,..,4,4,7,0,7,..,116,54,168,3,173,..,46,4,51,0,51,..,79,3,83,0,83,..,73,0,71,0,71,..,115,3,117,0,117
SED26806,0,160,..,27,3,29,0,29,..,8,0,8,0,8,..,123,4,134,4,136,..,154,27,178,3,186,..,316,321,642,5,647,..,4,0,4,0,4,..,74,3,82,0,79,..,73,0,73,0,73,..,220,5,228,0,228,..,97,0,98,0,98,..,67,0,67,0,67,..,453,10,456,0,457,..,479,29,508,0,508,..,80,4,80,0,82,..,145,23,167,0,165,..,110,34,144,0,142,..,216,41,258,0,256,..,923,113,1037,22,1059,..,8121,1485,9603,78,9684,..,64,12,78,3700,3775,24527,8182,1495,9680,3779,37987,47843,..,..,..,..,47843,..,79,3,79,3,81,..,309,39,342,4,346,..,3,0,3,0,3,..,835,133,966,4,970,..,2636,549,3182,11,3194,..,172,49,220,4,226,..,3644,735,4377,22,4398,..,102,7,108,0,108,..,126,0,128,0,131,..,723,30,749,5,757,..,413,3,416,4,424
SED26903,0,40,..,534,171,708,3,711,..,89,11,104,0,104,..,73,34,113,0,110,..,40,11,52,0,52,..,40,0,40,0,42,..,20,3,25,0,23,..,63,25,92,0,93,..,115,4,116,0,116,..,80,7,82,0,82,..,167,4,173,3,175,..,55,3,61,0,61,..,412,17,429,3,432,..,236,35,266,0,270,..,121,8,125,3,128,..,89,30,122,0,123,..,92,17,109,0,112,..,717,307,1019,11,1031,..,956,249,1205,37,1240,..,11480,3460,14947,171,15116,..,90,25,116,2393,2504,17166,11570,3490,15057,2562,34787,33494,..,..,..,..,33494,..,21,0,25,0,25,..,2056,655,2706,29,2732,..,10,0,10,0,10,..,603,355,955,3,959,..,1847,1178,3030,23,3053,..,114,50,165,0,165,..,2564,1587,4151,28,4182,..,226,36,258,9,265,..,39,0,35,0,35,..,223,3,233,3,236,..,130,7,136,0,139
SED27003,0,69,..,61,14,81,0,81,..,17,6,23,0,23,..,51,3,54,0,54,..,67,4,74,0,74,..,59,10,67,0,67,..,6,0,6,0,6,..,51,23,73,0,72,..,42,0,39,0,39,..,78,0,80,0,80,..,55,0,55,3,57,..,51,5,57,4,55,..,218,7,231,3,233,..,368,26,395,4,402,..,37,0,37,4,35,..,114,29,147,0,146,..,77,26,110,0,112,..,1016,858,1869,17,1888,..,965,219,1190,28,1219,..,6552,2536,9085,102,9188,..,75,18,90,3340,3428,24590,6624,2554,9176,3438,37208,48908,..,..,..,..,48908,..,31,0,30,0,30,..,467,110,582,17,599,..,6,0,6,0,6,..,666,406,1074,11,1082,..,1127,568,1698,15,1713,..,288,244,534,3,537,..,2078,1220,3303,27,3331,..,109,23,139,3,141,..,117,0,118,0,118,..,486,14,501,3,509,..,301,7,307,8,315
SED27101,0,156,..,23,3,27,0,27,..,13,0,13,0,13,..,236,68,301,0,301,..,89,15,106,0,107,..,54,8,61,0,61,..,4,0,4,0,4,..,55,16,67,0,67,..,48,0,46,0,46,..,141,8,149,0,155,..,78,5,81,0,81,..,29,0,29,0,29,..,296,17,308,0,309,..,156,11,165,0,169,..,50,3,57,3,58,..,84,11,98,0,98,..,24,6,33,0,33,..,187,81,275,5,279,..,877,520,1389,27,1414,..,6764,1983,8744,67,8810,..,68,10,83,1164,1252,21820,6835,1994,8832,1233,31879,42768,..,..,..,..,42768,..,76,0,76,0,80,..,204,28,228,0,235,..,3,3,7,0,7,..,1482,477,1955,6,1963,..,3100,1185,4284,23,4313,..,143,48,195,0,194,..,4731,1710,6440,31,6468,..,88,17,104,0,105,..,107,3,110,0,110,..,148,10,161,0,161,..,253,7,261,0,258
SED27208,0,9,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,0,0,..,13,0,13,0,13,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,50,0,50,0,48,..,13,0,13,0,13,..,51,0,57,0,57,..,20,0,21,0,21,..,140,3,138,0,145,..,19,4,26,0,26,..,18,0,21,0,21,..,17,7,20,0,25,..,0,0,3,0,3,..,21,10,27,0,27,..,159,15,178,11,187,..,862,120,982,16,1003,..,91,11,100,2201,2304,27537,951,132,1082,2224,30847,54952,..,..,..,..,54952,..,50,0,50,0,50,..,32,3,36,0,31,..,3,0,3,0,3,..,20,12,30,0,30,..,151,88,239,3,245,..,15,8,18,0,18,..,188,101,290,3,298,..,32,5,37,0,32,..,82,3,82,3,84,..,45,0,44,0,44,..,89,4,98,0,99
SED27305,0,113,..,34,0,34,0,34,..,28,0,27,0,27,..,100,26,134,0,134,..,138,15,151,0,151,..,50,3,56,0,56,..,6,0,6,0,6,..,56,4,62,0,68,..,89,3,90,0,90,..,87,6,87,0,87,..,135,0,138,0,139,..,53,3,55,0,55,..,364,7,369,0,375,..,135,13,146,0,151,..,226,16,243,0,243,..,36,3,41,0,41,..,34,5,38,0,38,..,185,64,249,0,247,..,716,136,853,14,867,..,6385,1130,7510,60,7570,..,57,0,62,808,866,19487,6444,1130,7571,861,27922,38854,..,..,..,..,38854,..,75,0,76,0,76,..,667,65,730,5,735,..,0,0,0,0,0,..,1063,303,1365,6,1370,..,1876,688,2567,13,2581,..,285,70,358,5,360,..,3222,1060,4284,25,4310,..,153,9,154,3,162,..,81,0,81,0,85,..,158,0,160,0,164,..,223,4,230,0,226
SED27406,0,30,..,17,0,17,0,17,..,11,0,12,0,12,..,32,6,39,0,46,..,121,14,140,0,139,..,262,56,321,0,319,..,0,0,0,0,0,..,60,3,63,0,63,..,29,3,30,0,30,..,33,0,36,0,36,..,36,0,37,0,37,..,20,0,20,0,20,..,119,5,127,0,127,..,165,7,176,0,176,..,19,0,21,3,19,..,48,7,56,0,56,..,86,9,98,3,103,..,37,7,42,0,45,..,458,55,516,9,525,..,3900,561,4459,45,4503,..,58,4,65,1453,1515,24689,3959,561,4520,1495,30704,47413,..,..,..,..,47413,..,152,4,159,0,159,..,156,12,164,0,164,..,3,0,3,0,3,..,186,41,229,0,232,..,666,244,909,9,919,..,64,17,74,0,74,..,917,303,1218,11,1224,..,97,4,104,3,106,..,131,0,129,3,136,..,290,20,310,0,310,..,472,5,479,7,484
SED27504,0,13,..,85,14,97,0,100,..,4,0,4,0,4,..,35,10,45,0,45,..,15,3,12,0,12,..,7,0,5,0,5,..,107,3,105,0,112,..,11,6,17,0,17,..,95,3,101,0,101,..,12,3,18,0,13,..,99,3,99,0,99,..,42,9,50,0,50,..,246,17,260,0,266,..,23,5,24,0,24,..,23,0,23,0,23,..,49,11,62,0,65,..,176,60,236,5,240,..,16,13,23,0,23,..,809,343,1154,23,1175,..,3578,1095,4670,70,4736,..,108,31,134,2574,2707,27532,3679,1123,4806,2643,34979,54274,..,..,..,..,54274,..,54,0,51,0,51,..,891,342,1232,16,1248,..,39,0,39,0,39,..,88,46,141,0,139,..,246,184,436,5,438,..,4,5,11,0,11,..,342,235,584,8,588,..,27,3,31,3,34,..,62,0,66,3,68,..,60,0,63,0,62,..,68,4,72,0,72
SED27608,0,36,..,46,7,47,0,52,..,14,3,19,0,17,..,66,11,72,0,74,..,41,5,50,0,50,..,25,3,25,0,25,..,3,0,3,0,3,..,32,3,37,0,33,..,38,3,43,0,43,..,54,0,54,0,54,..,72,0,73,0,73,..,26,0,28,0,28,..,188,3,194,0,194,..,91,5,92,0,92,..,26,0,27,0,27,..,29,7,35,0,35,..,11,0,11,0,17,..,49,10,60,0,60,..,375,59,431,3,437,..,2539,268,2808,30,2837,..,95,3,98,1642,1742,30928,2628,276,2905,1673,35508,60365,..,..,..,..,60365,..,84,0,86,0,85,..,213,19,233,0,234,..,5,0,5,0,5,..,149,32,180,0,180,..,583,137,719,3,722,..,32,6,38,0,38,..,762,176,939,3,938,..,139,8,151,0,151,..,139,4,141,3,145,..,138,9,148,0,145,..,286,5,290,8,294
SED27708,0,21,..,0,0,0,0,0,..,7,3,9,0,9,..,4,0,4,0,4,..,3,0,3,0,4,..,9,4,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,48,0,48,0,48,..,32,3,34,0,34,..,66,0,71,0,71,..,12,0,18,0,18,..,156,6,164,0,166,..,26,0,27,0,24,..,19,0,19,0,19,..,37,10,41,0,43,..,8,0,3,0,3,..,9,0,9,0,9,..,147,28,174,11,179,..,890,185,1081,21,1103,..,100,3,101,2246,2355,28637,994,190,1183,2276,32095,55944,..,..,..,..,55944,..,46,0,49,0,49,..,62,7,69,3,73,..,24,0,24,3,27,..,42,17,55,0,55,..,167,211,381,7,384,..,7,24,34,0,34,..,220,250,470,7,470,..,9,0,11,0,11,..,59,0,59,0,57,..,64,4,71,0,72,..,72,0,73,3,76
SED27807,0,21,..,483,207,687,8,695,..,1023,161,1184,30,1214,..,53,26,78,0,82,..,274,95,368,8,376,..,43,13,49,0,49,..,300,31,327,13,340,..,264,85,351,5,359,..,321,17,333,0,333,..,37,0,37,0,37,..,415,28,441,8,445,..,44,5,50,0,50,..,812,53,868,8,877,..,438,95,542,11,548,..,151,46,197,5,204,..,95,18,116,4,114,..,216,82,306,0,307,..,4918,3732,8651,76,8724,..,1872,839,2713,56,2767,..,16559,7271,23822,294,24124,..,117,68,178,2205,2391,10689,16672,7332,24004,2501,37194,21876,..,..,..,..,21876,..,6,0,6,0,6,..,1343,254,1598,21,1612,..,3,0,3,0,3,..,1172,710,1880,21,1898,..,631,378,1012,7,1017,..,194,118,319,0,314,..,1992,1210,3202,29,3233,..,1124,345,1471,28,1496,..,19,0,21,0,21,..,98,7,107,0,110,..,246,10,260,0,260
SED27907,0,11,..,45,0,49,0,52,..,192,5,199,0,201,..,7,7,16,0,16,..,84,10,99,0,99,..,22,0,25,0,25,..,87,7,91,0,91,..,61,13,79,0,79,..,89,3,92,3,97,..,23,4,26,0,26,..,134,4,141,0,141,..,19,0,24,0,27,..,271,12,285,3,285,..,101,14,114,0,118,..,16,0,16,0,19,..,57,9,65,0,65,..,169,32,198,4,201,..,81,41,118,0,118,..,522,112,632,5,636,..,4505,664,5172,61,5230,..,60,11,79,1581,1659,24038,4566,678,5248,1641,30928,47342,..,..,..,..,47342,..,82,3,83,3,90,..,957,154,1119,3,1120,..,5,0,5,0,5,..,144,35,181,0,177,..,270,80,350,0,351,..,25,9,32,0,32,..,435,124,557,3,562,..,331,41,371,4,374,..,42,0,42,0,42,..,76,0,77,0,78,..,155,8,162,3,164
SED28007,0,29,..,1141,177,1320,14,1326,..,855,54,909,10,914,..,40,7,48,0,48,..,183,26,201,8,210,..,42,3,43,0,43,..,152,16,170,3,167,..,259,48,305,4,316,..,452,16,473,7,482,..,81,8,93,0,93,..,677,26,698,10,711,..,100,12,113,3,111,..,1310,64,1375,19,1397,..,509,65,577,4,574,..,198,15,219,0,216,..,73,13,85,0,85,..,445,82,523,9,530,..,854,484,1345,8,1354,..,1509,294,1795,32,1826,..,14657,2388,17047,171,17221,..,111,26,137,1627,1758,19249,14768,2418,17181,1798,38231,38543,..,..,..,..,38543,..,36,0,40,0,40,..,2054,236,2291,11,2307,..,3,0,7,0,7,..,601,144,745,0,744,..,601,236,838,8,841,..,537,251,789,9,796,..,1740,627,2370,13,2381,..,1445,188,1633,18,1648,..,26,0,26,0,29,..,109,9,115,0,115,..,99,10,106,0,106
SED28107,0,96,..,268,48,312,0,315,..,329,16,348,0,352,..,67,22,90,0,93,..,118,23,142,0,142,..,47,9,57,0,57,..,389,14,406,0,407,..,162,20,182,0,183,..,676,17,691,0,692,..,269,19,292,5,298,..,859,23,886,12,902,..,213,8,221,3,222,..,2020,67,2088,28,2109,..,419,59,475,8,485,..,442,43,487,5,492,..,112,22,134,0,134,..,71,8,75,0,81,..,400,148,552,4,554,..,4043,934,4980,113,5092,..,19972,3246,23220,276,23490,..,149,60,208,2316,2523,21633,20122,3304,23426,2590,47644,43476,..,..,..,..,43476,..,75,3,77,0,77,..,2354,370,2723,29,2756,..,0,0,0,0,0,..,645,181,821,10,834,..,1722,722,2442,23,2466,..,155,47,196,0,197,..,2521,944,3465,35,3496,..,224,21,244,4,248,..,39,0,38,0,42,..,203,7,211,3,213,..,121,3,126,0,128
SED28203,0,14,..,1826,672,2505,33,2537,..,221,16,239,7,245,..,154,88,244,0,250,..,32,4,42,0,40,..,26,6,27,0,27,..,216,14,227,0,225,..,140,28,171,3,169,..,174,3,173,5,179,..,64,6,74,3,73,..,196,5,210,3,208,..,46,3,55,0,55,..,488,26,512,6,516,..,111,26,137,9,142,..,298,56,356,4,353,..,56,11,67,0,67,..,502,131,634,3,638,..,1122,703,1824,18,1846,..,1568,441,2008,48,2057,..,16947,5010,21961,301,22262,..,88,55,142,1709,1847,10268,17040,5066,22104,2007,34387,20794,..,..,..,..,20794,..,14,0,14,0,14,..,5053,1134,6190,63,6258,..,9,0,9,0,9,..,407,233,644,9,650,..,823,459,1289,11,1297,..,235,107,344,0,344,..,1469,809,2277,22,2295,..,270,62,333,3,344,..,8,0,8,0,8,..,95,4,99,0,99,..,55,0,58,0,60
SED28301,0,191,..,74,9,84,0,81,..,37,3,36,0,36,..,368,75,445,3,444,..,56,7,60,0,60,..,34,0,38,0,38,..,0,0,0,0,0,..,23,3,20,0,24,..,26,0,26,0,26,..,106,12,115,0,119,..,37,0,37,0,37,..,39,0,37,0,37,..,202,14,214,0,214,..,75,7,78,0,82,..,70,4,71,0,72,..,35,3,39,0,39,..,33,15,47,0,47,..,97,30,128,0,128,..,343,60,407,5,413,..,8496,1972,10468,66,10536,..,64,12,78,1066,1146,19119,8564,1980,10541,1133,30799,38011,..,..,..,..,38011,..,180,3,185,3,183,..,653,60,708,7,719,..,0,0,0,0,0,..,3525,1082,4606,16,4619,..,3708,1348,5059,23,5081,..,303,65,371,4,375,..,7539,2494,10040,36,10076,..,105,13,116,0,119,..,85,0,84,0,84,..,137,3,143,0,143,..,274,0,272,0,272
SED28408,0,19,..,4,0,4,0,4,..,15,0,15,0,19,..,10,0,10,0,10,..,16,0,19,0,19,..,11,4,20,0,20,..,0,0,0,0,0,..,10,0,10,0,10,..,52,3,54,0,54,..,15,0,15,0,15,..,59,3,63,0,63,..,10,0,13,0,13,..,144,6,144,0,144,..,36,3,37,0,37,..,19,0,19,0,19,..,27,3,34,0,32,..,3,0,3,0,3,..,27,8,38,0,37,..,274,41,313,12,323,..,1439,197,1635,25,1655,..,79,7,86,1667,1747,26546,1520,197,1719,1688,29952,50733,..,..,..,..,50733,..,31,0,31,0,31,..,79,3,83,0,83,..,12,0,16,0,18,..,77,22,104,0,104,..,300,93,394,4,395,..,15,6,19,0,19,..,389,122,510,4,519,..,66,9,72,0,72,..,93,0,97,0,97,..,78,3,83,0,84,..,98,3,106,0,106
SED28507,0,41,..,105,7,120,0,120,..,149,6,160,0,159,..,54,19,73,0,74,..,104,22,128,0,129,..,66,14,83,0,83,..,125,8,138,6,139,..,122,24,146,3,149,..,245,9,249,6,256,..,70,6,76,0,76,..,362,9,368,3,372,..,85,0,82,0,82,..,762,22,785,8,791,..,215,46,267,0,263,..,157,15,175,3,176,..,95,19,109,0,115,..,37,7,46,0,46,..,174,76,254,3,255,..,2011,922,2928,50,2974,..,8179,1867,10043,126,10170,..,117,21,137,1960,2101,23483,8292,1888,10180,2088,35756,46388,..,..,..,..,46388,..,49,0,49,0,49,..,647,134,778,7,793,..,5,0,5,0,5,..,195,58,254,0,254,..,521,145,662,3,670,..,34,12,49,0,52,..,757,216,975,8,981,..,153,25,182,3,187,..,34,0,38,3,39,..,152,10,164,3,164,..,108,7,112,0,112
