SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC21411,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,11,23,22,38,40,38,17,6,0,189
SSC21412,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,4,10,24,29,26,14,3,0,118
SSC21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,21,10,3,3,0,50
SSC21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,7
SSC21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,4,0,0,0,31
SSC21417,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,3,15,20,15,31,4,0,0,101
SSC21418,0,0,7,3,3,5,3,0,0,18,0,0,3,0,0,3,3,0,3,13,21,16,67,69,79,93,28,11,3,375
SSC21419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,5,26,21,34,33,19,3,0,143
SSC21420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,15,29,34,21,14,0,0,134
SSC21421,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,7,14,0,5,9,25,16,0,0,0,74
SSC21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,12
SSC21426,0,4,3,0,4,3,0,0,0,18,0,5,6,5,9,0,3,3,0,22,57,63,81,143,239,153,34,6,0,768
SSC21427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,0,0,0,11
SSC21428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,17
SSC21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11
SSC21430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,15
SSC21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,14
SSC21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,4,3,0,0,0,13
SSC21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,0,0,0,17
SSC21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13
SSC21435,0,0,0,0,6,3,0,0,0,8,0,0,0,3,4,5,0,0,0,11,12,16,26,59,72,64,12,0,0,272
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,0,4,0,0,8,13,4,0,0,27,4,0,4,4,5,4,8,0,0,28,57,70,163,213,337,245,85,21,0,1202
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8
SSC21440,0,6,16,12,12,12,3,3,0,65,6,3,7,17,4,19,9,3,0,74,93,112,230,274,351,357,102,11,0,1528
SSC21441,0,0,0,4,8,3,0,0,0,14,0,0,3,0,3,0,0,0,0,9,15,15,23,45,76,33,11,0,0,215
SSC21442,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,3,14,12,24,5,3,0,73
SSC21443,12,39,97,90,70,36,17,0,0,357,20,47,172,142,120,70,14,3,0,599,354,840,2441,1965,1474,913,186,14,7,8194
SSC21444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,13,0,0,0,25
SSC21445,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,3,0,0,12,14,11,22,44,52,34,11,3,0,197
SSC21446,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,14,7,28,14,0,0,0,77
SSC21447,0,3,13,9,11,13,5,0,0,53,4,4,17,11,5,21,0,0,0,60,52,73,170,247,268,247,73,8,6,1137
SSC21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,8,10,18,8,0,0,67
SSC21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,0,0,18
SSC21450,0,7,6,3,7,5,0,0,0,30,4,6,5,10,13,12,9,0,0,57,47,58,129,156,155,117,44,11,3,711
SSC21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,20,8,0,0,51
SSC21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,11
SSC21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,12
SSC21454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,18
SSC21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,25,10,3,3,0,55
SSC21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,8,10,6,0,0,28
SSC21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,4,3,0,0,33
SSC21458,28,51,103,106,106,89,16,0,0,500,27,71,122,122,121,87,20,0,0,576,802,1255,2478,2434,2847,1836,355,17,3,12025
SSC21459,0,3,11,4,13,3,3,0,0,39,0,0,8,4,9,4,0,0,0,26,50,70,79,127,192,115,17,0,0,654
SSC21460,14,37,56,57,56,38,4,0,0,261,21,29,56,67,72,52,12,3,0,307,481,721,1563,1831,1725,1066,180,8,3,7572
SSC21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,12,15,14,4,3,0,54
SSC21462,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,21,18,18,20,12,0,0,95
SSC21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,8,0,0,0,41
SSC21464,10,5,20,21,15,15,0,0,0,85,8,10,6,17,24,17,3,0,0,85,68,111,227,263,286,217,49,3,4,1231
SSC21465,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,7,13,21,26,23,7,0,0,105
SSC21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,0,0,0,38
SSC21467,7,12,27,13,9,4,0,0,0,71,10,25,76,23,21,10,4,3,0,170,65,287,816,396,302,216,35,3,0,2113
SSC21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,3,12,9,0,0,0,29
SSC21469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6
SSC21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,14
SSC21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,14
SSC21473,0,0,3,3,0,3,0,0,0,10,0,0,3,0,0,3,3,0,0,9,6,15,39,37,31,38,16,0,0,188
SSC21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,3,0,0,18
SSC21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,10,18,11,0,0,0,64
SSC21476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,9,5,3,0,0,25
SSC21477,0,0,0,3,7,3,0,0,0,7,3,0,0,0,3,3,0,0,0,12,18,10,24,43,67,51,26,14,0,251
SSC21478,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,8,12,16,21,30,33,7,0,0,130
SSC21479,0,0,3,7,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,7,17,19,120,128,76,49,17,4,0,435
SSC21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,4,3,3,0,24
SSC21481,6,16,21,14,10,17,5,0,0,90,3,7,28,17,13,15,10,3,0,93,141,169,462,492,470,427,123,20,3,2312
SSC21482,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,0,15,21,17,9,0,0,69
SSC21483,0,0,0,4,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,10,33,27,27,61,99,64,30,13,0,354
SSC21484,6,22,81,62,47,26,9,6,0,250,21,24,40,45,42,31,10,0,0,210,387,490,1428,1283,1300,866,169,18,3,5940
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,13,4,0,0,40
SSC21487,3,3,0,3,5,8,0,0,0,17,4,0,6,5,4,10,0,0,0,28,24,37,68,92,130,102,22,3,0,481
SSC21488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,10,22,17,23,6,0,0,76
SSC21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21491,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,3,12,6,3,0,0,43
SSC21492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,9
SSC21493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,10,16,10,3,0,0,50
SSC21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,12,3,0,0,41
SSC21495,17,47,77,86,90,75,22,0,0,415,22,43,77,76,96,66,21,3,0,396,516,836,1579,1708,1963,1269,293,30,3,8195
SSC21496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,8,9,4,7,0,41
SSC21497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,15,21,0,0,0,66
SSC21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,15,12,0,0,0,49
SSC21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,8,18,3,4,0,43
SSC21500,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,10,10,11,42,39,41,45,11,5,0,199
SSC21501,0,0,0,3,0,0,3,0,0,10,3,3,0,0,4,0,0,0,0,7,15,15,19,38,58,45,7,0,0,200
SSC21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8
SSC21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,19
SSC21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC21505,0,0,0,0,0,5,0,0,0,7,0,0,0,3,3,3,8,0,0,16,7,4,28,49,44,52,15,3,0,207
SSC21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,18
SSC21507,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,5,3,13,20,22,30,46,19,3,0,161
SSC21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,11,8,0,0,3,28
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,4,6,0,0,28
SSC21511,0,3,5,4,4,11,0,0,0,26,0,0,5,9,3,6,4,0,0,23,42,56,81,125,162,125,30,3,0,622
SSC21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,21
SSC21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,7,3,0,0,21
SSC21514,0,0,6,0,4,3,3,0,0,19,0,0,0,3,7,9,3,0,3,23,11,14,43,53,86,99,31,9,6,342
SSC21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,9,15,43,56,10,3,0,132
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,0,4,0,0,0,3,0,0,0,9,0,0,3,3,0,0,3,0,0,13,22,40,47,57,90,75,25,3,0,371
SSC21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,19,14,3,0,0,57
SSC21519,0,0,0,6,3,5,0,0,0,14,3,0,0,0,3,4,3,0,0,18,36,30,44,78,101,80,19,3,0,387
SSC21520,0,0,8,3,7,6,0,0,0,27,3,0,0,4,13,4,3,0,0,24,29,19,84,105,119,90,16,0,0,468
SSC21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,3,16
SSC21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,15,5,0,0,28
SSC21523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,10,22,22,9,0,0,74
SSC21524,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,9,23,25,33,45,29,3,0,0,169
SSC21525,3,8,24,5,7,0,0,0,0,42,4,3,14,15,18,10,0,0,0,57,52,162,289,222,204,176,37,8,0,1142
SSC21526,4,4,3,4,3,7,0,0,0,26,0,0,3,0,12,4,3,0,0,32,42,26,104,154,167,141,36,3,0,672
SSC21527,0,0,0,0,8,0,3,0,0,12,0,0,0,6,4,0,3,0,0,7,23,3,18,68,77,45,16,0,0,255
SSC21528,3,4,20,5,9,3,0,0,0,49,0,3,9,4,10,9,0,0,0,36,35,77,228,164,170,144,16,5,0,843
SSC21529,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,10,7,10,22,25,17,5,0,0,100
SSC21530,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,8,6,6,8,16,23,32,14,0,0,97
SSC21531,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,9,17,11,3,0,43
SSC21532,0,0,3,3,0,0,0,0,0,7,0,3,3,0,4,5,4,0,0,24,18,30,89,78,90,139,53,3,0,504
SSC21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC21534,3,8,10,12,3,12,0,0,0,47,4,4,10,13,19,6,3,0,0,60,91,140,198,240,295,175,27,0,0,1163
SSC21535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,22
SSC21536,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,7,9,12,18,43,26,3,0,0,121
SSC21537,0,3,12,20,15,11,3,4,0,71,7,8,12,20,18,17,6,0,0,91,91,166,338,408,412,352,102,20,4,1888
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,21
SSC21540,0,3,3,3,0,0,0,0,0,7,0,3,4,3,3,0,0,0,0,13,15,68,233,137,62,18,12,0,0,543
SSC21541,3,9,6,3,7,8,3,0,0,37,0,0,3,0,6,4,0,0,0,16,24,53,103,93,113,126,37,3,0,550
SSC21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,9
SSC21543,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,5,8,5,10,16,15,36,7,0,0,102
SSC21544,4,11,33,39,32,18,0,0,0,136,9,25,60,71,60,26,9,0,0,255,149,356,875,1162,849,379,51,0,0,3827
SSC21545,0,5,34,32,18,5,0,0,0,102,5,11,53,51,27,18,0,0,0,166,101,203,1020,1179,541,255,35,0,0,3336
SSC21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,3,0,19
SSC21547,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,8,14,15,26,5,0,0,70
SSC21548,11,19,21,33,55,37,3,0,0,177,8,9,22,33,58,38,3,0,0,178,285,460,434,713,1118,641,85,8,0,3751
SSC21549,0,3,0,3,4,9,0,0,0,20,0,0,0,7,14,10,0,0,0,28,39,71,50,66,171,123,15,0,0,533
SSC21550,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,4,0,0,0,10,3,8,30,43,69,47,18,15,0,233
SSC21551,0,0,4,12,9,3,4,0,0,32,0,0,0,3,3,13,0,0,0,18,30,25,43,91,142,86,23,3,0,437
SSC21552,0,4,3,10,3,7,0,0,0,30,0,0,3,12,12,12,3,0,0,45,37,48,107,226,246,212,54,11,0,935
SSC21553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,0,0,0,20
SSC21554,3,17,30,41,25,11,3,0,0,129,5,17,32,43,40,21,7,0,0,163,183,386,975,1175,1094,667,155,14,0,4652
SSC21555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,10,6,7,9,0,0,43
SSC21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,3,3,0,0,13
SSC21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,4,0,0,0,31
SSC21558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21559,3,9,25,9,14,4,3,0,0,73,3,6,27,21,15,9,3,0,0,74,86,136,437,406,312,190,43,0,0,1615
SSC21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,8
SSC21561,6,14,25,14,15,16,8,0,0,94,7,12,16,16,19,13,7,3,0,86,126,208,433,427,467,426,120,11,0,2211
SSC21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,22,7,0,0,0,43
SSC21563,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,5,13,18,36,46,49,9,0,0,181
SSC21564,14,6,27,26,30,18,3,0,0,122,7,8,12,27,16,16,0,0,0,79,186,158,448,639,610,381,58,4,3,2481
SSC21565,0,16,56,35,25,9,5,0,0,146,8,29,88,62,35,18,9,0,0,249,108,513,1641,991,640,358,53,8,0,4306
SSC21566,0,3,5,3,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,26,26,32,43,63,36,10,0,0,235
SSC21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,12
SSC21568,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,10,9,6,11,31,53,58,19,8,0,198
SSC21569,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,5,8,13,15,35,14,16,0,0,105
SSC21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,3,7,0,31
SSC21571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,11,5,0,0,28
SSC21572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,13,14,18,8,4,0,70
SSC21573,0,3,4,0,11,3,3,0,0,23,0,0,0,3,3,5,0,0,0,14,21,28,43,94,168,173,44,3,0,570
SSC21574,0,0,0,3,3,0,0,0,0,13,0,0,0,3,3,4,0,0,0,13,7,4,47,58,99,108,37,7,0,372
SSC21575,0,3,3,3,0,4,0,0,0,13,0,3,3,4,4,10,0,0,0,21,27,31,43,76,102,93,25,3,0,409
SSC21576,0,13,32,20,18,20,9,0,0,116,9,22,33,42,53,23,13,6,4,199,128,402,1142,1034,1010,751,325,65,11,4873
SSC21577,6,25,59,47,56,34,10,0,0,245,11,44,83,70,100,59,29,6,0,413,394,1111,2155,2260,2477,1510,484,56,9,10448
SSC21578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SSC21579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,7,17,12,42,34,6,6,0,129
SSC21580,0,0,0,0,5,4,0,0,0,7,0,0,0,3,0,0,4,0,0,6,18,17,25,74,95,79,20,0,0,328
SSC21581,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,4,3,24,36,26,3,0,0,106
SSC21582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,14,9,32,6,0,0,87
SSC21583,0,3,6,8,11,6,0,0,0,37,0,3,7,9,3,4,0,0,0,41,61,115,260,316,322,207,46,7,0,1332
SSC21584,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,7,8,15,4,0,0,40
SSC21585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,9,3,0,0,29
SSC21586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC21587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21588,8,5,15,13,27,16,14,0,0,98,7,7,11,21,23,21,10,3,0,103,138,155,334,456,492,477,136,22,8,2227
SSC21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC21590,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,7,4,9,10,12,12,21,3,0,0,69
SSC21591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,7,15,25,15,10,0,0,84
SSC21592,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,6,14,15,20,31,11,0,0,101
SSC21593,3,31,75,45,52,29,6,0,0,239,9,39,92,52,57,31,15,0,0,300,195,744,2181,1477,1200,730,130,13,3,6665
SSC21594,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,10,15,14,3,0,0,47
SSC21595,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,3,15,16,30,46,10,0,0,114
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,0,0,0,0,0,3,0,0,0,8,0,0,0,0,7,0,0,0,0,8,9,5,23,41,62,61,14,7,0,227
SSC21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,22,3,0,0,57
SSC21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,15
SSC21601,0,3,17,10,0,3,0,0,0,26,0,6,5,4,3,3,0,3,0,21,21,67,219,151,113,75,13,5,0,673
SSC21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,4,7,9,12,3,3,0,43
SSC21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,3,11,5,0,0,28
SSC21604,0,3,8,4,0,3,0,0,0,21,3,0,6,3,0,0,0,0,0,14,44,105,261,169,125,79,13,4,0,806
SSC21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,21,15,3,3,0,50
SSC21607,4,11,14,19,19,21,3,0,0,95,14,7,14,19,28,27,3,9,0,125,175,245,418,470,610,517,120,24,4,2586
SSC21608,3,0,0,5,5,9,0,0,0,19,0,0,4,3,0,7,0,0,0,20,26,27,42,54,88,50,9,3,0,296
SSC21609,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,10,5,24,19,36,50,28,3,0,168
SSC21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,5,3,3,0,0,22
SSC21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4
SSC21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21613,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,3,4,4,26,30,19,9,0,0,103
SSC21614,3,8,3,13,7,11,3,0,0,48,5,5,4,5,7,10,12,4,0,48,63,77,145,231,262,286,90,6,3,1171
SSC21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10
