SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC21295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,10
SSC21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,3,4,0,0,0,17,12,22
SSC21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,4,15
SSC21298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47,101,0,3,3,0,0,0,0,0,0,0,3,3,3,0,4,10,3,10,68,55,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,30,4,8,17,3,3,7,95,81,175
SSC21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,11,6,18
SSC21300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,29,28,50
SSC21301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,155,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,103,82,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,14,15,23,0,3,5,134,111,242
SSC21302,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,143,127,266,7,8,20,8,0,8,13,7,17,0,0,0,4,0,3,27,23,46,193,166,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,35,80,16,17,36,0,0,7,262,221,485
SSC21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,25,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,7,10,0,0,0,40,43,81
SSC21304,30,38,70,3,0,3,0,0,0,0,0,0,6,5,10,590,435,1024,35,54,86,6,0,6,5,0,5,4,0,6,7,3,13,9,7,9,690,545,1235,6,9,11,0,0,0,0,0,0,8,12,16,7,0,5,0,0,0,20,18,39,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,3,18,32,25,57,4,11,12,0,0,0,0,0,0,4,11,12,12,18,38,43,78,116,10,5,14,799,680,1482
SSC21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,19,15,35
SSC21306,35,41,74,8,9,10,0,0,0,0,3,3,0,0,0,1168,923,2087,61,66,125,17,3,16,12,0,8,4,0,7,10,3,14,12,8,26,1326,1051,2379,11,7,15,0,0,0,0,0,0,22,13,35,3,3,5,0,0,3,38,20,60,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,3,7,15,8,4,9,47,33,82,8,5,9,0,0,0,0,0,0,7,5,12,27,58,87,87,173,260,12,15,36,1516,1337,2851
SSC21307,135,102,233,12,12,21,0,0,0,0,5,5,7,0,8,1779,1359,3138,93,129,223,43,0,43,9,0,14,9,0,10,12,11,20,12,18,29,2105,1632,3738,17,10,31,0,0,0,4,9,15,29,14,47,8,10,14,4,0,4,62,44,106,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,6,12,7,17,75,57,129,16,9,25,0,0,3,0,0,0,14,13,23,36,49,86,115,201,321,43,29,68,2395,1982,4368
SSC21308,102,108,214,24,41,66,0,0,0,9,12,25,3,5,8,2442,2005,4451,107,160,264,41,0,42,23,0,23,23,0,25,22,13,32,24,23,47,2818,2375,5193,92,65,160,0,0,0,0,3,4,66,57,125,8,14,24,0,0,0,168,144,313,0,0,0,0,4,7,3,5,14,0,3,4,0,0,0,9,16,24,18,19,41,195,175,373,31,49,76,0,0,0,0,0,0,31,49,83,86,137,222,207,355,561,36,31,71,3369,3128,6493
SSC21309,31,25,54,0,0,3,0,0,0,0,0,0,4,0,4,372,300,678,25,26,44,4,0,4,0,0,0,0,0,0,0,4,3,0,7,9,435,356,797,7,8,13,0,0,0,0,0,0,10,0,9,0,4,4,0,0,0,14,14,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,4,0,3,18,16,34,4,0,6,0,0,0,0,0,0,4,0,6,12,13,30,25,47,72,6,4,7,502,431,936
SSC21310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,21,10,31
SSC21311,17,15,29,0,3,8,0,0,0,0,0,0,0,0,0,443,334,780,13,29,48,7,0,7,7,0,7,9,0,9,0,0,3,8,3,8,515,391,901,11,8,15,0,0,0,0,0,0,7,16,25,0,0,0,0,0,0,17,19,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,4,25,23,46,3,5,12,0,0,0,0,0,0,3,8,13,14,19,26,51,68,117,3,8,12,602,509,1111
SSC21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,3,9
SSC21313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,3,0,0,0,16,13,25
SSC21314,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,3,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,24
SSC21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC21316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,12,4,20
SSC21317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,0,11,8,28
SSC21318,8,3,14,12,8,20,0,0,0,0,0,0,3,5,8,872,796,1670,50,71,124,7,0,7,8,3,16,19,3,29,3,4,3,48,61,105,1035,957,1992,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,12,6,21,17,10,30,0,0,0,0,0,0,0,0,0,0,0,3,37,48,85,105,212,317,12,9,15,1206,1233,2437
SSC21319,730,744,1479,33,90,126,0,0,0,34,52,88,10,9,14,1229,1107,2333,52,110,162,14,0,14,31,4,40,279,140,416,29,12,37,122,179,300,2574,2448,5015,31,34,66,0,0,0,94,103,203,16,29,42,6,16,21,25,13,34,169,193,361,0,0,0,3,3,7,0,5,5,0,0,0,0,0,0,9,10,13,24,25,46,201,224,429,15,42,55,0,3,3,4,0,3,18,44,61,92,139,234,193,339,531,16,12,30,3091,3204,6294
SSC21320,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,567,445,1008,32,44,78,13,0,13,3,0,3,12,5,15,7,8,12,49,57,98,674,556,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,39,48,83,64,109,171,9,12,20,789,728,1521
SSC21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,3,14
SSC21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,76,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,11,61,34,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,4,16,19,0,0,0,74,59,134
SSC21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,0,20,14,35
SSC21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,21,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,4,3,11,0,0,0,31,26,54
SSC21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,7,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,29,21,48
SSC21326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,4,0,3,0,0,0,24,14,30
SSC21327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,12,3,10
SSC21328,167,135,306,178,206,385,0,0,0,489,521,1005,18,20,34,3526,2965,6493,142,294,436,18,0,18,51,0,51,220,65,282,53,28,82,220,262,484,5081,4496,9571,23,26,46,0,0,0,86,62,141,29,18,48,11,12,19,7,5,12,145,115,267,0,0,0,31,48,79,6,4,8,3,0,3,7,0,7,38,57,97,66,62,129,252,234,484,38,39,79,9,3,14,4,3,7,48,50,98,381,481,860,419,654,1075,45,50,93,6226,5961,12190
SSC21329,11,10,17,100,113,215,0,0,0,104,103,213,3,0,3,1004,835,1844,37,81,111,3,0,3,18,0,18,42,8,54,10,3,15,45,29,74,1380,1183,2563,8,9,15,0,0,0,0,8,8,8,5,15,0,4,4,0,0,0,18,27,42,0,0,0,13,9,27,7,8,8,0,0,3,0,0,0,24,19,43,31,13,44,67,52,124,7,5,11,0,0,0,0,0,0,7,9,9,85,115,203,102,198,298,6,14,22,1648,1573,3223
SSC21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,8,9,20
SSC21331,289,254,551,52,69,126,0,0,0,0,0,3,10,3,14,4790,3612,8404,235,428,667,82,3,82,14,0,16,26,3,24,36,19,61,36,46,80,5582,4437,10020,36,29,60,0,0,0,5,6,11,149,91,239,16,30,51,4,0,4,216,154,371,0,0,0,0,0,0,4,3,7,5,11,10,0,0,0,10,15,22,39,32,73,262,202,465,59,55,112,3,0,3,3,0,3,59,58,115,119,212,331,263,481,743,51,39,87,6331,5428,11760
SSC21332,0,0,3,8,7,9,0,0,0,0,0,0,4,3,5,1415,1206,2614,63,118,184,20,0,20,9,3,11,8,3,6,7,0,15,22,17,31,1558,1351,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,5,8,6,11,9,7,21,0,3,3,0,0,0,0,0,0,0,3,3,46,54,101,105,190,297,17,17,33,1734,1629,3362
SSC21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,59,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,3,0,0,0,45,38,84
SSC21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,73,164,0,3,6,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,95,82,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,8,12,21,0,3,4,118,100,219
SSC21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,13,8,25
SSC21336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,87,183,3,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,3,5,106,89,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,8,16,4,4,6,118,108,228
SSC21337,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,65,48,110,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,69,52,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,8,16,18,0,0,0,84,77,161
SSC21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,106,238,4,11,16,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,151,114,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,19,20,3,0,3,162,136,302
SSC21340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,67,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,3,41,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,3,6,13,0,0,0,53,53,108
SSC21341,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,64,154,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,103,75,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,9,19,29,0,0,5,119,104,228
SSC21342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,6,0,0,4,24,25,49
SSC21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,56,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,37,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,7,3,6,0,0,0,49,34,83
SSC21344,49,41,86,3,0,7,0,0,0,0,0,0,0,0,0,1270,1059,2322,91,61,152,35,0,33,8,0,8,3,0,3,3,4,6,30,34,70,1485,1203,2690,5,5,10,0,0,0,0,3,4,23,16,40,0,0,5,0,0,0,33,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,22,51,29,78,13,15,22,0,0,0,0,0,0,10,15,25,41,84,124,142,241,389,29,27,55,1763,1596,3360
SSC21345,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,71,73,143,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,81,85,164,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,21,4,5,17,0,0,0,104,98,206
SSC21346,81,57,141,16,22,37,0,0,0,0,0,0,3,0,6,1995,1731,3726,112,70,189,44,0,44,12,0,18,10,0,17,14,3,18,32,29,66,2333,1928,4269,22,15,38,0,0,0,4,3,8,41,33,72,9,10,16,0,0,0,73,58,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,22,14,40,101,73,176,14,16,29,0,0,0,0,0,0,14,18,32,60,116,171,143,320,464,24,19,44,2677,2479,5154
SSC21347,15,18,33,4,0,3,0,0,0,0,0,0,0,0,0,657,537,1196,37,39,79,15,0,15,3,0,3,5,0,5,0,4,5,17,6,19,755,606,1362,6,3,5,0,0,0,0,0,0,12,15,26,0,0,0,0,0,0,18,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,23,45,6,3,13,0,0,0,0,0,0,6,3,13,23,39,67,73,101,174,17,9,23,899,789,1684
SSC21348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,17,16,35
SSC21349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,27,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,13,0,3,7,0,0,0,36,20,57
