SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC21743,6281,247,10,0,21,6564,650,65,0,0,0,715,135,7,0,0,0,140,7062,325,17,0,25,7424
SSC21744,1919,232,19,72,3,2249,451,187,13,76,0,719,86,34,3,22,0,139,2459,447,29,165,4,3111
SSC21745,38,0,0,0,0,38,7,0,0,0,0,7,3,0,0,0,0,3,45,0,0,0,0,45
SSC21746,17,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,25
SSC21747,46,0,0,0,0,46,12,0,0,0,0,12,3,0,0,0,0,3,57,0,0,0,0,57
SSC21748,1093,1213,331,4,14,2647,122,173,91,3,0,390,29,26,11,0,0,68,1240,1409,426,12,14,3108
SSC21749,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12
SSC21750,224,0,0,4,0,232,11,0,0,0,0,11,0,0,0,0,0,0,235,0,0,4,0,239
SSC21751,5751,571,1492,62,11,7894,709,130,469,49,5,1357,154,17,76,6,0,261,6614,721,2033,120,15,9510
SSC21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,3,45,0,0,0,0,46
SSC21754,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21755,364,8,0,8,3,374,158,4,0,0,0,162,16,0,0,0,0,16,532,7,0,10,3,552
SSC21756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21757,3481,161,242,5,14,3898,1135,174,174,0,0,1488,161,12,37,0,0,219,4777,346,454,6,16,5599
SSC21758,33,0,0,0,0,35,6,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,4,45
SSC21759,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8
SSC21760,276,0,6,0,0,282,75,0,3,0,0,79,12,0,0,0,0,12,362,0,10,0,3,376
SSC21761,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21762,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9
SSC21763,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC21764,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17
SSC21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21766,0,0,15,0,3,18,0,0,0,0,0,0,0,0,3,0,0,6,0,0,17,0,5,18
SSC21767,41,0,0,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,0,43
SSC21768,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC21769,38,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,3,0,42
SSC21770,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21771,724,212,112,0,3,1045,93,28,35,0,0,155,21,0,6,0,0,29,838,234,153,0,3,1232
SSC21772,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6
SSC21773,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21774,107,0,0,0,3,115,40,0,0,0,0,44,9,0,0,0,0,9,157,0,0,0,3,161
SSC21775,406,6,0,0,0,416,32,0,0,0,0,32,9,3,0,0,0,11,440,11,0,0,3,456
SSC21776,33,0,0,0,0,33,9,0,0,0,0,6,0,0,0,0,0,0,43,0,0,0,0,47
SSC21777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21778,472,0,0,0,3,470,26,0,0,0,0,25,10,0,0,0,0,10,499,0,0,0,0,504
SSC21779,30,0,0,0,0,30,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,39
SSC21780,172,0,0,0,0,174,35,0,0,0,0,34,4,0,0,0,0,4,210,0,0,0,0,211
SSC21781,5047,201,187,3,10,5446,310,48,52,0,4,409,73,7,9,0,0,92,5435,251,250,3,11,5951
SSC21782,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC21783,2766,74,0,3,5,2849,248,22,0,0,0,276,52,6,0,0,0,59,3066,104,0,3,8,3186
SSC21784,26,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,32
SSC21785,27,0,0,0,0,27,5,0,0,0,0,5,3,0,0,0,0,3,38,0,0,0,0,38
SSC21786,767,23,3,0,0,795,67,3,3,0,0,70,17,0,0,0,0,17,848,27,4,0,3,883
SSC21787,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21788,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15
SSC21789,437,0,0,0,0,443,18,0,0,0,0,18,11,0,0,0,0,11,468,0,0,0,0,472
SSC21790,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC21791,5017,688,10,0,16,5730,389,119,12,0,0,521,104,19,8,0,3,135,5510,827,32,0,15,6385
SSC21792,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,22
SSC21793,73,0,0,0,0,70,7,0,0,0,0,7,0,0,0,0,0,0,81,0,0,0,0,83
SSC21794,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21795,576,92,13,0,0,681,115,13,3,0,0,135,21,3,0,0,0,26,712,106,15,0,0,843
SSC21796,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC21797,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC21798,77,0,0,0,0,77,13,0,0,0,0,13,3,0,0,0,0,3,101,0,0,0,0,101
SSC21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21801,71,0,0,0,0,69,26,0,0,0,0,26,0,0,0,0,0,0,100,0,0,0,0,101
SSC21802,39,0,0,0,0,39,4,0,0,0,0,3,0,0,0,0,0,0,42,0,0,0,0,44
SSC21803,32,0,0,0,0,32,12,0,0,0,0,10,0,0,0,0,0,0,41,0,0,0,0,43
SSC21804,7236,840,2201,9,26,10312,881,70,240,0,4,1196,174,27,46,0,5,248,8291,928,2488,7,33,11757
SSC21805,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC21806,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,23
SSC21807,30,0,0,0,0,30,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,36
SSC21808,132,0,0,0,0,139,35,0,3,0,0,36,3,0,0,0,0,3,170,0,4,0,0,179
SSC21809,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC21810,105,0,0,0,0,105,25,0,0,0,0,25,4,0,0,0,3,3,128,0,0,0,3,129
SSC21811,48,0,0,0,0,48,6,0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,57
SSC21812,116,0,0,0,3,114,20,0,0,0,0,20,3,0,0,0,0,3,132,0,0,0,3,138
SSC21813,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC21814,58,0,0,0,0,58,20,0,0,0,0,20,0,0,0,0,0,0,75,0,0,0,0,75
SSC21815,4472,1074,31,7,6,5596,655,93,4,0,3,746,131,25,0,0,0,164,5261,1195,35,7,7,6504
SSC21816,36,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,44
SSC21817,29,0,0,0,0,34,8,0,0,0,0,8,3,0,0,0,0,3,42,0,0,0,0,43
SSC21818,42,0,0,0,0,44,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,50
SSC21819,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC21820,234,4,0,0,5,244,72,9,0,0,0,84,6,0,0,0,0,8,322,16,0,0,5,338
SSC21821,35,0,0,6,0,33,11,0,0,3,0,15,0,0,0,0,0,0,48,0,0,8,0,54
SSC21822,54,0,0,0,0,54,4,0,0,0,0,4,0,0,0,0,0,0,65,0,0,0,0,65
SSC21823,30,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,39,0,0,0,0,39
SSC21824,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC21825,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21826,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13
SSC21827,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC21828,60,0,0,0,0,60,22,0,0,0,0,22,3,0,0,0,0,3,82,0,0,0,0,85
SSC21829,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC21830,33,0,0,3,0,37,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,3,0,47
SSC21831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21832,28,0,0,0,3,33,0,0,0,0,0,3,4,0,0,0,0,4,32,0,0,0,5,39
SSC21833,67,0,0,0,3,73,41,0,0,4,0,44,0,0,0,0,0,0,115,0,0,4,3,118
SSC21834,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8
SSC21835,33,0,0,0,0,33,10,0,0,0,0,8,0,0,0,0,0,0,44,0,0,0,0,45
SSC21836,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31
SSC21837,1647,825,927,4,8,3411,180,100,139,0,0,419,33,20,27,0,0,86,1865,947,1098,4,8,3918
SSC21838,262,0,0,3,0,267,76,0,4,0,0,83,8,0,0,0,0,12,348,3,4,6,3,365
SSC21839,45,0,0,0,0,45,13,0,0,0,0,13,0,0,0,0,0,0,58,0,0,0,0,58
SSC21840,42,0,0,0,0,42,5,0,0,0,0,9,0,0,0,0,0,0,53,0,0,0,0,55
SSC21841,17,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21
SSC21842,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21843,26,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,36
SSC21844,11,0,0,0,0,11,12,0,0,0,0,12,0,0,0,0,0,0,27,0,0,0,0,27
SSC21845,143,3,0,3,0,148,22,0,0,0,0,25,5,0,0,0,0,5,169,4,0,3,3,174
SSC21846,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,17
SSC21847,110,0,0,0,0,115,10,0,0,0,0,10,0,0,0,0,0,0,129,0,0,0,0,128
SSC21848,46,0,0,0,0,46,13,0,0,0,0,13,0,0,0,0,0,0,55,0,0,0,0,55
SSC21849,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC21850,33,0,0,0,0,33,14,0,0,0,0,14,5,0,0,0,0,5,44,0,0,0,0,44
SSC21851,866,26,0,13,8,912,286,34,0,6,0,330,45,3,0,0,0,45,1202,61,0,11,9,1289
SSC21852,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC21853,57,0,0,0,0,57,8,0,0,0,0,8,0,0,0,0,0,0,65,0,0,0,0,65
SSC21854,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC21855,497,8,23,15,0,538,173,15,24,13,0,226,18,3,3,0,0,23,691,20,45,25,3,786
SSC21856,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,30
SSC21857,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC21858,88,0,0,0,0,85,11,0,0,0,0,11,0,0,0,0,0,0,101,0,0,0,0,98
SSC21859,4,0,0,3,0,4,7,0,0,0,0,7,0,0,0,0,0,0,15,0,0,3,0,12
SSC21860,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC21861,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC21862,35,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,41,0,0,0,0,43
SSC21863,107,0,0,0,0,104,14,0,0,0,0,18,0,0,0,0,0,0,123,0,0,0,0,125
SSC21864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21865,160,0,0,0,0,158,19,0,0,0,0,22,0,0,0,0,0,0,181,0,0,0,0,185
SSC21866,276,13,0,0,3,293,41,3,0,0,0,47,12,0,0,0,0,9,326,19,3,0,3,349
SSC21867,213,0,0,0,0,214,20,0,0,0,0,20,7,0,0,0,0,7,237,0,0,0,0,238
SSC21868,52,0,0,3,6,55,9,0,0,0,0,15,0,0,0,0,0,0,69,0,0,3,7,70
SSC21869,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC21870,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,31,0,0,0,0,31
SSC21871,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC21872,28,0,0,0,0,28,8,0,0,0,0,9,0,0,0,0,0,0,38,0,0,0,0,40
SSC21873,23,0,0,0,0,23,8,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,30
SSC21874,35,0,0,0,0,35,6,0,0,0,0,6,0,0,0,0,0,0,47,0,0,0,0,47
SSC21875,23,0,0,0,0,23,4,0,0,0,0,4,3,0,0,0,0,3,32,0,0,0,0,32
SSC21876,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27
SSC21877,71,0,0,0,0,71,19,0,0,0,0,19,5,0,0,0,0,5,92,0,0,0,0,92
SSC21878,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,14
SSC21879,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC21880,130,0,0,3,0,128,15,0,0,0,0,16,5,0,0,0,0,5,142,0,0,4,0,152
SSC21881,7047,227,149,62,11,7493,768,51,45,47,5,910,200,13,10,5,0,225,8015,287,206,113,11,8633
SSC21882,113,0,0,0,0,113,11,0,0,0,0,11,0,0,0,0,0,0,119,0,0,0,0,119
SSC21883,1889,20,0,0,4,1913,125,0,0,0,0,125,43,0,0,0,0,45,2060,20,0,0,3,2083
SSC21884,7123,540,0,0,4,7668,437,39,0,0,0,473,191,10,0,0,8,208,7750,592,8,0,8,8355
SSC21885,5,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,7
SSC21886,482,3,12,11,0,504,151,3,30,7,0,195,24,0,3,0,0,25,652,8,41,21,0,725
SSC21887,156,0,0,0,0,160,53,0,4,0,0,56,6,0,0,0,0,6,213,0,6,0,0,218
SSC21888,18,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,35
SSC21889,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC21890,29,0,0,0,0,31,16,0,0,0,0,16,3,0,0,0,0,3,43,0,0,0,0,44
SSC21891,68,0,0,0,0,68,12,0,0,0,0,12,0,0,0,0,0,0,87,0,0,0,0,87
SSC21892,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SSC21893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21894,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC21895,57,0,0,0,0,57,10,0,0,0,0,10,0,0,0,0,0,0,68,0,0,0,0,68
SSC21896,54,0,0,0,0,54,6,0,0,0,0,6,0,0,0,0,0,0,65,0,0,0,0,65
SSC21897,34,0,0,0,0,34,9,0,0,0,0,12,0,0,0,0,0,0,47,0,0,0,0,50
SSC21898,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC21899,366,4,5,0,3,380,58,3,0,0,0,63,18,0,0,0,0,18,444,11,5,3,3,463
SSC21900,81,0,0,0,0,81,18,0,0,0,0,23,3,0,0,0,0,3,107,0,0,0,0,107
SSC21901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21902,62,0,0,0,0,65,17,0,0,0,0,17,0,0,0,0,0,0,77,0,0,0,0,77
SSC21903,68,0,0,0,0,69,8,0,0,0,0,9,3,0,0,0,0,3,78,0,0,0,0,82
SSC21904,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC21905,284,0,0,0,0,285,28,0,0,0,0,30,5,0,0,0,0,5,316,0,0,0,0,319
SSC21906,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC21907,35,0,0,0,0,36,5,0,0,0,0,5,0,0,0,0,0,0,37,0,0,0,0,37
SSC21908,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC21909,679,13,0,0,0,692,48,6,0,0,0,54,9,0,0,0,0,13,740,22,0,0,0,763
SSC21910,1819,152,12,3,4,1992,387,147,16,0,0,544,71,16,3,0,0,92,2278,320,31,3,7,2636
SSC21911,49,0,0,0,3,49,20,0,0,0,0,20,3,0,0,0,0,3,78,0,0,0,3,75
SSC21912,21,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,32
SSC21913,1192,237,14,11,3,1456,350,105,0,3,0,460,45,4,0,0,0,55,1596,340,17,13,5,1970
SSC21914,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27
SSC21915,159,0,0,0,3,159,14,0,0,0,0,14,3,0,0,0,0,3,181,0,0,0,3,180
SSC21916,137,8,4,8,0,159,18,0,0,0,0,21,6,0,0,0,0,10,166,11,4,6,0,186
SSC21917,484,90,14,3,0,592,62,19,0,0,0,78,13,3,0,0,0,17,563,107,14,3,0,684
SSC21918,246,0,0,0,0,246,40,0,0,0,0,40,4,0,0,0,0,4,286,0,0,0,0,286
SSC21919,32,0,0,0,4,37,15,0,0,0,0,15,0,0,0,0,0,0,47,0,0,0,4,48
SSC21920,45,0,0,0,0,45,10,0,0,0,0,10,0,0,0,0,0,0,56,0,0,0,0,56
SSC21921,104,0,0,0,0,107,27,0,0,0,0,35,7,0,0,0,0,7,142,0,0,0,3,144
SSC21922,2622,1076,319,17,16,4052,371,66,57,0,3,509,67,15,15,0,0,97,3063,1165,388,17,23,4654
SSC21923,114,0,0,5,0,118,23,0,0,0,0,23,3,0,0,0,0,3,146,0,0,5,0,149
SSC21924,252,3,0,3,0,263,55,0,0,0,0,55,5,0,0,0,0,5,310,5,0,3,0,323
SSC21925,37,0,0,0,0,37,11,0,0,0,0,11,6,0,0,0,0,6,51,0,0,0,0,51
SSC21926,2553,608,86,6,10,3268,291,153,12,0,0,457,63,18,3,0,0,80,2906,780,101,6,14,3805
SSC21927,605,0,22,0,3,629,202,0,23,0,0,231,23,0,3,0,0,22,831,0,47,0,3,884
SSC21928,399,0,0,8,0,412,70,0,0,13,0,86,13,0,0,0,0,13,484,0,3,25,0,512
SSC21929,305,0,3,19,3,327,58,0,0,19,0,81,6,0,0,0,0,11,376,0,3,41,3,423
SSC21930,1107,504,53,3,3,1677,203,91,8,0,0,298,36,16,0,0,0,55,1346,613,64,3,3,2031
SSC21931,93,0,0,0,0,93,14,0,0,0,0,14,0,0,0,0,0,0,104,0,0,0,0,104
SSC21932,82,0,0,0,0,82,15,0,0,0,0,15,0,0,0,0,0,0,104,0,0,0,0,104
SSC21933,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21934,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11
SSC21935,55,0,0,0,0,55,3,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0,0,60
SSC21936,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21937,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SSC21938,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21939,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC21940,5568,1136,1479,3,30,8212,1191,292,404,3,7,1896,269,91,87,0,5,454,7026,1520,1965,8,40,10564
SSC21941,1910,21,154,0,3,2093,350,15,56,0,0,420,51,0,8,0,0,61,2311,42,215,0,3,2569
SSC21942,44,0,0,0,0,46,18,0,0,0,0,18,3,0,0,0,0,3,66,0,0,0,0,63
SSC21943,88,0,0,0,0,91,23,0,0,0,0,29,0,0,0,0,0,0,110,0,3,0,0,116
SSC21944,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21945,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC21946,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,14
SSC21947,24,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,0,39,0,0,0,0,39
SSC21948,1793,228,46,4,7,2075,888,227,25,0,6,1143,148,36,4,0,3,190,2826,490,73,3,13,3411
SSC21949,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21950,32,0,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,40
SSC21951,994,139,84,0,3,1220,278,45,10,0,0,333,35,3,12,0,0,51,1307,186,110,0,7,1610
SSC21952,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,19
SSC21953,544,215,0,0,4,769,144,68,4,0,0,216,18,12,0,0,0,30,707,302,3,0,4,1016
SSC21954,309,1441,3234,20,29,5041,41,124,504,0,8,683,17,33,128,0,7,186,369,1597,3871,24,43,5904
SSC21955,95,12,0,0,0,113,33,8,0,0,0,43,3,0,0,0,0,3,130,29,0,0,0,160
SSC21956,77,0,0,4,4,85,13,0,0,5,0,19,0,0,0,0,0,0,88,4,0,14,3,111
SSC21957,878,0,0,0,0,881,38,0,0,0,0,38,14,0,0,0,0,14,933,0,0,0,0,929
SSC21958,808,16,0,0,5,834,173,11,0,0,0,182,32,0,0,0,0,32,1017,27,0,0,5,1050
SSC21959,3796,2548,1631,59,26,8064,628,243,230,8,3,1114,104,42,49,0,0,202,4524,2837,1909,72,29,9379
SSC21960,56,0,0,0,0,53,10,0,0,0,0,10,0,0,0,0,0,0,63,0,0,0,0,64
SSC21961,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC21962,399,84,606,0,9,1103,41,0,44,0,0,91,14,3,7,0,3,25,458,84,660,0,10,1211
SSC21963,42,0,0,0,4,47,16,0,0,0,0,19,4,0,0,3,0,5,67,0,0,3,3,79
SSC21964,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7
SSC21965,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21966,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC21967,14,0,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,20
SSC21968,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC21969,65,0,0,0,0,70,14,0,0,0,0,18,3,0,0,0,0,3,84,0,0,0,0,90
SSC21970,15,0,0,0,0,15,3,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,19
SSC21971,22,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,28
SSC21972,1142,54,57,7,0,1263,341,44,61,6,0,459,52,5,5,0,0,67,1532,105,126,19,3,1791
SSC21973,2646,917,91,5,3,3662,295,188,19,0,0,500,68,47,9,0,9,129,3007,1157,121,5,9,4294
SSC21974,91,0,0,0,0,91,12,0,0,0,0,12,0,0,0,0,0,3,106,0,0,0,0,107
SSC21975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21976,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC21977,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC21978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21979,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SSC21980,107,0,0,4,11,120,58,0,0,5,3,61,3,0,0,0,0,6,164,0,0,11,12,194
SSC21981,135,0,0,4,4,145,62,0,3,0,0,72,4,0,4,0,0,6,201,0,8,8,5,219
SSC21982,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21984,427,0,0,0,0,431,59,0,0,0,0,55,11,0,0,0,0,11,496,0,0,0,0,505
SSC21985,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8
SSC21986,1137,658,101,0,5,1901,204,84,21,0,0,314,28,13,3,0,0,41,1369,756,123,3,11,2260
SSC21987,112,0,0,0,0,112,5,0,0,0,0,5,3,0,0,0,0,3,118,0,0,0,0,118
SSC21988,1612,322,372,9,17,2333,259,53,72,0,0,380,42,12,15,0,4,67,1915,382,461,9,17,2783
SSC21989,1339,401,130,0,3,1873,249,30,8,0,0,293,42,10,3,0,0,57,1628,442,147,3,4,2220
SSC21990,2374,237,66,0,5,2684,439,42,23,0,0,505,62,8,6,0,0,73,2879,288,90,0,5,3260
SSC21991,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
