SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC22134,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,12,4,8,4,0,3,0,0,0,0,23,8,0,4,0,5,3,0,8,0,27,12,3,0,3,0,0,3,3,0,34,6,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,20,10,10,10,4,17,3,116
SSC22135,0,0,17,14,4,81,0,33,0,156,11,12,40,21,12,36,6,28,7,165,34,49,86,30,37,37,39,65,3,378,59,54,45,34,29,28,34,61,11,359,92,71,39,48,55,51,46,85,7,496,89,52,38,58,52,16,45,70,12,423,20,14,9,6,3,3,8,21,6,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,303,254,281,215,195,244,171,353,47,2066
SSC22136,0,0,3,9,0,7,0,7,0,18,0,3,7,11,5,4,0,3,0,33,9,11,6,7,0,5,0,0,0,39,16,16,15,3,7,3,0,4,0,68,33,48,9,5,14,7,3,11,0,128,27,40,15,10,14,6,0,13,0,113,6,14,3,0,7,4,3,0,0,39,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,126,53,44,41,32,7,32,3,452
SSC22137,0,0,0,6,0,3,0,0,0,17,0,3,3,5,0,0,0,4,0,13,0,3,0,3,0,0,0,0,0,10,10,13,0,0,3,0,0,0,0,41,20,23,10,7,7,7,3,0,0,82,15,33,4,3,12,0,3,7,0,75,9,12,0,0,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,86,29,24,29,22,5,18,6,270
SSC22138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,6,0,0,3,3,0,0,3,0,0,15,0,3,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,4,0,3,10,0,47
SSC22139,0,0,7,16,0,26,3,12,0,61,12,11,26,39,3,40,3,26,0,162,23,65,51,47,33,38,9,36,3,291,21,52,48,28,16,14,13,27,3,213,20,34,31,34,39,15,16,42,4,229,13,43,25,40,28,18,12,23,3,204,0,8,3,4,4,3,4,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,213,196,199,124,155,67,156,12,1201
SSC22140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,9,0,3,6,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,4,3,0,4,3,0,33
SSC22141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,3,0,0,22
SSC22142,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,3,0,15,4,3,5,3,4,3,0,0,0,31,3,8,3,0,0,0,0,3,0,21,4,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,15,26,4,9,10,4,9,3,102
SSC22143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,4,0,6,0,0,3,0,21,3,3,4,3,0,0,3,6,0,29,5,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,10,7,11,3,8,11,0,74
SSC22144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,8
SSC22145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,4,0,23
SSC22146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,4,0,0,0,19
SSC22147,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,4,0,27
SSC22148,0,3,14,23,7,25,0,22,3,93,3,20,31,23,17,24,3,17,0,138,18,60,25,27,20,18,8,10,3,180,59,91,36,13,31,16,4,9,3,267,88,105,40,21,56,20,8,15,3,359,69,70,32,20,55,18,11,8,3,291,19,23,9,3,15,9,8,3,3,84,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,262,365,183,138,205,122,37,87,13,1411
SSC22149,6,16,63,77,23,323,21,129,14,679,89,217,264,353,220,432,79,324,44,2021,588,1772,1059,727,836,473,348,660,121,6592,650,1444,713,498,791,312,292,432,86,5233,462,716,571,401,721,297,325,436,78,4008,226,364,332,237,385,171,257,342,42,2360,47,48,75,39,68,40,50,81,19,464,3,3,3,0,4,3,4,12,11,43,0,3,0,0,0,0,0,3,6,17,2064,4589,3097,2342,3049,2062,1376,2416,414,21414
SSC22150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,4,4,0,20
SSC22152,0,0,3,0,0,0,0,4,0,10,0,0,5,0,0,3,0,0,0,15,3,4,7,3,3,3,0,0,0,21,4,3,9,6,9,4,3,0,0,42,15,4,11,8,6,7,3,8,0,56,13,9,10,8,7,11,4,9,0,69,3,6,4,0,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,44,30,25,32,11,25,5,233
SSC22153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,6,0,3,0,0,7,0,30
SSC22154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC22156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18
SSC22158,3,13,13,78,12,128,7,41,3,307,101,415,119,309,214,288,20,77,17,1558,1201,3437,583,572,837,568,78,204,125,7591,811,1384,232,194,403,196,57,111,59,3453,510,743,157,160,271,125,68,124,32,2188,275,473,99,92,178,71,46,82,16,1318,72,165,32,20,65,28,10,25,7,416,8,10,3,0,4,0,4,3,0,33,3,9,0,0,0,0,0,0,0,12,2979,6647,1237,1424,1986,1407,274,668,262,16877
SSC22159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22160,0,0,14,22,3,43,0,27,0,109,10,12,60,40,11,27,3,15,0,169,20,56,70,30,52,19,14,25,7,295,67,94,81,41,71,18,23,24,3,429,92,132,80,89,110,40,19,27,4,594,46,75,65,50,62,24,24,23,0,368,21,34,10,6,15,5,9,10,0,103,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,259,408,383,271,322,173,91,136,25,2065
SSC22161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,20
SSC22162,3,14,37,54,15,123,8,58,10,322,31,101,133,121,80,132,22,69,10,710,237,686,369,249,306,181,73,147,35,2288,298,617,267,180,302,138,81,141,38,2054,232,353,219,164,284,105,77,123,25,1581,123,211,117,123,216,81,80,97,10,1049,22,52,16,27,56,22,12,31,3,242,0,9,4,0,6,0,3,0,3,27,0,0,0,0,0,0,0,0,0,3,951,2039,1159,930,1270,787,345,670,127,8284
SSC22163,0,4,25,39,11,105,3,46,0,234,15,49,73,84,51,85,24,55,7,425,132,357,196,109,135,85,41,59,10,1129,200,414,194,99,165,48,34,50,16,1214,157,295,124,105,180,75,46,80,15,1070,84,194,77,68,131,53,38,63,8,720,20,39,16,10,24,20,17,17,5,165,3,10,3,0,3,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,614,1352,706,504,694,474,203,374,64,4991
SSC22164,0,5,28,62,8,128,0,47,0,282,27,72,80,62,42,97,15,31,5,430,96,265,125,61,109,58,15,36,10,776,210,337,123,95,165,85,17,49,18,1091,236,308,154,104,215,80,33,52,15,1199,165,276,90,86,163,75,18,48,11,938,39,65,20,15,46,30,7,13,4,238,6,3,3,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,784,1333,621,491,752,555,104,269,69,4984
SSC22165,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,0,0,0,0,3,0,0,3,0,16,5,0,3,0,0,0,0,3,0,15,3,3,0,0,9,0,0,4,0,22,13,3,0,0,7,3,4,3,0,26,6,0,0,0,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,13,8,6,24,5,5,16,4,105
SSC22166,0,0,4,9,0,10,0,3,0,27,0,5,3,12,3,6,0,0,0,36,8,31,16,10,12,9,4,7,0,85,21,33,6,6,11,4,3,0,0,81,24,26,11,8,16,4,6,4,0,95,18,27,10,5,8,4,0,5,3,88,3,8,3,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,127,49,45,56,48,9,23,13,435
SSC22167,0,3,3,6,0,3,0,3,0,23,6,20,8,23,6,16,3,5,0,94,38,120,46,34,34,32,0,12,0,317,45,89,14,14,18,14,0,3,3,193,21,46,13,12,20,5,3,9,0,130,3,38,6,4,7,0,3,3,0,71,0,8,0,0,0,0,3,0,0,12,0,10,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,118,329,96,88,88,73,15,35,10,849
SSC22168,0,0,0,0,0,9,0,3,0,17,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,7,8,6,3,7,3,0,4,4,36,16,4,6,3,13,3,0,0,0,44,7,7,5,0,3,3,4,3,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,27,9,24,15,5,11,7,147
SSC22169,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,7,4,0,3,3,0,0,0,3,0,18,6,4,0,0,3,0,0,0,0,14,7,3,0,0,3,0,0,3,0,22,4,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,6,3,12,5,6,15,0,80
SSC22170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,11
SSC22171,0,0,3,4,0,17,0,4,3,38,10,14,16,9,7,3,11,21,6,97,55,27,21,12,22,6,20,68,14,247,51,16,19,15,27,12,17,37,16,202,38,24,9,20,11,15,35,52,4,214,42,23,19,10,22,24,27,58,11,231,22,9,6,6,9,0,9,9,3,80,0,3,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,225,114,95,92,99,71,113,250,54,1119
SSC22172,3,0,10,6,3,29,0,25,0,74,7,7,28,15,3,10,5,26,5,100,25,32,36,16,10,11,9,19,0,173,30,31,27,24,18,19,13,30,7,201,44,26,37,39,39,23,37,42,0,291,54,27,27,21,33,26,51,28,3,265,29,7,8,4,8,4,13,3,0,80,7,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,4,198,137,170,131,119,119,127,172,23,1193
SSC22173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,3,3,0,0,23
SSC22174,0,0,10,3,0,23,0,0,0,37,4,7,17,14,4,15,11,6,3,80,6,14,14,17,21,7,18,16,4,116,5,5,20,11,19,15,25,21,8,131,11,4,23,16,26,11,26,18,3,138,9,8,7,7,5,8,27,7,4,79,0,0,0,0,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,89,70,78,72,110,75,23,603
SSC22175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,0,7,0,21
SSC22177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SSC22178,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,10,0,4,3,0,0,0,0,5,0,20,0,0,3,3,0,0,4,0,0,16,5,3,7,3,3,0,3,3,0,28,3,4,10,3,0,3,0,9,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,27,13,10,5,4,20,0,107
SSC22179,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,12,9,0,3,0,0,0,0,3,4,20,4,0,3,0,0,0,6,5,0,20,5,5,0,0,0,3,0,0,0,19,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,10,4,3,3,7,16,4,89
SSC22180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,10,0,20
SSC22181,0,0,16,19,6,35,3,22,0,109,5,12,61,22,19,23,16,24,3,183,35,74,89,42,45,20,29,23,8,364,67,89,81,48,81,32,43,40,6,486,77,97,104,64,88,42,47,45,5,576,53,66,54,31,64,33,32,51,15,397,23,8,18,13,16,7,15,9,0,103,9,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,3,267,343,423,244,319,192,189,225,36,2238
SSC22182,3,4,10,33,8,67,3,27,3,161,21,50,34,61,49,61,14,37,3,327,80,303,75,62,87,62,13,34,16,736,191,425,78,56,152,44,15,24,23,1011,139,333,99,79,141,48,23,45,13,916,84,211,57,47,112,31,20,27,6,599,21,51,11,16,23,15,7,3,0,149,3,5,3,0,3,0,0,0,3,22,0,0,3,0,0,0,0,0,0,3,536,1394,364,348,570,335,96,200,70,3918
SSC22183,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,11
SSC22184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,8,4,0,0,7,0,4,3,0,0,25,3,5,0,0,0,0,3,0,0,13,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,10,8,0,5,7,3,0,59
SSC22186,0,0,44,52,6,118,6,46,6,280,29,18,116,75,25,77,12,78,8,429,98,145,243,132,90,81,38,90,8,929,112,161,200,125,102,87,55,106,12,948,136,154,209,161,147,96,63,124,10,1101,105,148,155,103,126,114,71,113,7,946,25,42,40,29,45,37,17,41,9,281,3,5,0,3,5,5,0,6,6,31,0,0,0,0,0,0,0,0,4,9,512,680,1010,681,540,608,255,593,62,4946
SSC22187,0,0,11,9,0,32,0,24,3,79,4,3,35,21,12,30,3,17,5,124,31,28,82,40,15,40,6,29,4,279,26,40,59,42,27,38,9,34,5,278,26,44,36,47,33,23,28,43,9,285,14,32,35,37,41,27,25,39,5,260,3,10,11,9,9,8,3,7,3,66,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,115,159,266,209,137,196,74,196,30,1384
SSC22188,0,0,9,0,0,8,0,10,0,26,0,7,17,10,3,10,4,9,4,56,14,29,38,14,16,11,8,15,3,153,16,18,25,11,16,6,18,6,3,127,13,18,29,20,16,20,15,14,0,145,28,28,20,21,13,12,18,21,0,152,10,3,0,3,3,4,7,0,3,30,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,84,96,137,80,70,70,72,70,16,690
SSC22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22190,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,7,3,4,3,3,0,0,0,5,0,17,7,5,3,0,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,12,12,9,4,4,4,10,0,72
SSC22191,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,0,0,3,0,0,29
SSC22192,3,0,5,6,4,10,0,9,0,40,5,3,21,5,3,10,5,4,0,53,4,11,18,7,15,6,3,10,0,78,10,26,31,16,13,8,5,10,0,129,18,32,27,17,26,8,24,20,4,182,10,16,20,8,10,5,11,18,0,106,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,93,131,65,80,54,51,67,7,593
SSC22193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10
SSC22194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10
