SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC20458,..,3,46,73,100,119,159,75,15,582,..,17,25,15,19,8,11,5,0,94,..,0,0,3,8,8,3,4,3,31,255,..,..,..,..,..,..,..,..,255,..,50,..,..,..,..,..,..,..,50,..,47,23,13,5,9,0,0,0,106,..,3,4,0,4,5,3,0,0,16,..,3,3,4,0,0,0,0,0,10,..,9,11,0,0,3,5,3,0,35,..,11,13,12,36,38,42,22,11,181,4,10,4,3,3,0,0,3,0,35,258,148,132,127,180,196,224,111,29,1411,..,0,59,94,104,130,134,61,6,585,..,17,25,25,11,15,5,0,0,98,..,3,15,34,29,17,3,8,8,125,264,..,..,..,..,..,..,..,..,264,..,42,..,..,..,..,..,..,..,42,..,31,9,6,7,4,3,0,0,65,..,3,0,0,0,5,3,3,0,19,..,3,3,0,0,0,0,0,0,3
SSC20459,..,0,88,139,109,118,73,40,11,575,..,20,58,32,8,15,3,0,0,150,..,0,5,7,8,3,0,0,0,23,324,..,..,..,..,..,..,..,..,324,..,82,..,..,..,..,..,..,..,82,..,51,28,6,4,3,0,0,0,98,..,8,9,3,0,3,3,0,0,27,..,11,8,0,0,0,0,0,0,21,..,59,29,12,6,3,0,0,0,111,..,10,21,30,23,26,16,8,0,136,3,11,14,3,3,0,4,5,0,42,331,249,260,229,167,178,105,50,15,1585,..,5,106,147,98,128,61,34,5,585,..,33,52,28,11,11,4,0,0,146,..,3,31,31,37,10,0,5,5,118,324,..,..,..,..,..,..,..,..,324,..,79,..,..,..,..,..,..,..,79,..,30,12,6,0,0,0,0,0,60,..,9,0,0,6,3,4,0,0,33,..,14,8,0,0,0,0,0,0,19
SSC20460,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20461,..,0,0,0,4,6,0,3,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,7,0,0,3,5,0,3,0,33,..,0,3,0,11,3,3,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20462,..,0,0,3,5,5,9,3,0,21,..,3,0,3,6,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,3,4,3,0,21,0,3,3,0,0,0,0,0,0,9,13,11,8,3,18,12,17,5,0,89,..,0,7,3,6,9,8,0,0,25,..,3,0,0,4,0,0,0,0,15,..,0,0,0,6,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20463,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20464,..,0,13,26,32,26,12,10,0,113,..,0,5,6,12,0,4,0,0,25,..,0,0,0,3,0,0,0,0,3,57,..,..,..,..,..,..,..,..,57,..,15,..,..,..,..,..,..,..,15,..,19,13,0,0,0,0,0,0,37,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,6,3,0,0,3,0,0,14,..,0,3,3,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,57,33,41,39,51,41,26,9,0,305,..,0,17,29,32,21,7,10,0,121,..,3,12,12,8,0,3,0,0,32,..,3,0,3,3,0,0,0,0,18,58,..,..,..,..,..,..,..,..,58,..,16,..,..,..,..,..,..,..,16,..,6,3,0,0,0,0,0,0,11,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20465,..,0,0,4,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,0,3,3,0,0,22,..,0,0,0,6,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20466,..,8,86,256,439,446,285,121,42,1682,..,9,53,24,21,21,8,3,0,140,..,0,0,4,5,13,3,0,0,30,664,..,..,..,..,..,..,..,..,664,..,398,..,..,..,..,..,..,..,398,..,98,88,5,8,4,0,0,0,209,..,26,17,3,0,8,4,5,3,57,..,20,10,0,0,0,0,0,0,35,..,32,28,5,5,3,4,0,0,75,..,9,16,26,15,35,36,41,15,183,3,4,9,4,0,0,0,0,7,29,671,595,303,330,505,516,344,170,70,3501,..,6,114,333,485,399,275,85,22,1713,..,12,60,15,32,11,8,5,0,143,..,0,3,42,81,32,10,10,7,175,670,..,..,..,..,..,..,..,..,670,..,401,..,..,..,..,..,..,..,401,..,83,85,8,3,5,0,0,0,185,..,15,8,0,7,16,22,6,3,81,..,25,5,4,3,3,3,0,0,38
SSC20467,..,0,3,3,5,17,4,4,0,31,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,7,0,3,15,20,10,4,0,64,..,0,3,3,14,11,5,0,0,27,..,0,0,0,3,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20468,..,0,0,0,6,10,9,3,0,28,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,6,4,8,8,11,9,7,0,53,..,0,0,3,11,7,5,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20469,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20470,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20471,..,0,12,26,17,33,49,23,3,158,..,0,13,11,3,4,3,0,0,34,..,0,3,0,0,5,3,0,0,10,56,..,..,..,..,..,..,..,..,56,..,3,..,..,..,..,..,..,..,3,..,14,4,3,0,3,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,0,0,0,0,13,..,3,12,6,6,19,13,6,4,60,0,0,0,3,0,0,3,0,0,14,58,22,40,43,34,62,75,26,8,364,..,0,11,19,27,39,37,15,0,155,..,5,13,3,7,12,0,0,0,38,..,0,5,6,6,6,3,0,3,23,46,..,..,..,..,..,..,..,..,46,..,19,..,..,..,..,..,..,..,19,..,0,3,0,3,0,0,0,0,10,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC20472,..,0,3,16,23,30,25,8,3,100,..,0,3,3,3,5,8,0,0,20,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,8,..,..,..,..,..,..,..,8,..,8,6,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,3,6,0,0,0,15,0,0,3,0,0,0,0,0,0,3,33,19,12,14,30,43,35,12,3,206,..,0,4,13,20,36,17,8,0,98,..,0,3,5,7,7,3,0,0,22,..,0,0,3,3,3,0,0,0,9,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20473,..,0,20,58,60,54,55,22,5,279,..,7,21,22,16,9,7,0,0,77,..,0,0,3,10,0,0,0,0,16,169,..,..,..,..,..,..,..,..,169,..,28,..,..,..,..,..,..,..,28,..,15,11,3,3,0,0,0,0,35,..,3,0,3,3,3,3,0,0,15,..,3,0,0,0,0,0,0,0,7,..,3,5,3,7,5,3,0,0,21,..,4,6,11,26,16,17,6,0,89,3,7,3,3,5,4,0,0,0,31,176,70,71,106,126,99,77,36,5,768,..,0,33,79,43,63,44,23,6,283,..,15,23,17,14,7,3,0,0,81,..,3,5,12,28,7,3,3,0,60,165,..,..,..,..,..,..,..,..,165,..,28,..,..,..,..,..,..,..,28,..,17,6,0,0,0,0,0,0,28,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,3
SSC20474,..,0,0,3,0,3,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,20,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20475,..,0,0,0,3,3,5,0,0,15,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,6,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,3,3,8,3,0,40,..,0,0,0,4,0,6,3,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,3,0,0,7,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20476,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20477,..,0,6,6,10,8,8,5,0,41,..,3,0,0,3,3,0,0,0,19,..,0,0,0,0,3,0,0,0,3,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,0,0,0,4,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,24,12,11,13,20,14,15,8,3,109,..,0,7,7,12,6,10,0,0,40,..,0,7,0,3,3,0,0,0,14,..,0,0,3,0,3,0,0,0,10,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20478,..,0,0,0,0,0,4,0,0,10,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,0,0,27,..,0,0,0,4,4,3,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,4,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20479,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20480,..,0,0,5,4,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,3,6,4,4,0,0,0,34,..,0,0,4,6,8,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC20481,..,0,3,3,3,11,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,14,3,0,0,37,..,0,0,3,3,11,0,0,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC20482,..,0,7,39,64,38,24,3,0,172,..,4,0,3,0,9,0,0,0,19,..,0,0,0,3,0,0,0,0,4,103,..,..,..,..,..,..,..,..,103,..,26,..,..,..,..,..,..,..,26,..,20,6,0,0,0,0,0,0,31,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,103,59,18,50,71,48,30,5,0,384,..,0,14,46,51,35,20,3,0,169,..,3,3,0,8,3,0,0,0,15,..,0,3,0,3,0,0,0,0,4,70,..,..,..,..,..,..,..,..,70,..,38,..,..,..,..,..,..,..,38,..,16,3,3,0,0,0,0,0,27,..,0,0,0,0,0,0,3,0,3,..,3,0,0,0,0,0,0,0,5
SSC20483,..,0,23,47,24,18,13,3,0,138,..,3,6,3,0,7,0,0,0,20,..,0,0,0,0,0,0,0,0,3,93,..,..,..,..,..,..,..,..,93,..,19,..,..,..,..,..,..,..,19,..,6,3,0,0,0,0,0,0,13,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,4,..,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,93,39,39,58,33,31,18,10,0,313,..,0,29,43,22,20,11,3,0,138,..,3,12,0,0,5,0,0,0,25,..,0,3,3,4,3,0,0,0,13,99,..,..,..,..,..,..,..,..,99,..,11,..,..,..,..,..,..,..,11,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0
SSC20484,..,0,4,11,14,23,16,4,0,65,..,0,3,4,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,9,41,..,..,..,..,..,..,..,..,41,..,9,..,..,..,..,..,..,..,9,..,17,7,0,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,6,..,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,41,29,15,21,26,32,13,10,0,185,..,0,3,9,21,16,12,4,0,71,..,0,4,0,3,3,0,0,0,14,..,0,4,3,0,0,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,12,..,..,..,..,..,..,..,12,..,3,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SSC20485,..,0,13,27,33,38,19,14,0,143,..,0,11,9,5,3,0,0,0,29,..,0,0,3,5,3,3,0,0,15,98,..,..,..,..,..,..,..,..,98,..,22,..,..,..,..,..,..,..,22,..,14,11,3,3,0,0,0,0,29,..,3,0,0,0,3,3,0,0,8,..,0,0,0,3,0,0,0,0,3,..,4,4,0,0,0,0,0,0,10,..,0,0,3,11,13,4,3,3,27,3,0,3,0,0,0,0,0,0,10,101,46,47,53,56,61,30,15,3,398,..,0,23,34,31,32,17,6,0,145,..,0,7,9,3,0,0,0,0,25,..,0,7,3,4,3,0,3,0,12,75,..,..,..,..,..,..,..,..,75,..,20,..,..,..,..,..,..,..,20,..,5,3,3,0,0,0,0,0,15,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0
