SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC22236,76,144,105,809,5,1139,0,3,0,12,0,11,359,3,9,9,3,375,72,13,3,29,3,114,19,10,12,18,0,59,282,129,119,615,10,1158,97,3,6,3,0,116,11,0,0,6,0,21,38,15,11,56,0,115,98,17,9,37,4,160,14,4,5,0,3,31,353,7,0,0,5,371,82,27,35,248,0,393,134,43,14,101,0,297,11,0,0,0,0,14,86,13,14,0,0,120,60,9,4,7,0,79,155,20,23,70,0,274,43,9,3,3,0,58,27,4,5,3,0,40,39,5,7,9,0,53,21,0,0,3,0,23,69,20,19,181,3,300,42,3,0,0,3,49,9,3,0,0,0,10,23,0,0,0,0,23,31,0,4,0,0,30,11,0,0,0,0,14,120,0,0,0,0,118,11,9,0,7,0,26,600,45,46,35,9,745,37,0,6,13,266,326,2617,329,275,1592,316,5124
SSC22237,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,10,5,20
SSC22238,108,712,503,4254,104,5682,0,3,0,27,0,29,211,11,13,20,0,252,56,0,6,12,0,78,150,56,49,80,15,350,1498,655,493,3790,150,6592,106,5,13,0,3,130,58,3,4,43,0,114,251,74,42,329,5,699,180,42,19,71,3,319,67,13,4,15,0,96,127,5,5,14,5,157,407,186,118,1470,35,2207,230,69,41,205,7,555,18,0,3,0,0,20,17,4,0,3,0,26,9,0,0,0,0,11,25,8,13,23,0,70,139,17,17,15,3,183,91,34,29,7,0,162,117,18,6,37,0,176,118,9,0,7,0,143,417,163,119,1078,29,1805,32,0,0,0,0,36,49,11,10,4,0,73,49,10,4,10,0,75,43,6,6,7,0,67,25,3,3,0,0,37,19,0,3,0,0,22,64,10,7,42,3,127,818,149,99,175,16,1248,34,11,10,102,1112,1272,4399,1328,965,8368,1393,16463
SSC22239,8,63,57,407,12,542,0,0,0,0,0,0,39,0,4,0,0,48,23,6,4,4,3,37,14,3,6,3,0,31,170,41,41,339,3,599,13,0,0,0,0,13,6,0,0,0,0,7,32,4,6,35,0,75,32,10,10,23,3,71,3,0,0,4,0,12,23,0,0,0,0,29,38,22,20,155,0,234,77,6,3,44,0,138,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,6,0,21,93,18,0,35,0,145,3,0,0,0,0,3,14,5,3,0,0,22,19,0,3,3,0,21,5,0,0,0,0,7,64,22,19,101,3,204,6,3,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,8,3,0,0,0,0,3,3,0,0,3,0,3,18,0,3,0,0,16,3,0,0,0,0,7,124,15,8,17,0,162,9,3,0,5,101,120,726,137,110,832,124,1928
SSC22240,0,14,4,103,0,121,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,16,3,0,4,0,24,12,6,7,83,0,112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,37,0,47,3,4,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,12,0,0,0,3,30,34,53,20,13,200,31,322
SSC22241,0,3,3,53,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,3,56,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,17,0,16,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,11,12,22,8,3,109,15,157
SSC22242,0,4,0,43,0,49,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,33,0,48,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,12,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,0,0,0,0,5,8,13,6,8,87,9,125
SSC22243,0,0,0,97,4,110,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,61,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,31,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,13,21,18,3,3,164,27,217
SSC22244,38,281,177,3661,123,4277,0,0,0,19,0,18,55,0,6,25,5,94,18,3,0,13,0,39,142,57,20,91,4,316,321,263,184,3317,88,4179,70,3,18,0,3,100,6,0,3,28,0,40,65,27,25,293,12,416,12,7,3,27,0,50,11,3,4,3,0,16,66,0,4,0,0,79,71,68,41,1073,20,1270,31,34,11,138,0,208,3,0,0,0,0,3,6,3,0,3,0,12,0,0,0,0,0,3,14,6,6,23,0,48,11,0,6,3,0,26,15,11,3,3,0,28,12,6,3,6,0,35,15,0,3,3,0,28,83,56,38,899,20,1094,7,4,0,0,0,8,4,0,0,0,0,7,4,3,0,4,0,18,9,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,9,14,3,3,41,3,53,225,32,23,84,15,378,17,6,0,113,637,776,1130,515,347,7174,871,10032
SSC22245,58,194,157,922,9,1333,0,0,0,5,0,8,229,6,10,11,0,258,35,8,0,12,0,53,25,18,12,14,0,67,335,180,148,956,9,1629,52,0,5,0,0,62,18,3,11,16,0,40,38,25,9,96,0,175,130,20,8,25,8,196,16,5,3,5,0,25,89,3,10,3,0,104,127,69,60,510,3,768,96,29,15,97,0,240,7,0,0,0,0,7,3,3,0,0,0,8,90,0,8,6,3,107,30,16,8,15,0,66,13,4,0,0,0,18,49,5,8,0,0,62,38,11,4,19,0,61,7,3,3,6,0,19,106,48,37,331,4,523,35,3,0,4,0,41,14,0,0,0,0,14,21,3,0,4,3,30,26,0,3,0,0,30,27,4,0,0,0,28,270,3,6,5,5,291,12,13,10,20,0,49,394,39,46,73,7,559,21,3,0,17,282,325,1981,400,324,2085,322,5123
SSC22246,3,23,8,201,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,23,20,3,150,3,208,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,69,0,82,3,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,56,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,12,0,0,0,4,46,49,60,34,21,385,49,546
SSC22247,8,79,51,454,4,595,0,0,0,6,0,6,18,0,0,3,0,23,0,0,0,0,0,0,33,19,3,26,0,80,143,89,59,418,10,725,3,0,0,0,0,3,6,0,0,4,0,9,45,13,8,37,0,100,10,0,0,3,0,15,4,3,0,0,0,10,3,0,0,0,0,3,35,27,15,150,0,224,13,6,4,18,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,20,3,0,0,0,0,4,27,22,19,155,4,224,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,16,57,15,9,22,3,105,0,0,3,16,102,123,349,157,95,936,114,1652
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,11,0,19
SSC22250,0,9,4,66,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,3,0,75,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,19,22,11,10,3,144,24,192
SSC22251,0,3,0,55,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,44,0,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,7,8,3,10,89,15,120
SSC22252,20,105,78,776,13,987,0,0,0,0,0,0,0,0,4,5,0,17,0,0,0,0,0,0,53,19,19,45,4,134,146,114,93,787,17,1163,3,0,3,0,0,9,3,0,0,0,0,7,28,10,4,86,0,134,5,0,0,9,0,13,3,0,3,0,0,5,6,0,0,0,0,6,27,33,19,220,4,306,39,11,12,53,0,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,3,5,0,0,7,0,4,0,0,0,12,0,0,0,0,0,0,34,27,10,180,0,255,3,3,0,0,0,3,7,0,0,0,0,11,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,3,0,0,0,16,49,17,18,32,0,113,0,0,0,13,52,70,376,215,152,1550,82,2378
SSC22253,3,54,22,265,9,354,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,19,3,0,10,0,32,56,47,35,241,11,387,0,0,0,0,0,0,3,3,0,4,0,12,6,4,0,9,0,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,88,0,102,9,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,4,0,3,6,0,9,0,0,0,0,0,0,6,6,4,63,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,18,9,0,9,0,34,0,0,0,8,26,41,114,75,41,511,49,797
SSC22254,25,191,100,2211,52,2585,0,0,0,8,0,11,118,0,3,20,4,142,13,0,0,3,0,12,50,22,8,26,0,105,224,160,112,1798,50,2345,64,0,4,0,0,74,7,0,0,18,0,31,51,22,8,183,6,273,10,3,4,9,0,26,10,7,0,4,0,17,15,7,0,8,0,25,53,39,36,573,12,709,95,21,9,111,9,245,5,0,0,0,3,6,0,0,0,3,0,3,0,0,0,0,0,0,16,3,6,6,0,35,13,0,0,0,0,12,3,13,0,3,0,20,26,4,0,14,0,52,3,0,0,0,0,6,39,53,34,489,13,626,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,8,0,12,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,8,0,23,134,30,17,44,5,226,10,0,4,73,672,760,876,342,207,4117,794,6327
SSC22255,0,4,0,79,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,11,10,3,4,66,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,4,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,5,28,6,3,137,5,180
SSC22256,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
SSC22257,0,3,3,45,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,37,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,11,6,8,79,3,107
SSC22258,0,0,3,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,23,3,33
SSC22259,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,22,4,28
SSC22260,3,17,7,183,4,218,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,3,5,0,14,20,19,6,131,3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,45,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,38,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,9,0,0,0,16,34,47,45,31,20,325,43,452
SSC22261,0,7,8,94,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,15,9,3,85,4,118,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,19,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,25,0,30,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,23,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,6,4,10,28,15,12,181,8,253
SSC22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7
SSC22263,0,3,3,22,3,36,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,16,3,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,7,3,37,3,66
