SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,5,8,0,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,5,5,9,0,0,28
SSC21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,3,4,6,3,0,16
SSC21435,3,0,3,0,0,0,5,0,0,0,6,7,4,0,0,23,0,5,13,13,15,12,3,0,66,0,0,8,11,16,18,0,0,55,12,15,22,20,25,25,15,0,143,0,0,0,0,3,0,0,0,6,0,3,0,0,0,7,4,0,16,11,15,23,23,32,39,16,0,163,0,0,0,0,0,3,0,3,11,0,3,7,18,15,10,7,5,72,20,26,54,67,86,85,32,5,391
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,20,44,51,25,8,0,169,0,6,12,34,30,16,4,0,104,18,87,112,112,86,61,29,11,524,10,22,28,45,59,44,35,8,254,21,21,28,52,49,27,25,17,244,3,0,3,3,3,4,0,0,11,3,3,4,7,8,8,5,0,30,25,28,36,62,57,38,33,17,294,0,0,3,3,4,3,4,0,20,26,18,28,35,37,33,34,28,237,86,174,242,335,322,221,146,71,1597
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21440,12,7,12,5,0,0,41,0,3,9,6,14,10,3,0,43,11,33,37,45,62,41,12,3,245,7,35,41,47,70,53,21,4,279,59,98,131,135,174,140,71,15,821,8,8,6,11,11,7,0,0,59,9,8,10,8,13,19,10,4,90,71,123,148,153,201,172,80,16,967,3,0,3,3,4,5,4,0,20,50,39,54,76,109,174,101,83,674,148,238,299,331,473,466,220,101,2275
SSC21441,0,0,3,7,0,0,15,0,0,5,3,0,0,0,0,13,3,3,16,5,7,3,0,0,37,0,3,3,14,6,0,3,0,33,3,14,13,28,11,10,4,0,84,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,18,15,32,16,12,4,0,93,0,0,0,0,0,0,0,0,0,6,3,3,11,3,8,3,0,32,11,25,39,59,39,22,13,0,219
SSC21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,7,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,13,8,3,6,8,15,3,7,3,46
SSC21443,161,52,21,9,0,0,550,9,79,51,28,12,7,0,0,185,170,707,445,229,114,61,13,4,1739,146,516,349,211,112,51,20,3,1405,251,547,472,361,271,181,74,19,2181,37,32,37,23,16,3,0,0,148,37,73,51,54,42,19,3,4,278,319,650,569,435,333,208,80,21,2611,13,41,42,20,26,10,7,4,160,222,298,237,191,223,238,197,58,1671,893,2566,1860,1171,834,586,317,91,8318
SSC21444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,11,0,3,0,6,13,6,6,0,32
SSC21445,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,3,8,0,0,0,0,27,0,5,3,5,3,3,0,0,26,9,8,22,10,12,5,0,0,65,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,3,6,8,22,17,18,5,0,0,81,0,0,0,0,0,0,0,0,0,4,10,3,4,9,5,3,3,37,13,29,35,39,30,13,4,4,168
SSC21446,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,11,0,3,0,0,3,4,0,0,7,0,3,0,9,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,5,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,6,3,13,7,24,12,4,3,0,64
SSC21447,9,12,12,6,0,0,41,0,0,25,18,4,3,0,0,53,10,29,41,31,47,27,4,4,194,4,28,37,42,44,28,8,3,193,30,87,95,75,88,39,7,7,419,5,6,0,11,4,0,0,0,20,3,5,3,3,3,5,0,0,29,37,90,102,85,99,52,7,6,476,0,3,0,3,5,4,0,0,14,36,18,25,41,43,35,26,10,223,88,168,236,231,256,148,46,21,1194
SSC21448,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,0,0,0,3,5,0,0,0,11,0,3,0,0,8,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,10,10,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,3,11,15,6,0,40,9,4,4,10,37,28,8,0,101
SSC21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,5,3,3,0,0,0,19
SSC21450,0,0,3,0,0,0,3,0,6,6,3,7,0,0,0,15,3,18,10,6,3,12,4,0,61,3,15,26,10,6,3,0,0,70,36,65,53,50,41,30,12,0,289,3,5,0,4,0,0,0,0,15,4,5,0,6,3,7,0,0,25,38,67,56,58,47,35,12,0,320,0,0,0,7,3,0,0,0,10,15,11,20,19,22,27,12,5,131,60,115,119,104,91,79,27,5,611
SSC21451,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,4,5,6,8,5,0,0,37
SSC21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,7,3,0,0,14
SSC21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,55,70,109,64,60,10,3,380,7,61,70,113,70,62,10,3,394
SSC21454,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,3,0,0,3,0,16
SSC21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,3,0,12,3,6,0,3,0,0,0,0,16,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,6,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,7,12,3,14,6,3,5,0,46
SSC21456,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,9,8,7,0,0,25
SSC21457,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,5,7,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,3,5,10,3,0,0,24,0,0,0,0,0,0,0,0,0,3,3,0,5,10,5,0,0,28,3,3,3,12,23,7,4,0,60
SSC21458,67,47,42,11,7,0,238,16,83,86,64,58,27,5,0,342,156,506,408,295,201,103,24,3,1694,177,424,408,389,281,123,30,7,1838,458,975,878,999,681,348,117,35,4484,37,42,34,33,28,23,3,0,212,29,67,62,73,63,35,17,3,345,529,1084,973,1104,772,406,131,40,5043,7,13,22,23,22,30,7,0,127,203,176,185,227,198,206,120,46,1350,1089,2336,2150,2150,1574,907,334,97,10635
SSC21459,8,4,3,0,0,0,22,0,0,0,7,4,0,0,0,17,3,20,28,20,21,12,0,0,109,11,11,16,29,14,8,5,0,98,21,25,49,67,43,16,5,0,225,3,0,0,4,3,0,0,0,12,3,3,3,0,3,3,0,0,17,27,28,51,72,42,21,5,0,248,0,0,0,0,0,0,0,0,5,9,7,15,14,9,6,10,0,73,51,70,115,149,106,50,28,0,565
SSC21460,70,43,45,16,9,0,236,3,43,58,46,32,17,3,0,197,78,367,379,203,139,72,19,7,1260,80,248,304,254,209,106,29,9,1247,297,561,544,578,377,224,79,14,2666,34,29,26,16,15,4,3,0,137,23,35,46,37,45,28,12,3,221,350,618,614,634,442,254,90,22,3020,0,3,23,16,18,13,7,3,85,212,476,414,278,180,139,90,45,1827,729,1819,1861,1467,1056,612,241,81,7866
SSC21461,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,5,0,0,3,4,3,0,0,0,10,3,8,4,3,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,7,0,3,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8,3,8,13,10,6,8,5,3,55
SSC21462,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,3,3,0,0,0,0,0,6,0,4,3,4,6,3,0,0,14,0,4,10,6,5,0,0,0,25,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,4,11,8,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,12,0,13,16,10,15,7,3,0,67
SSC21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,0,15,7,7,5,6,3,4,3,0,44
SSC21464,9,5,0,4,0,0,18,0,7,4,10,8,3,0,0,38,3,19,41,43,38,15,3,0,164,15,35,46,27,23,24,8,0,185,46,103,83,97,78,36,6,0,450,4,0,8,8,3,4,0,0,29,0,6,4,6,10,12,0,0,46,51,117,95,116,84,47,7,0,523,0,0,3,3,0,3,0,0,8,41,18,31,39,30,20,15,3,197,116,203,230,243,189,122,36,4,1132
SSC21465,3,3,5,0,0,0,14,0,0,3,0,8,0,0,0,11,0,0,4,7,3,3,6,0,25,0,0,3,4,3,3,0,0,10,3,7,10,9,7,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,10,12,5,5,0,3,41,0,0,0,0,0,3,0,0,3,3,3,0,7,3,8,3,0,30,13,17,24,26,22,24,10,5,129
SSC21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,4,4,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,4,5,20,6,5,4,0,51
SSC21467,68,19,4,3,0,0,243,0,20,4,3,3,3,0,0,41,46,262,98,29,36,14,10,0,499,46,166,72,27,35,11,3,0,359,85,147,102,80,82,34,16,3,547,3,8,5,9,3,0,0,0,32,10,18,6,13,10,0,0,0,50,95,172,115,104,90,40,15,3,634,0,13,7,9,3,0,0,0,37,88,132,92,56,48,40,33,12,499,299,901,446,248,218,110,59,20,2305
SSC21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,21,3,0,5,8,9,8,0,0,34
SSC21469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SSC21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SSC21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,3,0,0,9
SSC21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,4,0,0,9
SSC21473,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,4,0,3,3,12,8,8,0,0,31,0,0,4,10,3,4,0,0,16,8,15,19,5,13,12,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,15,19,7,14,12,0,3,90,0,0,0,0,0,0,0,0,3,7,3,12,4,12,5,3,3,48,16,26,38,32,41,32,3,6,195
SSC21474,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,0,3,24
SSC21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,8,13,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,0,0,28,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,10,3,12,16,14,7,3,0,0,54
SSC21476,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,0,0,13,0,11,3,10,6,9,0,0,31
SSC21477,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,7,3,3,0,4,0,25,0,0,7,5,4,0,0,0,17,8,8,15,19,13,11,0,0,80,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,8,19,21,15,16,0,0,89,0,0,0,0,0,0,0,0,0,3,0,7,10,9,18,14,4,65,16,13,38,45,32,31,17,8,201
SSC21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,0,0,0,13,3,0,4,3,0,3,0,0,11,0,6,9,4,9,3,0,0,35,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,8,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,0,0,25,6,13,24,16,21,14,0,0,93
SSC21479,6,4,0,0,0,0,20,0,8,3,3,0,0,0,0,18,0,33,34,16,10,6,0,0,106,0,30,25,9,8,5,0,0,74,7,39,37,14,19,4,3,0,126,0,3,0,0,3,0,0,0,5,0,7,3,3,0,3,0,0,12,9,48,43,13,27,6,5,0,145,0,0,0,0,0,0,0,0,0,13,4,6,6,9,0,0,0,38,21,122,117,58,55,19,7,0,400
SSC21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,0,0,20
SSC21481,16,12,18,13,0,0,72,0,13,21,17,17,9,3,0,81,13,88,90,59,54,44,32,3,384,9,70,71,62,64,52,24,13,362,74,213,180,139,146,105,36,15,899,15,14,11,9,10,3,0,0,57,11,12,17,13,10,18,4,0,78,97,233,201,163,162,126,39,14,1041,0,0,0,3,3,6,6,0,23,56,44,40,52,50,107,77,38,474,176,472,438,367,370,351,178,69,2424
SSC21482,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,6,3,7,0,0,19,0,0,0,0,0,0,0,0,3,0,3,5,6,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,5,4,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,4,3,15,14,12,16,0,0,67
SSC21483,3,0,5,3,0,0,11,0,3,4,3,6,0,0,0,11,0,3,13,12,10,10,0,0,49,0,7,11,10,4,0,0,0,38,18,12,22,24,14,14,5,0,113,0,0,0,4,0,0,0,0,10,0,0,3,5,0,3,0,0,10,15,16,19,36,15,22,3,0,130,0,0,0,0,0,0,0,0,3,11,0,7,11,5,8,8,0,49,29,32,50,75,41,40,14,0,290
SSC21484,43,37,31,21,8,0,194,0,25,36,27,37,22,0,3,157,43,300,245,152,118,101,37,8,1014,68,222,250,201,170,131,41,13,1102,223,599,428,420,333,235,110,34,2389,16,29,24,22,17,9,4,0,112,17,25,38,35,37,40,19,3,216,262,655,497,473,385,278,133,35,2712,0,7,3,5,5,11,11,6,56,94,87,73,99,125,192,126,56,849,480,1342,1153,992,875,762,365,117,6082
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,7,4,0,0,25
SSC21487,0,4,3,0,0,0,14,0,3,3,4,0,0,0,0,13,8,12,15,6,9,3,0,0,58,7,8,22,17,13,3,0,0,76,13,39,38,44,38,11,3,0,183,3,0,0,0,5,0,0,0,11,0,0,3,7,0,0,0,0,8,14,40,42,52,40,10,3,0,208,0,0,0,3,0,0,0,0,4,20,5,8,13,9,3,3,0,60,44,79,85,99,85,29,12,3,431
SSC21488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,17,0,3,0,3,3,4,0,0,8,0,6,5,7,9,8,3,0,46,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,6,8,7,11,8,3,0,50,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,4,22,0,9,27,19,22,17,3,4,102
SSC21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21491,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,13,3,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,7,12,9,5,0,0,41
SSC21492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,3,3,0,0,14
SSC21493,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,11,3,9,11,0,3,4,0,0,31
SSC21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,0,0,0,6,0,7,0,9,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,4,7,17,19,0,0,0,43
