SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC20077,0,22,122,79,86,49,38,7,8,414,0,8,86,65,61,43,15,5,3,283,0,7,86,70,57,39,7,0,0,274,0,3,46,70,57,34,8,0,3,225,0,0,90,137,113,44,10,5,3,406,0,0,18,79,77,25,8,3,0,214,30,29,116,90,68,70,45,43,59,546,366,458,1085,986,936,714,537,337,229,5643
SSC20078,0,19,98,78,111,80,23,18,7,432,0,8,100,82,89,63,17,7,0,367,0,0,89,103,96,52,19,3,0,367,0,0,34,86,87,56,4,0,0,267,0,0,66,147,141,68,21,3,0,445,0,0,20,87,79,43,8,0,0,237,26,26,49,79,70,49,48,39,15,405,396,332,734,1088,1096,808,548,349,122,5471
SSC20079,0,23,93,87,134,90,28,3,0,461,0,8,76,78,105,55,6,4,0,342,0,0,56,75,110,40,9,4,0,290,0,0,24,57,81,46,3,0,0,207,0,0,41,108,124,53,3,0,0,327,0,0,0,40,45,10,3,3,0,101,33,22,35,29,53,34,18,23,15,260,540,435,582,851,1205,791,455,328,95,5290
SSC20080,0,3,0,0,4,0,0,0,0,6,0,0,0,0,0,7,0,0,0,6,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13,10,8,13,12,30,20,10,0,0,109
SSC20081,0,20,52,58,56,56,6,3,0,257,0,4,47,44,59,40,11,0,0,200,0,0,20,31,57,24,7,0,0,142,0,3,12,25,31,36,3,0,0,113,0,0,11,37,58,20,0,0,0,128,0,0,0,16,26,10,0,0,0,57,25,15,14,14,33,22,20,5,3,149,294,266,341,437,642,481,206,71,19,2763
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,4,0,0,3,0,3,0,0,10
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC20084,0,0,3,6,6,3,0,0,0,20,0,3,3,3,5,3,0,0,0,14,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,3,0,4,3,0,0,0,0,15,52,10,18,35,41,33,28,11,3,225
SSC20085,0,0,11,14,14,6,7,4,0,68,0,3,5,16,6,11,3,0,0,47,0,0,8,6,7,7,5,4,0,37,0,0,7,8,7,3,3,0,0,23,0,0,0,6,3,8,0,0,0,23,0,0,0,0,4,6,8,3,0,16,12,3,9,21,18,13,11,13,5,104,54,46,98,130,131,174,143,60,17,861
SSC20086,0,3,11,13,6,16,11,3,3,65,0,0,7,6,10,4,4,0,0,26,0,4,3,7,10,4,0,0,0,24,0,0,0,0,5,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,7,7,3,8,19,8,32,30,20,11,140,44,41,96,128,119,207,213,118,30,996
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7
SSC20088,0,34,208,140,152,126,50,13,5,740,0,19,166,133,123,71,29,9,3,556,0,7,111,135,97,74,18,5,0,442,0,0,47,106,81,52,12,0,3,304,0,0,76,113,86,42,15,3,0,342,0,0,21,57,65,37,6,3,0,190,52,47,86,95,95,95,148,165,90,874,551,628,1433,1524,1448,1300,1428,1142,396,9847
SSC20089,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,9,0,0,29
SSC20090,0,5,18,9,15,20,0,0,0,62,0,3,7,16,12,8,3,0,0,49,0,0,5,11,16,0,0,0,0,38,0,0,3,5,5,12,0,0,0,29,0,0,3,13,9,8,0,0,0,31,0,0,3,7,0,9,0,0,0,17,3,0,11,8,13,16,0,3,0,56,54,58,93,113,124,140,62,29,11,687
SSC20091,0,0,4,10,12,3,0,0,0,24,0,0,0,6,4,8,3,0,0,13,0,0,0,13,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,3,0,0,3,3,7,10,5,0,34,29,15,14,52,65,48,37,7,0,267
SSC20092,0,5,15,8,15,8,0,0,0,51,0,0,0,14,9,4,3,0,0,35,0,0,8,8,9,18,0,4,0,43,0,0,3,4,10,6,0,0,0,24,0,0,3,8,14,4,0,0,0,28,0,0,0,3,0,3,0,0,0,12,11,0,5,6,9,7,3,6,3,42,61,33,80,92,122,118,70,28,4,619
SSC20093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,6,3,3,0,0,33
SSC20094,4,21,101,63,101,78,37,20,3,420,0,7,79,85,74,52,16,5,4,311,0,12,42,51,53,41,12,0,0,218,0,0,29,56,43,29,8,0,0,168,0,0,26,49,59,40,14,0,0,184,0,0,9,24,23,17,6,0,0,82,30,20,40,62,54,51,95,77,50,481,369,353,691,762,824,799,825,446,184,5245
SSC20095,0,0,5,10,4,11,0,0,0,31,0,0,0,0,0,6,0,0,0,13,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,7,4,8,4,3,0,38,13,34,30,30,48,84,39,18,3,297
SSC20096,0,3,22,21,20,21,9,0,0,94,0,4,16,12,11,13,0,0,0,54,0,0,10,15,11,16,0,0,0,50,0,0,0,4,7,12,0,0,0,25,0,0,4,3,11,10,0,0,0,35,0,0,0,3,8,0,0,0,0,9,5,4,13,0,12,9,12,0,3,65,86,85,178,192,222,253,174,62,20,1271
SSC20097,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,8
SSC20098,0,0,7,3,5,9,0,0,0,20,0,0,7,3,4,0,0,0,0,18,0,0,4,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,16,16,11,34,24,56,51,30,3,0,227
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,3,0,3,30
SSC20100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,4,4,7,3,8,3,35
SSC20101,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,3,3,8,17,12,20,13,11,3,93
SSC20102,4,31,112,96,80,76,41,20,8,473,0,11,54,52,44,53,16,3,4,235,0,0,40,35,41,42,9,0,0,170,0,0,15,12,18,21,5,0,0,72,0,0,9,14,39,23,5,5,3,95,3,3,7,7,17,14,5,3,0,62,82,62,98,84,94,106,121,134,96,871,431,460,904,829,863,987,893,623,326,6311
SSC20103,0,0,4,0,0,3,0,0,0,15,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,4,0,0,16,13,29,27,19,17,17,20,3,0,142
SSC20104,0,31,220,81,59,33,22,9,3,454,0,14,188,77,30,25,14,0,0,348,0,8,143,114,44,32,16,0,3,358,0,0,90,72,37,16,3,0,0,218,0,0,115,130,62,33,10,0,0,350,0,0,33,118,79,26,3,0,0,261,22,33,162,89,54,42,41,19,10,481,165,405,1592,957,592,441,305,140,66,4649
SSC20105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11,5,12,9,22,14,8,6,3,85
SSC20106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,8,12,3,7,0,3,48
SSC20107,0,9,31,39,53,35,15,0,0,188,0,0,26,28,39,18,6,0,0,126,0,0,16,30,36,28,3,4,0,120,0,0,5,17,22,9,0,0,0,59,0,0,17,32,34,16,0,0,0,98,0,0,7,11,18,12,4,0,0,48,25,9,19,23,39,26,29,34,29,240,197,129,271,383,473,398,332,179,69,2426
SSC20108,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,4,6,6,11,7,4,7,0,49
SSC20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC20110,0,32,90,72,64,66,30,12,6,362,0,10,82,50,59,53,12,3,3,270,0,4,58,69,49,35,0,0,0,215,0,0,30,36,45,43,6,0,0,159,0,3,37,53,45,34,3,0,0,178,0,4,9,42,35,18,4,7,0,122,49,37,60,55,67,51,52,36,13,414,312,453,822,688,687,682,497,269,111,4522
SSC20111,0,17,104,65,59,56,29,8,0,340,0,10,63,53,48,25,8,3,3,212,0,3,47,49,32,33,14,0,0,167,0,0,19,26,19,21,0,4,3,93,0,0,21,30,17,19,0,0,0,88,0,0,5,15,15,12,0,0,3,50,37,39,61,67,48,44,73,73,59,507,307,463,775,656,637,657,604,407,224,4724
SSC20112,0,16,59,49,44,37,22,3,0,227,0,6,55,37,52,26,8,9,0,183,0,0,35,43,30,30,3,0,0,142,0,0,14,16,29,25,3,0,0,86,0,0,20,30,44,18,12,0,0,126,0,0,3,15,28,9,3,3,3,60,22,14,29,29,34,21,43,39,22,253,238,206,477,438,495,481,407,296,176,3213
SSC20113,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,8,6,15,13,22,10,7,3,103
SSC20114,0,0,9,4,9,3,0,0,0,24,0,0,0,7,8,5,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11,5,0,3,7,5,5,4,0,0,32,23,15,27,43,41,45,38,8,7,238
SSC20115,0,0,0,4,0,7,0,0,0,19,0,0,7,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,5,0,16,23,10,35,16,4,0,115
SSC20116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,6,12,7,10,4,3,0,45
SSC20117,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,15,3,0,5,9,26,8,29,9,0,94
SSC20118,0,0,0,0,7,3,3,0,0,15,0,0,3,0,7,3,0,3,0,14,0,0,0,0,3,7,0,0,0,20,0,0,0,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,3,6,3,24,18,10,19,20,54,56,47,30,5,261
SSC20119,0,13,28,26,36,34,8,5,3,155,0,0,26,25,22,26,12,5,0,115,0,0,14,21,27,27,13,3,0,105,0,0,12,19,20,17,0,0,0,62,0,0,3,19,22,28,7,6,0,90,0,0,10,11,20,12,4,0,5,62,19,14,16,24,25,40,20,9,12,167,131,108,202,267,302,368,268,157,48,1854
SSC20120,0,0,3,0,3,6,14,3,0,29,0,0,7,7,4,4,6,3,0,30,0,0,0,4,3,0,0,3,0,14,0,0,0,0,11,4,3,0,0,15,0,0,3,5,3,6,5,0,0,22,0,0,0,0,9,4,0,4,0,20,5,0,4,3,7,12,13,12,0,59,19,9,16,34,55,68,104,50,9,368
SSC20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4
SSC20122,0,70,202,104,171,129,99,38,29,840,0,24,122,115,114,110,69,28,19,599,0,9,115,100,141,89,61,35,16,570,3,5,53,80,122,101,41,17,16,438,0,3,77,151,221,150,69,28,20,718,0,3,33,200,330,204,79,34,15,906,86,40,76,76,107,95,84,87,93,740,1122,957,1386,1465,2010,1666,1247,810,498,11157
SSC20123,3,88,251,170,281,239,123,67,33,1253,0,29,174,147,219,185,75,44,25,896,0,21,142,172,248,169,89,36,22,896,0,4,71,137,187,149,49,17,15,631,0,6,76,289,398,242,100,35,27,1159,0,3,47,297,504,237,105,26,18,1240,84,63,85,130,163,119,104,100,65,923,1848,1452,1715,2268,3395,2483,1655,1097,678,16603
SSC20124,0,0,7,6,7,8,0,3,0,39,0,0,3,3,8,0,0,0,0,17,0,0,4,3,3,4,0,0,0,17,0,0,3,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,0,11,13,4,3,0,0,39,28,25,50,57,85,70,48,17,11,392
SSC20125,0,0,4,5,0,3,0,0,0,14,0,0,0,3,0,6,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,4,4,0,0,21,20,4,17,37,34,46,18,12,0,190
SSC20126,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,7,13,14,18,12,4,3,85
SSC20127,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,5,8,3,3,0,35
SSC20128,0,19,19,19,3,0,0,0,0,63,0,8,21,7,8,0,0,0,0,49,0,4,12,15,3,3,0,0,0,35,0,0,8,10,3,0,0,0,0,21,0,0,3,6,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,10,11,0,3,0,0,0,0,36,55,102,129,91,44,28,21,4,0,479
SSC20129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,10,5,5,0,43
SSC20130,0,0,3,3,5,7,3,5,0,27,0,3,0,3,4,0,8,0,0,20,0,0,0,4,3,5,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,4,0,0,7,0,0,0,3,3,3,0,0,0,6,0,4,0,4,5,5,28,22,11,84,13,26,27,46,52,98,255,178,39,737
SSC20131,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,10,3,10,3,0,0,29
SSC20132,0,22,126,98,83,55,15,3,0,406,0,9,83,79,66,27,10,0,0,273,0,3,49,88,49,29,4,0,0,231,0,3,28,51,27,12,0,0,0,126,0,0,35,58,42,21,7,0,0,170,0,0,6,15,14,5,3,0,0,46,43,19,34,52,33,41,40,43,56,365,333,270,679,854,625,510,373,172,94,3914
SSC20133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,8,11,0,0,0,23
SSC20134,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,6,0,9,4,0,0,0,25
SSC20135,0,16,30,48,61,25,9,0,3,190,0,8,27,39,37,17,3,0,0,120,0,0,31,31,33,20,3,0,0,124,0,0,9,30,24,10,3,0,3,76,0,0,12,29,37,12,0,0,0,83,0,0,0,4,5,4,0,0,0,17,14,4,14,24,22,11,10,18,55,166,137,90,252,350,337,228,133,106,124,1755
SSC20136,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,0,3,5,14,9,19,9,5,77
SSC20137,0,3,3,0,3,0,3,3,0,16,0,0,0,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,10,3,0,31,4,7,26,15,19,37,48,21,3,176
SSC20138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,6,3,0,0,15
SSC20139,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,9,9,4,6,10,23,15,30,6,0,109
SSC20140,0,0,10,6,9,5,0,0,0,21,0,0,0,8,11,7,0,3,0,24,0,0,0,3,6,9,0,0,0,19,0,0,0,4,3,0,0,0,0,11,0,0,0,3,8,6,0,0,0,20,0,0,0,0,0,0,3,0,0,9,0,0,5,3,7,9,4,3,0,34,28,20,41,42,83,93,57,28,8,387
SSC20141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,10,3,12,11,3,0,37
SSC20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,4,7,0,4,9,11,3,0,0,35
SSC20143,0,0,3,3,4,5,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,8,3,0,32,11,14,19,18,43,65,43,15,6,244
SSC20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,3,3,3,0,10
SSC20145,0,3,18,7,16,25,0,0,0,71,0,0,12,14,17,9,3,0,0,49,0,3,3,5,11,10,0,0,0,38,0,0,0,6,6,3,0,0,0,16,0,0,3,4,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,10,0,6,11,6,9,9,7,0,59,50,51,103,118,151,131,71,27,9,715
SSC20146,0,0,0,0,0,3,0,0,0,3,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,6,3,5,0,0,0,21,9,11,7,18,23,40,23,0,0,133
SSC20147,0,0,3,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,12,7,9,18,11,30,18,12,6,0,105
SSC20148,0,0,4,6,17,11,0,0,0,39,0,0,0,3,3,3,0,0,0,11,0,0,0,7,6,4,0,0,0,18,0,0,0,4,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,3,5,5,7,8,0,0,24,40,10,29,41,79,82,48,18,9,355
SSC20149,0,0,4,0,3,0,0,3,0,14,0,0,0,3,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,4,0,0,16,9,3,21,26,43,26,30,21,7,182
SSC20150,0,0,3,3,0,3,4,0,0,12,0,0,3,0,3,3,3,0,0,17,0,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,3,0,0,9,0,0,0,0,6,3,0,0,0,18,3,3,3,0,8,3,3,4,0,27,10,16,22,26,30,38,21,15,5,185
SSC20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,8,3,0,0,15
SSC20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
