SA3_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
21201,725,3938,2905,27615,455,35642,3,11,7,83,0,99,834,28,55,138,10,1065,322,64,40,92,0,523,1508,501,313,1143,28,3493,7337,3596,2783,22656,495,36871,698,35,99,22,3,852,322,33,30,208,7,599,1063,406,261,2028,52,3812,334,113,47,314,6,820,316,68,19,102,10,510,1937,71,48,39,16,2117,1394,768,560,6633,114,9475,1253,561,254,1733,40,3839,60,0,0,3,0,68,89,24,9,55,6,186,50,15,4,22,0,97,253,100,69,205,4,639,384,44,22,24,3,486,413,213,158,72,5,860,327,88,58,176,8,656,176,25,20,58,8,278,1737,776,609,5605,99,8826,175,34,10,44,10,269,336,76,35,35,3,485,258,21,20,88,7,399,894,77,36,49,3,1048,94,30,18,15,3,159,127,13,16,8,0,168,261,67,43,232,3,603,6410,779,614,912,89,8800,348,73,29,579,4734,5770,24993,7358,5293,50755,5888,94288
21202,1866,3912,2791,21113,416,30093,9,18,6,79,4,122,6444,85,154,167,38,6892,1150,126,70,211,22,1579,1655,370,231,706,26,2991,9111,3131,2363,17205,437,32248,1710,49,175,32,24,1991,777,51,38,176,6,1050,1389,344,217,1641,41,3631,1374,249,140,663,19,2455,949,77,63,155,16,1251,7029,163,64,54,58,7367,1808,817,518,5836,85,9064,2769,742,353,2001,86,5953,342,0,5,3,0,354,765,145,57,52,18,1030,332,49,12,47,5,439,489,133,97,258,8,987,615,46,28,8,8,711,587,187,118,51,12,961,1294,90,77,126,29,1613,578,31,40,63,10,725,2131,779,577,4635,106,8231,1784,110,55,88,17,2061,730,94,59,31,0,920,737,37,29,68,9,877,4809,154,84,41,24,5115,747,64,58,43,5,906,1074,27,38,5,15,1162,224,61,33,193,3,514,24770,1263,920,979,329,28254,1048,54,53,427,5261,6840,70265,7929,5596,40531,6799,131119
21203,2986,5185,3565,28963,494,41185,10,20,4,116,8,150,4901,88,133,186,41,5348,692,113,49,131,5,999,1684,441,265,872,38,3301,11734,4169,3248,22772,549,42481,3897,52,230,33,29,4240,919,57,43,187,14,1219,1588,438,276,2018,44,4369,1079,287,147,619,21,2148,707,100,63,110,19,994,15075,152,128,87,76,15516,1984,843,648,6481,125,10079,2088,727,350,2024,73,5262,220,0,5,0,0,224,466,76,34,78,3,656,240,38,17,35,4,337,528,186,93,338,5,1154,1277,99,85,43,38,1539,937,262,169,126,15,1515,781,102,68,184,9,1138,422,34,35,64,3,564,2385,917,745,5525,104,9678,831,73,44,51,13,1013,654,77,58,33,7,813,919,35,45,78,9,1090,6151,137,80,87,37,6489,770,121,53,71,5,1025,1220,30,45,15,26,1334,294,69,60,207,7,635,34618,1452,1075,1190,378,38703,1489,97,80,638,8207,10519,88909,9669,6999,52616,9984,168177
21204,3576,2538,1946,12577,432,21066,3,6,3,86,0,99,20372,128,292,166,245,21207,1168,72,36,95,21,1393,1139,129,113,220,19,1627,9040,1950,1399,10982,451,23829,2924,45,158,13,26,3166,881,39,20,108,21,1069,1365,201,156,924,46,2702,5897,628,340,1147,101,8111,769,37,28,56,19,912,15316,105,108,36,106,15669,1348,462,347,3956,84,6195,4356,611,311,1335,106,6729,632,4,12,0,0,653,1172,137,77,82,26,1499,584,54,34,27,10,706,536,85,51,144,4,817,690,43,34,12,8,789,508,92,59,25,8,689,1229,76,56,119,26,1509,876,35,22,26,31,990,1463,481,354,2951,80,5326,2139,65,49,45,38,2339,373,42,30,16,5,466,848,43,29,32,12,962,5578,133,79,47,32,5869,1619,134,56,84,22,1905,17395,115,232,75,178,17990,140,19,18,132,7,313,49036,1140,1017,850,647,52691,2515,96,96,317,9120,12148,137943,6060,4713,26340,11569,186623
21205,1473,3475,2852,18864,410,27076,0,7,3,59,0,73,41769,244,547,274,202,43040,674,62,35,124,8,902,1020,218,118,417,16,1786,7512,2987,2267,18171,390,31334,1274,29,145,13,17,1480,598,68,50,186,7,900,1467,357,232,1675,38,3775,7903,862,504,2374,96,11749,559,80,56,119,5,820,11357,95,103,65,51,11672,1692,872,569,7520,134,10783,5084,869,439,2488,118,8992,2354,3,55,0,4,2418,365,63,45,65,6,540,223,31,15,34,0,305,335,94,50,171,9,654,181,19,24,15,13,250,475,144,98,69,5,793,1182,90,80,151,11,1524,775,31,46,55,11,921,1727,793,594,5646,78,8838,494,35,21,54,7,614,495,66,40,15,3,609,465,23,38,68,5,598,5761,119,86,76,35,6081,289,38,12,19,0,357,3213,56,90,26,27,3414,203,50,32,237,8,536,19081,947,1016,1197,166,22408,761,56,45,327,7528,8712,109880,7759,6096,42223,9097,175056
21301,3544,2806,1949,13191,479,21967,117,32,7,106,10,268,11708,135,212,134,182,12365,3626,274,171,486,60,4620,407,125,70,159,8,767,6928,1838,1362,10164,516,20810,7013,93,292,64,87,7555,303,18,24,83,3,433,1565,267,164,1020,50,3072,4541,622,293,1091,77,6632,423,35,27,61,9,555,9043,120,89,47,103,9403,1061,468,322,3648,91,5596,6242,1098,573,2833,169,10915,174,0,10,0,9,190,1434,218,107,125,17,1898,4493,350,177,451,69,5545,7437,819,525,1767,112,10669,814,52,44,40,35,984,485,81,69,27,15,681,1995,131,93,251,25,2502,309,22,28,26,6,383,1069,410,317,2468,45,4313,1603,92,52,99,22,1871,109,13,22,6,0,151,1469,57,44,67,10,1653,1439,37,19,32,13,1533,1985,232,73,133,35,2451,29684,235,467,172,447,31009,81,34,22,108,0,236,33188,1202,921,953,551,36812,2457,97,94,340,9888,12870,131533,7661,5510,28414,12699,185816
21302,963,2934,2116,15144,265,21422,3,4,4,65,0,79,2670,66,122,118,27,3012,993,114,69,218,23,1406,447,170,115,302,5,1046,5620,2458,1849,13169,280,23372,977,22,114,30,14,1153,232,40,21,130,3,434,898,234,186,1271,35,2622,2349,296,145,806,51,3658,220,32,29,56,5,348,2174,55,40,35,22,2324,1683,771,484,6015,90,9046,3383,638,299,1820,59,6207,85,0,3,9,0,91,1841,432,167,193,34,2665,1092,122,32,168,10,1430,2386,312,170,860,31,3761,445,53,32,19,6,564,532,152,107,42,0,830,743,79,59,214,13,1113,195,26,13,45,3,279,1601,644,484,4009,59,6805,608,78,43,61,14,802,190,45,33,14,3,292,289,26,15,48,3,376,218,20,24,20,0,286,140,29,5,21,3,204,1706,18,61,30,27,1839,203,59,33,192,0,482,6801,737,569,789,111,8998,423,51,51,311,4155,4991,36005,6430,4428,32001,5132,84006
21303,847,2166,1626,10467,207,15312,27,16,3,68,0,113,7248,109,183,170,66,7785,683,76,35,123,14,927,314,146,101,247,9,819,4279,1917,1391,10134,214,17940,1271,19,124,23,11,1449,212,47,32,140,3,441,627,258,158,1177,21,2244,1724,215,113,470,37,2562,124,40,15,41,4,224,3496,59,51,33,19,3659,1232,687,458,5324,63,7764,2184,510,272,1284,57,4311,235,4,8,9,0,255,246,37,21,47,0,356,772,53,49,115,9,995,449,130,83,246,9,913,235,28,26,14,0,296,483,113,92,33,6,731,478,106,63,179,3,828,159,21,9,43,3,234,1074,540,395,3432,50,5486,454,29,20,49,9,562,111,21,15,12,0,161,455,19,19,48,7,553,370,16,15,14,9,422,342,44,25,24,11,441,9485,65,147,74,97,9859,136,49,42,193,3,422,9874,665,533,721,143,11938,581,44,25,198,5469,6316,43963,4809,3548,23596,6367,82288
21304,2096,4617,3122,29496,594,39934,11,14,4,170,3,201,3661,78,124,180,36,4078,1731,229,118,511,17,2613,782,289,156,493,8,1734,7699,3399,2663,23384,605,37759,5072,102,294,52,30,5554,293,45,28,183,7,558,1294,408,287,2285,48,4327,1702,406,213,1116,42,3478,337,44,41,106,7,536,6649,137,78,73,38,6981,1524,829,553,7596,128,10631,3946,1197,621,3755,101,9612,186,3,0,5,0,192,766,169,63,164,8,1166,2295,332,201,620,38,3480,5480,1210,798,3354,91,10944,660,62,50,27,11,820,633,166,143,73,8,1025,1104,197,123,423,15,1871,202,20,24,61,3,314,1806,752,597,5585,125,8869,1051,92,67,135,16,1360,275,24,14,17,0,335,1122,93,64,104,16,1396,1294,59,24,27,9,1413,982,178,99,157,11,1422,2747,75,92,27,29,2964,200,50,53,204,3,504,18928,1384,1016,1397,232,22962,1023,113,79,655,8916,10782,67004,10257,7171,58250,10757,153438
21305,3508,5619,4232,30982,593,44940,12,7,5,166,0,196,13146,112,276,223,81,13841,1022,197,85,283,21,1603,948,289,193,506,11,1952,13328,4358,3457,25396,709,47245,7170,126,431,62,63,7846,462,52,43,232,9,802,1688,483,356,2573,77,5180,1711,435,229,971,24,3358,393,65,28,113,9,607,27583,203,114,66,157,28119,2647,1056,746,9053,141,13642,5020,1407,643,3945,126,11145,904,4,21,3,0,936,1649,488,202,200,23,2565,1247,178,114,311,19,1867,3005,752,399,1662,46,5852,2918,197,139,35,58,3347,1456,242,235,91,33,2050,1235,168,143,376,11,1928,526,25,38,49,4,651,3139,1125,883,6701,147,11994,1014,132,57,85,6,1296,774,56,49,27,4,907,1291,75,58,98,11,1528,2097,55,35,42,14,2245,426,55,31,44,7,564,2276,62,88,48,34,2509,325,83,64,250,7,729,40218,1584,1338,1377,426,44938,1821,88,90,659,11620,14284,126389,11796,8749,61012,13959,221895
21401,999,5974,4446,35347,727,47487,0,19,6,159,0,177,1950,78,106,226,24,2381,510,77,53,116,8,755,1565,445,331,819,46,3209,12850,5558,4241,30089,881,53611,1212,23,212,28,32,1503,421,59,48,331,9,868,1682,556,359,2719,64,5371,1193,270,137,605,24,2227,403,88,39,116,8,661,2313,79,69,46,20,2526,2762,1210,894,10128,177,15167,1785,629,318,1978,62,4760,90,3,8,0,0,104,284,69,37,49,14,452,78,16,10,20,0,125,327,113,70,236,11,757,968,117,93,60,26,1255,823,301,192,104,13,1428,756,124,68,203,10,1153,546,43,38,71,7,702,3391,1298,1034,7909,172,13801,352,35,16,25,15,443,575,78,75,25,4,753,415,40,38,117,11,624,555,85,36,45,9,726,198,40,11,25,3,282,236,8,23,5,7,280,516,118,93,319,11,1064,7597,1020,880,1369,142,11010,475,77,58,820,7647,9073,38761,10792,8098,66873,9625,134143
21402,794,6659,4780,44888,942,58062,0,6,8,121,8,144,811,76,73,255,15,1231,452,60,33,119,5,676,1803,538,341,999,31,3707,16677,6581,4962,41063,1072,70359,418,18,95,8,5,538,405,81,70,497,15,1062,1794,578,439,3404,77,6296,1278,210,97,520,25,2129,279,71,38,86,5,485,441,52,52,58,15,616,3123,1453,971,13625,280,19448,2645,749,333,2493,92,6313,33,0,4,3,0,41,93,28,12,69,3,198,118,15,7,34,3,185,423,86,48,199,4,763,251,82,49,36,6,424,626,321,207,94,7,1260,584,103,79,236,3,1006,215,31,23,63,4,338,3876,1690,1223,11280,242,18313,127,17,3,24,0,175,422,88,46,38,7,596,233,26,25,136,9,429,164,43,40,60,0,303,84,21,0,4,0,118,98,3,12,0,0,108,647,134,89,464,17,1345,4141,1102,803,1571,91,7711,323,91,72,955,7982,9427,35341,12295,8773,88341,10246,154999
21501,137,1097,836,22066,468,24606,0,6,0,71,3,82,239,9,21,77,8,344,37,12,3,11,4,66,324,121,66,255,7,772,1600,1091,846,19750,545,23833,252,10,59,11,3,335,52,4,6,146,5,216,312,145,126,4387,83,5046,69,31,4,58,0,162,54,11,3,19,0,89,361,8,3,10,0,382,309,201,148,5354,108,6113,236,78,47,688,21,1069,19,3,0,4,0,24,25,0,0,13,3,48,0,0,3,3,0,8,44,40,10,49,0,134,102,12,10,18,0,147,67,42,31,19,4,163,84,16,5,85,3,195,24,9,6,18,3,52,388,298,201,5651,118,6659,14,0,0,3,0,21,51,14,3,5,0,80,43,10,0,32,0,85,46,5,0,10,0,64,39,0,0,5,0,45,33,9,4,7,0,53,53,22,10,188,3,284,988,160,148,395,34,1727,67,18,23,771,4048,4923,5066,2083,1574,44933,5165,58820
21502,265,1134,714,18445,510,21069,0,14,3,210,10,242,470,9,11,86,3,588,157,24,6,113,3,310,183,54,36,149,9,429,1492,1017,700,16610,479,20296,245,5,46,10,5,304,45,11,3,134,0,189,254,112,66,2461,48,2943,319,81,28,234,15,672,103,16,6,38,10,166,418,5,11,7,4,445,224,215,129,4320,93,4977,1460,349,168,1879,87,3937,64,0,0,3,0,67,11,4,5,6,0,26,12,0,4,3,0,19,27,25,9,53,0,110,63,18,25,32,0,141,96,34,46,26,0,208,76,28,20,93,0,216,14,3,4,8,3,40,379,261,162,4249,92,5136,26,6,0,9,0,40,65,4,3,7,0,81,33,5,5,35,0,77,59,0,3,0,0,66,428,36,21,33,8,525,165,0,3,0,7,167,56,18,9,144,3,230,2108,222,161,422,55,2966,151,21,28,508,4026,4733,8232,2319,1494,36642,5183,53878
21503,155,618,474,13769,341,15359,0,14,0,171,10,186,283,3,12,53,12,356,15,0,0,3,0,21,151,54,41,120,0,373,869,600,499,11292,367,13634,195,0,22,7,8,235,33,9,3,50,4,97,151,64,54,1143,29,1441,72,15,3,70,0,168,29,6,3,16,0,58,307,11,3,4,0,329,158,125,80,3856,82,4304,595,170,51,946,42,1802,20,0,3,5,0,28,6,0,0,6,0,16,7,0,4,0,0,5,29,10,0,26,0,67,26,15,3,16,0,60,44,9,15,13,0,81,27,8,4,17,0,55,16,0,0,5,0,27,171,164,125,3077,90,3628,3,0,0,0,0,8,33,4,3,0,0,38,31,3,0,20,3,53,35,3,0,0,0,38,11,6,0,0,0,15,212,3,3,0,7,223,22,8,4,74,3,107,1191,107,85,241,43,1678,108,10,14,453,3392,3974,4358,1273,933,26555,4213,37336
21601,97,792,619,14860,337,16700,0,3,3,104,3,116,93,3,0,88,0,188,21,6,0,15,0,41,189,72,65,159,3,484,1174,737,617,12433,309,15265,200,0,16,0,3,227,23,8,7,84,3,116,185,64,53,1104,23,1430,44,19,4,41,0,112,34,6,3,13,0,60,102,3,0,7,0,108,248,164,94,3880,76,4462,377,102,40,702,23,1244,33,0,0,0,0,33,6,6,9,6,0,22,10,5,6,11,0,35,44,11,8,38,3,96,63,4,7,10,0,86,75,37,25,32,0,167,54,9,13,27,0,106,13,0,0,0,0,19,333,231,139,3219,75,3997,7,3,0,0,0,13,13,0,0,0,0,15,43,5,3,35,3,90,29,0,0,3,0,37,13,0,0,6,0,20,6,3,0,4,0,15,46,16,5,89,0,155,422,91,66,296,15,890,42,16,9,523,2473,3071,3338,1461,1114,28115,3180,37208
21602,124,713,449,10695,268,12238,3,3,0,41,0,48,111,3,0,37,3,157,36,7,0,7,0,51,219,57,32,112,3,424,1146,679,487,9229,255,11791,128,0,18,0,10,158,22,7,0,63,0,88,171,51,37,730,23,1004,33,14,0,28,4,79,22,4,0,10,0,29,172,5,0,11,0,190,211,149,88,3246,53,3745,492,148,46,667,31,1386,0,0,0,0,0,0,8,3,0,8,0,16,6,4,0,10,0,22,47,14,3,35,3,104,62,8,3,6,0,78,116,33,17,21,3,186,41,15,6,21,3,87,10,0,0,7,0,26,328,184,105,2354,53,3023,14,0,0,7,0,20,16,3,3,6,0,30,21,3,0,16,0,42,10,4,0,0,0,13,5,0,0,0,0,10,0,0,0,0,0,0,39,12,4,52,0,112,538,60,71,235,15,928,71,13,15,414,1960,2471,3537,1314,855,20862,2543,29112
21603,541,1361,960,19008,431,22303,0,17,0,303,6,324,525,8,28,137,18,716,51,26,5,40,0,121,416,134,79,368,5,1003,1903,1323,839,17751,450,22265,402,3,72,3,11,489,45,19,5,151,0,225,297,118,84,1509,40,2045,340,59,17,230,7,646,36,10,10,17,0,73,1182,22,9,20,10,1237,408,327,216,6359,101,7412,2023,423,182,2198,89,4920,31,0,3,0,0,32,17,4,0,5,0,25,163,20,9,105,3,298,37,22,8,69,3,148,85,13,9,39,0,158,136,61,50,43,0,289,79,19,5,71,0,175,33,0,3,19,0,59,475,339,219,4920,101,6048,35,0,8,15,0,53,64,3,7,14,0,86,94,18,10,56,0,171,124,0,3,11,0,142,436,58,29,16,5,537,45,3,3,0,0,52,59,10,14,132,0,225,4907,274,222,634,85,6123,263,32,23,631,4839,5790,13475,2845,1913,39469,5953,63649
21701,105,753,597,13615,313,15383,0,10,4,88,3,110,98,5,10,62,0,175,21,3,0,15,0,35,297,84,52,161,6,607,1331,698,568,11555,314,14473,138,3,27,3,0,173,21,6,0,60,4,88,204,102,82,1905,35,2323,35,9,5,22,0,75,20,5,0,4,0,31,125,4,5,20,0,153,244,149,120,3526,56,4096,108,51,11,240,5,424,5,0,0,0,0,5,4,0,0,3,0,8,0,0,0,4,3,3,63,14,16,53,3,151,137,12,14,6,0,184,82,25,28,20,6,153,38,11,7,44,3,99,16,0,3,14,3,40,403,211,178,3754,78,4630,0,0,0,0,0,8,63,5,5,7,0,84,31,0,3,20,0,61,24,0,0,3,0,34,3,0,0,0,0,3,29,0,0,0,0,29,48,11,8,68,0,143,408,91,73,254,11,836,36,10,16,466,2216,2753,3341,1377,1114,26808,2921,35558
21703,92,869,571,13949,345,15832,3,3,0,23,0,29,149,4,9,37,6,203,23,7,4,10,0,44,349,105,58,212,12,731,1292,787,560,11767,323,14731,112,3,22,4,3,148,27,8,9,68,3,117,198,59,67,881,19,1223,63,22,7,38,9,143,33,15,6,10,3,66,83,3,0,8,0,91,259,222,138,4859,96,5567,176,71,26,431,13,724,11,0,0,0,0,11,9,4,4,16,0,31,11,0,0,0,0,11,43,14,5,32,3,100,81,26,10,14,0,128,117,44,28,13,3,204,52,8,3,24,4,89,24,3,4,6,0,38,371,264,160,3802,75,4673,9,3,0,3,0,16,17,3,0,4,0,30,15,3,5,17,0,43,18,4,3,0,0,31,6,3,0,0,0,14,21,0,0,0,0,31,51,20,7,99,3,185,611,90,85,258,19,1069,48,13,19,606,2354,3033,3644,1612,1074,27598,3101,37040
21704,127,1137,871,18203,366,20711,0,9,0,84,0,95,407,10,23,67,8,514,19,7,3,15,0,46,331,181,80,301,9,897,1677,1082,763,15803,378,19707,175,6,34,12,3,232,53,16,7,125,7,211,176,105,89,1596,27,1992,56,21,6,97,3,176,15,3,3,16,0,38,128,13,9,11,0,153,397,335,183,8590,150,9659,109,86,24,425,6,652,90,0,0,0,3,102,11,4,0,14,0,30,6,6,4,3,0,14,43,23,10,32,0,107,144,26,14,18,7,199,162,62,63,35,3,318,51,9,3,46,0,113,25,3,3,17,0,49,460,297,223,5069,95,6133,4,0,0,0,3,9,77,9,13,10,0,105,39,3,6,40,0,93,91,0,3,0,0,96,17,4,0,6,0,19,14,0,4,0,0,17,58,26,17,152,5,257,729,192,148,352,15,1434,40,20,15,555,3247,3882,4681,2153,1532,37650,4085,50099
29797,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,14,3,0,10,3,29
29999,49,199,130,1446,70,1895,0,3,0,29,0,31,278,5,4,8,3,297,14,5,0,3,0,22,50,19,10,27,3,103,403,139,103,1068,61,1779,42,4,0,0,0,49,28,5,5,3,3,49,78,27,8,108,9,225,40,10,4,18,0,75,8,5,0,0,0,9,135,10,0,0,0,145,106,51,24,401,17,610,108,27,15,86,5,244,36,0,0,0,0,36,19,13,0,5,0,42,6,3,0,4,0,17,24,6,0,10,0,39,44,3,3,6,0,48,44,16,5,9,3,79,24,4,0,15,0,44,29,0,0,0,0,29,95,31,25,319,17,484,14,3,0,0,0,17,11,0,0,0,0,13,18,3,0,0,0,27,20,0,0,0,0,23,42,14,0,3,3,55,89,0,3,0,0,95,11,4,0,17,3,37,661,43,38,67,25,831,35,5,3,37,1916,1995,2206,376,229,2654,2093,7565
