SA3_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21501,..,197,143,40,79,91,59,11,3,621,..,120,246,181,412,732,842,898,562,4000,87,111,74,48,69,121,109,69,28,706,4433,2680,2702,2854,3734,3885,3141,1982,874,26286,..,116,1983,3164,4386,4934,3926,2040,491,21029,..,623,1197,689,669,440,210,46,9,3881,..,100,326,542,579,257,134,125,101,2157,9117,..,..,..,..,..,..,..,..,9117,..,2076,..,..,..,..,..,..,..,2076,..,1449,524,228,197,121,18,0,0,2544,..,220,91,48,67,116,99,67,45,748,..,132,93,30,36,18,12,3,3,332,..,380,323,117,170,194,131,36,8,1357,..,289,611,549,988,1571,1531,1311,760,7607,163,236,207,108,149,209,183,129,38,1427,9278,5615,5353,5479,7244,7865,6234,3742,1460,52269
21502,..,169,179,46,63,77,52,19,3,604,..,95,225,167,328,603,626,642,359,3044,95,132,82,50,57,79,99,54,24,677,4685,2948,3018,2956,3346,3195,2417,1500,580,24649,..,131,2094,3144,3675,3906,2998,1439,330,17722,..,600,1286,795,600,389,182,54,7,3913,..,131,458,615,684,272,125,108,71,2463,9369,..,..,..,..,..,..,..,..,9369,..,2244,..,..,..,..,..,..,..,2244,..,1638,611,221,180,94,9,0,0,2749,..,271,114,50,99,131,128,81,49,914,..,202,122,70,56,34,8,0,0,493,..,350,426,136,168,183,116,20,4,1401,..,181,499,493,831,1191,1081,902,509,5678,198,247,214,140,123,150,172,94,32,1360,9575,5987,5827,5661,6413,6352,4813,2699,988,48311
21503,..,90,72,26,55,46,37,6,3,340,..,64,121,107,190,369,469,562,320,2204,38,79,52,23,38,61,59,33,17,395,2917,1694,1686,1785,2208,2288,1849,1251,514,16195,..,99,1335,2092,2676,3064,2352,1289,310,13219,..,336,663,397,404,269,125,37,7,2243,..,54,209,293,320,134,79,83,65,1241,5983,..,..,..,..,..,..,..,..,5983,..,1468,..,..,..,..,..,..,..,1468,..,886,343,172,156,75,11,0,0,1635,..,145,79,30,52,68,72,45,24,517,..,69,68,31,19,15,9,3,0,204,..,219,241,96,132,127,87,25,4,935,..,156,311,288,551,838,887,808,436,4275,96,166,125,62,93,115,106,55,19,847,6078,3597,3369,3457,4408,4704,3729,2351,868,32559
21601,..,71,67,26,48,58,37,23,3,336,..,49,117,93,237,386,451,479,250,2055,50,68,52,27,42,46,68,27,12,384,3049,1756,1700,1890,2410,2383,1939,1191,429,16764,..,77,1228,2116,2794,3052,2570,1295,270,13390,..,332,718,476,527,344,161,42,6,2609,..,85,235,365,391,171,72,85,57,1460,6144,..,..,..,..,..,..,..,..,6144,..,1509,..,..,..,..,..,..,..,1509,..,1156,373,166,117,81,10,0,0,1903,..,106,52,26,52,92,72,45,32,473,..,105,55,16,29,22,12,4,0,245,..,155,154,72,97,118,84,42,4,726,..,117,286,288,561,796,822,700,349,3914,109,143,129,78,87,101,115,54,19,831,6247,3768,3236,3608,4650,4774,3912,2273,730,33203
21602,..,55,39,11,34,56,34,15,3,251,..,28,77,56,152,305,381,408,205,1604,43,77,40,16,31,52,56,40,12,368,2301,1346,1275,1378,1752,1844,1672,1025,343,12938,..,65,980,1530,2080,2349,2085,1122,252,10465,..,263,560,373,342,239,121,30,3,1932,..,64,189,300,288,138,89,67,36,1166,4709,..,..,..,..,..,..,..,..,4709,..,1086,..,..,..,..,..,..,..,1086,..,856,274,138,113,62,8,0,0,1448,..,71,37,22,52,49,63,59,18,368,..,70,34,15,23,15,11,0,4,180,..,140,91,34,69,102,84,34,8,562,..,82,201,207,407,636,723,626,283,3160,83,135,94,53,55,103,118,69,18,731,4793,2836,2461,2677,3431,3684,3293,2009,627,25806
21603,..,144,221,60,100,73,46,24,10,679,..,87,253,225,358,671,673,636,358,3262,118,156,122,69,71,83,72,41,19,745,5713,3468,3594,3657,3958,3585,2599,1536,592,28693,..,240,2866,4079,4606,4407,3294,1566,373,21440,..,563,1310,815,698,419,183,41,12,4038,..,136,428,743,788,362,152,119,68,2794,11579,..,..,..,..,..,..,..,..,11579,..,2941,..,..,..,..,..,..,..,2941,..,1970,762,322,191,88,12,3,0,3344,..,309,158,63,104,129,124,79,41,1008,..,180,132,64,59,22,12,9,0,484,..,349,498,189,210,174,112,40,11,1583,..,192,597,598,952,1273,1134,920,460,6129,260,282,265,186,149,150,130,78,21,1527,11842,7161,7007,7059,7752,7025,5162,2865,996,56873
21701,..,99,44,22,45,36,22,15,0,295,..,55,124,111,257,480,511,511,314,2367,52,79,38,24,48,68,80,39,17,446,2728,1564,1498,1818,2431,2510,1903,1103,451,15999,..,30,1055,2045,2846,3116,2412,1069,210,12781,..,359,686,480,478,353,129,27,8,2515,..,46,173,338,413,188,89,70,49,1359,5500,..,..,..,..,..,..,..,..,5500,..,1308,..,..,..,..,..,..,..,1308,..,973,333,161,110,66,14,0,0,1652,..,84,32,20,37,60,67,44,20,358,..,75,26,11,9,12,4,4,0,147,..,206,122,37,101,94,69,30,4,666,..,164,316,331,608,960,914,735,422,4453,101,157,104,64,89,133,135,56,28,876,5602,3401,2839,3504,4702,4981,3817,2034,738,31620
21703,..,80,70,25,58,61,37,7,3,336,..,56,104,78,260,463,497,516,268,2244,46,87,43,37,39,74,62,47,13,443,2960,1713,1603,1820,2355,2439,1867,1209,419,16386,..,72,1166,2084,2683,2936,2397,1136,204,12678,..,353,744,496,537,379,124,38,7,2688,..,67,201,321,360,196,88,115,63,1399,6153,..,..,..,..,..,..,..,..,6153,..,1443,..,..,..,..,..,..,..,1443,..,1069,368,169,139,64,17,0,0,1822,..,119,79,21,59,83,58,47,28,505,..,70,46,23,13,16,9,4,3,180,..,192,207,104,123,122,77,28,0,854,..,149,327,293,628,923,894,754,366,4334,102,183,117,91,88,130,112,72,18,908,6254,3712,3251,3607,4628,4848,3768,2190,701,32959
21704,..,223,205,67,49,60,25,19,0,649,..,95,218,170,353,614,603,595,353,2995,62,120,76,46,49,87,64,32,26,563,4357,2720,2623,2821,3319,3063,2275,1335,569,23096,..,87,1813,3179,3767,3753,2924,1293,309,17120,..,531,1215,782,635,422,131,36,10,3758,..,81,276,507,538,230,123,118,66,1934,8745,..,..,..,..,..,..,..,..,8745,..,2104,..,..,..,..,..,..,..,2104,..,1535,488,222,182,94,9,0,0,2532,..,163,87,40,65,101,87,43,37,613,..,136,106,38,31,17,10,3,3,339,..,489,523,135,107,135,59,28,4,1486,..,205,483,457,784,1081,972,807,440,5227,137,231,174,111,114,134,128,51,36,1118,8884,5560,5162,5449,6225,5962,4449,2377,911,44988
29797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
29999,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,154,279,344,173,120,132,83,17,3,1302,154,279,344,173,120,132,83,17,3,1302,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,314,539,839,476,367,299,190,47,14,3080,314,539,839,476,367,299,190,47,14,3080
