SSC_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC20071,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,22,0,0,0,0,22,7,0,0,0,0,7,12,0,0,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,71,0,0,0,3,68
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20073,11,0,0,0,0,11,8,0,0,0,0,8,12,0,0,0,0,12,11,0,0,0,0,11,15,0,0,0,0,15,51,0,0,0,0,55,88,0,0,0,0,89,43,0,0,0,0,43,20,0,0,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,280,0,0,0,0,283
SSC20074,49,15,8,0,0,77,13,10,5,0,0,27,18,3,0,0,0,16,19,10,7,0,0,39,26,17,9,0,0,52,73,40,33,0,0,154,96,68,56,0,0,212,146,93,76,3,0,315,124,95,27,0,0,241,207,82,19,0,0,310,142,50,11,0,0,207,42,14,3,0,0,63,955,494,252,5,5,1709
SSC20075,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,35
SSC20076,57,7,0,0,0,65,12,3,0,0,0,13,14,6,0,0,0,23,22,3,0,0,0,24,16,3,0,0,0,24,62,6,0,0,0,74,53,13,0,0,0,71,110,20,0,0,0,133,76,16,0,0,0,99,119,32,0,0,0,150,180,30,0,0,0,211,31,3,0,0,0,39,762,152,4,3,5,919
SSC20077,39,5,9,0,0,53,14,0,0,0,0,17,14,0,0,0,0,19,7,3,3,0,0,17,15,3,8,0,0,26,43,3,17,0,0,57,50,11,31,0,0,91,92,17,32,0,0,145,59,9,24,0,0,94,103,3,23,0,0,126,56,3,5,0,0,66,27,4,4,0,0,34,513,65,151,0,4,737
SSC20078,31,8,10,0,0,48,14,4,3,0,0,22,10,5,3,0,0,17,21,0,5,0,0,29,22,3,7,0,0,35,82,9,24,0,0,113,73,8,33,0,3,114,157,31,44,0,0,232,110,17,27,0,0,151,113,21,16,4,0,150,54,9,11,0,0,76,39,3,3,0,0,48,734,108,190,4,3,1034
SSC20079,54,0,0,0,0,58,21,0,0,0,0,20,12,0,0,0,0,12,37,4,0,0,0,40,38,0,0,0,0,40,136,5,5,0,0,150,129,3,12,0,0,143,215,6,12,0,0,237,118,5,10,0,0,133,103,3,5,0,0,105,41,0,0,0,0,42,42,0,3,0,0,43,940,32,38,0,0,1017
SSC20080,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC20081,23,0,0,0,0,23,13,0,0,0,0,13,8,0,0,0,0,8,19,0,0,0,0,19,21,0,0,0,0,21,67,4,0,0,0,74,85,3,0,0,0,86,128,0,0,0,0,135,67,0,0,0,0,67,49,0,0,0,0,53,32,0,0,0,0,32,33,3,0,0,0,36,545,10,0,0,0,562
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20083,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20084,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,24,0,0,0,0,24
SSC20085,11,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,12,0,0,0,0,16,33,0,0,0,0,33,29,0,0,0,0,29,19,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,6,143,0,0,0,0,141
SSC20086,11,0,0,0,0,11,10,0,0,0,0,10,8,0,0,0,0,8,21,0,0,0,0,21,23,0,0,0,0,23,26,0,0,0,0,26,22,0,0,0,0,22,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,140,0,0,0,0,140
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20088,50,18,0,0,0,64,21,7,0,0,0,26,12,7,0,0,0,18,22,7,0,0,0,20,32,7,0,0,0,39,111,33,0,0,0,147,97,44,0,0,0,138,157,47,0,0,0,208,102,35,0,0,0,138,89,33,0,0,0,119,55,11,0,0,0,65,50,21,0,0,0,64,783,258,7,5,0,1057
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20090,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,16,18,0,0,0,0,18,41,0,0,0,0,41,40,0,0,0,0,40,12,0,0,0,0,12,11,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,156,0,0,0,0,156
SSC20091,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,52,0,0,0,0,54
SSC20092,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,26,0,0,0,0,26,32,0,0,0,0,32,33,0,0,0,0,33,12,0,0,0,0,12,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,143,0,0,0,0,143
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20094,29,0,0,0,0,34,25,0,0,0,0,29,23,3,0,0,0,20,33,3,0,0,0,39,57,4,0,0,0,63,149,8,0,0,0,156,191,5,0,0,0,200,156,3,0,0,0,165,42,0,0,0,0,38,34,0,0,0,0,35,5,0,0,0,0,5,33,0,0,0,0,33,776,28,0,0,0,811
SSC20095,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,9,0,0,0,0,9,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54
SSC20096,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,12,0,0,0,0,12,21,0,0,0,0,21,80,0,0,0,0,80,65,0,0,0,0,65,53,0,0,0,0,53,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,14,0,0,0,0,14,285,0,0,0,0,285
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20098,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,9,8,0,0,0,0,8,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53,0,0,0,0,53
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC20102,38,0,0,0,0,38,32,0,0,0,0,34,25,3,0,0,0,28,54,0,0,0,0,53,96,0,0,0,0,99,230,0,0,0,0,238,152,0,0,0,0,161,57,0,0,0,0,57,17,0,0,0,0,17,18,0,0,0,0,18,7,0,0,0,0,7,35,0,0,0,0,34,765,13,4,3,3,792
SSC20103,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,11
SSC20104,7,4,13,0,0,29,3,4,5,0,0,11,0,3,3,0,0,7,6,0,5,0,0,14,4,4,9,0,0,12,11,13,31,0,0,57,8,15,47,0,0,71,19,27,84,0,0,134,7,21,32,0,0,68,25,30,22,0,0,80,31,34,16,0,0,86,10,5,8,0,0,27,142,158,283,3,0,583
SSC20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20107,24,0,3,0,0,22,14,0,0,0,0,17,10,0,0,0,0,10,21,0,0,0,0,21,26,0,0,0,0,26,100,0,3,3,0,101,88,0,3,0,0,95,95,0,0,0,0,96,41,0,0,0,0,41,18,0,0,0,0,18,12,0,0,0,0,12,37,0,0,0,0,37,479,0,9,3,0,495
SSC20108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20110,32,0,3,0,0,34,23,0,0,0,0,23,22,3,0,0,0,20,31,4,3,4,0,44,57,5,3,0,0,60,115,6,0,0,0,127,100,12,0,0,0,112,77,0,0,0,0,79,30,3,0,0,0,34,22,0,0,0,0,17,12,3,0,0,0,21,19,5,0,0,0,19,524,38,17,5,0,589
SSC20111,31,3,0,0,0,34,22,0,0,0,0,22,24,0,0,0,0,25,38,3,0,0,0,48,66,0,0,0,0,69,159,6,0,0,0,171,107,4,0,0,0,114,54,4,0,0,0,62,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,23,556,31,0,3,3,597
SSC20112,7,0,0,0,0,11,10,0,0,0,0,11,17,0,0,0,0,15,20,0,0,0,0,23,47,5,0,0,0,51,115,6,0,0,0,130,90,0,0,0,0,98,71,0,0,0,0,75,14,0,0,0,0,14,19,0,0,0,0,19,8,0,0,0,0,8,11,0,0,0,0,11,430,19,0,0,7,461
SSC20113,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20114,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,32
SSC20115,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC20116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC20118,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,30,4,0,0,0,38
SSC20119,22,0,0,0,0,19,9,0,0,0,0,9,4,0,0,0,0,4,11,0,0,0,0,11,11,0,0,0,0,11,52,0,0,0,0,51,44,0,0,0,0,44,64,0,0,0,0,68,27,0,0,0,0,27,34,0,0,0,0,34,10,0,0,0,0,10,19,0,0,0,0,21,308,3,0,0,0,313
SSC20120,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,47,0,0,0,0,47
SSC20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20122,97,28,12,0,0,136,19,8,0,0,0,22,13,10,4,0,0,26,13,3,5,0,0,23,19,13,4,0,0,31,59,19,14,0,0,94,59,22,23,0,0,98,117,38,37,0,0,189,65,28,6,0,0,95,149,43,8,0,0,199,294,44,3,0,0,344,51,13,0,0,0,68,960,255,109,3,3,1337
SSC20123,187,22,0,0,0,217,37,7,0,0,0,41,32,7,0,0,0,42,34,3,0,0,0,41,44,11,0,0,0,55,140,24,0,0,0,165,118,17,3,3,0,139,259,28,7,0,0,292,150,27,0,0,0,175,271,35,0,0,0,309,505,22,4,0,0,534,109,15,0,0,0,131,1900,205,17,3,3,2127
SSC20124,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,16,0,0,0,0,16,10,0,0,0,0,10,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,66,0,0,0,0,66
SSC20125,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC20126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,17,0,0,0,0,17,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,59,0,0,0,0,59
SSC20129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,4,0,0,0,0,4,26,0,0,0,0,26
SSC20131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20132,20,0,0,0,0,20,15,0,0,0,0,15,15,0,0,0,0,15,18,0,0,0,0,18,35,0,0,0,0,35,148,0,0,0,0,148,215,0,0,0,0,215,295,0,0,0,0,295,83,0,0,0,0,83,41,0,0,0,0,41,15,0,0,0,0,15,43,0,0,0,0,48,954,0,0,0,0,953
SSC20133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20135,6,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,14,0,0,0,0,14,65,0,0,0,0,70,102,0,0,0,0,100,97,0,0,0,0,97,28,0,0,0,0,28,20,0,0,0,0,20,11,0,0,0,0,11,16,0,0,0,0,16,382,3,0,0,0,384
SSC20136,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27
SSC20138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5
SSC20139,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC20140,6,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,13,0,0,0,0,15,16,0,0,0,0,16,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,73,0,0,0,3,70
SSC20141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20143,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23
SSC20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20145,13,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,15,0,0,0,0,15,50,0,0,0,0,51,24,0,0,0,0,24,24,0,0,0,0,22,10,0,0,0,0,10,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,10,173,0,0,0,0,172
SSC20146,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC20147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC20148,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,12,0,0,0,0,12,11,0,0,0,0,11,11,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,68,0,0,0,0,68
