SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC21222,26,115,115,39,31,323,20,338
SSC21223,0,3,6,6,0,17,0,17
SSC21224,5,35,69,54,45,208,14,224
SSC21225,5,75,206,119,80,485,16,495
SSC21226,96,808,901,191,57,2051,92,2138
SSC21227,3,26,115,55,58,255,5,260
SSC21228,8,158,293,115,44,624,17,634
SSC21229,0,14,26,18,13,73,0,77
SSC21230,0,6,19,7,5,40,3,46
SSC21231,0,0,0,0,0,6,0,6
SSC21232,43,208,131,41,22,453,18,467
SSC21233,0,14,48,30,19,113,3,119
SSC21234,0,6,22,10,11,47,0,49
SSC21235,0,9,12,7,3,25,0,25
SSC21236,46,437,706,328,247,1767,73,1841
SSC21237,362,1792,1729,413,195,4491,102,4590
SSC21238,44,377,553,202,97,1269,20,1292
SSC21239,93,267,203,74,36,666,45,711
SSC21240,0,10,23,6,10,50,3,56
SSC21241,8,104,189,47,22,376,12,381
SSC21242,0,5,5,0,0,8,0,8
SSC21243,0,7,9,6,7,34,0,34
SSC21244,3,35,38,24,9,112,5,120
SSC21245,15,322,647,162,72,1216,30,1248
SSC21246,0,3,0,0,3,7,0,7
SSC21247,0,10,21,13,19,70,5,71
SSC21248,0,0,3,0,3,8,0,11
SSC21249,0,3,18,9,0,37,0,37
SSC21250,0,0,3,9,3,13,0,18
SSC21251,0,3,7,5,7,22,0,22
SSC21252,4,31,85,47,27,191,0,194
SSC21253,0,11,13,9,3,40,0,40
SSC21254,0,0,3,0,5,4,0,4
SSC21255,0,0,0,0,0,4,0,3
SSC21256,14,57,67,21,23,185,13,200
SSC21257,0,0,0,0,0,0,0,0
SSC21258,0,0,0,0,0,0,0,0
SSC21259,0,0,3,0,0,5,0,5
SSC21260,3,36,78,49,18,180,5,187
SSC21261,0,0,3,0,3,11,0,11
SSC21262,0,0,0,0,3,12,0,12
SSC21263,3,8,15,3,0,22,0,29
SSC21264,3,48,57,11,10,132,3,134
SSC21265,0,0,3,0,0,6,0,6
SSC21266,0,0,4,3,0,13,0,12
SSC21267,0,8,16,15,0,43,7,48
SSC21268,31,157,111,48,22,377,21,391
SSC21269,0,16,22,16,17,69,0,75
SSC21270,0,0,0,0,0,0,0,0
SSC21271,9,212,482,163,128,991,29,1016
SSC21272,0,4,13,10,7,37,0,34
SSC21273,0,0,4,0,3,14,0,14
SSC21274,10,180,203,54,24,472,25,489
SSC21275,0,16,25,13,12,65,0,65
SSC21276,0,10,12,8,7,34,4,37
SSC21277,0,5,6,3,4,18,0,18
SSC21278,9,129,240,81,51,512,6,519
SSC21279,10,130,219,64,34,455,6,460
SSC21280,0,0,3,3,0,4,0,4
SSC21281,0,10,7,13,6,31,0,36
SSC21282,0,0,0,0,3,7,0,5
SSC21283,0,0,0,3,3,9,0,8
SSC21284,0,4,11,3,3,28,0,24
SSC21285,278,1589,1456,443,191,3958,187,4140
SSC21286,0,43,111,91,67,313,9,322
SSC21287,14,106,124,48,31,318,12,331
SSC21288,0,4,8,8,3,23,0,23
SSC21289,0,0,0,0,0,3,0,3
SSC21290,0,3,10,0,9,16,3,25
SSC21291,0,0,3,6,4,13,0,13
SSC21292,0,7,27,12,3,51,3,53
SSC21293,0,10,10,14,5,39,0,39
SSC21294,0,5,15,5,16,39,0,37
SSC21295,0,0,0,0,5,5,0,5
SSC21296,0,3,6,0,3,11,0,14
SSC21297,0,0,3,4,0,8,0,8
SSC21298,0,43,51,30,25,138,11,147
SSC21299,0,3,5,0,3,15,0,15
SSC21300,0,8,13,3,6,34,3,38
SSC21301,0,52,65,38,21,171,4,176
SSC21302,6,57,125,84,51,326,12,336
SSC21303,0,17,21,17,5,61,5,63
SSC21304,34,296,482,139,96,1044,38,1084
SSC21305,0,3,11,6,0,19,0,20
SSC21306,80,473,861,327,213,1946,77,2023
SSC21307,144,919,1218,549,335,3167,102,3267
SSC21308,236,1567,2194,624,317,4939,159,5095
SSC21309,11,121,213,114,74,531,10,535
SSC21310,0,6,3,3,6,18,0,18
SSC21311,44,300,415,123,60,948,44,985
SSC21312,0,0,0,0,0,8,0,6
SSC21313,0,0,7,3,3,18,0,18
SSC21314,3,0,3,0,3,14,0,14
SSC21315,0,0,0,0,0,4,0,4
SSC21316,0,0,3,3,4,14,0,14
SSC21317,0,8,11,6,0,21,0,21
SSC21318,160,916,765,198,92,2139,80,2216
SSC21319,774,2253,1112,179,42,4363,133,4491
SSC21320,112,559,544,160,110,1491,74,1572
SSC21321,0,5,6,4,0,16,0,12
SSC21322,3,10,33,9,22,76,4,80
SSC21323,0,0,12,6,3,21,3,22
SSC21324,0,6,11,12,11,29,0,29
SSC21325,0,7,10,3,10,25,0,32
SSC21326,0,9,8,7,6,30,0,30
SSC21327,0,8,4,0,3,15,4,20
SSC21328,524,3278,3307,955,400,8472,195,8668
SSC21329,122,776,999,244,103,2244,47,2288
SSC21330,0,0,7,3,7,13,0,15
SSC21331,257,1895,3359,1342,669,7524,254,7781
SSC21332,40,489,1047,380,213,2167,58,2231
SSC21333,0,6,19,15,12,53,0,56
SSC21334,3,13,58,35,24,131,4,138
SSC21335,0,7,3,9,4,21,0,25
SSC21336,3,22,73,22,28,153,3,153
SSC21337,6,67,78,18,3,165,3,168
SSC21338,0,0,0,0,0,3,0,3
SSC21339,3,47,109,32,7,200,4,205
SSC21340,0,11,27,17,10,64,0,64
SSC21341,0,13,56,32,29,131,3,137
SSC21342,0,7,11,7,3,32,0,37
SSC21343,0,15,25,12,15,61,0,65
SSC21344,88,886,1006,378,249,2607,107,2713
SSC21345,7,28,44,23,29,131,10,145
SSC21346,189,1373,1602,499,271,3933,123,4055
SSC21347,8,133,397,174,157,871,25,893
SSC21348,0,6,9,3,9,35,0,30
SSC21349,0,6,9,5,8,39,3,41
SSC21350,8,142,237,81,65,530,24,551
SSC21351,0,20,47,31,20,112,4,120
SSC21352,3,64,148,75,66,352,18,372
SSC21353,0,3,9,4,3,18,0,18
SSC21354,165,865,935,343,150,2462,129,2586
SSC21355,174,535,383,113,49,1256,50,1306
SSC21356,0,27,29,13,3,74,3,72
SSC21357,185,740,494,73,23,1513,35,1549
SSC21358,0,0,4,0,3,12,0,12
SSC21359,0,0,0,0,3,8,0,8
SSC21360,0,17,48,21,18,108,9,117
SSC21361,0,10,25,12,3,50,3,51
SSC21362,0,9,4,0,3,20,0,22
SSC21363,0,3,3,0,0,7,0,8
SSC21364,0,0,0,0,0,0,0,0
SSC21365,3,11,15,7,8,48,3,54
SSC21366,58,807,1165,358,189,2577,60,2635
SSC21367,0,3,5,0,0,12,0,12
SSC21368,0,3,3,0,0,12,0,8
SSC21369,0,13,24,8,9,53,0,56
SSC21370,0,21,29,12,10,73,4,77
SSC21371,0,4,3,4,11,22,0,24
SSC21372,42,319,484,188,113,1139,50,1189
SSC21373,0,3,9,0,4,14,4,16
SSC21374,0,3,0,3,3,11,0,11
SSC21375,0,0,4,0,0,4,0,4
SSC21376,14,125,150,82,25,391,32,422
SSC21377,0,12,48,21,18,94,4,100
SSC21378,3,37,59,23,19,137,3,139
SSC21379,0,0,4,0,6,8,0,8
SSC21380,0,20,50,25,23,116,4,116
SSC21381,0,9,14,5,5,35,0,35
SSC21382,0,0,3,3,0,10,0,10
SSC21383,0,0,0,0,0,0,0,0
SSC21384,0,7,21,9,8,34,0,34
SSC21385,12,120,116,43,18,300,8,307
SSC21386,0,3,10,3,0,14,0,17
SSC21387,0,0,13,11,3,26,0,26
SSC21388,14,214,330,109,53,716,33,744
SSC21389,4,30,19,5,8,66,9,74
SSC21390,0,8,6,7,3,27,4,26
SSC21391,92,608,606,204,112,1621,60,1684
SSC21392,0,9,17,3,0,33,0,36
SSC21393,4,19,23,15,5,61,4,71
SSC21394,4,9,6,14,3,34,0,34
SSC21395,0,8,11,9,8,37,3,39
SSC21396,3,17,49,20,18,109,5,116
SSC21397,0,9,25,9,8,42,0,42
SSC21398,0,0,6,0,3,9,0,9
SSC21399,0,0,7,0,3,6,0,10
SSC21400,0,0,3,0,0,0,0,0
SSC21401,0,3,0,0,0,6,0,6
SSC21402,0,7,9,3,6,22,0,18
SSC21403,86,935,1306,503,305,3139,103,3240
SSC21404,160,928,1028,343,194,2650,125,2779
SSC21405,0,3,11,5,7,27,0,27
SSC21406,150,874,935,325,181,2464,99,2563
SSC21407,0,3,13,10,6,28,8,32
SSC21408,0,20,43,28,21,104,0,108
SSC21409,3,17,30,13,14,75,5,74
SSC21410,0,6,10,7,11,33,3,40
SSC21411,0,15,47,29,26,123,0,121
SSC21412,0,11,32,25,12,80,8,88
SSC21413,0,6,17,6,5,39,3,41
SSC21414,0,0,0,0,0,4,0,4
SSC21415,0,0,0,0,0,4,0,4
SSC21416,0,0,4,3,3,18,0,18
SSC21417,0,16,24,10,14,72,0,72
SSC21418,11,74,146,60,24,318,20,332
SSC21419,3,29,58,24,18,130,8,134
SSC21420,0,40,57,12,4,118,3,124
SSC21421,6,13,21,10,9,59,5,63
SSC21422,0,0,0,0,0,3,0,3
SSC21423,0,0,0,0,0,0,0,0
SSC21424,0,0,0,0,0,0,0,0
SSC21425,0,0,6,3,0,9,0,9
SSC21426,20,239,256,65,26,609,21,625
SSC21427,0,3,3,0,0,16,0,16
SSC21428,0,0,5,3,3,13,0,18
SSC21429,0,3,4,0,0,5,0,5
SSC21430,0,3,3,0,0,12,0,12
SSC21431,0,0,0,0,3,6,0,6
SSC21432,0,0,0,0,0,4,3,4
SSC21433,0,3,11,3,3,19,0,19
SSC21434,13,10,0,0,0,23,0,24
SSC21435,4,114,127,22,10,277,14,291
SSC21436,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0
SSC21438,68,373,412,113,56,1022,28,1051
SSC21439,0,0,3,0,0,5,0,5
SSC21440,138,761,602,179,75,1755,134,1892
SSC21441,3,32,67,39,28,176,4,177
SSC21442,0,12,21,8,12,55,3,57
SSC21443,577,2675,2614,900,390,7163,309,7469
SSC21444,0,0,14,6,0,21,0,23
SSC21445,0,14,54,30,31,126,6,136
SSC21446,0,4,14,14,9,44,0,49
SSC21447,12,221,353,145,106,842,28,872
SSC21448,0,17,29,6,11,67,4,69
SSC21449,0,6,3,0,4,13,0,13
SSC21450,26,150,196,122,57,548,27,573
SSC21451,0,4,8,11,4,32,0,30
SSC21452,0,0,3,0,3,6,0,6
SSC21453,0,0,3,0,0,11,0,11
SSC21454,0,0,5,0,7,11,0,11
SSC21455,0,11,10,9,4,36,0,40
SSC21456,0,0,8,3,8,20,0,20
SSC21457,3,16,10,3,5,32,8,38
SSC21458,188,2170,3296,1279,797,7721,206,7929
SSC21459,3,43,119,82,101,345,11,358
SSC21460,153,1406,2286,816,464,5118,155,5274
SSC21461,0,12,12,9,7,38,4,46
SSC21462,0,8,37,14,14,71,0,73
SSC21463,0,9,6,4,4,27,3,32
SSC21464,12,208,298,156,111,781,33,811
SSC21465,3,21,28,11,14,72,11,82
SSC21466,3,20,12,0,0,35,0,38
SSC21467,177,711,475,140,60,1569,74,1645
SSC21468,12,18,3,0,0,37,5,43
SSC21469,0,0,0,0,0,4,0,4
SSC21470,0,0,0,0,3,5,0,5
SSC21471,0,0,5,0,0,3,0,3
SSC21472,0,0,3,0,0,4,0,9
SSC21473,5,41,55,28,16,144,4,151
SSC21474,0,0,9,7,3,21,0,21
SSC21475,0,7,13,5,9,36,0,37
SSC21476,0,0,12,4,4,20,0,20
SSC21477,9,59,81,37,23,210,13,223
SSC21478,0,12,26,20,15,81,3,81
SSC21479,5,49,152,39,19,268,5,275
SSC21480,0,0,12,3,4,14,0,16
SSC21481,128,802,793,248,107,2083,82,2158
SSC21482,0,7,21,8,4,50,0,47
SSC21483,3,23,82,53,43,193,3,201
SSC21484,109,1458,1979,621,311,4473,114,4588
SSC21485,0,0,0,0,0,0,0,0
SSC21486,0,3,4,4,10,18,0,22
SSC21487,0,54,121,67,62,305,15,317
SSC21488,3,26,28,23,9,101,9,104
SSC21489,0,4,0,0,0,4,0,4
SSC21490,0,0,0,0,0,3,0,3
SSC21491,0,5,3,9,11,28,0,28
SSC21492,0,3,3,4,3,8,0,8
SSC21493,0,7,11,9,8,33,3,34
SSC21494,0,0,11,6,6,25,0,25
SSC21495,279,1815,2287,848,551,5769,175,5951
SSC21496,0,0,14,9,3,30,3,33
SSC21497,0,15,23,8,11,58,0,61
SSC21498,0,3,11,13,3,33,7,35
SSC21499,0,4,15,10,6,34,0,41
SSC21500,3,46,72,29,14,162,12,168
SSC21501,0,30,59,31,22,142,7,141
SSC21502,0,0,3,0,0,3,0,3
SSC21503,0,0,3,3,3,16,0,16
SSC21504,0,0,3,0,0,8,0,8
SSC21505,8,63,107,35,20,240,13,248
SSC21506,0,0,3,0,3,13,0,13
SSC21507,10,51,62,25,15,170,11,185
SSC21508,0,0,5,3,4,17,0,16
SSC21509,0,0,0,0,0,0,0,0
SSC21510,0,14,4,5,4,30,3,29
SSC21511,3,74,167,85,70,399,17,412
SSC21512,0,3,9,4,0,19,0,19
SSC21513,0,0,4,3,3,14,3,14
SSC21514,3,61,109,40,36,244,9,255
SSC21515,18,215,110,20,7,372,23,402
SSC21516,0,0,0,0,0,0,0,0
SSC21517,8,78,110,48,43,279,17,301
SSC21518,0,4,17,6,5,31,0,34
SSC21519,0,34,93,62,66,252,4,256
SSC21520,0,46,147,61,44,300,11,317
SSC21521,0,0,9,0,0,11,0,13
SSC21522,0,8,4,3,3,19,3,20
SSC21523,0,3,26,11,11,49,0,50
SSC21524,0,13,36,29,34,103,4,112
SSC21525,141,540,409,115,52,1246,78,1333
SSC21526,7,71,176,123,60,441,10,447
SSC21527,3,23,84,34,16,164,5,170
SSC21528,22,186,291,114,65,679,24,698
SSC21529,0,16,18,19,19,71,3,78
SSC21530,0,25,37,18,12,86,8,93
SSC21531,0,9,16,8,3,39,0,36
SSC21532,29,164,125,45,16,377,16,395
SSC21533,0,0,3,0,0,7,0,7
SSC21534,19,165,285,131,118,718,26,745
SSC21535,0,7,3,3,0,16,0,16
SSC21536,0,9,30,15,15,65,0,67
SSC21537,34,424,580,175,150,1353,38,1391
SSC21538,0,0,0,0,0,0,0,0
SSC21539,0,3,3,3,5,10,0,10
SSC21540,3,90,207,28,11,336,10,341
SSC21541,10,113,191,72,44,431,30,467
SSC21542,0,0,6,4,3,15,0,18
SSC21543,0,13,24,15,10,65,0,64
SSC21544,33,507,1062,355,186,2149,54,2199
SSC21545,18,359,1042,297,114,1825,43,1865
SSC21546,0,0,6,3,0,8,0,13
SSC21547,3,21,27,14,4,61,3,64
SSC21548,14,245,864,432,361,1908,39,1952
SSC21549,0,18,98,56,77,253,3,260
SSC21550,6,55,74,44,29,207,7,215
SSC21551,4,42,102,62,63,273,6,280
SSC21552,13,142,314,112,72,654,19,679
SSC21553,0,0,3,4,0,9,0,11
SSC21554,226,1427,1398,334,166,3556,94,3649
SSC21555,0,8,12,4,4,26,3,30
SSC21556,0,3,0,3,0,9,0,9
SSC21557,0,15,10,7,0,36,3,38
SSC21558,0,3,3,0,0,6,0,6
SSC21559,44,375,520,167,81,1191,35,1220
SSC21560,0,0,0,0,3,4,0,4
SSC21561,106,639,711,298,170,1917,77,1988
SSC21562,0,0,13,10,10,23,0,26
SSC21563,0,15,45,30,25,109,3,117
SSC21564,14,169,755,308,213,1460,37,1495
SSC21565,321,1272,1080,270,115,3058,129,3191
SSC21566,4,25,61,35,21,138,7,144
SSC21567,0,3,8,4,0,17,3,20
SSC21568,0,27,63,44,18,146,4,151
SSC21569,0,20,24,16,11,74,4,75
SSC21570,0,3,16,4,3,23,0,23
SSC21571,0,0,4,7,5,13,0,13
SSC21572,3,19,32,12,13,74,8,82
SSC21573,22,285,266,82,43,704,24,728
SSC21574,25,189,174,44,17,457,20,470
SSC21575,3,93,129,50,26,302,10,316
SSC21576,321,1528,1419,333,153,3758,87,3845
SSC21577,819,2650,2988,759,380,7599,193,7790
SSC21578,0,0,0,0,0,0,0,0
SSC21579,8,36,49,20,6,114,5,120
SSC21580,0,25,104,48,32,216,7,215
SSC21581,0,15,38,12,15,78,7,81
SSC21582,0,8,30,8,7,55,0,57
SSC21583,88,369,368,97,58,989,33,1021
SSC21584,0,4,8,11,9,28,0,28
SSC21585,3,0,13,3,6,26,0,24
SSC21586,0,4,3,0,0,10,0,10
SSC21587,0,3,0,0,0,3,0,3
SSC21588,85,579,665,237,146,1713,105,1817
SSC21589,0,5,0,0,0,4,0,6
SSC21590,0,6,15,13,10,45,0,40
SSC21591,0,8,39,13,9,67,4,72
SSC21592,3,41,27,10,3,89,6,97
SSC21593,317,1783,1604,410,179,4304,101,4403
SSC21594,0,3,15,7,10,34,0,40
SSC21595,5,23,56,12,6,103,5,108
SSC21596,0,0,0,0,0,0,0,0
SSC21597,6,71,98,29,8,208,11,219
SSC21598,0,12,22,3,8,48,4,51
SSC21599,0,3,0,0,0,3,0,3
SSC21600,0,0,4,0,0,8,0,8
SSC21601,3,79,225,90,51,450,12,463
SSC21602,0,8,15,4,4,28,6,31
SSC21603,0,8,9,6,4,19,3,22
SSC21604,49,330,251,64,35,736,29,758
SSC21605,0,0,0,0,0,0,0,0
SSC21606,0,10,11,8,8,39,3,44
SSC21607,296,1377,1060,307,151,3186,188,3374
SSC21608,3,26,60,25,50,161,3,168
SSC21609,0,73,56,20,11,157,7,170
SSC21610,0,3,4,3,0,12,0,12
SSC21611,0,0,0,0,0,8,0,8
SSC21612,0,3,0,0,0,3,0,3
SSC21613,0,11,28,6,10,64,3,68
SSC21614,22,330,518,147,57,1084,36,1124
SSC21615,0,5,4,0,0,14,0,18
SSC21616,0,7,20,11,14,50,0,48
SSC21617,11,56,91,32,9,191,3,195
SSC21618,131,738,752,218,80,1927,47,1974
SSC21619,3,23,25,0,3,58,3,55
SSC21620,4,19,16,10,3,52,0,51
SSC21621,0,6,13,4,9,38,0,40
SSC21622,0,5,15,8,8,36,0,34
SSC21623,0,6,14,6,4,30,0,30
SSC21624,260,1283,1494,582,288,3902,217,4119
SSC21625,0,0,0,0,0,5,0,5
SSC21626,10,70,116,57,24,276,17,292
SSC21627,0,0,0,0,0,3,0,3
SSC21628,0,4,8,8,7,25,0,25
SSC21629,12836,5889,1184,141,84,20132,872,21007
SSC21630,0,0,0,0,0,5,0,5
SSC21631,239,1193,968,278,169,2850,157,3007
SSC21632,280,1512,1411,417,189,3813,201,4014
SSC21633,159,1609,2443,782,396,5389,207,5600
SSC21634,0,5,5,7,3,16,0,16
SSC21635,0,3,3,3,0,8,0,8
SSC21636,0,3,3,3,0,8,0,10
SSC21637,399,2260,1886,392,199,5129,136,5266
SSC21638,3,51,141,56,44,301,4,305
SSC21639,0,6,9,3,3,13,0,13
SSC21640,0,3,5,5,4,19,0,19
SSC21641,0,3,7,3,4,26,0,24
SSC21642,64,324,358,131,82,963,53,1019
SSC21643,0,15,49,33,30,122,3,126
SSC21644,0,10,31,14,9,62,3,68
SSC21645,10,60,105,46,42,262,14,274
SSC21646,0,7,10,0,7,26,0,26
SSC21647,4,33,34,21,11,103,7,112
SSC21648,86,1516,2676,607,251,5147,98,5246
SSC21649,4,10,22,10,9,59,3,63
SSC21650,0,5,4,4,0,18,0,18
SSC21651,4,10,36,7,8,65,3,72
SSC21652,0,29,20,10,0,55,3,58
SSC21653,3,21,64,26,9,132,13,141
SSC21654,8,63,91,43,32,245,10,256
SSC21655,0,0,0,0,0,0,0,0
SSC21656,0,46,52,20,14,137,7,139
SSC21657,3,11,41,20,31,104,3,114
SSC21658,0,0,3,3,7,18,0,18
SSC21659,3,18,25,11,7,69,3,68
SSC21660,0,20,29,10,12,65,3,69
SSC21661,0,3,3,0,3,10,0,10
SSC21662,13,186,263,76,29,556,22,585
SSC21663,0,17,27,10,4,64,4,64
SSC21664,5,193,441,154,128,931,23,957
SSC21665,0,0,0,7,0,10,0,10
SSC21666,130,776,557,110,42,1618,38,1651
SSC21667,0,8,16,7,4,34,0,35
SSC21668,0,19,28,16,12,71,4,74
SSC21669,0,0,3,3,0,7,0,4
SSC21670,3,33,103,42,19,200,10,206
SSC21671,983,4607,4340,1248,522,11700,640,12346
SSC21672,331,2683,3777,1572,983,9356,296,9651
SSC21673,0,10,19,13,11,50,4,51
SSC21674,33,257,239,71,20,629,33,660
SSC21675,0,0,3,5,0,12,0,18
SSC21676,0,10,9,0,3,19,0,21
SSC21677,0,0,0,3,0,5,0,5
SSC21678,0,8,10,3,7,18,0,18
SSC21679,0,4,3,3,0,16,0,16
SSC21680,8,205,520,153,86,977,33,1005
SSC21681,0,3,5,3,3,14,0,14
SSC21682,0,9,4,9,11,38,0,38
SSC21683,0,0,12,5,11,26,0,31
SSC21684,0,3,7,7,6,18,0,22
SSC21685,0,4,4,7,4,15,0,15
SSC21686,0,0,0,3,0,8,0,8
SSC21687,8,89,62,22,19,208,17,222
SSC21688,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0
SSC21690,0,3,6,0,5,18,0,18
SSC21691,0,33,40,24,14,109,7,117
SSC21692,16,236,295,123,84,751,29,785
SSC21693,0,0,0,3,6,11,0,11
SSC21694,376,2424,2394,525,235,5951,138,6088
SSC21695,21,105,101,55,33,300,13,310
SSC21696,0,3,15,0,0,18,0,18
SSC21697,0,10,10,14,4,41,0,41
SSC21698,0,4,5,4,10,22,0,22
SSC21699,0,15,24,18,5,63,0,63
SSC21700,0,0,0,0,3,4,0,4
SSC21701,0,0,0,4,4,12,0,12
SSC21702,0,9,20,6,14,45,3,48
SSC21703,0,10,26,20,24,79,7,86
SSC21704,495,1560,1066,321,148,3584,232,3816
SSC21705,3,19,76,34,37,167,4,166
SSC21706,0,11,17,3,0,37,0,37
SSC21707,0,0,3,0,0,8,0,8
SSC21708,0,0,0,0,0,0,0,3
SSC21709,0,8,9,7,6,28,0,33
SSC21710,0,15,14,8,3,41,0,41
SSC21711,0,3,4,0,4,15,0,16
SSC21712,0,8,4,13,3,25,0,26
SSC21713,0,0,0,4,5,7,0,12
SSC21714,0,10,17,12,5,52,0,52
SSC21715,33,337,522,200,128,1219,34,1255
SSC21716,0,8,27,19,13,66,0,64
SSC21717,0,0,0,6,4,13,0,18
SSC21718,0,0,0,0,0,0,0,0
SSC21719,0,0,8,4,10,25,0,25
SSC21720,113,682,655,181,102,1730,22,1749
SSC21721,70,665,891,198,88,1919,35,1949
SSC21722,0,0,16,0,6,23,0,22
SSC21723,131,1166,1413,387,181,3267,72,3344
SSC21724,57,493,906,426,277,2155,45,2202
SSC21725,8,151,164,79,73,483,31,511
SSC21726,0,0,3,0,3,6,0,6
SSC21727,0,4,3,3,6,12,0,12
SSC21728,0,19,34,9,10,75,0,72
SSC21729,0,3,8,3,0,16,0,18
SSC21730,709,2249,1696,451,191,5296,192,5482
SSC21731,0,6,12,4,5,30,0,30
SSC21732,0,4,8,9,7,27,0,34
SSC21733,0,0,3,0,3,6,0,6
SSC21734,170,777,867,208,87,2109,92,2200
SSC21735,0,0,0,0,0,0,0,0
SSC21736,0,6,6,8,10,31,0,31
SSC21737,0,0,11,13,6,29,0,29
SSC21738,0,3,3,3,4,12,0,12
SSC21739,0,7,8,3,3,15,0,17
SSC21740,0,0,0,0,0,3,0,3
SSC21741,0,0,12,8,7,28,0,28
SSC21742,5,29,102,83,90,305,15,317
SSC21743,248,2006,3214,1074,707,7248,176,7424
SSC21744,236,1200,1050,333,135,2955,159,3111
SSC21745,0,9,13,9,5,42,0,45
SSC21746,0,4,12,4,0,25,0,25
SSC21747,0,12,15,8,17,50,4,57
SSC21748,241,1197,1249,234,109,3028,77,3108
SSC21749,0,0,7,0,3,12,0,12
SSC21750,0,27,118,57,37,235,7,239
SSC21751,516,3680,3609,947,395,9145,364,9510
SSC21752,0,0,0,0,0,0,0,0
SSC21753,0,7,17,12,6,39,3,46
SSC21754,0,0,0,3,0,3,0,3
SSC21755,35,202,196,59,34,530,19,552
SSC21756,0,0,0,0,0,0,0,0
SSC21757,656,2333,1635,454,208,5286,314,5599
SSC21758,0,4,21,13,7,41,0,45
SSC21759,0,3,3,4,0,8,0,8
SSC21760,28,202,101,27,5,359,15,376
SSC21761,0,0,0,0,3,5,0,5
SSC21762,0,3,6,0,0,9,0,9
SSC21763,0,0,3,0,6,9,0,9
SSC21764,0,5,3,6,0,17,0,17
SSC21765,0,0,0,0,0,0,0,0
SSC21766,3,9,0,0,0,14,4,18
SSC21767,0,7,16,10,10,42,0,43
SSC21768,0,6,4,6,8,16,0,16
SSC21769,0,12,18,6,0,39,0,42
SSC21770,0,0,3,0,0,4,0,4
SSC21771,60,444,500,140,59,1207,27,1232
SSC21772,0,5,3,0,0,6,0,6
SSC21773,0,0,3,0,0,4,0,4
SSC21774,0,27,42,49,33,155,8,161
SSC21775,12,136,197,57,39,442,18,456
SSC21776,0,7,25,3,7,42,0,47
SSC21777,0,0,0,0,0,3,0,3
SSC21778,0,96,250,79,64,483,19,504
SSC21779,0,8,16,9,0,37,0,39
SSC21780,4,47,70,50,27,208,8,211
SSC21781,121,1338,2824,1008,516,5805,145,5951
SSC21782,0,0,0,0,4,9,0,9
SSC21783,64,738,1325,559,423,3106,79,3186
SSC21784,0,6,13,6,0,32,0,32
SSC21785,0,10,10,6,6,34,0,38
SSC21786,16,190,403,150,102,862,23,883
SSC21787,0,0,0,3,3,5,0,5
SSC21788,0,3,5,5,3,12,0,15
SSC21789,3,89,242,80,43,462,14,472
SSC21790,0,0,3,0,0,4,0,7
SSC21791,129,1725,3014,895,431,6207,186,6385
SSC21792,0,5,14,0,4,25,0,22
SSC21793,0,8,36,15,21,82,0,83
SSC21794,0,3,0,0,0,3,0,3
SSC21795,61,328,296,77,52,811,29,843
SSC21796,0,6,7,0,4,13,0,13
SSC21797,0,3,4,3,4,15,0,15
SSC21798,0,20,44,9,20,98,4,101
SSC21799,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0
SSC21801,0,12,49,12,16,94,5,101
SSC21802,0,15,20,3,3,42,0,44
SSC21803,0,6,15,8,8,43,0,43
SSC21804,507,4024,4823,1481,625,11464,292,11757
SSC21805,0,4,9,4,0,14,0,14
SSC21806,0,5,10,5,8,21,0,23
SSC21807,0,7,11,5,6,29,3,36
SSC21808,3,50,71,32,19,175,5,179
SSC21809,0,0,3,3,3,7,0,13
SSC21810,3,33,42,33,18,126,4,129
SSC21811,0,12,14,12,11,56,4,57
SSC21812,0,27,59,24,26,130,3,138
SSC21813,0,5,8,3,3,20,0,20
SSC21814,0,8,32,15,18,74,3,75
SSC21815,249,1853,2891,892,446,6333,171,6504
SSC21816,0,8,13,17,9,45,3,44
SSC21817,0,8,13,4,16,38,3,43
SSC21818,0,8,16,17,17,53,0,50
SSC21819,0,3,4,0,3,14,0,14
SSC21820,18,105,126,47,32,324,14,338
SSC21821,3,19,14,9,9,49,0,54
SSC21822,0,10,24,18,12,62,0,65
SSC21823,0,3,17,8,10,39,0,39
SSC21824,0,3,9,8,3,26,0,24
SSC21825,0,0,0,0,0,4,0,3
SSC21826,0,5,5,3,3,13,0,13
SSC21827,0,0,5,10,4,22,0,22
SSC21828,3,19,31,17,3,81,3,85
SSC21829,0,3,12,0,0,11,0,18
SSC21830,0,9,18,8,11,44,0,47
SSC21831,0,0,0,0,0,0,0,0
SSC21832,0,5,20,12,3,34,3,39
SSC21833,0,30,44,20,20,118,0,118
SSC21834,0,3,3,0,0,8,0,8
SSC21835,0,10,22,5,5,45,0,45
SSC21836,0,8,13,3,4,31,0,31
SSC21837,394,1710,1256,313,149,3813,102,3918
SSC21838,17,125,120,53,27,341,18,365
