SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC22020,3,8,12,65,71,138,0,0,0,3,4,8,0,0,0,74,88,158,0,0,0,6,4,11,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,0,0,0,13,11,21,3,0,3,0,0,0,8,21,29,10,18,28,3,0,3,193,217,410,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,6,0,4,6,246,252,493,0,3,4,4,7,7,250,260,507,60,61,123,506,558,1062
SSC22021,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,9,6,12,3,0,9,20,20,42
SSC22022,0,4,4,19,20,38,0,0,0,0,0,0,0,0,0,9,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,38,44,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,42,0,0,0,0,0,0,23,18,42,16,10,22,76,80,160
SSC22023,0,3,3,14,15,30,0,0,0,0,0,0,0,0,0,8,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,35,37,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,54,0,0,0,0,0,0,39,21,54,7,9,16,83,67,151
SSC22024,20,17,33,210,216,428,0,0,0,48,47,101,0,0,0,603,583,1182,0,0,0,30,41,74,0,5,4,0,0,0,23,16,37,0,0,3,10,12,20,24,28,45,32,27,58,3,0,3,3,0,3,48,62,117,37,47,83,3,0,8,1086,1084,2172,6,6,11,3,9,17,0,4,4,0,0,0,0,3,4,4,8,16,11,10,15,722,600,1317,5,3,4,0,0,0,721,601,1323,140,100,243,1990,1832,3822
SSC22025,45,81,125,617,748,1364,0,0,0,29,56,85,0,0,0,1457,1738,3191,17,26,44,213,220,436,13,9,27,7,13,16,24,21,38,5,9,19,9,11,19,25,30,59,98,102,198,3,7,7,0,3,3,149,197,347,81,110,186,3,3,6,2751,3301,6048,48,40,95,19,24,43,32,31,63,0,0,0,15,7,21,14,34,48,30,38,70,2212,2070,4283,16,16,29,3,17,17,2232,2102,4335,466,504,968,5632,6114,11746
SSC22026,112,134,241,155,229,381,0,3,9,35,25,63,0,0,0,498,638,1143,0,3,3,36,42,84,0,4,3,0,0,0,11,16,26,3,10,9,16,13,28,21,22,45,28,51,78,0,0,3,3,0,3,47,90,136,41,48,92,4,8,9,904,1212,2111,77,69,144,140,108,244,7,6,18,0,0,0,7,3,10,13,20,28,19,23,38,1629,1712,3344,34,18,52,3,7,13,1665,1743,3408,537,666,1197,3455,3950,7409
SSC22027,0,0,0,11,10,19,0,0,0,0,3,3,0,0,0,26,28,52,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,6,9,0,0,3,0,0,0,47,57,103,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,42,0,0,0,0,0,0,21,21,42,9,8,14,79,91,170
SSC22028,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,0,5,4,19,18,30
SSC22029,140,184,324,340,496,840,6,5,7,38,50,83,0,0,0,2713,3087,5802,12,10,15,491,528,1026,20,38,58,6,8,16,13,29,39,18,10,26,20,25,38,22,32,53,78,110,184,3,14,16,7,7,10,120,173,291,96,116,213,8,5,6,4008,4728,8732,267,223,487,744,581,1318,0,0,4,0,0,0,64,42,104,17,23,41,86,60,150,2166,2154,4321,27,30,55,3,12,19,2202,2193,4397,827,808,1636,8268,8782,17051
SSC22030,64,83,144,183,263,447,3,3,6,20,33,50,0,0,0,1726,1887,3609,0,3,3,612,581,1196,16,17,36,9,0,10,9,3,15,12,6,25,5,6,16,14,22,39,36,46,83,4,3,7,0,0,0,86,135,213,51,81,132,0,0,0,2800,3097,5894,59,39,96,124,134,258,3,3,6,0,0,0,14,11,23,10,27,29,19,37,58,1401,1266,2663,17,19,39,4,6,12,1420,1294,2712,457,442,894,4949,5116,10069
SSC22031,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,27,0,0,0,0,0,0,14,12,27,0,0,0,28,18,48
SSC22032,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,0,0,0,0,9,6,20,4,0,3,20,22,38
SSC22033,0,0,0,15,11,27,0,0,0,0,0,0,0,0,0,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,15,20,0,0,0,0,0,0,33,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,48,0,0,0,0,0,0,28,21,48,8,8,11,64,66,133
SSC22034,0,0,0,11,13,22,0,0,0,0,0,0,0,0,0,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,36,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29,0,0,0,3,0,5,16,14,28,6,7,14,56,49,108
SSC22035,74,103,179,438,540,981,0,0,0,22,25,44,0,0,0,950,1084,2029,8,4,10,156,177,332,4,8,7,3,4,3,20,18,35,23,31,53,6,10,18,19,24,41,76,95,168,3,9,10,3,8,7,109,160,266,69,94,168,3,3,4,1907,2279,4187,32,30,65,27,33,61,13,9,27,0,0,0,4,0,7,4,5,12,9,12,21,1283,1103,2384,3,4,9,3,14,14,1294,1115,2411,299,330,621,3657,3910,7564
SSC22036,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,23,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,12,20,0,0,0,0,0,0,7,12,20,0,0,0,32,31,62
SSC22037,10,22,28,301,348,650,0,0,0,26,19,46,0,0,0,243,259,508,0,3,3,10,7,16,0,4,4,0,5,5,5,5,14,0,0,0,5,4,10,11,15,29,70,87,154,3,3,3,3,7,8,103,114,222,44,44,86,4,8,11,825,933,1754,6,3,3,0,0,0,0,0,0,0,0,0,10,3,12,4,10,13,10,11,25,668,617,1287,10,0,12,3,3,8,682,624,1310,182,180,360,1714,1768,3480
SSC22038,10,7,17,302,352,658,0,0,0,20,30,51,0,0,0,363,326,693,7,6,15,45,39,78,0,3,0,3,0,5,0,3,4,0,0,0,4,3,4,11,12,24,68,66,133,0,0,0,0,0,0,46,72,121,43,44,88,0,0,0,919,962,1878,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,812,736,1555,12,7,12,0,8,12,824,747,1577,169,166,343,1928,1887,3821
SSC22039,0,0,0,16,10,25,0,0,0,0,0,0,0,0,0,14,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,41,0,0,0,0,0,0,23,20,41,12,7,20,67,63,135
SSC22040,6,0,10,23,21,47,0,0,0,0,0,0,0,0,0,20,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,3,5,9,0,3,3,0,0,0,56,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,49,3,0,3,0,0,0,30,24,48,8,11,16,101,92,184
SSC22041,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,13,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,0,0,0,0,0,0,5,11,19,4,5,6,25,27,45
SSC22042,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,17,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,5,3,7,0,0,0,22,10,33
SSC22043,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,39,0,0,0,0,0,0,19,21,39,11,4,14,42,46,86
SSC22044,3,0,4,22,27,56,0,0,0,0,0,0,0,0,0,92,93,180,0,0,0,0,0,0,0,0,0,0,0,0,51,44,97,0,0,0,3,0,3,0,0,0,8,12,23,0,0,0,0,0,3,20,28,45,3,3,9,0,0,0,204,210,412,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,74,67,146,0,0,0,0,0,0,75,67,143,29,23,54,315,309,622
SSC22045,0,0,0,5,9,20,0,0,0,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,8,21,0,0,3,0,0,0,39,32,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,29,19,52,0,0,0,0,0,0,29,19,52,8,7,11,75,63,135
SSC22046,0,0,0,14,14,21,0,0,0,0,0,0,0,0,0,20,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,5,13,20,0,3,4,0,0,0,48,59,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,48,0,0,0,0,0,0,29,22,48,18,7,27,95,89,185
SSC22047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,9,4,14,8,3,11,27,11,39
SSC22048,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,21,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,4,3,5,24,24,48
SSC22049,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,19,0,3,4,0,0,0,25,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,0,0,0,10,5,18,0,0,0,37,39,75
SSC22050,0,0,3,17,18,38,0,0,0,0,0,0,0,0,0,33,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,11,22,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,62,68,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,87,0,0,0,0,0,0,46,43,87,22,10,27,128,120,247
SSC22051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22052,0,3,3,14,18,35,0,0,0,0,0,0,0,0,0,26,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,3,3,10,0,0,0,0,0,0,3,3,8,4,0,7,0,0,0,64,61,127,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,4,6,14,72,58,127,0,0,0,0,0,0,72,55,130,29,24,54,166,153,322
SSC22053,0,0,0,19,18,32,0,0,0,0,0,0,0,0,0,36,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,16,12,34,0,0,3,0,0,0,82,74,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,66,0,0,0,0,0,0,39,27,66,17,17,33,138,122,259
SSC22054,0,0,0,19,17,34,0,0,0,3,7,7,0,0,0,20,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,18,14,32,3,3,5,0,0,0,64,65,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,58,0,0,0,0,0,0,33,24,58,7,11,12,105,99,207
SSC22055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,4,10,9
SSC22056,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,0,0,0,11,5,13,4,3,8,21,22,46
SSC22057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,8
SSC22058,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,0,0,0,0,0,0,10,7,10,0,0,0,15,16,29
SSC22059,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,5,4,13,5,4,9,17,16,37
SSC22060,0,0,0,8,8,13,0,0,0,0,0,4,0,0,0,4,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,29,30,63,3,0,0,0,0,0,61,65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,34,0,0,0,0,0,0,22,19,34,8,7,18,87,88,184
SSC22061,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,7,0,0,0,15,16,35
SSC22062,0,0,0,18,22,42,0,0,0,0,0,0,0,0,0,31,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,23,24,46,0,0,3,0,0,0,83,73,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,83,0,0,0,0,0,0,44,36,83,6,0,7,131,114,241
SSC22063,0,0,0,4,9,14,0,0,0,4,3,5,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,0,0,3,16,18,34
SSC22064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22065,0,0,0,31,35,61,0,0,0,0,3,3,0,0,0,20,26,46,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,0,0,0,0,7,0,5,11,0,0,0,70,82,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,147,3,0,3,3,0,3,76,70,146,24,24,53,174,179,352
SSC22066,0,0,0,11,5,13,0,0,0,0,0,0,0,0,0,10,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,28,29,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,60,0,0,0,0,0,0,39,24,61,20,20,40,88,78,159
SSC22067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,6,10
SSC22068,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,12,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,22,0,0,0,0,0,0,10,6,22,4,3,9,30,25,58
SSC22069,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,9,11,23,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,9,11,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,31,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,46,0,0,0,0,0,0,30,16,46,0,0,0,64,49,113
SSC22070,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,0,0,0,0,0,0,9,8,19,4,3,6,29,23,48
SSC22071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,4,4,5,3,3,3,9,5,15
SSC22072,0,8,8,109,118,229,0,0,0,7,25,29,24,19,49,433,454,881,0,0,0,68,68,135,0,4,7,0,0,0,3,4,7,0,0,0,6,0,10,4,8,10,10,10,21,3,0,3,0,0,5,26,35,61,25,26,47,3,0,3,727,772,1495,6,3,5,11,11,15,0,4,3,0,0,0,3,0,3,3,9,11,3,9,17,376,309,679,0,0,0,0,0,5,373,307,687,68,59,131,1193,1169,2364
SSC22073,61,80,138,50,71,116,3,0,3,12,12,30,0,0,0,821,806,1622,6,9,14,115,105,216,3,8,18,3,0,3,0,6,9,32,20,48,9,14,22,38,48,89,9,16,21,0,3,4,11,20,36,18,20,36,71,89,156,0,0,0,1195,1258,2451,112,121,233,139,112,251,0,0,0,0,0,0,127,90,213,9,7,18,134,99,235,314,287,603,3,0,5,0,0,0,319,292,606,200,213,413,2152,2173,4324
SSC22074,883,1075,1956,1293,1476,2771,0,0,0,282,299,581,5,0,7,5739,6080,11816,26,24,45,888,817,1708,66,67,134,108,97,201,99,92,199,84,84,169,128,165,291,373,425,799,345,400,741,13,11,28,27,27,56,348,409,761,892,941,1835,30,37,71,10750,11451,22196,2559,2411,4971,1111,1065,2169,34,24,54,3,0,3,442,374,816,104,124,224,546,496,1042,7216,6599,13817,49,38,89,17,35,53,7290,6669,13960,1833,1746,3576,25004,24929,49929
SSC22075,0,0,0,4,8,17,0,0,0,0,0,0,0,0,0,22,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,35,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,75,0,0,0,0,0,3,38,39,75,10,3,16,83,75,158
SSC22076,7,8,18,180,289,469,0,0,0,9,11,23,0,0,0,239,303,541,0,0,0,7,4,12,0,0,0,0,0,0,3,3,8,0,0,0,0,3,4,23,19,42,35,35,71,3,0,5,0,0,4,99,149,251,19,23,46,0,0,0,622,851,1473,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,433,896,8,3,4,0,0,0,468,439,906,135,145,281,1235,1451,2684
SSC22077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
