SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC21560,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,..,0,0,0,0,4,3,3,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,3,0,17
SSC21561,..,12,11,3,11,14,7,0,0,52,..,14,20,17,19,65,87,79,39,329,9,8,9,3,10,16,14,3,3,66,491,254,292,267,303,335,284,166,58,2461,..,11,223,316,342,419,321,171,38,1834,..,56,128,55,62,41,17,3,0,361,..,5,37,64,55,16,14,8,4,211,948,..,..,..,..,..,..,..,..,948,..,216,..,..,..,..,..,..,..,216,..,155,61,15,11,13,0,0,0,260,..,22,11,9,3,8,16,10,8,80,..,13,12,3,6,3,0,0,0,31,..,21,20,5,22,24,7,0,0,99,..,20,47,52,54,115,132,116,55,586,19,25,13,8,13,18,20,3,3,129,967,540,545,523,571,654,523,317,105,4745
SSC21562,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,9,7,3,0,0,37,..,0,0,7,16,7,9,0,0,36,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,3,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,7,24,12,4,0,0,79
SSC21563,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,26,11,9,24,29,36,11,5,0,153,..,0,8,25,45,51,21,6,0,153,..,0,4,6,8,4,6,0,0,25,..,0,0,0,0,0,0,0,0,7,59,..,..,..,..,..,..,..,..,59,..,19,..,..,..,..,..,..,..,19,..,13,7,3,3,0,0,0,0,32,..,0,0,0,0,3,0,0,0,11,..,0,3,0,0,0,0,0,0,4,..,3,0,0,0,0,0,3,0,5,..,0,0,0,0,4,7,0,0,16,0,0,0,0,0,0,3,0,0,8,59,41,30,36,56,70,34,11,0,341
SSC21564,..,0,0,0,0,3,3,0,3,9,..,0,0,3,6,20,17,10,3,58,9,18,4,3,0,6,3,0,0,42,627,267,274,388,330,263,139,40,15,2331,..,3,286,572,532,406,223,61,5,2084,..,17,109,60,61,31,15,3,3,301,..,3,22,44,37,18,3,3,0,123,1227,..,..,..,..,..,..,..,..,1227,..,315,..,..,..,..,..,..,..,315,..,178,63,22,3,3,0,0,0,276,..,10,3,0,5,0,11,7,7,43,..,11,5,6,0,0,3,0,0,28,..,0,7,3,8,6,3,3,3,29,..,5,10,15,21,48,31,13,9,154,18,22,11,7,5,12,6,0,0,73,1242,569,520,725,663,522,301,86,24,4653
SSC21565,..,132,105,22,12,8,4,7,0,295,..,14,81,67,55,79,56,57,29,438,13,22,26,12,8,9,5,7,4,113,659,590,976,675,454,364,219,153,71,4169,..,32,699,697,436,320,217,116,30,2545,..,62,357,154,71,49,7,7,0,697,..,5,43,101,118,71,31,27,18,418,1336,..,..,..,..,..,..,..,..,1336,..,407,..,..,..,..,..,..,..,407,..,162,212,65,45,17,3,0,0,505,..,103,102,32,36,52,24,22,13,385,..,74,96,30,8,11,3,0,0,230,..,319,297,69,42,22,10,7,3,769,..,34,168,125,111,160,91,71,39,802,24,40,52,32,23,19,13,8,4,213,1355,1236,2026,1305,897,722,397,259,106,8301
SSC21566,..,0,0,0,0,0,0,0,0,3,..,0,0,3,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,41,35,18,31,44,15,12,8,3,197,..,0,27,36,44,30,14,4,3,151,..,4,10,12,9,3,0,0,0,43,..,0,0,3,7,3,0,0,0,14,85,..,..,..,..,..,..,..,..,85,..,33,..,..,..,..,..,..,..,33,..,26,3,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,4,7,3,7,4,0,30,4,0,0,0,0,0,4,0,0,6,89,68,36,55,67,45,21,8,7,400
SSC21567,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,16,..,0,0,3,0,0,3,0,0,13,..,0,3,0,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,8,9,0,3,36
SSC21568,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,8,7,0,0,20,3,0,0,0,0,3,0,0,0,10,31,16,5,22,32,35,30,14,0,188,..,0,5,25,45,53,35,16,4,185,..,0,3,3,4,0,3,0,0,24,..,0,0,4,0,0,3,0,0,4,49,..,..,..,..,..,..,..,..,49,..,20,..,..,..,..,..,..,..,20,..,5,4,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,9,..,0,0,0,3,7,11,0,0,31,7,3,0,0,4,3,0,0,0,10,55,33,17,34,65,67,62,22,6,356
SSC21569,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,3,15,9,5,13,18,12,9,3,0,87,..,0,3,5,22,7,14,3,0,58,..,5,8,7,0,0,0,0,0,23,..,0,0,0,5,0,0,0,0,16,31,..,..,..,..,..,..,..,..,31,..,13,..,..,..,..,..,..,..,13,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,4,0,0,3,0,0,0,0,6,..,0,0,0,0,6,0,0,0,4,..,0,0,3,3,3,8,3,0,20,0,0,0,0,0,0,0,0,0,5,32,27,20,18,36,20,23,7,3,187
SSC21570,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,3,0,0,26,..,0,4,6,0,10,6,4,0,26,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,4,13,3,9,6,4,0,56
SSC21571,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,19,..,0,0,3,4,6,4,0,0,14,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,10,5,0,0,32
SSC21572,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,3,19,7,11,14,14,15,8,4,0,92,..,0,8,11,16,18,9,11,0,75,..,0,4,0,3,0,3,0,0,8,..,0,4,0,0,3,0,0,0,8,39,..,..,..,..,..,..,..,..,39,..,3,..,..,..,..,..,..,..,3,..,6,6,0,0,0,0,0,0,14,..,0,0,0,0,0,0,4,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,3,0,7,..,0,0,0,7,10,8,5,0,28,0,0,0,5,0,0,0,0,0,3,39,15,16,18,33,33,21,14,0,191
SSC21573,..,0,4,0,10,5,12,3,0,34,..,0,0,3,18,46,51,25,17,158,0,5,3,0,7,7,3,0,0,17,73,34,37,62,115,160,151,66,27,721,..,0,22,43,78,148,160,58,22,528,..,12,14,29,35,49,9,4,0,155,..,0,0,16,17,6,4,8,4,60,152,..,..,..,..,..,..,..,..,152,..,34,..,..,..,..,..,..,..,34,..,21,14,7,7,3,0,0,0,56,..,4,0,0,4,3,0,3,0,13,..,0,0,0,4,0,0,0,0,3,..,0,7,4,11,22,21,3,0,67,..,3,0,15,35,79,82,46,25,286,0,5,5,6,10,10,6,0,0,42,159,81,68,121,201,316,286,124,51,1403
SSC21574,..,3,0,0,0,3,0,0,0,12,..,0,6,3,11,26,24,12,12,99,0,0,0,3,0,3,12,3,0,25,70,23,22,50,59,97,102,42,19,485,..,0,13,37,47,82,110,55,10,345,..,3,18,20,26,19,12,0,0,97,..,3,4,10,13,6,3,0,0,39,127,..,..,..,..,..,..,..,..,127,..,28,..,..,..,..,..,..,..,28,..,6,5,5,3,0,0,0,0,26,..,5,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,3,4,0,0,5,0,0,0,23,..,0,10,10,24,50,45,28,18,192,0,3,3,3,3,4,22,5,0,45,125,54,56,81,125,174,200,89,36,943
SSC21575,..,3,0,0,0,0,0,0,0,12,..,0,0,5,7,3,15,4,0,35,0,0,0,0,0,0,0,0,0,3,55,46,30,48,68,60,46,16,0,365,..,0,23,49,63,72,46,14,5,267,..,19,18,15,21,18,12,0,0,105,..,0,3,11,8,5,0,3,0,32,123,..,..,..,..,..,..,..,..,123,..,36,..,..,..,..,..,..,..,36,..,28,11,0,0,0,0,0,0,47,..,3,3,0,0,6,0,0,0,19,..,3,0,0,0,0,0,0,0,4,..,4,0,5,0,4,0,0,0,21,..,0,0,7,17,18,25,10,0,79,0,0,0,0,3,0,0,0,0,11,123,93,61,93,119,128,80,33,8,733
SSC21576,..,66,97,13,4,8,3,7,0,195,..,11,89,76,70,104,141,139,98,736,0,11,17,13,7,3,12,6,4,79,790,541,684,648,661,563,478,336,145,4848,..,23,378,816,827,702,578,345,84,3756,..,45,278,113,75,42,29,15,0,591,..,4,10,44,101,79,17,19,10,280,1654,..,..,..,..,..,..,..,..,1654,..,613,..,..,..,..,..,..,..,613,..,140,182,36,26,14,0,0,0,397,..,46,44,10,11,13,18,17,7,164,..,28,42,4,3,5,0,0,0,84,..,128,185,26,16,18,19,11,0,392,..,39,159,124,130,160,191,176,123,1110,6,23,42,16,15,14,15,13,3,141,1665,1072,1319,1194,1215,1039,865,594,240,9194
SSC21577,..,495,233,36,18,22,12,7,0,824,..,141,132,98,90,155,201,177,127,1128,11,34,30,8,11,16,10,12,3,135,1786,1868,1381,1348,1518,1123,787,461,219,10492,..,26,813,1886,2108,1460,995,473,125,7882,..,163,478,217,202,119,55,12,0,1244,..,0,17,80,204,147,54,54,40,603,3617,..,..,..,..,..,..,..,..,3617,..,1482,..,..,..,..,..,..,..,1482,..,407,353,113,89,32,8,0,0,996,..,148,137,23,19,39,29,36,16,442,..,131,120,12,9,6,0,0,0,283,..,857,519,80,45,46,38,13,0,1596,..,249,263,175,191,265,296,234,178,1848,31,65,72,15,32,27,21,23,3,279,3646,3528,2765,2600,2884,2142,1500,834,367,20270
SSC21578,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4
SSC21579,..,0,0,0,0,0,3,0,0,4,..,0,0,0,3,0,3,7,3,19,0,0,0,0,0,0,0,0,0,4,21,15,11,12,28,18,18,14,3,137,..,0,8,11,31,31,20,7,0,112,..,0,10,0,4,3,0,0,0,19,..,0,4,3,4,0,0,0,0,13,47,..,..,..,..,..,..,..,..,47,..,11,..,..,..,..,..,..,..,11,..,0,0,0,3,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,10,..,0,0,0,8,11,5,7,3,40,0,3,0,0,0,0,0,0,0,3,47,22,26,21,53,45,29,21,8,264
SSC21580,..,0,0,0,5,0,0,0,0,9,..,0,0,0,0,3,3,0,0,13,0,0,0,3,0,0,0,0,0,4,52,32,19,41,55,50,33,6,0,295,..,3,11,60,71,88,50,9,0,298,..,4,6,5,9,7,7,0,0,39,..,0,0,0,5,4,0,0,0,13,119,..,..,..,..,..,..,..,..,119,..,40,..,..,..,..,..,..,..,40,..,19,8,4,3,0,0,0,0,36,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,4,0,0,0,9,..,0,0,0,9,7,12,0,0,25,0,3,0,3,0,0,3,0,0,8,119,70,28,79,102,112,68,11,0,605
SSC21581,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,3,26,11,3,20,21,15,18,7,0,114,..,0,3,27,26,23,26,3,0,111,..,0,0,4,0,3,0,0,0,12,..,0,0,3,3,0,0,3,0,6,52,..,..,..,..,..,..,..,..,52,..,13,..,..,..,..,..,..,..,13,..,11,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,3,0,12,3,0,0,0,0,0,0,0,0,6,52,23,4,33,43,28,30,5,0,226
SSC21582,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,5,12,12,10,17,6,3,0,80,..,0,4,12,11,27,9,3,0,68,..,0,7,3,0,5,0,0,0,19,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,5,..,0,0,0,0,3,7,0,0,8,0,0,0,3,0,0,0,0,0,3,36,14,18,17,14,35,21,7,3,158
SSC21583,..,18,4,0,3,3,4,0,0,36,..,10,22,14,24,22,31,20,19,164,0,3,4,0,3,4,6,3,0,22,271,130,175,197,185,147,95,62,40,1288,..,3,117,244,233,168,111,62,19,957,..,21,56,49,31,24,0,0,0,187,..,0,3,25,32,15,4,6,9,94,509,..,..,..,..,..,..,..,..,509,..,124,..,..,..,..,..,..,..,124,..,59,40,7,5,12,0,0,0,129,..,14,13,4,0,4,3,6,3,43,..,11,7,0,0,0,0,0,0,19,..,25,20,8,7,3,5,0,0,68,..,17,40,28,52,58,55,31,27,299,3,9,8,0,5,7,3,3,0,42,517,278,309,359,367,286,186,111,53,2462
SSC21584,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,11,8,9,0,0,41,..,0,0,10,10,15,9,3,0,36,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,5,..,..,..,..,..,..,..,5,..,3,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,11,4,9,12,14,7,3,0,79
SSC21585,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,3,8,3,3,0,0,36,..,0,0,8,5,3,4,4,0,29,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,20,11,0,14,8,11,7,7,0,70
SSC21586,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,..,0,0,0,0,4,7,3,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,19
SSC21587,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8
SSC21588,..,21,12,3,4,9,0,3,0,55,..,8,17,13,38,58,88,70,43,325,4,3,11,3,6,18,8,5,0,57,425,190,202,279,288,319,273,160,62,2197,..,9,135,308,303,371,306,146,27,1596,..,43,103,79,66,43,35,5,0,370,..,0,15,55,44,26,3,13,6,165,847,..,..,..,..,..,..,..,..,847,..,145,..,..,..,..,..,..,..,145,..,93,47,11,18,4,0,0,0,172,..,6,5,0,11,13,8,7,10,60,..,3,8,3,5,0,3,0,0,23,..,36,27,5,16,12,7,6,0,112,..,15,35,43,83,108,142,102,62,587,15,17,18,4,14,26,17,12,0,122,861,366,379,514,552,608,521,286,111,4198
SSC21589,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,..,0,0,0,3,0,5,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14
SSC21590,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,10,13,3,3,3,16,7,0,0,60,..,0,3,7,12,18,12,0,0,53,..,0,3,3,0,3,0,0,0,13,..,0,0,0,0,0,0,0,3,0,22,..,..,..,..,..,..,..,..,22,..,8,..,..,..,..,..,..,..,8,..,5,3,0,0,3,0,0,0,16,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,3,3,0,0,0,0,0,0,0,7,24,20,17,11,12,26,16,0,3,128
SSC21591,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,16,15,3,8,18,16,16,4,0,89,..,0,4,13,13,17,24,7,0,74,..,5,3,0,8,6,8,0,0,27,..,0,0,0,0,0,0,0,0,7,31,..,..,..,..,..,..,..,..,31,..,13,..,..,..,..,..,..,..,13,..,9,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,3,0,9,0,0,0,0,3,0,0,0,0,3,31,29,7,18,26,30,28,7,0,180
SSC21592,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,6,0,0,15,0,0,0,0,0,0,3,0,0,3,22,13,5,13,11,14,19,7,3,101,..,0,8,13,10,18,25,13,8,80,..,3,4,5,7,4,0,0,0,23,..,0,0,0,0,0,0,3,0,6,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,4,7,10,3,0,37,0,0,0,0,0,3,5,0,0,9,31,17,17,19,25,36,34,18,8,203
SSC21593,..,188,155,26,14,16,8,0,0,406,..,53,132,93,83,74,52,36,27,544,8,14,29,15,7,13,12,4,3,101,816,897,1305,842,766,584,279,140,64,5700,..,45,887,984,901,751,356,140,37,4098,..,111,485,224,112,71,15,0,0,1016,..,4,34,92,124,66,29,18,17,379,1659,..,..,..,..,..,..,..,..,1659,..,618,..,..,..,..,..,..,..,618,..,248,262,67,53,17,0,0,0,644,..,139,129,24,29,51,34,23,18,451,..,113,107,26,9,8,0,0,0,264,..,395,388,93,39,28,19,0,3,965,..,76,261,207,176,119,91,59,37,1016,18,32,63,29,17,15,20,11,6,212,1676,1781,2607,1748,1462,1126,569,245,118,11329
SSC21594,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,10,7,7,0,3,41,..,0,0,3,3,14,11,0,0,47,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,13,..,..,..,..,..,..,..,..,13,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,10,4,11,16,18,13,0,3,85
SSC21595,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,6,5,0,0,13,0,0,0,3,0,0,0,0,0,4,19,5,13,11,18,36,18,5,0,130,..,0,10,16,21,45,24,3,0,119,..,0,3,5,3,7,7,0,0,26,..,0,0,0,0,0,0,3,0,3,36,..,..,..,..,..,..,..,..,36,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,3,0,0,0,3,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,6,14,0,3,30,0,3,0,3,0,4,0,0,0,11,36,12,17,23,33,62,41,14,5,243
