SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC21596,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,..,0,0,0,0,0,0,0,0,0,..,0,3,4,3,5,3,6,3,36,0,0,0,0,3,3,0,0,0,7,29,10,19,25,45,40,45,16,6,235,..,0,9,30,49,57,72,16,0,238,..,0,4,8,3,12,0,0,0,25,..,0,3,3,4,0,0,0,0,8,69,..,..,..,..,..,..,..,..,69,..,7,..,..,..,..,..,..,..,7,..,8,8,7,4,0,0,0,0,25,..,0,0,0,0,5,0,0,3,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,9,..,0,3,4,9,19,12,14,5,66,0,0,0,0,3,4,0,0,0,12,69,23,31,48,71,98,89,31,13,470
SSC21598,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,3,11,8,8,9,3,0,51,..,0,3,7,11,12,9,3,0,50,..,0,3,0,0,6,0,0,0,9,..,0,0,0,4,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,3,18,9,5,14,20,27,13,8,3,111
SSC21599,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC21600,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,..,0,0,0,3,3,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,16
SSC21601,..,0,5,0,3,3,0,0,0,13,..,0,3,0,4,8,10,0,0,28,0,0,0,0,0,0,0,0,0,5,176,61,134,83,63,78,36,11,3,653,..,5,124,119,90,88,58,16,3,502,..,28,69,28,14,9,3,0,0,150,..,3,11,8,13,0,0,3,0,45,348,..,..,..,..,..,..,..,..,348,..,36,..,..,..,..,..,..,..,36,..,47,8,3,3,0,0,0,0,66,..,7,3,0,0,3,0,0,0,12,..,4,3,3,0,0,0,0,0,10,..,0,10,0,6,5,0,4,0,25,..,3,14,7,8,11,18,6,0,71,0,4,3,0,3,5,3,0,0,16,352,134,254,171,132,132,83,29,7,1288
SSC21602,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,4,3,8,3,6,6,0,42,..,0,9,4,3,13,4,3,0,35,..,0,0,0,3,0,0,0,0,4,..,0,0,0,3,0,0,0,0,9,14,..,..,..,..,..,..,..,..,14,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,7,4,8,12,13,5,3,4,77
SSC21603,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,7,0,0,0,24,..,0,3,3,4,9,0,0,0,23,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,3,..,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,4,3,11,16,6,0,0,45
SSC21604,..,24,15,0,0,0,0,0,0,41,..,6,12,7,10,17,33,68,49,199,0,8,7,0,0,4,0,3,3,25,125,118,159,95,69,78,81,116,74,923,..,4,126,111,77,83,75,93,45,607,..,27,74,46,18,6,3,0,0,166,..,0,4,25,18,3,0,3,4,52,259,..,..,..,..,..,..,..,..,259,..,53,..,..,..,..,..,..,..,53,..,36,20,3,3,3,0,0,0,60,..,12,12,0,0,5,4,0,0,35,..,12,9,0,0,0,0,0,0,21,..,51,37,0,3,3,0,0,0,97,..,9,14,19,14,30,38,85,67,273,6,15,16,0,3,6,0,3,3,51,268,209,310,195,135,132,122,189,118,1674
SSC21605,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,7,5,0,7,0,45,..,0,0,4,21,16,3,3,0,42,..,0,0,3,0,0,0,0,0,3,..,0,4,0,0,3,0,0,0,8,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,3,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,0,0,0,0,5,..,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,15,15,10,10,19,16,6,10,0,100
SSC21607,..,21,9,9,10,22,13,8,0,91,..,18,40,18,65,140,176,168,105,717,11,16,17,3,6,7,15,10,3,89,582,367,358,347,462,532,568,377,144,3727,..,21,176,298,423,540,612,369,67,2496,..,93,148,111,84,60,44,15,0,555,..,26,72,100,110,54,30,42,12,440,1163,..,..,..,..,..,..,..,..,1163,..,272,..,..,..,..,..,..,..,272,..,211,78,57,41,24,0,0,0,413,..,29,11,12,10,14,12,11,3,100,..,31,12,5,0,3,0,0,0,54,..,43,38,28,33,42,39,8,3,236,..,36,73,65,154,237,305,255,145,1260,26,34,25,24,19,18,20,15,7,187,1193,795,626,698,869,995,1069,717,231,7187
SSC21608,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,4,0,0,14,0,0,0,0,0,3,0,0,0,10,43,42,33,31,48,30,25,3,4,258,..,3,21,38,81,48,33,7,3,226,..,0,15,14,14,3,0,0,0,45,..,0,0,0,3,0,4,0,0,10,105,..,..,..,..,..,..,..,..,105,..,55,..,..,..,..,..,..,..,55,..,36,13,3,0,0,0,0,0,50,..,0,3,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,8,3,3,21,0,0,0,3,0,3,3,0,0,14,105,94,51,60,96,62,41,16,4,535
SSC21609,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,3,10,0,0,19,0,0,4,0,3,0,0,0,0,7,14,9,17,9,25,32,46,9,0,156,..,0,10,7,23,41,52,15,0,148,..,0,6,3,8,16,4,0,0,36,..,0,3,0,7,0,0,0,0,14,32,..,..,..,..,..,..,..,..,32,..,15,..,..,..,..,..,..,..,15,..,5,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,..,0,0,3,12,17,24,0,0,59,0,0,3,0,3,5,3,3,0,17,38,19,29,20,48,73,85,25,3,341
SSC21610,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,..,0,0,0,0,0,4,3,0,9,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7,3,5,3,3,3,0,29
SSC21611,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,3,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10
SSC21612,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC21613,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,22,13,5,19,13,13,15,3,0,97,..,0,3,26,27,16,9,4,0,84,..,0,3,3,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,4,50,..,..,..,..,..,..,..,..,50,..,18,..,..,..,..,..,..,..,18,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,3,0,0,13,0,0,4,0,0,0,0,0,0,3,51,25,6,34,32,30,17,4,0,208
SSC21614,..,4,0,0,7,11,5,0,0,25,..,7,8,6,16,36,43,29,16,157,4,4,0,3,0,7,4,3,0,28,179,95,98,151,168,238,230,105,36,1296,..,3,62,145,188,290,295,144,34,1156,..,9,45,45,39,38,26,0,0,207,..,0,9,32,29,16,9,6,12,113,365,..,..,..,..,..,..,..,..,365,..,91,..,..,..,..,..,..,..,91,..,77,38,19,11,14,0,0,0,157,..,3,3,8,4,3,4,9,5,43,..,3,0,5,3,0,0,0,0,16,..,8,3,3,4,13,8,0,0,43,..,7,14,21,34,69,81,46,21,294,8,12,6,8,7,13,9,8,0,79,373,209,183,284,317,456,437,223,75,2556
SSC21615,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,11,..,0,0,0,0,7,3,0,0,9,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,10,8,0,0,30
SSC21616,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,7,9,8,8,14,7,3,0,58,..,0,3,8,20,19,8,4,0,67,..,0,3,8,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,9,..,..,..,..,..,..,..,9,..,7,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,22,14,12,18,18,23,13,10,0,133
SSC21617,..,7,0,0,0,0,0,0,0,9,..,0,0,3,0,0,7,4,0,18,0,0,0,0,0,0,3,0,0,11,41,29,25,22,36,24,37,20,3,245,..,0,23,26,35,27,47,27,0,188,..,8,13,3,18,4,13,0,0,57,..,0,0,7,7,3,0,0,3,18,78,..,..,..,..,..,..,..,..,78,..,32,..,..,..,..,..,..,..,32,..,4,4,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,11,0,0,0,0,0,0,0,15,..,0,4,4,5,4,13,9,0,49,0,0,4,0,0,0,3,0,0,16,76,64,47,42,68,48,74,37,8,476
SSC21618,..,32,15,0,3,5,3,3,0,63,..,4,9,17,24,45,42,46,34,221,0,11,3,3,3,9,7,6,0,38,571,404,255,446,505,338,175,112,56,2866,..,0,196,586,709,432,222,94,23,2266,..,17,63,65,94,38,14,3,0,287,..,0,10,52,103,35,14,9,5,235,1224,..,..,..,..,..,..,..,..,1224,..,554,..,..,..,..,..,..,..,554,..,126,112,28,17,11,3,0,0,296,..,33,25,5,3,19,10,15,15,121,..,25,14,3,5,0,0,0,0,49,..,62,48,3,11,14,0,3,0,139,..,12,22,36,66,75,64,55,42,373,4,13,9,11,8,7,6,6,0,76,1225,843,502,789,1006,629,339,196,83,5615
SSC21619,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,14,9,5,0,38,..,0,0,0,3,11,9,4,0,32,..,0,0,3,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,3,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,11,3,10,0,28,0,0,0,0,3,0,0,0,0,10,4,9,0,3,16,32,20,13,3,94
SSC21620,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,10,7,4,6,12,8,7,3,3,55,..,0,5,0,16,6,0,3,0,37,..,0,3,0,3,0,0,0,0,11,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,16,8,11,7,24,15,12,6,3,102
SSC21621,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,7,5,4,3,0,37,..,0,7,6,10,10,5,0,0,39,..,0,0,3,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,13,10,12,12,12,19,9,7,0,85
SSC21622,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,3,3,7,9,3,0,0,41,..,0,3,9,8,15,8,3,0,42,..,3,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,6,7,12,14,14,11,3,0,77
SSC21623,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,7,6,3,3,4,3,0,46,..,0,3,12,4,0,9,3,0,32,..,0,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,12,7,17,8,6,6,3,5,83
SSC21624,..,6,11,11,17,9,5,4,0,64,..,12,13,27,57,82,66,18,0,278,16,29,23,23,19,15,17,4,0,139,1588,1158,999,929,1013,735,413,142,39,7007,..,133,934,1177,1298,917,499,154,7,5123,..,26,85,42,71,47,15,0,0,281,..,16,116,199,245,146,72,43,14,850,3195,..,..,..,..,..,..,..,..,3195,..,1209,..,..,..,..,..,..,..,1209,..,742,598,163,75,28,3,0,0,1605,..,111,87,39,39,84,62,40,20,479,..,25,32,29,18,13,6,0,0,119,..,34,71,37,37,23,18,3,0,225,..,29,51,80,124,132,104,37,6,554,45,58,68,45,41,19,21,8,0,300,3240,2366,2050,1795,1943,1409,795,289,51,13950
SSC21625,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,..,0,0,0,4,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11
SSC21626,..,3,0,0,3,0,0,3,0,10,..,0,3,3,3,5,8,5,0,34,0,0,0,0,0,0,0,0,0,7,77,30,43,33,53,44,47,27,5,362,..,3,47,41,60,57,68,41,8,324,..,7,23,9,9,4,0,0,0,54,..,0,0,3,7,7,3,0,0,18,136,..,..,..,..,..,..,..,..,136,..,36,..,..,..,..,..,..,..,36,..,16,5,0,0,0,0,0,0,19,..,3,0,3,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,7,..,4,3,0,7,0,3,3,0,25,..,4,9,8,6,16,12,12,0,70,0,3,0,3,0,3,0,0,0,19,139,78,87,68,96,95,96,55,11,720
SSC21627,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,13
SSC21628,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,6,3,6,0,0,35,..,0,3,3,8,6,7,3,0,35,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,12,5,8,16,9,12,3,0,73
SSC21629,..,4385,2065,210,55,24,8,3,0,6757,..,1330,1217,543,335,270,199,80,50,4030,13,136,146,23,20,23,14,3,5,387,771,8106,7228,1875,1129,905,591,190,85,20876,..,206,3379,1497,725,779,664,216,56,7527,..,1252,2520,598,277,164,105,11,5,4925,..,5,56,128,248,122,25,11,14,602,1507,..,..,..,..,..,..,..,..,1507,..,489,..,..,..,..,..,..,..,489,..,146,174,41,13,7,0,0,0,381,..,1503,603,79,42,39,24,6,0,2288,..,534,554,44,8,9,0,0,0,1150,..,7769,4213,470,111,53,26,3,3,12646,..,2456,2481,1208,702,527,376,134,87,7971,21,227,278,75,46,44,20,6,5,723,1523,14589,14245,4133,2169,1743,1244,394,166,40216
SSC21630,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SSC21631,..,27,23,13,9,14,17,7,0,110,..,5,31,30,46,82,122,78,37,435,20,21,11,15,7,14,13,9,3,103,653,476,541,429,434,517,486,175,59,3774,..,32,317,350,416,520,552,139,16,2337,..,84,172,116,86,50,30,4,0,537,..,23,108,119,135,96,70,23,15,589,1346,..,..,..,..,..,..,..,..,1346,..,287,..,..,..,..,..,..,..,287,..,310,215,104,53,10,3,3,0,700,..,51,30,15,20,41,20,22,9,200,..,25,31,17,15,5,0,0,0,96,..,43,70,36,22,32,30,17,0,250,..,17,76,99,125,186,201,110,54,866,35,36,41,32,22,21,19,9,4,225,1387,916,1050,880,897,967,928,326,87,7443
