SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC21282,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,..,4,15
SSC21283,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3,..,14,17
SSC21284,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,68,13,..,41,68
SSC21285,3656,8707,419,642,10,13,430,659,44,70,0,0,0,0,0,0,44,70,0,0,0,0,0,0,0,0,0,0,11,22,4140,9459,407,..,4549,9459
SSC21286,317,950,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,4,322,966,19,..,345,966
SSC21287,324,694,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,9,5,9,0,0,331,713,96,..,426,713
SSC21288,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,48,11,..,34,48
SSC21289,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,3,12
SSC21290,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62,3,..,26,62
SSC21291,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,30,0,..,13,30
SSC21292,53,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,157,18,..,73,157
SSC21293,36,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,100,4,..,44,100
SSC21294,37,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,86,5,..,44,86
SSC21295,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,..,15,8
SSC21296,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,5,..,18,36
SSC21297,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,..,10,20
SSC21298,147,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,8,0,0,147,356,27,..,175,356
SSC21299,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,3,..,12,32
SSC21300,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,97,3,..,45,97
SSC21301,175,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,176,443,17,..,193,443
SSC21302,334,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,336,948,34,..,364,948
SSC21303,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,141,34,..,99,141
SSC21304,1019,2981,19,38,23,70,40,104,0,0,19,36,0,0,0,0,19,36,0,0,0,0,0,0,0,3,0,3,0,0,1084,3129,97,..,1177,3129
SSC21305,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,3,..,26,52
SSC21306,1752,5134,180,251,69,158,249,412,19,26,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,7,2023,5573,213,..,2238,5573
SSC21307,2795,8135,326,896,122,400,447,1299,21,52,0,0,0,0,0,0,21,52,0,0,0,0,0,0,0,4,0,4,3,9,3267,9495,230,..,3501,9495
SSC21308,4139,11420,381,845,492,1249,880,2090,52,104,0,0,0,0,0,0,53,104,0,0,0,4,0,0,19,38,16,45,9,17,5095,13674,369,..,5469,13674
SSC21309,514,1590,3,4,21,44,25,45,5,11,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,535,1648,36,..,577,1648
SSC21310,18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,0,..,20,59
SSC21311,826,2168,75,168,46,84,119,255,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,121,45,121,3,5,985,2554,73,..,1055,2554
SSC21312,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,4,..,7,17
SSC21313,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,60,15,..,31,60
SSC21314,8,14,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,14,32,3,..,18,32
SSC21315,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,..,3,3
SSC21316,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,..,11,34
SSC21317,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,116,..,134,36
SSC21318,1715,4099,410,656,66,120,472,780,12,24,13,21,0,0,0,0,21,43,0,0,0,0,0,0,3,3,3,3,4,11,2216,4930,368,..,2590,4930
SSC21319,624,1667,777,1698,1586,3940,2363,5640,121,199,340,615,1022,1817,0,0,1482,2632,0,0,0,3,0,0,9,29,10,29,11,18,4491,9988,410,..,4903,9988
SSC21320,1487,3305,0,0,0,0,0,0,57,75,0,0,0,0,0,0,57,75,19,24,0,0,0,0,4,8,24,32,0,9,1572,3416,248,..,1813,3416
SSC21321,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,4,..,18,38
SSC21322,78,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,80,197,19,..,96,197
SSC21323,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,5,..,25,58
SSC21324,29,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,92,17,..,46,92
SSC21325,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,11,..,39,77
SSC21326,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,11,..,44,68
SSC21327,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,24,..,44,36
SSC21328,4427,13346,976,2091,1187,2938,2158,5024,1044,1940,637,1229,352,633,0,0,2027,3806,0,0,0,0,0,0,22,41,22,41,28,64,8668,22277,1071,..,9736,22277
SSC21329,1523,4603,323,671,191,512,509,1185,216,436,29,56,0,0,0,0,247,494,0,0,0,0,0,0,0,4,0,4,4,15,2288,6295,217,..,2501,6295
SSC21330,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,3,..,19,41
SSC21331,6970,23121,331,734,294,855,626,1588,167,306,0,4,0,0,3,16,171,322,0,0,0,7,0,0,7,29,14,37,6,14,7781,25071,450,..,8227,25071
SSC21332,2170,6124,47,97,0,3,46,101,0,3,0,0,0,0,0,0,0,3,6,4,0,0,3,12,0,0,4,15,6,14,2231,6253,170,..,2395,6253
SSC21333,56,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,128,8,..,63,128
SSC21334,136,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,404,11,..,144,404
SSC21335,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,0,..,28,59
SSC21336,146,433,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,4,153,440,12,..,164,440
SSC21337,164,351,0,5,3,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,168,370,123,..,290,370
SSC21338,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SSC21339,197,571,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,581,23,..,226,581
SSC21340,58,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,180,6,..,73,180
SSC21341,137,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,380,10,..,150,380
SSC21342,36,77,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,79,13,..,52,79
SSC21343,64,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,163,3,..,64,163
SSC21344,2396,6574,215,328,19,46,230,379,44,63,0,0,0,0,0,0,44,63,7,6,19,35,0,0,3,0,31,40,12,38,2713,7092,228,..,2940,7092
SSC21345,141,372,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,145,376,8,..,154,376
SSC21346,3421,8933,497,822,86,173,585,995,27,55,0,0,0,0,0,0,29,56,0,5,0,0,0,0,0,6,7,16,16,21,4055,10020,407,..,4460,10020
SSC21347,865,2804,16,32,7,15,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,893,2854,34,..,928,2854
SSC21348,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,30,64,16,..,48,64
SSC21349,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,97,5,..,47,97
SSC21350,540,1358,0,7,0,0,0,7,4,8,0,0,0,0,3,3,3,6,0,0,0,0,6,5,0,0,3,5,3,4,551,1384,84,..,634,1384
SSC21351,116,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,120,310,20,..,134,310
SSC21352,361,1022,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,5,4,18,0,0,372,1042,43,..,419,1042
SSC21353,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,12,..,27,34
SSC21354,2468,7502,63,140,11,29,73,170,41,98,0,0,0,0,0,0,41,98,0,0,0,3,0,0,0,7,4,8,4,8,2586,7791,153,..,2741,7791
SSC21355,904,2580,58,153,124,355,184,505,184,446,37,61,0,3,0,0,216,516,0,0,0,0,0,0,0,0,0,0,0,5,1306,3603,101,..,1405,3603
SSC21356,72,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,164,12,..,86,164
SSC21357,938,2543,142,255,83,187,224,443,303,523,50,77,0,0,0,0,353,603,0,0,0,0,0,0,15,23,15,23,21,30,1549,3647,151,..,1696,3647
SSC21358,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,5,..,11,26
SSC21359,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,..,9,11
SSC21360,110,316,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,117,318,22,..,143,318
SSC21361,51,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,119,45,..,100,119
SSC21362,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,19,..,43,36
SSC21363,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,..,8,9
SSC21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC21365,56,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,137,9,..,62,137
SSC21366,2176,6105,286,571,168,448,455,1018,3,8,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,3,0,4,0,7,2635,7140,204,..,2845,7140
SSC21367,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,26,4,..,14,26
SSC21368,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,5,..,13,16
SSC21369,54,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,128,11,..,64,128
SSC21370,76,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,185,17,..,91,185
SSC21371,21,38,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,6,..,28,42
SSC21372,1152,3171,26,35,0,0,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,12,1189,3226,67,..,1253,3226
SSC21373,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,0,..,17,35
SSC21374,11,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,31,0,..,11,31
SSC21375,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,..,15,13
SSC21376,406,889,0,0,0,0,0,0,9,8,0,0,0,0,0,0,9,8,4,5,0,0,0,0,3,14,7,17,0,0,422,918,73,..,494,918
SSC21377,85,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,10,24,4,6,100,245,9,..,107,245
SSC21378,143,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,139,374,20,..,157,374
SSC21379,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,..,10,27
SSC21380,116,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,351,3,..,124,351
SSC21381,35,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,87,4,..,39,87
SSC21382,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,7,..,19,32
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC21384,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,95,7,..,45,95
SSC21385,133,390,3,7,43,129,51,136,65,117,52,89,0,4,0,0,120,214,0,0,0,0,0,0,0,0,0,0,4,5,307,750,65,..,365,750
SSC21386,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,14,..,31,51
SSC21387,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,62,5,..,28,62
SSC21388,721,1842,18,21,0,0,18,21,0,12,0,0,0,0,0,0,0,12,0,3,0,0,0,0,8,16,10,20,0,4,744,1899,65,..,811,1899
SSC21389,66,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,74,143,21,..,90,143
SSC21390,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,4,..,29,67
SSC21391,1544,3786,107,145,0,0,113,145,15,32,0,0,0,0,3,6,15,33,6,9,0,0,0,0,3,8,10,15,7,4,1684,3988,269,..,1954,3988
SSC21392,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,96,9,..,40,96
SSC21393,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,158,36,..,101,158
SSC21394,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,10,..,52,96
SSC21395,35,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,88,5,..,44,88
SSC21396,114,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,296,11,..,129,296
SSC21397,42,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,108,12,..,59,108
SSC21398,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,3,..,7,14
SSC21399,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,..,13,30
SSC21400,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,..,3,10
SSC21401,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,..,3,10
SSC21402,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,3,..,25,43
SSC21403,2976,8809,237,588,14,38,252,624,4,8,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,10,3,10,4,8,3240,9459,204,..,3449,9459
SSC21404,2410,5982,50,81,0,0,46,84,289,427,0,0,0,0,5,9,291,434,16,17,0,0,0,0,3,7,17,20,9,17,2779,6542,279,..,3055,6542
SSC21405,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,75,0,..,29,75
SSC21406,2306,5737,156,246,0,3,155,249,71,110,0,0,0,0,0,0,71,110,0,0,0,0,0,0,27,57,27,57,7,11,2563,6149,322,..,2884,6149
SSC21407,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,95,6,..,45,95
SSC21408,107,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,294,15,..,123,294
SSC21409,71,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,4,10,0,0,74,161,22,..,100,161
SSC21410,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,92,6,..,45,92
SSC21411,118,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,121,333,14,..,137,333
SSC21412,89,213,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,88,216,8,..,96,216
SSC21413,38,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,41,97,20,..,65,97
SSC21414,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,..,4,4
SSC21415,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,..,4,15
SSC21416,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,4,..,16,46
SSC21417,70,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,72,179,8,..,75,179
SSC21418,327,810,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,5,332,821,46,..,384,821
SSC21419,127,274,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,3,7,0,6,134,292,35,..,169,292
SSC21420,117,273,0,0,0,0,0,0,4,15,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,3,0,3,0,0,124,289,42,..,165,289
SSC21421,59,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,63,153,31,..,93,153
SSC21422,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,..,9,4
SSC21423,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,0,7
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC21425,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,23,9,..,16,23
SSC21426,491,1223,88,220,38,93,123,312,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,14,10,625,1544,72,..,694,1544
SSC21427,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,3,..,14,29
SSC21428,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,3,..,16,39
SSC21429,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,..,5,22
SSC21430,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,3,..,18,20
SSC21431,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,9,..,19,18
SSC21432,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,7,19
SSC21433,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,64,4,..,28,64
SSC21434,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,56,3,..,29,56
SSC21435,284,622,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,22,291,649,180,..,473,649
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC21438,821,1997,134,215,64,135,201,354,0,3,17,35,0,0,0,0,25,41,0,0,0,0,0,0,0,6,0,6,5,11,1051,2404,199,..,1246,2404
SSC21439,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,..,5,4
SSC21440,1642,3639,83,125,14,17,98,142,63,96,0,0,0,0,0,0,62,101,28,40,23,39,5,11,4,11,66,95,30,59,1892,4039,689,..,2580,4039
SSC21441,174,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,451,33,..,211,451
SSC21442,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,136,8,..,62,136
SSC21443,6616,19499,207,489,171,432,377,923,453,1120,0,0,0,3,0,0,452,1126,0,0,0,0,0,0,6,22,6,22,18,34,7469,21604,489,..,7959,21604
SSC21444,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,3,..,31,52
SSC21445,136,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,359,13,..,149,359
SSC21446,49,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,127,0,..,47,127
SSC21447,843,2167,12,14,0,0,16,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,11,18,872,2207,72,..,943,2207
