SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC21493,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,3,21
SSC21494,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,30
SSC21495,69,214,104,81,10,532,39,60,217,200,246,22,778,0,0,23,21,31,4,79,12,4,24,50,217,7,303,8,0,31,23,133,37,232,215,198,1115,1014,2459,200,5197
SSC21496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,20
SSC21497,4,3,0,0,0,8,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,25,0,43
SSC21498,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,22,4,43
SSC21499,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,14,0,31
SSC21500,5,3,3,3,0,12,0,0,7,4,13,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,16,13,72,5,107
SSC21501,0,0,3,0,0,7,0,3,4,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,4,0,9,0,4,16,30,62,11,122
SSC21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,13
SSC21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21505,0,3,0,3,0,12,0,3,5,5,15,0,30,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,8,3,16,3,4,25,18,77,6,131
SSC21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4
SSC21507,0,7,0,0,0,6,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,12,40,10,89
SSC21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,0,17
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21510,0,0,0,0,0,5,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,24
SSC21511,0,4,9,4,3,33,8,3,9,14,10,3,44,0,0,3,4,3,0,10,0,0,0,4,18,0,24,0,0,3,0,8,3,13,26,12,65,79,212,22,404
SSC21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SSC21513,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,21
SSC21514,0,12,7,0,0,22,8,3,6,3,7,0,30,0,0,4,0,3,0,3,0,0,0,4,14,0,14,0,0,0,0,9,3,14,15,3,38,45,116,12,229
SSC21515,0,0,0,0,0,7,0,0,5,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,12,11,47,11,78
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,0,10,3,4,0,11,0,0,8,9,13,0,33,0,0,0,0,4,0,4,0,0,0,0,8,0,8,0,0,0,0,3,0,5,3,6,26,31,136,12,210
SSC21518,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,3,36
SSC21519,3,6,5,8,0,28,5,3,9,15,5,4,38,0,0,0,0,3,0,3,0,0,0,0,13,0,14,0,0,0,0,9,0,8,4,12,36,45,129,15,245
SSC21520,7,7,10,3,0,33,7,3,15,17,24,3,62,0,0,0,0,3,0,4,0,0,3,0,17,0,14,0,0,0,4,7,3,15,18,17,54,66,143,21,310
SSC21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10
SSC21522,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,19
SSC21523,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,30,0,51
SSC21524,4,13,0,4,0,24,0,0,3,0,3,0,6,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,26,9,50,8,107
SSC21525,12,26,10,11,0,73,11,3,37,36,60,8,152,0,0,3,0,5,0,13,0,0,3,6,33,0,40,3,0,0,0,15,13,31,34,23,109,107,376,42,683
SSC21526,11,24,7,7,0,44,8,6,25,15,20,8,77,0,0,3,0,0,0,0,0,0,0,3,16,0,20,0,0,0,5,12,3,21,13,16,87,85,229,29,450
SSC21527,3,6,3,0,0,16,3,3,17,8,8,0,34,0,0,0,0,3,0,4,0,0,0,0,4,0,11,0,0,0,0,3,0,4,10,11,47,31,79,3,172
SSC21528,0,22,13,7,0,51,7,0,8,21,36,3,68,0,0,0,4,4,0,8,0,0,0,4,24,4,26,0,0,0,6,12,8,18,13,7,76,82,302,30,505
SSC21529,0,0,0,0,0,3,3,0,8,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,4,7,8,27,0,58
SSC21530,0,3,0,3,0,7,0,0,4,3,3,0,8,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,3,0,0,10,7,34,3,59
SSC21531,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,8,15,5,32
SSC21532,4,15,7,0,0,35,3,3,11,6,9,3,39,0,0,3,0,4,0,12,0,0,0,3,8,0,7,0,0,6,0,6,3,14,27,19,103,61,115,20,342
SSC21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21534,5,18,16,17,3,58,3,5,27,29,47,4,111,0,0,0,4,0,0,5,0,0,0,3,26,0,35,0,0,3,5,19,5,29,29,15,113,136,331,39,663
SSC21535,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,8
SSC21536,0,0,0,0,0,6,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,12,12,40,3,73
SSC21537,38,86,20,10,4,204,32,18,86,35,26,3,207,3,0,10,8,5,0,28,3,0,16,16,22,3,58,11,0,18,7,14,8,54,162,96,499,224,336,44,1370
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,13
SSC21540,14,30,4,9,0,58,10,0,41,17,13,3,80,0,0,0,0,4,0,7,0,0,0,3,3,0,7,0,0,0,3,6,0,11,32,20,132,65,142,6,395
SSC21541,3,12,3,3,3,25,0,8,18,17,12,3,61,0,0,0,0,3,0,4,0,0,0,0,21,0,25,0,0,3,0,5,5,7,4,19,64,48,174,24,327
SSC21542,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SSC21543,0,3,0,0,0,7,0,0,0,3,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,25,16,28,6,77
SSC21544,16,62,23,25,8,158,44,16,152,81,111,20,424,0,0,4,3,8,0,16,6,0,16,21,60,3,108,18,0,31,19,50,19,139,280,86,732,475,784,113,2466
SSC21545,16,63,28,14,3,172,36,18,161,85,77,11,383,3,0,6,3,5,3,21,8,0,17,11,37,0,76,14,0,28,20,33,11,107,322,78,829,488,621,79,2414
SSC21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SSC21547,0,3,0,0,0,11,3,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,23,10,10,4,60
SSC21548,31,104,35,27,10,235,40,15,95,73,64,14,299,0,0,10,3,8,0,25,0,3,16,22,84,3,129,5,6,16,24,40,6,96,161,88,703,464,838,87,2338
SSC21549,5,15,4,7,0,35,0,0,14,5,9,3,36,0,0,3,0,0,0,4,0,0,3,3,12,0,18,4,0,0,3,7,7,18,24,18,101,57,113,17,328
SSC21550,0,4,0,4,0,12,0,0,4,7,8,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,3,23,33,65,8,136
SSC21551,3,3,3,0,0,19,0,3,16,8,8,0,40,0,0,0,0,0,0,0,0,0,6,0,18,0,20,0,0,3,0,4,0,10,18,10,60,47,131,7,282
SSC21552,27,56,13,10,0,131,9,14,34,14,15,7,91,3,0,5,3,4,0,16,0,0,6,3,9,3,26,3,0,11,3,10,7,33,67,69,227,122,204,30,718
SSC21553,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8
SSC21554,65,214,61,30,8,512,88,69,238,77,79,17,561,5,6,27,8,16,0,60,7,0,13,15,55,3,104,5,3,43,16,27,20,113,503,249,1347,534,759,108,3503
SSC21555,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,20
SSC21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SSC21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,22
SSC21558,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC21559,16,35,18,25,6,113,11,14,49,34,52,5,165,0,0,0,3,7,0,12,0,0,7,3,35,4,54,0,0,4,3,31,4,45,64,42,203,188,481,44,1032
SSC21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC21561,26,78,17,30,8,169,19,11,73,53,81,7,247,0,3,5,3,4,0,12,0,0,3,4,51,5,68,0,0,4,8,34,5,58,47,60,258,203,755,70,1399
SSC21562,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,0,28
SSC21563,0,3,0,4,0,13,0,4,0,3,5,3,26,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,4,0,8,14,6,17,20,59,7,127
SSC21564,32,87,30,28,7,194,24,22,103,56,76,12,297,0,0,0,0,7,0,12,0,0,3,14,74,3,96,0,3,4,7,28,11,48,62,87,363,258,791,78,1639
SSC21565,41,146,25,22,6,308,60,29,184,64,44,7,392,8,0,35,18,24,0,85,4,5,21,18,38,4,91,15,5,43,25,28,26,138,416,135,1292,514,583,104,3047
SSC21566,3,3,6,3,0,18,0,0,8,10,11,3,34,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,0,4,3,7,3,3,25,22,82,9,147
SSC21567,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
SSC21568,3,8,0,0,0,13,3,4,9,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,8,6,7,63,18,34,3,136
SSC21569,3,0,0,0,0,6,0,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,8,3,5,10,21,35,7,75
SSC21570,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,18
SSC21571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,13
SSC21572,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,15,4,38
SSC21573,11,14,3,11,3,41,5,9,34,11,14,0,71,3,5,3,0,3,0,13,0,0,4,3,9,0,20,0,0,3,0,9,0,9,30,24,111,59,151,24,404
SSC21574,9,21,5,9,0,52,4,3,6,7,10,0,33,0,0,4,0,4,0,5,0,0,0,0,7,0,8,0,0,0,0,0,0,3,12,16,58,33,111,15,240
SSC21575,9,11,5,8,0,44,3,5,17,8,9,3,38,3,0,0,0,3,0,6,0,0,0,0,9,0,12,0,0,7,0,7,3,18,22,22,67,22,139,21,290
SSC21576,39,156,30,14,6,368,157,56,345,53,29,16,661,14,5,40,15,10,3,93,15,7,23,16,28,0,92,23,3,74,14,8,12,138,793,255,1987,467,353,101,3956
SSC21577,111,413,86,47,11,973,273,94,617,136,77,31,1230,14,16,72,26,21,0,152,17,6,50,36,69,4,181,51,13,104,51,52,27,290,1542,538,3867,1013,983,209,8157
SSC21578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21579,3,6,3,0,0,14,0,0,3,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,16,37,6,89
SSC21580,10,19,9,0,0,41,6,8,21,16,4,0,54,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,0,3,0,0,0,3,21,22,77,45,70,3,246
SSC21581,0,4,0,0,0,6,0,3,8,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,3,18,14,33,3,69
SSC21582,0,0,0,0,0,5,0,3,0,0,0,3,6,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,13,31,6,60
SSC21583,31,72,20,15,3,171,11,18,80,30,29,5,173,3,0,7,6,0,0,14,0,0,5,3,18,0,32,0,0,10,3,9,3,28,85,69,353,172,251,32,965
SSC21584,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,9,0,30
SSC21585,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,7,18
SSC21586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC21587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21588,25,70,33,31,3,177,11,8,63,52,44,4,174,3,3,3,5,8,0,23,0,0,6,12,56,4,77,3,3,3,5,37,10,62,50,59,310,240,745,79,1489
SSC21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21590,0,0,0,0,0,3,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,19,13,18,0,52
SSC21591,4,0,0,0,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,4,8,28,8,58
SSC21592,0,0,3,4,0,4,3,0,3,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,20,28,3,71
SSC21593,81,181,56,31,7,481,112,54,260,80,82,21,602,8,3,35,19,32,5,101,7,3,40,39,71,6,168,27,8,67,22,32,18,179,706,249,1911,793,943,155,4755
SSC21594,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,29
SSC21595,0,3,0,0,0,12,0,0,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,8,27,11,27,3,90
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,12,23,4,0,3,40,4,3,17,5,3,0,31,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,5,7,16,56,34,41,17,164
SSC21598,0,0,0,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,0,32
SSC21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
SSC21601,3,23,0,12,0,43,0,8,21,13,32,4,81,0,0,0,0,0,0,0,0,0,0,5,17,0,24,0,0,0,0,5,0,10,3,22,92,53,244,24,445
SSC21602,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,11,5,31
SSC21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12
SSC21604,0,25,9,11,0,52,5,5,44,27,38,4,133,0,0,5,3,3,0,13,0,0,0,3,16,0,17,0,0,0,0,4,0,11,18,19,144,107,242,7,544
SSC21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,3,31
SSC21607,16,70,11,34,8,158,9,11,67,70,136,20,310,0,0,4,3,15,0,25,0,0,3,4,57,6,71,0,0,6,4,39,19,69,37,43,236,220,869,121,1527
SSC21608,4,17,4,4,0,28,0,3,7,6,9,0,32,0,0,0,0,4,0,4,0,0,3,0,9,0,13,0,0,0,0,11,4,15,4,7,36,30,106,10,198
SSC21609,0,0,0,0,0,9,0,0,4,0,3,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,23,17,44,6,98
SSC21610,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,16
SSC21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21613,0,0,3,0,0,7,0,0,3,3,6,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,3,12,18,40,5,72
SSC21614,15,49,14,12,3,104,10,9,37,23,22,11,119,0,0,3,3,6,0,20,4,0,3,5,23,0,35,0,0,3,6,9,6,29,41,40,194,145,335,42,794
SSC21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC21616,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,20,8,51
SSC21617,0,11,0,4,0,17,3,0,11,6,6,0,27,0,0,3,0,0,0,6,0,0,0,0,4,0,9,0,3,0,0,0,3,4,11,6,36,23,72,9,165
SSC21618,42,112,25,22,0,283,35,27,130,47,58,10,303,5,3,16,15,4,0,47,6,3,15,7,15,3,53,25,4,23,9,17,3,85,411,142,901,301,371,58,2187
SSC21619,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,16
SSC21620,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,5,6,18,3,26
SSC21621,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,31
SSC21622,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,22
SSC21623,0,0,0,0,0,8,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,3,4,26
SSC21624,28,96,48,43,5,252,13,12,92,95,136,16,359,3,0,3,4,5,0,15,3,4,7,14,60,3,84,4,0,22,31,47,27,138,108,56,561,449,897,148,2231
SSC21625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SSC21626,3,10,3,0,0,14,0,0,7,8,3,0,16,0,0,4,0,3,0,6,0,0,0,3,10,0,14,0,0,0,0,5,0,11,6,5,36,33,114,11,210
SSC21627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC21628,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,22
SSC21629,105,444,78,45,14,1240,338,107,722,123,90,43,1430,56,15,207,64,35,9,385,52,18,140,93,87,16,402,142,16,334,121,69,71,753,3733,682,8510,2063,1456,515,16949
SSC21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,17
SSC21631,17,43,18,24,3,111,9,6,42,72,107,10,243,0,0,7,3,12,3,28,0,0,4,13,62,4,92,0,0,3,12,39,22,80,44,45,236,294,868,99,1586
SSC21632,15,63,31,51,3,181,19,19,94,97,140,13,381,0,3,11,4,25,4,46,12,0,8,17,81,3,117,6,0,18,27,63,28,139,146,56,463,448,1226,139,2481
SSC21633,46,198,69,97,4,449,33,25,171,180,210,22,634,3,0,10,17,34,3,61,11,4,13,34,157,10,230,4,0,18,27,87,40,182,180,113,813,872,2318,250,4537
SSC21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,26
SSC21635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21636,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC21637,83,282,69,41,22,623,75,65,275,112,99,23,654,4,5,36,22,15,3,93,7,7,29,30,100,3,175,12,3,53,18,56,27,167,535,307,1761,838,1172,176,4789
SSC21638,7,20,6,11,0,44,3,4,12,14,12,4,46,0,0,0,0,0,0,6,0,0,4,0,7,0,16,0,3,8,0,9,0,20,29,23,100,67,121,14,352
SSC21639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21640,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,0,22
SSC21641,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,22
SSC21642,8,31,6,14,3,69,0,8,26,26,51,3,111,0,0,0,0,0,0,3,0,0,0,3,26,0,30,0,0,0,0,16,8,25,3,18,83,86,357,35,589
SSC21643,3,0,3,3,0,9,0,0,4,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,3,15,14,76,9,119
SSC21644,0,0,0,0,0,4,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,8,26,7,47
