SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC20821,0,10,3,0,3,16,3,0,12,9,17,3,43,0,0,0,0,0,0,7,0,0,0,0,3,0,7,0,0,0,0,3,8,15,13,4,43,33,129,23,247
SSC20822,11,29,12,8,0,67,15,8,55,22,41,5,145,0,0,0,0,11,0,13,0,0,9,11,25,0,43,0,0,3,0,14,0,14,37,38,161,99,257,36,625
SSC20823,24,83,21,23,3,179,37,45,174,51,54,9,381,3,0,5,6,6,0,25,0,4,9,11,30,0,60,0,0,11,3,9,3,30,120,108,541,268,428,48,1513
SSC20824,26,105,9,0,3,262,118,43,208,29,17,11,418,15,8,37,12,9,0,78,10,0,23,9,12,0,55,21,5,35,19,3,11,93,589,165,1285,256,167,73,2540
SSC20825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,10,12,3,63
SSC20826,0,4,0,0,0,11,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,8,0,26
SSC20827,3,12,3,8,0,24,0,0,9,8,11,3,37,0,0,0,0,3,0,6,0,0,0,0,11,0,11,0,0,0,3,7,3,15,11,5,45,31,132,12,238
SSC20828,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,0,15
SSC20829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC20830,8,42,11,15,0,85,7,12,39,34,37,3,145,0,0,0,3,3,0,4,0,0,3,5,27,0,33,0,0,0,0,14,9,27,25,31,145,127,315,35,674
SSC20831,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,3,0,4,4,22,0,34
SSC20832,61,208,58,56,8,414,43,59,220,160,217,34,733,0,3,12,12,29,4,55,3,0,13,35,144,4,200,6,5,20,16,70,35,145,110,159,818,603,1865,208,3764
SSC20833,0,4,0,0,0,15,0,3,14,0,4,0,26,0,0,0,0,3,0,3,0,0,0,0,8,0,12,0,0,0,0,5,0,5,3,9,29,16,102,5,161
SSC20834,0,5,0,3,0,12,3,0,8,5,6,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,3,27,15,70,9,123
SSC20835,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,11,12,40,4,67
SSC20836,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,17,3,24
SSC20837,4,17,14,8,0,45,3,3,28,10,13,0,61,0,0,0,0,3,0,6,0,0,3,0,20,3,25,0,0,3,5,9,12,29,14,13,103,80,188,30,420
SSC20838,3,12,3,4,0,21,0,0,13,10,17,0,43,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,4,3,6,47,42,108,11,222
SSC20839,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,15,0,27
SSC20840,0,0,0,0,0,4,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,3,35
SSC20841,0,3,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,6,14,3,32
SSC20842,32,136,26,15,3,264,31,25,108,51,55,4,274,0,0,16,12,11,0,43,0,3,14,19,43,4,81,8,3,25,16,27,3,88,173,107,669,417,642,64,2066
SSC20843,0,3,0,0,0,5,0,0,3,0,0,0,5,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,13,23,0,56
SSC20844,13,18,5,15,7,64,0,0,8,8,9,3,28,0,3,0,0,0,0,5,0,0,0,0,8,0,8,0,0,0,0,7,3,12,3,18,34,29,111,16,213
SSC20845,0,4,3,0,0,9,0,0,8,6,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,11,22,9,55
SSC20846,0,3,3,3,3,11,0,0,4,7,3,0,16,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,11,3,3,17,33,48,9,110
SSC20847,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,19
SSC20848,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,14
SSC20849,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,20
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20851,0,4,0,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9,14,36,0,65
SSC20852,3,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,7,6,24,4,53
SSC20853,15,44,17,17,3,98,11,11,39,30,60,14,161,0,0,3,0,3,0,12,0,0,3,7,31,0,41,0,0,0,0,17,5,24,29,32,167,145,451,34,856
SSC20854,0,3,0,0,0,10,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,0,25,26,22,3,82
SSC20855,0,4,0,0,0,4,0,0,3,0,4,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,6,38
SSC20856,0,9,3,4,0,17,5,5,7,5,8,0,25,0,0,0,0,3,0,8,0,0,0,0,8,3,9,0,0,0,0,3,0,3,6,10,32,20,91,8,168
SSC20857,3,16,0,3,0,22,0,5,8,7,15,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,12,13,11,45,24,80,5,178
SSC20858,71,216,55,29,9,505,120,61,298,65,41,14,603,17,4,37,24,12,4,96,16,6,28,23,51,3,132,19,8,69,21,25,17,157,722,334,2088,522,550,108,4334
SSC20859,194,449,96,74,9,1067,183,85,429,203,175,30,1111,15,12,49,26,37,6,145,20,11,42,39,150,12,274,16,3,80,43,71,22,239,858,525,2495,1149,1760,200,6994
SSC20860,57,168,57,27,11,392,52,41,168,80,69,10,413,0,0,21,14,14,4,48,8,9,18,19,45,0,98,3,6,14,14,38,4,83,252,198,926,460,704,67,2597
SSC20861,117,362,63,38,11,877,209,96,497,121,72,32,1027,41,16,109,42,42,3,252,21,16,65,59,86,4,245,44,8,108,40,49,28,270,1228,523,3540,1067,1155,202,7717
SSC20862,35,108,37,29,0,250,19,26,83,74,71,9,283,0,3,13,4,12,0,29,0,7,10,12,63,0,90,4,0,20,17,26,7,80,103,96,470,382,793,54,1900
SSC20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SSC20864,0,13,0,0,0,16,3,0,12,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,3,12,8,43,19,56,4,135
SSC20865,59,267,104,80,12,654,95,59,401,236,286,59,1132,10,6,30,43,21,3,110,12,4,48,67,186,9,334,19,4,108,73,134,52,393,587,215,2160,1517,2337,343,7168
SSC20866,3,3,0,3,0,17,0,3,6,7,5,0,32,0,0,0,0,3,0,4,0,0,0,0,4,0,9,0,0,0,0,9,0,8,4,10,21,31,88,3,161
SSC20867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20869,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,0,30
SSC20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20871,3,14,6,8,0,26,9,3,16,7,11,3,39,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,4,0,6,11,7,53,37,90,9,214
SSC20872,78,238,112,108,16,667,131,69,573,359,375,79,1586,8,0,27,21,33,3,93,14,4,58,71,210,23,383,21,3,84,84,173,78,442,837,270,2394,1783,3067,521,8872
SSC20873,25,60,27,21,3,144,15,17,94,58,94,15,287,0,0,3,4,3,3,18,0,0,3,10,42,0,59,0,0,3,3,19,4,33,61,57,328,216,682,58,1405
SSC20874,0,0,0,0,0,6,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,29
SSC20875,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,13,27,3,53
SSC20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20877,0,0,0,3,0,8,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,31,0,50
SSC20878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20879,152,467,94,53,9,1010,225,102,494,142,117,32,1107,20,10,66,25,37,6,157,21,11,67,41,90,11,226,33,7,90,43,59,34,258,1133,537,3482,1204,1482,232,8063
SSC20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20881,22,47,12,7,0,116,26,7,58,23,12,3,135,0,0,14,3,10,0,23,0,0,12,9,12,0,44,3,0,5,6,5,8,31,153,61,414,181,270,29,1106
SSC20882,6,20,8,6,3,59,15,3,24,10,8,3,63,0,0,3,3,6,0,14,8,0,3,4,10,0,21,3,0,3,3,4,0,17,65,27,166,82,136,18,497
SSC20883,0,6,11,0,0,28,3,0,11,23,26,7,63,0,0,0,0,0,0,3,0,0,0,3,12,3,19,0,0,8,3,12,14,37,30,5,87,104,152,44,425
SSC20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,14
SSC20885,0,18,0,3,0,26,3,4,12,4,5,3,28,0,0,0,0,0,0,6,0,0,0,0,3,0,6,0,3,0,0,3,0,10,9,6,50,17,61,3,147
SSC20886,11,38,9,15,3,81,3,7,33,29,47,3,130,0,0,3,9,12,3,27,0,3,4,5,21,0,41,0,0,3,3,9,10,27,24,39,161,130,372,44,768
SSC20887,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,20,14,24,3,61
SSC20888,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,22
SSC20889,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC20890,0,0,0,0,0,3,0,0,3,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,3,18,7,36,7,73
SSC20891,0,0,0,0,0,5,4,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,10,27,3,64
SSC20892,0,4,0,0,0,7,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,15,4,34
SSC20893,28,81,17,14,9,160,3,19,31,19,27,7,108,0,0,3,0,5,0,11,0,0,3,5,21,0,33,0,0,6,3,20,3,28,49,59,253,189,415,40,1001
SSC20894,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,10
SSC20895,62,160,36,15,6,417,100,52,201,49,45,4,445,17,8,46,9,19,0,91,12,3,28,20,28,0,91,6,10,48,12,20,10,103,503,229,1273,353,401,56,2810
SSC20896,0,11,3,0,0,19,3,0,3,4,0,0,11,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,37,18,29,5,91
SSC20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC20898,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,29
SSC20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20900,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,26,16,47,3,103
SSC20901,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,5,3,7,7,27,3,53
SSC20902,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,10,5,21
SSC20903,45,132,43,29,11,360,55,27,159,88,113,21,463,7,0,20,5,8,3,42,11,0,21,25,73,3,130,23,4,57,17,45,41,186,471,126,1038,533,823,180,3167
SSC20904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC20905,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,10
SSC20906,0,0,0,0,0,5,0,0,5,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,9,10,13,0,34
SSC20907,0,5,0,0,0,7,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,12,24,0,45
SSC20908,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,14
SSC20909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20911,124,370,138,138,11,908,101,94,411,300,397,48,1349,7,4,32,37,26,4,115,21,8,59,66,259,16,428,18,3,65,63,167,50,370,609,351,2308,1639,3554,323,8782
SSC20912,13,42,12,0,5,93,5,10,34,21,14,3,89,3,0,3,3,3,0,11,3,0,9,7,9,0,23,0,0,16,3,4,0,23,56,35,197,115,154,20,581
SSC20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20914,4,4,0,0,0,12,3,5,10,3,9,0,20,0,0,3,0,0,0,3,0,0,0,0,5,0,5,0,0,3,3,3,3,11,11,3,45,32,68,13,174
SSC20915,0,9,0,5,0,16,7,0,13,3,3,0,25,0,0,0,0,0,0,6,0,0,0,3,7,0,4,3,0,0,0,6,0,10,11,12,52,40,96,12,223
SSC20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11
SSC20918,62,169,38,19,4,519,179,46,280,48,40,4,606,33,11,106,12,13,7,186,31,3,39,15,26,4,115,31,12,80,18,16,14,177,1020,281,2154,449,436,104,4444
SSC20919,113,272,31,21,3,777,257,88,384,60,41,16,851,24,22,108,21,16,3,201,26,15,75,20,43,3,182,32,14,89,18,28,9,188,1333,484,2858,546,519,99,5842
SSC20920,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,26
SSC20921,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,10,0,20
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20923,45,142,32,20,5,371,75,30,162,40,53,7,378,14,8,55,7,12,0,86,14,5,23,8,15,0,72,8,0,38,7,17,18,99,493,190,1171,304,358,78,2598
SSC20924,5,6,0,0,0,17,9,0,20,6,0,0,43,0,0,3,0,3,0,8,0,0,0,0,0,0,4,0,0,0,6,3,0,15,29,15,93,51,70,11,274
SSC20925,31,57,10,16,0,141,21,27,95,61,49,7,262,3,0,0,0,6,0,19,5,0,10,8,20,0,43,0,3,7,3,7,0,23,82,78,363,181,408,37,1141
SSC20926,3,6,5,5,0,16,0,0,5,4,0,3,16,0,0,0,0,3,0,3,0,0,0,0,12,0,13,0,0,0,0,3,0,6,3,5,24,31,82,12,159
SSC20927,0,4,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,31,3,60
SSC20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC20929,117,294,55,40,8,743,168,74,353,101,72,17,785,31,10,94,34,37,5,203,20,9,67,39,56,4,196,35,11,94,40,42,30,253,1140,397,2678,907,902,201,6215
SSC20930,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,12,10,12,0,36
SSC20931,48,175,50,24,9,411,83,43,221,94,76,15,527,7,3,16,9,8,0,41,16,5,34,35,54,7,155,23,3,58,18,35,7,147,576,190,1425,592,657,86,3522
SSC20932,0,9,0,4,0,15,6,6,5,3,3,0,23,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,7,24,15,38,3,95
SSC20933,0,0,0,0,0,3,0,3,7,6,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,17,22,0,74
SSC20934,0,24,14,3,0,53,3,3,21,17,20,9,65,4,0,3,3,5,0,21,0,0,3,4,16,0,21,0,0,3,3,9,3,22,29,18,95,75,197,30,438
SSC20935,0,0,0,0,0,6,3,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,15,8,20,3,58
SSC20936,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,24
SSC20937,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6
SSC20938,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,0,35
SSC20939,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7
SSC20940,0,0,0,0,0,3,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,4,0,24
SSC20941,160,422,178,174,18,1098,125,111,611,479,628,71,2025,3,5,37,47,82,4,185,19,3,40,78,279,18,441,10,10,70,78,248,70,483,518,422,2247,2138,4600,433,10355
SSC20942,5,13,16,20,0,67,3,4,24,47,85,17,191,0,0,3,3,11,0,22,0,0,3,5,37,6,55,0,0,7,11,32,13,63,38,22,135,190,582,84,1041
SSC20943,110,364,107,93,11,806,104,78,404,205,204,37,1038,4,3,27,19,19,6,77,9,4,24,35,147,14,230,18,6,61,47,91,36,258,446,334,1780,1178,2023,256,6015
SSC20944,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,19,3,28
SSC20945,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,9,0,26
SSC20946,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC20947,3,12,4,0,0,22,0,4,9,5,6,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,52,28,46,10,159
SSC20948,0,5,0,0,0,12,0,0,8,3,3,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,27,12,16,3,65
SSC20949,0,3,3,3,0,10,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,30,3,48
SSC20950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20951,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,21
SSC20952,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12
SSC20953,0,0,0,0,0,0,4,0,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,3,17,6,27,4,56
SSC20954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20955,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,16,3,19
SSC20956,4,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,20,3,30
SSC20957,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,15,5,26,3,51
SSC20958,3,18,3,0,0,42,11,8,27,11,8,3,71,0,0,4,0,0,0,4,0,0,5,4,4,0,14,3,0,9,0,0,0,13,66,25,198,78,70,10,450
SSC20959,10,30,9,9,3,65,3,11,14,15,23,0,66,0,0,3,0,7,0,6,0,0,0,4,26,3,32,0,0,9,3,17,6,34,19,17,84,73,301,28,522
SSC20960,0,3,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3,4,3,9,15,38,0,77
SSC20961,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,3,10,4,13,3,39
SSC20962,0,6,3,0,0,9,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,15,44,4,79
SSC20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20964,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,12
SSC20965,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,26
SSC20966,38,95,27,14,4,239,70,42,237,70,37,10,460,0,3,10,6,7,0,32,8,4,9,13,40,3,75,7,0,14,4,21,7,55,225,134,740,295,458,56,1908
SSC20967,49,165,48,37,0,393,62,60,235,67,77,12,508,5,5,20,9,11,3,48,3,5,18,17,48,3,89,5,3,23,16,18,9,73,274,193,962,456,694,72,2658
SSC20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC20969,0,3,4,0,0,9,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,26,4,60
SSC20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC20972,6,39,21,13,0,88,5,6,39,28,25,7,102,0,3,8,3,4,3,17,0,0,3,5,31,3,45,0,0,3,0,15,3,22,28,31,177,133,357,46,772
