SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC20590,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3
SSC20591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20592,0,7,0,0,0,7,9,0,13,233,163,17,408,19,18,40,447,418,11,876
SSC20593,0,0,0,0,0,0,5,0,11,65,59,5,131,7,0,10,141,157,4,299
SSC20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20596,0,0,0,0,0,0,4,0,6,67,68,3,141,0,7,7,148,45,3,196
SSC20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20600,0,0,0,0,0,0,0,3,3,14,15,3,35,0,0,4,39,40,3,81
SSC20601,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,5
SSC20602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20603,0,0,0,0,0,3,7,3,12,79,133,9,222,10,13,22,239,203,5,453
SSC20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20607,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,10,0,15
SSC20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20609,0,3,0,0,0,3,3,0,3,28,32,0,62,5,0,4,66,33,0,97
SSC20610,0,0,0,0,0,0,0,0,0,9,22,8,34,0,0,0,36,20,0,54
SSC20611,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,6
SSC20612,0,3,0,0,0,3,7,9,22,54,43,4,107,19,11,27,134,196,9,343
SSC20613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20615,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,9
SSC20616,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,7
SSC20617,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,12,0,0,10
SSC20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20619,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20620,0,3,0,0,0,3,5,0,10,31,31,4,71,5,8,12,82,153,6,242
SSC20621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC20623,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,12,5,0,15
SSC20624,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,3
SSC20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20627,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,5,3,0,10
SSC20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20629,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20632,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SSC20633,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20634,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,4
SSC20635,0,0,0,0,0,0,3,0,5,3,13,0,17,0,0,0,23,20,0,38
SSC20636,3,8,0,0,3,8,11,16,39,147,231,30,405,52,53,101,507,616,26,1154
SSC20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC20639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC20640,0,0,0,0,0,0,0,0,0,8,9,0,16,0,7,6,21,20,0,49
SSC20641,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,7
SSC20642,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,9,5,0,16
SSC20643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20644,0,0,0,0,0,0,0,0,0,6,13,0,22,0,0,3,28,15,3,44
SSC20645,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20650,0,0,0,0,0,0,0,0,0,7,5,0,14,0,0,0,12,0,0,17
SSC20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20653,0,3,0,0,0,4,0,0,4,37,64,5,108,4,11,16,119,91,0,212
SSC20654,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20655,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,6,3,0,13
SSC20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20657,3,12,0,0,0,12,20,9,48,576,433,49,1052,56,71,127,1182,897,23,2105
SSC20658,3,4,0,0,0,7,17,6,30,281,212,41,536,33,24,64,596,524,13,1133
SSC20659,0,4,0,0,0,4,0,3,11,190,128,16,334,23,22,47,383,172,3,560
SSC20660,4,5,0,0,0,8,8,4,22,280,205,31,516,28,34,58,573,312,11,899
SSC20661,0,0,0,0,0,0,0,0,3,16,19,0,35,0,0,0,39,24,0,64
SSC20662,3,6,0,0,0,6,5,4,22,222,159,29,409,25,19,43,452,210,11,678
SSC20663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20665,0,0,0,0,0,0,0,0,0,15,4,0,24,0,0,0,23,15,0,34
SSC20666,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,3,0,10
SSC20667,0,0,0,0,0,0,0,3,3,22,33,5,62,3,4,8,70,68,4,144
SSC20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20669,0,0,0,0,0,0,0,0,6,50,58,13,113,5,6,14,130,56,3,182
SSC20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20673,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC20674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20677,0,10,0,0,0,10,14,9,29,421,358,38,809,25,28,55,869,421,12,1306
SSC20678,0,0,0,0,0,0,0,0,3,87,43,0,133,0,3,3,134,31,0,173
SSC20679,0,3,0,0,0,3,0,0,7,130,74,11,216,0,6,10,222,86,0,306
SSC20680,0,0,0,0,0,0,3,0,5,77,46,4,126,0,6,6,134,90,0,221
SSC20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC20684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20692,0,0,0,0,0,0,0,0,0,24,18,0,42,0,3,3,45,24,0,76
SSC20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20695,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,8,10,0,19
SSC20696,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,5,0,12
SSC20697,0,0,0,0,0,0,3,7,7,52,38,7,103,13,12,21,126,255,12,394
SSC20698,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,6
SSC20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20701,0,0,0,0,0,0,0,0,0,8,14,0,20,0,0,0,25,17,0,36
SSC20702,0,8,3,0,0,16,12,16,43,224,182,19,423,48,50,97,521,702,23,1248
SSC20703,0,3,0,0,0,3,6,9,16,263,195,31,488,35,20,54,541,566,15,1125
SSC20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20707,0,0,0,0,0,0,4,0,3,106,93,4,205,15,6,24,229,166,3,395
SSC20708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20709,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC20710,0,0,0,0,0,0,0,0,0,10,4,7,11,0,0,0,11,9,0,23
SSC20711,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,8
SSC20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20713,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,10,4,0,11
SSC20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20716,0,0,0,0,0,0,0,3,3,22,35,3,60,3,3,4,70,51,3,122
SSC20717,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,9
SSC20718,0,0,0,0,0,0,0,0,0,3,10,0,8,0,0,0,8,3,0,15
SSC20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20720,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,5,0,5
SSC20721,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
SSC20722,0,0,0,0,0,0,0,0,0,17,11,0,33,0,3,5,31,36,0,68
SSC20723,0,5,0,0,0,11,10,9,27,228,159,21,409,30,40,67,476,505,19,1002
SSC20724,0,0,0,0,0,0,10,3,12,83,98,12,191,11,19,27,219,123,3,344
SSC20725,3,3,0,0,0,4,3,4,16,123,88,14,219,16,26,47,265,172,5,442
SSC20726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20730,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,8,7,0,13
SSC20731,0,0,0,0,0,0,0,0,0,28,25,4,63,0,0,3,69,24,3,91
SSC20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20735,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,9,12,0,24
SSC20736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20737,0,3,0,0,0,3,4,0,7,96,65,4,173,17,15,23,200,109,0,309
SSC20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20739,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6
SSC20740,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,4,7,0,6
SSC20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20742,0,0,0,0,0,0,0,0,0,15,4,0,17,3,0,3,22,14,0,38
SSC20743,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
SSC20744,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3
SSC20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC20746,0,6,0,0,0,6,3,3,7,190,131,12,340,4,8,10,349,106,5,453
SSC20747,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20748,0,0,0,0,0,0,0,0,0,33,37,3,77,7,3,9,86,48,0,132
SSC20749,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,7
SSC20750,0,0,0,0,0,0,0,0,3,12,8,0,23,4,0,8,29,35,0,61
SSC20751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7
SSC20752,0,0,0,0,0,0,6,0,8,140,106,6,256,3,3,10,261,108,0,376
SSC20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20754,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,6
SSC20755,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20756,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20758,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20760,0,0,0,0,0,0,3,0,3,87,31,7,125,0,4,6,130,78,0,210
SSC20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20763,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,12,3,0,15
SSC20764,0,0,0,0,0,0,0,3,3,3,12,3,16,0,0,0,16,17,3,37
SSC20765,0,0,0,0,0,3,4,5,13,239,165,19,425,6,32,36,458,388,13,859
SSC20766,0,3,0,0,0,3,12,3,24,293,251,19,562,23,25,43,608,459,8,1079
SSC20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20768,0,3,0,0,0,3,5,0,9,124,107,13,238,5,0,5,245,159,3,405
SSC20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20770,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
SSC20771,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,6,3,0,9
SSC20772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20773,0,8,0,0,0,6,0,3,14,319,247,33,596,15,30,44,643,258,10,914
SSC20774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20777,0,0,0,0,0,3,8,3,9,94,69,7,169,25,25,56,219,332,11,564
SSC20778,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20781,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC20782,0,3,0,0,0,3,6,0,5,71,92,5,175,6,5,17,184,110,4,302
SSC20783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20784,0,3,0,0,0,3,7,3,8,108,130,24,264,15,12,26,293,233,9,531
SSC20785,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,7
SSC20786,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
SSC20787,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,5,4,0,8
SSC20788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20789,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
SSC20790,0,0,0,0,0,0,0,0,0,6,5,0,14,0,0,0,15,8,0,19
SSC20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20792,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
SSC20793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC20794,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,6
SSC20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20796,0,0,0,0,0,0,0,0,0,23,42,4,70,3,3,6,77,62,0,137
SSC20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20798,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,8,0,10
SSC20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20803,0,0,0,0,0,0,0,0,0,8,9,0,14,0,0,0,14,7,0,19
SSC20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20806,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20807,0,0,0,0,0,0,0,0,0,3,8,0,9,0,9,9,17,25,0,45
SSC20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20810,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20816,0,0,0,0,0,0,0,0,0,10,9,4,22,0,0,0,23,15,0,35
SSC20817,0,0,0,0,0,0,11,0,11,66,71,8,148,9,12,21,168,152,0,316
SSC20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20819,0,0,0,0,0,0,0,0,0,33,18,0,49,0,0,0,52,41,0,90
SSC20820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20821,0,0,0,0,0,0,3,3,7,12,21,5,38,0,10,11,42,45,3,98
SSC20822,0,0,0,0,0,0,0,0,0,28,29,0,56,8,0,11,67,41,3,104
SSC20823,0,0,0,0,0,0,3,0,4,55,29,5,86,7,8,7,96,46,0,146
SSC20824,0,0,0,0,0,0,0,0,3,29,8,0,38,0,0,0,39,26,0,62
SSC20825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20827,0,0,0,0,0,0,0,0,0,11,14,0,23,3,0,3,27,22,0,51
SSC20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20830,0,0,0,0,0,0,0,0,0,22,20,5,48,0,3,3,55,25,0,79
SSC20831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20832,0,3,0,0,0,3,10,8,21,152,169,12,338,16,17,32,376,224,9,607
SSC20833,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,11,0,11
SSC20834,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,6
SSC20835,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SSC20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20837,0,0,0,0,0,0,0,0,0,3,16,0,19,0,0,0,19,10,0,32
SSC20838,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,16,16,0,30
SSC20839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20840,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20842,0,0,0,0,0,0,3,0,3,80,65,3,144,3,3,4,153,79,0,228
SSC20843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC20844,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,10,14,0,26
SSC20845,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,10,0,17
SSC20846,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3
SSC20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20848,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,6
SSC20849,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20852,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC20853,0,0,0,0,0,0,3,0,0,29,29,4,61,0,0,3,65,30,3,91
SSC20854,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,0,8
SSC20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20856,0,0,0,0,0,0,0,0,0,4,15,0,21,0,0,0,20,17,3,35
SSC20857,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,11,5,0,20
SSC20858,0,3,0,0,0,3,0,0,4,108,72,0,180,0,3,4,187,93,0,278
SSC20859,0,3,0,0,0,3,4,0,12,249,187,15,444,13,15,20,470,165,0,636
SSC20860,0,0,0,0,0,0,0,0,3,72,48,7,131,4,3,4,131,43,0,180
SSC20861,0,4,0,0,0,4,3,0,11,169,130,8,309,12,11,23,334,111,4,447
SSC20862,0,0,0,0,0,0,0,0,3,73,56,13,138,4,0,4,147,62,3,213
SSC20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20864,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,5,0,13
SSC20865,0,7,0,0,0,7,12,3,23,291,207,21,522,24,33,58,581,455,11,1050
SSC20866,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,3,7,9,0,13
SSC20867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20871,0,0,0,0,0,0,0,0,0,5,8,0,12,0,0,0,12,10,0,22
SSC20872,5,14,0,0,0,12,19,6,39,385,298,44,728,42,43,84,807,622,10,1447
SSC20873,0,0,0,0,0,0,0,0,0,58,56,15,126,3,7,15,143,61,0,199
SSC20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20875,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,3,0,4
SSC20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20877,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC20878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20879,0,6,0,0,0,6,7,4,15,216,136,21,380,13,18,32,411,196,10,618
SSC20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20881,0,0,0,0,0,0,0,0,0,44,15,0,63,4,3,8,67,25,0,91
SSC20882,0,0,0,0,0,0,0,0,3,21,18,0,42,3,3,3,44,27,0,66
SSC20883,0,0,0,0,0,0,0,4,4,17,13,3,39,3,3,7,43,60,3,108
SSC20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20885,0,0,0,0,0,0,0,0,0,3,13,0,15,3,7,8,23,23,0,47
SSC20886,0,3,0,0,0,3,4,0,7,32,37,3,76,4,4,6,84,69,0,161
