SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC21184,0,0,0,0,0,0,3,8,6,222,161,9,396,15,13,30,423,216,5,644
SSC21185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21186,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21187,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,4,0,11
SSC21188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21192,0,0,0,0,0,0,3,0,3,7,3,0,12,0,0,0,12,12,0,20
SSC21193,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,11,0,14
SSC21194,3,10,0,0,0,10,20,8,37,562,358,58,975,67,54,121,1100,743,21,1869
SSC21195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21197,0,6,0,0,0,6,8,5,15,159,172,13,341,17,23,40,383,288,7,676
SSC21198,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
SSC21199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC21205,0,4,0,0,0,4,0,3,10,78,70,11,152,7,3,8,166,107,5,274
SSC21206,0,0,0,0,0,0,0,0,0,0,7,0,9,0,4,4,12,5,0,15
SSC21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21209,0,0,0,0,0,0,0,0,0,22,14,3,35,5,5,7,46,27,0,71
SSC21210,0,3,0,0,0,3,0,0,3,22,30,0,55,0,3,5,58,30,0,96
SSC21211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21212,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,3,0,8
SSC21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21214,0,0,0,0,0,0,0,0,3,42,50,9,100,0,3,3,107,36,0,144
SSC21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21219,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
SSC21220,0,0,0,0,0,0,0,0,0,9,6,0,15,0,0,0,17,13,0,28
SSC21221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC21222,0,0,0,0,0,0,3,0,3,3,7,0,9,0,0,0,9,21,0,32
SSC21223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21224,0,0,0,0,0,0,0,0,0,6,5,0,14,0,4,3,17,13,3,30
SSC21225,0,0,0,0,0,0,0,0,0,8,7,3,19,0,0,0,19,8,0,27
SSC21226,0,0,0,0,0,0,0,0,3,46,54,6,99,6,3,15,114,69,0,186
SSC21227,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,6,0,10
SSC21228,0,0,0,0,0,0,0,0,0,13,15,0,25,0,3,3,30,15,0,42
SSC21229,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,0,0,9
SSC21230,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,6
SSC21231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21232,0,0,0,0,0,0,0,0,0,19,19,0,39,0,5,5,44,24,0,62
SSC21233,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,7
SSC21234,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,3,0,8
SSC21235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21236,0,0,0,0,0,0,0,4,4,54,42,11,101,5,4,4,101,62,4,167
SSC21237,0,3,0,0,0,3,0,0,5,138,81,9,228,5,5,14,240,155,0,399
SSC21238,0,0,0,0,0,0,0,0,0,39,31,3,71,4,0,3,81,38,0,117
SSC21239,0,0,0,0,0,0,3,0,4,20,15,4,36,0,0,0,41,74,0,117
SSC21240,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3
SSC21241,0,0,0,0,0,0,0,0,3,14,18,0,41,3,3,7,44,28,0,73
SSC21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21243,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21245,0,3,0,0,0,3,0,0,3,28,43,4,78,4,3,3,84,15,0,102
SSC21246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC21252,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,8,3,0,9
SSC21253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
SSC21254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,0,19
SSC21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21260,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,7,3,0,9
SSC21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21264,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,8
SSC21265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21267,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC21268,0,0,0,0,0,0,0,0,3,11,14,0,23,0,3,3,26,19,0,47
SSC21269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21271,0,3,0,0,0,3,0,0,3,25,20,0,42,0,4,3,49,20,0,68
SSC21272,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21274,0,0,0,0,0,0,0,0,0,11,14,0,27,0,0,0,22,21,0,42
SSC21275,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC21276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3
SSC21277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21278,0,0,0,0,0,0,0,0,0,19,9,3,35,0,0,0,35,13,0,49
SSC21279,0,0,0,0,0,0,0,0,0,14,10,0,26,0,3,3,23,13,0,35
SSC21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21281,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4
SSC21282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21285,0,5,0,0,0,4,8,6,15,140,125,13,276,20,14,33,310,240,4,555
SSC21286,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,14,9,0,17
SSC21287,0,0,0,0,0,0,0,0,0,6,7,0,16,0,0,0,19,6,0,27
SSC21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21290,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
SSC21291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21298,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,3,9,13,0,17
SSC21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21300,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC21301,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,14,3,0,15
SSC21302,0,0,0,0,0,0,0,0,0,8,6,0,14,0,0,0,14,19,0,33
SSC21303,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,8
SSC21304,0,0,0,0,0,0,0,3,6,53,32,4,89,11,10,17,110,76,3,193
SSC21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21306,0,3,0,0,0,3,0,0,8,77,51,3,126,0,6,8,133,74,0,209
SSC21307,0,0,0,0,0,0,3,0,5,142,82,11,232,15,22,38,268,235,4,504
SSC21308,3,4,0,0,0,4,6,0,15,182,142,16,341,14,16,25,367,262,4,630
SSC21309,0,0,0,0,0,0,0,0,0,19,16,0,41,0,3,3,39,21,3,65
SSC21310,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21311,0,0,0,0,0,0,0,0,4,42,35,3,74,0,4,6,81,47,0,134
SSC21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21318,0,0,0,0,0,0,3,0,5,73,71,6,143,8,8,11,162,91,10,255
SSC21319,0,0,0,0,0,0,3,3,7,74,64,4,146,8,8,16,164,138,3,305
SSC21320,0,0,0,0,0,0,3,0,3,38,30,3,62,4,0,7,70,70,0,146
SSC21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21323,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21328,0,3,0,0,0,3,3,3,14,290,183,17,490,11,14,28,512,282,8,796
SSC21329,0,0,0,0,0,3,3,0,4,75,59,8,142,6,4,5,150,76,0,229
SSC21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21331,0,3,0,0,0,3,4,3,11,305,200,25,527,30,29,56,588,437,12,1037
SSC21332,0,3,0,0,0,3,0,0,3,75,46,11,132,5,3,8,140,51,0,188
SSC21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21334,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,5,6,0,10
SSC21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21336,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,3,10,6,0,15
SSC21337,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,6,0,7
SSC21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21339,0,0,0,0,0,0,0,0,0,8,7,0,12,0,0,0,12,8,0,21
SSC21340,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4
SSC21341,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,5,0,7
SSC21342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21343,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5
SSC21344,0,0,0,0,0,0,0,0,0,106,101,9,213,4,6,15,227,119,0,353
SSC21345,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,0,13,7,0,15
SSC21346,0,3,0,0,0,5,3,0,11,157,139,12,313,10,6,17,329,192,3,521
SSC21347,0,0,0,0,0,0,0,0,5,48,24,4,72,3,0,3,75,24,0,101
SSC21348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21349,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
SSC21350,0,0,0,0,0,0,0,0,3,15,16,3,34,3,5,3,40,11,0,56
SSC21351,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,6,3,0,14
SSC21352,0,0,0,0,0,0,3,0,3,11,10,3,26,0,0,0,26,8,0,36
SSC21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21354,0,5,0,0,0,6,15,4,23,98,93,18,210,25,20,43,256,308,3,566
SSC21355,0,0,0,0,0,0,3,0,4,35,26,3,63,0,0,3,66,71,0,140
SSC21356,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,9
SSC21357,0,3,0,0,0,3,0,0,4,29,37,0,66,7,7,8,81,48,3,133
SSC21358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21360,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,4,6,0,8
SSC21361,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,5
SSC21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21365,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC21366,0,0,0,0,0,0,8,3,10,125,61,4,198,9,4,9,210,107,3,320
SSC21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21369,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21370,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,10
SSC21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21372,0,0,0,0,0,0,0,0,3,28,49,0,78,3,0,3,81,46,0,129
SSC21373,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21376,0,0,0,0,0,0,0,0,0,7,9,0,11,0,0,3,15,19,0,35
SSC21377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SSC21378,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,9,0,0,6
SSC21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21380,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,8,0,9
SSC21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21384,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21385,0,0,0,0,0,0,0,0,0,5,11,0,12,0,0,0,16,10,0,26
SSC21386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21387,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21388,0,0,0,0,0,0,4,0,3,12,36,3,47,0,8,9,50,35,0,91
SSC21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21391,0,4,0,0,0,4,4,0,4,40,40,6,90,13,9,21,110,90,3,204
SSC21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21393,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,3
SSC21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21403,0,0,0,0,0,4,4,3,6,131,105,16,251,19,29,54,302,238,5,549
SSC21404,0,3,0,0,0,4,0,0,3,82,81,8,173,9,10,18,189,110,3,307
SSC21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21406,0,3,0,0,0,3,0,3,8,77,84,10,173,3,3,8,177,104,3,289
SSC21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21408,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,0,0,3
SSC21409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3
SSC21410,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21411,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,4,0,8
SSC21412,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
SSC21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21417,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
SSC21418,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,3,6,16,0,26
SSC21419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC21420,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,3,0,13
SSC21421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21426,0,0,0,0,0,0,0,0,0,25,20,4,54,8,0,4,55,17,0,73
SSC21427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC21435,0,0,0,0,0,0,0,0,0,6,15,0,23,0,0,0,20,17,0,35
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,0,0,0,0,0,0,0,0,5,33,13,0,47,0,0,3,49,26,0,77
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21440,0,0,0,0,0,0,5,8,15,25,44,10,86,10,3,14,95,101,8,207
SSC21441,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,7
SSC21442,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC21443,0,9,0,0,0,9,12,12,29,235,176,24,436,29,34,63,501,637,24,1159
SSC21444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21445,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,3,0,7
SSC21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21447,0,0,0,0,0,0,0,0,0,23,27,0,46,3,3,3,56,34,0,91
SSC21448,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
SSC21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21450,0,0,0,0,0,0,0,0,6,17,8,3,36,0,4,5,37,32,3,73
SSC21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21458,0,7,0,0,3,9,4,5,20,384,310,28,724,12,31,47,765,312,7,1085
SSC21459,0,0,0,0,0,0,0,0,0,12,8,0,21,0,0,0,25,4,0,29
SSC21460,0,0,0,0,0,4,3,3,10,211,179,23,414,11,12,26,436,202,7,641
SSC21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC21462,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,3,0,7
SSC21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21464,3,3,0,0,0,3,0,0,5,37,28,8,74,0,0,3,76,24,0,105
SSC21465,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,6
SSC21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21467,0,3,0,0,0,0,0,4,9,50,27,3,88,9,12,21,103,148,8,258
SSC21468,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21473,0,0,0,0,0,0,0,0,0,3,10,0,11,0,0,0,11,8,0,13
SSC21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC21476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21477,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,10,7,0,15
SSC21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SSC21479,0,0,0,0,0,0,0,0,0,9,7,0,16,0,0,0,16,9,0,23
SSC21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21481,0,0,0,0,0,0,0,0,6,53,69,7,128,7,9,12,139,84,6,229
