SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC20481,19,0,0,0,0,19,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
SSC20482,86,0,0,0,0,86,119,0,0,0,0,119,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,214,0,0,0,0,220
SSC20483,50,0,0,0,0,50,134,0,0,0,0,136,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,206,0,0,0,0,212
SSC20484,42,0,0,0,0,42,51,0,0,0,0,51,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,113,0,0,0,0,113
SSC20485,82,0,0,0,3,85,129,0,0,0,3,130,15,0,0,0,0,15,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,8,0,0,0,0,8,254,0,0,0,3,257
SSC20486,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC20487,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20488,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20489,174,0,0,6,0,181,166,0,0,0,0,164,21,0,0,0,0,21,0,10,0,0,0,8,21,3,0,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,46,8,3,3,0,63,0,0,0,0,0,0,10,0,0,0,0,10,396,14,6,7,0,421
SSC20490,22,0,0,3,0,25,18,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,3,3,65
SSC20491,36,0,0,0,0,36,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,112,0,0,0,0,114
SSC20492,21,299,492,0,4,822,14,184,461,3,4,662,31,392,3312,12,24,3770,5,42,849,0,3,902,12,182,734,8,5,942,0,11,195,0,0,214,0,6,255,0,0,264,0,13,43,0,0,66,52,647,5400,22,34,6159,0,12,64,0,0,79,7,44,233,3,5,296,87,1181,6658,31,49,8006
SSC20493,47,595,61,4,0,714,27,366,78,0,0,471,22,638,288,12,5,961,0,10,29,0,0,33,10,207,65,19,3,304,0,8,0,0,0,12,0,4,0,0,0,5,0,9,3,0,0,18,37,870,388,26,7,1333,0,9,3,0,0,12,3,45,20,3,0,75,118,1893,549,35,14,2605
SSC20494,17,0,0,0,0,17,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SSC20495,1075,586,160,0,3,1820,843,576,397,7,0,1821,284,697,1459,6,0,2448,3,31,61,0,0,94,118,180,158,4,0,456,0,11,11,0,0,19,11,6,14,3,0,33,11,13,14,0,0,36,434,926,1715,6,6,3082,12,13,11,0,0,34,66,53,59,0,3,183,2423,2152,2336,11,15,6944
SSC20496,26,0,0,0,0,26,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,44
SSC20497,1296,63,14,0,0,1365,3694,259,23,0,0,3977,946,264,88,0,0,1296,4,13,0,0,0,11,218,24,8,0,0,255,6,4,0,0,0,12,20,3,3,0,0,28,21,3,0,0,0,29,1215,314,96,0,0,1627,55,0,0,0,0,55,145,19,3,0,0,169,6402,650,136,0,4,7197
SSC20498,22,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
SSC20499,19,0,0,0,0,19,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
SSC20500,22,0,0,0,0,22,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SSC20501,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC20502,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20504,264,189,36,0,0,491,281,231,53,0,3,576,113,219,50,4,3,385,7,21,30,0,0,53,42,36,10,0,0,89,3,0,0,0,0,3,4,0,0,0,0,6,3,3,0,0,0,5,170,276,91,3,4,547,0,0,0,0,0,7,18,18,7,0,0,46,741,710,188,5,6,1658
SSC20505,1200,252,3,73,3,1537,2986,451,11,9,4,3454,864,505,14,3,0,1386,61,26,7,0,0,90,287,99,7,3,0,394,14,51,4,0,0,68,11,7,0,101,0,122,13,12,0,3,0,32,1252,692,27,113,0,2085,20,30,0,0,0,52,126,77,4,8,3,216,5583,1510,43,203,12,7347
SSC20506,14,0,0,0,0,14,8,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,0,0,0,0,0,0,3,0,3,0,0,3,21,0,7,0,0,29
SSC20507,44,0,0,0,0,44,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
SSC20508,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20509,28,0,0,0,0,28,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,86
SSC20510,390,0,0,3,0,394,170,0,0,0,0,168,28,0,7,0,0,32,4,0,0,0,0,5,62,0,0,0,0,63,0,5,0,0,0,3,10,0,0,0,0,10,7,0,0,0,0,8,109,4,7,0,0,126,6,0,0,0,0,8,29,3,0,0,0,36,701,8,9,5,0,729
SSC20511,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,23
SSC20512,16,0,0,0,0,16,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SSC20513,1200,52,4,3,15,1276,753,15,6,0,7,779,303,58,6,0,3,371,60,43,0,0,0,103,159,22,9,0,3,198,18,8,0,0,0,23,10,5,0,0,0,14,11,0,0,0,0,14,559,136,17,4,4,723,17,0,0,0,0,13,81,18,3,0,0,101,2608,219,28,8,30,2893
SSC20514,35,0,0,0,0,35,44,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92
SSC20515,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
SSC20516,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8
SSC20517,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20518,415,300,59,0,3,772,259,174,71,3,0,506,81,169,244,9,0,500,0,0,3,0,0,8,40,67,26,3,0,145,0,0,0,0,0,0,3,6,0,0,0,9,6,4,5,0,0,10,135,248,279,10,0,670,4,3,3,0,0,13,19,18,11,0,0,50,827,738,418,19,3,2005
SSC20519,79,36,10,0,0,134,77,50,13,0,3,144,19,67,97,0,0,184,0,9,4,0,0,15,14,20,20,0,0,56,0,0,0,0,0,4,4,0,6,0,0,8,0,0,0,0,0,7,39,95,131,0,0,268,0,3,0,0,0,5,3,8,3,0,0,18,207,203,154,0,3,570
SSC20520,1204,481,214,3,8,1907,758,414,277,0,4,1456,207,386,1003,0,8,1602,0,34,8,0,0,44,85,124,188,0,0,400,3,0,45,0,0,51,3,0,10,0,0,16,15,19,7,0,0,32,310,566,1254,3,15,2149,18,10,19,0,3,52,51,38,48,0,18,157,2345,1513,1814,3,45,5719
SSC20521,1061,427,82,0,7,1579,862,473,96,0,0,1439,233,294,301,0,3,833,0,34,20,0,0,49,96,103,65,3,5,275,3,11,9,0,0,16,7,0,4,0,0,7,9,3,3,0,3,13,347,439,399,3,7,1204,9,14,0,0,0,24,48,29,12,0,0,93,2333,1390,599,4,12,4338
SSC20522,13,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,16
SSC20523,62,0,0,0,0,62,40,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,21,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,126,0,0,0,0,126
SSC20524,35,0,0,0,0,35,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82
SSC20525,687,108,39,0,4,844,560,282,100,0,0,939,354,276,98,0,6,735,112,57,87,0,0,250,105,54,16,0,0,187,5,0,3,0,0,6,20,10,0,0,3,26,7,5,0,0,0,11,598,398,207,0,5,1213,13,0,4,0,0,21,46,27,10,0,0,79,1906,819,359,0,10,3098
SSC20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20528,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC20529,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC20530,41,0,0,0,0,41,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,87
SSC20531,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23
SSC20532,256,0,0,0,0,260,115,0,0,0,0,115,28,3,4,0,0,34,5,4,0,0,0,8,22,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,65,5,3,0,0,80,0,0,0,0,0,0,10,0,0,0,0,14,447,14,3,3,0,464
SSC20533,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC20534,433,211,283,3,0,931,486,280,372,0,3,1135,155,180,463,0,4,802,19,15,60,0,0,93,41,28,76,0,3,152,0,3,3,0,0,7,0,0,5,0,0,5,5,5,6,0,0,17,217,238,614,0,8,1072,15,4,12,0,0,26,44,20,48,0,0,112,1191,749,1326,3,10,3272
SSC20535,621,64,31,0,5,713,753,71,53,0,3,875,105,21,35,0,0,160,21,0,13,0,0,38,37,0,11,0,0,55,0,0,0,0,0,5,4,0,0,0,0,10,3,0,4,0,0,3,174,30,66,0,0,270,14,0,0,0,0,14,40,3,7,0,0,49,1597,170,149,0,5,1920
SSC20536,2221,497,239,0,12,2967,2075,640,359,11,3,3091,487,510,508,13,7,1531,46,33,21,0,0,101,170,123,79,4,8,379,10,3,23,0,8,37,4,8,11,0,4,28,25,12,8,0,3,45,743,688,647,22,27,2128,22,13,19,0,4,64,129,37,97,0,22,287,5192,1872,1366,32,72,8536
SSC20537,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC20538,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC20539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20540,52,0,0,0,0,52,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,80,0,0,0,0,85
SSC20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20542,16,0,0,0,0,16,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,3,0,56
SSC20543,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28
SSC20544,129,0,0,0,0,126,93,0,0,0,0,97,26,0,0,0,0,27,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,44,0,0,0,0,0,3,11,0,0,0,0,13,273,0,0,3,0,283
SSC20545,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC20546,21,0,0,0,0,21,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SSC20547,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20548,233,0,5,13,3,251,247,0,0,0,8,255,28,0,3,0,0,41,0,0,4,0,0,4,26,0,3,0,0,27,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,4,64,0,17,4,0,83,3,0,0,0,0,3,15,0,0,0,0,20,558,4,22,23,9,618
SSC20549,5,0,0,0,0,5,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20551,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11
SSC20552,6,0,0,0,0,6,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC20553,1250,17,0,0,0,1267,1528,18,0,0,3,1548,278,14,0,0,4,302,9,0,0,0,0,9,111,8,0,0,3,120,4,0,0,0,0,4,7,0,0,0,0,3,4,0,0,0,0,4,416,21,0,3,7,447,14,0,0,0,0,14,69,3,0,0,3,76,3284,56,0,0,11,3355
SSC20554,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20555,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC20556,44,0,0,0,0,44,55,0,0,0,0,55,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,114,0,0,0,0,114
SSC20557,138,0,0,0,0,136,154,0,0,0,0,158,18,0,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0,7,0,0,0,0,7,325,0,0,0,5,333
SSC20558,601,7,3,0,0,611,540,0,0,0,0,538,296,3,5,0,0,304,92,0,27,0,0,116,81,0,4,0,0,92,15,0,0,0,0,11,7,0,0,0,0,5,3,0,0,0,0,4,487,3,36,0,5,535,0,0,0,0,0,0,44,0,0,0,17,61,1673,9,45,0,25,1751
SSC20559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20560,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20561,19,0,0,0,0,21,20,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3,48
SSC20562,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20563,1023,58,4,0,0,1081,654,86,0,0,0,747,248,57,0,0,0,304,44,63,0,0,0,107,96,14,4,0,0,116,23,5,0,0,0,26,7,3,0,0,0,5,7,0,0,0,0,12,424,138,6,0,0,568,13,6,0,0,0,21,55,7,0,0,0,59,2166,291,8,0,3,2473
