SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC21714,17,11,4,0,67
SSC21715,302,221,57,24,1700
SSC21716,9,10,3,0,109
SSC21717,5,3,0,0,24
SSC21718,0,0,0,0,0
SSC21719,6,6,6,3,30
SSC21720,516,314,144,71,2853
SSC21721,509,368,164,94,3033
SSC21722,4,0,0,0,27
SSC21723,826,604,208,55,4900
SSC21724,570,372,192,126,3371
SSC21725,114,138,68,12,650
SSC21726,4,0,0,0,12
SSC21727,0,3,0,0,10
SSC21728,22,18,6,0,71
SSC21729,3,0,0,0,15
SSC21730,1107,576,210,115,7969
SSC21731,11,11,0,0,41
SSC21732,10,9,3,0,46
SSC21733,0,3,0,0,7
SSC21734,396,266,149,59,3089
SSC21735,0,0,0,0,0
SSC21736,3,8,3,0,38
SSC21737,11,5,0,0,42
SSC21738,6,0,0,0,19
SSC21739,0,0,8,0,22
SSC21740,0,0,0,0,4
SSC21741,5,14,0,0,52
SSC21742,117,63,27,4,558
SSC21743,1473,934,427,148,10309
SSC21744,566,405,201,59,3296
SSC21745,12,6,3,0,53
SSC21746,3,5,0,0,29
SSC21747,17,20,0,0,97
SSC21748,557,289,172,147,4326
SSC21749,4,4,0,0,16
SSC21750,63,20,14,0,372
SSC21751,1862,1952,1229,497,12097
SSC21752,0,0,0,0,0
SSC21753,22,3,0,0,67
SSC21754,0,0,0,0,0
SSC21755,105,81,45,23,575
SSC21756,0,3,0,0,3
SSC21757,963,715,430,151,5851
SSC21758,13,3,3,0,52
SSC21759,4,4,0,0,12
SSC21760,79,67,39,11,397
SSC21761,3,3,0,0,9
SSC21762,5,5,0,0,10
SSC21763,5,4,3,0,18
SSC21764,6,3,0,0,32
SSC21765,0,0,0,0,0
SSC21766,14,6,3,0,153
SSC21767,12,3,3,0,83
SSC21768,3,0,0,0,13
SSC21769,14,10,4,0,51
SSC21770,0,0,0,0,0
SSC21771,246,177,69,24,1635
SSC21772,0,0,0,0,11
SSC21773,4,0,0,0,5
SSC21774,43,40,10,0,267
SSC21775,135,139,39,18,714
SSC21776,14,8,7,0,53
SSC21777,0,0,0,0,3
SSC21778,110,69,17,0,839
SSC21779,25,8,0,0,50
SSC21780,50,32,7,0,298
SSC21781,1721,1368,703,202,9278
SSC21782,0,0,0,0,11
SSC21783,738,445,160,38,4717
SSC21784,14,5,0,0,45
SSC21785,9,3,3,0,46
SSC21786,257,147,54,13,1455
SSC21787,0,0,0,0,5
SSC21788,4,8,3,0,20
SSC21789,160,138,38,8,770
SSC21790,0,0,0,0,6
SSC21791,1494,1265,681,287,9335
SSC21792,8,0,0,0,26
SSC21793,17,13,5,0,120
SSC21794,3,0,0,0,3
SSC21795,153,97,38,13,1062
SSC21796,0,9,0,0,26
SSC21797,3,4,0,0,22
SSC21798,20,33,13,0,144
SSC21799,0,0,0,0,0
SSC21800,0,0,0,0,0
SSC21801,42,19,3,0,145
SSC21802,19,16,3,0,84
SSC21803,12,8,0,0,67
SSC21804,2590,1682,1282,505,18140
SSC21805,3,12,0,0,17
SSC21806,5,9,3,0,46
SSC21807,13,3,0,0,45
SSC21808,38,22,7,4,204
SSC21809,0,3,0,0,17
SSC21810,48,20,5,0,155
SSC21811,11,5,3,0,89
SSC21812,48,41,4,0,207
SSC21813,7,3,0,0,27
SSC21814,26,14,3,4,95
SSC21815,1230,882,494,210,9623
SSC21816,16,10,0,0,51
SSC21817,15,7,0,0,65
SSC21818,12,16,0,0,72
SSC21819,3,3,0,0,16
SSC21820,82,67,46,21,416
SSC21821,19,14,4,0,76
SSC21822,13,8,0,0,73
SSC21823,16,9,0,0,62
SSC21824,17,12,0,3,44
SSC21825,0,0,0,0,4
SSC21826,3,0,0,0,20
SSC21827,5,3,0,0,28
SSC21828,22,18,3,0,91
SSC21829,6,0,0,0,22
SSC21830,11,3,3,0,58
SSC21831,0,0,0,0,0
SSC21832,23,4,0,0,61
SSC21833,20,8,3,3,92
SSC21834,4,0,0,0,4
SSC21835,18,15,3,0,60
SSC21836,11,10,0,0,40
SSC21837,731,317,172,98,5789
SSC21838,73,46,18,13,350
SSC21839,26,30,4,0,102
SSC21840,15,17,0,0,75
SSC21841,9,0,0,0,29
SSC21842,0,0,0,0,3
SSC21843,5,11,3,0,48
SSC21844,3,8,0,0,37
SSC21845,80,33,6,0,221
SSC21846,0,3,3,0,10
SSC21847,31,23,3,0,194
SSC21848,19,10,3,0,68
SSC21849,6,7,4,0,39
SSC21850,13,4,4,0,50
SSC21851,266,172,117,62,1385
SSC21852,3,0,0,0,22
SSC21853,22,6,5,0,90
SSC21854,6,0,0,0,11
SSC21855,164,127,64,27,830
SSC21856,3,0,0,0,29
SSC21857,0,3,0,0,16
SSC21858,22,7,5,0,115
SSC21859,4,3,0,0,13
SSC21860,6,3,0,0,13
SSC21861,0,0,0,0,3
SSC21862,9,8,0,0,48
SSC21863,24,10,4,0,163
SSC21864,0,0,0,0,0
SSC21865,50,33,7,4,262
SSC21866,91,39,15,3,457
SSC21867,73,37,21,9,361
SSC21868,21,16,3,0,87
SSC21869,3,0,0,0,15
SSC21870,13,0,3,0,48
SSC21871,0,3,0,0,15
SSC21872,6,4,3,0,42
SSC21873,12,8,0,0,46
SSC21874,15,3,0,3,51
SSC21875,9,0,0,0,42
SSC21876,8,3,0,0,32
SSC21877,41,21,4,0,130
SSC21878,0,3,0,0,23
SSC21879,8,0,0,0,17
SSC21880,64,27,10,3,230
SSC21881,1476,706,311,102,11444
SSC21882,31,12,9,3,212
SSC21883,701,313,119,87,3559
SSC21884,1511,650,236,34,12287
SSC21885,0,0,0,0,6
SSC21886,140,91,70,34,788
SSC21887,50,26,20,32,257
SSC21888,5,5,5,0,37
SSC21889,0,3,0,0,16
SSC21890,6,10,3,0,44
SSC21891,34,23,9,0,135
SSC21892,10,12,0,0,42
SSC21893,0,0,0,0,3
SSC21894,3,3,0,0,7
SSC21895,26,10,0,3,110
SSC21896,29,17,5,4,101
SSC21897,14,12,5,0,64
SSC21898,11,4,0,0,20
SSC21899,131,114,56,15,639
SSC21900,33,14,3,3,129
SSC21901,0,0,0,0,0
SSC21902,23,32,6,3,91
SSC21903,14,18,0,3,99
SSC21904,4,3,0,0,25
SSC21905,92,36,8,3,492
SSC21906,3,0,0,0,9
SSC21907,3,3,0,0,50
SSC21908,5,0,0,0,17
SSC21909,158,139,39,19,1172
SSC21910,491,362,239,117,3031
SSC21911,31,11,5,0,92
SSC21912,10,5,0,0,41
SSC21913,275,221,168,69,2115
SSC21914,9,0,3,0,27
SSC21915,64,58,16,0,294
SSC21916,64,48,25,12,264
SSC21917,150,117,49,16,904
SSC21918,93,99,28,7,379
SSC21919,9,9,0,0,57
SSC21920,11,13,4,0,80
SSC21921,35,24,10,0,162
SSC21922,890,332,155,109,6890
SSC21923,37,19,10,0,176
SSC21924,105,78,28,7,400
SSC21925,16,9,0,0,51
SSC21926,1001,597,289,148,5543
SSC21927,162,96,71,28,895
SSC21928,117,57,26,4,674
SSC21929,127,93,51,12,547
SSC21930,351,179,114,64,2685
SSC21931,29,26,8,0,146
SSC21932,32,41,10,0,175
SSC21933,0,0,0,0,6
SSC21934,0,0,0,0,10
SSC21935,14,11,7,0,85
SSC21936,3,0,0,0,6
SSC21937,11,4,4,0,25
SSC21938,3,0,0,0,7
SSC21939,4,0,0,0,23
SSC21940,1366,932,547,210,13026
SSC21941,398,295,132,26,3046
SSC21942,18,13,7,0,74
SSC21943,35,12,5,3,139
SSC21944,3,0,0,0,9
SSC21945,11,3,0,0,39
SSC21946,7,0,0,0,16
SSC21947,15,4,0,0,39
SSC21948,429,310,201,74,3129
SSC21949,0,0,0,0,14
SSC21950,11,0,0,0,50
SSC21951,268,181,149,137,2044
SSC21952,4,5,3,0,33
SSC21953,152,98,144,228,1505
SSC21954,668,399,189,49,9617
SSC21955,33,21,8,3,191
SSC21956,24,32,10,0,155
SSC21957,319,159,46,14,1634
SSC21958,167,160,87,22,1126
SSC21959,1674,748,344,174,14750
SSC21960,14,9,0,0,98
SSC21961,3,0,0,0,12
SSC21962,123,74,51,13,1787
SSC21963,18,13,4,0,80
SSC21964,6,0,5,0,14
SSC21965,0,0,0,0,14
SSC21966,4,0,0,0,10
SSC21967,11,4,0,0,65
SSC21968,13,3,10,0,40
SSC21969,11,15,0,0,94
SSC21970,3,0,0,0,22
SSC21971,9,0,0,0,31
SSC21972,331,280,155,53,1879
SSC21973,708,479,321,254,6306
SSC21974,34,35,15,7,157
SSC21975,0,0,0,0,0
SSC21976,6,0,3,0,19
SSC21977,3,5,0,0,33
SSC21978,3,0,0,0,3
SSC21979,17,16,4,0,77
SSC21980,48,31,20,3,224
SSC21981,64,48,16,18,316
SSC21982,0,0,0,0,4
SSC21983,0,0,0,0,7
SSC21984,104,79,26,4,666
SSC21985,3,0,0,0,7
SSC21986,368,160,142,53,3237
SSC21987,26,19,3,0,198
SSC21988,478,216,145,137,4196
SSC21989,315,169,122,95,3409
SSC21990,632,365,195,72,4580
SSC21991,0,0,0,0,9
SSC21992,0,0,0,0,0
SSC21993,1395,1049,357,157,7421
SSC21994,299,144,39,4,3439
SSC21995,8,6,3,0,29
SSC21996,4,3,0,3,19
SSC21997,225,155,43,6,1010
SSC21998,8,4,4,0,46
SSC21999,39,24,9,3,178
SSC22000,0,0,0,0,0
SSC22001,11,5,0,0,37
SSC22002,153,203,92,45,920
SSC22003,10,0,3,0,35
SSC22004,642,323,121,42,4749
SSC22005,63,18,10,0,190
SSC22006,34,16,10,0,141
SSC22007,30,15,3,0,104
SSC22008,99,78,41,19,500
SSC22009,32,16,0,0,105
SSC22010,51,40,9,0,307
SSC22011,9,3,0,0,28
SSC22012,4,3,0,0,10
SSC22013,0,0,0,0,11
SSC22014,0,0,0,0,3
SSC22015,1923,1340,665,259,19897
SSC22016,11,13,0,0,74
SSC22017,134,74,19,6,616
SSC22018,13,3,0,0,27
SSC22019,41,11,3,0,185
SSC22020,135,64,23,3,604
SSC22021,0,5,0,0,21
SSC22022,22,15,5,0,86
SSC22023,8,16,5,0,84
SSC22024,399,224,94,19,1970
SSC22025,1021,564,283,132,6078
SSC22026,324,269,208,257,4483
SSC22027,24,10,0,3,83
SSC22028,4,0,0,0,10
SSC22029,870,406,283,223,8675
SSC22030,622,251,138,94,4846
SSC22031,3,3,0,0,22
SSC22032,3,3,0,0,19
SSC22033,13,4,3,0,49
SSC22034,13,10,0,0,50
SSC22035,698,405,218,76,3746
SSC22036,4,8,0,0,21
SSC22037,346,463,229,86,1785
SSC22038,314,155,50,18,1652
SSC22039,15,8,0,0,64
SSC22040,15,10,6,0,98
SSC22041,3,0,5,0,19
SSC22042,3,0,4,0,12
SSC22043,18,3,0,0,53
SSC22044,76,44,12,13,281
SSC22045,13,9,0,0,57
SSC22046,23,6,0,0,98
SSC22047,3,6,3,0,19
SSC22048,4,0,0,0,17
SSC22049,7,11,4,0,48
SSC22050,29,26,10,7,131
SSC22051,0,0,0,0,0
SSC22052,30,20,3,0,185
SSC22053,23,14,5,3,107
SSC22054,20,13,11,0,91
SSC22055,0,0,0,0,5
SSC22056,4,7,3,0,28
SSC22057,3,0,0,0,6
SSC22058,3,0,0,0,12
SSC22059,0,8,0,0,13
SSC22060,23,11,4,0,74
SSC22061,4,0,0,0,14
SSC22062,10,8,0,0,99
SSC22063,7,0,3,0,18
SSC22064,0,0,0,0,0
SSC22065,30,18,16,3,149
SSC22066,9,11,8,0,77
SSC22067,3,3,0,0,8
SSC22068,5,3,0,0,27
SSC22069,7,10,3,0,52
SSC22070,3,5,0,0,20
SSC22071,0,7,0,0,11
SSC22072,176,112,30,5,1110
SSC22073,107,45,12,0,2126
SSC22074,1762,839,231,53,24082
SSC22075,40,17,5,0,101
SSC22076,315,405,228,99,1604
SSC22077,0,0,0,0,0
SSC22078,0,0,0,0,0
SSC22079,6,5,0,0,25
SSC22080,7,0,0,0,20
SSC22081,6,10,0,0,24
SSC22082,46,35,10,9,178
SSC22083,5,0,0,0,29
SSC22084,0,3,0,0,14
SSC22085,7,3,0,0,37
SSC22086,64,33,13,4,269
SSC22087,10,7,0,0,40
SSC22088,17,9,0,0,81
SSC22089,24,21,7,0,88
SSC22090,100,72,26,3,484
SSC22091,45,42,12,0,148
SSC22092,48,20,6,0,247
SSC22093,359,299,130,73,1736
SSC22094,17,11,4,0,61
SSC22095,1403,880,319,101,10193
SSC22096,21,22,14,6,99
SSC22097,412,465,204,112,1912
SSC22098,793,513,269,123,4217
SSC22099,56,36,12,4,308
SSC22100,70,44,15,0,286
SSC22101,88,132,54,15,341
SSC22102,18,3,4,0,54
SSC22103,14,15,0,0,89
SSC22104,0,0,0,0,8
SSC22105,9,0,0,0,24
SSC22106,757,446,254,98,8990
SSC22107,15,3,0,0,37
SSC22108,5,0,0,0,7
SSC22109,1689,798,452,222,17239
SSC22110,169,194,63,27,1411
SSC22111,17,12,0,0,91
SSC22112,9,0,0,0,465
SSC22113,5,0,0,0,13
SSC22114,0,0,0,0,7
SSC22115,20,15,0,3,120
SSC22116,0,3,0,0,12
SSC22117,62,26,11,0,289
SSC22118,38,17,16,3,204
SSC22119,22,33,12,0,103
SSC22120,0,0,0,0,0
SSC22121,27,14,3,0,139
SSC22122,215,114,53,16,1211
SSC22123,195,209,96,26,809
SSC22124,23,21,6,0,98
SSC22125,52,48,15,10,267
SSC22126,5,6,3,0,27
SSC22127,0,0,0,0,8
SSC22128,0,3,0,0,9
SSC22129,33,4,3,0,1145
SSC22130,49,32,10,6,222
SSC22131,6,3,3,0,36
SSC22132,22,18,10,0,113
SSC22133,77,97,62,20,330
SSC22134,42,17,4,3,139
SSC22135,388,251,108,62,2097
SSC22136,130,85,28,6,514
SSC22137,97,69,28,15,359
SSC22138,23,3,0,0,52
SSC22139,227,147,81,27,1368
SSC22140,7,14,4,0,39
SSC22141,7,3,0,0,28
SSC22142,28,26,11,3,143
SSC22143,19,7,0,0,84
SSC22144,0,0,0,0,9
SSC22145,5,6,0,0,18
SSC22146,4,7,0,0,16
SSC22147,5,3,6,0,32
SSC22148,305,183,44,13,1413
SSC22149,2306,1394,964,609,23951
SSC22150,0,0,0,0,0
SSC22151,3,0,8,0,25
SSC22152,92,86,27,4,318
SSC22153,6,3,0,0,28
SSC22154,0,0,0,0,0
SSC22155,0,0,0,0,0
SSC22156,0,0,0,0,3
SSC22157,11,6,0,0,17
SSC22158,1490,975,345,94,18062
SSC22159,0,0,0,0,0
SSC22160,392,228,68,14,1998
SSC22161,4,3,0,0,13
SSC22162,1019,734,438,224,8834
SSC22163,678,497,298,125,5299
SSC22164,927,556,283,86,5073
SSC22165,21,11,4,3,104
SSC22166,93,59,22,12,491
SSC22167,92,51,19,3,927
SSC22168,23,8,4,6,117
SSC22169,12,4,0,0,73
SSC22170,4,8,0,0,26
SSC22171,192,114,58,33,1098
SSC22172,228,176,123,65,1257
SSC22173,13,3,0,0,40
SSC22174,97,52,23,3,646
SSC22175,0,3,0,0,10
SSC22176,12,7,3,0,39
SSC22177,0,0,0,0,0
SSC22178,20,8,5,0,100
SSC22179,6,13,3,0,80
SSC22180,4,0,0,0,13
SSC22181,389,244,72,26,2207
SSC22182,676,435,338,252,4718
SSC22183,3,0,0,0,7
SSC22184,0,0,0,0,3
SSC22185,18,4,0,0,65
SSC22186,1001,1002,700,260,6216
SSC22187,302,366,389,309,2325
SSC22188,158,92,37,13,790
SSC22189,0,0,0,0,5
SSC22190,27,7,3,0,71
SSC22191,4,0,0,0,23
SSC22192,97,40,16,0,516
SSC22193,3,0,3,0,10
SSC22194,5,0,0,0,8
SSC22195,17,11,3,0,78
SSC22196,2616,1162,576,157,16009
SSC22197,697,265,94,34,7144
SSC22198,7,12,0,0,21
SSC22199,7,12,11,0,95
SSC22200,14,11,3,3,52
SSC22201,12,0,0,0,19
SSC22202,8,4,0,3,25
SSC22203,41,34,23,10,226
SSC22204,125,88,48,14,530
SSC22205,7,14,3,0,36
SSC22206,244,167,83,42,1143
SSC22207,0,0,0,0,0
SSC22208,43,27,10,5,138
SSC22209,730,744,377,113,4252
SSC22210,8,0,0,0,25
SSC22211,426,468,235,139,2446
SSC22212,11,9,0,0,34
SSC22213,64,49,20,0,325
SSC22214,13,7,0,0,39
SSC22215,1017,680,387,180,6425
SSC22216,3,3,0,0,10
SSC22217,8,8,3,0,28
SSC22218,134,111,76,33,665
SSC22219,20,9,3,0,54
SSC22220,0,0,0,0,4
SSC22221,379,201,41,4,2436
SSC22222,6,6,3,0,41
SSC22223,1028,724,328,258,5878
SSC22224,21,8,3,0,85
SSC22225,36,26,11,3,149
SSC22226,0,0,0,0,0
SSC22227,51,71,15,0,308
SSC22228,126,86,20,5,610
SSC22229,8,11,0,0,58
SSC22230,68,24,5,3,350
SSC22231,456,259,90,10,2884
SSC22232,3,6,0,0,46
SSC22233,26,20,0,3,126
SSC22234,21,6,0,0,88
SSC22235,52,38,15,15,266
SSC22236,315,116,49,13,2341
SSC22237,3,0,0,0,9
SSC22238,1205,821,447,153,8341
SSC22239,143,113,49,13,986
SSC22240,43,37,13,0,158
SSC22241,16,9,4,0,73
SSC22242,19,13,0,0,70
SSC22243,13,9,4,0,102
SSC22244,499,475,261,104,4234
SSC22245,280,91,34,13,2991
SSC22246,59,37,11,0,299
SSC22247,183,78,15,8,903
SSC22248,0,0,0,0,0
SSC22249,5,0,0,0,9
SSC22250,21,11,10,0,94
SSC22251,12,3,3,0,51
SSC22252,176,106,34,3,1100
SSC22253,54,26,3,0,374
SSC22254,512,352,202,118,2823
SSC22255,26,0,0,3,81
SSC22256,4,0,0,0,3
SSC22257,20,6,0,0,60
SSC22258,0,9,0,0,11
SSC22259,0,0,0,0,12
SSC22260,49,39,5,0,239
SSC22261,18,19,3,0,124
SSC22262,0,0,0,0,0
SSC22263,11,6,3,0,46
SSC22264,1816,1233,692,335,12917
SSC22265,71,37,14,4,440
SSC22266,37,11,13,3,422
SSC22267,44,30,11,4,162
SSC22268,107,89,40,30,405
SSC22269,0,6,0,0,7
SSC22270,71,82,11,10,553
SSC22271,37,37,16,5,119
SSC22272,30,12,10,3,225
SSC22273,5,0,0,0,18
SSC22274,9,6,0,0,37
SSC22275,24,28,6,0,94
SSC22276,0,11,0,0,16
SSC22277,0,0,0,0,26
SSC22278,0,7,0,0,8
SSC22279,51,46,17,16,243
SSC22280,379,182,78,11,3417
SSC22281,7,3,0,3,21
SSC22282,34,29,6,3,118
SSC22283,32,23,7,0,128
SSC22284,50,24,3,0,212
SSC22285,0,3,0,0,14
SSC22286,10,4,0,0,26
SSC22287,137,79,25,8,663
SSC22288,100,44,15,0,473
SSC22289,0,0,0,0,0
SSC22290,51,46,6,10,326
SSC22291,245,129,75,12,1534
SSC22292,254,206,72,34,1016
SSC22293,0,0,0,0,0
SSC22294,899,505,227,107,5319
SSC22295,181,334,175,47,997
SSC22296,35,23,22,3,195
SSC22297,85,31,21,3,581
SSC22298,125,41,19,10,1046
SSC22299,785,529,241,109,7212
SSC22300,1017,473,222,55,10240
SSC22301,14,3,0,0,46
SSC22302,9,3,0,0,88
SSC22303,1475,1201,588,164,18191
SSC22304,869,522,146,34,13701
SSC22305,8,4,3,3,49
SSC22306,9,6,0,0,26
SSC22307,3,0,0,0,34
SSC22308,147,83,31,8,1415
SSC22309,283,207,95,75,1597
SSC22310,25,18,5,0,117
SSC22311,9,3,0,0,46
SSC22312,6,0,0,0,11
SSC22313,0,0,0,0,0
SSC22314,9,7,6,3,92
SSC22315,34,11,5,0,142
SSC22316,12,19,3,0,87
SSC22317,753,503,361,201,8339
SSC22318,431,377,170,82,4293
SSC22319,1531,1079,574,178,14054
SSC22320,326,205,147,82,2071
SSC22321,147,72,27,5,690
SSC22322,96,56,16,0,476
SSC22323,148,133,88,34,842
SSC22324,11,10,0,0,38
SSC22325,8,4,0,0,21
SSC22326,3,0,0,0,24
SSC22327,7,3,0,0,28
SSC22328,299,112,63,40,1405
SSC22329,8,5,0,0,29
SSC22330,3,0,3,0,24
SSC22331,22,10,3,0,64
SSC22332,1432,761,299,109,14706
SSC22333,782,458,186,91,8081
SSC22334,287,189,53,14,2165
SSC22335,318,281,115,40,1261
SSC22336,4,3,5,0,14
SSC22337,12,4,3,0,24
SSC22338,41,20,0,0,147
SSC22339,85,44,22,7,351
SSC22340,67,35,9,3,223
SSC22341,11,7,3,0,52
SSC22342,3,0,0,0,10
SSC22343,452,378,195,82,2561
SSC22344,19,21,11,0,133
SSC22345,10,6,0,0,30
SSC22346,12,9,0,0,60
SSC22347,0,0,0,0,0
SSC22348,12,8,0,0,39
SSC22349,3,3,0,0,23
SSC22350,12,10,0,0,48
SSC22351,3,8,0,0,25
SSC22352,0,0,0,0,3
SSC22353,17,18,7,0,140
SSC22354,3,6,3,0,28
SSC22355,13,13,3,4,76
SSC22356,8,0,0,0,40
SSC22357,0,0,0,0,3
SSC22358,237,157,64,18,1244
SSC22359,24,21,5,0,90
SSC22360,12,7,5,0,65
SSC22361,44,39,15,0,179
SSC22362,476,412,233,94,2733
SSC22363,12,8,5,0,72
SSC22364,16,8,3,0,92
SSC22365,409,216,78,18,2540
SSC22366,6,3,0,0,42
SSC22367,3,3,3,0,12
SSC22368,82,33,11,4,395
SSC22369,792,346,189,103,4287
SSC22370,82,81,23,10,516
SSC22371,14,9,3,0,70
SSC22372,12,4,0,0,50
SSC22373,8,7,0,0,32
SSC22374,0,3,0,0,4
SSC22375,17,11,6,0,104
SSC22376,0,0,0,0,0
SSC22377,15,10,3,0,100
SSC22378,0,0,0,0,0
SSC22379,2638,1451,636,245,16660
SSC22380,27,16,10,0,148
SSC22381,18,18,4,3,117
SSC22382,35,19,5,0,200
SSC22383,464,212,137,85,4349
SSC22384,445,252,161,102,4124
SSC22385,721,555,269,77,6917
SSC22386,55,53,18,3,288
SSC22387,1434,842,362,172,7879
SSC22388,8,0,0,0,11
SSC22389,10,3,0,0,58
SSC22390,0,0,0,0,3
SSC22391,26,16,4,3,89
SSC22392,17,9,0,0,36
SSC22393,666,478,278,133,4696
SSC22394,0,0,0,0,0
SSC22395,0,0,0,0,0
SSC22396,7,5,0,0,49
SSC22397,84,111,27,6,400
SSC22398,31,21,10,5,105
SSC22399,3,0,0,0,12
SSC22400,3,0,0,0,10
SSC22401,23,14,7,0,126
SSC22402,527,257,137,148,4996
SSC22403,0,0,0,0,9
SSC22404,0,0,0,0,0
SSC22405,20,3,4,0,69
SSC22406,3,0,0,0,16
SSC22407,45,34,11,0,178
SSC22408,3,0,0,0,15
SSC22409,3,0,0,0,9
SSC22410,0,3,0,0,9
SSC22411,56,28,18,4,209
SSC22412,32,24,8,0,117
SSC22413,12,8,3,0,43
SSC22414,87,80,46,13,518
SSC22415,4,0,0,0,26
SSC22416,15,4,3,0,70
SSC22417,16,8,6,0,92
SSC22418,90,55,21,0,378
SSC22419,46,25,4,4,242
SSC22420,0,3,0,0,10
SSC22421,33,19,4,0,149
SSC22422,3,3,0,0,9
SSC22423,0,0,0,0,0
SSC22424,12,8,0,0,53
SSC22425,5,5,7,0,22
SSC22426,0,3,0,0,14
SSC22427,0,0,0,0,6
SSC22428,3,3,0,0,25
SSC22429,37,27,7,5,232
SSC22430,0,0,0,0,0
SSC22431,0,4,0,0,9
SSC22432,71,36,14,0,278
SSC22433,7,4,0,0,19
SSC22434,8,0,0,0,15
SSC22435,64,36,8,3,246
SSC22436,7,3,0,0,29
SSC22437,9,3,0,0,17
SSC22438,16,20,4,0,67
SSC22439,917,420,172,32,15560
SSC22440,14,3,0,0,54
SSC22441,8,0,0,0,19
SSC22442,13,4,0,0,40
SSC22443,6,0,0,0,9
SSC22444,9,10,3,0,31
SSC22445,11,3,5,0,44
SSC22446,42,31,9,4,205
SSC22447,9,0,0,0,16
SSC22448,0,9,0,0,31
SSC22449,3,0,0,0,26
SSC22450,30,15,5,0,139
SSC22451,6,0,0,0,30
SSC22452,4,3,0,0,14
SSC22453,49,32,15,3,181
SSC22454,48,27,3,0,164
SSC22455,330,237,128,46,2044
SSC22456,14,3,0,0,61
SSC22457,7,6,6,0,68
SSC22458,85,45,12,9,312
SSC22459,114,121,49,8,541
SSC22460,7,9,0,0,28
SSC22461,448,214,107,22,5822
SSC22462,1240,494,138,59,6841
SSC22463,7,3,0,0,21
SSC22464,232,104,41,12,1132
SSC22465,5,0,0,0,11
SSC22466,3,4,0,0,7
SSC22467,137,82,19,9,833
SSC22468,7,3,0,0,23
SSC22469,6,0,0,0,12
SSC22470,4,0,0,0,26
SSC22471,1632,1194,546,230,8743
SSC22472,918,898,624,249,7083
SSC22473,10,4,0,0,32
SSC22474,18,14,4,0,84
SSC22475,3,0,0,0,16
SSC22476,181,120,86,36,984
SSC22477,12,11,0,0,31
SSC22478,3,0,0,0,12
SSC22479,0,0,0,0,6
SSC22480,0,0,0,0,0
SSC22481,12,0,3,0,51
SSC22482,7,7,3,0,34
SSC22483,0,0,0,0,6
SSC22484,332,184,102,91,2195
SSC22485,0,0,0,3,8
SSC22486,21,24,3,0,92
SSC22487,3,0,0,0,10
SSC22488,10,14,0,0,40
SSC22489,136,85,22,5,587
SSC22490,12,4,0,0,45
SSC22491,3,3,0,0,7
SSC22492,842,568,294,73,7379
SSC22493,0,0,0,0,0
SSC22494,128,66,38,10,816
SSC22495,16,17,3,0,61
SSC22496,995,441,231,133,10673
SSC22497,36,37,9,3,158
SSC22498,33,32,7,0,181
SSC22499,3,3,0,0,20
SSC22500,19,6,4,0,42
SSC22501,32,13,0,0,92
SSC22502,0,0,0,0,0
SSC22503,98,61,35,17,506
SSC22504,3,0,0,0,21
SSC22505,3,3,0,0,31
SSC22506,3,6,0,0,28
SSC22507,0,0,0,0,6
SSC22508,25,18,6,0,122
SSC22509,7,3,5,0,23
SSC22510,12,0,3,0,31
SSC22511,0,0,0,0,0
SSC22512,15,3,0,0,61
SSC22513,80,58,17,3,269
SSC22514,0,0,0,0,0
SSC22515,117,79,48,25,758
SSC22516,0,0,0,0,3
SSC22517,9,16,0,3,41
SSC22518,31,22,6,0,122
SSC22519,3,0,4,0,11
SSC22520,31,21,3,3,142
SSC22521,59,46,6,0,360
SSC22522,11,3,0,0,50
SSC22523,21,25,3,0,183
SSC22524,75,45,4,3,352
SSC22525,16,23,9,0,83
SSC22526,0,0,0,0,0
SSC22527,4,4,0,0,26
SSC22528,9,7,0,0,37
SSC22529,0,0,0,0,0
SSC22530,82,46,9,0,424
SSC22531,65,66,29,7,323
SSC22532,13,4,0,0,50
SSC22533,104,69,28,6,673
SSC22534,1352,1288,654,279,8391
SSC22535,33,14,6,0,155
SSC22536,0,0,0,0,0
SSC22537,208,177,105,34,1299
SSC22538,1066,796,308,117,6930
SSC22539,7,3,0,0,9
SSC22540,34,15,4,0,132
SSC22541,6,0,0,3,27
SSC22542,5,0,3,0,9
SSC22543,0,0,0,0,3
SSC22544,0,0,0,0,3
SSC22545,0,3,0,0,18
SSC22546,0,0,0,0,4
SSC22547,0,0,0,0,4
SSC22548,0,0,0,0,0
SSC22549,12,3,0,0,45
SSC22550,21,16,3,0,67
SSC22551,3,3,3,0,21
SSC22552,309,225,121,53,1858
SSC22553,32,16,5,4,203
SSC22554,27,24,3,3,135
SSC22555,12,5,0,0,40
SSC22556,1746,1128,674,283,11765
SSC22557,155,78,24,3,819
SSC22558,50,24,0,0,285
SSC22559,115,62,21,14,1726
SSC22560,14,5,0,0,66
SSC22561,12,11,6,0,55
SSC22562,11,0,0,0,17
SSC22563,12,7,3,0,50
SSC22564,151,159,66,36,716
SSC22565,27,16,0,0,88
SSC22566,11,8,3,0,84
SSC22567,6,0,0,0,59
SSC22568,7,3,3,0,33
SSC22569,483,204,69,5,10440
SSC22570,0,3,0,0,4
SSC22571,39,36,3,3,181
