SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC21444,..,4,4,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,19,4,23
SSC21445,..,28,28,44,3,52,20,0,20,27,0,27,11,0,11,3,0,3,107,26,136
SSC21446,..,7,7,17,0,24,5,0,9,11,0,11,0,0,0,3,0,3,40,7,49
SSC21447,..,204,204,287,19,308,133,0,133,127,0,127,62,0,62,29,0,29,645,222,872
SSC21448,..,24,24,28,3,27,7,0,7,3,0,3,0,0,0,0,0,0,41,28,69
SSC21449,..,9,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13
SSC21450,..,150,150,184,7,186,86,0,86,85,0,85,44,0,44,17,0,17,419,158,573
SSC21451,..,4,4,15,0,14,10,0,10,0,0,0,0,0,0,0,0,0,24,3,30
SSC21452,..,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6
SSC21453,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,11
SSC21454,..,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SSC21455,..,6,6,9,0,9,6,0,6,6,0,6,6,0,6,0,0,0,31,6,40
SSC21456,..,3,3,10,0,10,5,0,5,3,0,3,0,0,0,0,0,0,14,3,20
SSC21457,..,16,16,10,3,17,3,0,3,3,0,3,4,0,4,0,0,0,20,20,38
SSC21458,..,1681,1681,2347,143,2489,1367,22,1382,1502,0,1500,643,0,648,231,0,231,6087,1843,7929
SSC21459,..,32,32,93,0,95,62,0,62,88,0,88,45,0,45,28,0,28,324,39,358
SSC21460,..,983,983,1660,93,1748,919,3,926,1017,3,1024,442,0,442,148,0,148,4187,1087,5274
SSC21461,..,13,13,13,0,13,3,0,3,3,0,3,5,0,5,3,0,3,29,13,46
SSC21462,..,11,11,30,0,30,15,0,15,8,0,8,8,0,8,3,0,3,57,11,73
SSC21463,..,7,7,13,0,13,6,0,6,3,0,3,3,0,3,0,0,0,23,7,32
SSC21464,..,175,175,244,14,260,137,0,138,159,0,159,62,0,62,27,0,27,623,192,811
SSC21465,..,26,26,28,3,30,12,0,12,15,0,15,0,0,0,0,0,0,54,29,82
SSC21466,..,17,17,13,0,13,3,0,3,3,0,3,0,0,0,0,0,0,24,17,38
SSC21467,..,397,397,405,74,477,309,24,336,211,10,223,98,10,112,94,10,104,1110,530,1645
SSC21468,..,35,35,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,36,43
SSC21469,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC21470,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC21471,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21472,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SSC21473,..,42,42,51,0,56,15,0,15,15,0,15,11,0,11,4,0,4,109,45,151
SSC21474,..,8,8,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,12,8,21
SSC21475,..,3,3,8,0,8,3,0,3,13,0,13,3,0,3,0,0,0,31,3,37
SSC21476,..,4,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,4,20
SSC21477,..,65,65,84,4,94,20,0,20,24,0,24,13,0,13,9,0,9,154,67,223
SSC21478,..,17,17,28,0,28,11,0,11,14,0,11,11,0,11,3,0,3,68,18,81
SSC21479,..,40,40,75,7,86,41,3,42,68,0,68,32,0,32,3,0,3,225,55,275
SSC21480,..,6,6,3,0,4,3,0,3,5,0,5,0,0,0,0,0,0,10,5,16
SSC21481,..,665,665,748,42,788,265,7,265,247,3,244,126,0,126,61,0,61,1447,718,2158
SSC21482,..,8,8,25,0,25,5,0,10,9,0,9,4,0,4,0,0,0,41,11,47
SSC21483,..,31,31,72,3,76,25,0,25,33,0,33,21,0,21,15,0,15,170,29,201
SSC21484,..,1019,1019,1527,79,1609,766,8,777,767,4,774,319,0,319,104,0,104,3486,1107,4588
SSC21485,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,..,3,3,6,0,6,8,0,8,3,0,3,0,0,0,0,0,0,14,3,22
SSC21487,..,48,48,96,6,103,57,0,57,60,0,60,30,0,30,24,0,24,270,49,317
SSC21488,..,42,42,38,3,40,13,0,13,6,0,6,5,0,5,3,0,3,58,41,104
SSC21489,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC21490,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21491,..,4,4,15,0,15,7,0,7,3,0,3,3,0,3,0,0,0,29,4,28
SSC21492,..,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8
SSC21493,..,10,10,8,0,13,5,0,5,8,0,8,5,0,5,3,0,3,26,12,34
SSC21494,..,7,7,9,0,7,0,0,0,8,0,8,0,0,0,0,0,0,16,8,25
SSC21495,..,1385,1385,1827,97,1917,967,15,976,1089,0,1091,426,0,427,151,0,149,4449,1496,5951
SSC21496,..,8,8,17,0,17,0,0,0,6,0,6,0,0,0,0,0,0,24,8,33
SSC21497,..,12,12,30,0,31,3,0,3,3,0,3,4,0,4,3,0,3,44,11,61
SSC21498,..,5,5,12,0,18,5,0,5,6,0,6,0,0,0,0,0,0,23,8,35
SSC21499,..,9,9,22,0,22,4,0,4,0,0,0,0,0,0,0,0,0,32,9,41
SSC21500,..,49,49,67,3,70,23,0,23,18,0,18,18,0,18,3,0,3,120,49,168
SSC21501,..,29,29,53,0,53,23,0,23,22,0,22,11,0,11,4,0,4,114,29,141
SSC21502,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21503,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
SSC21504,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC21505,..,83,83,104,3,108,23,0,23,25,0,25,9,0,9,3,0,3,164,85,248
SSC21506,..,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,4,13
SSC21507,..,66,66,65,8,68,22,3,25,11,0,11,10,0,10,3,0,3,103,77,185
SSC21508,..,3,3,4,0,4,3,0,3,3,0,3,3,0,3,0,0,0,14,3,16
SSC21509,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21510,..,18,18,13,3,10,0,0,0,4,0,4,0,0,0,0,0,0,12,15,29
SSC21511,..,75,75,116,6,125,75,0,75,96,0,91,22,0,22,20,0,20,327,79,412
SSC21512,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19
SSC21513,..,3,3,9,0,9,0,0,0,4,0,4,3,0,3,0,0,0,10,3,14
SSC21514,..,59,59,118,3,120,27,0,27,30,0,30,17,0,17,0,0,0,191,55,255
SSC21515,..,195,195,153,13,161,24,0,24,8,0,8,0,0,0,3,0,3,193,210,402
SSC21516,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,..,67,67,119,3,120,46,0,48,34,0,34,16,0,16,13,0,13,228,71,301
SSC21518,..,3,3,18,0,18,13,0,13,3,0,3,0,0,0,0,0,0,33,3,34
SSC21519,..,34,34,88,0,88,50,0,50,45,0,45,18,0,18,13,0,13,219,38,256
SSC21520,..,46,46,115,3,115,46,0,44,63,0,63,30,0,30,19,0,19,266,46,317
SSC21521,..,3,3,3,0,8,0,0,0,0,0,0,3,0,3,0,0,0,5,3,13
SSC21522,..,3,3,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,18,3,20
SSC21523,..,7,7,27,3,30,11,0,11,6,0,6,4,0,4,0,0,0,43,11,50
SSC21524,..,13,13,29,0,32,17,0,17,21,0,21,20,0,20,4,0,4,95,16,112
SSC21525,..,438,438,415,48,470,194,12,203,128,0,127,58,0,58,37,0,37,834,492,1333
SSC21526,..,70,70,166,7,169,61,0,61,91,0,90,41,0,41,21,0,21,373,82,447
SSC21527,..,21,21,56,0,60,26,0,26,32,0,32,17,0,17,4,0,4,139,23,170
SSC21528,..,152,152,228,19,251,111,0,111,106,0,106,46,0,46,31,0,31,524,178,698
SSC21529,..,21,21,32,0,33,12,0,12,8,0,8,3,0,3,3,0,3,57,21,78
SSC21530,..,19,19,41,3,45,13,0,13,5,0,5,8,0,8,0,0,0,71,23,93
SSC21531,..,5,5,25,0,23,9,0,9,0,0,0,0,0,0,0,0,0,28,6,36
SSC21532,..,130,130,152,11,157,38,3,41,29,3,37,17,0,17,4,0,4,245,148,395
SSC21533,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC21534,..,119,119,213,8,225,126,0,126,157,0,162,79,0,79,34,0,37,611,129,745
SSC21535,..,10,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
SSC21536,..,11,11,21,0,21,16,0,16,19,0,19,4,0,4,4,0,4,64,11,67
SSC21537,..,341,341,456,23,479,196,4,195,229,0,231,108,0,108,29,0,29,1021,371,1391
SSC21538,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,..,3,3,5,0,9,3,0,3,0,0,0,0,0,0,0,0,0,9,5,10
SSC21540,..,44,44,88,14,95,90,3,93,79,3,81,22,0,18,9,0,9,277,64,341
SSC21541,..,110,110,183,11,190,80,4,79,58,0,58,20,0,20,6,0,6,344,119,467
SSC21542,..,7,7,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,7,7,18
SSC21543,..,4,4,34,3,36,6,0,6,13,0,13,10,0,10,0,0,0,55,11,64
SSC21544,..,187,187,376,34,406,432,3,436,650,3,652,276,0,276,242,0,242,1971,225,2199
SSC21545,..,118,118,368,25,389,411,7,415,594,0,597,211,0,211,135,0,135,1717,149,1865
SSC21546,..,3,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13
SSC21547,..,19,19,28,3,34,11,0,11,5,0,5,0,0,0,0,0,0,48,20,64
SSC21548,..,167,167,481,11,489,359,3,361,589,0,589,269,0,269,77,0,77,1767,183,1952
SSC21549,..,14,14,67,0,69,44,0,44,70,0,70,41,0,41,27,0,27,244,10,260
SSC21550,..,66,66,77,0,77,20,0,20,26,0,26,14,0,14,3,0,3,141,67,215
SSC21551,..,44,44,92,0,92,42,0,42,57,0,57,28,0,28,10,0,10,231,51,280
SSC21552,..,130,130,220,17,235,87,0,90,136,0,136,56,0,56,25,0,25,527,144,679
SSC21553,..,0,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,9,0,11
SSC21554,..,980,980,1070,87,1158,569,21,594,628,0,624,210,3,218,66,3,69,2547,1096,3649
SSC21555,..,12,12,8,0,8,0,0,3,3,0,3,3,0,3,3,0,3,24,8,30
SSC21556,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC21557,..,23,23,12,0,12,3,0,3,4,0,4,0,0,0,0,0,0,22,23,38
SSC21558,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6
SSC21559,..,276,276,363,20,378,214,8,221,209,0,214,106,0,104,34,0,34,917,300,1220
SSC21560,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4
SSC21561,..,583,583,701,34,736,241,5,246,227,3,229,136,0,136,61,0,61,1358,631,1988
SSC21562,..,0,0,14,0,14,3,0,3,0,0,0,5,0,5,0,0,0,28,0,26
SSC21563,..,12,12,39,4,40,21,0,21,24,0,24,13,0,13,5,0,5,96,15,117
SSC21564,..,155,155,420,16,430,277,3,283,370,0,370,209,0,209,50,0,50,1323,173,1495
SSC21565,..,799,799,831,162,992,512,80,596,473,23,495,171,14,177,112,13,125,2101,1093,3191
SSC21566,..,34,34,36,0,36,26,0,26,30,0,30,13,0,13,5,0,5,109,32,144
SSC21567,..,3,3,8,0,12,3,0,3,0,0,0,0,0,0,0,0,0,9,3,20
SSC21568,..,34,34,64,8,67,16,0,16,21,0,21,9,0,9,3,0,3,111,35,151
SSC21569,..,14,14,27,4,31,13,0,13,10,0,10,0,0,0,4,0,4,59,21,75
SSC21570,..,9,9,11,0,11,4,0,4,3,0,3,0,0,0,0,0,0,19,9,23
SSC21571,..,3,3,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,12,3,13
SSC21572,..,31,31,16,0,23,12,0,18,3,0,3,4,0,4,5,0,5,47,32,82
SSC21573,..,284,284,283,36,323,51,0,52,48,0,48,12,0,12,9,0,9,408,326,728
SSC21574,..,190,190,174,9,185,43,0,48,36,0,36,11,0,11,6,0,6,272,202,470
SSC21575,..,78,78,117,3,124,47,0,51,42,0,42,9,0,9,11,0,11,225,86,316
SSC21576,..,1105,1105,1149,112,1262,483,51,529,602,13,608,268,3,271,59,0,63,2561,1279,3845
SSC21577,..,1847,1847,2061,313,2374,1090,155,1243,1453,63,1521,607,42,651,141,21,156,5351,2441,7790
SSC21578,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21579,..,44,44,40,7,42,20,0,20,11,0,11,0,0,0,5,0,5,78,49,120
SSC21580,..,28,28,83,5,86,37,0,37,41,0,41,22,0,22,4,0,4,185,35,215
SSC21581,..,9,9,42,0,39,9,0,9,8,0,8,5,0,5,6,0,6,74,12,81
SSC21582,..,10,10,25,0,29,6,0,6,8,0,8,3,0,3,3,0,3,50,15,57
SSC21583,..,297,297,289,19,305,156,4,168,159,3,161,69,0,69,20,0,20,690,331,1021
SSC21584,..,3,3,14,0,14,6,0,6,10,0,10,3,0,3,0,0,0,26,3,28
SSC21585,..,7,7,3,0,3,4,0,4,3,0,3,4,0,4,0,0,0,16,7,24
SSC21586,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10
SSC21587,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC21588,..,591,591,588,48,630,208,3,210,235,3,235,105,0,103,41,0,39,1177,637,1817
SSC21589,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SSC21590,..,8,8,17,0,17,4,0,4,10,0,10,0,0,0,3,0,3,34,8,40
SSC21591,..,10,10,27,0,35,6,0,6,10,0,10,3,0,3,0,0,0,59,12,72
SSC21592,..,32,32,33,0,33,11,0,11,17,0,17,3,0,3,0,0,0,63,32,97
SSC21593,..,1018,1018,1246,220,1466,703,77,781,718,55,778,224,13,237,125,5,132,3010,1393,4403
SSC21594,..,5,5,16,0,21,5,0,5,3,0,3,3,0,3,0,0,0,29,8,40
SSC21595,..,30,30,47,0,53,13,0,13,15,0,15,3,0,3,0,0,0,78,35,108
SSC21596,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,..,62,62,97,4,103,23,0,23,21,0,21,6,0,6,7,0,7,155,68,219
SSC21598,..,18,18,20,0,19,6,0,6,8,0,8,0,0,0,0,0,0,32,13,51
SSC21599,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC21600,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC21601,..,74,74,145,11,159,92,0,92,85,0,85,43,0,43,11,0,11,378,84,463
SSC21602,..,10,10,11,0,11,8,0,8,3,0,3,3,0,3,0,0,0,23,10,31
SSC21603,..,8,8,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,11,8,22
SSC21604,..,275,275,250,14,265,85,11,97,86,0,90,28,3,27,11,3,9,455,306,758
SSC21605,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,..,9,9,18,3,17,6,0,6,3,0,3,3,0,3,0,0,0,31,10,44
SSC21607,..,1263,1263,1148,92,1240,362,14,373,298,0,296,135,3,132,63,0,63,2002,1372,3374
SSC21608,..,23,23,55,0,53,24,0,24,41,0,41,18,0,18,13,0,13,144,24,168
SSC21609,..,61,61,72,0,77,16,0,16,19,0,19,0,0,0,0,0,0,106,57,170
SSC21610,..,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12
SSC21611,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SSC21612,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21613,..,19,19,16,0,16,4,0,4,12,0,12,5,0,5,6,0,6,51,19,68
SSC21614,..,296,296,472,17,485,149,0,150,123,0,123,50,0,49,15,0,15,806,314,1124
SSC21615,..,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18
SSC21616,..,6,6,20,0,20,6,0,6,10,0,10,3,0,3,0,0,0,41,6,48
SSC21617,..,46,46,81,4,91,22,0,20,28,0,28,7,0,7,4,0,4,146,52,195
SSC21618,..,376,376,470,31,503,332,15,349,517,3,522,184,0,186,38,4,46,1546,424,1974
SSC21619,..,29,29,16,3,21,6,0,6,0,0,0,0,0,0,0,0,0,27,35,55
SSC21620,..,22,22,17,0,17,0,0,0,9,0,9,0,0,0,0,0,0,32,22,51
SSC21621,..,12,12,16,0,16,4,0,4,4,0,4,3,0,3,3,0,3,28,12,40
SSC21622,..,12,12,19,0,18,0,0,0,3,0,3,0,0,0,0,0,0,25,7,34
SSC21623,..,7,7,7,0,7,4,0,4,8,0,8,7,0,7,0,0,0,24,7,30
SSC21624,..,556,556,870,66,936,766,16,782,791,9,799,566,6,577,474,3,476,3475,649,4119
SSC21625,..,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC21626,..,66,66,111,8,122,34,0,33,47,0,47,13,0,13,7,0,7,209,77,292
SSC21627,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC21628,..,0,0,10,0,11,6,0,6,3,0,3,0,0,0,3,0,3,22,7,25
SSC21629,..,7970,7970,5556,3070,8623,1580,1235,2821,631,514,1141,144,166,310,52,83,136,7970,13033,21007
SSC21630,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21631,..,870,870,883,92,974,531,13,551,345,5,354,147,0,152,111,0,113,2029,984,3007
SSC21632,..,1012,1012,1158,154,1311,697,14,709,548,4,556,248,0,255,174,0,174,2829,1183,4014
SSC21633,..,930,930,1531,134,1668,1067,9,1081,1083,3,1084,517,3,515,320,0,320,4514,1086,5600
SSC21634,..,3,3,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,13,3,16
SSC21635,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,7,0,8
SSC21636,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10
SSC21637,..,1682,1682,1635,123,1761,732,10,750,738,10,741,248,0,253,77,0,81,3437,1828,5266
SSC21638,..,38,38,97,3,104,49,0,53,74,0,74,31,0,31,13,0,13,267,42,305
SSC21639,..,3,3,3,0,0,5,0,5,3,0,3,0,0,0,0,0,0,8,10,13
SSC21640,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,20,3,19
SSC21641,..,6,6,6,0,10,3,0,3,0,0,0,3,0,3,0,0,0,20,8,24
SSC21642,..,315,315,330,20,349,159,3,162,109,0,112,53,0,53,29,0,29,683,330,1019
SSC21643,..,17,17,41,3,45,24,0,24,17,0,17,15,0,15,6,0,6,104,17,126
SSC21644,..,11,11,20,5,27,12,0,12,11,0,11,7,0,7,3,0,3,51,14,68
SSC21645,..,67,67,88,6,97,37,0,37,35,0,35,22,0,22,19,0,19,203,74,274
SSC21646,..,9,9,6,0,4,3,0,3,0,0,0,4,0,4,0,0,0,10,14,26
SSC21647,..,44,44,45,3,41,9,0,9,7,0,7,3,0,3,0,0,0,66,44,112
SSC21648,..,743,743,1347,96,1445,1176,13,1189,1214,4,1214,473,0,472,181,0,181,4392,860,5246
SSC21649,..,9,9,20,0,20,13,0,13,7,0,7,4,0,4,0,0,0,49,9,63
SSC21650,..,8,8,7,0,4,4,0,4,0,0,0,0,0,0,0,0,0,12,7,18
SSC21651,..,13,13,38,0,38,3,0,3,9,0,9,4,0,4,0,0,0,56,13,72
SSC21652,..,25,25,28,0,28,6,0,6,3,0,3,0,0,0,0,0,0,36,25,58
SSC21653,..,20,20,54,0,59,19,0,19,24,0,24,11,0,11,4,0,4,114,21,141
SSC21654,..,64,64,89,7,97,44,0,48,27,0,27,17,0,17,10,0,10,184,72,256
SSC21655,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21656,..,50,50,51,0,52,16,0,18,14,0,14,3,0,3,3,0,3,92,53,139
SSC21657,..,15,15,23,3,25,17,0,17,31,0,31,15,0,15,7,0,7,94,15,114
SSC21658,..,0,0,9,0,9,3,0,3,3,0,3,3,0,3,0,0,0,12,0,18
SSC21659,..,23,23,31,5,31,3,0,3,3,0,3,5,0,5,0,0,0,46,30,68
SSC21660,..,18,18,23,0,27,4,0,4,8,0,12,3,0,3,0,0,0,43,25,69
SSC21661,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC21662,..,167,167,284,9,291,51,0,51,37,0,37,26,0,26,6,0,6,409,174,585
SSC21663,..,27,27,20,3,25,5,0,5,3,0,3,0,0,0,4,0,4,40,28,64
SSC21664,..,98,98,277,14,289,208,3,216,194,0,195,86,0,86,75,0,75,842,117,957
SSC21665,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SSC21666,..,480,480,531,51,588,220,15,239,237,3,244,87,0,87,10,0,10,1095,559,1651
SSC21667,..,5,5,12,0,12,7,0,7,5,0,5,4,0,4,0,0,0,29,5,35
SSC21668,..,17,17,21,3,27,14,0,14,5,0,5,6,0,6,4,0,4,53,23,74
SSC21669,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,4
SSC21670,..,37,37,80,4,88,26,0,26,38,0,38,4,0,4,9,0,9,165,44,206
SSC21671,..,3784,3784,3960,345,4305,1666,64,1729,1445,30,1472,699,9,712,333,9,342,8102,4244,12346
SSC21672,..,1513,1513,2590,147,2741,1893,49,1941,2152,24,2178,884,5,891,392,3,397,7912,1742,9651
SSC21673,..,6,6,20,0,20,8,0,8,10,0,10,3,0,3,3,0,3,44,8,51
SSC21674,..,203,203,192,28,223,107,0,107,67,0,67,39,0,39,8,0,8,423,235,660
SSC21675,..,4,4,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,8,4,18
SSC21676,..,6,6,12,0,12,4,0,4,7,0,7,0,0,0,0,0,0,14,6,21
SSC21677,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC21678,..,3,3,11,0,6,3,0,3,3,0,3,0,0,0,0,0,0,15,6,18
SSC21679,..,9,9,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,11,9,16
SSC21680,..,151,151,287,22,312,188,3,194,217,0,218,91,0,91,42,0,42,828,173,1005
SSC21681,..,4,4,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,4,14
SSC21682,..,9,9,13,3,14,0,0,0,4,0,4,4,0,4,7,0,7,31,11,38
SSC21683,..,7,7,5,0,7,3,0,3,0,0,0,3,0,3,0,0,0,18,9,31
SSC21684,..,3,3,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,13,3,22
SSC21685,..,3,3,4,0,11,3,0,3,0,0,0,3,0,3,0,0,0,15,4,15
SSC21686,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8
SSC21687,..,91,91,84,0,86,16,0,16,20,0,20,9,0,9,0,0,0,129,93,222
SSC21688,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21689,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21690,..,4,4,4,0,5,0,0,0,3,0,3,0,0,0,0,0,0,11,6,18
SSC21691,..,33,33,48,0,49,17,0,17,10,0,10,10,0,10,0,0,0,81,40,117
SSC21692,..,205,205,279,10,292,93,0,96,115,0,115,58,0,59,15,0,15,563,221,785
SSC21693,..,3,3,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,3,11
SSC21694,..,1541,1541,1817,144,1967,985,37,1019,1053,16,1072,352,4,352,131,4,135,4337,1751,6088
SSC21695,..,73,73,94,12,105,52,0,53,48,0,48,18,0,18,10,4,16,222,94,310
SSC21696,..,6,6,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,17,6,18
SSC21697,..,13,13,16,3,18,3,0,3,3,0,3,3,0,3,3,0,3,27,16,41
SSC21698,..,3,3,11,0,11,3,0,3,6,0,6,0,0,0,0,0,0,21,3,22
SSC21699,..,13,13,30,0,35,3,0,7,9,0,9,3,0,3,0,0,0,48,14,63
SSC21700,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
SSC21701,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,4,12
SSC21702,..,10,10,8,0,8,10,0,10,8,0,8,3,0,3,0,0,0,37,10,48
SSC21703,..,11,11,32,0,30,15,0,15,19,0,19,8,0,8,3,0,3,78,12,86
SSC21704,..,1522,1522,1176,109,1283,462,11,474,345,0,345,133,0,133,61,0,61,2176,1637,3816
SSC21705,..,27,27,52,0,56,24,0,24,38,0,38,15,0,15,10,0,7,140,33,166
SSC21706,..,7,7,16,0,15,0,0,0,3,0,3,3,0,3,0,0,0,21,9,37
SSC21707,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8
SSC21708,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21709,..,12,12,10,0,10,5,0,5,0,0,0,0,0,0,0,0,0,20,12,33
SSC21710,..,18,18,8,0,13,9,0,9,3,0,4,0,0,0,0,0,0,23,25,41
SSC21711,..,5,5,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,16,5,16
SSC21712,..,5,5,14,0,14,0,0,0,3,0,3,0,0,0,0,0,0,20,5,26
SSC21713,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SSC21714,..,12,12,16,0,16,4,0,8,10,0,10,0,0,0,0,0,0,32,17,52
SSC21715,..,232,232,420,28,453,207,3,211,210,0,210,106,0,106,43,0,42,989,263,1255
SSC21716,..,7,7,20,0,24,11,0,11,12,0,12,9,0,9,3,0,3,57,9,64
SSC21717,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,11,3,18
SSC21718,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21719,..,3,3,14,0,14,4,0,4,4,0,4,0,0,0,0,0,0,22,3,25
SSC21720,..,424,424,485,38,519,295,14,309,311,6,319,136,0,140,32,0,35,1268,484,1749
SSC21721,..,415,415,539,28,566,344,9,356,412,10,421,134,5,141,48,0,46,1473,474,1949
SSC21722,..,3,3,11,0,11,3,0,3,0,0,0,5,0,5,3,0,3,20,3,22
SSC21723,..,783,783,1069,67,1132,523,18,536,622,0,621,221,0,221,43,0,47,2474,867,3344
