SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,10
SSC20061,0,0,0,5,16,31,18,16,0,94,11,17,21,24,50,41,12,30,3,216,5,9,6,12,45,50,23,19,3,167,8,20,27,36,19,22,8,10,3,157,11,13,19,18,52,28,14,5,0,154,5,22,13,10,10,12,8,5,0,86,4,10,8,11,39,35,12,28,4,156,6,29,31,26,43,23,9,14,5,186,3,3,0,0,3,3,4,3,16,39,48,130,134,141,278,242,100,135,40,1253
SSC20062,4,3,0,4,11,11,10,19,0,59,3,0,4,6,3,4,3,3,0,31,3,5,0,0,11,5,3,7,0,25,0,0,0,3,0,0,0,0,0,8,0,7,5,3,4,3,3,0,0,22,0,5,0,3,5,0,0,0,0,11,4,0,0,3,0,3,0,5,0,17,0,7,7,7,23,7,5,7,3,66,0,0,0,0,0,0,0,0,0,7,15,23,19,30,54,27,28,42,3,253
SSC20063,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14
SSC20064,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,12,0,0,0,7,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,10,0,3,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,3,11,13,7,13,3,12,3,66
SSC20065,24,37,37,50,104,188,137,323,8,910,46,148,136,177,289,415,215,463,21,1919,4,17,25,23,47,53,36,53,0,267,15,102,67,74,49,52,12,23,3,391,22,90,78,67,144,136,57,54,7,646,18,104,57,42,69,71,39,61,7,464,0,9,3,7,9,6,6,0,0,47,4,40,60,16,19,11,5,0,0,162,0,4,5,12,12,11,3,7,23,81,138,556,470,462,747,946,501,999,73,4890
SSC20066,0,0,0,0,0,3,0,0,0,10,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,11,4,9,4,0,3,0,45
SSC20067,8,10,8,16,51,64,40,56,3,254,32,32,58,62,118,101,67,68,0,534,7,19,15,22,95,104,71,65,3,408,21,60,52,45,45,58,23,28,0,334,15,21,34,37,84,49,17,17,0,283,14,63,32,25,36,38,16,15,0,231,3,5,0,5,16,26,17,27,0,97,9,38,11,19,20,26,17,17,3,152,0,0,0,3,3,7,0,3,9,37,105,248,216,239,484,467,255,291,28,2325
SSC20068,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,0,11,0,31
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC20070,0,3,3,8,3,9,3,19,0,52,4,10,6,8,6,7,4,4,3,47,0,3,3,0,0,20,4,3,0,35,0,6,3,0,3,4,0,3,0,19,0,5,3,3,3,7,0,3,0,28,0,7,3,0,0,4,0,0,0,18,0,0,0,0,0,4,0,3,0,9,0,5,4,4,3,3,3,3,0,25,0,0,3,0,0,3,0,0,0,4,10,34,25,20,20,52,18,49,4,230
SSC20071,0,8,4,3,8,3,4,14,0,43,0,3,4,12,7,10,4,8,0,49,0,0,6,0,3,4,0,3,0,26,0,4,3,3,0,0,0,0,0,13,0,5,3,3,0,3,3,0,0,19,0,0,7,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,8,29,28,23,21,28,11,32,0,178
SSC20072,0,3,0,0,0,0,4,7,0,21,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,4,3,3,5,4,15,0,49
SSC20073,6,5,3,6,15,21,14,20,0,95,18,18,17,29,40,32,13,18,4,184,4,5,3,14,35,31,21,26,3,144,11,22,15,23,13,18,11,14,7,127,7,14,17,27,31,13,11,6,3,129,3,40,20,18,17,3,5,14,0,119,6,7,0,3,6,13,6,12,3,61,3,24,11,12,10,20,4,7,3,89,3,0,3,0,0,0,0,0,0,11,60,136,83,132,171,151,87,122,22,957
SSC20074,31,31,40,72,159,296,190,383,8,1208,107,187,279,269,410,623,333,455,17,2684,16,32,32,44,127,157,89,98,14,591,37,169,117,125,110,92,59,60,9,782,23,95,137,131,241,205,73,75,11,1005,14,162,75,71,89,79,49,55,3,600,4,20,22,25,58,33,20,34,10,215,9,102,96,42,53,48,23,30,6,411,0,14,10,11,21,15,13,13,27,116,237,809,810,797,1261,1543,847,1202,103,7609
SSC20075,0,0,0,3,3,7,0,10,0,21,0,4,4,3,3,3,3,5,0,31,0,3,0,0,3,3,0,0,0,11,3,4,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,3,0,9,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5,11,10,17,8,18,0,86
SSC20076,15,18,31,50,76,145,123,253,3,706,46,140,149,153,182,311,169,244,10,1401,6,26,19,27,45,67,32,34,0,253,3,120,48,43,25,22,12,23,5,295,13,88,58,51,92,73,34,42,4,459,4,88,53,32,25,36,15,35,0,292,0,15,4,6,7,12,4,5,0,56,4,60,29,13,21,11,8,9,9,151,3,3,0,3,7,5,3,9,21,52,101,553,389,387,462,667,402,642,56,3659
SSC20077,8,15,18,31,76,129,55,126,5,473,35,81,84,111,175,249,101,143,5,984,11,17,32,29,70,90,31,40,7,318,18,85,56,50,39,35,16,15,3,306,11,50,50,49,104,76,39,30,9,415,10,91,45,48,32,29,19,26,3,302,3,6,13,5,25,14,10,7,6,87,4,48,39,28,32,19,3,7,6,189,0,4,3,7,16,12,0,3,9,52,91,388,331,349,564,654,281,401,50,3118
SSC20078,13,16,12,28,57,118,86,194,6,531,44,75,122,83,141,231,106,150,15,976,6,21,18,37,88,136,56,70,13,445,11,94,72,54,38,41,30,22,3,365,6,82,90,64,123,97,44,41,9,554,6,115,50,41,26,41,23,32,3,337,3,10,7,3,22,19,14,17,0,95,11,66,20,16,21,26,3,10,0,161,0,3,3,3,9,12,6,3,17,56,111,480,384,329,529,720,365,539,60,3516
SSC20079,16,16,13,22,49,112,75,138,0,445,26,54,71,74,149,184,60,104,5,737,6,23,20,41,110,116,59,63,10,454,9,104,63,63,30,37,25,9,0,349,20,57,79,74,117,119,40,30,10,541,11,151,65,49,48,47,20,24,5,420,5,12,15,11,53,43,11,20,0,171,10,60,27,30,43,30,10,14,7,227,3,8,3,5,13,10,7,12,14,66,103,495,351,370,609,694,317,422,53,3413
SSC20080,0,0,0,0,0,5,0,23,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,0,0,0,0,4,3,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,13,4,6,4,14,0,26,0,68
SSC20081,3,5,7,15,37,58,25,75,3,218,16,25,15,37,55,72,40,46,0,314,6,16,10,15,56,90,42,40,7,278,4,31,32,24,30,17,11,6,3,159,12,32,52,45,83,54,21,24,5,326,7,82,43,23,25,24,9,20,6,228,0,9,7,10,32,25,7,21,0,110,7,26,23,18,28,31,16,9,0,154,0,3,4,0,9,6,4,0,19,43,49,223,192,187,352,371,175,245,40,1832
SSC20082,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20083,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8
SSC20084,0,0,0,0,5,5,0,0,0,16,0,0,0,0,3,3,0,0,0,11,0,0,0,3,3,10,0,6,4,23,0,0,3,4,0,0,0,0,0,9,3,0,5,3,0,3,0,0,0,14,0,0,5,0,3,0,0,4,0,8,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,8,5,9,9,19,26,9,13,6,106
SSC20085,3,5,3,10,7,23,7,37,0,90,8,5,12,7,11,9,5,11,0,61,3,6,3,6,10,11,13,10,0,73,3,18,6,7,0,5,0,5,0,51,5,10,8,8,8,4,0,0,0,47,0,5,5,7,4,3,3,4,0,27,0,0,0,0,4,0,8,13,0,30,3,16,6,14,21,14,12,7,3,93,4,0,0,0,0,0,0,0,6,11,30,65,48,56,66,74,44,85,11,481
SSC20086,9,5,0,0,9,20,3,29,0,74,0,4,6,12,4,7,5,5,0,41,0,6,6,3,8,9,3,11,3,55,3,10,8,5,8,9,4,3,0,41,0,8,8,7,3,3,0,5,0,43,0,8,4,3,7,3,0,0,0,27,0,0,0,4,8,11,8,9,0,36,5,19,6,10,9,11,0,3,0,68,0,0,0,0,3,0,0,0,9,11,18,58,41,43,51,78,19,71,12,402
SSC20087,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC20088,17,17,27,32,97,155,70,164,9,589,54,70,100,123,226,252,82,156,17,1069,17,48,37,59,150,158,59,99,19,639,14,76,71,68,68,59,18,22,9,402,33,91,88,103,208,167,48,38,16,793,15,157,73,60,96,50,25,32,13,520,7,20,21,30,63,70,24,38,6,283,4,70,63,50,70,63,21,35,9,391,3,7,0,17,10,13,3,14,45,117,168,549,477,542,990,985,357,595,130,4798
SSC20089,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,7,3,6,0,26
SSC20090,0,0,0,0,9,17,6,17,0,57,4,8,3,10,15,17,8,14,0,86,0,3,9,7,16,29,18,15,0,101,0,18,3,6,3,7,0,0,0,41,0,6,9,8,10,10,3,3,3,49,3,9,7,9,6,5,6,7,0,51,0,0,0,5,4,9,3,3,0,27,0,9,4,8,3,4,0,4,0,29,0,0,0,0,0,0,0,3,0,5,9,57,38,58,60,101,50,64,9,448
SSC20091,0,3,0,0,4,9,4,14,0,34,0,3,4,3,11,3,0,8,0,27,3,3,0,0,3,4,3,8,0,27,4,9,3,3,0,0,0,3,0,24,4,0,7,3,5,3,0,3,0,26,0,4,0,0,0,3,0,0,0,13,0,3,0,3,0,0,3,0,0,11,0,8,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,10,32,16,16,29,22,13,36,0,176
SSC20092,3,3,4,4,6,10,4,20,0,61,7,7,4,12,14,9,7,3,0,55,3,0,3,6,15,17,9,13,0,62,0,9,4,8,10,3,0,4,0,42,0,6,6,12,10,8,0,8,0,52,0,15,3,4,6,4,0,0,0,37,0,3,0,0,0,7,3,15,0,32,0,7,7,3,0,4,0,3,0,25,0,0,0,0,0,0,0,0,3,3,14,60,28,52,65,62,33,68,3,380
SSC20093,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,23
SSC20094,8,12,21,12,39,68,45,94,3,301,24,47,50,72,61,95,47,64,3,460,12,19,21,35,67,128,58,69,3,418,16,46,52,46,54,37,14,29,8,303,11,33,40,50,104,70,26,30,3,366,6,85,35,27,26,24,17,17,3,241,9,7,18,21,48,56,41,59,3,266,9,75,38,29,31,37,23,20,6,265,0,6,4,3,3,4,6,3,17,48,98,322,279,294,441,526,259,387,54,2660
SSC20095,0,3,4,0,7,7,0,7,0,23,0,3,3,3,0,0,6,0,0,20,0,3,3,3,11,3,3,0,0,31,0,3,3,4,3,0,0,0,0,19,0,0,5,0,0,0,0,0,0,10,0,0,0,3,8,0,0,0,0,15,3,0,0,0,3,4,6,3,0,20,0,5,0,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,3,3,8,22,22,22,34,18,16,10,3,159
SSC20096,4,3,9,3,15,11,14,25,0,74,3,16,15,14,17,13,4,13,0,92,10,11,9,9,36,43,22,28,3,164,0,23,13,17,13,9,7,3,5,82,9,11,14,13,26,4,3,4,0,80,3,10,13,12,14,3,5,3,0,59,0,5,0,6,16,11,11,8,3,60,3,15,10,11,23,15,6,8,3,99,4,0,0,0,0,4,0,0,4,17,31,88,76,83,148,120,71,94,18,728
SSC20097,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8
SSC20098,0,3,0,0,0,10,0,9,0,23,0,0,9,3,0,10,0,3,0,26,0,0,3,0,12,4,0,9,0,23,0,0,0,0,0,0,0,0,0,5,0,6,5,5,9,4,0,0,0,32,0,3,0,3,0,0,3,3,0,12,0,0,0,0,0,8,3,7,0,20,0,4,3,3,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,6,17,19,16,33,30,6,20,0,158
SSC20099,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,3,0,20
SSC20100,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,18
SSC20101,0,0,0,0,3,0,0,7,0,17,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,12,3,11,11,9,3,8,3,62
SSC20102,10,16,13,24,40,61,33,90,9,297,26,29,55,59,79,85,30,71,5,440,13,20,23,30,122,108,46,64,5,423,27,58,74,101,81,35,23,19,5,420,21,36,36,46,77,43,14,25,3,307,14,81,45,48,47,37,30,27,3,332,5,10,15,21,34,26,17,47,3,188,21,86,47,84,75,50,30,24,20,429,3,10,6,3,4,3,4,3,16,54,144,352,319,415,556,447,217,373,70,2888
SSC20103,0,0,0,0,0,3,4,12,0,12,0,0,0,0,3,3,3,4,0,13,0,0,0,0,6,6,3,0,0,12,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,3,3,3,3,4,8,10,21,9,8,19,3,79
SSC20104,24,9,16,27,76,103,94,161,0,501,27,89,89,129,198,262,147,227,8,1166,4,15,29,22,46,75,30,43,4,257,8,58,79,62,37,41,22,13,8,316,6,34,21,37,99,90,50,36,0,380,0,52,50,26,47,37,25,19,0,259,3,5,13,3,11,13,10,3,0,65,7,21,37,22,31,17,3,14,3,154,0,0,4,3,10,12,0,10,22,55,73,283,336,334,552,637,377,515,41,3160
SSC20105,0,0,0,0,0,0,3,8,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,9,6,13,0,53
SSC20106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,7,3,3,0,22
SSC20107,13,4,5,14,20,33,16,49,4,156,12,14,26,38,44,42,26,34,4,228,8,8,8,16,47,58,15,28,4,199,8,20,31,26,20,20,10,14,0,150,4,19,30,27,46,25,4,12,6,180,0,25,20,15,8,9,10,8,3,93,4,4,3,4,18,17,15,24,0,91,3,29,24,12,22,18,12,12,4,137,3,3,0,4,0,9,0,0,7,26,51,127,144,157,234,228,112,182,26,1257
SSC20108,0,3,3,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,20,3,35
SSC20109,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SSC20110,5,15,12,27,37,62,43,111,0,319,40,74,87,141,133,143,107,127,3,857,12,28,6,39,74,59,26,38,0,272,19,86,50,61,37,27,20,24,3,328,11,46,31,35,59,47,17,6,0,257,8,76,44,28,24,20,11,20,3,245,3,16,7,5,10,13,4,18,0,78,7,53,28,17,29,15,7,15,4,175,3,4,3,0,5,9,0,3,14,33,105,389,264,356,412,398,238,358,26,2555
SSC20111,9,10,15,16,45,30,29,61,3,218,29,58,62,66,104,94,47,66,3,531,3,21,16,33,81,93,35,48,4,347,18,56,65,61,45,28,19,16,0,304,9,20,39,30,77,37,21,11,3,246,9,63,22,34,34,28,11,12,3,219,5,3,11,12,10,13,21,19,3,90,9,61,37,40,41,21,9,16,10,242,0,0,0,4,3,9,3,3,3,30,85,290,267,301,446,359,197,262,36,2236
SSC20112,10,3,6,10,32,48,31,60,0,208,14,39,43,41,59,86,59,63,0,398,7,11,17,20,52,61,35,32,3,234,11,41,29,34,24,25,15,11,0,191,9,38,34,38,62,29,18,10,3,234,6,62,26,22,28,20,11,6,3,181,0,3,0,3,12,14,8,10,0,60,7,34,27,16,24,25,11,16,0,151,3,0,0,0,3,3,5,4,3,29,63,233,179,175,297,313,180,210,20,1679
SSC20113,0,0,0,0,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,0,7,8,7,4,6,3,15,3,57
SSC20114,0,0,3,0,0,15,0,11,3,32,0,3,6,4,3,0,0,5,0,21,0,0,0,0,3,0,4,3,0,9,0,3,0,0,3,0,0,0,0,6,0,7,0,3,4,3,0,0,0,15,0,3,3,0,0,0,3,0,0,10,0,3,0,0,0,0,7,4,0,12,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,4,20,15,14,11,25,14,19,3,122
SSC20115,0,0,0,0,0,3,0,7,0,16,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,0,12,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,7,5,8,8,20,3,18,3,67
SSC20116,0,5,3,0,0,3,3,9,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,3,9,0,30
SSC20117,3,4,3,6,0,6,3,4,0,32,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,15,3,20,3,58
SSC20118,4,3,0,4,0,6,10,20,3,50,0,0,0,0,0,5,0,5,0,12,0,0,0,4,4,0,3,3,0,19,4,3,6,5,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,3,0,15,0,6,0,3,0,3,0,0,4,25,0,0,0,0,0,0,0,0,3,3,10,23,13,16,9,17,17,28,7,145
SSC20119,10,5,3,15,21,35,16,51,3,165,15,25,34,40,37,46,28,34,0,256,9,14,15,11,20,52,27,28,3,175,6,36,19,22,12,6,3,7,0,113,10,33,21,20,12,19,4,7,0,129,4,29,12,14,4,12,9,6,0,88,3,0,3,3,4,6,3,10,0,36,4,31,17,12,12,10,3,8,0,98,0,0,0,0,8,0,0,0,4,17,60,179,126,145,140,183,100,145,11,1083
SSC20120,0,0,0,0,0,3,4,9,0,18,3,3,3,13,4,7,7,5,0,52,0,0,3,4,5,5,4,3,3,27,0,0,0,3,0,0,0,0,0,8,0,3,0,11,0,3,3,3,0,24,0,3,0,5,0,0,0,0,0,11,0,0,3,0,4,3,0,0,0,12,0,8,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,24,15,30,12,25,21,24,5,157
SSC20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
