SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC21797,0,0,3,0,0,7,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,3,3,3,23
SSC21798,0,0,0,0,4,3,3,10,0,22,0,0,0,3,0,6,4,6,0,15,0,3,0,0,4,8,6,3,0,22,0,3,3,0,0,0,0,0,0,6,0,3,3,5,0,3,0,3,0,24,0,6,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,8,0,6,3,4,0,3,0,0,0,20,0,0,0,0,0,0,0,0,3,8,0,23,17,13,15,20,17,27,3,134
SSC21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21801,0,0,0,3,0,0,3,11,0,21,0,3,5,9,4,4,3,3,0,28,0,0,0,3,3,3,5,3,0,15,0,3,4,3,0,0,0,0,0,10,0,3,3,4,3,3,0,3,0,16,0,6,4,0,0,0,0,0,0,14,3,0,0,0,6,0,0,3,0,8,0,3,3,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,5,17,16,16,16,17,12,25,0,126
SSC21802,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,4,0,5,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,3,13,5,9,0,11,0,50
SSC21803,0,0,0,3,0,3,3,3,0,10,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,10,13,0,44
SSC21804,42,93,118,154,352,596,281,617,10,2263,150,423,421,503,1008,1326,497,619,46,4992,37,97,126,139,302,401,140,178,23,1441,47,386,213,198,174,105,58,55,16,1250,72,276,293,287,507,428,155,115,18,2154,44,505,217,158,177,178,71,92,24,1481,6,45,36,43,93,108,42,47,6,433,24,265,193,99,142,105,34,37,21,921,14,25,15,13,32,54,16,24,79,267,441,2107,1635,1592,2798,3300,1298,1793,240,15200
SSC21805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,11
SSC21806,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,10,0,8,0,40
SSC21807,0,11,0,0,0,7,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,6,5,3,9,4,11,0,51
SSC21808,0,5,0,5,4,4,3,25,3,53,5,5,0,3,4,3,3,3,0,36,3,0,3,3,10,0,9,4,0,29,3,5,0,3,4,0,3,0,0,23,0,5,0,4,3,3,3,0,0,16,0,7,4,4,0,0,0,0,0,10,3,0,0,0,3,0,0,3,0,15,0,3,0,4,3,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,30,10,26,34,21,21,37,8,203
SSC21809,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,17
SSC21810,0,0,0,3,0,6,3,15,3,37,0,3,0,5,3,8,3,0,0,22,0,0,0,0,12,4,0,5,0,24,0,7,6,6,8,3,3,0,0,31,0,3,8,0,3,0,0,0,0,13,0,3,7,4,0,3,0,0,0,18,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,6,22,17,15,31,23,8,26,8,159
SSC21811,0,0,0,0,3,3,0,16,4,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,4,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,3,0,3,0,3,0,3,4,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,15,7,12,9,17,10,24,10,94
SSC21812,5,0,0,0,4,3,0,15,0,35,4,5,0,8,6,3,0,0,0,35,0,3,3,3,6,9,0,3,0,36,0,0,4,3,3,4,3,0,0,13,0,4,0,4,4,3,0,0,0,17,0,8,0,3,0,0,0,0,0,12,0,0,0,4,0,5,0,0,0,13,0,6,3,0,3,0,6,0,0,28,0,0,0,0,0,0,0,0,0,8,10,27,19,32,28,35,15,30,0,191
SSC21813,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,8,0,21
SSC21814,0,0,0,3,0,3,3,17,0,35,3,0,0,6,3,7,0,0,3,23,0,0,0,5,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,5,0,10,0,4,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,4,9,11,19,19,14,26,8,114
SSC21815,27,39,49,61,234,297,150,274,19,1155,74,145,173,235,481,583,230,251,11,2187,21,54,75,87,265,325,97,132,22,1086,27,145,140,127,114,83,25,39,13,713,42,146,161,173,388,308,111,79,12,1412,31,244,149,109,139,120,58,63,15,935,12,33,40,45,133,108,46,51,8,470,20,146,116,92,147,81,27,44,30,698,0,10,8,10,23,16,5,15,57,151,255,966,914,938,1920,1924,758,955,189,8813
SSC21816,0,4,0,3,3,3,0,10,0,26,3,0,0,0,0,3,0,3,0,9,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,5,3,4,3,8,13,5,14,8,71
SSC21817,0,0,0,3,4,0,0,6,0,12,0,0,3,4,0,3,0,0,0,11,3,0,0,0,3,5,0,4,0,19,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,5,3,7,15,13,13,6,16,0,76
SSC21818,0,0,0,3,0,3,0,10,3,22,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,8,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,8,5,19,11,7,4,16,4,67
SSC21819,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,11
SSC21820,4,3,3,0,6,11,5,11,0,49,7,0,11,11,6,5,3,10,0,52,6,5,4,7,5,11,0,10,0,47,3,8,3,11,3,3,0,0,0,32,3,4,4,5,0,3,3,0,0,30,3,7,3,4,7,3,3,0,0,26,0,0,0,0,3,9,4,9,0,21,0,4,9,3,10,6,6,3,0,44,0,0,0,0,0,0,0,0,0,8,21,38,31,39,47,53,31,47,7,307
SSC21821,0,0,0,0,3,3,0,9,0,12,0,0,0,0,3,0,3,4,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,8,5,16,0,50
SSC21822,0,4,3,3,0,0,3,22,0,34,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,8,4,0,0,13,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,3,4,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,5,5,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,8,9,8,17,15,13,13,27,5,101
SSC21823,0,0,4,0,8,0,0,4,0,13,0,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,0,4,0,5,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,15,8,13,0,67
SSC21824,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,4,3,11,0,32
SSC21825,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC21826,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,3,19
SSC21827,0,0,0,0,0,3,3,7,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,5,7,0,35
SSC21828,0,0,0,0,3,4,3,14,0,28,0,0,0,3,0,0,0,3,0,9,0,0,0,0,3,3,0,0,0,8,0,5,3,0,0,0,0,0,0,9,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,6,0,4,3,0,3,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,10,14,11,12,10,3,21,3,89
SSC21829,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,13
SSC21830,0,0,0,0,0,3,0,3,0,5,0,3,3,4,0,0,3,0,0,10,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,0,3,0,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,7,13,15,8,4,12,0,72
SSC21831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC21832,0,3,3,0,0,5,0,5,0,15,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,0,3,3,0,13,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,12,8,5,7,14,8,13,0,68
SSC21833,0,3,0,3,0,8,4,23,0,46,0,0,0,3,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,3,4,5,0,20,0,0,0,3,0,6,0,8,0,19,0,0,0,0,0,0,0,0,0,0,5,14,8,20,6,27,15,39,0,129
SSC21834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21835,0,3,0,0,0,3,3,6,0,18,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,4,5,10,9,0,10,0,54
SSC21836,0,0,6,0,0,3,0,12,0,22,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,12,0,15,0,46
SSC21837,14,14,41,53,112,204,134,242,7,816,59,141,166,160,317,437,219,254,12,1760,22,30,40,43,115,128,50,60,6,502,23,108,92,79,51,44,21,25,3,449,27,68,92,85,185,131,62,43,8,706,17,138,74,62,76,63,27,40,6,505,3,19,17,15,35,28,7,20,0,143,8,73,67,42,53,23,11,10,3,290,0,0,8,7,8,10,4,13,32,78,168,591,591,542,955,1070,540,711,83,5255
SSC21838,0,7,5,5,4,17,10,33,0,80,5,4,9,11,10,4,10,4,0,49,0,3,3,0,3,17,0,3,0,33,4,12,13,13,0,3,0,4,0,46,3,12,4,4,3,8,0,0,0,32,0,0,10,0,0,3,0,0,0,19,0,0,0,0,12,6,3,7,0,27,3,16,8,3,5,8,0,3,0,48,3,0,0,0,0,0,0,0,3,10,16,49,49,35,41,76,26,51,8,357
SSC21839,3,0,0,3,0,4,0,9,0,15,0,0,8,0,3,5,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,8,12,9,7,13,9,8,0,63
SSC21840,0,0,0,0,3,0,0,0,0,13,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,3,0,11,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,7,11,8,15,7,3,16,9,66
SSC21841,5,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,5,3,7,0,32
SSC21842,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21843,0,0,0,0,0,3,0,12,3,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,6,0,15,3,56
SSC21844,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,5,3,5,0,27
SSC21845,0,0,0,3,3,9,0,5,0,26,3,3,7,8,14,5,3,0,0,40,4,7,3,3,11,12,4,5,0,52,0,0,6,0,0,0,0,0,0,13,3,0,6,0,9,0,7,0,0,30,0,7,5,4,0,3,0,3,3,25,0,0,0,0,3,8,3,3,0,20,3,10,3,3,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,4,11,32,29,19,39,41,16,27,3,227
SSC21846,0,0,0,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,20
SSC21847,0,0,0,5,4,12,3,12,0,34,0,3,5,5,4,3,3,3,0,34,0,0,3,4,14,11,6,8,0,46,0,5,3,3,0,0,0,3,0,21,0,4,10,8,3,7,5,0,0,33,0,8,0,0,0,0,0,0,0,12,0,3,0,6,5,6,0,5,0,28,0,6,3,0,3,4,0,3,0,18,0,0,0,0,0,0,0,0,0,7,7,32,21,26,32,43,22,44,3,225
SSC21848,0,0,0,5,3,3,3,15,0,24,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,4,0,4,0,9,0,0,3,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,3,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,4,3,12,9,9,9,3,19,0,84
SSC21849,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,7,3,6,0,30
SSC21850,0,4,0,0,0,7,0,6,0,19,0,0,0,0,3,0,0,3,0,5,0,0,3,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,8,5,0,5,14,7,16,4,60
SSC21851,0,0,9,9,20,40,19,34,4,136,8,5,20,23,38,30,12,25,0,161,7,12,20,10,50,39,23,40,3,203,11,36,27,33,22,19,7,16,3,166,5,19,24,19,28,18,3,6,0,120,7,53,14,25,21,10,4,7,9,144,6,8,6,5,54,17,20,24,3,144,7,39,20,27,48,19,7,9,3,191,7,0,0,0,0,0,0,0,9,22,62,171,143,141,280,191,93,158,36,1283
SSC21852,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,3,0,0,9,0,20
SSC21853,0,0,3,0,0,0,0,3,0,7,0,0,3,3,0,0,0,0,0,7,0,0,0,3,6,5,0,4,0,14,0,0,3,3,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,9,9,15,17,0,12,3,69
SSC21854,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,12
SSC21855,8,9,6,9,26,26,12,43,3,143,11,4,16,14,18,16,10,13,0,95,3,7,15,10,25,41,11,29,0,142,3,9,10,21,10,12,4,9,0,79,3,5,7,15,17,14,9,0,4,78,4,21,11,6,6,5,3,3,0,60,0,3,0,0,9,14,4,16,0,50,9,37,7,11,39,21,12,10,3,136,0,3,0,3,4,0,0,5,0,10,36,94,65,94,160,142,68,123,16,800
SSC21856,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,3,13,4,5,4,8,0,44
SSC21857,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,15
SSC21858,0,0,4,3,6,9,8,45,0,73,0,0,0,0,3,3,0,0,0,14,0,0,3,0,0,0,0,3,0,11,0,6,0,0,0,4,0,0,0,12,3,3,4,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,0,4,0,3,4,5,0,5,0,22,0,0,0,0,0,0,0,0,0,0,4,16,16,8,21,24,11,58,3,162
SSC21859,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10
