SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC21010,51,0,449,0,1125,0.6,1062,1.7
SSC21011,45,1604,665,210,1825,0.7,1600,2.5
SSC21012,49,0,537,0,1187,0.6,1187,2
SSC21013,49,1509,595,220,1421,0.8,1231,2.4
SSC21014,35,0,820,0,1812,0.9,1124,4.1
SSC21015,35,0,450,0,0,0,0,0
SSC21016,0,0,0,0,0,0,0,0
SSC21017,39,1300,612,0,1625,0.9,1312,2.7
SSC21018,38,1517,722,220,1954,0.8,1731,2.8
SSC21019,45,1517,533,200,2028,0.7,1525,2.5
SSC21020,42,1517,550,210,1854,0.7,1562,2.6
SSC21021,56,0,466,0,0,0.6,900,1.5
SSC21022,52,2200,604,161,1374,0.6,1156,2
SSC21023,61,0,364,0,749,0.8,743,2
SSC21024,57,0,424,0,1125,0.6,725,2.1
SSC21025,39,897,543,75,1624,1,1375,3.2
SSC21026,37,0,900,0,2624,1.3,1625,4
SSC21027,47,650,661,0,1292,0.8,1375,1.5
SSC21028,46,0,574,0,0,0,0,1
SSC21029,45,0,900,0,2249,0.6,1875,2
SSC21030,49,0,833,0,1562,1.2,1375,3
SSC21031,50,1300,517,250,1194,0.8,938,2.1
SSC21032,52,1250,496,200,1262,0.7,1034,2.4
SSC21033,36,1798,630,0,1749,0.8,1375,3.3
SSC21034,51,451,472,50,1187,0.7,1050,2.3
SSC21035,40,515,780,88,1708,0.7,1437,2.4
SSC21036,52,1668,580,155,1083,0.7,1021,2
SSC21037,49,829,483,0,966,1,1124,1.6
SSC21038,45,1300,619,230,1472,0.8,1294,2.6
SSC21039,53,1105,458,0,899,0.7,900,2.6
SSC21040,34,1733,539,326,1438,0.9,1253,2.6
SSC21041,50,625,489,37,1075,0.6,900,2.1
SSC21042,58,0,450,0,0,1,474,1
SSC21043,43,2000,629,110,1666,0.8,1937,2.9
SSC21044,48,1354,735,153,2166,0.9,1625,2.7
SSC21045,41,821,483,0,2249,0.9,2249,3.4
SSC21046,57,939,587,225,1312,0.6,1083,1.6
SSC21047,59,771,395,200,837,0.7,694,1.9
SSC21048,38,1200,654,258,1303,0.8,1194,2.7
SSC21049,38,1202,538,250,1281,0.7,993,2.1
SSC21050,51,1200,624,240,1625,0.9,1228,2.3
SSC21051,38,1300,607,250,1401,0.8,1128,2.3
SSC21052,47,2253,762,338,1958,0.9,1774,2.8
SSC21053,52,650,456,0,1125,0.6,725,1.6
SSC21054,63,0,850,0,0,0,0,0
SSC21055,53,732,428,0,1025,0.8,780,2.3
SSC21056,51,1393,519,160,1437,0.6,1375,2.3
SSC21057,49,1359,545,250,1312,0.7,1271,2.7
SSC21058,57,0,428,0,0,0.7,489,1.2
SSC21059,50,1500,660,98,1474,0.9,1300,2.2
SSC21060,53,2058,900,50,2062,0.8,1874,2.6
SSC21061,47,1160,579,120,1343,0.7,1272,2.5
SSC21062,39,1300,593,220,1544,0.8,1364,2.8
SSC21063,49,0,366,0,1312,1.3,1312,4
SSC21064,44,1517,738,0,1946,0.7,1766,2.5
SSC21065,45,1300,717,141,1649,0.8,1410,2.6
SSC21066,44,1517,618,245,1683,0.8,1411,2.7
SSC21067,46,1300,535,115,1857,0.8,1403,2.4
SSC21068,50,440,458,75,1053,0.7,767,2.1
SSC21069,50,0,754,0,1875,0.4,1687,1.7
SSC21070,60,1000,459,170,1125,0.7,793,1.8
SSC21071,56,0,525,80,1187,0.8,1125,2.4
SSC21072,37,1950,809,385,2112,0.8,1804,2.7
SSC21073,57,0,849,0,0,0,0,0
SSC21074,40,0,866,0,2249,0.6,2249,2
SSC21075,57,0,599,0,1875,0.8,1249,1.9
SSC21076,47,1517,487,0,1542,0.7,1125,2.8
SSC21077,46,1517,678,140,1812,0.7,1469,2.8
SSC21078,0,0,0,0,0,0,0,0
SSC21079,40,0,537,0,0,0,0,3
SSC21080,47,1365,675,223,1541,0.7,1292,2.5
SSC21081,53,1300,471,250,1139,0.8,796,2.1
SSC21082,52,867,440,50,1041,1,817,2.6
SSC21083,55,0,1062,0,1875,0.5,1562,1.6
SSC21084,40,1559,654,100,1642,0.8,1375,3
SSC21085,0,0,0,0,0,0,0,0
SSC21086,58,720,372,150,866,0.8,739,1.8
SSC21087,31,0,450,0,1749,0.6,749,2.3
SSC21088,45,0,524,0,0,1,1437,0
SSC21089,54,0,624,0,0,0,0,2
SSC21090,48,1083,537,150,1410,0.8,1075,2.3
SSC21091,15,0,824,0,0,0,1874,0
SSC21092,55,1106,466,0,1124,0.7,762,2.2
SSC21093,43,1733,640,128,1833,0.8,1430,2.8
SSC21094,55,1300,693,0,1325,0.7,1274,1.9
SSC21095,52,1593,433,0,1125,0.7,1124,2.1
SSC21096,39,1950,752,350,2023,0.8,1724,2.7
SSC21097,34,2000,671,392,2032,0.9,2030,3.4
SSC21098,44,582,450,140,1624,0.6,725,2
SSC21099,40,1750,478,0,1562,0.8,1562,3
SSC21100,50,1842,817,0,2031,0.8,1468,2.4
SSC21101,48,1127,597,150,1812,1,1812,2.5
SSC21102,48,1300,605,90,1303,0.7,1083,2.4
SSC21103,0,0,0,0,0,0,0,0
SSC21104,46,0,575,0,949,1,949,2.7
SSC21105,33,0,519,0,1149,0.7,1375,2.2
SSC21106,40,1477,583,300,1468,0.8,1222,2.4
SSC21107,45,2000,693,170,2022,0.8,1855,2.9
SSC21108,50,1213,488,205,1073,0.8,937,2.3
SSC21109,47,871,506,113,1210,0.8,966,2.3
SSC21110,42,1716,885,88,2104,0.8,2019,2.7
SSC21111,3,0,0,0,0,0,0,0
SSC21112,59,0,1875,0,0,0,0,2
SSC21113,42,2442,728,385,2696,0.9,2518,3.1
SSC21114,43,0,530,56,1687,0.7,1124,2.9
SSC21115,41,1517,627,245,1625,0.8,1409,2.8
SSC21116,38,1600,491,312,1368,0.9,1137,2.5
SSC21117,35,1560,489,324,1363,0.9,1301,3
SSC21118,45,1734,466,250,1083,0.7,1021,2.4
SSC21119,47,1231,686,200,1375,0.8,1125,2.1
SSC21120,51,2167,462,154,1187,0.7,966,2.1
SSC21121,45,1083,574,200,1382,0.7,1035,2.2
SSC21122,40,1452,624,300,1608,0.8,1243,2.4
SSC21123,42,2500,865,450,2921,0.9,2226,2.7
SSC21124,40,2300,706,317,2154,0.9,1425,2.4
SSC21125,33,1508,540,320,1358,1,1307,3.2
SSC21126,46,1591,716,0,1395,0.6,1233,2.3
SSC21127,47,1083,525,0,1541,0.9,1375,2.4
SSC21128,34,1791,556,0,1875,0.7,1437,2.7
SSC21129,46,1343,582,260,1534,0.8,1237,2.5
SSC21130,53,1350,549,240,1516,0.7,1361,2.3
SSC21131,41,1950,758,340,2358,0.9,2133,3.2
SSC21132,60,1734,668,0,1583,0.5,762,1.6
SSC21133,49,1491,604,200,1431,0.8,1174,2.3
SSC21134,42,1160,693,0,1300,0.8,972,2.3
SSC21135,48,1350,534,200,1375,0.8,1292,2.5
SSC21136,41,1586,524,271,1252,0.8,958,2.3
SSC21137,50,0,574,0,2166,1,1199,1.4
SSC21138,48,1200,395,0,949,0.7,774,2.2
SSC21139,41,1600,733,223,1860,0.8,1642,2.9
SSC21140,57,0,612,0,1375,0.6,1749,1.9
SSC21141,41,986,711,100,1562,0.8,1413,2.7
SSC21142,59,0,449,0,0,0,0,0
SSC21143,32,2167,950,371,2645,1,1813,2.2
SSC21144,34,2358,981,396,2709,1,1976,2.4
SSC21145,50,2116,665,0,1416,0.7,1124,2.3
SSC21146,51,1910,535,80,1281,0.8,1174,2.6
SSC21147,45,1751,729,180,2031,0.8,1968,2.8
SSC21148,39,1517,701,0,2062,0.8,1731,2.6
SSC21149,44,1576,584,301,1494,0.8,1190,2.4
SSC21150,45,2100,674,200,1292,0.7,1100,2.5
SSC21151,56,1105,437,200,1003,0.7,787,2.1
SSC21152,37,1695,693,300,1886,0.9,1761,3
SSC21153,66,0,725,0,0,0.5,1074,1.6
SSC21154,39,2000,734,399,2022,0.9,1816,2.9
SSC21155,45,1101,575,170,1224,0.7,1053,2.5
SSC21156,39,1932,744,350,2075,0.8,1775,2.7
SSC21157,49,1417,491,133,1291,0.7,939,2.1
SSC21158,37,2167,827,365,2214,0.9,1753,2.4
SSC21159,36,1900,686,332,1827,0.9,1404,2.4
SSC21160,34,1517,455,246,1133,1,916,2.5
SSC21161,42,950,866,0,1958,0.6,1812,2.3
SSC21162,55,931,599,0,1937,0.6,1312,2
SSC21163,45,1300,639,300,1209,0.8,1087,2.4
SSC21164,51,1300,623,300,1237,0.8,1047,2
SSC21165,37,1400,634,228,1538,0.8,1099,2.1
SSC21166,39,1700,683,250,2274,0.7,2022,2.8
SSC21167,50,2050,883,162,2333,0.7,2143,2.5
SSC21168,43,0,1083,0,0,1,949,1.9
SSC21169,48,800,599,100,1354,0.6,1208,2.8
SSC21170,44,1083,499,190,1274,0.7,922,2.3
SSC21171,43,0,700,0,1875,0.5,1125,2.5
SSC21172,49,1070,536,180,1353,0.7,961,2.2
SSC21173,37,0,1437,0,2374,0.6,2374,2.4
SSC21174,58,0,462,0,900,0.5,699,1.4
SSC21175,45,2300,489,0,1833,0.7,1375,3
SSC21176,39,2100,794,375,2173,0.9,1613,2.4
SSC21177,49,1525,693,18,1550,0.8,1375,2.2
SSC21178,39,1733,685,310,2008,0.8,1630,2.7
SSC21179,39,0,399,0,949,0,575,0
SSC21180,49,1042,628,210,1375,0.8,1281,2.7
SSC21181,49,1300,495,0,1228,0.8,1160,2.5
SSC21182,47,1625,564,250,1444,0.9,1583,2.8
SSC21183,42,1733,762,150,1812,0.7,1446,2.5
SSC21184,34,1733,690,340,1893,0.9,1807,3.3
SSC21185,40,1139,474,0,1375,0.7,724,3
SSC21186,22,0,825,250,1983,0.8,1952,2.7
SSC21187,45,1733,652,131,1755,0.8,1550,2.8
SSC21188,55,0,424,0,0,0.5,450,1
SSC21189,43,0,417,0,1374,0.4,1124,1.7
SSC21190,46,0,433,0,1312,0.6,937,3.1
SSC21191,55,1300,1016,0,2083,0.5,1208,1.7
SSC21192,53,650,517,100,1269,0.7,971,2.1
SSC21193,35,1993,704,345,2083,0.9,2032,3.5
SSC21194,35,1456,578,300,1506,0.9,1403,2.9
SSC21195,43,921,483,0,1375,0.8,743,2.3
SSC21196,47,945,638,95,1271,0.8,982,2.5
SSC21197,41,1192,612,200,1376,0.7,1058,2.2
SSC21198,27,0,859,462,1812,1,1375,2.2
SSC21199,48,1018,477,0,1249,0.5,966,1.9
SSC21200,43,2034,575,0,1343,1,1325,2.7
SSC21201,0,0,0,0,0,0,0,0
SSC21202,15,0,634,0,2250,0.8,1625,2.4
SSC21203,0,0,0,0,0,0.5,0,0
SSC21204,59,1196,420,0,749,0.7,575,1.8
SSC21205,35,2000,699,395,2073,0.9,1688,2.6
SSC21206,46,1821,728,50,2078,0.9,1687,2.6
SSC21207,38,200,649,0,3374,0.8,1999,2.1
SSC21208,47,0,575,138,3249,0.4,899,1.5
SSC21209,33,1950,676,351,1848,0.9,1542,2.7
SSC21210,32,1545,707,310,1652,0.8,1494,2.8
SSC21211,34,1300,630,0,1542,1.2,1583,3.8
SSC21212,45,1655,692,105,1875,0.9,1774,3
SSC21213,50,2396,752,0,1875,0.6,1800,2.5
SSC21214,40,1842,730,331,2034,0.9,1799,2.9
SSC21215,61,0,537,0,0,0.8,1074,1.3
SSC21216,59,0,541,0,1083,0.5,1062,1.5
SSC21217,40,0,350,0,687,1.1,899,1.5
SSC21218,41,1279,591,0,1687,0.7,1312,2.2
SSC21219,42,1668,734,300,1968,0.8,1812,3
SSC21220,56,1598,489,270,1188,0.7,949,2.2
SSC21221,47,1950,764,165,1702,0.8,1547,2.7
SSC21222,53,737,437,175,1045,0.8,777,2.1
SSC21223,49,2010,612,0,1624,0.5,1374,2.6
SSC21224,40,1213,627,150,1412,0.8,1187,2.6
SSC21225,39,1733,746,225,1886,0.8,1703,2.8
SSC21226,52,1700,556,265,1297,0.7,1037,2.2
SSC21227,44,1863,731,350,2065,0.8,1864,2.9
SSC21228,45,1517,705,300,1823,0.7,1582,2.7
SSC21229,45,1733,569,46,1687,0.8,1478,3
SSC21230,37,1142,778,135,1625,0.8,1542,2.5
SSC21231,19,0,900,0,0,0,0,0
SSC21232,44,1248,589,240,1351,0.7,1016,2.1
SSC21233,48,1716,612,145,1625,0.8,1452,2.5
SSC21234,46,1300,657,128,1333,0.7,1187,2.2
SSC21235,45,900,606,140,1174,0.7,1021,2.2
SSC21236,42,1300,600,200,1477,0.8,1228,2.7
SSC21237,40,2167,875,371,2437,0.9,1914,2.5
SSC21238,43,2600,951,420,3008,0.8,2495,2.8
SSC21239,36,1447,446,300,1186,0.9,1061,2.7
SSC21240,47,1846,582,46,1343,0.6,1187,2.4
SSC21241,26,1556,688,310,1357,0.7,1297,2.8
SSC21242,59,953,575,0,1374,0.6,900,1.5
SSC21243,47,1220,575,206,1375,0.7,1083,2.2
SSC21244,60,1300,415,165,790,0.7,756,2
SSC21245,37,1820,835,390,2131,0.8,1916,2.8
SSC21246,47,0,664,0,1625,0.7,1208,1.5
SSC21247,43,988,596,0,1343,0.7,1235,2.6
SSC21248,38,0,850,0,2250,0.5,1375,1.9
SSC21249,53,1849,593,0,1474,0.9,1339,2.5
SSC21250,50,0,774,0,1625,0.7,1583,2.6
SSC21251,54,1127,442,0,1125,0.7,849,2.6
SSC21252,48,1500,727,244,2073,0.7,1807,2.6
SSC21253,49,1524,597,200,1437,0.8,1312,2.4
SSC21254,34,0,449,0,1375,2,1375,1
SSC21255,37,0,299,0,0,0,450,1
SSC21256,54,433,407,125,791,0.7,685,2
SSC21257,0,0,0,0,0,0,0,0
SSC21258,58,0,450,0,0,0.6,0,2
SSC21259,34,0,1125,0,0,0,1249,2.3
SSC21260,49,1647,571,150,1458,0.8,1308,2.5
SSC21261,46,667,424,0,1125,0.8,1406,2
SSC21262,50,0,664,0,1833,0.8,1375,2
SSC21263,58,900,575,185,1374,0.5,1031,1.6
SSC21264,57,1174,466,243,1174,0.8,945,2.2
SSC21265,59,0,725,0,1624,0.5,1375,2
SSC21266,54,0,680,0,1208,0.6,1166,2
SSC21267,50,1300,575,150,1187,0.6,979,2.3
SSC21268,55,1579,531,300,1343,0.7,935,2.1
SSC21269,32,672,373,115,977,0.9,877,2.9
SSC21270,0,0,0,0,0,0,0,0
SSC21271,41,1790,711,350,2091,0.8,1819,2.9
SSC21272,46,1083,756,115,1687,0.7,1541,2.3
SSC21273,38,745,665,0,1625,0.7,780,1.5
SSC21274,54,1300,497,240,1155,0.7,881,2.1
SSC21275,54,1127,494,190,1337,0.7,774,2
SSC21276,41,1750,550,230,1375,0.8,1275,2.2
SSC21277,43,596,574,0,1124,0.6,933,2.3
SSC21278,44,1800,727,309,2077,0.8,1734,2.7
SSC21279,42,1733,762,333,1804,0.8,1553,2.5
SSC21280,44,0,860,0,2749,1.3,2749,4
SSC21281,45,884,406,180,1343,0.8,1187,2.5
SSC21282,52,0,725,0,0,0.6,0,2
SSC21283,49,0,833,0,1625,0.5,1562,1.5
SSC21284,54,1083,591,0,1333,0.8,1149,2.9
SSC21285,42,1300,539,250,1253,0.7,994,2.3
SSC21286,44,2447,835,277,2590,0.8,2413,3
SSC21287,49,650,537,100,1369,0.7,1027,2.1
SSC21288,56,1200,449,0,1125,0.6,900,2
SSC21289,34,0,850,0,0,1,0,4
SSC21290,46,2600,675,0,1375,0.9,1357,2.5
SSC21291,53,0,599,0,1374,0.6,1125,2.3
SSC21292,44,1387,537,0,1562,0.7,1300,2.6
SSC21293,43,1800,624,0,1875,0.9,1375,2.5
SSC21294,53,922,737,0,1624,0.6,1208,2
SSC21295,57,0,483,0,0,0.6,1149,2
SSC21296,42,1250,687,0,974,0.6,949,1.5
SSC21297,48,0,725,0,1375,0.6,1249,3
SSC21298,45,867,495,175,1238,0.7,922,2.5
SSC21299,41,0,537,0,1833,0.4,1416,2.5
SSC21300,45,999,575,205,1562,0.7,1416,2.6
SSC21301,43,1300,575,150,1568,0.7,1281,2.4
SSC21302,37,1287,559,120,1379,0.8,1246,2.8
SSC21303,54,1083,525,0,1199,0.7,1062,2.2
SSC21304,36,1517,577,321,1524,0.8,1417,2.9
SSC21305,38,892,665,80,1375,0.7,1291,2.5
SSC21306,44,2000,692,360,2023,0.8,1742,2.8
SSC21307,41,1600,502,320,1481,0.8,1368,2.9
SSC21308,43,2000,610,360,1752,0.8,1484,2.7
SSC21309,41,1717,668,391,2047,0.8,1896,3.1
SSC21310,51,2000,394,0,1562,1,1874,3.3
SSC21311,43,1733,555,350,1468,0.8,1278,2.6
SSC21312,53,0,706,0,1874,0.6,1375,2
SSC21313,41,1567,687,0,1375,0.8,1374,2.8
SSC21314,37,0,668,123,1437,1.5,1291,2.1
SSC21315,71,0,1312,0,0,0,0,2
SSC21316,40,1042,450,0,1999,0.4,725,1.5
SSC21317,38,1000,928,288,1875,0.7,1125,2.2
SSC21318,42,1400,586,250,1485,0.7,1110,2.2
SSC21319,33,2019,1012,392,2480,1,1956,2.2
SSC21320,49,975,502,170,1195,0.7,886,2.2
SSC21321,40,0,706,120,1833,0.6,1125,2.6
SSC21322,46,1800,661,100,1825,0.7,1437,2.5
SSC21323,50,1517,762,100,1224,0.6,1499,2.4
SSC21324,40,2383,627,0,1625,1,1541,2.8
SSC21325,50,1650,754,185,3125,0.6,1937,2.1
SSC21326,54,1403,537,194,1562,0.6,1125,2
SSC21327,55,1802,483,0,1999,0.7,762,1.5
SSC21328,39,2513,923,438,2786,0.9,2206,2.6
SSC21329,40,2500,836,430,2604,0.9,2149,2.8
SSC21330,38,1625,412,0,949,0.9,1124,2.3
SSC21331,35,2000,580,360,1616,0.9,1585,3.2
SSC21332,38,1668,721,320,1896,0.8,1679,2.8
SSC21333,49,1380,677,200,1800,0.7,1525,2.2
SSC21334,41,1426,728,230,1916,0.8,1784,3
SSC21335,49,1083,537,0,933,0.7,860,2.1
SSC21336,42,1600,715,260,1757,0.8,1609,2.8
SSC21337,51,1515,525,250,1366,0.7,1036,2.2
SSC21338,46,0,325,0,0,0.5,0,0
SSC21339,30,1800,764,330,1875,0.8,1775,2.8
SSC21340,45,1083,603,235,1718,0.8,1542,2.7
SSC21341,46,1517,625,25,1733,0.7,1625,2.9
SSC21342,57,2084,589,0,1624,0.5,1075,2.5
SSC21343,43,1250,583,160,1550,0.8,1375,2.6
SSC21344,38,1560,597,285,1589,0.8,1343,2.6
SSC21345,42,1550,763,246,1962,0.8,1604,2.5
SSC21346,39,1733,664,345,1673,0.8,1338,2.5
SSC21347,38,1632,692,381,1979,0.9,1899,3.2
SSC21348,53,1800,681,50,1333,0.6,1093,1.7
SSC21349,40,2034,490,75,1031,0.8,949,2.4
SSC21350,41,1500,638,285,1638,0.8,1353,2.5
SSC21351,44,1733,622,359,1431,0.8,1318,2.6
SSC21352,39,1690,659,260,1633,0.8,1433,2.8
SSC21353,57,672,485,0,1624,0.7,612,1.9
SSC21354,37,1400,418,280,1086,0.9,1044,3
SSC21355,31,1600,444,331,1227,0.9,1106,2.7
SSC21356,51,1335,612,156,1555,0.7,1233,2.3
SSC21357,35,2026,855,300,2259,1,1665,2.3
SSC21358,48,0,450,0,1374,0.8,1124,3.5
SSC21359,60,0,474,0,1062,0.6,1062,2
SSC21360,37,1300,675,240,1775,0.9,1512,2.7
SSC21361,60,936,532,230,1267,0.8,1142,2
SSC21362,55,0,368,0,762,0.5,474,1.7
SSC21363,59,0,725,0,0,0.5,762,1.6
SSC21364,0,0,0,0,0,0,0,0
SSC21365,43,1733,659,216,1375,0.8,1125,2.4
SSC21366,39,1733,632,371,1693,0.8,1478,2.7
SSC21367,50,1148,866,0,0,0.4,1312,2.1
SSC21368,52,1095,619,0,1375,0.6,1562,1.7
SSC21369,43,867,703,74,1375,0.7,1212,2.5
SSC21370,48,1300,492,144,1437,0.7,949,2.5
SSC21371,51,1042,575,25,1624,0.7,1124,2.1
SSC21372,35,1700,636,268,1606,0.8,1345,2.7
SSC21373,47,1650,819,130,1937,0.7,1874,2.5
SSC21374,38,0,550,13,2124,0.8,1625,2.3
SSC21375,64,0,575,0,1024,1,1125,1.6
SSC21376,52,986,464,160,1029,0.7,791,2.1
SSC21377,50,1185,494,190,1476,0.8,1317,2.5
SSC21378,46,1603,644,183,1642,0.8,1329,2.7
SSC21379,43,0,624,0,1374,0.8,1208,2.1
SSC21380,39,1400,810,80,1913,0.8,1779,2.8
SSC21381,43,1942,700,75,2583,0.8,1833,2.8
SSC21382,48,2000,575,0,1937,0.6,1437,3
SSC21383,0,0,0,0,0,0,0,0
SSC21384,42,1235,575,270,1416,0.7,1321,2.8
SSC21385,45,2500,1147,522,3365,0.8,2625,2.5
SSC21386,53,1842,612,0,949,0.7,933,2.5
SSC21387,48,1300,725,0,2624,0.7,2166,2.7
SSC21388,40,1300,610,233,1451,0.8,1256,2.6
SSC21389,58,380,373,110,731,0.7,560,1.9
SSC21390,42,802,695,125,1687,0.6,1062,2.9
SSC21391,45,1250,508,220,1237,0.7,937,2.4
SSC21392,39,1733,537,92,1499,0.7,959,2.4
SSC21393,54,1517,455,0,1270,0.7,1021,2.3
SSC21394,43,1372,541,160,1208,0.7,1178,2.7
SSC21395,47,1042,547,0,1208,0.7,974,2.5
SSC21396,45,1300,544,0,1454,0.8,1292,2.6
SSC21397,50,1408,525,120,1375,0.7,1125,2.3
SSC21398,59,0,725,0,1375,0.6,900,2
SSC21399,29,0,624,0,1624,0.6,1375,3
SSC21400,50,0,833,0,0,0,0,1
SSC21401,54,0,574,0,0,0,0,3
SSC21402,56,921,450,0,1125,0.5,850,1.7
SSC21403,33,1500,618,277,1510,0.8,1374,2.9
SSC21404,45,1300,548,190,1285,0.8,1018,2.4
SSC21405,47,1300,471,175,1062,0.8,1062,2.4
SSC21406,45,1600,598,300,1554,0.8,1221,2.4
SSC21407,46,1400,734,0,2687,0.8,2374,3
SSC21408,46,1350,590,200,1406,0.8,1202,2.6
SSC21409,53,1083,463,0,1125,0.7,883,2
SSC21410,42,975,836,160,1843,0.8,1231,2.8
SSC21411,40,2000,679,163,1575,0.7,1413,2.6
SSC21412,46,1512,580,200,1525,0.7,1134,2.5
SSC21413,53,1214,532,0,1292,0.6,924,2
SSC21414,62,0,649,0,0,0.5,0,2
SSC21415,34,0,574,0,0,0,962,2
SSC21416,45,1380,587,0,1312,0.7,1062,3.3
SSC21417,41,965,571,200,1292,0.8,1125,2.9
SSC21418,47,1000,579,180,1334,0.8,1065,2.5
SSC21419,53,812,493,78,1083,0.7,900,2.1
SSC21420,51,1517,504,215,1144,0.7,1031,2.2
SSC21421,48,1279,512,150,1166,0.7,833,2.6
SSC21422,61,0,1024,0,0,0.6,0,2
SSC21423,43,0,574,0,0,0,0,0
SSC21424,0,0,0,0,0,0,0,0
SSC21425,37,0,574,0,1374,2,1374,2.5
SSC21426,46,1610,691,320,1949,0.7,1503,2.5
SSC21427,47,0,350,0,1624,0.4,649,1.8
SSC21428,54,0,560,0,1666,0.6,1125,2.2
SSC21429,49,0,474,0,1625,0.7,762,1.5
SSC21430,51,0,514,0,949,0.6,900,2.8
SSC21431,59,0,900,0,1875,0.6,1562,1.5
SSC21432,41,0,249,0,1749,0,1749,0
SSC21433,45,1408,575,0,1228,0.7,1187,2.7
SSC21434,49,0,323,140,466,0.7,417,2
SSC21435,51,1300,527,250,1105,0.7,972,2.2
SSC21436,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0
SSC21438,50,2000,820,265,2376,0.7,1671,2.3
SSC21439,39,0,962,0,0,0.3,1499,0
SSC21440,53,1300,468,215,1084,0.7,804,2.1
SSC21441,44,1436,525,200,1562,0.8,1204,2.5
SSC21442,51,477,433,0,979,0.7,880,2.6
SSC21443,37,1670,447,316,1221,0.9,1112,2.9
SSC21444,56,500,394,0,833,0.9,749,1.9
SSC21445,43,1300,612,113,1410,0.7,1345,2.7
SSC21446,46,1733,682,0,1674,0.8,1604,2.7
SSC21447,43,1560,642,298,1689,0.8,1415,2.6
SSC21448,57,800,517,138,1187,0.7,747,1.8
SSC21449,41,739,537,0,1208,0.5,949,1.5
SSC21450,39,1517,568,250,1361,0.8,1149,2.6
SSC21451,55,1733,780,0,1875,0.7,1895,2.2
SSC21452,60,0,440,0,849,0.6,724,2
SSC21453,48,0,537,0,1208,0.8,1437,2.4
SSC21454,54,0,239,0,450,0.8,483,1.7
SSC21455,45,910,495,100,1281,0.7,1104,2.9
SSC21456,54,0,725,0,1416,0.7,1395,2.4
SSC21457,53,975,414,150,1166,0.8,780,2.1
SSC21458,37,1700,720,320,1857,0.8,1579,2.7
SSC21459,41,2000,698,346,2122,0.8,2048,3.3
SSC21460,37,1681,670,315,1802,0.8,1562,2.7
SSC21461,43,1392,459,150,1375,0.7,949,2.6
SSC21462,42,1504,618,125,1266,0.8,1187,2.6
SSC21463,39,525,445,81,1291,0.8,1031,2.4
SSC21464,39,1650,657,250,1630,0.8,1381,2.7
SSC21465,49,1900,667,175,1875,0.7,1300,2.2
SSC21466,49,1083,450,110,1024,0.7,735,1.8
SSC21467,31,1381,496,295,1265,0.9,1210,2.7
SSC21468,52,0,560,200,687,0.9,630,1.2
SSC21469,33,0,437,0,0,0,0,0
SSC21470,50,0,284,0,1024,0,1024,0
SSC21471,66,0,518,0,0,0.6,824,2
SSC21472,56,0,899,0,1999,0.6,1375,2
SSC21473,43,1151,526,150,1312,0.7,1105,2.4
SSC21474,52,909,469,115,1542,0.7,949,2
SSC21475,34,1577,612,210,1625,0.8,1481,3.2
SSC21476,52,1300,593,185,899,0.7,849,1.7
SSC21477,49,870,522,130,1242,0.7,972,2.3
SSC21478,42,1246,656,268,1531,0.7,1410,2.6
SSC21479,32,1710,901,365,2023,0.8,1815,2.9
SSC21480,47,0,604,240,1374,1,1062,2.4
SSC21481,43,1412,574,240,1393,0.7,1076,2.4
SSC21482,47,1928,657,223,1458,0.7,1375,2.6
SSC21483,43,1452,633,135,1640,0.8,1531,2.9
SSC21484,39,1582,627,330,1588,0.8,1358,2.6
SSC21485,0,0,0,0,0,0,0,0
SSC21486,47,0,630,58,1562,0.7,1292,2.6
SSC21487,38,1517,606,215,1593,0.8,1447,3
SSC21488,49,943,461,92,1062,0.7,777,2.2
SSC21489,49,0,900,0,0,0.7,949,1
SSC21490,0,0,0,0,0,0,0,0
SSC21491,49,2084,693,0,1792,0.6,1833,2.6
SSC21492,61,0,431,0,833,0.8,725,2
SSC21493,37,1275,657,0,1281,0.7,1062,2.6
SSC21494,45,1100,877,0,2250,0.7,1687,2.4
SSC21495,39,1800,664,330,1764,0.8,1448,2.6
SSC21496,48,1940,525,100,1125,0.8,900,2.1
SSC21497,51,1200,547,110,1271,0.7,1031,2.4
SSC21498,50,1083,642,263,2071,0.8,1208,2.4
SSC21499,61,1400,530,0,1291,0.7,1042,1.9
SSC21500,46,1296,582,220,1330,0.7,1111,2.4
SSC21501,44,1300,551,251,1348,0.8,1234,2.6
SSC21502,25,0,575,0,0,0,0,0
SSC21503,38,0,1166,0,2374,0.6,2125,2
SSC21504,56,0,825,0,1125,0.5,1124,2
SSC21505,51,1083,451,175,1057,0.7,888,2.1
SSC21506,34,0,574,0,1583,1.1,1542,2.7
SSC21507,54,655,478,106,1218,0.7,762,2.1
SSC21508,49,0,450,0,1562,0.5,1375,2.9
SSC21509,46,0,899,0,0,0,0,0
SSC21510,53,1325,472,290,2083,0.7,725,1.7
SSC21511,42,1975,638,320,1899,0.8,1678,2.8
SSC21512,46,585,483,0,1125,0.8,1124,1.6
SSC21513,44,1423,754,0,1625,0.7,1187,2.7
