SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC21046,9,8,7,3,4,0,3,0,0,34
SSC21047,8,9,6,9,7,10,5,14,3,71
SSC21048,16,11,7,12,10,13,11,16,0,89
SSC21049,95,244,135,131,103,96,33,89,10,925
SSC21050,6,17,8,7,3,0,11,5,0,53
SSC21051,363,746,597,516,480,400,224,521,50,3899
SSC21052,18,28,15,6,13,10,9,12,0,110
SSC21053,4,0,0,0,0,3,3,3,0,13
SSC21054,0,0,0,0,0,0,3,0,0,4
SSC21055,9,0,3,3,0,0,6,14,0,34
SSC21056,17,3,5,6,9,8,4,4,0,47
SSC21057,20,11,8,3,6,5,3,5,0,58
SSC21058,3,3,0,3,0,0,0,0,0,17
SSC21059,29,14,7,3,6,5,3,11,0,78
SSC21060,12,7,8,0,3,3,0,8,3,37
SSC21061,33,12,27,15,13,6,8,30,3,146
SSC21062,54,27,53,28,39,24,26,39,9,299
SSC21063,5,0,0,0,0,0,0,0,0,8
SSC21064,18,13,21,8,12,7,9,18,4,120
SSC21065,33,18,21,7,10,9,10,17,3,124
SSC21066,75,94,91,64,72,44,38,49,3,530
SSC21067,38,23,12,8,9,9,13,27,3,138
SSC21068,36,16,5,24,4,0,8,21,3,117
SSC21069,7,3,0,0,0,0,0,6,0,18
SSC21070,21,13,10,12,7,11,9,9,0,93
SSC21071,13,3,3,3,3,3,0,0,0,29
SSC21072,200,320,161,124,237,136,74,84,13,1357
SSC21073,3,0,0,0,0,0,0,0,0,3
SSC21074,11,0,0,0,0,0,0,0,0,12
SSC21075,4,3,0,3,0,3,0,0,0,15
SSC21076,0,14,7,0,0,0,0,0,0,19
SSC21077,61,55,54,32,64,45,22,39,5,374
SSC21078,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0,0,4
SSC21080,17,19,25,15,14,9,10,14,0,121
SSC21081,48,24,42,32,33,33,38,46,4,311
SSC21082,5,3,6,4,0,0,5,6,0,38
SSC21083,8,0,0,3,0,0,0,3,0,12
SSC21084,66,31,21,23,15,21,12,22,0,216
SSC21085,0,0,0,0,0,0,0,0,0,3
SSC21086,6,0,0,3,0,3,0,6,0,19
SSC21087,7,4,0,0,0,0,0,3,0,11
SSC21088,5,0,3,0,0,4,0,0,0,12
SSC21089,3,0,0,0,0,0,0,3,0,8
SSC21090,37,30,29,32,22,12,7,18,3,189
SSC21091,5,0,0,0,0,0,0,0,0,7
SSC21092,3,6,0,4,0,0,0,8,0,26
SSC21093,32,51,45,25,39,25,26,43,6,288
SSC21094,4,3,5,5,0,0,0,0,0,28
SSC21095,7,0,0,4,0,3,0,8,0,25
SSC21096,1337,2824,1481,1128,1669,995,342,615,137,10537
SSC21097,1091,1318,1160,645,1329,976,524,637,178,7857
SSC21098,9,4,0,4,3,0,3,0,0,21
SSC21099,10,8,5,0,3,0,5,3,0,35
SSC21100,15,4,12,7,7,4,3,4,0,52
SSC21101,21,16,5,4,10,5,0,5,0,69
SSC21102,18,13,9,12,12,5,3,12,0,84
SSC21103,0,0,0,4,0,0,0,0,0,4
SSC21104,3,0,3,0,0,0,0,4,0,13
SSC21105,18,8,0,3,4,0,0,3,0,27
SSC21106,558,1239,1068,839,866,785,391,652,95,6500
SSC21107,98,87,102,52,68,37,24,45,3,514
SSC21108,10,36,23,12,12,8,3,19,0,127
SSC21109,78,23,27,21,18,23,15,39,4,256
SSC21110,39,19,13,7,10,11,8,17,3,137
SSC21111,0,0,0,0,0,0,0,0,0,0
SSC21112,3,0,0,0,0,0,0,0,0,4
SSC21113,27,48,21,19,40,18,3,20,5,203
SSC21114,12,3,3,3,0,0,0,0,0,28
SSC21115,58,83,84,71,62,70,65,75,8,577
SSC21116,214,408,384,220,317,192,192,205,41,2162
SSC21117,347,597,715,534,609,439,522,643,95,4496
SSC21118,19,8,0,3,8,0,4,6,4,57
SSC21119,68,40,18,25,10,13,0,22,7,213
SSC21120,26,8,11,5,5,7,7,3,0,69
SSC21121,569,746,694,529,527,505,259,515,62,4400
SSC21122,257,613,480,390,416,332,157,293,40,2983
SSC21123,1541,2148,402,596,786,573,69,181,79,6384
SSC21124,382,666,207,233,306,230,72,107,23,2222
SSC21125,605,974,1834,1300,1357,922,1565,1808,243,10605
SSC21126,33,14,3,7,3,3,3,15,0,82
SSC21127,7,4,8,3,0,3,0,3,9,32
SSC21128,14,3,8,0,6,0,0,4,3,36
SSC21129,58,81,62,37,38,40,32,71,4,421
SSC21130,28,46,11,9,8,14,3,8,0,128
SSC21131,66,98,66,47,73,47,10,31,3,435
SSC21132,0,3,0,0,0,0,0,3,0,11
SSC21133,42,20,32,28,15,14,6,20,0,187
SSC21134,36,17,7,10,6,4,3,12,0,100
SSC21135,33,10,10,4,13,6,8,13,0,92
SSC21136,342,369,783,497,381,425,293,491,57,3633
SSC21137,0,0,0,3,0,3,0,3,0,8
SSC21138,3,4,3,3,3,3,0,4,0,25
SSC21139,95,124,107,74,90,76,59,65,9,707
SSC21140,0,0,3,0,0,0,0,0,0,12
SSC21141,63,17,22,21,15,4,19,35,4,193
SSC21142,0,0,0,0,0,0,0,0,0,3
SSC21143,2117,5302,740,1179,1593,1121,146,516,196,12912
SSC21144,1360,3157,445,638,941,651,100,237,115,7645
SSC21145,11,3,0,0,0,0,0,3,0,28
SSC21146,19,7,18,10,18,14,8,10,3,102
SSC21147,96,112,159,61,114,86,67,56,14,764
SSC21148,14,19,38,9,21,14,8,16,3,143
SSC21149,455,546,593,408,355,250,206,396,76,3288
SSC21150,19,7,8,7,15,0,8,11,0,79
SSC21151,107,115,147,96,84,94,86,125,14,856
SSC21152,42,52,98,40,45,39,43,35,7,406
SSC21153,4,3,0,0,0,0,0,0,0,7
SSC21154,238,351,154,130,216,141,59,100,23,1416
SSC21155,19,5,21,13,6,8,9,18,0,100
SSC21156,692,1376,618,500,676,458,163,296,50,4826
SSC21157,27,7,7,6,4,0,0,8,0,56
SSC21158,478,1218,273,247,395,251,67,141,40,3110
SSC21159,300,920,382,321,374,229,128,232,60,2942
SSC21160,114,362,269,271,208,142,164,250,44,1831
SSC21161,21,0,0,0,6,0,0,4,0,32
SSC21162,14,3,3,4,3,0,7,5,0,35
SSC21163,43,47,42,50,27,17,4,29,3,257
SSC21164,32,36,16,21,12,13,4,18,0,156
SSC21165,148,336,278,287,184,172,141,156,13,1721
SSC21166,14,32,29,21,17,11,13,13,6,163
SSC21167,15,21,10,10,3,0,4,6,0,72
SSC21168,0,0,0,0,0,0,3,0,0,9
SSC21169,30,0,9,3,0,0,3,6,3,56
SSC21170,93,70,126,74,91,67,100,132,14,769
SSC21171,11,0,0,0,0,0,0,3,0,24
SSC21172,113,59,101,79,75,75,119,99,21,739
SSC21173,9,0,0,0,0,0,0,0,0,13
SSC21174,3,0,0,0,0,0,0,4,0,13
SSC21175,16,4,10,0,11,3,5,6,0,46
SSC21176,890,1524,553,493,760,514,144,252,61,5196
SSC21177,18,8,5,3,4,7,3,11,0,55
SSC21178,1184,2589,1070,1053,1156,1047,306,596,109,9104
SSC21179,13,0,0,0,0,0,0,0,0,11
SSC21180,25,13,14,4,9,0,4,7,0,72
SSC21181,4,5,12,8,3,0,10,3,0,48
SSC21182,29,16,30,10,18,5,9,24,0,150
SSC21183,32,8,12,8,17,5,10,13,3,108
SSC21184,910,1294,1347,850,1431,1051,715,793,127,8522
SSC21185,8,3,0,0,0,0,0,3,0,17
SSC21186,95,51,357,350,11,4,8,9,16,907
SSC21187,59,42,50,28,40,17,21,30,6,302
SSC21188,0,0,0,0,0,0,0,0,0,4
SSC21189,3,0,0,3,0,0,0,0,0,13
SSC21190,6,0,0,0,0,3,0,0,0,16
SSC21191,4,4,3,0,3,3,3,3,0,25
SSC21192,77,49,24,37,17,16,31,42,5,301
SSC21193,45,40,66,32,76,46,49,27,9,393
SSC21194,1420,2438,2563,2034,2723,1930,2125,1998,344,17570
SSC21195,3,8,3,4,0,0,0,3,0,26
SSC21196,22,0,9,0,3,0,3,3,0,42
SSC21197,798,1199,926,786,772,797,360,718,85,6443
SSC21198,10,9,7,13,9,10,9,26,3,95
SSC21199,8,0,4,0,3,0,0,3,0,27
SSC21200,14,9,0,0,3,3,0,7,0,37
SSC21201,0,0,0,0,0,0,0,0,0,0
SSC21202,3,19,0,3,0,0,0,5,0,39
SSC21203,0,0,0,0,0,0,0,0,0,3
SSC21204,0,0,8,0,3,0,5,6,0,16
SSC21205,522,1231,393,367,530,386,104,213,55,3805
SSC21206,16,25,31,17,13,11,3,12,0,135
SSC21207,7,0,0,0,0,0,3,0,0,22
SSC21208,5,3,0,0,6,0,0,0,0,16
SSC21209,95,242,124,82,134,83,34,79,10,887
SSC21210,124,171,222,150,151,119,96,140,17,1188
SSC21211,4,0,3,3,0,5,0,5,0,17
SSC21212,26,13,15,9,15,10,9,12,6,114
SSC21213,26,12,10,3,14,4,4,3,0,73
SSC21214,219,453,342,229,218,135,80,133,17,1840
SSC21215,3,0,0,0,0,0,0,0,0,3
SSC21216,4,3,3,3,0,0,0,3,0,20
SSC21217,6,0,0,0,0,0,0,3,0,8
SSC21218,3,6,7,8,6,5,0,8,0,39
SSC21219,28,23,29,12,16,9,18,24,0,161
SSC21220,42,77,63,30,51,42,25,30,6,358
SSC21221,32,41,18,17,21,9,8,10,8,169
SSC21222,34,17,40,36,26,15,20,52,6,240
SSC21223,3,3,10,0,4,3,0,0,3,29
SSC21224,104,31,35,27,29,20,22,46,6,307
SSC21225,143,126,141,61,93,54,59,78,9,772
SSC21226,346,483,290,211,192,205,69,172,42,2015
SSC21227,70,126,57,39,62,31,19,25,12,432
SSC21228,125,162,127,109,147,94,58,76,13,915
SSC21229,28,14,8,17,17,7,9,14,5,120
SSC21230,31,4,9,3,0,0,5,13,3,65
SSC21231,0,0,0,0,0,0,0,0,0,3
SSC21232,55,118,65,64,47,57,24,64,4,496
SSC21233,52,21,17,12,21,12,11,29,3,187
SSC21234,31,7,4,8,3,3,3,12,0,76
SSC21235,15,0,4,0,3,0,6,5,3,36
SSC21236,370,356,402,256,327,295,177,252,52,2493
SSC21237,1028,2487,496,545,851,499,105,243,87,6344
SSC21238,383,746,115,120,262,189,21,61,22,1917
SSC21239,52,92,143,109,74,61,115,109,14,774
SSC21240,40,5,7,3,4,3,3,9,4,74
SSC21241,44,75,72,67,63,63,38,76,11,511
SSC21242,0,0,0,0,0,0,0,3,0,8
SSC21243,13,0,6,3,4,6,3,3,0,36
SSC21244,23,10,8,11,11,7,3,17,0,84
SSC21245,253,615,261,241,213,165,32,134,29,1946
SSC21246,6,0,3,0,0,0,0,6,0,14
SSC21247,55,4,6,4,6,7,3,17,0,101
SSC21248,6,0,0,0,0,0,0,0,0,15
SSC21249,20,7,3,7,9,0,0,0,0,53
SSC21250,13,0,4,0,5,0,0,3,3,23
SSC21251,3,7,7,0,3,3,0,5,0,32
SSC21252,17,59,48,29,39,19,27,19,6,259
SSC21253,12,7,3,0,9,3,4,4,0,42
SSC21254,3,3,0,4,0,0,0,3,0,13
SSC21255,0,0,0,0,0,0,0,0,0,0
SSC21256,42,20,17,18,14,11,12,19,0,152
SSC21257,0,0,0,0,0,0,0,0,0,0
SSC21258,5,0,0,0,0,0,0,0,0,3
SSC21259,3,3,0,0,0,0,0,3,0,12
SSC21260,68,42,41,29,24,13,8,37,3,272
SSC21261,8,0,0,0,0,0,4,3,0,15
SSC21262,6,0,0,3,0,0,3,0,0,14
SSC21263,14,0,3,0,3,3,0,6,0,35
SSC21264,14,17,28,13,15,13,10,23,0,132
SSC21265,3,3,0,0,0,0,3,0,0,9
SSC21266,0,5,3,0,4,3,0,3,0,13
SSC21267,15,6,4,7,6,11,3,9,0,69
SSC21268,28,34,92,37,51,31,37,55,5,362
SSC21269,19,15,6,4,5,9,6,19,0,86
SSC21270,0,0,0,0,0,0,0,0,0,0
SSC21271,203,419,190,151,223,134,63,100,19,1495
SSC21272,22,3,3,0,0,3,3,9,0,48
SSC21273,6,0,0,0,0,0,0,0,0,15
SSC21274,57,40,62,65,46,67,26,70,8,445
SSC21275,14,6,9,4,6,5,5,12,0,58
SSC21276,3,3,3,3,6,9,5,4,0,41
SSC21277,15,5,3,0,3,0,0,0,0,32
SSC21278,117,240,108,75,77,47,16,55,9,753
SSC21279,95,185,96,76,78,51,36,33,14,653
SSC21280,8,3,0,0,3,0,0,0,0,17
SSC21281,9,3,6,3,3,0,6,9,0,40
SSC21282,3,0,0,0,0,0,0,0,0,7
SSC21283,3,0,0,3,0,0,0,3,0,13
SSC21284,14,5,9,3,0,3,3,3,0,39
SSC21285,384,563,584,515,487,481,285,711,87,4095
SSC21286,127,116,70,47,73,41,17,21,16,530
SSC21287,112,64,35,30,32,30,25,51,3,379
SSC21288,10,5,0,4,3,0,0,0,0,25
SSC21289,3,0,0,0,0,0,0,0,0,3
SSC21290,17,0,7,6,6,0,0,5,0,45
SSC21291,19,3,0,0,0,0,0,4,0,25
SSC21292,19,3,6,10,3,9,7,5,0,67
SSC21293,8,11,6,3,8,3,7,3,0,54
SSC21294,28,0,3,4,0,0,3,4,0,49
SSC21295,5,0,0,0,0,0,0,0,0,10
SSC21296,14,0,3,0,0,0,0,0,0,22
SSC21297,9,0,0,0,0,0,0,0,0,15
SSC21298,48,20,18,15,19,7,16,34,0,175
SSC21299,11,0,0,0,3,0,0,4,0,18
SSC21300,7,11,11,4,4,3,3,8,0,50
SSC21301,56,29,20,26,29,17,25,42,3,242
SSC21302,173,37,54,32,33,23,29,95,5,485
SSC21303,19,8,13,9,8,5,8,5,3,81
SSC21304,138,260,212,163,215,157,132,177,25,1482
SSC21305,11,3,12,0,0,0,3,3,0,35
SSC21306,471,638,354,230,480,329,123,178,56,2851
SSC21307,405,711,668,424,707,470,443,468,75,4368
SSC21308,847,1493,853,598,1098,686,371,425,122,6493
SSC21309,136,179,136,108,144,117,49,49,13,936
SSC21310,3,7,7,3,3,5,3,0,0,31
SSC21311,122,167,187,111,205,134,74,99,13,1111
SSC21312,3,0,0,0,0,0,0,0,0,9
SSC21313,5,4,3,0,4,0,3,3,5,25
SSC21314,8,0,0,0,0,0,0,12,0,24
SSC21315,3,0,0,0,0,0,0,0,0,5
SSC21316,8,0,3,0,0,0,3,0,0,20
SSC21317,7,0,6,0,3,0,0,5,0,28
SSC21318,277,648,258,335,296,246,108,238,27,2437
SSC21319,948,2714,405,556,807,423,114,239,88,6294
SSC21320,226,218,225,180,167,160,109,212,22,1521
SSC21321,7,3,0,0,0,0,0,3,0,14
SSC21322,38,11,20,5,17,8,11,24,0,134
SSC21323,14,9,3,3,3,0,3,3,0,35
SSC21324,18,8,12,3,0,3,4,5,0,54
SSC21325,13,4,9,3,4,3,0,4,0,48
SSC21326,12,0,10,4,4,0,0,3,0,30
SSC21327,6,0,3,0,0,0,0,0,0,10
SSC21328,2369,4941,678,968,1481,1053,135,358,211,12190
SSC21329,622,1209,197,283,410,304,48,113,40,3223
SSC21330,6,0,3,3,0,0,3,3,0,20
SSC21331,1313,2032,1479,1012,1664,1211,1204,1613,232,11760
SSC21332,519,676,441,357,499,370,149,307,50,3362
SSC21333,18,13,13,3,8,8,0,16,3,84
SSC21334,36,43,33,31,19,22,9,21,3,219
SSC21335,6,3,3,0,0,3,0,9,0,25
SSC21336,28,33,39,21,33,21,18,25,4,228
SSC21337,25,35,25,13,21,20,8,15,0,161
SSC21338,0,0,0,0,0,0,0,0,0,3
SSC21339,29,49,54,40,21,50,28,29,3,302
SSC21340,17,21,14,8,7,16,7,9,0,108
SSC21341,44,46,33,16,27,26,18,20,0,228
SSC21342,10,7,9,11,3,7,0,4,3,49
SSC21343,19,7,16,3,13,6,13,16,0,83
SSC21344,362,476,601,416,456,309,301,385,60,3360
SSC21345,31,43,27,18,32,19,15,24,3,206
SSC21346,545,830,994,614,804,482,334,493,64,5154
SSC21347,212,257,333,152,278,195,86,155,28,1684
SSC21348,10,3,3,3,5,0,3,3,0,35
SSC21349,22,3,13,4,7,0,3,8,5,57
SSC21350,85,97,174,113,89,43,60,77,16,748
SSC21351,21,36,23,14,24,12,13,15,8,166
SSC21352,63,67,122,75,63,34,36,64,9,522
SSC21353,3,3,0,4,0,0,0,4,0,14
SSC21354,134,251,409,335,330,278,453,560,89,2845
SSC21355,118,277,184,195,186,178,101,275,26,1545
SSC21356,16,29,9,12,12,7,5,6,0,102
SSC21357,335,693,174,188,282,136,72,134,30,2045
SSC21358,14,0,0,0,0,0,0,0,0,16
SSC21359,4,0,0,0,0,0,0,0,0,11
SSC21360,25,32,29,12,16,17,10,23,4,168
SSC21361,15,3,10,5,7,0,3,8,0,59
SSC21362,9,0,0,0,4,0,0,4,0,18
SSC21363,3,0,0,0,0,0,0,0,0,6
SSC21364,0,0,0,0,0,0,0,0,0,0
SSC21365,19,6,14,6,7,4,4,0,0,63
SSC21366,417,748,544,364,552,389,198,292,51,3557
SSC21367,5,3,3,0,0,0,0,0,0,17
SSC21368,3,0,4,3,0,0,0,0,0,18
SSC21369,37,14,4,4,0,0,6,7,4,71
SSC21370,32,13,8,11,13,5,5,12,0,96
SSC21371,20,0,3,0,4,3,0,0,0,30
SSC21372,149,155,339,168,204,176,189,227,33,1622
SSC21373,9,0,4,0,3,0,3,3,0,22
SSC21374,11,0,3,0,0,0,3,4,0,17
SSC21375,0,0,0,0,0,0,0,0,0,7
SSC21376,52,40,55,44,34,47,39,85,3,400
SSC21377,37,19,22,9,12,6,6,16,3,122
SSC21378,47,32,22,14,24,21,12,15,4,205
SSC21379,9,0,0,3,0,0,0,0,0,19
SSC21380,41,24,36,21,21,29,15,21,3,201
SSC21381,10,8,3,0,11,0,0,5,3,46
SSC21382,7,3,0,0,0,3,0,0,0,16
SSC21383,0,0,0,0,0,0,0,0,0,0
SSC21384,23,7,6,4,0,3,3,7,0,53
SSC21385,73,185,14,32,55,32,3,12,3,403
SSC21386,6,6,0,6,0,0,0,0,0,19
SSC21387,17,5,4,7,3,0,3,7,0,47
SSC21388,117,153,161,124,92,78,75,150,17,958
SSC21389,7,0,0,0,0,0,0,3,0,16
SSC21390,14,4,0,0,5,4,0,6,0,37
SSC21391,210,219,303,225,196,197,141,236,36,1770
SSC21392,8,5,3,3,0,0,4,10,0,36
SSC21393,10,23,12,4,9,0,9,11,0,71
SSC21394,20,10,0,3,3,4,0,6,0,50
SSC21395,21,3,7,4,4,5,3,9,3,58
SSC21396,54,19,10,4,15,4,15,24,6,155
SSC21397,22,9,6,6,14,0,6,6,0,63
SSC21398,9,0,0,0,0,0,0,0,0,12
SSC21399,7,3,0,0,3,3,0,0,0,17
SSC21400,3,0,0,0,0,0,0,0,0,3
SSC21401,0,0,0,0,0,0,0,0,0,0
SSC21402,0,3,3,3,0,0,0,7,0,19
SSC21403,374,430,763,556,651,479,562,474,98,4385
SSC21404,381,438,479,319,322,286,199,463,47,2943
SSC21405,9,3,3,3,0,5,3,6,0,42
SSC21406,403,584,455,361,334,236,139,408,52,2960
SSC21407,14,16,8,3,11,4,0,9,0,58
SSC21408,33,23,18,15,18,9,10,26,0,153
SSC21409,21,4,3,3,10,8,3,11,0,70
SSC21410,18,7,3,7,11,3,3,6,3,54
SSC21411,54,17,33,9,21,11,16,25,3,189
SSC21412,28,20,11,9,17,7,9,15,0,118
SSC21413,6,9,7,3,11,3,3,8,0,50
SSC21414,0,3,0,0,0,0,0,0,0,3
SSC21415,3,0,0,0,0,0,0,0,0,7
SSC21416,20,3,0,4,3,4,0,0,0,31
SSC21417,37,12,11,6,9,3,0,21,0,101
SSC21418,68,64,59,51,38,35,19,36,3,375
SSC21419,52,12,19,8,10,8,12,18,0,143
SSC21420,14,26,20,17,16,22,4,9,3,134
SSC21421,23,8,12,3,12,5,4,4,4,74
SSC21422,0,0,0,0,0,0,0,0,0,0
SSC21423,0,0,0,0,0,0,0,0,0,5
SSC21424,0,0,0,0,0,0,0,0,0,0
SSC21425,3,4,0,5,0,0,0,0,0,12
SSC21426,115,241,71,78,103,85,21,39,17,768
SSC21427,7,0,0,0,0,0,0,0,0,11
SSC21428,4,3,3,0,0,0,0,0,0,17
SSC21429,6,3,0,0,0,0,0,0,0,11
SSC21430,6,0,0,0,0,0,0,0,0,15
SSC21431,6,0,0,0,3,0,0,3,0,14
SSC21432,3,0,0,0,0,0,3,3,0,13
SSC21433,5,4,3,0,0,0,0,4,0,17
SSC21434,0,3,0,0,0,0,3,0,0,13
SSC21435,28,46,50,49,31,24,7,29,0,272
SSC21436,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0
SSC21438,216,459,100,88,141,100,25,52,21,1202
SSC21439,4,0,0,0,0,0,0,0,0,8
SSC21440,204,201,230,222,156,161,72,246,36,1528
SSC21441,19,37,39,33,29,18,21,22,5,215
SSC21442,31,0,8,4,6,5,5,8,0,73
SSC21443,620,1013,1359,849,1043,878,958,1283,189,8194
SSC21444,4,6,7,3,0,4,0,3,0,25
SSC21445,52,21,32,14,21,12,27,23,5,197
SSC21446,21,13,13,8,5,3,0,13,0,77
SSC21447,140,204,215,132,148,86,83,109,19,1137
SSC21448,15,5,8,16,13,3,4,4,0,67
SSC21449,11,0,0,3,3,0,0,0,0,18
SSC21450,95,56,136,73,81,78,85,94,11,711
SSC21451,15,9,5,3,0,4,6,6,0,51
SSC21452,5,4,0,0,3,0,0,0,0,11
SSC21453,9,0,0,0,0,0,0,0,0,12
SSC21454,9,3,0,0,0,3,0,0,0,18
SSC21455,27,3,7,3,0,4,0,11,4,55
SSC21456,9,4,6,3,0,0,0,4,0,28
SSC21457,4,3,3,3,3,4,3,9,0,33
SSC21458,1377,1675,2362,1399,1870,1377,687,1097,172,12025
SSC21459,94,98,123,37,95,82,30,73,20,654
SSC21460,756,1214,1198,988,970,794,666,820,166,7572
SSC21461,19,12,9,3,3,0,0,9,0,54
SSC21462,43,7,12,8,10,3,7,6,0,95
SSC21463,20,8,3,4,3,0,0,3,0,41
SSC21464,119,145,288,158,141,112,94,145,30,1231
SSC21465,25,20,19,6,20,4,4,8,0,105
SSC21466,10,8,3,3,0,0,3,3,0,38
SSC21467,144,247,324,251,223,163,294,409,58,2113
SSC21468,0,0,0,0,0,0,17,7,0,29
SSC21469,5,0,0,0,0,0,0,0,0,6
SSC21470,6,0,0,0,0,0,0,0,0,14
SSC21471,4,0,0,0,0,0,0,0,0,3
SSC21472,7,0,0,3,0,0,0,0,0,14
SSC21473,28,27,34,24,18,14,14,24,9,188
SSC21474,10,0,4,3,0,0,0,3,0,18
SSC21475,17,8,8,4,13,4,4,10,3,64
SSC21476,8,0,9,0,4,0,6,0,0,25
SSC21477,97,15,26,22,21,9,23,41,0,251
SSC21478,34,14,21,4,12,9,7,15,0,130
SSC21479,56,124,60,50,44,36,25,26,7,435
SSC21480,6,0,5,0,4,0,5,3,0,24
SSC21481,295,351,381,262,268,246,177,308,24,2312
SSC21482,20,8,13,6,11,5,4,3,0,69
SSC21483,118,43,43,13,41,30,22,39,4,354
SSC21484,608,925,985,863,824,647,371,648,73,5940
SSC21485,0,0,0,0,0,0,0,0,0,0
SSC21486,12,3,3,3,0,4,3,10,0,40
SSC21487,65,55,94,42,59,29,48,73,11,481
SSC21488,25,5,15,7,6,6,5,7,0,76
SSC21489,0,0,0,0,0,0,0,6,0,6
SSC21490,0,0,0,0,0,0,0,3,0,3
SSC21491,11,6,11,3,9,0,4,0,0,43
SSC21492,4,0,0,0,0,0,0,3,0,9
SSC21493,28,3,0,0,4,3,3,4,3,50
SSC21494,15,12,3,0,8,3,3,9,0,41
SSC21495,1019,1226,1519,919,1228,912,455,815,104,8195
SSC21496,17,0,5,4,0,4,0,6,3,41
SSC21497,10,12,11,4,12,5,3,6,0,66
SSC21498,14,10,6,3,7,0,3,3,0,49
SSC21499,16,4,6,0,4,3,3,11,0,43
SSC21500,34,23,31,20,22,12,15,35,10,199
SSC21501,31,24,29,22,14,18,13,42,3,200
SSC21502,0,0,0,0,0,0,0,0,0,8
SSC21503,6,0,0,3,0,0,0,4,3,19
SSC21504,4,0,0,0,0,0,0,0,0,5
SSC21505,21,27,32,28,31,19,15,30,8,207
SSC21506,9,0,0,0,0,3,0,3,0,18
SSC21507,46,11,10,11,5,11,22,33,0,161
SSC21508,20,0,0,0,3,0,0,0,0,28
SSC21509,0,0,0,0,0,0,0,0,0,5
SSC21510,9,9,3,3,0,0,0,0,0,28
SSC21511,86,85,116,51,92,65,52,62,10,622
SSC21512,9,3,3,0,0,0,0,6,0,21
SSC21513,4,8,4,3,0,4,0,0,0,21
SSC21514,76,60,49,25,22,39,20,35,8,342
SSC21515,12,10,25,27,8,11,8,29,4,132
SSC21516,0,0,0,0,0,0,0,0,0,0
SSC21517,97,25,45,35,28,28,35,69,5,371
SSC21518,15,14,6,4,4,4,4,9,0,57
SSC21519,58,54,66,38,43,37,30,43,6,387
SSC21520,58,84,70,49,62,52,33,53,8,468
SSC21521,9,3,0,3,0,0,0,0,0,16
SSC21522,16,3,0,0,0,0,0,0,0,28
SSC21523,8,11,18,3,9,9,3,8,3,74
SSC21524,30,32,23,26,21,11,16,13,3,169
SSC21525,69,142,191,163,116,113,86,232,30,1142
SSC21526,96,115,151,70,80,51,31,73,7,672
SSC21527,33,50,47,20,38,27,11,17,4,255
SSC21528,101,84,156,97,81,88,84,144,22,843
SSC21529,20,12,19,7,12,10,6,14,0,100
SSC21530,15,13,15,10,14,0,8,14,5,97
SSC21531,12,3,5,0,3,3,0,8,0,43
SSC21532,118,77,91,57,46,51,6,58,8,504
SSC21533,6,0,0,0,0,0,0,0,0,5
SSC21534,154,129,192,121,137,135,101,158,27,1163
SSC21535,3,3,3,3,0,0,0,4,0,22
SSC21536,22,14,27,14,18,14,9,12,3,121
SSC21537,340,535,222,161,309,164,37,82,28,1888
SSC21538,0,0,0,0,0,0,0,0,0,0
SSC21539,11,3,3,0,0,0,0,3,0,21
SSC21540,72,137,74,60,74,58,15,43,4,543
SSC21541,61,75,91,72,71,64,49,67,8,550
SSC21542,6,3,0,0,0,0,0,4,0,9
SSC21543,24,23,13,8,12,11,9,6,0,102
SSC21544,334,632,540,422,541,377,429,475,72,3827
SSC21545,417,748,433,318,510,308,272,276,60,3336
SSC21546,12,3,0,0,0,0,0,4,0,19
SSC21547,12,27,4,15,11,3,0,0,0,70
SSC21548,640,714,531,316,660,450,157,232,52,3751
SSC21549,112,110,75,31,89,58,14,31,10,533
SSC21550,72,20,21,17,30,5,21,39,5,233
SSC21551,84,68,87,37,52,43,20,47,4,437
SSC21552,153,295,142,89,98,57,33,55,19,935
SSC21553,3,3,0,3,3,0,0,0,0,20
SSC21554,662,1498,532,407,707,421,138,232,57,4652
SSC21555,21,3,0,5,0,0,0,6,0,43
SSC21556,11,0,0,0,0,3,0,0,0,13
SSC21557,4,4,3,4,4,0,3,8,0,31
SSC21558,0,3,0,0,0,0,0,0,0,4
SSC21559,150,272,260,198,243,154,185,134,23,1615
SSC21560,5,3,0,3,0,0,0,0,0,8
SSC21561,254,333,395,282,266,157,205,296,33,2211
SSC21562,17,5,9,0,0,3,0,0,0,43
SSC21563,23,32,30,18,29,16,12,17,0,181
SSC21564,314,447,444,254,369,249,159,218,27,2481
SSC21565,497,1078,458,515,600,390,283,412,87,4306
SSC21566,25,33,43,16,28,30,22,29,7,235
SSC21567,0,0,0,3,0,0,0,0,0,12
SSC21568,44,47,26,21,14,12,6,12,3,198
SSC21569,16,14,19,13,12,13,8,16,0,105
SSC21570,6,3,0,3,6,0,0,4,0,31
SSC21571,12,0,0,0,3,4,0,3,3,28
SSC21572,13,9,12,8,9,9,0,12,0,70
