SA1_7DIGITCODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2121911,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,11,3,5,6,5,3,3,4,0,0,33,3,5,4,0,3,3,3,6,0,26,0,0,3,3,3,0,0,3,0,17,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,7,12,13,7,12,0,100
2121912,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,3,8,3,3,8,3,31,3,3,4,0,3,0,0,6,0,22,0,0,0,0,0,0,4,3,0,10,3,0,0,3,3,0,7,9,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,12,11,4,18,20,4,101
2121913,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,12,0,3,7,3,0,6,6,3,0,24,3,5,9,3,3,0,0,3,0,22,0,0,3,0,10,4,3,3,0,20,0,3,3,0,3,0,12,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19,12,19,18,18,13,0,115
2121914,0,0,0,0,0,4,0,5,0,11,0,3,0,0,0,3,0,3,0,15,0,4,13,9,4,3,4,3,0,40,0,11,8,0,0,3,3,3,3,32,0,7,8,0,4,3,5,6,0,29,0,3,4,0,3,3,3,0,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,30,11,16,15,17,15,12,151
2121915,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,8,0,16,3,10,11,6,7,0,5,8,3,58,0,5,9,3,7,0,3,13,0,39,3,6,3,3,3,3,9,3,0,32,0,0,3,0,0,0,5,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,26,14,26,10,28,32,3,177
2121916,0,0,0,0,0,6,0,0,0,6,0,0,5,3,3,5,0,0,0,23,3,7,3,4,7,0,3,5,0,36,0,3,3,4,3,7,4,3,0,31,0,7,8,4,0,0,4,9,0,31,0,0,0,3,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,19,23,14,18,21,18,3,145
2121917,0,0,3,0,0,0,0,3,0,14,0,0,3,3,0,4,0,5,0,23,7,17,13,4,4,4,3,9,0,59,3,5,10,8,7,3,4,0,0,41,0,0,3,7,7,3,4,6,0,37,0,4,0,4,3,3,3,9,0,25,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,37,26,25,16,17,39,3,202
2121918,0,0,0,0,0,0,0,3,0,6,0,0,4,4,0,4,0,3,0,24,0,12,8,14,3,3,4,10,0,57,4,14,16,9,7,3,4,7,0,56,4,3,6,6,5,8,9,4,0,42,0,0,3,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,35,32,24,26,23,30,3,204
2121919,0,0,0,0,0,3,0,3,0,8,0,0,0,8,3,0,3,0,0,14,0,6,14,10,5,3,5,15,3,60,3,5,12,3,6,3,0,7,0,47,3,4,5,0,8,3,3,10,0,33,0,3,3,4,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,31,23,20,11,25,40,3,187
2121920,0,0,0,0,0,3,0,0,0,7,0,0,0,7,3,5,0,5,0,20,4,16,12,10,5,12,10,11,0,75,3,5,14,3,8,3,9,0,0,45,0,4,6,3,4,3,7,9,0,38,0,0,9,3,0,4,3,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,39,30,17,30,25,35,3,213
2121921,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,7,3,18,3,4,7,3,5,4,3,3,3,33,4,3,9,4,0,0,4,9,0,39,0,0,4,3,0,0,4,0,0,15,0,0,3,3,3,0,0,10,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,21,15,7,15,26,9,140
2121922,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,4,0,0,15,0,4,5,0,3,3,7,5,3,27,4,4,6,5,3,0,4,4,0,25,0,0,0,3,3,4,3,4,0,18,0,4,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,23,16,12,12,14,21,0,111
2121923,0,0,0,0,3,3,0,0,0,6,0,0,3,0,3,4,0,0,0,17,0,8,8,3,11,3,3,9,0,38,4,3,7,7,0,0,7,4,0,33,0,0,5,7,4,0,9,3,0,23,3,0,7,3,9,3,3,3,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,34,18,27,15,23,22,0,151
2121924,0,0,0,0,0,3,0,0,0,7,3,0,5,4,3,0,0,0,0,18,3,12,4,0,3,5,3,6,0,37,0,3,7,3,3,4,0,6,0,26,5,0,9,3,3,0,0,3,0,26,3,0,4,3,3,0,5,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,26,12,20,13,15,23,4,139
2121925,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,8,9,4,3,7,3,0,3,3,32,4,5,3,0,5,3,10,9,0,36,0,9,6,6,3,0,4,12,0,33,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,12,17,18,10,12,26,9,134
2121926,0,0,0,0,0,0,0,3,0,9,0,0,3,4,3,0,0,3,0,16,0,5,0,5,8,3,3,5,0,24,4,6,4,5,4,0,3,8,0,27,8,0,4,4,0,0,3,9,0,30,3,0,3,3,4,0,8,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,13,17,18,8,17,25,0,129
2121927,0,0,0,0,0,5,0,3,0,12,0,0,4,0,0,4,0,0,0,11,3,3,3,6,3,3,5,3,3,28,0,3,0,0,4,0,0,5,0,13,4,3,3,0,0,4,6,5,3,35,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,5,12,16,14,19,3,111
2121928,0,0,0,0,0,4,0,0,0,11,0,3,0,3,0,3,0,0,0,14,5,12,3,5,12,4,0,0,0,51,3,0,4,3,5,5,3,5,0,29,8,9,5,6,12,3,8,7,0,46,3,0,3,4,8,3,10,6,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,16,29,34,23,22,19,4,187
2121929,0,0,0,0,0,3,0,0,0,3,3,0,5,0,3,6,0,4,3,27,5,3,11,9,10,4,9,0,0,48,0,9,4,4,4,0,12,7,3,38,3,4,3,4,0,4,9,3,0,34,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,21,25,22,17,25,19,5,162
2121930,0,0,5,3,0,32,0,10,0,51,7,15,20,16,22,34,5,6,0,125,55,126,87,37,90,42,18,37,7,508,66,103,59,35,72,34,45,46,12,463,25,33,32,25,39,21,31,33,4,243,11,10,15,3,10,7,13,23,0,91,0,0,6,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,289,218,115,241,160,114,151,27,1486
2121931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121932,0,0,0,4,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,8,0,10,4,3,5,0,6,3,0,33,0,0,4,3,0,3,5,7,0,24,0,0,0,3,4,0,3,0,0,11,0,0,4,0,3,0,0,5,0,18,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,14,13,15,18,15,3,115
2121933,3,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,6,4,0,12,3,3,5,3,4,5,15,5,0,42,3,6,3,0,0,0,0,3,0,17,0,0,3,3,5,0,0,4,0,12,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,22,8,16,4,20,21,0,104
2121934,0,0,0,0,0,0,0,3,0,8,0,0,5,0,0,0,0,10,0,18,8,8,0,10,0,3,8,3,0,38,0,3,9,4,5,0,0,4,0,25,3,3,4,0,4,3,0,5,0,22,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,15,17,10,9,21,28,0,132
2121935,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,3,6,4,3,3,0,0,0,0,24,0,3,4,3,4,0,8,0,0,28,0,3,3,0,0,3,3,4,0,19,0,0,3,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,22,10,11,9,16,12,0,99
2121936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,10,3,3,4,0,3,0,3,0,0,22,4,4,0,0,0,4,0,0,0,14,3,0,3,0,0,0,7,4,4,21,0,0,3,0,0,0,5,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16,8,8,4,21,10,3,84
2121937,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,3,0,10,0,5,0,7,11,0,31,3,7,7,0,6,0,0,10,0,32,3,7,0,0,0,3,3,3,0,20,0,0,6,0,0,0,0,6,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,29,6,6,3,18,23,0,112
2121938,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,16,0,9,7,7,5,4,9,0,0,36,0,3,3,7,4,0,0,4,0,21,0,3,3,0,5,0,3,7,0,29,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,11,21,14,11,14,17,0,108
2121939,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,5,0,9,0,3,3,0,3,0,3,4,0,19,0,8,4,0,3,0,3,0,0,20,3,0,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,3,9,11,10,15,3,78
2121940,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,8,9,0,3,3,0,3,0,30,0,0,3,3,0,0,4,6,0,18,0,3,0,0,6,0,0,4,0,15,0,0,0,0,0,0,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,6,8,10,13,23,9,101
2121941,0,0,0,0,0,10,0,5,0,13,3,0,3,8,3,8,0,0,0,23,3,3,3,5,8,6,3,10,0,38,3,3,9,4,12,6,5,3,0,42,9,3,4,0,4,0,6,4,4,35,0,0,3,0,3,0,0,12,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,21,28,23,14,38,11,185
2121942,0,0,0,0,0,4,0,4,0,10,0,0,3,0,0,0,0,0,0,13,3,8,9,7,0,0,0,3,0,25,0,5,3,4,7,3,0,3,3,26,0,6,3,4,6,0,7,3,0,31,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,21,12,11,13,19,17,3,111
2121943,0,0,0,0,0,4,0,0,0,8,0,0,3,0,4,3,0,0,0,8,0,5,10,0,4,3,3,5,0,34,3,4,4,4,0,4,4,4,0,24,0,0,0,0,4,3,0,3,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,24,8,14,19,10,18,3,106
2121944,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,11,0,21,0,7,15,3,7,3,9,15,0,61,3,7,9,3,3,4,5,4,4,36,0,7,3,4,3,3,7,11,0,35,0,3,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,33,13,23,19,16,43,4,169
2121945,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,6,7,0,0,0,3,7,0,37,0,0,4,4,0,3,6,3,0,16,0,0,0,0,3,3,0,4,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,11,6,15,13,19,0,88
2121946,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,3,0,13,3,8,19,3,0,4,8,7,3,47,0,0,8,0,4,3,4,5,0,33,0,0,6,3,0,3,3,4,0,26,0,0,3,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,34,11,14,14,16,25,3,142
2121947,0,0,0,0,0,0,0,3,0,6,3,3,0,4,3,6,0,3,0,21,5,3,7,13,3,0,9,12,0,44,4,3,3,6,3,0,4,3,0,27,4,0,3,3,0,0,3,5,0,26,0,0,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,15,26,13,11,20,26,0,132
2121948,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,3,8,6,8,10,8,8,3,0,3,0,42,0,7,5,0,3,0,3,3,0,22,4,0,3,5,3,0,3,3,0,22,0,0,0,0,3,0,3,12,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,23,13,16,11,5,24,7,117
2121949,0,0,0,0,0,3,0,0,0,4,0,4,8,3,0,3,5,6,0,23,7,4,8,7,9,6,8,10,3,59,3,5,6,0,0,0,3,5,0,22,0,0,4,4,3,0,3,0,0,22,0,3,0,7,3,0,0,3,0,17,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,26,19,14,13,17,26,3,151
2121950,0,0,0,0,0,3,0,0,0,6,0,3,5,0,3,3,3,6,0,22,6,7,17,6,10,5,14,10,0,85,7,7,5,3,4,4,5,9,0,49,3,4,4,8,5,4,3,7,3,37,0,0,3,0,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,33,22,28,21,30,40,7,220
2121951,0,0,0,0,0,3,0,5,0,8,0,0,3,3,4,12,0,0,0,23,0,4,11,3,3,0,3,4,0,33,4,0,8,3,6,3,4,3,3,40,3,0,3,4,5,0,12,9,0,34,3,3,0,4,3,0,10,13,0,30,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,20,23,26,31,32,3,172
2122001,0,0,0,0,0,4,0,0,0,12,0,4,0,0,0,10,0,4,0,19,0,6,3,3,8,3,3,0,0,28,6,3,0,4,6,3,3,4,0,24,9,6,8,4,7,3,4,3,0,44,0,0,8,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,19,12,22,19,14,12,0,144
2122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122003,0,0,3,0,0,5,0,8,0,14,0,3,3,3,3,5,0,3,0,22,6,6,4,13,9,0,6,3,0,53,6,19,11,5,3,4,5,6,0,55,3,10,7,5,9,10,6,3,3,54,4,3,3,0,8,3,8,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,28,30,37,26,30,24,7,236
2122004,0,0,0,0,0,3,0,3,0,6,4,3,7,0,4,3,0,0,0,21,0,10,12,4,11,3,0,5,0,46,6,12,4,3,0,4,3,3,4,56,10,7,10,6,4,0,5,6,0,50,4,3,7,12,3,8,7,10,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,33,27,26,23,25,29,5,232
2122005,0,0,0,0,0,8,0,4,0,11,0,0,7,3,3,8,0,3,0,26,3,21,3,4,6,0,0,11,0,54,6,12,3,8,5,0,3,3,0,38,12,8,8,4,8,6,8,10,0,63,3,8,0,4,6,3,4,3,0,29,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,27,25,28,36,17,30,0,231
2122006,0,0,3,4,0,11,0,0,0,16,0,3,5,9,5,11,0,3,0,42,3,11,15,3,5,0,0,4,0,50,5,14,4,0,7,0,4,4,0,35,14,16,16,8,13,12,3,6,0,89,0,3,4,3,4,3,4,3,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,48,27,41,36,17,20,6,268
2122007,0,0,0,0,0,3,0,0,0,3,0,5,3,3,3,3,0,0,0,24,3,10,12,3,7,3,0,4,0,41,5,7,4,3,6,3,0,0,3,37,5,9,17,3,10,7,4,8,0,63,9,6,4,5,6,4,3,5,0,46,4,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,47,19,42,26,7,20,4,235
2122008,0,0,0,0,0,3,0,0,0,6,0,0,0,3,8,4,0,0,0,15,4,8,3,3,4,0,0,0,0,30,7,10,5,3,9,0,0,0,0,38,7,9,3,4,12,3,0,5,0,34,0,5,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,12,12,38,11,3,10,0,140
2122009,0,0,0,0,0,14,0,7,0,26,0,4,3,3,0,7,0,4,0,20,0,3,7,5,4,4,0,3,0,26,9,6,3,3,11,7,0,0,3,37,7,10,15,6,11,14,3,3,3,73,7,3,3,5,8,0,0,3,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,29,23,31,38,11,20,8,209
2122010,0,0,0,3,0,8,0,5,0,14,0,3,3,3,3,5,0,6,0,28,4,10,8,0,3,4,0,0,3,34,4,5,3,0,9,0,0,4,0,25,10,7,13,5,13,8,8,4,4,74,13,10,8,0,13,3,0,3,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,36,16,42,26,12,21,4,226
2122011,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,7,0,3,0,18,0,8,4,4,3,0,3,0,0,28,3,9,3,0,3,3,3,3,0,32,8,10,3,0,10,9,8,7,0,42,3,3,7,3,0,5,0,5,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,15,14,15,27,14,18,0,161
2122012,0,0,3,0,0,4,0,0,0,11,0,3,0,5,0,7,3,0,3,23,0,14,4,0,3,8,0,0,0,33,8,10,3,0,6,5,4,3,0,40,9,0,9,3,13,6,11,6,0,54,0,0,3,3,3,3,5,3,3,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,22,16,30,26,21,20,4,189
2122013,0,0,0,0,0,8,0,4,0,10,0,0,0,3,0,3,0,0,0,9,4,21,7,3,3,0,3,3,0,52,3,6,9,4,6,3,3,0,3,46,10,9,4,5,8,6,4,3,0,50,3,4,9,3,7,3,4,8,0,31,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,31,24,25,24,10,23,7,204
2122014,0,0,4,0,0,3,0,3,0,9,0,3,3,3,3,7,0,3,0,18,0,10,3,3,3,3,0,3,0,27,8,4,0,4,6,3,3,3,0,31,11,3,7,3,10,3,5,3,0,46,0,9,0,3,5,6,3,8,0,24,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,17,17,34,21,12,22,0,166
2122015,0,0,0,0,0,7,0,3,0,16,0,0,7,4,5,4,3,0,0,18,3,10,10,3,4,4,0,3,0,40,3,0,3,3,4,4,3,4,0,26,5,0,5,3,7,9,6,3,0,36,3,8,6,5,12,0,0,9,0,52,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,31,25,34,24,10,17,3,196
2122016,0,0,3,0,0,4,0,0,0,9,0,5,9,7,3,6,0,4,3,33,3,8,4,3,10,5,3,5,3,43,3,7,10,5,6,4,3,0,0,41,12,9,9,5,11,3,9,3,0,59,0,4,3,4,16,0,5,3,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,32,23,42,24,18,20,3,235
2122017,0,0,0,0,0,4,0,3,0,4,0,0,3,3,0,3,0,3,0,13,9,10,5,5,7,3,3,0,0,43,4,10,9,5,4,0,3,6,0,34,3,3,6,5,6,3,4,0,0,27,0,4,3,3,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,23,19,14,12,18,20,5,153
2122018,0,0,0,3,0,0,0,0,0,7,0,3,3,11,5,12,7,0,0,35,5,14,3,7,9,10,3,3,0,38,6,5,6,5,8,0,4,3,0,38,4,3,13,0,12,0,4,3,0,42,3,3,4,5,10,4,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,35,29,34,28,20,11,0,198
2122019,0,0,0,0,3,8,0,0,0,13,3,3,6,3,0,7,0,3,0,25,0,18,8,3,5,3,3,3,0,35,3,3,4,0,4,3,0,0,0,21,13,5,6,0,15,8,6,3,0,52,5,0,3,4,8,3,4,4,0,38,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,33,13,37,27,9,18,3,192
2122020,0,0,3,0,0,5,0,0,0,14,0,0,4,0,3,6,0,3,0,21,3,4,3,5,0,4,3,0,0,31,3,6,3,3,3,0,3,3,0,23,8,4,11,3,8,8,3,3,0,46,0,3,3,5,3,0,0,8,0,20,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,27,21,19,30,12,18,0,166
2122021,0,0,0,0,0,3,0,0,0,6,0,0,3,8,0,5,0,0,0,21,3,13,11,3,6,6,3,3,3,56,5,8,4,6,10,3,7,5,0,45,5,3,8,12,13,4,10,12,3,66,3,3,3,0,6,0,4,8,0,19,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,29,29,34,22,25,25,3,219
