SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
2100446,0,0,0,0,0,6,0,0,3,5,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,6,11,43,7,73
2100447,0,5,4,3,0,12,0,0,4,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,3,3,4,17,11,65,0,98
2100448,0,0,0,5,0,3,0,0,5,4,9,0,21,0,0,0,0,4,0,4,0,0,0,3,0,0,4,0,0,0,0,3,0,3,9,0,12,9,47,9,83
2100449,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,3,17,0,31
2100451,3,3,6,0,0,17,3,3,9,4,9,3,31,0,0,0,0,0,0,4,0,0,0,3,8,0,9,0,0,0,0,0,0,0,7,5,32,35,70,3,150
2100452,0,6,3,6,0,18,0,0,4,10,6,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,4,28,34,74,3,140
2100453,3,15,3,3,0,32,3,3,8,4,9,0,34,0,0,0,3,0,0,3,0,0,0,3,4,0,11,0,0,0,0,3,0,3,14,12,52,42,52,0,177
2100454,0,7,3,11,0,18,4,3,3,6,23,0,46,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,3,3,0,6,10,3,30,25,105,5,175
2100455,0,3,3,0,0,6,0,3,4,4,15,0,22,0,0,0,0,0,0,3,0,0,0,0,9,0,6,0,0,0,0,0,3,4,0,0,26,27,67,7,128
2100456,5,9,0,4,0,26,9,4,16,7,8,0,36,0,0,3,0,0,0,3,0,0,0,0,6,0,6,0,0,3,0,3,0,9,21,13,57,20,52,7,174
2100501,4,13,7,0,0,22,3,0,11,6,4,0,20,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,3,12,4,37,23,33,0,114
2100502,9,25,8,0,0,51,6,7,17,10,14,0,56,3,0,0,3,3,0,5,0,0,3,0,4,0,11,0,0,3,0,3,0,12,23,19,75,48,68,13,243
2100504,4,13,3,3,0,26,0,3,8,6,6,5,25,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,3,3,11,49,28,54,7,151
2100505,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,22,0,27
2100506,3,19,6,3,0,39,6,3,12,12,4,0,35,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,3,0,5,17,9,66,28,52,3,184
2100507,4,9,0,0,0,26,3,0,9,4,5,3,29,0,0,0,0,0,0,0,0,0,0,3,10,0,13,0,0,0,0,0,0,4,17,9,36,26,44,7,137
2100508,4,9,4,3,0,28,0,0,11,9,4,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,5,11,15,47,21,44,0,143
2100509,4,6,0,0,0,16,3,0,8,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,4,41,13,21,4,86
2100510,0,8,3,0,0,23,15,10,13,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,12,40,11,23,3,112
2100511,6,12,3,0,0,30,8,3,10,3,3,4,25,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,3,0,0,0,0,14,15,36,14,33,5,123
2100512,0,3,0,0,0,13,0,3,3,5,10,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13,11,51,6,98
2100513,0,6,0,4,0,12,0,8,3,3,3,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,5,0,9,11,7,24,19,65,0,134
2100514,0,0,3,3,0,10,3,0,4,3,0,0,15,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,20,11,17,4,71
2100515,3,13,0,5,0,25,0,3,17,8,5,0,33,0,0,0,0,3,0,3,0,0,3,0,3,0,8,0,0,0,0,0,3,8,6,10,48,20,41,8,140
2100516,3,8,7,0,0,26,4,0,7,3,0,0,24,0,0,4,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,19,14,35,32,37,0,130
2100517,4,9,3,0,0,28,3,0,10,3,4,0,23,0,0,3,0,0,0,3,0,0,3,0,4,0,9,0,0,3,0,0,0,4,14,9,44,23,47,3,138
2100518,4,22,6,3,0,43,6,4,25,5,3,3,43,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,15,13,82,26,60,4,207
2100519,3,9,0,3,0,23,3,0,7,0,4,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,7,22,8,23,3,76
2100601,0,0,0,0,0,3,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,4,0,0,8,5,24,3,38
2100602,0,3,4,3,0,5,0,3,5,5,7,0,21,0,0,0,0,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,4,8,12,21,59,6,105
2100603,0,3,0,0,0,12,0,0,13,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,7,25,19,58,0,114
2100604,0,5,6,3,0,17,0,3,4,0,6,0,16,0,0,0,0,0,0,3,0,0,3,0,8,0,7,0,0,0,3,0,0,3,0,3,26,29,46,0,108
2100605,10,27,10,12,0,60,6,10,28,22,36,3,101,0,0,0,0,0,0,3,0,0,0,3,12,0,20,0,0,4,0,9,3,13,18,22,115,79,268,15,521
2100606,0,6,0,0,0,4,0,0,3,3,11,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,7,0,0,20,14,57,12,103
2100607,3,4,0,3,0,9,0,0,6,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,4,3,22,13,39,3,85
2100608,0,8,0,0,0,6,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,5,21,18,34,0,76
2100610,0,6,7,4,0,15,0,5,5,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,3,6,11,20,28,64,6,124
2100611,0,3,0,3,0,5,0,0,0,5,3,0,16,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,14,50,3,79
2100612,0,12,0,0,0,8,3,0,9,3,14,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,4,30,14,55,5,107
2100613,0,3,0,0,0,5,0,0,3,3,12,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,8,47,3,67
2100614,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,15,4,26
2100615,3,5,3,3,0,14,0,3,0,11,7,0,27,0,0,0,3,0,0,5,0,0,0,0,4,0,6,0,0,0,0,3,0,4,0,10,25,26,76,0,136
2100616,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2100617,3,12,3,0,0,17,3,12,14,9,10,0,53,0,0,0,0,0,0,3,0,0,0,0,6,0,8,0,0,0,0,3,0,3,9,15,55,37,130,13,252
2100701,0,3,0,0,0,13,0,6,21,4,6,5,44,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,10,8,44,18,81,8,166
2100702,4,6,0,0,0,14,4,3,7,4,9,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,3,0,0,0,4,7,10,24,10,53,8,113
2100703,3,3,6,4,0,13,0,0,8,5,7,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,3,7,6,11,20,16,59,6,117
2100704,0,6,3,3,0,18,0,0,4,6,7,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,4,15,23,70,3,126
2100705,0,6,3,3,0,13,3,0,9,4,3,0,26,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,3,31,20,64,11,128
2100706,6,11,5,3,3,29,0,4,7,5,12,0,28,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,12,29,25,91,9,174
2100707,3,7,5,3,0,23,0,5,13,4,9,3,32,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,4,7,10,16,29,31,91,10,184
2100708,0,12,3,0,0,19,0,0,3,10,5,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,5,0,4,0,3,25,25,61,6,123
2100709,3,0,3,0,0,4,0,0,10,5,7,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,5,0,3,20,26,56,6,118
2100801,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,5,25
2100804,0,0,0,0,0,3,0,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,3,3,7,5,29,5,60
2100805,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,21,3,26
2100806,0,0,0,0,0,5,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,9,10,30,0,47
2100807,0,5,0,0,0,8,0,0,4,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,14,12,36,5,75
2100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2100809,0,3,0,5,0,18,3,0,18,5,3,3,32,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,5,3,31,17,59,7,129
2100810,4,4,0,8,0,14,0,0,9,6,3,0,21,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,7,19,13,46,6,100
2100811,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,26,4,41
2100812,0,3,0,0,0,6,0,0,4,8,9,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,3,0,14,17,47,4,89
2100813,0,3,0,0,0,7,0,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,15,5,32,9,61
2100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100815,3,0,0,3,0,3,0,0,3,3,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,4,22,8,42
2100816,0,0,0,0,0,8,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,3,3,7,9,0,10,17,37,3,86
2100818,0,12,0,3,0,18,0,3,9,10,9,0,28,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,4,33,23,87,10,158
2100820,0,0,0,0,0,3,0,0,4,6,13,3,19,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,3,19,10,56,9,94
2100821,0,0,0,0,0,3,0,3,5,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,3,0,0,0,3,3,3,15,14,46,3,86
2100822,0,3,0,3,0,6,0,0,3,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,3,30,3,47
2100823,0,3,0,4,0,12,0,0,4,3,8,0,19,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,4,3,3,15,13,65,9,106
2100824,8,4,0,0,0,7,0,0,8,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,24,11,24,5,78
2100825,6,13,0,0,0,17,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,3,8,0,37
2100826,3,0,3,4,0,10,0,0,4,3,6,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,3,3,8,27,19,45,3,100
2100827,3,9,0,3,0,23,0,4,6,3,5,3,20,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,3,0,9,7,6,40,17,60,10,135
2100828,0,12,0,0,0,15,0,0,3,5,6,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,7,22,11,36,8,85
2100829,0,4,0,0,0,5,0,3,0,5,4,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,5,12,10,35,3,63
2100830,3,3,3,3,0,15,0,0,5,4,8,0,14,0,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,0,0,3,0,3,0,3,15,14,50,5,89
2100831,0,3,0,3,0,6,3,0,0,3,10,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,3,3,3,13,15,40,9,89
2100832,0,0,0,0,0,0,0,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,4,39,9,66
2100833,0,4,3,3,0,11,0,3,3,4,10,4,25,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,16,57,7,102
2100834,0,0,0,0,0,5,0,0,6,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,38,0,64
2100835,3,4,0,0,0,7,0,4,4,7,7,0,19,0,0,0,0,4,0,7,0,0,0,0,8,0,10,0,0,0,0,0,0,5,4,9,21,15,76,0,124
2100836,0,9,3,0,0,18,3,3,12,5,6,3,28,0,0,0,0,3,0,4,0,0,0,0,3,0,8,0,0,0,0,6,0,7,8,5,36,28,84,5,168
2100837,4,16,0,4,0,32,3,4,16,14,11,0,41,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,0,9,0,11,13,9,60,35,106,3,227
2100838,0,0,0,0,0,7,0,4,4,0,3,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,13,8,19,3,54
2100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100840,0,3,0,3,0,10,0,0,4,0,5,0,16,0,0,0,3,4,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,3,3,0,17,9,45,4,76
2100841,0,7,0,0,0,5,0,3,9,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,24,14,43,4,85
2100842,0,0,0,0,0,3,3,0,3,3,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,4,3,14,15,43,3,83
2100843,0,3,0,0,0,9,0,0,4,0,11,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,13,13,43,8,79
2100844,3,11,0,0,0,19,3,4,18,3,10,0,33,0,0,0,0,3,0,4,0,0,0,0,11,0,11,0,0,0,0,4,0,4,6,8,43,20,90,6,178
2100845,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,11,16,4,38
2100901,0,3,5,3,0,11,3,8,7,0,8,0,25,0,0,0,3,0,0,3,0,3,0,0,7,0,7,0,0,0,0,5,0,9,9,9,26,22,68,11,145
2100902,0,3,0,0,0,9,4,0,3,3,6,0,17,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,4,13,15,43,8,103
2100903,0,7,3,3,0,19,0,0,6,7,4,0,16,0,0,0,3,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,24,13,60,5,121
2100904,3,7,0,0,0,12,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,12,3,44,8,68
2100905,3,8,0,0,0,13,3,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,8,28,17,28,6,88
2100906,0,0,0,6,0,4,3,0,6,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,9,3,14,10,44,0,76
2100907,0,5,0,0,0,14,3,0,0,3,4,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,3,0,0,0,5,17,3,40,17,44,3,122
2100908,0,5,0,3,0,12,0,3,0,0,8,0,13,0,0,0,0,3,0,0,0,0,0,0,7,0,6,0,0,0,0,3,0,6,3,3,16,10,47,7,91
2100909,0,5,4,3,0,7,3,0,4,0,7,0,13,0,0,0,3,0,0,3,0,0,3,0,3,0,11,0,0,3,0,6,0,7,5,0,29,12,57,8,118
2100910,0,3,0,0,0,8,0,0,0,7,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,10,0,3,18,18,42,8,90
2100911,0,5,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,14,23,45,9,96
2100912,0,0,3,4,0,11,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,10,3,4,14,17,52,0,94
2100913,3,13,3,0,0,20,0,0,6,4,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,3,3,6,32,26,64,5,130
2100914,0,3,3,0,0,8,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,5,12,3,23,3,49
2100915,0,0,0,0,0,6,0,3,9,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,22,11,29,4,72
2100916,0,8,7,0,0,15,0,3,8,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,26,10,31,3,82
2100917,3,9,4,3,0,22,0,0,4,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,7,7,38,27,64,10,158
2101001,3,3,0,0,0,17,4,3,0,5,9,0,23,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,3,0,3,7,5,18,25,61,8,119
2101002,0,7,0,0,0,13,0,3,12,7,11,4,30,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,3,0,3,7,7,20,16,58,4,109
2101003,4,4,0,0,0,14,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,6,10,6,31,4,65
2101004,0,0,0,0,0,3,0,0,3,4,4,3,15,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,5,13,13,42,3,78
2101005,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,12,3,30
2101006,7,4,3,0,0,8,4,0,3,9,7,3,30,0,0,0,0,3,0,3,0,0,0,3,4,0,5,0,0,0,0,3,0,9,4,5,13,29,67,3,132
2101007,6,3,3,0,0,18,0,3,4,5,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,3,9,28,29,56,10,141
2101008,0,5,3,3,0,11,0,0,13,3,5,0,29,0,0,0,0,0,0,3,0,0,0,4,3,0,8,0,0,0,0,3,0,7,8,5,32,22,47,9,132
2101009,0,3,0,0,0,7,0,0,4,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,15,11,35,7,72
2101010,5,0,0,0,0,5,0,3,3,3,4,3,22,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,13,8,39,8,80
2101011,3,0,3,0,0,10,3,0,6,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,3,20,14,63,0,112
2101012,8,7,0,3,0,26,0,4,8,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,8,9,28,12,52,0,109
2101013,0,7,0,6,0,16,0,0,0,5,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,17,18,41,3,86
2101014,0,3,3,0,0,7,0,0,11,5,10,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,8,3,0,20,15,47,3,89
2101015,3,9,3,0,0,17,0,8,7,3,11,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,13,12,28,9,34,3,104
2101016,0,3,0,0,0,4,0,3,7,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,9,4,16,18,40,4,89
2101017,0,0,0,0,0,6,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,13,14,33,7,75
2101018,0,4,0,3,0,7,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,25,11,53,7,98
2101021,3,4,0,0,0,13,0,0,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,15,13,31,0,68
2101022,0,7,0,0,0,5,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,4,35
2101023,0,0,0,3,0,7,0,3,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,14,31,3,63
2101024,3,3,0,0,0,6,3,0,0,6,5,0,16,0,0,0,3,3,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,4,11,8,15,22,41,10,102
2101025,0,4,0,0,0,7,0,3,3,5,0,0,14,0,0,0,3,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,5,0,9,21,18,41,3,94
2101101,0,6,0,0,0,10,4,0,9,6,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,8,3,41,30,43,7,136
2101102,0,0,0,4,0,4,0,0,3,5,3,4,17,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,20,16,30,6,83
2101103,3,3,4,4,0,11,3,0,6,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,5,3,20,20,25,5,85
2101104,0,3,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,16,14,26,0,54
2101105,0,4,0,0,0,13,3,0,5,6,4,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,3,29,17,17,4,92
2101106,0,10,0,0,0,16,3,0,3,5,8,4,21,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,8,12,3,34,19,44,9,123
2101107,7,8,0,3,0,23,0,3,10,0,9,0,24,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,6,0,9,12,19,38,27,55,9,155
2101108,0,0,0,0,0,9,3,3,3,4,0,0,19,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,6,26,16,17,4,81
2101109,6,3,0,0,0,13,0,0,3,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,3,4,8,12,19,11,24,12,81
2101110,0,3,0,0,0,17,3,5,5,3,10,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,9,14,9,45,23,49,3,147
2101111,3,11,0,0,0,15,0,0,6,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,4,33,13,33,8,101
2101112,0,6,0,0,3,19,3,6,14,3,5,0,33,0,0,0,0,5,0,9,0,0,0,0,3,0,4,0,0,0,0,0,3,4,15,13,45,22,74,16,181
2101113,0,9,5,3,0,22,3,4,9,3,8,0,31,0,0,3,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,4,4,3,8,11,40,33,61,3,162
2101114,0,6,3,0,0,10,3,3,15,12,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,10,8,30,26,39,9,121
2101115,0,4,3,0,0,7,3,3,10,4,3,0,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,30,25,25,7,108
2101116,3,3,0,0,0,5,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,30,17,15,0,70
2101117,0,0,0,0,0,5,0,0,3,5,0,0,16,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,3,24,17,26,3,91
2101118,0,0,0,0,0,5,3,3,4,5,3,0,22,0,0,4,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,3,7,9,30,20,29,7,104
2101119,3,3,0,3,0,16,0,8,5,3,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,3,3,12,26,18,36,4,97
2101120,0,0,3,0,0,8,7,0,12,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,14,5,41,20,38,3,114
2101121,3,4,0,0,0,10,3,4,3,0,3,0,13,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,5,13,10,20,17,47,6,108
2101122,0,9,0,0,0,12,3,3,8,9,7,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,13,13,9,45,32,50,0,149
