SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2130821,0,0,5,4,0,5,0,0,0,21,0,0,3,3,0,7,0,0,0,17,0,0,3,3,6,0,0,0,0,14,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,18,15,14,28,42,41,47,37,18,0,250
2130822,0,0,3,7,12,7,0,0,0,29,0,0,4,0,3,0,0,0,0,8,0,0,0,5,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,21,14,7,51,36,41,48,24,6,0,243
2130901,0,0,4,6,8,4,3,0,0,25,0,0,0,4,3,0,0,0,0,12,0,0,3,3,3,0,0,0,0,15,0,0,0,6,7,5,0,0,0,13,0,0,0,7,7,0,0,0,0,17,0,0,0,4,3,0,0,0,0,9,0,3,4,3,3,4,5,0,0,23,20,18,37,50,52,43,22,11,3,245
2130902,0,3,5,6,4,3,0,0,0,19,0,0,3,4,3,3,0,0,0,20,0,0,4,3,5,0,0,0,0,13,0,0,0,4,3,3,0,0,0,14,0,0,0,5,6,3,0,0,0,14,0,0,3,6,0,0,3,0,0,9,3,0,0,0,4,3,7,7,0,24,20,22,33,69,57,40,52,34,8,329
2130903,0,4,10,10,6,12,0,0,0,44,0,0,8,8,6,0,0,0,0,26,0,0,7,3,3,0,0,0,0,12,0,0,6,0,0,0,0,0,0,4,0,0,9,7,7,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,3,0,9,4,3,3,5,0,0,30,20,43,109,72,56,56,38,37,7,441
2130904,0,3,19,7,10,9,0,0,0,50,0,0,6,5,10,0,0,0,0,19,0,0,5,4,3,5,0,0,0,17,0,0,3,0,3,0,0,0,0,13,0,0,5,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,6,3,4,3,3,0,0,23,35,37,93,68,78,40,53,20,6,423
2130905,0,3,9,3,5,3,0,0,0,30,0,0,0,5,8,4,0,0,0,15,0,3,4,3,6,5,0,0,0,20,0,0,3,0,3,3,0,0,0,10,0,0,0,7,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,7,4,4,0,0,6,0,0,0,0,17,36,32,44,57,65,53,59,22,4,369
2130906,0,3,9,4,16,6,0,0,0,28,0,0,3,3,3,4,0,0,0,10,0,0,0,3,8,0,0,0,0,19,0,0,3,0,0,7,0,0,0,11,0,0,0,5,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,8,34,31,44,36,65,55,42,12,4,324
2130907,0,0,9,3,5,5,0,0,0,30,0,0,9,3,7,8,0,0,0,21,0,0,0,4,6,5,0,0,0,16,0,0,3,3,3,3,0,0,0,10,0,0,4,6,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,12,34,43,68,59,65,86,50,28,3,436
2130908,0,0,9,5,8,0,3,0,0,28,0,4,5,7,3,8,3,0,0,21,0,0,5,7,5,4,0,0,0,12,0,0,6,3,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,5,3,0,3,3,3,0,0,20,19,39,65,38,58,44,31,24,5,322
2130909,0,3,0,3,3,0,0,0,0,16,0,0,3,3,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,22,30,30,44,33,31,24,18,0,238
2130910,0,0,10,9,3,9,0,0,0,26,0,0,8,3,3,4,0,0,0,27,0,0,0,6,3,8,0,0,0,18,0,0,6,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,3,0,0,19,20,36,60,55,46,78,47,31,5,373
2130911,0,3,3,10,3,3,0,0,0,17,0,0,3,0,0,0,0,0,0,8,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,5,11,42,28,18,43,31,20,3,210
2130912,0,0,8,0,3,9,8,0,0,31,0,0,4,0,3,7,0,0,0,17,0,0,4,3,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,7,0,17,18,21,51,44,54,73,56,24,8,356
2130913,0,0,6,6,12,3,0,0,0,30,0,0,0,0,4,0,0,0,0,10,0,0,0,4,14,4,0,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,4,0,0,13,14,26,47,39,51,50,38,12,5,291
2130914,0,0,11,6,7,8,0,0,0,30,0,0,4,3,6,6,0,0,0,26,0,0,0,5,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,6,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,18,22,3,69,14,32,64,62,62,60,64,66,22,439
2130915,0,0,4,9,3,4,0,0,0,18,0,0,4,6,0,0,0,0,0,14,0,0,4,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,4,7,6,0,0,3,0,31,25,20,43,39,59,50,51,24,9,314
2130916,0,3,7,3,19,8,5,0,0,51,0,0,5,3,9,5,3,0,0,22,0,0,3,6,8,3,4,0,0,15,0,0,3,5,0,3,0,0,0,9,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,0,3,3,0,23,53,47,63,60,83,82,77,15,9,492
2130917,0,0,13,4,11,9,3,0,0,38,0,0,4,3,7,3,3,0,0,17,0,0,3,7,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,3,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,3,3,3,3,0,3,3,0,23,28,40,55,47,74,85,75,28,9,426
2130918,0,3,8,5,5,5,3,0,0,25,0,0,8,3,3,8,0,0,0,19,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,4,6,3,0,5,6,3,25,10,24,48,47,53,61,51,26,9,323
2130919,0,3,10,7,4,8,0,0,0,25,0,0,9,5,3,0,0,0,0,17,0,0,3,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,6,0,0,4,0,0,3,0,0,0,7,10,17,50,23,25,47,21,13,3,216
2130920,0,3,3,3,0,3,0,0,0,11,0,0,5,8,0,4,0,0,0,17,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,7,4,3,5,5,0,30,14,13,31,29,22,54,42,20,4,235
2130921,0,3,3,6,3,0,0,0,0,19,0,0,3,0,3,9,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,0,0,0,13,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,16,23,27,31,30,49,70,55,20,3,312
2130922,0,0,5,9,5,3,0,0,0,29,0,0,4,11,4,5,0,0,0,22,0,0,3,5,4,3,0,0,0,18,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,12,0,0,0,3,6,0,0,0,0,12,3,0,6,0,4,0,0,0,0,19,27,21,64,51,50,56,19,14,4,312
2130923,0,3,5,4,9,7,4,3,0,31,0,0,15,3,3,3,3,0,0,20,0,0,6,0,7,3,0,0,0,21,0,0,0,5,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,12,0,0,0,6,3,3,0,0,0,10,3,3,3,4,4,3,4,0,0,27,26,27,51,48,59,52,65,37,5,374
2130924,0,3,0,9,3,4,9,0,0,28,0,0,6,4,7,0,3,0,0,23,0,0,5,3,3,3,0,0,0,16,0,0,0,0,6,0,0,0,0,10,0,0,3,6,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,5,7,6,3,3,13,7,3,46,22,25,50,70,53,41,97,37,12,395
2130925,0,0,0,3,3,8,3,0,0,15,0,0,5,3,5,3,0,0,0,15,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,18,0,0,0,0,0,5,0,0,0,9,0,0,3,3,0,0,3,3,0,17,23,11,27,33,43,38,36,27,7,239
2130926,0,4,3,10,3,0,0,0,0,26,0,0,5,9,3,3,0,0,0,25,0,0,5,5,6,3,0,0,0,21,0,0,3,3,0,0,0,0,0,7,0,0,0,8,5,0,0,0,0,15,0,0,0,3,3,0,0,0,0,4,4,0,3,3,4,3,0,0,0,16,28,24,54,72,57,33,14,14,4,290
2130927,0,0,4,4,0,0,0,0,0,7,0,0,0,6,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,6,6,12,37,3,4,35,30,20,18,22,45,46,217
2130928,0,0,7,3,7,6,0,0,0,24,0,0,6,0,4,3,3,4,3,18,0,0,0,4,0,0,0,5,16,31,0,0,3,3,0,5,0,0,3,16,0,0,3,7,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,8,6,6,37,21,33,43,49,61,41,51,33,58,386
2130929,0,0,7,3,9,0,0,0,0,19,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,3,30,7,18,42,26,37,34,27,34,10,236
2130930,0,3,0,3,3,0,0,0,0,8,0,0,3,4,4,0,0,0,0,14,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,9,3,16,25,17,28,35,20,10,0,151
2130931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130932,0,0,6,0,4,3,0,0,0,13,0,0,3,0,3,0,0,0,0,11,0,0,0,3,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,7,0,0,0,15,11,25,46,27,39,55,41,7,7,257
2131001,0,0,11,6,7,3,3,0,0,30,0,0,5,7,8,3,0,0,0,19,0,0,6,5,5,3,0,0,0,21,0,0,0,4,6,0,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,4,4,3,0,26,33,22,59,66,65,72,79,28,5,435
2131002,0,0,12,14,8,5,0,0,0,41,0,0,8,5,0,3,0,0,0,17,0,0,4,3,4,0,0,0,0,14,0,0,3,3,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,3,0,28,24,42,89,60,43,39,43,39,11,390
2131003,0,0,17,16,10,0,0,0,0,46,0,0,15,3,8,3,0,0,0,31,0,0,8,8,3,4,0,0,0,23,0,0,7,4,0,0,3,0,0,13,0,0,0,12,3,0,0,0,0,14,0,0,0,7,3,0,3,0,0,9,0,7,12,5,6,3,4,7,0,46,41,95,148,98,77,48,47,43,13,602
2131004,0,0,10,0,3,0,0,0,0,13,0,0,5,0,0,0,3,0,0,11,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,3,4,3,0,25,3,14,68,42,24,17,23,20,4,214
2131005,0,0,9,3,3,0,0,0,0,17,0,0,13,8,5,0,0,0,0,19,0,0,7,6,5,0,0,0,0,12,0,0,4,5,0,0,0,0,0,6,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,9,7,4,0,4,5,0,37,25,18,100,66,58,29,40,36,6,372
2131006,0,3,3,4,0,0,0,0,0,21,0,0,5,5,4,0,3,0,0,18,0,0,0,3,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,16,23,19,29,32,36,35,39,21,3,241
2131007,0,0,11,7,10,5,0,0,0,24,0,0,9,10,4,0,3,0,0,25,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,3,3,3,0,0,3,0,18,23,20,71,50,36,34,57,46,12,356
2131008,0,0,7,3,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,14,7,17,39,24,22,12,30,21,3,175
2131009,0,0,11,8,6,0,0,0,0,28,0,0,4,3,3,3,0,0,0,17,0,0,0,4,0,0,0,0,0,10,0,0,3,5,3,0,0,0,0,13,0,0,4,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,3,4,21,34,22,79,66,53,27,44,35,21,378
2131010,0,0,18,5,3,3,0,0,0,30,0,0,9,0,3,0,0,0,0,13,0,0,11,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,3,3,10,3,0,5,0,3,3,30,27,49,151,49,41,40,22,19,4,414
2131011,0,7,63,17,3,8,0,0,0,99,0,3,32,16,4,0,0,0,0,53,0,0,27,19,7,3,0,0,0,47,0,0,19,11,0,0,0,0,0,35,0,0,20,15,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,9,0,13,24,13,5,4,0,0,0,63,48,155,446,192,73,63,21,13,0,1013
2131012,0,0,18,9,6,3,0,0,0,42,0,0,10,5,4,0,0,0,0,21,0,0,7,3,0,0,0,0,0,16,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,11,5,3,0,0,37,20,43,175,89,58,33,22,14,0,446
2131013,0,0,6,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,3,4,0,5,0,39,6,38,98,49,18,19,15,19,6,268
2131014,0,0,22,3,4,3,0,0,0,36,0,0,6,4,5,4,0,0,0,17,0,0,3,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,9,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,7,3,7,3,0,0,0,28,35,54,125,47,54,42,31,13,3,402
2131015,0,0,15,8,10,0,0,0,0,30,0,0,6,5,3,0,0,0,0,14,0,0,8,3,0,0,0,0,0,18,0,0,3,4,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,3,7,3,0,0,0,29,14,27,119,50,51,26,17,16,3,329
2131016,0,0,22,7,3,4,0,0,0,36,0,0,5,11,4,0,0,0,0,17,0,0,9,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,18,20,45,117,66,39,30,17,7,3,345
2131017,0,0,17,12,6,3,0,0,0,36,0,0,4,3,3,3,0,0,0,22,0,0,4,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,5,4,0,30,27,43,100,49,60,60,38,40,22,435
2131018,0,0,8,0,4,3,0,0,0,16,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,3,0,23,6,27,60,30,41,31,25,30,12,265
2131019,0,3,14,7,3,11,0,0,0,35,0,0,11,10,3,0,0,0,0,20,0,0,6,3,10,0,0,0,0,19,0,0,8,11,4,0,0,0,0,19,0,0,0,4,3,0,0,0,0,11,0,0,0,4,0,4,0,0,0,4,0,3,5,5,3,8,0,3,3,26,19,57,118,72,78,60,46,48,8,514
2131020,0,4,17,12,3,9,3,0,0,49,0,0,7,10,4,0,0,0,0,23,0,0,5,0,3,0,0,0,0,8,0,0,0,3,4,0,0,0,0,9,0,0,5,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,5,8,8,8,4,11,6,0,0,59,24,51,124,99,53,85,41,19,11,506
2131021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13
2131022,0,0,7,3,0,6,0,0,0,20,0,0,9,6,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,13,19,35,37,31,38,37,27,0,251
2131023,0,0,8,10,3,0,3,0,0,28,0,0,4,3,3,0,0,0,0,17,0,0,4,3,0,3,0,0,0,7,0,0,3,3,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7,3,0,0,23,34,42,80,62,66,70,50,18,4,431
2131024,0,3,9,5,5,4,0,0,0,27,0,0,6,11,0,0,0,0,0,17,0,0,7,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,0,0,0,0,18,19,25,72,66,52,48,47,23,12,356
2131025,0,3,12,3,4,0,0,0,0,21,0,0,7,4,3,0,3,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,8,3,7,9,3,6,0,39,20,45,61,46,60,39,49,35,3,363
2131026,0,3,10,4,7,3,0,0,0,28,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,3,3,8,3,3,7,0,0,34,34,45,69,56,53,45,32,24,8,361
2131027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131028,0,3,9,4,4,0,0,0,0,25,0,3,0,8,0,0,0,0,0,14,0,0,6,4,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,8,0,0,8,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,8,57,86,27,29,16,14,10,3,260
2131029,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,0,0,0,0,0,17
2131030,0,0,4,9,9,4,0,0,0,31,0,3,3,4,3,3,0,0,0,13,0,0,6,8,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,4,4,9,3,3,3,5,0,32,35,55,63,86,63,57,55,37,4,465
2131101,0,3,11,5,5,8,0,0,0,33,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,12,7,4,4,3,0,0,35,25,59,94,61,52,51,29,23,17,417
2131102,0,0,7,9,4,6,0,0,0,29,0,0,6,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,4,3,0,30,27,35,56,31,49,54,28,17,9,289
2131103,0,0,9,0,0,4,0,0,0,21,0,0,6,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,4,3,3,4,0,6,4,0,33,41,45,101,68,45,36,33,14,6,381
2131104,0,0,4,3,0,0,0,0,0,15,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,13,14,69,43,25,23,9,10,0,209
2131105,0,3,14,4,4,0,0,0,0,25,0,0,3,4,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,3,8,5,3,4,3,0,0,33,42,57,97,86,43,26,25,24,9,403
2131106,0,0,7,3,0,3,0,0,0,18,0,0,8,3,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,5,3,0,3,27,35,49,119,80,56,33,35,9,6,420
2131107,0,0,10,11,0,5,0,0,0,30,0,0,9,4,3,0,0,0,0,17,0,0,4,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,9,12,4,6,7,3,0,56,36,44,114,89,58,54,29,23,6,447
2131108,0,0,11,4,6,3,0,0,0,29,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,4,0,0,0,26,27,45,79,61,46,38,25,7,4,336
2131109,0,0,4,4,4,7,0,0,0,18,0,0,4,7,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,6,4,0,3,0,0,26,55,48,66,65,51,56,22,7,0,368
2131110,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,10,0,4,3,0,33,17,28,83,50,47,20,27,12,3,285
2131111,0,3,3,3,12,0,0,0,0,18,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,3,0,0,0,29,33,68,99,87,57,39,23,20,9,435
2131112,0,4,4,12,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8,4,4,41,37,104,15,41,86,52,47,25,16,52,46,383
2131113,0,3,15,8,8,7,0,0,0,40,0,0,8,5,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,3,7,8,0,0,43,33,56,117,114,53,50,44,11,11,492
