SA1_7DIGITCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2130802,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,13,20,9,3,3,6,0,52,0,0,0,0,0,0,0,0,16,20,11,11,4,6,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,11,20,24,9,7,9,6,6,83
2130803,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,4,15,21,6,10,14,0,3,65,0,0,0,0,0,0,0,0,21,24,12,6,10,3,3,82,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,5,7,4,6,0,0,0,21,0,0,0,0,0,0,0,0,3,7,3,9,3,3,0,37,25,34,17,22,14,4,3,118
2130804,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,10,18,18,5,5,15,4,3,73,0,0,0,0,0,0,0,0,21,26,11,6,13,9,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,16,21,28,14,12,17,9,3,107
2130805,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,21,35,8,5,6,3,3,82,0,0,0,0,0,0,0,0,24,34,15,5,6,6,3,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,11,6,4,3,0,0,31,0,0,0,0,0,0,0,0,3,11,9,3,7,0,0,38,30,44,21,7,15,6,5,130
2130806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,8,6,8,0,47,0,0,0,0,0,0,0,0,3,15,13,8,8,8,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,12,5,7,7,3,54
2130807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130808,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,8,4,4,6,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,6,6,4,3,5,0,0,36
2130809,0,0,0,0,0,0,0,8,0,3,0,7,0,0,0,5,0,0,3,0,0,0,0,3,7,12,15,8,7,4,4,61,0,0,0,0,0,0,0,0,13,16,18,9,10,8,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,13,16,17,11,10,5,5,91
2130810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,20,11,7,11,8,3,0,55,0,0,0,0,0,0,0,3,28,12,4,10,7,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,7,7,3,0,3,0,0,18,30,16,11,12,9,3,0,83
2130811,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,21,13,5,3,3,0,59,0,0,0,0,0,0,0,0,15,28,13,5,3,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,11,19,28,9,10,10,4,3,79
2130812,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,7,5,13,9,0,0,4,0,33,0,0,0,0,0,0,0,0,11,21,10,0,5,7,0,46,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,10,4,6,7,0,55
2130813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,21,16,7,3,4,0,0,52,0,0,0,0,0,0,0,0,23,20,11,4,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,28,17,11,8,8,0,0,71
2130814,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,12,13,18,8,15,5,3,67,0,0,0,0,0,0,0,0,10,11,19,8,14,5,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,10,10,12,25,10,19,9,3,88
2130815,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,20,4,9,8,5,3,51,0,0,0,0,0,0,0,0,14,20,8,8,13,7,3,70,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,14,23,8,8,14,7,3,71
2130816,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,0,4,0,0,25,0,0,0,0,0,0,0,0,6,10,6,3,3,0,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,6,18,4,3,6,3,3,51
2130817,3,3,0,0,0,0,0,3,4,0,3,3,3,0,0,13,5,4,3,0,3,0,0,13,54,55,26,15,13,3,0,175,0,0,3,0,0,0,0,3,71,70,36,19,21,3,0,217,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,12,9,4,0,0,0,0,23,0,0,0,0,0,0,0,0,12,9,7,3,4,0,0,28,77,74,38,20,20,3,0,242
2130818,0,4,0,0,0,0,0,9,3,3,3,4,4,0,0,18,0,0,0,0,0,0,0,8,18,17,9,9,12,4,0,58,0,0,0,0,0,0,0,0,23,28,8,10,15,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,25,31,10,15,11,0,4,103
2130819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,6,9,3,0,3,0,0,21,0,0,0,0,0,0,0,0,6,12,7,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,8,0,0,34
2130820,0,5,0,0,3,0,0,11,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,16,18,15,8,11,6,0,79,0,0,0,0,0,0,0,0,22,20,15,10,13,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,27,27,15,10,19,11,0,108
2130821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,10,4,4,3,0,0,3,37,0,0,0,0,0,0,0,0,15,10,7,11,3,3,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,4,0,5,0,0,7,0,0,0,0,0,0,0,0,3,5,4,0,5,0,0,13,17,13,10,9,8,5,3,60
2130822,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,4,0,6,3,0,32,0,0,0,0,0,0,0,0,10,17,4,0,4,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,12,15,5,0,5,3,0,49
2130901,4,4,3,3,3,4,0,17,9,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,9,12,11,3,6,0,0,31,0,0,0,0,0,0,0,0,16,20,10,7,10,6,0,72,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,18,20,17,7,10,3,0,79
2130902,5,11,6,0,0,3,0,24,0,11,0,4,0,0,0,16,0,3,0,0,0,0,0,6,16,11,0,7,11,4,0,42,0,0,0,0,0,0,0,0,21,26,11,10,8,6,3,91,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,18,24,37,13,12,10,6,4,112
2130903,13,16,10,6,6,3,3,61,9,3,4,0,0,0,0,14,3,0,0,0,0,0,0,10,15,9,3,0,4,3,0,33,0,0,0,0,0,0,0,0,33,30,23,9,11,6,3,112,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,20,43,35,21,13,11,6,4,133
2130904,11,14,7,6,3,3,3,44,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,5,11,5,7,4,3,0,0,28,0,0,0,0,0,0,0,0,27,19,16,8,5,6,3,87,0,3,7,0,5,0,3,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,4,0,3,6,0,17,0,0,0,0,0,0,0,0,0,12,10,4,7,9,6,47,26,34,20,16,16,14,7,130
2130905,9,11,6,0,12,8,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,4,0,0,0,25,0,0,0,0,0,0,0,0,17,20,9,5,16,8,6,89,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,11,20,27,9,8,19,8,6,96
2130906,7,10,0,3,13,15,9,60,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,3,4,3,0,3,20,0,0,0,0,0,0,0,0,11,14,7,7,21,12,5,80,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,14,8,13,21,17,10,95
2130907,9,10,3,3,6,5,5,40,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,9,8,5,5,0,3,3,0,21,0,0,0,0,0,0,0,0,17,12,4,3,10,12,10,73,0,0,3,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,19,15,15,7,6,17,16,9,94
2130908,10,12,5,4,6,9,10,49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,4,6,11,10,52,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,16,12,18,6,5,6,11,14,74
2130909,5,9,10,0,8,8,0,45,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,11,9,6,8,8,0,53,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,11,14,15,9,6,8,13,0,72
2130910,16,17,7,5,3,11,3,62,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,25,20,10,8,3,11,3,83,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,25,22,14,8,3,16,3,95
2130911,5,6,0,0,0,3,4,21,3,0,0,3,0,0,0,9,0,5,0,0,0,0,0,5,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,12,0,5,3,3,4,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,4,4,4,3,4,44
2130912,9,3,3,3,3,3,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,9,3,0,0,0,17,0,0,0,0,0,0,0,0,13,9,8,3,3,3,0,47,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,13,15,8,10,7,6,10,0,63
2130913,8,5,3,7,4,3,10,40,0,3,0,0,3,0,0,6,6,3,0,0,0,0,0,7,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,14,5,7,3,3,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,23,13,5,7,5,10,7,71
2130914,7,10,7,3,3,6,0,45,5,6,0,0,0,0,0,14,3,0,0,0,0,0,0,8,8,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,24,25,15,3,3,8,0,76,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,24,26,21,3,8,6,0,89
2130915,9,3,0,4,4,4,4,23,5,0,3,0,0,0,0,15,0,3,0,0,0,0,0,5,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,13,12,7,8,7,4,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,0,0,0,0,0,0,0,3,0,3,8,3,8,0,0,14,13,10,8,9,13,7,4,66
2130916,3,6,3,4,16,18,8,61,3,0,0,0,0,0,0,7,3,3,0,0,0,0,0,12,5,7,0,0,3,0,0,22,0,0,0,0,0,0,0,0,15,19,3,3,21,22,12,98,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,12,18,24,9,5,22,25,10,113
2130917,9,12,5,3,3,8,5,38,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,6,3,9,3,3,0,0,0,23,0,0,0,0,0,0,0,0,18,17,11,7,6,10,3,74,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,20,21,16,12,6,15,10,87
2130918,8,15,4,3,4,4,4,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,7,4,0,0,0,13,0,0,0,0,0,0,0,0,16,15,10,6,10,4,4,57,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,3,3,3,3,0,3,0,9,14,14,8,7,10,11,4,70
2130919,3,0,0,3,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,0,15,0,0,0,0,0,0,0,0,9,3,0,3,5,8,3,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,12,8,4,3,5,8,5,39
2130920,3,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,16,6,4,4,8,0,3,34,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,16,6,3,4,10,0,3,38
2130921,0,3,5,0,7,9,3,23,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,8,10,3,0,4,0,0,20,0,0,0,0,0,0,0,0,10,8,9,3,7,11,6,59,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,12,12,9,3,7,16,6,65
2130922,13,9,3,3,0,4,3,38,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,3,7,3,5,3,0,26,0,0,0,0,0,0,0,0,19,14,6,8,11,10,3,71,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,19,14,12,6,12,10,3,77
2130923,5,4,3,0,0,0,3,20,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,10,10,8,3,3,0,3,0,30,0,0,0,0,0,0,0,0,21,18,6,3,4,3,4,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,9,6,3,23,19,25,11,9,8,9,3,83
2130924,3,8,3,0,3,0,0,21,3,3,3,3,0,0,0,11,0,3,0,0,0,0,0,3,14,6,3,6,0,0,0,31,3,0,0,0,0,0,0,3,24,16,7,5,5,0,4,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,16,20,23,17,8,10,3,4,89
2130925,5,4,4,0,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,17,7,4,0,7,3,0,38,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,3,0,0,20,15,16,4,3,13,3,0,58
2130926,7,13,9,4,3,4,0,39,3,3,0,0,0,3,0,16,6,3,0,0,0,0,0,9,13,13,10,8,4,0,4,47,0,0,0,0,0,0,0,0,30,32,13,9,9,7,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,33,16,12,8,10,8,112
2130927,3,3,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,0,18,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,7,3,8,3,5,0,0,25
2130928,4,9,7,3,7,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,5,4,0,3,3,0,21,0,0,0,0,0,0,0,0,16,17,9,3,8,7,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,10,14,20,9,3,14,5,3,71
2130929,3,0,3,0,0,0,0,12,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,7,11,3,0,4,0,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,11,3,0,4,4,0,37
2130930,4,3,0,3,5,3,5,23,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,7,5,3,5,3,5,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,6,7,5,4,5,47
2130931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130932,8,5,4,3,3,9,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,5,4,3,3,11,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,12,6,9,0,3,11,5,48
2131001,13,11,12,3,15,10,3,73,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,3,3,0,3,0,0,16,0,0,0,0,0,0,0,0,14,26,18,9,21,10,7,98,0,3,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,12,21,29,22,7,19,7,5,109
2131002,9,16,7,3,4,4,0,47,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,10,6,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,19,23,11,4,8,4,3,72,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,19,20,10,4,9,3,3,78
2131003,25,21,8,8,3,3,0,75,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,4,5,6,5,3,4,0,0,22,0,0,0,0,0,0,0,0,36,31,10,18,6,9,3,112,5,9,0,3,4,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,5,0,4,6,0,4,34,43,40,11,16,16,5,5,144
2131004,9,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,11,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,13,3,5,0,0,0,40
2131005,14,8,7,7,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,4,6,3,0,5,0,0,19,0,0,0,0,0,0,0,0,23,16,12,8,10,3,0,64,4,4,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,5,0,0,23,27,20,17,11,14,3,0,88
