UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL215066,27,40,61,47,17,3,207,0,8,19,28,40,38,10,0,139,13,67,104,92,150,146,84,22,681,3,14,28,59,105,146,64,13,434,15,32,40,62,62,79,34,14,342,0,0,0,0,9,13,3,0,29,0,0,7,4,10,28,9,5,67,18,39,46,77,84,116,42,13,429,0,0,0,4,3,10,9,8,36,28,18,15,34,60,95,79,40,361,67,158,238,325,490,601,311,100,2285
UCL215067,21,18,27,17,4,0,97,0,12,13,13,21,20,3,0,78,8,60,106,50,85,57,16,3,390,0,28,35,39,49,52,20,8,240,18,81,67,66,75,46,20,10,386,3,4,5,4,3,8,0,0,25,0,6,7,3,9,11,4,0,40,24,84,73,76,96,65,20,14,453,0,0,0,0,0,6,6,4,12,19,22,29,27,60,60,58,40,318,51,220,278,230,336,286,129,73,1597
UCL215068,0,4,0,0,0,0,11,0,3,8,5,3,3,0,0,24,4,33,19,18,21,5,6,0,116,3,26,24,31,31,16,8,3,150,35,102,76,66,72,46,14,9,422,11,12,9,3,5,0,0,0,40,3,14,3,3,3,8,0,0,30,52,124,85,75,80,54,14,9,491,0,0,4,7,3,4,0,0,17,41,37,42,48,58,71,60,47,390,99,230,179,192,198,152,92,56,1191
UCL215069,14,19,23,4,3,0,66,0,7,17,20,15,6,0,0,74,28,62,86,91,58,36,6,0,368,15,25,49,67,67,37,13,0,270,55,95,102,138,97,36,18,3,539,3,4,4,4,8,0,0,0,27,4,5,6,13,17,9,3,3,59,62,106,118,156,120,52,23,4,627,0,0,0,3,3,7,3,0,23,20,10,25,35,20,25,9,3,154,124,219,309,393,300,169,57,10,1576
UCL215070,7,0,4,3,0,0,16,3,0,0,3,3,0,0,0,20,13,35,19,7,16,12,6,0,99,3,13,18,14,6,13,3,0,74,5,40,24,27,24,15,5,0,154,3,0,4,3,0,0,0,0,12,0,3,3,0,4,0,0,0,23,15,48,34,28,31,18,5,0,182,0,3,0,3,0,0,0,0,9,59,67,34,50,72,42,31,29,383,90,175,116,105,133,85,45,33,772
UCL215071,3,0,0,0,0,0,15,3,8,4,11,0,5,0,0,31,4,20,37,17,19,14,11,0,127,6,16,22,29,29,20,15,5,137,40,71,75,79,77,40,28,5,420,5,4,5,10,3,10,3,0,32,3,3,5,7,10,11,6,0,47,50,83,84,91,92,56,35,7,498,0,0,0,0,3,3,0,0,17,19,20,13,34,46,51,56,48,287,87,146,160,181,196,156,120,68,1101
UCL215072,7,10,11,5,0,0,39,0,8,16,12,19,0,0,0,67,20,57,66,50,39,24,7,3,264,12,44,77,88,61,41,6,3,318,67,114,144,159,97,56,17,7,672,3,9,3,6,5,0,0,0,26,3,7,13,21,17,3,0,0,70,74,136,163,187,125,66,20,3,770,0,0,4,3,3,4,0,0,16,52,32,49,47,53,41,22,7,297,156,287,382,395,307,176,53,24,1769
UCL215073,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,6,3,24,10,5,11,0,0,0,48,0,18,11,9,14,9,0,0,65,33,67,43,46,41,27,10,3,271,3,8,0,3,3,0,0,0,20,3,0,5,3,0,5,0,0,17,41,82,49,55,47,32,10,3,309,0,4,0,0,0,0,3,0,5,19,19,22,11,32,24,16,3,148,60,138,96,79,108,59,31,10,589
UCL215074,3,5,14,4,0,0,36,0,7,10,10,8,3,0,0,30,3,29,44,19,50,24,3,3,165,4,20,26,30,30,22,7,0,146,29,57,75,74,65,42,21,4,375,4,7,0,3,4,0,0,0,16,3,4,5,4,4,11,0,0,31,34,65,75,83,71,47,24,4,415,0,0,0,0,3,0,3,0,12,12,12,18,26,46,36,39,26,219,61,142,178,165,222,147,78,42,1031
UCL215075,3,8,3,3,0,0,19,0,0,3,4,7,6,0,0,23,8,30,24,8,17,20,10,7,118,3,10,19,20,26,23,11,5,120,12,27,32,31,46,24,23,3,198,6,0,0,0,0,3,0,0,9,0,3,3,6,13,8,0,3,37,12,30,33,41,55,30,26,5,244,0,0,0,0,0,3,0,0,7,3,4,10,11,18,30,17,9,108,29,78,95,89,132,112,73,33,636
UCL215076,3,3,0,0,0,0,11,0,6,8,0,3,3,0,0,16,6,24,39,12,11,8,0,0,107,10,30,33,30,26,18,6,0,138,38,94,91,97,56,14,4,0,399,3,5,4,3,0,3,0,0,20,0,4,7,6,7,3,0,0,26,40,107,102,108,63,21,5,0,442,0,3,0,3,3,7,0,0,13,15,16,9,17,20,9,10,0,90,83,182,192,168,122,58,17,0,820
UCL215077,0,0,0,3,0,0,12,0,4,3,3,5,0,4,0,18,0,23,22,13,16,18,4,3,104,7,14,12,15,21,13,6,7,91,29,62,34,52,59,40,15,6,292,3,4,9,3,4,0,4,0,21,3,10,11,9,6,5,3,0,38,34,70,48,65,69,42,22,6,355,0,0,0,0,4,0,0,0,3,18,11,10,18,26,44,42,23,181,66,130,103,105,133,116,82,35,767
UCL215078,3,0,3,0,3,0,13,0,8,4,4,4,5,0,0,29,6,24,31,13,15,11,0,0,100,4,22,20,18,23,23,8,4,122,31,96,63,55,75,29,15,4,357,0,10,3,5,9,0,0,0,31,0,14,3,3,7,7,0,0,35,31,110,70,60,91,42,12,4,423,0,0,0,0,0,0,0,0,5,22,9,25,15,21,31,26,5,151,64,174,153,118,158,115,54,11,852
UCL215079,20,18,8,6,0,0,60,0,12,20,12,16,0,0,0,61,17,70,68,47,58,20,5,3,293,5,50,64,61,42,35,22,3,271,62,136,101,97,85,61,22,14,578,6,5,4,11,7,5,0,0,35,8,11,4,10,12,10,5,0,65,81,147,114,121,98,77,23,11,674,0,0,0,9,3,3,3,0,18,52,34,48,48,63,79,65,26,421,154,326,327,310,282,219,115,46,1790
UCL215080,5,3,3,0,0,0,20,0,8,4,7,3,0,0,0,24,7,15,22,21,24,11,0,0,102,5,14,21,11,21,12,3,3,99,31,56,49,51,50,23,17,0,286,3,0,8,0,7,0,0,0,16,0,4,0,4,3,7,0,0,20,43,64,58,58,56,31,19,7,333,0,0,0,3,3,3,0,0,9,26,17,22,35,45,52,51,23,285,78,124,134,131,162,113,81,36,863
UCL215081,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,15,6,10,10,0,3,0,50,0,12,15,12,15,4,0,0,72,32,55,25,35,28,21,10,3,212,4,3,3,4,0,0,0,0,17,3,0,8,4,0,0,3,3,22,35,63,42,39,28,23,13,3,248,0,3,0,0,0,0,0,0,5,14,11,6,17,9,19,28,21,128,61,99,72,83,70,48,39,26,501
UCL215082,7,0,0,0,0,0,8,0,0,0,0,3,4,0,0,11,0,16,25,7,7,0,0,0,53,0,15,17,9,10,0,3,0,49,11,48,60,37,31,13,13,0,210,8,3,3,0,0,0,0,0,9,0,0,7,6,5,4,0,0,17,18,49,67,45,32,14,13,0,244,0,0,0,0,0,0,0,0,3,11,11,18,20,12,17,8,3,113,29,89,135,84,64,45,25,7,480
UCL215083,15,13,15,3,0,0,47,0,15,14,13,11,5,4,0,68,13,65,58,36,41,22,3,0,243,11,46,49,37,45,27,17,3,240,60,155,115,88,91,63,33,4,619,0,6,14,8,4,7,0,0,38,5,5,8,7,7,9,3,0,47,70,171,133,107,102,72,37,8,701,3,0,0,3,0,3,6,4,21,41,30,35,37,51,60,52,28,327,142,330,304,244,270,196,118,43,1648
UCL215084,10,6,3,3,0,0,21,0,0,0,6,4,3,0,0,17,4,25,22,15,22,11,0,0,97,10,30,29,19,26,11,8,0,133,26,64,77,84,66,28,6,0,348,6,0,0,4,0,0,0,0,16,4,0,7,0,3,7,0,0,19,40,63,86,85,68,38,8,0,387,0,3,3,0,0,0,0,0,11,20,22,22,14,15,18,4,0,115,80,145,164,155,140,84,21,0,780
UCL215085,13,19,15,13,0,0,53,0,7,6,12,22,12,0,0,62,6,21,51,47,18,36,4,0,182,11,15,21,47,42,24,9,0,158,24,35,45,53,54,36,24,7,279,3,6,7,0,3,3,0,0,19,0,0,3,3,10,9,0,0,29,26,36,53,60,71,47,24,6,329,0,4,0,4,0,3,0,3,12,27,20,29,26,59,33,18,0,212,71,95,164,217,227,165,52,14,1012
UCL215086,0,0,3,0,0,0,14,0,5,3,6,3,3,0,0,22,4,25,25,20,19,18,3,0,124,4,14,17,30,24,20,8,4,128,34,68,52,63,76,43,16,7,360,4,3,0,5,0,4,0,0,28,3,11,5,7,9,3,3,0,36,41,83,62,74,84,50,19,7,419,0,0,3,0,0,0,0,0,6,21,26,21,26,44,41,54,63,299,81,155,135,158,186,141,84,77,1007
UCL215087,19,9,14,0,0,0,48,4,6,6,9,11,5,0,0,37,10,55,63,28,28,17,5,0,212,19,47,54,48,36,31,13,4,246,69,133,156,157,85,78,31,9,732,8,6,6,8,0,3,0,3,32,3,16,8,11,12,5,3,0,63,82,156,166,177,100,88,36,15,822,0,3,3,6,0,3,0,3,17,61,19,52,43,41,54,47,24,344,178,289,361,323,230,202,97,51,1734
UCL215088,0,4,3,0,0,0,15,0,0,0,3,3,0,0,0,8,3,18,22,8,18,7,4,0,92,10,18,13,16,12,10,8,3,90,30,51,41,49,42,33,10,8,263,0,3,4,0,3,3,0,0,17,3,3,3,7,4,4,3,0,27,32,57,43,59,48,37,14,8,304,0,0,0,0,0,3,4,3,10,13,22,16,21,42,26,27,17,181,60,126,103,114,134,94,46,28,705
UCL215089,9,16,19,6,0,0,58,0,6,4,10,11,5,0,0,33,30,30,42,56,40,19,4,0,229,19,9,15,37,45,19,0,0,143,23,22,36,62,63,20,10,0,226,3,0,5,7,3,0,0,0,13,5,0,0,3,5,8,0,0,21,29,22,37,69,67,22,8,0,265,0,0,0,0,0,0,0,0,8,17,0,8,19,11,12,11,0,78,104,70,122,209,199,87,29,3,821
UCL215090,57,43,33,27,3,3,202,0,10,43,36,33,10,3,0,137,7,81,159,121,79,73,17,4,543,10,32,55,65,59,52,26,4,296,47,67,78,91,78,52,21,4,435,3,0,6,7,3,0,0,0,34,4,5,4,14,6,12,0,0,52,53,69,86,114,89,71,25,3,515,0,0,3,3,9,0,3,0,16,43,26,31,51,43,51,45,53,341,116,245,440,433,347,282,124,63,2045
UCL215091,12,7,3,6,0,0,30,0,5,9,12,9,10,0,0,40,16,39,45,44,35,16,7,0,198,30,80,62,43,38,32,3,3,284,103,222,191,154,120,66,10,4,871,11,10,9,11,3,3,0,0,46,4,10,13,10,13,9,0,0,66,114,242,213,174,141,82,17,4,983,0,0,0,4,3,8,0,0,18,38,29,39,40,44,28,9,9,246,201,415,374,326,260,177,42,9,1799
UCL215092,0,3,0,3,0,0,12,3,0,4,3,3,0,0,0,8,6,12,4,7,9,3,0,3,41,3,7,8,17,12,9,3,0,59,26,56,28,48,47,13,13,0,238,3,3,0,0,0,0,0,0,15,3,3,0,6,0,0,0,0,12,36,64,30,56,50,15,13,0,265,0,0,3,0,0,3,0,0,5,24,18,15,15,24,24,15,8,144,65,106,63,103,95,54,29,15,532
UCL215093,12,5,3,11,0,0,30,0,9,10,7,8,0,0,0,36,9,38,63,31,18,13,5,0,176,11,50,35,40,19,21,6,3,196,34,107,94,67,47,36,19,0,401,3,6,5,0,8,0,0,0,21,3,6,3,8,0,3,3,0,33,39,121,98,79,51,43,19,0,450,0,0,3,0,3,3,0,0,9,25,24,25,23,20,15,14,0,146,90,247,242,183,127,114,45,5,1053
UCL215094,4,6,10,9,0,0,33,0,3,10,9,16,6,0,0,46,11,24,31,30,28,20,11,4,152,12,38,37,45,31,25,8,4,203,43,129,106,119,74,54,19,9,538,9,4,5,11,3,3,0,0,39,3,11,8,8,12,11,0,0,42,49,138,123,135,87,62,21,9,623,0,0,0,0,3,4,0,0,12,36,27,31,34,32,46,34,10,248,105,243,232,258,204,171,68,27,1316
UCL215095,0,0,7,0,3,0,9,0,3,3,0,3,3,0,0,9,6,24,17,9,8,9,0,0,70,4,24,16,13,9,14,3,0,80,13,60,21,32,47,20,14,3,210,3,3,3,3,0,3,0,0,16,3,5,3,3,7,3,0,0,21,21,68,29,36,53,29,14,3,250,0,0,0,0,0,0,0,0,4,13,13,5,11,23,26,11,3,102,41,129,80,69,94,78,30,6,530
UCL215096,0,4,3,0,0,0,14,0,5,3,8,8,3,0,0,19,3,18,17,5,27,21,9,0,96,3,16,13,13,19,17,13,4,97,17,60,30,49,51,31,23,11,259,3,3,4,3,7,3,0,0,15,4,0,3,3,6,3,0,0,26,23,61,35,51,62,41,19,7,305,0,0,5,0,0,4,5,0,14,19,17,7,12,29,37,35,29,191,47,125,83,99,139,119,80,41,728
UCL215097,0,0,8,0,4,0,14,0,4,3,0,3,3,3,0,13,4,18,17,18,10,18,11,5,95,0,8,14,18,16,14,4,0,72,13,18,23,35,42,23,17,0,173,0,0,3,3,5,0,0,0,11,0,3,4,3,3,3,0,0,15,20,22,29,38,48,26,17,3,201,0,0,0,0,0,3,5,0,11,10,12,14,15,27,26,22,11,137,37,65,68,90,113,88,56,15,543
UCL221001,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,7,14,7,3,3,0,0,44,4,7,10,12,9,0,3,0,41,18,41,38,24,15,4,5,0,142,5,3,3,0,0,0,0,0,9,3,3,3,6,0,0,0,0,15,21,44,40,33,12,4,5,0,161,0,0,0,0,0,0,0,0,3,15,3,9,3,7,7,4,3,44,37,69,84,55,34,17,8,3,304
UCL221002,3,0,4,10,0,0,17,0,0,4,3,0,0,0,0,7,10,14,20,9,9,13,0,0,66,0,9,11,10,16,7,5,0,55,12,29,29,29,39,13,3,3,153,3,0,3,0,0,0,0,0,6,4,0,0,0,0,3,0,0,13,15,29,29,32,41,16,3,3,175,0,0,3,0,0,0,0,0,5,9,7,17,17,12,10,12,3,86,31,54,84,73,83,55,23,9,412
UCL221003,0,0,3,0,0,0,6,0,0,0,0,7,5,0,0,10,0,13,13,5,13,9,3,0,46,7,14,12,9,13,12,3,0,66,7,19,24,24,19,16,8,0,127,3,3,0,0,7,0,0,0,12,0,0,6,0,3,4,0,0,14,13,22,29,21,25,23,7,0,150,0,0,0,0,0,0,0,0,7,10,3,10,8,20,21,21,16,108,32,51,65,49,83,64,40,18,396
UCL221004,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,8,6,3,7,4,0,0,27,3,0,11,14,6,3,0,0,43,9,35,22,19,18,12,0,0,111,0,0,0,3,0,0,0,0,6,3,3,0,3,0,0,0,0,7,16,34,27,25,19,9,0,0,130,0,0,0,0,0,3,0,0,3,12,3,6,9,4,3,4,0,48,32,50,49,59,41,24,3,4,258
UCL221005,4,3,3,4,0,0,20,0,0,3,3,4,0,0,0,8,3,5,17,31,14,9,0,0,79,3,3,23,13,16,7,0,0,62,12,15,17,52,29,5,5,0,129,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,10,16,10,26,58,27,7,7,0,149,0,0,0,0,0,0,0,0,4,12,3,4,13,13,7,4,0,50,36,28,73,118,79,30,13,0,371
UCL221006,0,0,0,0,0,0,7,0,8,3,0,0,0,0,0,9,6,13,4,10,7,8,5,0,56,0,4,3,11,4,5,0,0,29,9,21,24,27,13,14,4,0,100,0,0,3,0,0,0,0,0,5,0,3,4,0,0,0,0,0,11,5,23,29,24,11,14,3,0,118,0,0,0,3,0,0,0,0,7,3,14,5,9,8,15,12,9,76,17,66,47,56,33,44,22,11,306
UCL221007,0,0,0,0,0,0,11,0,0,5,0,7,4,0,0,12,5,11,10,17,13,6,0,0,65,0,4,5,3,12,4,6,0,36,3,24,18,20,11,9,0,0,88,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,13,4,30,21,19,11,9,0,0,101,0,0,0,0,0,4,0,0,4,11,3,3,4,3,9,5,0,36,15,50,51,41,46,42,8,0,263
UCL221008,0,5,3,0,0,0,10,0,0,3,4,0,3,0,0,11,0,6,9,8,10,3,0,0,38,3,6,5,6,7,6,0,0,37,4,13,19,20,19,18,8,3,103,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,6,7,17,23,23,23,15,6,3,118,0,0,0,0,0,0,0,0,4,9,5,4,5,9,14,4,3,55,15,36,39,57,60,48,10,5,272
UCL221009,0,0,0,0,0,0,3,0,0,3,3,3,5,0,0,8,3,13,10,5,10,3,0,3,59,0,5,5,5,6,5,0,0,36,7,8,21,16,23,14,6,3,96,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,6,3,15,21,17,28,18,6,3,109,0,0,0,0,0,0,0,0,6,9,3,5,9,12,23,14,22,104,14,39,52,43,68,53,24,31,316
UCL221010,3,0,0,3,0,0,12,0,0,3,3,3,0,0,0,10,0,11,9,8,12,3,0,0,37,6,4,8,7,15,4,0,0,44,9,31,21,20,20,9,0,0,107,0,3,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,4,10,40,23,19,24,9,0,0,122,0,0,0,0,0,0,0,0,6,10,7,4,3,9,4,8,3,42,23,61,50,43,65,24,8,3,272
UCL221011,3,0,3,0,0,0,3,0,3,5,4,0,0,0,0,14,0,4,5,3,5,5,0,0,26,6,4,4,12,8,3,0,0,38,9,14,16,16,19,13,7,0,95,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,15,15,20,16,17,19,7,0,104,0,0,0,0,0,0,0,0,3,8,3,9,12,15,13,4,7,65,25,30,54,42,53,40,15,4,262
UCL221012,3,7,5,3,0,0,12,0,3,3,4,0,0,0,0,16,3,10,13,17,5,11,0,0,54,0,7,18,4,19,7,0,0,52,9,17,25,30,11,8,0,0,98,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,8,9,20,30,39,8,5,0,0,112,0,0,0,0,0,0,0,0,3,5,5,10,8,7,13,5,0,42,16,43,72,69,45,41,11,3,295
UCL221013,0,0,3,0,0,0,4,0,0,4,3,3,0,0,0,8,0,3,15,9,10,0,0,0,45,0,5,8,11,8,3,0,0,38,7,6,23,19,9,4,0,0,74,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,7,6,23,22,16,6,0,0,87,0,0,0,0,0,0,0,0,0,3,0,5,8,4,3,0,0,28,16,17,58,55,46,13,0,0,214
UCL221014,0,5,3,0,0,0,6,0,3,0,0,3,0,0,0,7,3,9,9,7,5,4,3,0,43,4,7,12,8,3,3,0,0,40,11,33,13,28,20,10,9,0,127,0,0,3,0,0,0,0,0,10,4,3,0,0,0,0,3,0,6,16,38,14,32,20,14,5,0,143,0,0,0,0,0,0,0,0,3,10,5,7,14,9,8,4,0,65,27,57,55,70,40,27,13,0,301
UCL221015,0,3,3,8,3,0,16,0,0,0,6,3,9,0,0,21,3,20,20,12,31,22,3,0,105,0,12,10,12,19,14,8,0,74,11,24,25,18,29,19,12,0,145,3,0,0,0,0,0,0,0,7,0,0,8,0,7,3,0,0,16,10,29,32,26,30,29,12,0,166,0,0,0,0,3,0,0,0,5,7,5,9,17,13,23,17,5,93,25,66,72,68,101,98,40,8,483
UCL221016,4,3,4,3,0,0,13,0,3,4,5,0,0,0,0,7,0,10,13,14,5,3,0,0,41,0,12,12,7,12,6,0,0,49,9,33,25,14,10,0,0,0,92,3,0,3,0,3,0,0,0,7,0,0,3,0,3,0,0,0,9,13,33,32,14,14,4,3,0,110,0,0,0,0,0,0,3,0,3,3,3,0,4,0,0,3,0,20,16,55,68,49,39,18,14,0,250
UCL221017,3,0,3,0,0,0,3,0,0,3,3,3,3,0,0,8,3,7,8,4,9,3,0,0,37,0,6,9,10,14,3,0,0,46,20,27,21,38,36,16,5,3,172,0,3,3,0,0,0,0,0,3,0,3,0,6,7,0,0,0,20,17,30,26,44,41,16,8,3,196,0,0,0,3,0,3,0,0,10,15,0,6,3,11,18,6,5,57,41,47,54,67,83,46,17,7,355
UCL221018,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,14,0,9,11,6,14,3,3,3,57,3,0,7,15,17,9,5,0,59,8,17,16,40,38,16,9,5,148,0,3,3,0,0,0,0,0,6,0,3,0,4,3,0,0,0,11,9,19,19,43,42,16,9,5,169,0,3,0,0,0,3,0,0,10,8,0,3,15,25,15,19,24,112,22,47,51,81,104,45,39,30,423
UCL221019,11,5,13,6,0,0,37,0,4,12,12,3,4,0,0,33,3,7,17,20,26,18,0,0,98,3,13,15,22,29,23,5,3,111,18,23,24,34,43,35,14,0,200,3,0,0,5,9,3,0,0,19,0,3,3,7,5,3,0,0,18,23,29,27,45,61,37,14,0,237,0,0,0,0,0,4,0,0,8,19,9,14,18,35,24,35,5,168,55,69,99,121,162,120,57,13,685
UCL221020,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,4,0,10,6,4,8,10,4,0,39,0,3,4,10,6,4,0,0,28,10,26,21,37,27,13,9,7,155,3,8,0,3,0,0,0,0,17,0,0,3,3,6,4,3,3,26,21,30,22,45,34,25,10,7,188,0,0,0,0,0,0,0,0,4,8,3,3,9,25,19,22,23,101,25,52,39,69,77,55,36,28,380
UCL221021,0,3,4,4,3,0,11,0,0,0,0,3,8,0,0,10,0,6,0,3,3,9,0,0,27,0,3,5,9,15,25,3,0,62,13,16,15,29,24,28,4,3,132,0,3,3,0,0,0,3,0,8,0,0,4,0,9,4,0,0,19,13,17,22,29,34,29,9,3,155,0,0,0,0,0,3,0,0,9,7,10,9,7,14,21,9,5,78,18,39,37,54,72,96,28,4,345
UCL221022,6,0,0,0,0,0,6,0,3,0,0,0,3,0,0,9,0,6,8,0,7,3,4,0,27,0,4,4,11,12,12,9,0,55,4,20,18,22,36,32,18,4,144,4,4,0,3,0,3,0,0,17,0,0,0,0,5,7,0,0,16,11,23,18,25,42,40,18,4,173,0,0,0,0,0,4,0,0,5,3,13,14,5,19,18,16,13,97,9,48,44,50,85,81,42,15,378
UCL221023,6,0,5,0,0,0,16,3,0,6,6,0,0,0,0,15,0,7,14,14,3,3,0,3,50,0,3,9,7,12,4,3,0,48,8,12,12,18,12,8,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,18,12,10,0,4,70,0,0,0,3,0,0,0,0,7,5,5,12,12,11,5,5,3,67,14,33,58,60,56,27,12,15,278
UCL221024,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,6,0,4,7,3,8,3,3,0,29,0,0,3,7,6,6,3,0,34,10,10,8,21,27,14,12,3,97,0,3,0,0,0,0,0,0,11,0,0,0,0,3,4,0,0,9,11,11,9,21,29,22,12,3,112,0,0,0,0,0,0,0,0,0,4,7,6,12,20,22,16,5,87,11,19,29,52,62,61,36,4,273
UCL221025,4,3,4,0,0,0,11,0,3,0,4,8,0,0,0,14,3,6,15,12,21,11,4,0,73,0,3,0,12,14,12,8,3,59,8,13,16,31,36,39,11,4,157,3,4,0,0,8,0,0,0,19,0,0,0,0,0,3,0,0,6,7,20,19,30,44,45,11,3,182,0,0,0,0,0,0,0,0,3,8,3,0,14,20,23,10,7,84,17,33,43,76,113,96,37,15,435
UCL221026,0,5,3,0,0,0,14,4,3,0,0,3,0,0,0,11,7,3,13,22,16,15,3,3,78,4,11,13,16,21,9,3,0,67,15,19,27,43,40,14,7,0,162,0,0,6,3,0,0,3,0,13,3,5,3,6,0,3,0,0,23,17,20,35,49,48,21,8,0,200,3,0,0,0,0,0,0,0,3,13,5,7,10,18,21,8,0,90,44,41,67,106,101,68,29,7,469
UCL221027,0,0,0,3,0,0,5,0,4,4,0,0,0,0,0,10,4,11,4,5,9,8,0,0,43,3,3,6,6,12,5,7,4,40,16,16,13,19,19,12,7,4,99,0,0,3,3,0,6,0,0,14,0,0,4,0,0,3,0,0,9,14,18,14,26,20,22,9,3,128,0,0,0,0,0,0,0,0,4,3,4,3,11,7,29,21,26,100,23,35,31,48,55,65,39,33,333
UCL221028,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,15,0,16,4,0,6,6,0,0,34,0,9,3,5,13,3,3,7,36,12,9,14,32,30,32,11,5,152,3,0,0,0,0,0,0,0,5,0,0,0,3,0,3,3,3,12,18,12,15,35,31,33,18,4,172,0,0,0,0,0,0,0,0,4,10,4,12,15,22,33,21,10,121,30,46,37,65,71,73,37,26,386
UCL221029,6,3,0,0,0,0,10,0,0,0,3,0,0,0,0,8,0,7,11,12,9,0,4,0,40,3,3,3,8,4,6,8,0,37,10,14,10,19,16,16,10,0,90,0,3,0,3,0,0,0,0,9,0,3,0,3,0,4,0,0,7,10,15,8,26,19,17,10,0,106,0,0,0,0,0,0,0,0,3,6,3,3,4,15,16,18,6,69,19,29,40,51,44,41,35,8,272
UCL221030,3,3,8,17,10,0,41,0,0,0,3,6,3,0,0,19,0,3,21,18,28,39,11,3,127,0,0,9,11,16,26,14,3,70,3,5,5,10,19,5,4,3,56,0,0,0,0,0,3,0,0,6,0,0,0,0,0,8,0,0,6,3,5,5,14,23,16,9,3,76,0,0,0,0,4,3,0,0,4,5,0,7,3,15,12,13,0,57,11,13,44,48,104,111,48,9,395
