UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL222012,52,0,0,0,0,52,52,0,0,0,0,58,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,125,0,0,0,0,126
UCL222013,43,0,0,0,0,41,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,92
UCL222014,83,0,0,0,0,84,52,3,0,0,0,53,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,142,3,0,0,0,146
UCL222015,51,0,0,0,0,50,59,0,0,0,0,65,18,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36,3,0,0,0,0,3,3,0,0,0,0,3,149,0,0,0,0,152
UCL222016,22,0,0,0,0,22,101,0,0,0,0,101,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,134,0,0,0,0,134
UCL222017,54,0,0,0,0,54,92,0,0,0,0,92,27,0,0,0,0,27,3,0,0,0,0,3,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,3,0,49,0,0,0,0,0,0,9,0,0,0,0,9,197,0,0,3,3,196
UCL222018,47,0,0,0,0,47,67,0,0,0,0,67,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,134,0,0,0,0,134
UCL222019,44,0,0,0,0,50,32,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,3,101,0,0,0,3,104
UCL222020,62,0,0,0,0,62,18,0,0,0,0,18,3,0,0,0,0,3,5,0,0,0,0,5,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,111,0,0,0,0,111
UCL222021,9,0,0,0,0,8,16,4,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,31,8,4,0,0,43
UCL222022,43,0,0,0,0,44,63,0,0,0,0,63,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,123,0,0,0,0,122
UCL222023,38,0,0,0,0,38,43,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,95,0,0,3,0,97
UCL222024,54,0,0,0,0,56,38,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,5,0,113
UCL222025,43,0,0,0,0,43,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,150
UCL222026,0,0,14,0,0,17,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,3,19,0,0,17,0,0,10,0,0,9,0,0,3,0,0,3,3,3,50,0,0,51
UCL222027,35,0,0,3,0,41,24,0,0,0,3,25,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,4,0,81
UCL222028,39,0,0,0,0,39,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,114,0,0,0,0,114
UCL222029,45,0,0,0,0,47,63,0,0,3,0,64,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,123,0,0,3,0,128
UCL222030,110,0,0,0,0,114,64,0,0,0,0,64,23,0,0,0,0,23,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,9,0,0,0,0,6,208,0,0,0,0,211
UCL222031,32,0,0,0,0,32,48,0,0,0,0,48,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,0,104
UCL222032,59,0,0,0,0,57,77,0,0,0,0,77,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,8,155,0,0,0,4,160
UCL222033,56,0,0,0,0,58,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,102,0,0,0,0,98
UCL222034,36,0,0,0,0,36,36,0,0,0,0,40,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,81,0,0,3,0,93
UCL222035,49,0,0,0,0,51,33,0,0,0,0,35,0,0,0,0,0,0,0,0,6,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,6,0,0,18,0,0,0,0,0,0,11,0,0,0,0,12,100,0,9,3,0,112
UCL222036,33,0,0,0,3,37,20,0,0,0,7,24,15,0,0,0,0,18,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,4,15,0,0,0,0,0,3,41,0,0,0,12,49,0,0,0,0,0,3,4,0,0,0,4,7,95,0,0,6,14,119
UCL222037,28,0,0,0,0,30,19,0,0,0,3,25,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,4,0,0,22,0,0,0,0,0,0,4,0,0,0,0,3,75,4,7,3,3,88
UCL222038,43,0,0,0,0,47,44,0,0,0,0,44,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,98,0,0,4,0,100
UCL222039,24,60,0,0,0,82,14,16,0,0,0,29,3,3,0,0,0,5,0,3,4,0,0,9,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,0,0,34,0,0,0,0,0,0,3,3,0,0,0,9,42,100,9,0,0,151
UCL222040,38,0,0,0,0,36,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,16,0,0,4,0,16,0,0,0,0,0,0,6,0,0,0,0,6,83,0,0,4,0,85
UCL222041,27,0,0,0,0,29,48,0,0,0,0,48,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,86
UCL222042,29,0,0,0,0,29,37,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68
UCL222043,34,0,0,0,0,36,51,0,0,0,0,54,5,0,0,0,0,5,0,0,0,0,0,0,9,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,102,0,7,0,0,111
UCL222044,59,3,0,0,0,59,41,3,0,0,0,47,18,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,32,0,0,0,0,34,3,0,0,0,0,3,3,0,0,0,0,3,139,4,0,0,3,144
UCL222045,34,0,0,4,0,43,49,0,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,3,0,16,3,0,0,0,0,3,7,0,0,0,0,7,100,0,0,6,0,111
UCL222046,63,0,0,0,0,63,19,0,0,0,0,19,8,0,0,0,0,12,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,103,0,5,0,0,107
UCL222047,85,0,0,0,0,85,73,0,0,0,0,75,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,9,179,0,0,0,3,185
UCL222048,78,0,0,0,0,78,66,0,0,0,0,63,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,4,165,0,0,0,0,169
UCL222049,62,0,0,0,0,62,41,0,0,0,0,41,4,0,0,0,0,4,0,0,8,0,0,8,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,27,0,0,0,0,0,0,9,0,0,0,0,10,126,0,5,0,0,131
UCL222050,35,0,0,0,0,35,47,0,0,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
UCL222051,66,0,0,0,0,66,49,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,0,7,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,22,7,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,4,146,4,0,0,0,157
UCL222052,46,0,0,3,0,48,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,3,0,96
UCL222053,51,0,0,0,0,51,19,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,3,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,91,3,0,0,0,100
UCL222054,36,4,0,0,0,38,25,0,0,0,0,25,12,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,4,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,11,85,6,0,3,3,97
UCL222055,84,0,0,3,0,92,50,0,0,0,0,50,4,0,0,0,0,8,0,0,0,0,0,0,12,3,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,3,0,0,4,29,0,0,0,0,0,0,3,0,0,0,0,3,165,3,0,3,4,171
UCL222056,74,0,0,0,0,74,35,0,0,3,0,37,8,3,0,0,0,10,4,0,3,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,23,3,3,0,0,30,0,0,0,0,0,0,4,0,0,3,0,7,142,3,3,8,0,153
UCL222057,66,0,0,0,0,64,69,0,0,0,0,69,12,0,7,0,0,21,0,0,7,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,0,11,0,0,36,0,0,0,0,0,0,10,0,0,0,0,10,171,0,14,0,0,185
UCL222058,38,0,0,0,0,40,64,0,3,0,0,70,4,0,3,0,0,12,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,25,0,0,0,0,0,0,3,0,3,0,0,6,120,0,6,3,0,132
UCL222059,68,0,0,0,0,70,63,0,0,0,0,63,4,0,0,0,0,4,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,8,165,0,0,3,3,164
UCL222060,34,0,0,0,0,36,42,0,0,0,0,47,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,3,3,0,9,0,0,0,0,0,0,3,0,0,0,0,3,88,0,3,5,0,93
UCL222061,102,0,0,3,0,108,42,0,0,0,0,43,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,16,0,0,0,0,0,0,6,0,0,0,0,12,166,0,0,10,0,173
UCL222062,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,17,0,5,18
UCL222063,23,0,0,0,0,21,57,0,0,0,0,59,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,88,0,0,0,0,96
UCL222064,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,3,27
UCL222065,32,0,0,0,0,33,33,0,0,0,0,33,4,0,0,0,0,4,0,0,4,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,79,0,4,0,0,86
UCL222066,52,0,0,4,0,57,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,4,0,90
UCL222067,27,0,0,0,0,25,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,71
UCL222068,90,0,0,0,0,90,48,0,0,0,0,48,9,0,6,0,0,14,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,170,0,6,0,0,176
UCL222069,66,0,4,0,0,77,40,0,0,4,0,48,12,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,3,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,10,141,11,4,9,0,160
UCL222070,43,0,0,0,0,43,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,148,0,0,0,0,148
UCL222071,31,0,0,0,0,31,37,0,0,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,71
UCL222072,33,0,0,0,0,29,28,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,74
UCL222073,62,0,0,0,0,62,31,0,0,0,0,31,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,109,0,0,0,0,112
UCL222074,66,0,0,5,0,66,50,0,0,0,0,56,10,0,0,0,0,15,3,0,4,0,0,7,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,3,0,0,36,3,0,0,0,0,3,4,0,4,0,0,7,146,0,8,8,3,162
UCL222075,32,0,0,0,0,33,22,0,0,0,0,22,5,0,0,0,0,8,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,3,0,0,31,0,0,0,0,0,0,3,0,0,0,0,7,88,0,3,3,3,97
UCL222076,52,0,0,0,0,52,67,0,0,0,3,68,4,0,0,0,0,7,0,0,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,134,0,0,0,4,137
UCL222077,23,0,0,0,0,27,36,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,4,65
UCL222078,96,0,0,5,0,96,57,0,0,3,0,54,7,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,25,4,0,0,0,0,4,4,0,0,0,0,4,174,4,0,6,0,185
UCL222079,63,0,0,0,0,67,56,0,0,3,0,64,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,3,140,0,0,3,0,144
UCL222080,60,0,0,0,0,60,22,0,0,0,0,24,14,0,3,0,0,15,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,106,0,5,3,0,119
UCL222081,26,0,0,0,0,26,13,0,0,0,7,23,15,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,28,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,73,0,3,4,7,83
UCL222082,22,0,0,0,0,22,43,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,3,71,0,0,0,0,74
UCL222083,44,0,0,0,0,44,86,0,0,0,0,86,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,148
UCL222084,89,0,0,4,0,88,35,0,0,0,0,35,11,0,3,0,0,13,0,5,4,0,0,13,16,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,33,5,7,0,0,50,0,0,0,0,0,0,10,0,0,0,0,13,173,5,8,4,0,189
UCL222085,56,0,0,0,0,56,22,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,85,0,7,0,0,88
UCL222086,120,0,0,3,0,124,58,0,0,0,0,55,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,6,0,0,24,3,0,0,0,0,0,10,0,0,0,0,10,206,0,6,3,0,215
UCL222087,42,0,0,5,3,51,29,0,0,0,3,33,7,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,14,0,7,0,0,23,0,0,0,0,0,0,3,0,0,0,5,9,91,0,5,7,10,119
UCL222088,69,0,0,0,0,72,61,0,0,0,0,61,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,145,0,0,0,0,150
UCL222089,126,0,0,0,0,127,54,0,0,0,0,51,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,6,216,0,0,0,0,220
UCL222090,79,0,0,0,0,77,37,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,20,0,0,0,0,0,0,8,0,0,0,0,8,137,0,3,0,0,143
UCL222091,46,0,0,0,0,46,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,74
UCL222092,30,0,0,0,0,26,23,0,0,0,0,23,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,71,0,0,0,0,75
UCL222093,33,0,0,0,0,33,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,74
UCL222094,78,0,3,0,0,83,45,0,0,0,0,45,11,0,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,5,161,0,0,0,0,159
UCL222095,97,0,0,0,0,94,51,0,0,0,0,51,3,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,9,179,0,0,0,0,182
