UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL215076,5,10,3,0,8,3,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,8,3,11,5,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,3,3,11,5,0,45,4,11,10,3,0,0,0,28,0,0,0,0,0,0,0,0,9,18,14,8,16,9,0,72
UCL215077,0,10,5,7,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,9,16,0,0,58,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,12,13,22,0,0,62,5,10,5,5,0,4,0,34,0,0,0,0,0,0,0,0,16,26,20,19,20,3,0,98
UCL215078,3,8,7,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,10,5,10,4,0,45,0,0,0,0,0,4,0,4,0,3,5,0,0,0,0,9,0,3,5,0,0,4,0,8,9,24,12,3,10,5,0,53,11,9,4,0,0,0,0,32,0,0,0,0,0,0,0,0,13,30,20,5,8,5,0,90
UCL215079,6,16,10,5,10,3,0,51,7,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,14,23,17,11,16,6,0,90,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,9,0,3,4,0,0,0,0,10,14,29,20,10,18,9,0,104,24,28,14,10,11,3,0,84,0,0,0,0,0,0,0,0,37,59,28,19,31,9,0,189
UCL215080,3,3,4,7,6,0,0,23,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,15,6,14,7,7,0,57,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,3,0,0,3,0,0,5,7,12,6,14,12,7,0,62,13,19,6,6,3,0,0,53,0,0,0,0,0,0,0,3,25,36,21,19,16,4,0,115
UCL215081,0,10,9,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,4,3,4,0,43,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,3,3,0,0,0,0,0,8,4,18,7,4,3,4,0,47,7,5,0,0,0,0,0,15,0,3,0,0,0,0,0,0,11,30,13,4,6,3,0,64
UCL215082,3,6,5,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,4,8,6,9,0,4,0,0,31,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,14,8,3,3,0,0,43
UCL215083,10,20,14,9,5,3,0,57,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,18,36,23,17,17,6,0,107,0,0,0,0,4,0,0,3,0,3,3,0,3,0,0,8,0,3,3,0,5,0,0,16,17,36,25,15,25,9,0,122,23,23,9,7,7,3,0,74,0,0,0,0,0,0,0,0,40,53,35,20,33,8,0,199
UCL215084,0,0,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,18,6,11,0,3,4,0,0,22,0,0,0,0,0,0,0,0,5,11,11,4,8,3,0,39
UCL215085,3,9,13,6,11,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,7,17,3,3,59,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,13,9,10,13,11,18,5,3,74,10,7,3,3,10,3,0,38,0,0,0,0,0,0,0,0,16,22,18,17,26,8,4,111
UCL215086,8,14,13,7,10,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,6,11,3,0,61,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,13,19,13,5,14,3,0,67,17,16,9,4,10,4,0,64,0,0,0,0,0,0,0,3,30,31,26,12,24,5,0,134
UCL215087,3,9,18,10,13,5,0,58,0,3,5,0,4,0,0,9,0,0,0,0,0,0,0,0,11,21,23,17,27,10,4,116,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,11,26,30,17,31,13,4,124,19,29,14,9,14,3,0,92,0,0,3,0,0,0,0,3,29,58,44,19,42,15,4,215
UCL215088,3,4,7,4,3,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,9,4,8,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,8,0,3,34,15,7,4,3,4,5,0,47,0,0,0,0,0,0,0,0,22,13,15,5,13,5,3,80
UCL215089,0,3,3,7,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,8,11,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,11,8,0,36,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,8,7,11,8,0,48
UCL215090,7,17,12,6,13,7,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,20,25,13,32,14,3,118,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,11,9,26,26,14,34,13,3,126,11,6,5,3,7,3,0,36,0,0,0,0,0,0,0,0,20,29,32,16,39,14,8,162
UCL215091,16,36,15,13,14,3,0,100,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,22,44,35,26,20,10,4,165,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,18,0,4,3,3,4,0,0,18,25,53,36,23,25,14,4,178,11,23,16,3,5,0,3,58,0,0,0,0,0,0,0,0,38,73,52,28,27,15,8,239
UCL215092,3,6,7,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,4,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,11,6,0,3,0,0,28,11,7,3,0,6,0,3,37,0,0,0,0,0,0,0,0,18,18,7,0,7,4,3,60
UCL215093,4,9,4,6,6,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,16,13,13,25,7,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,15,17,25,7,0,82,9,14,11,0,3,0,0,33,0,3,0,0,0,0,0,3,18,28,19,15,27,6,0,121
UCL215094,6,9,6,3,11,0,0,49,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,16,17,11,17,7,0,78,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,15,20,17,11,16,5,0,90,16,15,0,8,8,4,0,52,0,0,0,0,0,0,0,4,27,37,20,17,29,10,0,138
UCL215095,6,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,3,0,0,32,5,8,7,4,3,0,0,24,0,0,0,0,0,0,0,0,12,10,12,9,4,0,0,48
UCL215096,8,7,3,8,7,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,3,8,14,8,0,50,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,0,5,3,0,3,0,0,8,6,13,5,8,17,8,0,58,21,13,4,3,4,0,0,52,0,0,0,0,0,0,0,0,25,31,12,9,22,8,0,112
UCL215097,4,11,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,3,6,3,0,41,0,8,3,0,3,0,0,12,0,3,0,0,0,0,0,9,0,12,5,0,3,0,0,17,4,26,8,9,8,3,0,55,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,34,9,5,8,3,0,71
UCL221001,3,8,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,17,3,0,3,0,0,29,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,17,3,0,3,3,0,37
UCL221002,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,5,0,0,19,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,8,3,3,4,0,0,24
UCL221003,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,3,3,0,0,0,0,4,0,0,3,0,0,0,0,5,0,3,5,0,0,0,0,5,0,3,6,3,3,0,0,21,7,3,3,3,5,0,0,17,0,0,0,0,0,0,0,0,5,9,11,5,6,0,0,43
UCL221004,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,3,3,6,0,0,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,5,0,0,24
UCL221005,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12
UCL221006,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,11,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,4,4,5,3,0,21
UCL221007,0,6,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,14,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,22
UCL221008,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,4,4,0,0,18,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,21
UCL221009,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,9,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,20
UCL221010,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,7,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,7,0,0,22,9,3,3,0,3,0,0,25,0,0,0,0,0,0,0,0,17,11,9,3,9,0,0,44
UCL221011,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,10,0,0,22,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,12,6,0,10,0,0,26
UCL221012,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,14
UCL221013,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12
UCL221014,0,3,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,17,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,8,0,0,21
UCL221015,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,13,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,20
UCL221016,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,14,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,8,0,3,3,0,26
UCL221017,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,0,0,13,6,8,3,0,0,0,0,23,0,0,0,0,0,0,0,0,8,9,5,6,3,0,0,36
UCL221018,4,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,7,0,3,0,0,21,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,5,11,3,10,0,0,30
UCL221019,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,0,3,7,0,0,20,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,12,0,16,4,6,5,0,0,31,9,11,8,5,3,0,0,39,0,0,0,0,0,0,0,0,12,22,12,9,13,3,0,74
UCL221020,0,4,3,3,5,0,0,20,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,6,9,3,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,11,3,0,32,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,11,12,3,12,3,0,42
UCL221021,0,3,4,3,0,3,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,3,5,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,5,3,0,24,3,5,3,0,0,0,0,16,0,3,0,0,0,0,0,3,3,17,10,3,5,0,0,36
UCL221022,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,12,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,5,0,3,0,5,0,0,0,7,4,8,4,5,3,0,0,25,9,13,3,3,3,3,0,31,0,0,0,0,0,0,0,0,13,19,8,6,4,4,0,52
UCL221023,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6
UCL221024,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,7,0,0,0,0,0,6,0,7,6,0,3,0,0,16,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,4,6,6,11,9,3,3,0,37
UCL221025,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,4,3,8,0,3,0,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,4,3,0,25
UCL221026,3,9,7,3,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,11,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,10,4,5,11,0,0,36,4,13,10,0,3,3,0,35,0,0,0,0,0,0,0,0,10,23,13,3,10,3,0,68
UCL221027,0,4,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,18,3,4,6,0,3,0,0,9,0,0,0,0,0,0,0,0,3,6,5,3,3,0,0,26
UCL221028,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,13
UCL221029,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,0,0,20,5,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,9,9,3,3,4,0,0,30
UCL221030,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,6,0,3,12
UCL221031,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,3,4,0,0,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,12,0,3,4,0,0,21,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,11,0,3,4,0,0,23
UCL221032,0,3,3,0,0,0,0,11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,5,3,0,0,0,16,0,3,3,4,0,0,0,11,3,5,0,0,0,0,0,4,3,6,3,3,0,0,0,16,3,9,9,10,0,0,0,32,9,12,6,0,0,0,0,24,0,0,0,0,0,0,0,0,15,23,11,10,3,0,0,58
UCL221033,0,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,20
UCL221034,0,6,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,3,8,0,0,24
UCL221035,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,18
UCL221036,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,3,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,3,6,3,4,3,0,0,27
UCL221037,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15
UCL221038,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,3,0,0,19
UCL221039,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,18
UCL221040,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,0,3,0,0,22,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,6,0,4,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,10,0,7,0,0,30
UCL221041,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,8,0,3,0,0,17,5,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,4,8,0,3,0,0,26
UCL221042,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,4,0,0,8,0,5,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7,4,7,5,0,0,22
UCL221043,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,19,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,7,4,3,0,0,24
UCL221044,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,15
UCL221045,0,0,0,7,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,18,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,10,10,0,0,27
