UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215016,0,0,0,0,0,6,0,0,7,0,13,4,0,0,0,0,0,18,19,53,50,62,65,36,9,4,309,7,32,17,9,15,7,6,0,93,3,10,6,3,4,0,0,0,32,3,3,7,4,6,0,0,0,25,0,3,0,7,12,3,3,0,27,3,18,7,17,11,3,0,0,60,5,10,5,9,4,5,3,0,37,4,7,0,0,3,0,0,0,13,3,4,5,8,0,0,0,0,24,3,0,0,0,0,0,0,0,4,0,4,5,6,3,3,0,0,22,24,22,17,27,28,15,18,10,156,72,177,123,161,149,85,36,11,817,0,6,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,6,4,3,8,3,0,0,0,0,19,13,19,15,25,17,9,7,0,100,8,16,17,22,12,9,5,0,84,14,44
UCL215017,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,25,31,35,29,27,5,0,161,6,20,20,17,15,7,6,0,94,3,0,7,7,3,0,0,0,16,0,0,0,0,0,0,0,0,5,0,11,0,0,3,7,0,0,19,0,4,9,9,5,0,0,0,35,3,4,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,15,4,12,18,10,10,10,0,77,39,70,85,99,70,68,21,7,452,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,10,5,11,20,14,6,3,4,74,0,15,13,13,7,3,3,4,53,3,16
UCL215018,0,3,0,0,4,0,0,0,7,0,3,0,3,0,0,0,0,6,10,21,14,36,24,32,15,4,150,7,21,7,11,11,12,7,0,82,3,3,16,12,3,12,3,0,49,0,0,3,5,7,0,0,0,19,0,3,6,8,7,9,0,0,38,3,5,9,9,12,8,7,7,58,3,3,3,6,9,7,0,0,32,3,0,0,3,3,0,0,0,13,8,9,4,4,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,7,16,28,27,29,28,5,146,47,85,82,123,104,115,68,21,637,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,6,3,3,6,0,0,0,0,0,9,9,14,13,24,34,21,7,0,125,0,14,21,15,18,8,5,5,91,0,13
UCL215019,0,3,5,0,4,0,0,0,13,0,0,4,6,0,0,0,0,14,4,9,13,28,22,22,4,0,104,5,32,26,23,20,8,6,0,110,0,4,0,10,0,0,0,0,13,0,0,3,3,0,4,0,0,11,0,5,11,7,11,3,0,0,34,0,0,3,8,6,4,0,0,22,0,3,4,4,3,3,0,0,18,4,0,4,6,4,0,0,0,16,0,3,4,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,17,5,10,12,0,56,26,58,82,107,77,58,20,0,441,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,8,0,11,9,13,6,7,3,0,62,3,9,13,10,13,5,0,0,60,5,12
UCL215020,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,7,4,3,7,6,14,16,12,4,66,3,4,3,4,3,8,7,0,29,0,5,3,0,3,5,0,0,19,0,0,4,3,3,0,0,0,11,0,3,0,3,7,3,0,0,14,0,3,0,3,0,4,0,0,11,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,0,0,15,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,4,10,3,3,11,13,7,14,9,71,28,29,30,39,46,55,32,11,262,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,3,6,3,13,15,18,3,4,69,0,3,7,3,6,4,0,3,34,0,7
UCL215021,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,7,10,19,26,14,21,4,0,98,3,0,7,6,10,4,0,0,25,3,3,0,4,0,0,0,0,14,4,0,4,0,3,0,0,0,13,0,0,3,0,4,0,0,0,13,0,5,6,5,6,5,0,0,28,0,0,3,5,3,6,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,7,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,3,11,16,8,5,3,54,22,29,43,57,62,51,16,3,285,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,13,13,5,0,53,0,3,4,3,10,3,7,0,25,3,11
UCL215022,17,14,7,3,4,3,3,0,45,6,11,0,0,0,3,0,0,26,29,56,51,56,87,70,24,9,389,10,33,19,14,21,21,10,0,123,0,11,3,3,0,0,0,0,17,4,14,3,0,11,0,0,0,36,0,8,7,4,8,6,0,0,37,11,25,12,11,20,13,4,3,89,6,8,12,4,6,14,0,0,52,3,3,6,3,4,0,0,0,16,0,9,10,0,6,3,0,0,30,0,0,0,0,0,0,0,0,6,0,0,3,5,4,3,0,0,16,63,44,32,26,28,36,13,3,250,148,231,167,141,191,170,61,14,1122,17,8,0,3,5,0,0,0,38,5,5,3,0,0,0,0,0,17,4,3,0,3,3,0,0,0,12,3,3,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,14,18,33,21,10,25,15,0,3,131,9,23,22,13,19,7,0,0,92,13,35
UCL215023,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,7,5,22,17,30,20,12,7,3,114,10,11,3,3,3,6,3,0,38,3,0,3,3,3,0,0,0,18,0,0,0,0,0,4,0,0,3,0,3,3,3,0,5,3,0,17,0,0,4,5,9,0,0,0,18,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,19,3,17,13,7,73,24,53,48,72,44,48,25,12,322,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0,7,10,11,10,6,6,0,56,4,7,0,3,9,8,4,0,33,0,3
UCL215024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,25,20,22,26,7,0,122,0,8,3,3,12,6,12,0,42,0,3,11,6,4,3,0,0,24,0,0,3,0,0,4,0,0,5,0,0,3,8,8,8,0,0,19,3,3,7,7,6,4,0,0,30,0,0,4,3,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,5,6,14,19,19,11,96,27,42,61,51,67,72,38,10,373,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,6,15,8,6,17,6,0,64,0,12,12,7,0,12,9,3,50,0,8
UCL215025,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,13,14,14,10,8,3,77,3,3,3,7,6,4,3,3,26,0,7,3,3,3,0,0,3,26,0,6,0,3,3,0,0,0,6,0,0,0,6,6,3,0,0,16,4,4,3,4,4,0,0,0,20,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,3,0,3,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,8,14,10,10,8,17,3,70,28,44,39,49,51,33,30,12,291,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,5,5,6,5,4,0,45,4,5,4,3,3,5,3,0,27,0,7
UCL215026,0,0,0,0,3,8,3,0,20,0,5,3,0,7,0,0,0,20,5,26,28,46,73,104,52,21,358,10,26,28,36,45,35,15,16,196,0,7,9,3,3,5,4,0,35,0,5,7,11,12,4,3,0,52,0,6,3,13,6,18,9,0,52,0,18,16,15,19,26,16,11,125,0,9,6,11,14,10,0,0,59,0,3,3,5,7,5,0,0,28,3,28,15,8,6,3,4,0,70,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,14,21,16,22,29,39,56,41,24,234,46,149,145,180,239,285,148,77,1267,0,3,4,0,0,0,0,0,11,0,0,0,0,5,0,0,0,11,0,0,5,3,8,0,3,0,15,0,0,3,0,3,0,0,0,10,4,3,6,4,4,0,0,0,25,5,22,20,39,34,40,16,8,180,0,22,23,23,33,45,27,6,182,3,26
UCL215027,0,4,3,0,0,3,4,0,15,3,3,5,0,5,0,0,0,13,12,23,23,37,32,35,21,6,186,3,19,15,12,12,11,10,3,86,0,11,5,4,9,10,3,0,36,0,0,3,3,10,3,4,0,26,0,0,5,0,14,3,4,0,30,3,9,12,3,13,6,5,3,59,4,0,6,8,5,4,3,0,32,3,0,5,7,7,4,0,0,19,0,3,6,6,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,22,15,9,19,16,15,20,19,139,57,97,97,99,123,107,76,27,678,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,4,4,3,3,0,0,0,14,5,15,17,19,23,14,13,4,107,8,9,13,15,18,16,3,0,77,5,25
UCL215028,0,0,3,5,12,7,0,0,29,0,0,3,4,3,3,0,0,11,8,17,11,27,34,35,10,4,141,12,15,7,23,13,10,3,0,83,0,3,9,6,6,4,4,0,33,0,6,7,10,14,6,5,0,43,0,0,9,15,13,15,11,3,66,3,7,12,22,20,14,3,0,81,3,3,11,22,17,18,5,0,87,6,3,9,9,9,7,0,0,53,3,23,13,13,8,8,0,0,66,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,0,0,20,19,12,8,21,34,18,24,9,137,51,93,103,179,192,152,62,23,856,0,0,7,3,7,0,0,0,21,0,0,4,3,0,0,0,0,7,0,3,0,3,3,4,3,3,17,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,3,0,17,3,15,19,39,40,23,16,0,158,0,17,22,22,42,30,14,3,147,4,19
UCL215029,0,0,3,0,0,0,0,0,9,3,8,3,0,0,0,0,0,22,11,48,30,32,29,20,3,0,169,11,27,4,10,7,0,0,0,65,0,0,0,5,3,3,0,0,13,0,3,0,3,0,4,0,0,18,3,0,3,3,4,0,3,0,18,3,26,10,3,7,3,0,0,55,7,12,3,0,3,0,0,0,29,4,8,3,4,0,0,0,0,14,8,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,21,8,3,21,18,4,8,0,84,71,148,78,76,77,44,15,3,512,3,3,0,3,0,0,0,0,8,0,0,0,4,0,0,0,0,9,0,0,0,0,0,5,0,0,7,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,10,6,20,4,11,12,7,0,0,60,5,13,7,9,11,0,0,0,49,19,52
UCL215030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,11,26,13,10,0,84,3,4,3,5,6,7,3,0,33,0,5,4,0,4,0,0,0,14,0,0,0,3,5,0,0,0,10,0,4,3,3,5,3,0,0,20,0,0,8,6,3,0,0,0,18,0,0,3,4,0,3,0,0,12,0,0,0,0,0,4,0,0,9,0,6,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,14,13,7,6,68,18,36,39,44,74,47,29,7,291,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,16,11,3,3,56,3,5,4,9,4,7,0,0,31,3,3
UCL215031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,15,14,18,11,4,76,0,7,5,3,6,9,0,0,37,3,3,9,4,4,0,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,12,0,3,4,4,4,4,0,0,16,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,15,19,21,9,96,15,31,43,44,57,58,36,18,302,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,10,10,10,8,3,0,51,3,9,6,10,8,7,0,3,44,0,5
UCL215032,0,0,3,3,0,0,3,0,12,0,0,0,4,0,3,0,0,7,11,28,19,21,36,22,24,11,169,3,18,16,3,20,12,6,4,76,4,5,14,7,5,8,0,0,47,3,4,0,3,4,3,3,0,22,3,3,10,3,10,12,3,0,36,0,9,7,3,8,11,3,0,46,0,4,7,3,7,9,0,0,35,0,5,0,0,0,0,0,0,8,0,0,6,3,4,0,0,0,16,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,15,15,8,8,12,17,20,21,14,122,40,90,91,82,115,103,65,34,619,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,3,3,9,3,4,0,0,0,22,0,13,12,15,16,18,12,4,95,3,7,17,4,18,23,9,4,82,4,16
UCL215033,0,3,3,0,0,0,0,0,10,3,7,15,4,0,0,0,0,33,3,43,58,31,19,12,0,0,164,4,25,37,6,0,3,0,0,78,0,10,5,3,0,0,0,0,16,0,4,9,11,0,0,0,0,26,0,14,8,8,3,0,0,0,36,8,25,51,18,14,3,0,0,120,0,13,7,0,0,0,0,0,25,3,8,9,4,0,0,0,0,19,0,3,9,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,9,9,15,17,10,7,3,0,0,47,28,170,229,99,60,22,0,0,601,0,6,7,0,0,0,0,0,8,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,31,26,20,3,6,0,0,88,0,44,40,18,10,0,0,0,113,9,40
UCL215034,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,9,18,19,23,12,3,88,0,3,0,3,0,9,4,0,26,0,0,7,3,3,0,3,0,20,0,4,0,0,3,0,0,0,9,0,3,3,3,7,4,3,0,28,0,5,4,0,10,3,5,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,3,0,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,4,0,8,11,7,7,5,46,10,21,27,47,53,60,35,18,275,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,3,3,3,5,8,10,4,3,46,0,3,10,4,8,9,4,0,51,0,5
UCL215035,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,3,4,14,21,40,22,13,6,0,113,9,17,18,5,5,5,0,0,65,0,0,10,0,0,0,0,0,11,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,9,0,7,3,3,3,5,0,0,19,0,0,0,0,4,0,0,0,12,3,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,5,5,9,8,0,0,45,28,49,61,57,52,38,8,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,9,11,13,3,0,0,0,35,0,11,9,12,3,3,0,0,44,0,6
UCL215036,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,11,9,10,21,26,21,5,9,0,93,7,11,9,5,0,0,0,0,38,0,3,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,5,0,0,6,0,5,7,0,0,16,0,5,5,3,3,3,0,0,19,3,0,3,3,3,0,0,0,13,0,3,0,0,3,0,0,0,7,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,12,6,9,3,0,0,46,28,49,67,58,48,22,12,0,278,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,5,0,8,12,14,9,7,0,0,49,0,5,16,7,9,4,0,0,41,0,4
UCL215037,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,12,10,26,28,18,17,5,125,7,6,7,15,3,11,7,4,58,0,3,7,3,3,0,0,0,14,0,0,0,4,3,3,0,0,17,0,0,0,0,0,3,0,0,5,0,3,3,4,4,6,3,0,23,3,0,0,3,3,7,0,0,12,0,0,0,0,0,4,0,0,6,0,0,3,3,3,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,16,23,22,22,10,104,15,45,37,71,82,81,52,15,397,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,9,3,20,18,10,0,66,3,5,0,4,11,9,0,0,35,3,12
UCL215038,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,14,18,16,16,11,7,8,96,8,7,3,4,3,9,6,0,37,4,5,5,4,5,3,0,0,25,0,0,0,0,6,0,0,0,10,0,0,0,4,5,0,0,0,8,0,3,3,4,3,0,0,0,13,0,0,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,4,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,6,10,10,4,7,0,57,35,34,46,47,43,34,26,6,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,13,3,7,10,6,4,4,50,0,7,7,3,3,8,4,3,32,3,10
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,14,10,17,15,3,0,75,0,8,4,8,3,4,0,0,30,0,3,3,8,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,3,3,4,3,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,10,9,11,16,15,6,4,74,25,34,39,45,55,43,6,7,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,3,10,8,4,5,0,37,4,0,4,5,9,0,0,0,29,0,9
UCL215040,0,0,0,0,0,3,3,0,6,0,4,0,3,0,0,0,0,8,13,34,28,43,35,33,10,0,198,4,6,16,12,16,8,4,0,73,5,5,10,10,9,4,4,0,44,0,8,4,3,0,3,0,0,23,0,3,3,10,13,5,3,3,40,7,15,17,10,14,5,3,0,71,0,9,6,7,7,0,0,0,27,3,3,0,0,0,3,3,0,14,0,9,10,11,3,0,3,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,19,23,23,23,34,34,18,200,63,116,122,121,138,108,62,29,756,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,11,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,20,16,25,28,22,14,3,131,7,17,11,20,21,20,5,3,102,17,26
UCL215041,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,8,38,26,48,18,13,12,3,165,17,20,7,11,14,5,3,0,75,0,0,8,4,0,0,0,0,19,0,3,3,3,0,0,0,0,5,4,5,0,0,0,3,0,0,13,0,5,10,6,6,3,0,0,30,0,3,6,3,0,0,0,0,18,0,0,3,0,0,0,0,0,3,0,7,4,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,18,11,17,13,16,10,7,7,100,44,90,94,87,61,42,26,16,459,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,3,6,0,0,0,0,13,0,4,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,4,3,18,7,14,6,8,5,0,63,3,13,15,13,4,3,0,0,52,5,19
UCL215042,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,3,21,22,10,7,11,0,3,86,3,13,22,0,7,4,0,0,50,3,0,3,6,3,3,0,0,19,0,0,8,0,4,3,0,0,17,0,5,0,3,4,0,0,0,17,3,10,8,0,0,4,0,0,24,3,0,4,7,3,4,3,0,24,0,4,0,0,4,0,0,0,9,6,6,8,9,4,0,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,12,4,5,19,9,8,3,0,68,38,67,91,62,59,40,15,4,372,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,9,16,11,17,5,0,0,73,0,4,16,19,9,3,3,3,54,3,17
