UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215097,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,0,7,4,8,3,11,18,16,13,3,68,0,4,5,5,4,4,4,0,38,3,3,3,3,3,0,0,0,20,0,0,0,5,0,0,0,0,6,0,3,0,0,4,8,0,0,14,0,0,3,0,0,3,3,3,10,0,3,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,4,0,3,6,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,13,16,13,9,3,70,20,31,34,46,60,45,32,10,275,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,3,3,6,7,12,9,5,3,54,0,9,4,5,6,10,6,0,41,0,5
UCL221001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,20,9,7,7,0,0,61,7,7,6,3,3,0,0,0,30,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,3,3,0,3,0,24,28,32,40,31,20,10,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,7,4,10,0,0,0,25,4,9,4,3,3,0,3,0,18,3,6
UCL221002,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,5,14,25,4,0,3,72,3,5,0,3,6,4,0,0,27,0,3,6,0,0,0,0,0,14,0,0,4,0,0,4,0,0,6,0,0,0,3,3,0,0,0,5,0,0,3,3,4,8,0,0,16,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,7,15,8,4,3,0,46,14,27,33,41,49,36,12,8,214,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,15,0,4,5,3,13,4,0,0,32,0,0,3,3,7,10,5,0,26,3,3
UCL221003,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,11,11,15,9,7,0,65,3,3,3,0,3,3,3,0,14,0,0,0,3,3,0,0,0,11,0,0,0,4,0,4,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,13,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,16,14,11,3,55,11,23,24,30,44,40,27,6,200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,9,3,12,8,0,0,43,0,0,4,3,7,3,0,0,11,0,8
UCL221004,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,14,7,14,6,3,0,0,48,0,0,0,5,0,0,0,0,10,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,13,3,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,4,0,0,23,8,21,20,30,22,20,0,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,0,23,0,3,0,0,3,0,0,0,7,3,10
UCL221005,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,3,5,9,23,24,7,3,0,77,3,5,7,12,3,3,3,0,31,0,0,0,7,3,0,0,0,9,0,0,3,0,3,0,0,0,14,0,0,0,4,0,3,0,0,7,0,0,11,3,7,0,0,0,23,3,0,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,3,3,7,0,0,0,21,19,18,37,62,50,16,9,0,202,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,16,10,6,0,0,30,0,0,4,9,5,4,0,0,19,0,3
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13,3,7,3,0,47,3,5,0,3,0,0,0,0,15,4,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,7,3,3,4,0,0,0,17,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,4,0,12,4,5,35,16,31,20,33,12,26,4,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,8,8,6,9,3,3,0,39,0,11,0,6,3,0,0,0,24,0,4
UCL221007,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,3,4,3,0,0,24,0,8,9,3,3,0,0,0,23,0,0,4,0,0,0,0,0,10,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,4,0,3,0,0,10,0,0,3,3,0,3,0,0,15,0,0,0,0,0,4,0,0,8,0,3,3,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,22,5,29,30,19,24,28,9,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,4,0,0,0,22,0,8,3,3,3,3,0,0,20,3,5
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,13,6,6,0,44,0,4,0,0,3,3,0,0,21,0,3,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,4,0,3,0,0,0,0,0,6,0,3,3,4,3,0,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,0,0,0,20,5,19,12,24,31,23,6,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,8,3,0,0,0,13,0,3,0,3,3,8,0,0,19,0,8
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11,4,3,3,35,0,0,0,3,3,0,0,0,8,0,0,4,3,3,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,7,3,0,0,0,0,9,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,10,10,10,3,42,5,15,25,17,38,27,13,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,10,3,0,0,34,0,3,0,3,6,9,0,0,25,0,3
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,7,6,12,7,0,0,54,0,10,3,0,4,0,0,0,17,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,3,0,12,10,28,21,24,29,14,7,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,4,6,3,0,0,0,20,0,3,8,0,9,3,0,0,24,0,5
UCL221011,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,10,5,3,3,0,34,0,3,3,5,3,4,3,0,17,0,4,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,4,4,6,3,0,30,12,15,18,22,23,23,8,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,3,10,0,0,0,13,0,3,4,3,0,0,0,0,13,0,3
UCL221012,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,13,5,14,13,6,0,0,45,3,5,6,9,0,0,0,0,24,0,0,0,4,0,3,0,0,8,0,3,0,3,0,0,0,0,11,3,0,4,5,4,3,3,0,18,0,0,7,7,3,3,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,3,0,22,9,23,29,35,22,22,4,0,156,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,6,3,0,0,24,0,0,3,5,5,3,0,0,21,0,0
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,5,3,3,0,0,33,0,0,3,8,4,0,0,0,17,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,3,3,0,0,13,4,13,26,25,27,13,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,19,0,0,3,3,9,0,0,0,14,4,3
UCL221014,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,13,18,15,10,9,0,65,3,8,4,9,3,0,0,0,28,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,3,3,0,35,19,33,25,44,25,18,7,0,160,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,4,3,0,0,17,0,3,3,0,3,0,0,0,15,5,4
UCL221015,3,0,0,0,6,3,0,0,10,0,0,0,0,0,5,0,0,5,0,0,11,3,7,18,8,0,54,0,9,9,8,8,3,3,0,51,0,0,0,0,0,3,0,0,10,0,3,0,0,3,0,0,0,13,0,3,0,0,4,14,0,0,19,3,0,5,0,3,4,0,0,15,0,3,3,0,3,7,0,0,14,0,0,0,3,3,0,0,0,5,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,7,5,7,33,12,29,39,29,48,54,21,7,241,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,11,8,12,9,4,4,47,0,3,0,7,8,10,5,0,33,3,6
UCL221016,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,11,11,11,10,0,3,0,50,3,11,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,16,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,16,12,25,38,22,17,7,7,0,134,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,0,0,25,0,5,5,3,0,0,0,0,12,0,12
UCL221017,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,14,8,20,20,7,0,0,75,4,3,3,5,10,0,3,0,26,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,8,0,3,3,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,5,0,4,0,4,9,3,0,29,19,23,25,36,46,23,5,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,7,10,10,8,3,0,41,0,3,6,5,7,5,0,0,26,3,6
UCL221018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,16,9,9,4,0,52,0,5,5,5,13,3,4,0,39,3,3,3,3,10,0,0,0,28,0,0,3,3,0,0,0,0,8,0,0,0,0,4,6,0,0,15,0,3,0,3,0,0,3,0,10,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,15,3,5,10,50,10,26,23,48,58,25,23,17,227,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,16,7,4,3,36,0,3,6,3,7,9,3,0,30,0,6
UCL221019,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,9,8,17,19,17,14,0,81,3,9,4,3,4,9,3,0,32,0,0,0,0,4,3,0,0,13,0,0,0,3,3,0,0,0,9,0,5,6,7,3,5,0,0,25,0,3,3,3,8,3,0,0,25,0,0,3,4,10,6,0,0,24,0,0,4,0,0,3,0,0,10,0,7,3,0,3,4,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,6,3,6,16,15,9,3,71,15,35,41,48,72,75,33,3,330,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,3,0,3,0,0,0,0,10,3,4,4,7,14,11,3,3,52,0,0,12,12,13,6,0,0,39,3,0
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,6,7,7,0,54,0,6,6,0,9,7,0,0,21,3,3,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,4,3,0,0,0,12,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,7,8,4,10,4,42,15,20,16,35,42,26,18,7,180,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,4,3,6,10,4,0,0,34,0,4,3,6,3,0,3,0,15,0,10
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,13,11,3,57,3,3,4,7,10,3,4,0,33,0,0,3,5,3,0,0,0,12,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,7,0,0,0,6,5,3,0,0,11,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,4,12,3,0,36,12,19,17,30,41,53,16,0,185,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,7,4,7,10,3,0,32,0,9,0,0,3,4,0,0,15,0,6
UCL221022,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,4,16,16,13,3,63,0,8,0,3,5,4,3,0,25,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,0,0,6,0,0,0,0,3,4,0,0,13,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,3,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,7,5,6,3,36,3,23,18,25,48,46,26,12,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,0,0,26,0,3,0,3,3,11,3,0,20,0,5
UCL221023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,18,3,4,3,4,0,0,0,0,17,3,3,6,6,8,3,0,0,26,0,0,0,3,0,0,0,0,3,3,0,3,4,3,3,0,0,11,0,3,0,3,3,0,0,0,7,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,4,3,0,33,8,16,20,31,25,20,3,5,130,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,3,18,0,3,4,0,4,0,4,3,19,0,6,3,10,5,3,0,3,32,0,3
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,11,6,3,39,0,0,0,3,3,0,3,0,15,0,0,0,0,0,5,0,0,8,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,9,13,10,0,41,8,8,8,30,34,34,24,5,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,6,0,21,0,3,7,3,0,4,3,0,14,0,3
UCL221025,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,4,5,8,12,32,9,0,66,0,3,3,4,15,6,3,0,35,0,0,3,3,6,0,3,0,11,0,0,5,0,3,0,0,0,12,0,3,4,3,3,3,4,0,16,0,3,3,4,6,3,0,0,12,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,12,6,5,3,8,38,3,14,19,33,69,54,18,11,222,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,8,8,5,0,31,0,5,4,3,11,4,3,0,34,3,6
UCL221026,0,0,0,0,0,3,0,0,7,0,0,4,3,0,3,0,0,11,3,7,12,17,15,7,3,0,77,3,5,0,10,3,6,0,0,30,0,3,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,10,0,0,3,4,4,4,0,0,14,0,0,3,4,7,0,0,0,19,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,9,10,0,0,40,17,25,36,60,54,41,12,3,245,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,0,4,5,13,4,3,0,36,4,3,7,5,6,7,3,0,32,0,3
