UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL215030,177,102,56,3,339,207,23,562,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,3,3,0,0,0,3,9,0,11,3,0,0,0,3,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,183,107,56,3,346,222,23,595
UCL215031,176,105,35,9,326,165,15,501,3,0,0,0,3,14,0,16,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,16,6,0,0,0,4,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,188,111,37,9,336,203,15,554
UCL215032,338,209,135,13,698,383,28,1106,10,0,4,0,16,76,0,92,0,0,0,0,0,0,0,0,11,0,4,0,18,76,0,90,4,0,0,0,8,34,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,34,0,49,4,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,5,0,13,6,0,0,0,6,0,0,3,360,214,139,13,727,496,30,1255
UCL215033,204,438,39,8,691,72,10,772,11,17,5,0,36,12,3,51,0,0,0,0,0,0,0,0,11,17,5,0,36,12,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,454,41,8,721,81,16,816
UCL215034,148,75,41,0,265,166,10,434,4,0,0,0,6,27,0,31,0,0,0,0,0,0,0,0,4,0,0,0,6,27,0,31,3,0,0,0,3,36,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,34,0,40,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,3,0,3,153,75,43,0,272,242,10,523
UCL215035,119,155,35,0,311,84,8,402,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,122,162,37,3,327,93,8,418
UCL215036,100,160,47,0,311,49,11,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,160,47,0,311,50,11,365
UCL215037,221,105,80,6,421,279,25,726,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,3,0,0,5,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,15,0,23,3,0,0,0,3,0,0,5,237,114,86,6,439,308,25,769
UCL215038,156,133,73,5,365,217,13,598,4,0,0,0,4,7,0,14,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,14,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,160,135,75,5,374,229,13,615
UCL215039,141,93,60,7,308,173,7,486,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,3,0,0,3,149,95,59,7,318,199,11,529
UCL215040,400,322,135,13,861,484,34,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,10,51,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,10,51,0,57,3,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,10,0,18,0,0,0,0,0,0,0,0,410,319,137,13,882,547,34,1461
UCL215041,172,298,87,11,570,179,16,771,0,0,0,0,7,27,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,301,89,11,580,204,16,797
UCL215042,168,169,76,6,424,130,12,565,0,0,4,0,8,6,0,18,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,169,176,78,10,433,139,15,587
UCL215043,365,314,174,8,860,384,25,1270,17,3,3,0,22,85,0,107,0,0,0,0,0,0,0,0,17,3,3,0,22,82,0,113,3,0,0,0,9,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,0,20,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,3,0,10,0,0,0,0,0,4,0,3,387,323,178,12,902,488,22,1408
UCL215044,453,421,199,12,1088,442,49,1579,25,13,21,0,55,94,6,156,0,0,0,0,0,0,0,0,24,13,21,0,58,94,6,155,14,5,3,0,25,47,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,25,47,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,15,11,0,27,4,3,4,0,15,11,0,27,0,0,0,0,0,0,0,4,488,446,223,19,1175,601,59,1832
UCL215045,151,164,71,3,389,133,16,529,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,6,154,167,73,3,391,149,14,556
UCL215046,118,131,59,3,312,101,3,413,3,0,0,0,3,11,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,119,137,55,3,315,110,3,433
UCL215047,139,148,85,11,379,109,10,497,3,4,3,0,10,6,4,18,0,0,0,0,0,0,0,0,3,4,3,0,10,6,4,18,0,0,3,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,143,149,91,9,390,122,20,529
UCL215048,103,61,24,3,195,104,10,304,3,0,0,0,6,0,0,5,0,3,0,0,3,3,0,8,3,3,3,0,8,4,0,17,4,0,0,0,10,10,3,18,0,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,14,14,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,3,0,0,3,0,0,7,4,0,0,0,8,4,0,9,125,70,23,3,229,127,16,365
UCL215049,317,379,61,3,762,154,18,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6,3,0,0,0,4,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,14,0,22,0,0,0,0,0,0,0,0,325,383,61,3,769,174,18,959
UCL215050,469,389,179,23,1059,493,42,1590,3,0,0,0,5,9,0,19,0,0,0,0,0,0,0,0,3,0,0,0,5,9,0,19,3,4,4,0,9,42,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,9,42,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,14,0,3,0,0,9,5,0,14,3,0,3,0,6,4,0,13,484,395,189,23,1087,551,41,1680
UCL215051,202,80,45,4,328,221,30,583,0,0,0,0,3,3,0,5,0,0,0,0,0,3,0,3,3,0,0,0,3,9,0,7,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,212,81,45,4,337,252,33,627
UCL215052,319,334,126,8,789,418,42,1243,3,0,3,0,4,29,3,41,0,0,0,0,0,0,0,0,3,0,3,0,4,29,3,41,0,0,0,0,4,9,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,19,0,0,0,0,0,10,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,13,0,22,0,0,0,0,0,7,0,5,322,334,128,8,801,474,50,1326
UCL215053,194,161,106,7,468,228,19,712,4,0,4,0,7,6,0,17,0,0,0,0,0,0,0,0,4,0,4,0,7,6,0,17,3,0,4,0,11,26,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,26,0,32,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,207,164,117,7,493,267,18,780
UCL215054,122,144,125,16,402,200,28,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,144,125,16,402,200,28,631
UCL215055,168,181,72,3,417,136,8,561,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,167,180,69,3,425,164,9,600
UCL215056,138,77,46,5,262,166,9,438,0,0,3,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,143,77,45,5,268,176,9,457
UCL215057,211,132,62,3,405,250,15,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,0,19,11,0,30,228,137,61,3,431,279,15,721
UCL215058,314,236,124,10,689,328,24,1038,3,0,7,0,7,45,0,59,0,0,0,0,0,6,0,6,3,0,7,0,11,54,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,4,12,0,11,0,3,0,0,5,3,0,8,325,237,130,10,703,391,26,1126
UCL215059,226,142,55,8,430,198,12,641,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,4,0,4,0,13,35,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13,35,3,45,0,0,0,0,0,4,0,4,4,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,9,7,4,0,0,8,14,0,27,0,0,0,0,0,0,0,3,237,143,61,8,453,261,18,736
UCL215060,155,115,68,5,341,162,14,516,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,0,4,0,16,29,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,16,29,0,41,0,0,0,0,0,4,0,8,3,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,4,4,3,0,0,9,14,0,21,0,0,0,0,0,0,0,0,161,116,70,11,362,214,15,588
UCL215061,225,165,48,13,447,205,24,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,45,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,45,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,232,162,48,13,453,247,24,726
UCL215062,398,302,167,7,879,362,34,1274,16,3,7,0,29,71,3,106,0,0,0,0,0,0,0,0,16,3,7,0,29,73,3,107,18,8,9,0,39,91,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,9,0,39,92,3,126,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,4,0,0,4,9,0,17,0,0,0,0,0,0,0,3,436,312,189,11,950,540,41,1530
UCL215063,224,144,104,3,467,295,21,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,3,227,146,104,3,479,347,21,848
UCL215064,124,80,27,3,236,147,18,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,80,27,3,238,166,18,417
UCL215065,529,204,85,6,828,324,30,1175,25,5,3,0,38,92,6,139,5,0,0,0,5,3,0,8,31,5,6,0,41,100,7,148,19,0,4,0,19,37,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,19,37,8,64,7,0,0,0,7,21,0,29,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,27,0,33,0,0,0,0,9,5,0,10,587,219,97,6,899,488,43,1428
UCL215066,543,284,99,9,928,422,14,1367,20,9,7,0,30,56,0,88,7,3,0,0,9,7,0,17,31,10,8,0,45,60,3,110,9,0,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,8,5,3,0,0,7,5,0,13,3,3,0,0,9,4,0,10,589,298,107,9,994,518,16,1526
UCL215067,385,260,83,6,734,303,20,1057,6,0,0,0,5,41,0,41,6,4,0,0,14,3,0,17,13,3,0,0,14,41,0,59,3,0,0,0,3,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,3,0,0,9,3,0,7,7,3,0,0,9,9,0,15,3,8,0,0,7,4,0,13,404,269,87,5,766,372,24,1164
UCL215068,259,240,159,7,675,294,26,995,3,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,7,12,3,4,0,13,50,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,13,50,3,68,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,0,10,0,0,0,0,3,0,0,5,273,243,161,11,694,355,30,1084
UCL215069,287,464,85,5,842,140,17,1002,8,4,8,0,27,26,0,56,0,0,0,0,0,0,0,0,8,4,8,0,27,26,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,297,471,97,9,866,171,20,1059
UCL215070,155,169,81,17,419,148,33,600,0,0,3,0,3,15,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,19,9,3,6,0,15,11,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,15,11,5,26,0,0,0,0,0,10,3,18,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,22,3,35,0,0,0,0,3,0,0,3,164,171,95,17,446,195,38,683
UCL215071,342,233,113,9,701,285,19,1003,3,0,0,0,3,25,0,28,0,0,0,0,0,0,0,0,3,0,0,0,3,25,0,28,7,0,4,0,12,41,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,12,41,0,51,0,0,0,0,0,5,0,10,0,0,0,0,3,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,3,14,0,25,0,0,0,0,0,0,0,0,354,232,119,9,723,364,19,1110
UCL215072,353,520,118,5,994,155,21,1172,8,3,4,0,11,25,0,38,0,0,0,0,0,0,0,0,8,3,4,0,11,25,0,38,4,10,11,0,23,44,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,23,44,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,7,3,0,9,0,0,0,0,0,0,0,0,364,534,128,6,1036,227,22,1290
UCL215073,153,124,44,3,327,125,19,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,3,3,0,6,0,3,0,0,6,3,0,3,151,126,44,3,329,134,19,481
