UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL214019,3,0,26,10,0,28,0,30,0,93,4,3,55,11,3,18,3,22,4,123,32,33,97,18,5,19,19,64,6,294,29,23,70,12,3,18,21,41,3,229,40,27,66,20,11,23,51,69,10,318,38,20,61,10,14,14,51,49,9,267,12,3,10,3,7,3,11,6,0,57,3,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,3,170,109,387,87,46,133,158,283,30,1394,0,0,4,28,0,61,0,18,0,112,0,8,4,31,11,29,0,10,0,94,14,39,14,62,45,46,0,26,0,246,16,61,14,40,49,33,5,23,3,239,23,43,27,80,59,55,6,42,3,331,17,28,12,51,64,36,0,54,3,264,8,8,0,6,12,3,0,3,0,43,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,71,185,78,304,240,258,11,173,19,1333
UCL214020,0,0,34,4,0,28,0,25,7,98,9,5,63,9,0,5,5,21,3,121,23,25,109,7,8,5,27,37,7,251,52,40,96,16,8,18,18,44,5,302,55,24,75,20,17,15,55,45,8,309,47,35,43,24,19,18,46,51,4,282,20,5,8,8,5,11,9,0,3,63,10,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,218,136,428,86,48,103,159,228,39,1446,0,0,3,18,9,41,0,12,0,89,0,12,10,42,15,21,0,9,3,103,15,66,20,51,17,20,0,29,3,225,34,69,11,53,52,34,3,28,0,289,35,56,12,73,73,34,0,46,3,331,10,44,12,57,56,28,0,41,3,250,13,4,0,6,10,6,0,6,0,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,114,249,70,303,228,180,14,173,13,1343
UCL215001,0,0,4,3,0,9,0,3,0,19,0,0,4,0,0,0,0,6,0,14,4,5,11,4,0,0,0,0,0,22,5,11,19,0,0,0,0,0,0,36,12,15,12,8,0,9,0,4,3,67,15,24,19,0,0,3,0,8,0,72,4,3,3,0,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,71,12,3,20,3,33,3,263,0,0,0,0,0,3,0,0,0,3,0,3,0,14,0,0,0,0,0,16,0,3,4,3,3,3,0,0,0,23,4,18,0,3,9,0,0,3,0,44,15,28,6,5,12,4,0,5,0,78,16,19,3,7,9,12,0,0,3,66,3,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,81,11,32,32,26,0,12,3,248
UCL215002,0,0,8,3,0,6,0,5,0,27,3,0,16,0,0,3,10,11,3,49,14,8,32,4,3,3,8,8,0,89,19,13,33,9,0,3,15,13,3,107,18,12,28,10,3,3,14,17,0,103,17,10,27,6,6,7,19,11,3,102,3,5,0,0,0,3,3,0,0,22,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,82,46,150,33,14,28,71,67,13,507,0,0,0,9,0,9,0,7,0,20,0,4,4,3,10,7,0,0,0,30,7,23,0,10,23,4,0,3,3,73,12,32,7,16,24,6,0,7,0,100,14,28,6,22,20,15,3,12,0,113,14,11,4,18,20,8,0,11,0,77,0,3,0,3,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,96,24,83,100,49,8,38,3,441
UCL215003,0,0,7,4,0,7,0,8,0,30,0,0,12,10,0,0,0,4,0,29,6,18,35,3,4,3,5,12,0,88,21,28,24,3,0,4,13,3,0,98,33,26,45,7,6,5,5,8,3,141,21,30,31,7,7,8,15,13,7,140,16,9,4,3,0,3,4,3,3,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,115,168,40,23,32,34,50,17,577,0,0,0,12,0,12,0,5,0,30,0,3,0,21,3,6,0,3,0,35,12,27,7,19,10,7,0,0,0,81,17,40,4,15,20,8,0,3,0,96,16,56,6,15,33,16,0,11,3,158,16,41,8,17,25,15,0,11,0,125,3,13,0,3,12,3,0,9,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,182,28,90,106,58,0,35,9,571
UCL215004,0,0,7,3,0,0,0,8,0,19,0,0,7,3,0,0,0,12,0,22,9,4,13,4,0,8,3,7,0,49,9,5,33,5,0,4,4,9,0,75,14,10,16,6,0,3,4,12,0,58,18,3,10,0,3,6,9,13,0,65,4,8,0,0,0,7,0,8,0,24,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,52,36,80,20,6,25,27,71,5,321,0,0,0,3,0,0,0,3,0,12,0,3,0,8,3,0,0,3,0,20,8,9,4,12,7,3,0,18,3,63,7,10,3,5,8,4,0,4,0,42,21,9,5,8,11,15,0,8,0,76,12,13,0,11,11,13,0,12,0,76,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,43,20,46,42,40,0,51,0,293
UCL215005,0,0,3,0,0,6,0,17,0,30,0,0,26,0,3,3,5,9,0,49,4,12,22,3,4,4,14,8,0,80,17,17,23,6,4,0,16,13,0,115,18,18,22,6,7,7,14,12,3,100,11,14,24,5,6,6,15,12,0,91,0,4,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,61,71,121,29,29,28,65,76,5,481,0,0,3,8,0,9,0,3,0,23,0,3,0,10,6,3,0,0,0,20,4,16,0,19,24,14,0,3,0,83,10,31,5,12,21,10,0,3,4,97,13,22,0,20,33,11,3,9,3,105,8,13,4,15,21,3,0,9,0,74,0,6,3,0,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,102,15,83,96,45,6,29,3,423
UCL215006,0,0,5,0,0,4,0,10,0,22,0,3,14,4,4,3,0,10,0,33,17,14,31,0,0,0,0,9,0,79,23,28,29,5,0,5,5,15,0,108,31,27,26,4,4,4,12,8,4,119,20,30,28,3,10,3,8,14,0,110,5,10,3,3,3,7,9,0,0,39,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,96,108,141,21,20,22,33,68,13,514,0,0,0,8,0,8,0,0,0,19,0,3,3,11,3,17,0,0,0,45,3,28,6,15,17,11,0,3,0,85,14,25,7,8,21,8,0,5,0,103,9,46,14,19,23,12,3,14,0,140,13,47,3,16,26,3,0,6,0,115,3,3,0,4,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,156,31,87,97,56,4,32,3,519
UCL215007,0,0,20,7,0,15,4,19,0,66,3,0,40,11,7,11,15,22,3,103,28,29,106,17,11,10,45,20,3,277,53,40,111,15,16,23,49,47,10,364,36,30,75,22,18,15,40,24,9,260,13,25,32,9,11,8,20,23,0,137,3,4,6,0,5,5,3,4,4,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,146,134,398,75,57,82,177,157,24,1251,0,0,6,7,3,27,0,11,0,62,3,12,12,26,9,16,0,4,0,90,16,74,30,40,69,28,4,5,5,268,35,67,15,56,88,47,3,10,3,318,16,40,11,53,50,21,3,19,4,229,6,19,3,25,22,16,0,15,3,107,0,3,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,210,78,216,248,154,13,67,17,1087
UCL215008,0,0,5,0,0,5,0,5,0,18,0,0,12,5,0,3,0,5,0,34,14,13,39,7,3,3,9,4,0,92,21,18,30,8,6,3,15,16,3,120,28,17,28,10,6,0,18,10,3,125,12,13,15,3,4,3,7,4,0,59,0,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,66,134,36,22,22,52,47,7,453,0,0,0,9,0,21,0,0,0,29,0,4,3,8,7,5,0,0,3,31,0,27,10,12,16,9,0,3,0,80,9,36,3,10,29,9,0,3,4,104,14,28,3,20,29,13,0,9,3,112,3,12,0,8,19,3,0,4,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,108,18,71,99,59,7,24,7,416
UCL215009,0,0,3,0,0,5,0,3,0,9,0,0,4,0,0,0,3,3,0,14,4,4,5,0,0,0,5,3,0,21,0,3,5,0,0,0,4,10,0,29,6,0,6,0,3,3,10,7,3,36,3,0,9,4,0,3,10,9,3,42,3,0,0,0,0,4,5,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,41,7,3,15,31,41,6,170,0,0,0,0,0,4,0,3,0,8,0,0,0,4,0,0,0,3,0,10,0,5,0,8,3,4,0,3,0,30,0,7,0,3,4,4,0,4,0,22,4,3,3,4,4,10,0,5,0,39,6,3,0,6,8,4,0,11,0,46,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,18,9,26,27,24,0,28,0,160
UCL215010,0,0,11,3,0,15,0,11,0,32,0,3,22,3,3,4,5,14,0,54,3,10,33,0,4,3,9,9,3,74,43,18,48,6,5,6,6,7,3,144,42,14,38,0,9,4,11,10,4,133,31,21,28,3,7,3,12,11,4,123,7,11,3,0,0,6,0,4,0,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,130,76,188,18,29,40,39,57,11,586,0,0,0,7,0,20,0,0,0,28,3,0,9,6,8,24,0,0,0,54,3,26,4,11,16,0,0,0,0,58,17,39,6,19,42,10,0,3,0,134,19,45,3,15,51,12,0,6,0,141,10,19,6,21,24,5,0,0,0,92,3,4,0,3,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,140,24,76,140,67,3,13,8,525
UCL215011,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,3,3,7,7,0,0,4,3,0,23,7,3,5,0,0,0,5,3,0,35,4,0,5,7,0,0,9,9,7,43,4,5,6,0,3,3,5,13,0,40,3,0,0,3,0,0,0,5,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,13,42,16,3,8,28,32,11,177,0,0,0,3,0,8,0,0,0,12,0,0,0,3,4,3,0,0,0,7,0,8,3,3,0,3,0,8,0,29,0,3,0,3,3,0,0,8,0,21,0,3,0,13,8,6,0,6,0,34,3,8,3,10,14,5,0,5,0,42,3,3,0,0,3,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,8,28,30,31,4,25,6,166
UCL215012,0,0,4,6,0,9,0,7,0,26,3,3,9,8,0,6,0,0,0,26,3,13,29,14,4,7,4,12,3,85,18,31,29,8,3,6,11,14,0,113,32,25,27,20,9,7,9,12,0,143,33,36,23,18,8,10,11,19,0,162,17,15,3,6,9,0,3,4,0,59,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,102,115,136,72,30,43,44,74,9,622,0,0,0,11,0,13,0,4,0,31,0,0,3,6,0,6,0,0,0,21,9,29,4,21,5,5,0,3,0,88,16,74,13,16,15,12,0,8,0,154,21,47,8,26,31,9,3,15,0,161,21,50,9,30,20,17,0,13,3,158,14,11,3,7,6,3,0,4,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,218,30,121,84,60,10,50,12,671
UCL215013,0,0,3,0,0,0,0,6,0,12,0,0,16,4,0,0,7,5,3,34,16,15,57,8,15,12,16,10,6,156,31,16,28,7,14,10,16,12,3,140,18,6,18,3,8,5,17,13,0,94,0,3,13,3,0,0,11,5,0,44,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,136,27,46,30,74,57,11,485,0,0,0,0,0,8,0,3,0,13,0,0,3,14,3,3,0,3,0,26,11,27,4,34,39,19,3,4,3,139,8,23,4,19,37,12,0,3,3,107,4,18,0,9,17,3,0,3,3,67,3,3,0,6,12,4,0,3,3,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,68,13,79,113,53,7,18,10,403
UCL215014,0,0,3,0,0,3,0,5,0,15,0,0,12,0,0,3,3,7,0,28,4,0,31,0,0,3,8,7,3,61,12,5,28,3,0,3,13,9,0,70,9,4,28,0,3,10,18,11,4,91,13,0,13,5,0,0,16,5,0,58,0,0,6,0,0,0,3,3,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,15,117,6,13,20,66,54,5,336,0,0,0,3,0,7,0,3,0,16,3,0,3,8,5,8,0,0,0,29,5,12,0,18,13,4,0,5,6,62,0,10,3,9,32,3,0,0,3,67,11,7,0,12,21,6,0,11,0,77,3,7,3,9,16,0,5,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,12,57,90,33,9,28,9,300
UCL215015,0,0,7,0,0,7,0,16,0,32,4,0,15,6,0,0,0,10,0,34,13,5,20,4,0,3,7,11,0,61,13,30,30,4,3,3,8,4,3,94,24,16,29,11,0,8,16,18,0,113,31,15,21,9,3,3,15,3,5,104,12,7,11,3,4,3,0,6,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,90,72,116,36,11,34,42,71,12,482,0,0,0,11,0,4,0,4,0,26,5,0,0,7,0,3,3,5,0,27,9,25,0,10,13,3,0,12,0,70,19,22,7,9,23,16,0,12,3,111,18,17,7,12,28,16,0,16,0,118,19,21,6,8,13,18,3,10,0,92,3,0,0,0,9,4,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,19,68,88,61,3,56,12,462
UCL215016,0,0,6,3,0,11,0,10,3,37,9,0,28,8,5,4,12,23,0,83,20,13,69,13,11,11,35,33,6,203,24,15,56,7,11,8,26,23,0,168,13,11,55,14,8,13,56,31,3,207,19,15,32,8,16,8,46,21,3,174,8,3,4,0,0,0,6,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,93,55,252,45,48,57,182,139,13,900,0,0,3,18,6,17,0,3,3,49,0,8,5,26,12,19,0,10,0,79,10,30,15,36,34,23,0,12,0,161,16,26,7,26,24,12,3,22,3,148,18,29,8,24,35,21,6,38,3,186,11,20,4,24,28,19,3,18,0,122,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,108,44,160,139,118,16,106,10,755
UCL215017,0,0,18,0,0,3,0,3,0,33,0,0,18,3,0,0,4,12,0,34,8,12,41,3,3,0,16,4,0,81,25,4,30,3,7,6,12,3,0,85,18,5,32,9,3,3,23,15,3,114,14,10,21,0,3,3,16,5,0,74,4,4,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,37,158,19,14,16,78,47,4,442,0,0,0,8,3,13,0,4,0,35,5,3,0,12,12,13,0,0,0,42,8,24,12,8,19,7,0,0,0,72,15,16,3,10,32,11,0,3,0,91,10,17,11,15,23,6,0,11,3,101,6,10,0,10,15,10,3,3,0,58,0,3,0,0,3,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,27,73,107,51,6,30,6,403
UCL215018,0,0,4,0,0,7,0,17,0,34,4,0,19,0,0,0,0,19,0,53,9,12,31,3,0,5,11,17,4,91,18,17,25,5,3,7,18,20,0,100,26,18,33,12,4,11,19,21,3,138,15,9,29,4,7,5,22,18,0,109,11,3,12,0,3,5,4,4,0,50,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,90,56,151,29,17,47,80,121,11,596,0,0,0,7,3,11,0,0,0,25,0,6,4,14,3,7,0,4,0,45,4,32,7,8,7,13,0,10,0,80,3,34,7,20,25,21,0,9,0,119,11,40,3,30,25,14,0,6,0,137,15,22,3,32,16,11,0,7,0,107,0,9,0,7,12,0,0,5,3,36,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,42,144,25,121,94,78,3,53,3,565
UCL215019,0,0,0,0,0,11,0,3,0,11,3,3,12,0,0,3,0,8,0,22,12,5,27,3,0,0,0,10,0,69,13,16,44,3,6,3,3,11,4,97,12,18,36,5,3,10,4,0,0,96,8,19,17,3,3,0,4,12,0,73,6,0,4,0,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,65,142,21,9,26,17,42,8,397,0,0,3,4,0,7,0,0,0,16,4,6,3,11,0,4,0,4,0,25,3,19,0,18,10,11,0,3,0,69,9,24,10,11,16,9,0,8,0,91,0,19,7,14,22,13,0,10,0,86,7,12,3,8,7,11,3,7,3,59,0,3,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,86,29,62,69,55,7,32,3,358
UCL215020,0,0,7,0,0,3,0,7,0,11,0,0,10,0,0,3,5,8,0,20,4,11,5,0,0,4,0,6,0,30,3,7,7,4,0,0,7,13,0,38,5,3,7,3,0,3,12,9,0,45,10,3,11,0,0,0,11,14,0,50,6,3,0,0,3,3,0,8,0,17,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,24,42,10,6,14,35,52,5,225,0,0,0,6,0,6,0,5,0,16,0,3,0,5,0,0,0,0,0,16,3,8,3,5,9,0,0,5,0,35,7,4,0,7,6,8,0,0,0,29,4,9,3,10,11,9,0,5,0,53,9,6,5,12,10,10,0,7,0,59,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,9,48,35,28,0,32,4,219
UCL215021,0,0,3,0,0,0,0,0,0,5,0,0,10,0,0,0,0,6,0,25,4,0,10,0,3,0,11,11,0,38,3,7,15,3,0,0,7,7,0,51,9,6,15,4,3,4,14,12,0,65,8,9,11,3,7,0,12,13,0,63,3,0,0,0,0,7,4,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,66,15,17,16,53,56,4,272,0,0,4,4,0,12,0,3,0,20,0,0,3,0,0,5,0,4,0,12,0,8,4,3,8,3,0,3,0,34,3,11,3,12,8,8,3,9,0,51,14,16,4,18,16,9,5,8,3,81,3,6,0,12,13,9,0,4,0,51,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,17,53,47,43,9,29,3,266
UCL215022,0,0,4,3,0,12,0,14,0,41,5,11,37,6,8,16,10,7,3,103,13,25,62,15,12,20,21,30,3,203,5,23,42,11,9,4,25,23,3,149,15,11,41,9,3,4,26,16,0,133,24,24,39,8,11,0,29,16,7,155,5,5,9,0,3,0,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,95,239,54,46,58,114,111,19,815,0,0,3,9,0,37,0,9,0,62,0,15,4,31,10,31,0,12,0,105,5,40,8,38,37,20,0,13,4,176,8,30,8,23,27,20,0,16,4,135,8,29,10,35,41,18,3,20,0,158,12,21,8,23,39,8,0,26,3,139,3,3,0,6,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,140,35,165,158,137,3,102,15,788
UCL215023,3,0,8,0,0,5,0,14,0,27,0,3,7,0,0,3,9,8,0,28,6,3,14,3,3,3,7,21,0,61,9,3,7,0,0,0,16,18,0,53,7,4,12,0,4,10,20,22,0,92,9,9,10,0,0,4,22,11,3,66,4,3,0,0,0,3,5,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,26,60,7,8,32,72,93,4,350,3,0,0,5,0,10,0,3,0,26,3,5,3,4,0,4,0,3,0,22,0,11,3,7,3,5,0,3,0,34,5,9,6,7,5,10,0,14,0,59,6,7,7,17,16,3,4,12,0,80,0,8,3,15,5,3,0,13,0,52,3,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,23,57,33,41,8,50,6,287
UCL215024,0,0,3,0,0,0,0,7,0,11,0,3,9,0,0,3,3,3,3,30,10,3,24,3,4,4,6,4,0,52,12,9,19,0,3,3,3,12,3,68,17,9,17,0,0,3,14,14,0,73,10,7,8,8,6,4,15,14,3,68,5,3,3,0,0,4,3,6,0,32,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,63,27,84,9,15,21,53,65,11,346,0,0,0,3,0,7,0,3,0,15,0,3,4,6,7,3,0,0,0,17,3,10,0,9,12,4,0,6,0,42,15,11,0,11,10,12,3,0,0,65,3,9,4,14,17,9,0,6,0,63,0,3,5,15,23,7,8,6,0,66,8,3,0,4,5,5,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,12,60,63,45,8,36,0,301
UCL215025,0,0,0,0,0,0,0,0,0,10,0,3,6,3,0,0,0,13,0,27,5,3,15,3,0,0,4,10,0,44,4,0,12,0,0,0,5,4,0,39,6,7,14,0,0,0,15,3,0,51,8,3,8,3,0,0,8,11,0,47,4,3,4,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,39,25,62,13,0,9,30,48,6,230,0,0,0,9,0,9,0,0,0,19,0,3,0,0,3,0,0,0,0,13,0,12,0,13,6,3,0,7,0,35,3,11,3,0,5,3,0,5,0,32,6,5,3,13,9,9,0,4,0,39,3,7,0,6,5,4,0,8,0,36,3,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,42,10,32,33,24,4,31,0,191
