UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215066,13,75,3,15,7,4,0,0,3,115,14,58,0,17,11,0,0,0,0,100,19,14,0,9,36,12,0,3,0,85,14,29,0,17,14,0,0,0,0,80,3,20,0,4,3,3,0,0,0,43,5,0,12,3,0,0,0,3,0,21,0,0,0,0,0,3,0,0,0,4,0,3,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,3,6,70,210,20,59,83,31,4,16,8,505,7,18,4,0,4,3,0,3,0,36,3,4,3,0,0,0,0,0,0,17,15,24,30,3,6,0,6,4,3,92,19,9,40,0,3,0,0,4,3,88,14,7,8,0,0,3,0,0,4,31,18,93,0,16,6,4,0,0,3,149,16,82,0,14,15,0,3,0,0,145,41,58,6,7,38,16,4,3,3,176,22,51,6,23,12,0,0,8,0,131,4,28,5,7,3,4,0,3,0,58
UCL215067,14,56,4,18,12,4,0,0,0,101,4,47,0,13,3,5,0,5,0,79,22,5,0,3,14,11,0,0,0,64,3,23,0,29,9,5,0,10,0,75,0,7,3,3,5,0,0,0,0,21,4,0,14,11,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,10,0,3,0,0,0,0,0,3,0,7,64,162,23,79,45,26,0,21,0,424,9,10,3,9,3,0,0,5,0,38,0,0,0,0,0,0,0,0,0,0,15,20,30,0,0,0,15,6,0,88,18,4,35,0,3,0,4,8,0,80,11,10,7,3,3,0,0,4,0,41,15,69,4,22,10,4,0,0,0,122,12,73,0,12,7,4,5,8,0,110,47,20,3,7,23,18,0,0,0,116,6,35,0,34,6,5,0,9,3,100,3,14,3,3,5,0,0,0,0,28
UCL215068,4,24,3,14,3,3,0,0,0,43,3,24,0,4,0,0,0,0,0,37,7,12,0,5,27,8,0,7,0,67,3,7,0,34,8,5,0,0,0,53,0,0,0,0,3,0,0,0,0,8,3,0,4,3,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,14,15,73,17,63,42,26,3,21,3,271,4,5,3,0,0,0,0,0,0,15,0,3,0,0,0,0,0,3,0,10,9,5,35,3,4,3,16,16,0,91,5,3,21,0,0,0,0,8,0,48,19,4,0,0,0,3,8,13,3,53,4,21,4,14,0,3,0,4,0,53,7,38,0,5,0,0,0,3,0,51,8,18,0,5,33,10,3,7,0,91,3,16,0,38,6,5,4,4,0,80,0,0,0,0,4,0,0,0,0,12
UCL215069,0,64,3,21,9,0,0,0,0,98,4,57,0,14,3,0,0,0,0,77,24,23,3,14,52,10,0,0,3,127,6,18,3,46,18,8,0,3,0,101,4,0,0,3,0,3,0,0,0,15,3,0,17,5,4,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,41,187,35,117,96,29,0,16,5,534,0,17,6,3,3,0,0,0,0,34,4,8,0,3,0,0,0,0,0,21,26,46,105,10,17,4,22,20,4,255,13,7,69,6,0,0,3,8,0,101,0,4,10,0,5,7,0,3,0,28,0,69,3,27,4,0,5,0,0,115,10,78,0,20,7,0,0,0,0,114,52,33,5,18,62,13,4,3,3,193,10,26,6,57,19,8,0,3,0,132,4,8,3,3,0,4,0,3,0,31
UCL215070,3,19,0,6,4,0,0,4,0,38,3,18,0,3,0,0,0,0,0,27,3,4,0,0,10,7,0,5,0,29,3,0,0,10,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,7,48,5,30,15,4,0,25,8,149,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,7,21,0,0,3,3,8,0,45,8,0,3,0,0,0,3,0,0,14,6,4,0,0,0,0,3,11,5,30,3,25,0,11,4,0,0,4,0,44,3,23,0,3,0,0,0,0,0,34,5,3,0,0,13,8,0,11,0,45,3,0,0,21,4,0,0,3,0,34,0,0,0,0,0,0,0,0,0,3
UCL215071,6,41,4,18,8,0,0,0,0,70,0,32,0,3,5,3,0,0,0,41,11,3,0,4,18,4,0,5,0,37,0,7,0,39,10,3,0,6,0,62,0,4,0,0,0,4,0,0,0,8,3,0,4,9,4,7,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,13,23,86,13,69,40,25,3,17,3,274,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,19,4,41,3,6,7,22,15,0,109,9,0,17,0,0,0,0,5,0,37,7,5,5,0,3,3,8,7,0,32,6,46,4,22,4,0,0,0,0,80,3,39,3,3,5,3,0,0,0,60,9,3,0,4,19,9,3,5,0,56,3,12,0,39,10,6,0,6,0,73,0,4,3,0,0,4,0,0,0,18
UCL215072,9,38,3,21,5,5,0,3,0,93,8,53,0,19,3,4,0,0,0,84,16,12,3,9,51,19,0,10,0,123,12,15,0,49,13,5,0,4,0,99,0,0,0,0,0,0,0,0,0,8,3,0,12,6,9,4,0,4,0,34,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,14,5,0,3,4,0,3,0,0,3,17,48,139,32,117,98,49,3,30,3,518,0,12,0,0,5,0,0,0,0,24,3,10,0,0,3,0,3,0,0,20,24,28,139,8,10,11,33,24,3,287,9,3,49,0,3,3,6,7,3,89,4,3,12,0,4,3,5,3,0,33,11,51,3,27,5,5,3,3,0,113,12,72,3,29,3,3,3,3,0,119,34,26,8,13,64,31,0,13,0,194,9,21,0,52,20,5,4,6,0,127,0,7,3,0,0,3,0,0,0,26
UCL215073,0,15,0,7,3,3,0,0,0,37,0,8,0,5,0,0,0,0,0,13,10,5,0,7,8,7,0,3,0,39,0,4,0,19,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,41,15,41,17,14,0,10,3,161,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,3,44,0,0,0,12,4,0,73,4,0,13,0,0,3,6,5,0,37,0,3,3,0,0,3,3,6,0,17,0,19,0,7,3,3,0,4,0,40,0,10,0,5,3,0,0,0,0,22,10,5,0,5,12,17,0,3,0,58,0,8,0,28,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3
UCL215074,0,32,0,8,6,3,0,0,0,50,3,22,0,10,4,3,0,0,0,43,5,6,0,6,32,6,0,3,0,55,3,13,0,23,10,0,0,4,0,48,0,0,0,0,0,0,0,0,0,0,10,0,11,5,5,6,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,3,0,0,13,29,82,16,57,52,29,3,13,0,289,3,15,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,13,8,50,0,3,4,10,9,0,101,7,0,18,0,0,0,0,4,0,37,11,11,10,0,0,6,3,3,0,45,3,35,0,13,3,3,0,3,0,60,3,21,3,10,4,3,0,0,0,50,20,8,0,9,33,8,0,3,0,89,7,17,3,24,10,0,0,5,0,64,0,7,5,0,0,0,0,0,0,10
UCL215075,0,24,0,6,3,0,0,3,0,37,0,11,0,5,0,0,0,0,0,17,4,7,0,4,18,6,0,0,0,40,0,9,0,12,5,3,0,0,0,24,0,3,0,3,0,0,0,0,0,4,3,0,6,6,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,59,11,34,29,10,0,5,0,162,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,9,12,0,3,0,5,6,0,51,5,0,23,5,0,0,0,3,3,42,3,0,3,0,0,0,3,0,0,11,0,27,0,10,3,0,0,3,0,39,3,19,0,4,0,0,0,0,0,33,15,5,0,7,16,7,3,4,0,57,7,4,3,15,5,3,0,0,0,38,3,6,0,3,0,0,0,0,0,7
UCL215076,4,17,5,19,3,0,0,0,0,53,7,25,0,5,5,0,0,0,0,46,5,0,0,0,37,3,0,0,0,55,0,4,3,43,8,3,0,3,0,61,0,3,0,0,3,0,0,0,0,11,3,0,4,3,8,3,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,3,3,0,0,0,0,3,18,32,55,16,72,68,11,3,14,10,285,0,3,0,0,3,0,0,3,0,6,0,8,3,0,0,0,0,0,0,12,11,6,71,3,7,3,14,11,3,136,10,0,54,0,0,4,6,15,3,88,0,3,5,0,3,0,3,4,0,22,4,20,10,19,3,0,0,0,0,56,7,32,0,5,5,0,0,0,0,50,8,9,0,3,37,10,4,4,0,73,0,4,3,40,10,3,0,5,0,73,3,4,0,0,3,0,0,0,0,20
UCL215077,3,28,3,12,3,0,0,0,0,55,4,15,0,5,0,0,0,0,0,25,7,7,0,4,11,3,0,4,0,31,7,5,0,29,3,3,0,9,0,51,0,0,0,0,0,0,0,0,0,0,5,0,4,6,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,10,24,61,10,59,21,13,3,15,3,215,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,12,0,31,0,0,5,7,12,0,63,11,0,8,3,0,0,6,6,0,30,15,7,7,0,0,0,0,11,3,43,6,35,3,14,3,0,0,0,0,61,6,23,0,5,0,0,0,0,0,34,17,7,3,4,10,10,0,5,0,56,3,5,0,33,6,3,0,10,0,60,0,0,3,0,0,3,0,0,0,7
UCL215078,3,27,0,15,4,3,0,0,0,48,0,20,0,10,7,0,0,0,0,36,9,3,0,3,25,0,0,0,0,46,7,7,0,21,10,0,0,0,0,53,0,0,0,0,4,0,0,0,0,12,0,0,4,7,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,21,60,11,59,46,14,3,12,3,237,0,4,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,9,0,61,3,3,3,20,4,0,103,11,0,25,3,0,0,4,3,0,48,0,5,4,0,3,3,3,3,0,21,7,24,4,13,5,3,3,0,0,60,0,20,5,10,7,0,0,0,0,42,15,12,4,3,23,6,7,5,0,72,7,7,3,34,10,0,0,0,0,68,0,0,4,0,4,0,0,0,0,11
UCL215079,5,59,0,23,8,0,0,5,0,98,5,45,0,13,3,3,0,3,0,80,11,21,3,4,53,9,0,8,0,103,0,15,3,45,14,9,0,4,0,87,0,0,0,0,3,0,0,0,0,4,3,0,17,11,4,6,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,0,10,0,20,34,163,28,108,86,29,3,26,3,486,0,13,3,0,9,0,0,4,0,33,3,8,3,0,0,0,0,0,0,17,35,34,93,3,4,4,14,35,4,226,10,0,35,0,0,3,3,6,3,63,12,16,12,0,9,4,5,5,0,65,6,70,3,23,8,0,0,7,0,114,10,55,3,13,4,3,0,3,0,94,34,26,7,4,63,13,0,15,3,154,3,29,3,53,11,9,0,5,3,123,0,3,0,0,3,3,0,0,0,16
UCL215080,0,26,0,16,0,3,0,0,0,46,0,18,0,6,3,0,0,0,0,25,4,3,0,3,20,4,0,3,0,37,0,8,0,35,5,3,0,3,0,52,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,12,17,55,19,63,29,16,0,11,5,224,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,5,48,0,0,5,3,7,3,75,3,0,16,0,0,0,4,6,0,31,11,0,0,0,0,0,6,4,0,29,0,32,0,22,0,3,0,0,0,64,4,30,0,6,4,0,0,0,0,47,7,5,0,3,18,5,0,6,0,59,0,7,0,37,5,4,0,4,0,67,0,0,3,0,0,0,0,0,0,11
UCL215081,0,13,3,5,0,3,0,0,0,33,0,10,0,0,0,0,0,3,0,14,3,0,0,0,13,4,0,3,0,19,0,0,0,12,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,3,0,0,0,12,10,30,15,24,23,16,0,19,3,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,30,4,0,3,6,22,0,74,0,0,5,0,0,0,4,0,0,10,3,0,0,0,0,0,3,11,0,17,0,16,3,4,0,3,0,3,0,34,0,14,0,0,0,0,0,3,0,13,9,3,0,0,13,3,0,7,0,32,0,3,0,13,5,5,0,3,0,29,0,0,0,0,0,0,0,4,0,9
UCL215082,0,7,0,6,3,0,0,0,0,17,0,18,0,0,0,0,0,0,0,17,3,4,0,3,13,8,3,0,0,35,3,5,0,12,9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,38,8,24,34,9,3,5,0,139,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,9,3,36,0,4,0,11,4,0,76,7,0,25,0,0,0,0,8,0,38,4,0,3,0,0,0,3,0,0,9,0,5,3,10,3,0,0,0,0,20,0,20,0,0,0,3,0,0,0,25,5,14,0,3,19,9,0,0,0,49,3,5,3,16,7,0,0,0,0,41,0,3,0,0,0,0,0,0,0,10
UCL215083,0,59,11,16,10,0,0,0,0,93,6,54,4,9,5,0,0,0,0,78,14,12,0,11,56,13,0,4,6,113,13,13,0,41,15,4,0,4,3,86,0,8,0,0,4,0,0,0,0,15,3,3,12,13,6,6,3,4,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,3,6,0,0,0,0,12,38,162,37,95,103,22,7,18,3,485,6,5,0,0,0,0,0,0,0,14,3,5,3,0,4,0,0,0,0,24,15,9,104,4,3,5,25,12,3,184,10,0,50,0,3,5,12,11,4,97,4,6,5,4,0,0,7,8,0,33,7,74,13,18,10,0,3,0,0,117,7,74,4,14,3,0,0,0,0,103,29,24,0,9,58,18,0,4,3,156,9,21,0,51,13,4,3,8,3,114,4,9,0,0,4,0,0,0,0,25
UCL215084,0,21,4,3,3,0,0,0,0,30,6,19,0,5,0,3,0,0,0,31,17,10,0,7,15,9,0,0,0,51,0,4,3,22,3,3,0,0,0,34,0,0,0,0,0,3,0,0,0,8,0,0,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,30,68,14,49,31,20,0,7,3,213,0,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,15,11,64,6,7,0,28,13,0,146,3,5,51,0,0,0,9,0,0,68,0,0,8,0,0,0,0,0,0,17,0,24,5,3,3,0,0,0,0,38,3,21,0,3,0,3,3,0,0,42,31,7,0,6,15,13,0,3,0,80,7,8,3,24,3,3,0,0,4,42,0,3,0,3,0,3,0,0,0,18
UCL215085,0,10,3,6,10,0,0,0,0,28,0,29,0,4,3,0,0,0,0,36,13,3,3,8,10,5,0,3,0,42,4,21,4,31,8,3,0,0,0,66,0,11,3,3,0,3,0,0,0,22,3,0,3,7,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,6,0,3,0,0,0,13,26,84,18,61,31,25,0,10,3,254,0,8,3,3,0,0,0,3,0,15,6,3,0,0,0,0,0,0,0,6,6,3,26,0,0,3,6,3,0,54,0,0,24,0,0,0,3,0,0,36,5,5,12,0,3,0,0,6,0,27,3,19,4,9,10,0,0,3,0,44,8,43,0,8,3,0,3,0,0,63,17,7,7,9,7,11,0,4,0,60,10,25,3,31,11,7,4,0,0,90,0,13,0,3,0,3,4,4,0,36
UCL215086,0,36,3,26,8,3,0,0,0,81,0,28,0,0,3,0,0,0,0,28,3,3,0,3,12,4,0,3,0,31,4,9,0,45,6,0,0,5,0,73,0,6,0,0,0,0,0,3,0,4,0,0,3,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,10,85,10,89,29,15,0,15,0,254,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,16,3,47,0,4,4,4,7,7,91,6,0,19,0,0,3,3,7,0,40,6,3,3,3,3,3,4,3,0,28,0,47,3,33,5,3,0,0,0,95,5,34,3,3,3,0,0,0,0,47,10,8,3,5,8,9,3,6,0,56,3,18,0,53,10,0,0,8,0,92,0,6,0,0,0,0,0,3,0,4
UCL215087,4,53,8,20,3,3,0,0,3,93,8,53,0,5,4,0,0,0,0,79,14,13,0,5,31,11,0,3,0,84,11,16,0,63,12,3,0,6,0,107,0,4,4,0,3,3,0,0,0,16,3,3,15,9,11,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,5,0,3,0,21,40,147,30,117,79,41,0,17,3,482,0,3,0,4,0,0,0,0,0,11,0,6,5,0,0,0,0,0,0,13,25,11,121,5,11,9,29,11,4,229,15,3,99,3,0,6,0,9,4,139,7,3,4,0,3,0,0,8,0,31,4,54,8,22,4,3,0,0,3,106,10,71,0,11,4,0,0,0,0,94,35,22,6,8,38,16,12,5,3,142,11,19,0,73,19,6,3,3,0,133,0,8,3,4,3,3,3,0,0,19
UCL215088,4,20,3,15,6,0,0,0,0,43,5,12,0,5,0,0,0,0,0,22,4,3,0,3,7,7,0,0,0,32,3,7,0,20,3,8,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,50,9,41,24,24,0,11,3,184,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,9,5,26,3,0,0,17,9,0,73,3,0,17,0,0,0,0,3,0,23,8,3,9,0,0,0,4,6,0,31,4,20,3,12,8,0,0,0,0,45,3,18,0,4,0,0,0,0,0,30,6,5,0,5,10,15,0,3,0,46,5,6,0,29,3,8,0,3,0,58,0,0,0,0,0,0,0,0,0,3
UCL215089,3,25,7,9,10,4,0,0,0,55,4,20,0,12,5,0,0,0,0,44,15,18,0,3,30,5,0,0,0,72,3,12,0,7,11,0,0,3,0,40,0,0,0,0,3,0,0,0,0,10,3,3,4,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,8,29,87,17,48,58,15,0,3,3,257,6,6,3,0,0,0,0,0,0,15,3,9,3,0,3,0,0,0,0,18,35,13,43,0,0,0,6,9,0,107,24,0,41,3,0,3,0,4,0,80,0,3,5,0,0,0,0,0,0,11,3,33,7,8,10,6,0,0,0,63,10,28,0,12,3,0,0,0,0,50,43,40,0,3,40,10,0,0,0,148,9,12,3,10,12,8,0,3,0,57,3,5,0,4,3,0,0,0,0,14
UCL215090,4,86,8,26,4,3,0,0,0,126,17,69,0,13,7,3,0,0,0,105,13,26,0,3,25,12,0,0,0,85,6,48,3,39,13,8,0,3,0,115,5,19,0,5,6,8,0,0,0,42,3,0,7,7,7,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,0,0,11,0,3,0,7,5,0,0,0,0,15,66,265,24,104,68,40,0,11,3,588,11,24,4,5,0,0,0,0,0,51,6,16,4,0,0,0,0,0,0,27,32,33,54,9,8,6,9,9,4,163,3,9,46,0,4,0,0,3,0,74,7,13,11,4,3,4,0,6,3,52,7,99,6,34,4,3,0,0,0,150,21,92,4,12,8,3,0,3,0,149,48,63,5,10,34,23,5,4,0,193,15,73,6,48,15,8,0,0,0,177,6,34,7,10,7,9,0,3,0,76
UCL215091,3,48,10,31,8,5,0,8,0,113,3,31,3,22,4,3,0,0,0,62,10,7,8,13,47,18,0,6,0,107,8,15,3,69,22,12,3,3,0,138,0,5,0,3,3,5,0,0,0,19,7,0,19,10,13,13,5,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,3,0,3,3,28,39,112,54,165,102,62,6,37,3,580,3,10,3,0,4,0,0,0,0,25,0,3,3,0,7,0,0,6,0,15,16,11,135,8,9,10,30,27,3,249,17,4,123,0,0,0,13,21,4,174,5,0,28,0,3,3,0,5,0,55,9,47,12,40,15,5,0,6,0,136,4,43,5,20,3,3,0,3,0,84,25,13,11,11,50,28,9,8,3,148,13,25,7,88,18,12,7,7,0,177,0,5,3,6,4,5,0,0,0,34
