UCL_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL221051,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,3,5,8,3,9,6,0,13,9,7,15,16,3,14,7,0,9,15,0,15,26,0,30,26,0,26,23,0,23,9,3,9,6,0,6,14,0,14,0,0,0,187,19,206
UCL221052,0,3,8,0,0,0,3,3,7,0,15,14,9,23,36,8,14,25,26,12,33,25,11,33,19,8,29,17,0,19,10,0,9,6,0,5,17,0,15,12,0,12,3,0,3,0,3,4,7,0,7,14,0,21,5,7,14,180,104,284
UCL221053,0,0,0,0,0,0,0,12,13,0,12,16,11,28,39,6,13,13,29,21,44,27,7,32,20,9,29,18,5,21,15,3,16,15,6,18,14,6,21,11,0,11,3,0,3,0,0,0,3,0,3,13,3,13,4,9,12,196,124,318
UCL221054,0,6,6,0,0,0,3,0,3,0,3,4,0,9,7,3,4,10,15,3,16,3,5,11,4,3,10,14,0,14,14,0,14,11,0,9,18,5,17,18,0,18,11,0,11,3,0,3,13,0,13,19,0,19,3,5,4,138,46,186
UCL221055,0,4,4,0,0,3,3,3,5,4,0,9,13,16,29,0,9,13,19,8,22,19,4,27,20,5,27,24,3,29,7,3,12,23,0,21,36,4,39,18,0,18,3,0,3,4,0,7,5,0,5,22,0,22,5,5,12,224,79,304
UCL221056,0,0,3,3,0,3,0,3,4,3,3,5,13,10,18,9,14,21,38,4,43,9,3,19,16,0,19,27,0,25,14,0,10,13,3,15,15,0,12,8,0,8,4,0,4,7,0,6,0,0,3,12,0,8,3,3,8,198,60,249
UCL221057,0,0,0,3,0,3,3,9,10,0,13,17,8,28,33,4,4,12,25,12,37,19,9,27,20,11,27,16,4,17,9,4,10,11,0,8,11,0,13,4,0,3,5,0,5,0,0,3,6,0,6,16,0,20,3,4,11,159,109,261
UCL221058,4,0,4,3,0,3,0,3,3,6,0,7,11,7,16,9,7,14,9,3,12,7,3,15,15,4,21,18,5,22,14,0,16,24,4,25,25,0,25,10,0,10,0,0,3,3,0,3,4,0,4,25,0,25,5,8,13,190,52,240
UCL221059,0,0,0,0,0,0,0,3,3,0,5,4,4,15,23,10,5,12,22,6,28,17,5,19,18,3,20,21,9,33,13,0,13,9,0,9,20,0,20,4,0,4,3,0,3,3,0,3,4,0,4,9,3,9,4,9,11,173,68,242
UCL221060,0,7,7,3,3,8,0,0,0,3,12,14,5,28,33,3,14,22,28,6,34,20,5,27,25,6,32,15,6,21,6,3,8,10,0,5,11,0,14,3,0,3,4,0,4,0,0,0,0,0,3,14,0,16,5,3,5,148,101,253
UCL221061,0,3,6,0,0,3,0,5,10,0,13,13,9,27,29,0,12,14,17,18,40,10,15,33,24,18,40,19,4,30,22,0,23,13,3,19,17,3,21,11,0,11,7,0,7,4,0,3,0,0,3,15,3,18,8,6,8,181,139,320
UCL221062,6,4,8,3,3,6,3,14,16,0,13,15,17,53,64,5,15,17,54,12,68,26,17,42,25,12,36,18,6,23,17,4,22,10,0,11,25,3,28,4,0,4,3,0,3,0,0,0,4,0,4,22,0,22,3,25,25,235,186,420
UCL221063,0,0,3,0,0,3,0,7,8,0,12,12,5,28,37,7,7,13,28,12,38,15,7,22,5,9,13,8,0,9,14,3,16,5,4,11,9,0,16,7,0,7,6,0,6,0,3,3,0,0,0,8,0,15,3,6,12,138,99,236
UCL221064,0,0,0,0,3,3,0,0,0,3,7,3,0,7,6,3,4,9,10,3,8,5,10,17,21,8,27,24,0,23,22,3,20,9,0,12,34,3,36,21,0,21,3,0,3,0,0,0,7,0,5,17,0,17,0,3,3,178,43,220
UCL221065,0,0,0,0,0,0,0,3,3,0,5,5,7,5,16,4,3,9,13,8,23,10,5,19,23,7,27,16,0,18,15,7,20,12,0,12,14,3,20,13,0,13,3,0,3,0,0,0,3,0,3,12,0,12,0,0,3,152,54,201
UCL221066,0,3,3,0,3,3,3,4,10,0,3,3,5,8,15,4,9,12,13,9,16,3,6,8,14,4,23,14,7,16,13,4,19,12,0,12,15,0,22,3,0,3,3,0,3,0,0,0,0,0,0,11,0,11,3,5,10,132,65,200
UCL221067,3,3,10,0,5,5,0,3,3,4,4,7,4,24,23,8,16,23,17,8,27,28,7,39,19,9,26,17,3,21,10,3,22,8,4,14,17,0,17,14,0,14,8,0,8,3,0,3,3,0,3,16,0,16,3,3,7,191,103,293
UCL221068,0,0,3,0,0,0,4,3,9,6,13,23,11,29,43,5,14,25,19,14,41,14,13,29,30,11,42,30,11,41,16,5,27,15,3,16,25,3,27,10,0,10,4,0,4,3,0,4,3,0,3,18,0,25,7,6,17,239,139,373
UCL221069,0,3,4,0,0,0,3,5,9,3,10,7,6,14,23,12,8,16,24,3,32,26,6,32,32,4,33,49,3,54,34,3,37,33,0,33,66,4,67,54,0,57,25,0,25,17,0,17,23,0,23,45,3,51,6,0,12,471,74,545
UCL221070,0,3,6,0,0,0,7,11,13,7,4,9,4,22,29,12,11,21,20,16,34,24,12,38,33,13,49,18,0,22,6,3,13,17,0,17,21,4,24,3,0,3,7,0,7,5,3,6,6,0,6,22,0,26,4,6,12,213,111,327
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,6,0,10,3,3,3,7,0,7,8,0,6,14,0,14,5,3,10,22,0,21,14,0,14,9,0,12,12,0,12,10,0,10,14,0,14,0,0,0,135,15,152
UCL221072,0,0,0,0,3,3,0,3,3,0,14,14,10,30,36,7,6,19,25,10,28,14,18,30,21,10,34,21,0,22,21,3,22,16,0,16,16,4,20,12,0,13,0,0,0,3,0,3,3,0,3,14,0,14,3,6,13,186,111,298
UCL221073,3,0,3,0,0,0,5,3,7,0,8,8,9,15,25,0,11,10,21,6,29,19,8,29,24,4,25,18,6,25,12,0,11,13,0,14,21,0,22,4,0,4,3,0,3,3,0,3,7,0,7,18,0,16,6,3,8,178,73,250
UCL221074,3,8,6,0,0,4,0,13,13,0,20,21,17,49,68,19,15,30,34,8,42,21,12,31,16,5,20,7,8,21,5,9,7,6,0,10,10,3,13,3,0,3,3,0,3,0,0,0,5,0,5,19,4,25,5,9,17,170,159,336
UCL221075,0,0,3,0,0,0,0,10,12,0,18,16,5,19,30,6,9,22,19,4,26,15,15,33,19,6,26,9,4,17,9,4,14,11,0,11,8,0,12,3,0,3,3,0,3,3,5,3,0,0,0,16,3,14,14,13,21,156,112,269
UCL221076,0,4,4,0,0,0,0,4,3,0,0,3,0,9,9,3,7,14,16,10,21,6,9,11,8,13,17,19,3,27,14,0,16,6,0,9,14,0,16,7,0,7,9,0,9,0,0,0,4,0,3,12,0,12,0,0,0,129,65,200
UCL221077,0,8,4,0,3,3,3,11,12,0,21,20,7,49,58,5,13,23,26,7,31,14,15,32,18,8,19,9,0,12,14,3,17,3,0,4,0,0,4,8,0,8,0,0,0,0,4,4,0,0,0,18,0,18,6,11,19,137,148,289
UCL221078,0,3,8,3,0,6,0,10,15,0,0,3,3,14,16,5,15,16,22,7,23,14,11,31,14,12,26,18,3,17,8,0,8,3,3,4,20,3,24,18,0,22,9,0,9,0,3,3,6,0,6,17,0,22,0,3,3,167,96,261
UCL221079,0,3,3,0,0,0,0,9,4,5,6,15,11,6,21,8,14,14,21,8,25,13,5,13,19,10,35,15,4,23,9,0,14,19,0,20,27,0,28,17,0,17,13,0,13,9,3,12,25,0,25,33,0,36,7,3,11,251,74,329
UCL221080,0,0,0,3,4,4,3,9,11,4,9,15,11,38,50,6,7,13,20,10,33,25,11,32,16,4,21,13,3,11,11,0,10,3,0,3,13,0,13,6,0,6,0,0,0,0,3,8,0,0,0,4,3,10,3,9,12,136,114,251
UCL221081,0,4,4,0,0,3,0,4,7,0,6,10,4,30,35,5,12,20,30,12,38,21,11,26,23,11,27,20,6,31,19,4,28,14,0,15,35,3,34,24,0,24,4,0,4,11,0,15,10,0,10,31,3,31,3,6,13,249,119,371
UCL221082,0,0,0,0,0,0,0,4,7,3,3,5,5,14,24,3,7,4,19,7,18,12,3,21,18,5,26,12,3,17,6,3,13,13,3,20,11,8,16,16,0,20,4,0,4,0,3,4,6,0,6,12,0,12,4,7,10,156,76,232
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,3,3,3,0,3,5,0,4,5,0,11,8,0,12,5,0,5,3,0,3,8,0,8,9,0,8,8,0,8,9,0,9,0,0,0,77,8,86
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,7,5,3,10,6,3,9,5,0,5,4,3,9,8,3,17,13,0,11,24,0,24,4,0,4,3,0,3,4,3,3,12,0,12,16,0,14,0,3,4,112,25,136
UCL222003,0,3,6,0,0,0,0,0,0,0,0,3,0,5,9,4,0,3,3,3,5,7,0,7,11,6,14,3,0,8,8,0,8,3,0,0,7,0,7,6,0,6,10,0,10,3,0,3,3,0,3,6,0,8,0,0,0,71,22,91
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,3,5,0,8,8,6,4,7,8,0,7,4,0,5,3,0,3,0,0,4,5,0,9,0,0,0,3,0,3,0,0,0,0,0,0,8,0,11,3,0,4,57,33,88
UCL222006,0,0,0,0,0,0,0,3,4,0,3,3,0,3,11,0,4,4,12,3,15,3,0,5,4,0,4,13,0,22,13,0,12,10,3,15,11,0,17,8,0,8,4,0,4,0,0,0,4,0,4,10,0,10,0,0,0,109,33,135
UCL222007,0,0,0,0,0,0,3,3,4,0,3,3,0,4,4,0,0,4,3,0,3,5,0,5,7,3,10,7,3,9,3,0,3,0,0,5,5,0,5,6,0,6,6,0,6,3,0,3,0,0,0,7,0,11,0,3,4,54,25,80
UCL222008,3,4,4,0,0,0,0,3,6,0,0,0,0,5,5,0,9,9,3,3,12,3,3,13,3,6,12,11,0,12,7,0,9,5,4,9,7,0,7,7,0,7,3,0,3,0,0,0,5,0,5,6,0,5,3,0,0,68,50,111
UCL222009,0,0,0,0,0,0,0,4,4,0,8,4,3,16,20,3,0,3,15,4,21,8,0,13,10,4,9,3,3,9,6,3,10,8,0,8,5,0,7,6,0,6,3,0,3,0,0,0,0,0,0,11,3,13,6,0,5,87,58,141
UCL222010,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,3,0,3,5,0,6,8,0,11,9,0,9,7,0,7,8,0,8,22,0,21,9,0,9,3,0,3,10,0,10,3,0,3,8,0,8,4,4,9,91,11,102
UCL222011,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,4,0,4,3,0,7,6,0,9,10,3,9,5,0,10,6,0,11,10,0,10,15,0,15,9,0,9,3,0,3,3,0,3,7,0,7,7,0,8,0,0,0,97,16,105
UCL222012,3,0,3,0,3,3,0,0,0,0,4,4,3,8,13,0,4,7,6,4,10,8,4,14,10,3,11,9,0,9,10,0,9,5,3,6,8,0,14,8,0,8,0,0,3,6,0,6,0,0,0,7,0,7,0,3,3,91,38,126
UCL222013,0,0,0,0,0,0,0,3,3,0,0,0,3,5,10,3,5,11,6,3,7,6,4,12,14,0,10,6,4,7,3,0,3,0,0,4,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,12,0,12,0,0,0,61,28,92
UCL222014,0,0,0,0,0,0,0,0,4,0,3,4,3,6,8,0,0,0,13,0,14,7,3,10,16,0,14,8,0,7,6,0,5,9,0,9,17,0,21,12,0,12,3,0,3,7,4,12,10,0,10,8,0,13,0,0,0,118,29,146
UCL222015,0,0,0,0,0,0,0,6,6,0,0,0,3,4,9,8,0,8,5,4,9,4,5,8,12,6,17,10,3,17,6,0,10,9,0,9,16,0,15,9,0,9,6,0,6,0,0,6,11,0,11,13,0,14,0,0,0,115,42,152
UCL222016,0,0,5,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,7,0,10,9,3,11,3,3,6,8,3,10,8,3,8,6,0,11,24,0,24,9,0,9,5,0,5,0,0,0,5,0,5,17,0,17,3,0,3,106,24,134
UCL222017,0,0,0,4,3,7,0,11,12,0,3,3,8,18,21,10,3,17,13,5,16,13,9,17,17,8,25,23,0,27,7,3,7,9,0,9,15,0,15,4,0,4,4,0,4,0,0,0,0,0,0,8,0,8,0,3,5,120,74,196
UCL222018,3,0,3,0,0,0,0,3,4,0,0,3,0,7,6,6,0,5,10,3,10,11,4,15,9,6,16,18,0,18,9,3,10,5,0,5,5,0,4,16,0,16,9,0,9,0,0,0,6,0,6,9,0,9,3,0,4,101,30,134
UCL222019,0,0,0,0,0,3,0,7,9,3,6,9,0,10,9,0,0,4,11,0,12,5,0,5,3,8,12,3,0,3,3,0,3,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,69,40,104
UCL222020,0,0,0,3,0,3,0,4,4,0,3,3,7,21,25,0,5,10,8,3,16,7,4,8,5,3,13,3,0,5,8,0,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,59,46,111
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,0,9,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,4,3,3,3,0,3,0,0,0,32,10,43
UCL222022,0,0,0,3,0,3,0,0,3,0,0,3,3,4,5,8,4,12,3,0,4,3,0,3,5,0,5,9,3,15,7,0,7,9,0,9,13,0,17,13,0,13,7,0,7,0,0,0,4,0,4,12,3,14,3,0,0,104,21,122
UCL222023,0,0,0,0,0,0,0,3,3,0,3,3,0,3,5,3,0,6,8,3,10,4,0,6,11,3,9,6,4,8,7,0,7,5,4,7,4,0,4,8,0,8,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,72,25,97
UCL222024,0,0,4,0,0,0,0,0,0,0,5,3,5,11,16,6,10,11,8,3,10,10,5,13,12,3,11,9,3,12,10,0,10,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,73,38,113
UCL222025,0,0,0,0,0,0,0,0,7,0,4,3,7,5,7,3,4,3,4,0,5,9,0,15,9,7,19,10,3,13,13,0,13,15,0,15,25,0,27,10,0,10,0,0,0,0,0,0,0,0,0,12,0,12,0,0,3,129,24,150
UCL222026,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,3,3,3,3,7,0,0,0,3,0,7,7,6,15,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,26,51
UCL222027,0,0,0,0,0,0,0,3,3,0,4,4,3,9,6,3,6,10,6,0,8,7,3,8,9,3,14,4,0,4,0,0,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,51,34,81
UCL222028,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,3,3,7,0,5,3,0,3,11,0,9,17,3,20,8,0,7,9,0,9,18,0,20,7,0,7,4,0,4,0,0,0,0,0,0,15,0,15,0,0,0,96,17,114
UCL222029,0,0,0,0,0,0,0,3,3,3,0,7,0,9,5,0,6,9,10,4,10,8,7,8,15,5,15,10,0,10,10,3,8,3,0,3,17,0,18,6,0,6,0,0,0,0,0,0,0,0,0,9,0,6,4,3,3,91,35,128
UCL222030,3,3,5,5,0,8,0,15,13,0,24,21,8,19,27,6,6,16,23,3,25,10,4,20,10,3,9,12,3,18,9,0,8,3,0,3,6,4,8,3,0,3,0,0,0,0,7,7,0,0,0,6,0,6,3,4,14,111,104,211
UCL222031,0,0,0,0,3,3,0,0,0,0,0,3,8,4,6,0,0,3,10,0,10,7,7,14,4,3,6,14,0,13,4,0,9,7,0,5,14,0,14,3,0,3,0,0,0,0,0,5,0,0,0,5,0,5,0,3,3,75,25,104
UCL222032,0,0,0,0,0,3,0,0,0,0,3,4,3,5,10,0,4,4,7,5,15,5,5,11,11,5,17,12,0,12,10,0,11,11,0,11,16,0,20,9,0,10,9,0,9,5,0,5,3,0,3,15,0,15,3,0,4,117,41,160
UCL222033,0,0,4,0,0,0,0,3,3,0,8,8,0,11,11,6,0,9,20,3,21,8,0,8,7,3,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,6,0,6,3,6,6,58,43,98
UCL222034,0,0,0,0,0,0,0,0,0,0,3,3,5,9,10,3,0,3,8,3,11,10,5,10,9,3,13,7,0,6,6,0,8,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,64,30,93
UCL222035,0,0,0,0,0,0,0,0,0,0,7,5,3,8,10,3,3,4,9,6,15,10,6,13,3,4,8,10,0,10,3,4,3,8,0,8,3,0,7,5,0,5,0,0,0,0,0,0,0,0,0,12,0,12,5,10,8,66,49,112
UCL222036,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,0,3,4,8,3,13,3,3,11,11,7,13,7,0,11,5,3,6,9,0,9,8,0,9,4,0,5,4,0,6,0,0,0,3,0,3,5,3,9,0,0,0,74,39,119
UCL222037,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,3,3,3,4,5,9,0,3,8,3,0,4,9,0,11,9,0,9,6,0,7,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,64,22,88
UCL222038,0,0,0,0,0,0,4,0,4,0,3,7,0,9,10,6,3,9,4,3,9,6,3,12,3,3,3,7,4,9,8,0,8,3,0,3,5,0,7,3,0,3,4,0,4,0,0,0,0,0,0,6,0,6,0,3,4,58,41,100
UCL222039,0,0,0,0,0,0,0,14,10,0,16,16,12,17,28,5,5,6,21,3,28,3,6,10,8,0,12,8,3,4,0,0,0,5,0,3,3,0,5,4,0,4,3,0,3,0,0,0,0,0,0,10,0,10,0,10,12,83,67,151
UCL222040,0,0,0,0,0,0,0,3,4,0,5,5,3,8,12,3,5,4,3,4,8,8,5,8,3,0,5,5,0,3,3,0,3,6,0,6,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,3,0,11,0,0,3,44,38,85
UCL222041,0,0,0,0,0,0,0,0,6,0,3,3,0,6,6,0,0,3,6,3,9,3,6,6,9,3,11,3,3,3,8,0,8,0,0,3,6,0,3,9,0,9,4,0,4,0,0,0,0,0,0,9,0,9,0,3,3,59,32,86
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,4,0,3,3,8,0,6,0,0,0,3,0,3,5,0,5,10,0,13,7,0,7,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,60,12,68
UCL222043,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,8,4,11,5,0,10,12,0,15,3,0,3,8,0,8,13,0,13,8,0,8,12,0,12,5,0,5,0,0,4,3,0,3,6,0,8,0,0,0,100,10,111
UCL222044,0,0,0,0,0,3,0,4,4,0,4,4,9,6,18,7,3,11,10,6,19,10,4,8,3,4,5,16,6,20,11,3,14,7,3,6,6,3,8,5,0,5,4,0,4,0,0,0,3,0,3,7,0,7,0,0,4,99,48,144
UCL222045,0,0,0,0,0,0,3,0,3,0,3,7,3,6,10,6,5,10,7,4,8,7,0,7,9,0,9,10,0,12,6,3,9,3,0,3,8,0,8,5,0,5,3,0,3,0,0,0,3,0,3,4,0,4,3,5,13,71,40,111
UCL222046,0,0,3,0,0,0,3,3,6,0,4,4,3,13,17,0,3,4,8,3,15,5,4,10,9,0,10,8,0,8,4,0,6,7,0,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,68,37,107
UCL222047,0,0,0,0,4,4,0,4,8,3,6,9,4,15,22,5,0,5,15,0,18,8,10,18,13,6,18,16,3,23,10,0,10,11,0,8,16,0,16,8,0,10,5,0,5,5,0,5,3,0,3,9,0,9,0,3,3,126,55,185
UCL222048,5,0,5,0,0,0,3,9,12,0,7,7,7,19,19,4,3,8,13,6,18,15,0,22,18,7,23,9,3,16,9,0,9,9,0,10,7,0,7,0,0,0,0,0,0,3,3,4,0,0,0,7,0,7,0,0,0,113,53,169
UCL222049,0,3,4,0,3,3,0,9,9,0,10,10,4,16,21,5,11,13,9,4,12,10,3,12,3,3,7,5,3,11,7,0,5,6,0,6,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,7,11,16,70,69,131
UCL222050,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,3,0,3,5,0,3,4,0,4,7,3,9,12,0,13,8,7,13,3,0,3,5,0,5,8,0,8,4,0,4,0,0,3,3,0,3,7,3,14,0,3,3,72,19,89
UCL222051,0,0,0,3,0,3,3,0,3,0,7,7,7,10,12,5,4,7,22,6,26,13,5,19,9,4,9,8,0,13,6,0,5,11,0,11,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,4,0,8,3,4,9,114,42,157
UCL222052,0,3,3,0,0,0,0,4,7,0,5,7,8,11,15,0,3,7,11,0,10,4,0,8,9,0,11,0,0,4,4,0,9,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,7,51,40,96
UCL222053,0,0,0,0,0,0,0,3,3,0,8,5,3,9,18,0,3,3,10,0,15,3,3,9,7,5,10,3,0,6,0,3,3,9,0,7,8,0,6,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,0,6,8,57,40,100
UCL222054,0,0,3,0,0,0,0,6,8,0,5,5,4,4,9,0,4,11,3,3,10,4,4,11,9,3,10,8,3,9,3,0,6,6,0,6,3,0,4,8,0,8,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,63,32,97
UCL222055,7,0,7,0,0,0,0,3,3,0,6,6,0,16,12,4,3,5,13,7,21,10,0,12,9,0,15,4,0,3,6,3,13,8,0,10,19,0,19,8,0,8,3,0,3,0,3,8,5,0,5,15,0,15,0,3,6,120,53,171
UCL222056,0,0,4,0,0,0,0,9,8,3,8,7,7,8,18,0,11,7,14,3,12,10,6,11,12,5,17,5,5,9,10,0,8,9,0,8,4,3,7,9,0,9,0,0,0,0,0,0,0,0,0,15,0,15,0,4,4,95,58,153
UCL222057,0,3,4,0,0,0,0,3,3,0,6,6,7,9,11,4,9,11,18,7,19,6,9,15,12,0,15,16,3,17,12,0,10,13,4,15,13,0,13,4,0,4,6,0,6,0,0,0,3,0,3,17,0,17,4,4,5,131,51,185
UCL222058,3,0,3,0,0,0,3,3,11,0,4,7,4,10,16,5,6,11,15,4,12,3,0,5,6,6,15,9,0,8,4,0,5,8,0,8,13,3,14,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,95,38,132
UCL222059,0,0,0,0,0,0,0,5,5,0,12,9,4,15,15,4,4,10,13,3,15,5,4,12,10,0,14,11,0,17,10,0,10,8,0,10,13,0,13,5,0,5,0,0,0,0,0,0,0,0,0,15,0,15,0,7,5,115,54,164
UCL222060,4,3,3,0,0,0,0,0,0,3,0,3,6,3,4,0,5,3,6,4,13,9,6,6,7,3,8,12,0,12,4,0,4,6,0,6,13,0,13,3,0,3,3,0,3,0,0,4,0,0,0,4,0,4,0,0,0,75,18,93
UCL222061,3,3,7,0,0,0,0,8,8,0,7,7,6,32,42,3,8,9,21,3,28,6,5,10,12,3,16,5,3,12,5,0,4,3,0,3,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,10,0,10,5,6,8,94,81,173
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,11,18
UCL222063,0,3,3,0,0,0,0,0,5,0,4,4,3,3,5,0,3,5,3,4,3,7,4,10,6,0,7,6,3,10,3,7,5,7,3,8,7,0,7,5,0,5,4,0,5,0,0,0,0,0,0,4,0,4,0,3,3,56,37,96
UCL222064,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,5,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,12,27
UCL222065,0,0,0,0,0,0,0,4,4,0,3,8,0,4,4,3,3,10,6,3,6,5,3,12,9,0,8,3,0,5,3,0,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,11,0,11,0,3,3,54,29,86
UCL222066,0,0,0,0,0,0,0,0,0,0,3,3,0,7,14,5,3,7,7,0,12,5,0,7,9,0,5,6,0,8,3,0,3,0,3,4,4,0,4,3,0,3,0,0,0,0,0,4,3,0,3,3,0,3,0,8,10,54,39,90
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,4,4,3,9,4,0,4,0,3,4,3,0,3,10,0,10,11,0,11,4,0,4,0,0,0,6,0,6,7,0,7,0,0,7,64,12,71
UCL222068,0,0,3,0,0,0,0,10,10,0,8,3,4,21,24,4,6,14,8,10,16,5,10,19,14,9,24,13,9,16,5,4,7,3,0,3,12,4,9,3,0,3,3,0,3,3,0,3,0,0,0,11,0,11,3,3,6,99,80,176
UCL222069,0,0,0,0,0,0,0,3,4,0,4,4,0,15,12,0,12,12,12,4,15,10,4,12,17,0,17,11,5,16,11,0,11,7,3,14,9,0,9,8,0,8,0,0,0,5,0,5,8,0,8,11,0,13,3,3,5,110,53,160
UCL222070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,10,7,3,6,8,0,8,3,0,3,7,0,10,7,0,7,20,0,21,21,0,21,3,0,3,3,0,8,15,0,15,14,0,14,3,3,3,128,20,148
UCL222071,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,0,0,0,3,0,3,4,0,4,4,6,6,6,0,6,5,0,3,8,0,8,14,0,14,5,0,5,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,60,17,71
