UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL214019,47,280,178,2704,86,3293,0,0,0,4,0,4,44,0,4,13,0,64,8,3,0,0,0,11,102,26,13,45,0,188,562,289,180,2202,84,3312,21,0,7,0,0,26,11,6,0,15,3,31,63,26,13,129,4,236,12,0,0,11,0,19,12,3,0,5,0,16,58,3,0,4,7,71,93,39,37,653,15,839,200,54,21,210,6,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,12,0,33,24,6,0,5,0,37,20,4,5,3,0,41,3,3,0,5,0,18,7,3,0,5,0,11,136,88,39,620,19,902,4,0,0,0,0,8,6,3,0,0,0,12,8,3,3,5,0,22,10,3,0,0,0,18,4,6,0,3,0,5,13,0,0,3,0,17,22,5,3,18,0,46,205,33,31,70,3,343,22,3,0,73,548,653,1458,533,336,4870,717,7917
UCL214020,30,190,107,2915,61,3292,0,0,0,3,0,3,28,0,0,9,3,40,7,3,0,0,0,13,35,8,8,30,0,87,284,176,127,2475,55,3114,23,0,5,0,5,35,7,0,0,22,0,32,48,10,8,187,5,256,13,4,0,12,0,24,12,0,0,3,0,14,48,3,0,3,0,52,53,39,26,960,14,1093,51,22,0,117,4,190,0,0,0,0,0,0,5,3,0,6,0,11,0,0,0,0,0,0,16,5,3,10,3,41,3,0,0,0,0,3,13,3,7,4,0,23,18,3,0,7,0,26,7,0,0,3,0,12,119,51,31,684,15,898,0,0,0,0,0,0,9,0,3,0,0,14,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,19,0,31,93,14,14,60,6,192,12,5,4,109,649,777,792,320,214,5741,783,7848
UCL215001,0,45,29,339,5,425,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,6,7,4,5,0,20,54,43,30,350,8,474,0,0,0,0,0,0,0,0,0,0,0,3,14,4,6,35,4,61,3,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,148,5,189,11,7,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,7,17,3,0,0,0,20,3,0,0,0,0,4,13,9,13,108,4,142,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,10,31,8,5,8,0,49,0,0,0,5,72,76,164,74,55,728,89,1116
UCL215002,0,79,51,937,20,1088,0,0,0,5,0,5,4,0,0,0,0,3,0,0,0,3,0,4,30,14,7,12,0,70,140,92,67,746,26,1063,3,0,0,0,0,3,4,3,0,14,0,13,31,9,6,40,0,85,3,9,0,3,0,11,3,0,0,0,0,3,7,0,0,0,0,7,26,20,4,208,9,269,7,5,3,22,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,3,3,0,0,3,0,3,5,0,0,4,0,6,0,0,0,0,0,3,39,14,17,200,3,272,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,0,28,22,10,4,20,0,59,3,3,0,23,147,175,288,163,100,1690,185,2425
UCL215003,16,95,59,889,18,1077,0,0,0,3,0,3,3,3,0,8,0,14,4,0,0,3,0,7,25,3,9,7,0,42,121,92,62,770,22,1063,0,0,0,0,0,0,3,0,3,3,0,15,28,6,9,69,0,110,0,3,0,0,0,7,3,0,0,0,0,3,4,0,0,3,0,10,38,30,14,346,6,439,15,3,0,40,0,65,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,5,3,0,15,0,0,0,0,0,0,3,3,0,0,0,7,9,0,0,4,0,19,3,0,0,0,0,0,27,27,17,244,3,323,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,13,45,20,11,22,0,101,3,0,0,19,132,161,303,184,115,1762,170,2538
UCL215004,5,40,28,371,15,457,0,0,0,3,0,3,21,0,3,0,0,23,6,0,0,0,0,4,12,4,3,10,0,26,93,30,37,381,0,543,3,0,0,0,0,3,6,0,0,3,0,12,13,3,7,27,0,55,20,3,3,7,0,31,0,0,0,0,0,0,6,0,0,3,0,9,27,13,11,154,0,206,6,9,7,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,0,3,25,20,13,133,3,187,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,13,57,3,6,17,0,86,5,0,3,3,119,129,275,79,73,799,138,1366
UCL215005,7,90,54,767,24,941,0,0,0,0,0,0,5,0,0,0,0,8,10,0,0,4,0,14,22,8,3,7,0,35,164,101,47,587,18,922,4,0,0,0,0,9,3,0,0,0,0,8,21,13,11,49,5,103,0,3,0,10,0,18,10,0,4,0,0,10,3,0,3,0,0,6,47,23,18,239,10,339,14,3,6,48,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,7,24,0,69,3,0,0,0,0,4,7,0,4,0,0,11,11,0,0,10,0,22,3,0,0,0,0,3,40,20,13,181,4,260,5,0,3,0,0,4,0,0,0,0,0,0,3,0,3,0,0,11,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,13,4,24,0,91,4,5,0,17,154,184,395,170,107,1430,197,2290
UCL215006,14,98,77,765,12,966,0,0,0,3,0,5,3,0,0,5,0,6,5,0,3,0,0,8,23,9,4,9,0,49,226,98,88,610,12,1029,6,0,0,0,0,6,4,3,4,6,0,14,29,16,11,62,0,114,5,0,3,3,0,14,3,0,0,0,0,3,5,0,0,3,0,7,38,28,11,213,5,297,16,3,3,24,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,8,4,0,0,0,11,16,4,0,10,0,21,0,0,0,7,0,7,57,33,14,209,4,308,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,14,3,3,12,0,30,29,22,12,25,0,89,7,0,0,25,155,180,390,184,141,1425,176,2318
UCL215007,25,148,139,1988,30,2327,0,0,0,0,0,0,5,0,0,11,3,15,39,10,3,29,0,82,52,18,15,68,7,159,245,134,124,1478,27,2010,3,0,0,0,0,9,11,0,0,7,0,16,53,35,20,175,0,282,3,0,4,7,0,13,23,8,0,14,0,39,6,0,0,6,0,13,40,21,22,391,6,478,45,21,4,119,0,190,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,9,3,3,9,0,29,8,0,0,4,0,12,12,5,11,0,0,24,12,8,3,21,0,47,8,3,0,3,0,18,58,34,27,354,3,482,15,0,4,0,0,16,3,0,0,5,0,8,3,3,0,6,0,13,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,15,0,28,91,19,23,54,0,193,17,4,3,70,248,335,660,283,251,3507,297,5001
UCL215008,4,69,44,749,17,882,0,0,0,0,0,0,0,3,0,4,0,9,0,5,0,4,0,6,13,9,5,6,0,33,62,56,39,542,3,698,0,0,0,0,0,0,6,0,0,3,0,4,22,3,3,85,3,114,0,0,0,3,0,5,3,0,0,0,0,3,0,5,0,0,0,8,18,11,11,155,0,189,10,6,7,35,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,12,0,0,0,3,0,5,22,19,6,168,3,213,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,12,24,11,4,13,0,56,4,0,3,30,73,118,158,105,74,1323,97,1764
UCL215009,3,21,9,342,8,382,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,22,31,17,11,280,8,350,4,0,0,0,0,4,0,0,0,0,0,0,5,3,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,73,4,86,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,55,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,4,0,14,0,3,0,16,29,44,65,38,17,656,48,832
UCL215010,4,100,97,801,3,1008,0,0,0,0,0,0,0,3,0,4,0,6,12,3,0,3,0,17,43,9,9,18,0,79,179,100,78,524,5,881,0,0,0,0,0,0,3,0,4,7,0,12,19,11,11,48,0,95,10,3,3,7,0,17,6,0,0,3,0,5,3,0,4,0,0,8,20,26,9,167,0,227,35,9,0,39,0,89,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,5,3,4,4,0,11,0,0,0,0,0,0,3,0,3,0,0,4,7,10,3,3,0,17,3,0,0,0,0,3,46,33,13,149,0,242,0,3,0,0,0,9,8,0,0,0,0,9,3,0,0,0,0,6,7,3,0,3,0,13,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,9,72,17,22,32,3,146,0,3,0,18,101,119,432,191,147,1321,107,2200
UCL215011,3,23,28,374,14,444,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,7,0,0,3,0,17,65,31,28,340,13,475,0,0,0,0,0,0,0,0,0,3,0,5,8,4,0,17,0,31,0,0,0,3,0,6,0,0,0,3,0,0,3,0,0,0,0,3,11,3,3,134,4,147,8,3,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,92,0,115,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,0,0,0,18,82,100,122,44,42,753,107,1072
UCL215012,11,95,67,936,17,1121,0,0,0,4,0,4,5,0,5,5,0,21,10,0,0,0,0,14,31,9,10,17,0,60,182,97,78,887,17,1264,14,0,0,0,0,16,6,3,0,7,0,16,46,12,6,102,5,175,3,0,0,0,0,3,3,0,0,0,0,8,11,0,0,0,0,18,28,21,12,350,10,428,23,5,8,33,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,7,3,6,0,0,21,12,0,0,5,0,18,0,0,0,0,0,0,40,24,7,281,5,364,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,21,70,12,14,33,4,136,0,5,0,23,222,250,436,175,128,1918,272,2929
UCL215013,18,66,46,549,8,692,0,0,0,3,0,5,16,0,3,4,0,23,7,0,6,3,0,20,8,0,4,7,0,28,84,44,30,379,3,536,20,0,4,0,0,31,0,0,0,3,0,6,13,12,0,29,0,50,21,17,0,20,0,54,0,0,0,0,0,4,62,0,4,0,0,76,29,16,19,111,0,184,60,18,17,65,0,158,0,0,0,0,0,0,9,0,0,0,0,18,17,0,3,4,0,25,19,11,9,19,0,49,3,3,0,0,0,7,6,0,0,3,0,9,6,0,0,8,0,17,4,0,0,0,0,4,12,11,7,66,0,93,0,0,0,0,0,0,8,0,3,0,0,10,7,0,0,0,0,3,9,0,0,0,0,13,28,0,6,6,0,42,18,0,0,0,0,17,0,0,0,3,0,3,163,15,10,35,0,229,7,0,0,11,122,134,540,122,99,966,143,1874
UCL215014,7,48,38,423,3,519,0,0,0,8,0,7,5,0,0,0,0,11,3,0,0,3,0,6,12,3,3,9,0,32,101,55,39,348,5,540,0,0,0,0,0,3,5,0,0,0,0,4,9,0,3,35,0,51,0,0,0,0,0,3,5,0,0,3,0,11,3,0,0,0,0,3,26,3,3,78,0,115,18,9,0,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,4,0,6,6,0,0,0,0,5,17,7,3,67,0,89,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,8,28,9,3,8,0,49,3,0,0,13,57,73,211,87,60,766,70,1203
UCL215015,7,75,73,650,6,821,0,0,0,0,0,0,5,3,0,6,0,14,6,0,0,0,3,4,22,5,4,4,0,39,200,80,64,640,18,1001,3,0,3,0,0,6,5,0,0,3,0,9,39,3,3,59,3,110,18,4,0,3,0,20,4,0,0,0,0,3,11,0,0,0,0,11,32,14,3,207,3,264,50,15,3,34,0,107,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,4,4,0,0,0,10,3,0,0,0,0,3,9,14,9,3,0,28,16,0,0,5,0,22,0,0,0,0,0,0,48,26,19,187,6,292,0,0,0,0,0,0,3,0,3,0,0,6,3,3,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,93,18,11,25,0,152,4,0,0,4,200,214,490,151,121,1309,235,2310
UCL215016,10,130,86,1493,40,1760,0,0,0,0,0,0,5,0,0,16,0,24,6,3,0,6,0,22,33,5,10,33,0,91,156,105,74,1224,34,1602,10,0,8,0,0,13,0,3,0,3,0,7,33,20,5,100,9,168,12,9,0,11,0,28,8,5,0,5,0,16,3,0,0,0,0,7,36,28,21,352,7,442,37,10,7,77,0,133,0,0,0,0,0,0,5,0,0,0,0,7,3,0,3,4,0,15,21,9,4,25,0,61,9,0,0,0,0,7,6,0,3,4,0,11,11,0,0,13,0,24,7,0,3,5,0,18,41,21,21,300,4,391,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,3,0,5,0,12,53,30,12,42,5,143,5,3,0,33,188,234,439,225,159,2696,274,3800
UCL215017,3,63,27,760,19,877,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,10,5,31,0,83,107,64,43,544,14,775,3,0,0,0,0,4,3,0,0,9,0,6,14,0,0,39,0,59,4,0,0,3,0,11,0,0,0,4,0,5,0,0,0,0,0,0,23,11,8,206,0,240,28,11,4,46,0,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,10,0,0,0,3,0,5,4,5,0,0,0,8,3,0,0,3,0,12,0,0,0,0,0,0,21,23,19,170,4,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,10,15,6,3,9,0,38,3,8,0,23,110,143,234,132,73,1384,136,1965
UCL215018,3,69,45,1172,34,1319,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,25,9,3,14,0,55,102,67,40,1032,31,1271,16,0,0,0,0,16,3,0,0,4,0,8,18,0,3,57,0,80,0,3,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,3,15,9,9,427,5,462,10,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,9,3,0,3,0,0,6,3,0,0,0,0,4,3,0,0,0,0,3,26,22,11,310,8,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,8,3,3,7,0,16,26,4,10,6,0,52,0,0,0,20,191,220,225,120,76,2314,263,2995
UCL215019,3,79,49,583,8,728,0,0,0,5,0,5,6,0,0,3,0,10,10,0,0,0,0,7,24,11,5,10,0,46,129,58,52,439,15,695,14,0,0,0,0,14,6,3,0,3,0,13,20,10,0,38,0,71,8,0,0,0,0,14,8,4,0,3,0,13,0,0,0,0,0,3,28,9,5,140,0,182,24,10,0,34,3,77,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,10,5,0,0,0,15,4,0,0,0,0,4,8,9,3,3,0,22,9,0,5,0,0,10,0,0,0,0,0,0,40,24,18,113,3,193,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,8,51,15,16,22,3,111,7,0,0,11,64,84,331,140,93,1028,90,1676
UCL215020,8,29,12,492,5,544,0,0,0,4,0,3,4,0,0,0,0,4,0,0,0,0,0,0,13,0,3,3,0,15,54,21,19,464,29,589,4,0,0,0,0,6,0,0,0,0,0,3,3,0,4,30,0,39,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,6,17,3,4,149,3,182,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,0,0,15,3,0,0,0,0,3,3,0,0,4,0,6,0,0,0,0,0,0,18,6,10,135,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,4,0,7,0,38,0,0,0,25,88,118,128,40,30,1010,125,1345
UCL215021,3,45,27,437,16,536,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,8,6,0,3,0,24,75,37,28,365,11,509,3,0,0,0,0,5,4,0,0,3,0,10,14,4,10,48,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,3,154,0,167,10,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,12,3,0,0,4,0,6,0,0,0,0,0,0,9,10,11,98,0,128,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,14,6,0,17,0,36,3,0,3,29,84,120,142,77,52,859,117,1244
UCL215022,27,171,131,1418,29,1775,0,0,0,11,0,11,93,3,3,9,0,105,6,0,0,0,0,8,94,33,12,54,5,195,246,172,121,1207,33,1773,19,3,10,0,0,34,3,0,0,12,0,16,61,12,20,99,4,185,0,0,0,7,0,7,0,0,0,0,0,3,18,0,0,0,0,24,48,46,22,381,3,499,40,18,8,79,4,155,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,18,11,6,26,0,62,7,3,3,3,0,18,6,9,3,0,0,16,37,0,0,11,0,49,6,0,0,0,0,8,87,41,38,310,9,489,4,0,0,3,0,7,0,0,0,3,0,6,7,0,0,4,0,12,3,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,8,8,3,0,18,0,35,143,23,16,38,0,218,9,6,0,40,443,494,861,323,223,2647,509,4568
UCL215023,0,34,17,731,10,791,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,21,6,3,7,0,35,35,29,16,527,9,620,3,0,3,0,0,4,0,0,0,8,0,8,7,0,0,23,0,34,3,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,173,0,186,4,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,7,10,138,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,0,6,0,18,0,0,0,20,72,90,114,58,36,1265,94,1564
UCL215024,0,29,26,754,23,834,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,3,3,10,0,28,50,37,29,645,27,794,6,0,0,0,0,6,0,0,0,8,0,12,7,4,6,65,3,84,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,3,4,3,0,191,5,205,5,4,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,3,0,0,3,0,5,5,0,0,0,0,5,0,0,0,0,0,0,4,15,4,170,3,197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,8,24,6,0,12,0,51,4,0,7,30,107,143,130,74,48,1459,153,1866
UCL215025,0,28,20,400,3,450,0,0,0,3,0,3,4,0,0,0,0,8,0,0,0,0,0,0,9,3,4,9,0,29,34,30,22,429,5,528,17,0,0,0,0,17,0,0,0,3,0,4,10,11,0,40,0,68,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,6,11,6,128,0,149,7,10,0,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,114,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,18,9,0,3,0,28,0,0,0,14,106,128,118,68,38,849,125,1195
UCL215026,21,168,108,1448,32,1773,0,0,0,3,0,3,46,0,3,7,0,57,3,0,0,7,0,12,62,16,8,18,0,103,472,172,134,1393,41,2211,12,0,5,0,3,16,11,3,0,11,0,23,52,7,11,105,0,183,28,5,0,17,0,52,10,0,0,0,0,11,35,3,0,0,0,41,91,46,26,448,8,611,88,20,11,85,0,199,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,3,31,4,3,13,0,51,13,7,0,0,0,17,20,9,6,0,0,39,23,0,0,13,0,39,12,0,0,3,0,19,115,45,33,386,0,588,7,0,0,0,0,9,13,7,0,0,0,18,18,0,0,8,0,23,8,5,3,0,0,9,0,0,0,0,0,0,6,0,0,0,0,12,16,0,8,14,0,38,142,26,9,47,3,223,8,4,3,29,276,321,1130,322,238,2898,359,4944
