UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215014,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,11,3,4,9,7,8,3,0,0,31,22,37,33,37,22,16,10,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,22,37,34,40,24,19,10,0,187,0,0,0,0,0,0,0,0,3,6,3,3,11,4,10,3,0,37,27,52,51,62,44,31,14,3,276,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,9,0,10,6,4,7,0,0,0,36,3,14,10,11,7,3,0,0,54,15,20,27,13,8,0,0,0,81,0,3,3,0,3,0,0,0,10,0,0,5,6,0,3,0,0,18,10,26,35,23,11,4,0,0,105,0,0,0,0,0,0,0,0,0,6,5,5,5,4,9,4,0,33,22,63,66,46,26,17,9,0,248,0,5
UCL215015,0,0,5,4,10,8,0,0,26,0,0,3,4,7,0,0,0,21,3,17,31,11,23,20,7,0,107,0,9,12,19,19,21,9,3,82,13,22,28,50,41,46,25,7,230,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,9,19,19,28,56,45,48,22,7,246,0,0,0,3,0,3,0,0,11,8,8,11,13,16,26,14,8,119,32,56,89,107,129,122,56,23,613,0,3,3,3,3,3,0,0,16,0,3,4,9,14,6,0,0,33,5,33,39,23,25,15,10,5,153,3,10,24,24,27,26,10,10,117,7,11,20,16,14,11,0,3,83,3,0,0,3,0,3,0,0,8,0,0,4,3,8,3,0,3,30,6,13,25,22,27,21,0,3,118,0,0,0,0,0,7,3,3,14,9,11,16,18,25,27,16,13,141,26,77,108,101,113,104,40,36,602,0,3
UCL215016,0,0,3,3,4,0,0,0,7,0,3,0,4,3,0,0,0,8,0,7,14,8,5,8,3,0,48,3,23,14,24,21,8,3,0,97,38,106,74,94,80,44,16,4,460,5,5,0,0,3,0,0,0,15,3,4,0,9,6,5,0,0,23,45,115,75,103,91,52,16,4,494,0,3,0,0,0,0,0,0,9,20,26,16,20,30,25,15,6,154,72,177,123,161,149,85,36,11,817,0,0,10,0,0,0,0,0,9,0,8,8,10,3,3,0,0,28,3,31,33,18,11,3,6,0,111,19,39,30,33,30,12,4,0,160,33,63,34,34,30,10,0,0,209,9,10,5,3,6,0,0,0,36,11,3,3,6,0,3,0,0,34,55,78,41,47,36,14,0,0,278,0,3,3,3,0,4,0,0,12,20,19,17,27,28,23,16,12,165,99,172,134,135,118,62,27,14,759,0,3
UCL215017,0,0,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,7,3,7,10,9,8,9,0,0,47,0,6,8,11,4,0,0,3,35,18,47,57,58,45,33,16,0,272,0,3,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,8,13,48,62,61,43,41,16,0,285,0,0,0,0,0,0,0,0,3,16,3,10,22,10,13,6,0,77,39,70,85,99,70,68,21,7,452,0,5,8,0,0,0,0,0,10,0,7,3,7,4,0,0,0,19,5,14,20,14,10,9,3,3,74,15,20,28,21,12,8,0,3,101,10,19,25,24,13,7,0,0,103,0,8,4,0,0,0,0,0,14,0,3,4,3,6,0,0,0,24,20,31,29,31,17,10,0,0,142,0,0,0,0,0,0,0,0,3,20,4,9,17,15,11,11,7,98,56,74,90,92,59,40,18,17,442,0,3
UCL215018,0,0,3,8,7,6,0,0,20,0,0,0,3,6,4,0,0,17,3,9,17,10,12,5,0,0,58,0,5,12,7,15,21,7,3,71,37,57,43,57,35,43,26,7,297,0,0,0,0,3,0,0,0,6,0,0,0,6,3,8,0,3,19,34,59,42,63,44,44,24,7,321,0,0,0,0,0,3,0,0,3,6,13,11,28,25,30,33,11,155,47,85,82,123,104,115,68,21,637,0,6,5,3,3,3,0,0,22,0,5,5,0,7,0,0,0,15,8,27,34,22,16,12,5,0,130,6,6,9,20,20,18,12,4,89,15,34,29,28,24,15,4,0,151,4,4,5,4,9,4,0,0,24,0,0,5,4,3,5,3,0,30,23,41,42,35,34,21,6,0,201,0,0,0,0,0,0,0,0,4,13,13,13,18,35,36,38,22,187,43,96,109,106,106,98,68,27,653,0,7
UCL215019,0,3,6,0,5,0,0,0,13,0,0,4,5,0,0,0,0,13,3,10,22,19,11,7,0,0,77,3,4,4,13,16,16,3,0,49,11,35,41,46,38,27,14,0,211,0,0,3,3,0,0,0,0,8,0,0,3,6,3,3,0,0,9,8,36,43,51,39,29,12,0,232,0,0,0,0,0,3,3,0,3,6,3,5,17,8,9,8,0,48,26,58,82,107,77,58,20,0,441,0,0,4,3,0,0,0,0,15,0,3,9,8,0,5,0,0,24,3,28,20,21,21,11,0,3,106,6,14,18,20,17,9,3,3,94,11,14,21,14,8,7,0,0,85,3,3,3,6,0,0,0,0,13,0,5,3,3,3,0,0,0,15,12,19,33,23,11,8,3,0,114,0,0,0,0,0,0,0,0,4,11,9,6,7,10,13,11,0,66,29,76,97,71,69,52,16,8,424,0,3
UCL215020,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,3,0,4,5,6,0,0,17,0,0,4,4,6,7,4,0,18,15,15,22,19,19,20,16,3,125,0,0,0,0,0,3,0,0,7,0,0,0,0,3,3,0,0,10,15,18,24,21,27,26,16,3,143,0,3,0,0,0,0,0,0,5,7,3,3,11,9,17,14,9,71,28,29,30,39,46,55,32,11,262,0,3,0,0,0,0,0,0,10,0,3,3,0,0,3,0,0,12,4,12,11,4,3,3,3,3,43,3,6,3,7,6,12,3,3,52,3,16,4,20,10,5,0,0,67,0,5,4,0,0,0,0,0,11,0,0,0,3,0,0,3,0,11,3,21,13,25,11,7,4,0,83,0,0,0,0,0,3,0,0,3,4,6,3,11,9,16,25,10,86,21,42,30,49,40,44,32,18,280,0,4
UCL215021,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,3,4,5,3,3,7,3,0,0,24,0,3,3,3,4,0,0,0,24,11,21,22,40,21,30,3,0,147,4,0,3,3,0,0,0,0,10,0,0,0,0,3,4,0,0,10,10,18,27,44,29,34,4,0,174,0,0,0,0,0,0,0,0,0,3,3,3,11,16,8,10,3,59,22,29,43,57,62,51,16,3,285,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,10,0,6,5,13,14,8,3,0,47,3,10,15,14,6,11,0,0,62,9,15,17,12,11,4,3,0,72,3,0,0,0,3,0,0,0,4,0,0,5,0,3,3,0,0,12,10,15,25,17,18,5,3,0,94,0,0,0,0,0,0,0,0,8,10,9,8,15,15,10,7,3,76,23,43,62,62,59,37,14,6,299,0,0
UCL215022,0,18,10,8,12,0,4,0,55,0,9,5,0,0,6,0,0,22,22,39,17,13,18,15,3,0,122,5,16,11,17,28,19,3,0,98,47,95,75,72,101,83,27,8,519,6,7,5,0,0,3,0,0,25,0,0,4,0,7,7,0,3,20,56,110,83,75,112,95,31,9,566,0,0,0,0,3,4,4,0,11,62,41,31,31,30,36,17,3,250,148,231,167,141,191,170,61,14,1122,0,10,13,8,10,3,0,0,48,0,6,8,9,6,4,0,0,27,31,61,36,22,28,14,3,0,184,14,34,29,26,28,10,3,0,146,39,68,30,37,31,11,0,0,219,7,10,10,3,7,4,0,0,42,3,0,10,5,8,0,0,0,23,54,82,48,44,43,19,3,0,287,0,3,0,0,4,6,0,0,14,58,35,39,30,45,42,17,3,262,162,226,170,135,160,89,28,4,973,3,32
UCL215023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,9,6,3,6,0,0,31,0,3,3,9,6,6,3,0,32,18,28,26,42,25,14,10,0,163,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,18,30,30,40,27,14,10,0,172,0,0,0,0,0,0,0,0,0,4,16,3,12,0,13,14,8,73,24,53,48,72,44,48,25,12,322,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,5,12,11,4,6,3,6,0,51,0,5,9,14,15,4,3,0,49,10,13,14,16,16,4,0,3,79,0,0,3,3,0,0,0,0,5,3,4,4,3,0,0,0,0,15,13,16,19,23,13,4,0,3,99,0,3,0,0,0,0,0,0,7,14,3,0,10,11,12,17,5,76,38,36,43,59,41,34,25,11,290,0,0
UCL215024,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,9,0,6,10,5,9,3,0,0,33,0,3,6,3,3,5,0,0,30,11,26,40,28,39,29,18,3,189,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,14,27,40,32,39,29,19,3,197,0,3,0,0,0,0,0,0,5,12,12,6,7,11,26,18,11,99,27,42,61,51,67,72,38,10,373,0,0,3,0,0,0,0,0,6,0,3,7,0,0,3,0,0,12,4,15,12,4,9,8,9,3,57,0,9,18,8,9,7,7,0,58,6,15,13,9,17,13,3,0,78,0,0,0,0,3,0,0,0,6,0,3,3,5,0,4,0,0,14,9,16,20,15,25,18,3,3,99,0,0,0,0,0,0,0,0,0,5,4,4,9,17,26,29,4,103,22,50,60,41,55,64,49,13,347,0,0
UCL215025,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,7,3,8,3,0,0,0,27,0,3,3,8,3,4,3,0,22,15,28,23,28,26,17,16,6,146,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,10,19,29,26,28,31,17,16,6,161,0,0,0,0,0,0,0,0,0,7,7,10,10,9,8,14,7,72,28,44,39,49,51,33,30,12,291,0,3,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,8,3,11,8,3,4,3,3,3,34,0,9,4,4,10,6,0,0,39,9,9,4,12,13,7,0,0,66,4,7,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,3,13,15,9,14,9,11,3,0,83,0,0,0,0,0,0,0,0,4,8,7,10,9,10,19,12,12,80,22,49,35,33,37,48,22,13,257,0,3
UCL215026,0,7,4,3,6,14,3,0,30,0,3,0,9,7,5,3,0,22,3,25,18,16,36,25,12,7,147,6,18,21,24,31,42,18,15,170,16,75,77,89,117,124,49,21,571,0,0,3,3,3,3,0,0,17,0,5,0,3,3,7,5,8,35,16,83,79,100,127,131,54,27,620,0,0,0,5,4,3,3,0,19,23,18,21,24,38,56,48,24,252,46,149,145,180,239,285,148,77,1267,0,9,6,3,7,8,0,0,35,0,7,12,15,7,16,3,0,54,0,43,43,28,41,43,20,5,216,13,28,28,45,59,54,16,16,256,10,36,44,39,42,22,5,4,206,5,3,0,6,3,4,0,0,28,0,3,7,10,14,17,3,9,68,21,43,55,53,60,48,12,9,302,0,0,3,0,4,9,0,4,23,13,14,32,29,36,49,53,56,285,45,142,179,176,212,227,115,87,1182,0,7
UCL215027,0,4,8,3,5,10,3,0,35,0,0,0,0,10,6,0,0,21,5,6,21,13,13,11,3,3,69,3,9,13,5,26,10,16,0,79,23,55,44,52,43,49,23,6,298,5,0,4,0,0,0,0,0,13,3,3,3,3,0,3,3,0,17,31,61,46,60,46,52,31,6,328,0,0,0,0,0,3,0,0,3,22,15,10,20,18,17,26,21,146,57,97,97,99,123,107,76,27,678,0,4,3,7,3,6,3,0,25,0,3,11,10,9,5,0,0,38,8,26,16,14,27,12,5,7,109,10,21,26,26,38,24,3,0,136,14,32,22,30,22,16,3,0,146,3,8,0,3,0,0,0,0,19,4,6,8,7,4,5,3,0,33,22,40,27,39,26,22,8,3,191,0,0,0,0,0,3,0,0,4,17,20,10,22,25,39,41,32,198,50,111,93,121,122,108,64,39,704,0,9
UCL215028,0,3,14,12,13,11,5,0,60,0,0,3,19,7,7,0,0,33,3,14,27,38,40,29,14,0,162,6,17,14,31,31,24,11,3,129,23,47,37,55,51,37,19,7,272,0,0,0,0,3,3,0,0,10,0,3,0,8,10,9,0,0,26,20,48,42,60,68,50,19,7,312,0,0,0,0,0,7,0,0,6,19,9,8,23,33,25,22,12,148,51,93,103,179,192,152,62,23,856,0,7,17,15,23,15,4,0,76,0,4,8,16,28,9,7,0,67,8,39,62,61,64,40,14,0,288,11,21,26,49,43,29,11,3,181,9,21,22,34,14,10,7,3,116,4,0,4,5,3,0,0,0,15,0,3,4,4,10,5,0,0,22,13,24,29,43,28,13,7,3,159,0,0,0,3,5,6,3,4,19,12,16,20,30,28,33,28,24,186,49,110,157,210,213,135,68,30,979,0,9
UCL215029,0,4,4,0,0,0,0,0,14,3,4,0,3,0,0,0,0,9,3,19,16,7,7,4,0,0,64,5,23,9,4,7,3,3,0,53,36,76,35,45,40,23,3,0,261,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,0,0,15,35,80,41,44,45,30,3,0,282,0,3,0,0,0,0,0,0,6,21,8,4,19,14,11,7,0,88,71,148,78,76,77,44,15,3,512,0,6,5,5,0,0,0,0,16,0,10,0,3,0,0,0,0,11,12,46,24,13,15,4,3,0,115,16,33,23,14,12,3,0,0,99,16,47,18,24,21,3,0,0,128,3,5,0,8,0,0,0,0,17,6,8,7,8,3,4,0,0,34,22,59,26,36,17,3,0,0,182,0,0,0,3,3,0,0,0,3,9,7,14,17,18,15,4,0,90,60,165,90,94,69,24,4,3,512,3,11
UCL215030,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,5,3,8,7,0,0,28,0,9,4,5,5,5,0,0,33,9,14,19,25,30,18,14,0,129,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,10,18,19,26,35,18,11,0,145,0,0,0,0,3,0,0,0,8,3,3,7,4,15,13,12,3,73,18,36,39,44,74,47,29,7,291,0,4,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,10,3,10,8,7,5,7,4,0,47,0,4,10,15,13,6,0,0,65,6,10,7,8,10,8,0,0,48,0,3,0,0,3,0,0,0,8,0,0,3,0,3,3,0,0,10,11,10,9,10,16,11,0,0,68,0,0,0,0,3,3,0,0,7,13,3,4,15,17,12,22,24,105,25,43,42,57,58,36,25,30,307,0,4
UCL215031,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,3,8,0,0,0,28,0,0,9,3,4,3,0,0,21,11,18,22,20,24,31,10,4,139,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,18,23,22,24,30,11,4,143,0,0,0,0,0,0,0,0,3,6,3,5,13,15,22,21,12,102,15,31,43,44,57,58,36,18,302,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,16,5,7,13,9,11,0,0,0,45,3,4,5,6,11,10,0,3,42,3,9,11,12,8,10,3,0,56,0,3,7,0,3,4,0,0,18,0,3,0,0,0,0,0,3,8,4,8,19,19,9,13,3,6,79,0,0,0,0,0,0,0,0,0,10,4,3,19,17,22,22,18,115,20,39,44,52,51,47,27,22,307,0,0
UCL215032,0,0,4,8,0,3,3,0,18,0,4,3,3,9,5,0,0,19,4,12,16,6,11,20,0,3,64,0,5,9,12,8,13,8,0,65,17,55,37,39,61,40,26,7,283,0,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,0,13,17,58,44,37,62,48,27,7,305,0,0,0,0,0,0,4,0,5,19,7,13,11,23,24,29,20,141,40,90,91,82,115,103,65,34,619,0,3,0,0,3,0,0,0,16,0,3,3,4,0,3,3,0,28,3,15,27,16,32,14,9,3,113,4,26,24,23,21,19,10,7,128,21,29,33,24,23,14,5,3,152,4,0,3,0,0,4,0,0,12,0,0,7,3,4,5,0,0,23,29,32,42,25,34,22,5,3,189,0,0,0,4,0,0,3,0,11,17,3,9,16,15,41,37,45,188,54,81,115,90,107,98,66,61,670,0,4
UCL215033,0,5,10,4,3,0,0,0,22,0,5,5,5,3,3,0,0,23,10,25,46,23,4,0,0,0,107,0,28,32,16,9,0,0,0,90,10,81,109,38,27,11,0,0,279,0,0,6,0,0,0,0,0,7,0,6,14,3,3,3,0,0,24,13,92,121,41,31,15,0,0,312,0,0,0,0,0,0,0,0,3,7,12,15,6,8,3,0,0,51,28,170,229,99,60,22,0,0,601,0,13,17,4,3,0,0,0,38,0,18,19,3,0,0,0,0,45,6,69,70,27,12,8,0,0,184,5,44,40,15,5,7,0,0,120,17,41,51,22,3,3,0,0,134,0,3,9,3,0,0,0,0,13,0,5,8,3,3,0,0,0,20,14,50,66,27,8,3,0,0,169,0,0,0,0,0,0,0,0,3,10,11,13,8,9,4,0,0,52,42,195,222,86,36,19,0,0,604,0,16
UCL215034,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,3,3,9,3,4,0,32,0,0,3,3,13,12,7,0,36,11,10,21,29,21,33,13,6,131,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,10,11,10,20,29,21,31,12,8,145,0,0,0,0,0,0,0,0,0,0,3,0,8,7,16,7,8,50,10,21,27,47,53,60,35,18,275,0,0,0,0,0,4,0,0,9,0,0,4,3,3,3,0,0,18,0,5,6,5,10,10,0,3,49,0,0,5,4,12,10,5,5,42,8,6,7,7,8,7,3,9,53,0,0,0,3,3,0,3,0,12,0,0,0,0,0,4,0,0,10,8,8,8,10,8,7,3,9,65,0,0,0,0,0,0,0,0,3,5,3,0,0,14,20,14,17,69,16,20,31,25,47,60,29,34,260,0,0
UCL215035,0,0,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,4,4,8,0,0,23,3,3,9,3,3,3,0,0,22,20,33,45,43,29,18,9,0,186,3,0,3,0,0,0,0,0,4,0,0,0,0,4,3,0,0,6,21,34,49,43,29,21,9,0,200,0,0,0,0,0,0,0,0,0,3,3,5,10,12,14,0,0,43,28,49,61,57,52,38,8,0,299,0,3,0,0,0,0,0,0,3,0,3,4,7,0,0,0,0,14,3,14,22,7,3,0,0,0,50,3,11,11,11,10,9,0,0,47,9,16,11,14,10,8,3,0,66,0,0,7,5,0,0,0,0,8,0,4,5,0,3,0,0,0,13,9,20,15,24,16,10,3,0,92,0,0,0,0,0,0,0,0,3,7,4,0,10,5,8,3,0,39,21,60,49,55,31,28,8,6,258,0,3
UCL215036,0,0,0,3,3,3,0,0,4,0,0,0,3,4,3,0,0,14,0,8,12,4,3,8,0,0,39,0,6,10,7,4,3,0,0,28,17,23,30,39,22,3,8,0,141,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,14,29,27,39,25,6,8,0,152,0,0,0,0,0,0,0,0,3,6,3,10,6,7,0,3,0,40,28,49,67,58,48,22,12,0,278,0,3,0,0,0,0,0,0,7,0,0,5,3,0,0,0,0,10,0,13,25,14,7,3,0,0,67,0,10,14,20,8,6,0,0,58,6,8,21,10,11,0,0,0,57,0,0,3,0,3,0,0,0,7,0,0,0,0,4,0,0,0,6,6,11,26,14,19,0,0,0,74,0,0,0,0,0,0,0,0,4,12,3,8,10,3,4,4,0,42,16,40,69,62,42,20,6,3,263,0,3
UCL215037,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,20,0,7,4,9,9,16,6,0,46,15,22,15,39,48,36,20,8,205,0,0,3,0,0,0,0,0,3,0,4,0,3,3,0,3,0,12,15,26,21,42,48,34,24,8,224,0,0,0,0,0,4,0,0,4,4,9,3,14,20,22,18,12,99,15,45,37,71,82,81,52,15,397,0,0,3,0,3,3,0,0,11,0,0,3,0,4,0,0,0,6,3,13,8,4,7,8,3,0,44,5,5,6,11,27,14,8,0,75,4,19,14,14,13,8,3,3,81,0,3,3,3,0,0,0,0,16,0,3,3,3,8,0,0,0,22,5,27,21,17,25,14,7,3,118,0,0,0,0,0,0,0,0,7,6,5,12,9,28,33,36,9,133,23,49,52,50,91,70,52,12,397,0,0
UCL215038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,3,0,0,0,18,0,4,5,4,3,4,0,0,22,18,23,27,34,17,23,16,6,167,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,22,26,28,34,21,23,11,6,177,0,0,0,0,0,0,0,0,0,9,4,6,7,19,6,7,0,58,35,34,46,47,43,34,26,6,275,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,5,3,8,5,3,4,3,3,0,39,0,11,7,9,11,4,7,6,51,8,21,15,17,9,8,3,0,90,0,3,7,3,0,0,0,0,13,4,3,0,3,0,3,3,0,14,14,29,19,21,11,15,9,0,120,0,0,0,0,0,0,0,0,4,8,10,4,5,13,11,20,11,78,23,60,43,42,35,35,34,17,302,0,0
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13,0,0,0,7,4,3,0,0,18,10,17,25,22,27,23,8,5,132,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,10,26,27,22,30,23,8,5,140,0,0,0,3,3,0,0,0,3,9,10,8,11,23,13,4,0,73,25,34,39,45,55,43,6,7,248,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,8,0,4,3,8,7,5,4,0,24,0,9,3,9,4,5,3,0,41,12,22,13,27,12,3,0,0,85,3,3,5,0,3,0,0,0,12,0,0,0,3,3,0,0,0,10,16,24,19,24,14,5,0,0,101,0,0,0,0,0,0,0,0,0,3,3,8,5,10,12,11,8,65,18,48,42,52,37,27,18,8,249,0,0
