UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215001,6,36,31,34,29,58,26,38,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,4,0,0,28,0,7,8,5,3,7,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,8,0,3,4,0,4,0,0,0,0,8,0,4,3,0,0,0,0,3,0,15,0,5,0,3,0,0,0,3,0,12,0,0,3,3,8,0,0,0,0,11,0,8,5,12,0,5,0,7,0,48,0,6,8,17,6,3,0,0,0,46,0,3,0,3,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6
UCL215002,20,44,19,41,97,134,65,81,12,507,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,13,8,14,9,8,3,6,0,68,0,7,0,10,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,9,6,4,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,6,3,4,6,6,9,7,0,0,0,43,9,3,14,15,11,10,10,6,0,74,14,10,21,25,9,11,0,6,0,107,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,11
UCL215003,17,58,35,54,87,136,70,102,11,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,4,0,0,0,21,0,0,0,4,0,0,0,0,0,5,3,26,9,11,9,9,0,3,0,68,10,22,12,18,6,6,4,4,5,74,0,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,8,0,3,3,0,0,0,3,0,0,13,3,3,8,9,7,3,0,0,0,39,0,7,3,4,3,3,0,0,0,23,0,3,4,7,6,7,3,8,0,48,4,12,13,12,3,15,3,14,0,85,3,12,27,27,11,7,6,4,4,100,0,3,6,3,10,3,3,0,0,29,0,4,7,0,3,0,0,0,0,23
UCL215004,23,41,34,45,49,58,16,52,3,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,6,9,5,0,3,9,0,40,10,28,16,12,3,10,4,16,0,97,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3,5,8,4,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,9,3,0,0,7,5,0,6,9,0,25,3,5,7,12,3,10,0,3,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL215005,19,38,25,35,104,100,54,97,12,481,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,10,0,0,0,0,4,0,0,0,0,7,0,8,8,17,5,3,0,3,0,40,0,13,10,4,3,3,0,0,0,34,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,3,0,13,0,0,3,5,0,0,0,0,0,7,0,4,3,3,4,0,3,4,0,28,0,3,0,0,4,3,0,0,0,12,5,3,10,9,8,7,4,3,0,43,3,5,9,7,15,6,4,3,0,66,3,8,25,27,19,9,3,5,0,105,0,0,3,0,0,4,0,0,0,10,0,4,0,0,4,0,0,0,0,13
UCL215006,28,51,26,55,85,112,63,93,11,514,0,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,0,0,0,0,21,0,0,6,0,3,3,0,0,0,11,4,22,8,12,4,4,0,0,0,61,3,19,8,4,0,0,0,3,3,38,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,3,0,3,0,27,0,10,3,3,0,3,0,3,0,26,3,4,5,7,8,5,0,0,0,31,5,9,12,18,15,14,10,15,3,97,7,15,21,36,16,14,3,0,0,114,0,0,3,3,0,0,0,0,0,11,0,3,0,3,3,0,0,3,0,17
UCL215007,38,70,58,69,208,352,180,252,25,1251,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,10,4,7,8,10,3,4,0,39,0,0,0,0,3,0,0,0,0,3,0,7,3,0,0,8,0,0,0,26,0,8,4,0,8,0,0,4,0,21,6,39,28,19,30,20,7,5,0,163,0,35,8,6,8,0,0,8,0,76,0,0,0,0,3,0,0,3,0,16,0,3,0,3,4,3,3,0,0,22,4,0,7,4,9,0,5,0,0,34,0,0,0,3,4,0,0,0,0,12,0,3,10,8,10,7,8,3,4,41,0,4,7,0,10,0,3,0,0,29,11,13,6,16,22,16,6,0,0,90,8,30,27,28,24,11,14,14,0,154,21,23,60,59,47,32,11,14,3,267,0,3,4,4,0,4,0,0,0,11,3,7,3,7,8,5,0,0,0,41
UCL215008,12,18,16,22,101,92,74,105,13,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,21,4,9,7,0,3,3,0,56,0,10,0,3,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,14,0,0,0,7,0,0,0,0,0,14,0,0,3,0,3,0,0,0,0,15,3,3,8,6,11,7,3,3,0,39,3,5,3,14,17,4,5,7,0,53,8,11,25,27,24,10,5,6,0,118,0,8,0,0,0,0,0,0,0,7,0,5,0,3,4,0,0,0,0,17
UCL215009,3,15,15,20,35,38,15,21,8,170,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,4,5,0,0,0,0,31,0,5,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,9,0,0,3,3,5,3,0,0,0,14,0,0,3,3,0,0,0,0,0,13,9,4,10,10,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL215010,19,41,29,39,87,126,66,172,15,586,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,9,3,3,0,39,0,0,0,0,0,0,0,0,0,6,3,11,6,9,3,3,0,0,0,42,0,0,3,4,3,3,0,0,0,13,4,23,14,7,4,4,3,0,0,57,3,12,4,4,3,4,4,0,4,39,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,17,0,0,0,3,0,5,0,0,0,11,5,3,5,3,3,5,0,0,0,33,0,3,4,0,0,0,0,0,0,14,3,3,10,3,3,7,3,0,0,23,3,24,14,13,5,12,3,13,0,89,3,22,20,24,12,5,5,7,0,89,0,3,7,0,0,3,0,0,0,11,0,4,8,3,3,0,0,0,0,18
UCL215011,3,14,9,18,37,35,30,34,0,177,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,11,3,0,0,3,0,28,0,10,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,6,0,7,3,0,3,0,0,0,0,16,7,0,0,0,0,3,0,0,0,15,0,0,10,13,14,5,0,0,3,37,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
UCL215012,26,72,48,61,91,152,70,92,17,622,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,7,3,4,7,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,20,8,15,12,7,5,4,0,77,4,24,12,13,0,0,5,15,3,77,0,3,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,15,0,7,3,6,0,5,0,0,0,21,8,3,13,6,20,13,0,5,0,75,3,12,23,10,15,12,11,24,0,104,11,18,37,62,21,21,11,4,0,186,0,3,0,0,0,0,0,3,0,13,0,3,0,3,0,0,4,3,0,16
UCL215013,6,11,14,26,115,144,53,101,8,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,0,0,0,12,0,0,0,0,3,8,3,3,0,15,0,8,6,3,11,3,3,3,0,41,0,3,4,3,0,6,4,0,0,25,0,4,3,3,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,4,3,6,5,0,0,0,12,0,0,3,0,3,0,4,0,0,10,0,3,0,3,3,6,0,0,0,17,0,0,0,3,0,3,0,3,0,14,4,0,4,6,3,6,7,0,0,31,3,9,3,13,11,3,3,0,3,43,11,5,13,13,20,4,5,6,0,71,0,3,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,18
UCL215014,6,14,16,18,68,98,41,67,10,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,12,0,3,0,4,5,0,0,0,0,14,0,10,9,3,5,0,0,3,0,32,0,8,3,4,7,0,0,0,0,24,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,4,0,4,0,0,0,0,0,15,0,3,0,3,6,0,3,0,0,12,0,3,3,3,11,5,0,0,0,23,0,11,7,0,7,3,3,3,0,36,0,14,14,6,12,3,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,8
UCL215015,21,65,35,44,75,82,67,83,3,482,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,6,14,9,7,11,3,0,0,0,52,6,24,13,19,13,9,3,20,3,102,0,0,4,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,14,0,0,0,0,4,0,4,0,0,10,0,4,6,0,4,9,3,3,0,35,0,4,10,3,3,0,0,3,0,21,0,6,3,3,6,4,0,0,0,24,0,7,5,10,4,3,6,9,0,47,3,10,17,25,6,12,5,3,0,71,0,0,3,0,0,0,0,0,0,9,0,4,0,4,3,0,0,0,0,10
UCL215016,30,41,39,60,186,216,127,165,28,900,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,12,18,20,3,4,0,79,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,6,0,3,0,27,0,0,3,3,3,3,3,4,0,14,0,24,18,28,13,8,0,5,0,99,3,17,13,10,16,8,3,3,0,67,0,3,0,0,6,3,0,7,0,26,0,3,0,0,5,0,0,0,0,9,3,5,0,0,4,0,0,0,0,19,0,0,3,0,0,0,0,0,0,12,0,8,0,3,3,3,0,0,0,18,0,14,5,4,4,3,0,0,0,30,4,3,3,6,10,12,5,4,0,52,3,12,14,11,16,3,8,12,0,83,12,12,37,45,26,9,3,6,0,162,0,6,3,0,6,0,0,0,0,8,0,9,7,5,7,0,0,3,0,30
UCL215017,11,22,18,28,72,106,66,105,13,442,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,22,0,0,0,3,3,0,0,0,0,8,3,17,13,9,3,7,6,0,0,55,0,16,3,5,3,3,0,0,4,36,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,3,5,10,0,0,0,0,5,0,20,0,3,0,0,3,0,0,0,0,9,0,3,3,4,3,3,0,0,0,18,7,6,8,8,12,3,6,3,0,52,4,16,17,25,10,11,3,3,0,92,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,0,21
UCL215018,18,49,40,46,88,130,82,120,13,596,0,8,0,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,7,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,9,6,24,9,10,11,5,0,6,0,81,0,14,15,5,0,0,5,4,0,44,0,3,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,0,0,0,0,20,0,3,3,3,0,0,0,0,0,14,0,6,3,9,8,6,0,0,0,29,9,11,21,14,11,12,3,12,0,93,11,15,39,40,18,15,4,10,0,156,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,16
UCL215019,19,30,32,44,64,89,38,65,11,397,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,19,13,12,4,5,0,3,0,47,3,10,14,9,3,0,0,4,0,42,0,3,0,3,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,7,3,4,3,8,0,0,0,20,0,7,3,0,0,0,0,0,0,12,3,0,4,3,4,4,3,3,0,20,0,11,9,13,9,4,3,5,0,60,5,7,11,16,9,0,7,0,0,59,3,11,0,7,7,3,0,0,0,27,3,3,3,0,0,0,3,0,0,15
UCL215020,8,18,16,26,35,43,25,51,6,225,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,8,3,9,0,0,7,0,36,0,13,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,5,0,3,0,0,0,0,11,0,5,3,3,6,0,3,5,0,32,5,11,13,20,5,16,3,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
UCL215021,10,18,19,31,58,55,33,40,6,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,7,12,11,10,7,3,3,5,0,54,3,8,3,4,0,0,0,3,0,26,0,3,0,5,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,3,3,4,10,0,0,0,0,27,0,0,4,4,4,0,4,0,0,21,0,5,12,16,15,7,3,6,0,60,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,9
UCL215022,34,94,48,56,166,156,118,127,12,815,0,3,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,10,0,3,3,0,0,0,0,15,0,0,0,3,3,0,0,0,0,8,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,3,45,27,19,20,6,4,0,0,122,3,35,16,6,6,5,0,4,0,87,0,0,3,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,13,0,0,5,0,6,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,7,4,5,4,4,0,3,0,21,0,10,9,6,4,0,0,0,0,34,0,16,11,8,28,5,7,5,0,71,5,16,23,16,25,14,13,8,0,123,11,28,34,47,27,17,3,5,4,184,0,3,3,0,0,0,0,0,0,13,0,11,0,0,3,3,0,0,0,22
UCL215023,10,37,11,22,40,80,80,67,7,350,0,3,3,3,0,4,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,13,8,10,7,3,0,0,54,0,7,0,3,3,3,0,3,0,23,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,14,4,3,9,6,5,4,0,0,0,35,6,16,9,24,6,9,4,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7
UCL215024,15,32,18,19,64,77,42,68,8,346,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,12,11,10,9,3,6,3,0,52,0,7,3,3,0,0,0,6,0,21,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,0,0,0,0,19,0,3,0,0,0,0,0,0,0,9,0,3,4,0,3,0,0,0,0,14,0,5,3,8,3,3,4,3,3,26,3,4,8,23,12,11,4,3,0,72,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,8
UCL215025,12,25,9,16,39,41,15,55,7,230,0,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,3,3,3,0,28,3,7,0,4,3,0,4,4,0,29,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,6,4,4,0,0,0,25,3,6,12,8,11,9,0,3,0,45,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,7
UCL215026,54,100,64,82,132,177,86,136,10,850,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,24,0,0,0,0,3,3,0,0,0,6,0,12,3,3,0,0,3,0,0,25,0,0,5,4,3,0,0,0,0,16,4,39,27,34,7,9,4,4,0,134,10,50,25,29,10,4,8,14,3,153,3,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,3,0,14,0,3,3,3,10,10,0,0,0,35,3,5,3,8,4,0,0,0,0,30,0,22,3,5,3,3,0,0,0,40,0,3,3,0,6,4,0,0,0,19,3,9,5,11,7,10,3,9,0,69,18,17,38,26,31,12,9,3,0,163,5,14,11,20,11,4,3,0,0,70,6,8,4,6,8,0,0,0,0,22
UCL215027,21,21,28,55,113,115,58,73,19,499,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,3,16,10,11,13,0,3,0,0,61,7,14,6,5,10,3,3,8,0,54,0,3,3,0,4,0,0,0,0,17,0,3,0,3,3,0,0,0,0,10,0,4,0,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,6,0,3,9,0,3,0,0,17,0,8,3,4,0,0,0,0,0,17,3,0,3,3,6,4,0,0,0,30,0,10,8,7,12,10,3,3,0,56,18,10,33,30,17,11,3,3,0,121,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,4,0,0,15
UCL215028,27,80,58,88,111,121,63,126,18,702,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,7,0,6,0,23,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10,0,20,20,21,4,7,3,4,0,90,7,29,26,25,10,11,8,24,0,143,0,4,0,0,0,0,3,3,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,12,0,5,9,3,0,4,3,3,0,34,0,15,11,3,3,4,0,0,3,32,0,7,4,7,13,14,5,0,0,47,3,13,13,18,12,6,3,6,0,76,20,23,39,55,22,21,4,6,0,189,0,3,0,3,0,0,0,4,0,19,3,11,4,0,3,3,0,0,0,23
