UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215058,8,28,90,65,104,84,10,0,0,390,28,10,13,17,18,15,15,3,0,111,0,3,3,3,0,7,0,0,0,19,0,0,3,5,7,5,0,0,0,21,32,44,103,94,131,111,28,6,0,547,0,7,6,12,3,3,0,0,0,32,3,0,0,0,3,3,0,0,0,13,4,5,6,12,9,7,0,0,0,40,31,51,115,105,134,117,28,6,0,592,42,10,8,16,28,59,113,109,41,425,3,0,10,10,13,21,11,12,11,84,76,60,126,127,176,200,151,131,49,1092,3,12,31,38,63,55,0,0,0,211,38,13,36,58,69,45,18,0,0,280,4,5,8,5,7,7,0,0,0,31,0,0,3,3,4,3,0,0,0,12,49,35,79,98,147,107,18,3,0,531,0,3,0,4,0,3,0,0,0,13,0,3,0,0,3,0,0,0,0,13,0,6,3,5,4,3,0,0,0,22
UCL215059,3,31,58,56,63,67,15,0,4,302,13,3,6,4,12,20,7,3,0,72,0,0,0,6,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,6,22,29,65,66,81,91,21,9,4,395,0,0,3,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,10,0,0,0,21,24,31,68,67,81,100,23,9,4,415,8,5,7,8,11,30,99,57,27,256,0,0,7,0,5,16,8,8,0,46,36,39,85,81,101,148,135,74,27,714,0,6,33,34,36,27,3,0,0,140,19,10,28,27,37,26,11,0,0,162,0,3,0,3,3,4,0,0,0,18,0,0,0,0,3,0,3,0,0,5,17,19,59,66,72,62,13,0,0,323,0,3,0,0,3,0,0,0,0,8,0,4,0,0,0,3,0,0,0,4,0,6,3,0,3,7,0,0,0,12
UCL215060,4,21,52,42,41,38,10,0,0,215,16,8,8,3,6,19,7,4,0,65,3,0,0,0,5,0,0,0,0,8,0,3,0,4,0,0,0,0,0,6,25,24,60,52,57,60,18,3,0,303,0,3,3,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,17,25,30,68,54,57,65,17,3,0,314,19,3,3,6,15,30,62,71,21,232,0,0,0,0,8,7,4,4,3,38,44,30,73,62,71,104,88,87,29,587,0,11,29,13,29,12,9,0,0,104,18,9,23,25,23,24,16,0,0,132,0,0,12,3,3,5,0,0,0,20,3,3,0,3,0,0,0,0,0,7,18,25,57,48,59,45,17,3,0,271,0,0,0,3,0,3,0,0,0,10,0,0,3,0,0,0,0,0,0,11,3,0,3,6,0,4,0,0,0,14
UCL215061,7,32,73,57,62,50,7,3,0,296,11,9,15,5,10,11,8,3,0,69,0,0,0,0,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,9,18,45,88,65,69,74,15,6,3,389,0,0,5,0,0,5,0,0,0,19,3,0,0,0,0,0,0,0,0,3,3,0,5,0,3,9,0,0,0,21,26,42,89,64,76,83,15,6,3,409,31,4,8,3,17,39,62,75,41,277,0,0,3,0,3,8,5,7,3,37,54,48,98,76,95,126,91,89,49,714,3,21,28,26,44,29,4,0,0,152,14,19,23,24,35,35,11,0,0,154,0,0,4,0,3,3,0,0,0,10,0,0,0,0,0,3,0,3,0,11,23,33,55,54,80,64,12,3,0,326,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,9
UCL215062,14,67,109,108,122,108,25,0,0,538,29,7,12,13,18,25,29,3,0,131,0,0,5,4,4,12,3,0,0,37,0,4,4,7,0,0,0,0,0,15,45,78,134,126,139,142,53,3,0,722,0,8,6,8,6,7,0,0,0,34,5,0,0,0,9,3,0,0,0,11,8,5,7,8,11,7,0,0,0,51,46,85,141,136,155,150,53,3,0,773,53,14,16,26,30,69,174,137,58,577,3,3,6,5,10,18,26,12,10,98,101,105,165,173,197,234,249,155,68,1446,4,31,50,47,85,61,3,0,0,293,41,27,69,71,67,51,22,0,0,346,0,3,5,4,6,8,3,0,0,29,3,3,3,0,0,3,0,0,0,14,47,63,131,124,160,126,29,5,0,679,3,0,4,0,7,0,0,0,0,16,0,7,4,5,3,0,0,0,0,18,5,7,6,3,10,0,0,0,0,32
UCL215063,4,18,34,29,43,41,6,0,0,173,14,8,8,11,14,21,12,4,0,86,0,0,3,3,3,3,0,0,0,14,0,0,3,4,4,3,0,0,0,14,17,23,50,47,70,65,15,4,0,289,3,4,5,4,7,3,0,0,0,34,0,3,0,0,0,0,0,0,0,8,3,5,12,4,7,8,0,0,0,37,19,30,58,54,72,67,15,4,0,325,32,8,6,22,36,44,145,82,27,402,3,4,7,0,10,6,23,12,6,70,56,37,72,79,121,115,182,97,35,795,6,6,18,12,26,27,0,0,0,94,13,10,21,37,42,39,5,0,0,164,0,0,0,3,3,9,0,0,0,12,0,0,0,4,3,0,0,0,0,8,17,23,41,52,71,76,6,0,0,288,3,3,3,3,8,5,0,0,0,22,3,0,6,3,3,0,0,0,0,9,8,3,8,4,7,5,0,0,0,34
UCL215064,5,23,32,25,40,41,8,0,0,169,3,0,5,4,3,9,5,4,0,33,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,24,41,33,38,58,18,4,0,215,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,12,6,22,39,33,41,58,18,4,0,227,12,3,7,5,14,26,47,32,19,166,3,0,3,0,12,16,9,7,4,49,23,23,45,43,66,103,76,43,20,440,0,4,7,11,20,9,3,0,0,66,9,3,14,22,26,29,10,3,0,102,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,4,4,12,27,32,51,37,17,3,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,10
UCL215065,13,22,49,72,98,74,15,0,0,338,20,7,19,16,10,42,27,8,0,150,0,0,0,4,10,3,9,0,0,25,0,3,0,3,5,0,0,0,0,16,33,36,68,94,118,120,46,6,0,523,0,3,5,5,9,9,3,0,0,30,0,0,0,0,0,3,0,0,0,3,0,3,5,5,9,12,3,0,0,33,35,37,72,97,129,127,53,6,0,552,36,6,14,19,40,114,327,196,70,813,3,0,4,9,16,17,32,28,10,120,68,48,86,123,176,257,411,230,74,1484,3,8,27,26,66,50,7,0,0,197,20,10,35,49,52,68,23,0,0,255,3,0,5,3,3,5,8,0,0,26,0,0,5,7,7,3,0,0,0,17,30,24,66,88,131,126,31,4,0,503,3,0,4,0,0,8,0,0,0,13,4,0,0,0,5,4,0,0,0,22,4,0,4,0,8,14,0,0,0,35
UCL215066,4,18,48,87,123,117,34,0,0,426,22,17,17,16,26,55,54,8,0,217,0,0,7,0,3,11,9,0,0,29,0,0,0,4,3,3,0,0,0,13,32,34,63,112,158,183,88,14,0,682,0,0,0,0,7,0,0,0,0,13,4,0,0,0,0,3,0,3,0,12,4,3,0,3,7,3,0,3,0,26,36,38,67,117,157,186,88,14,0,705,43,14,3,15,25,84,262,184,62,682,5,4,9,3,19,21,30,24,10,118,79,52,79,130,201,293,376,227,70,1511,0,12,33,50,80,50,13,3,0,243,34,15,22,57,94,115,37,0,0,377,3,0,8,5,5,9,3,0,0,36,0,0,0,0,3,0,0,5,0,11,40,21,68,112,179,184,48,7,0,663,3,0,0,0,0,0,0,3,0,8,3,3,0,3,3,6,3,0,0,24,10,3,3,3,4,6,3,3,0,30
UCL215067,12,14,78,113,84,94,18,0,0,410,15,9,13,17,22,42,27,10,0,145,0,3,9,8,3,12,0,0,0,37,0,0,3,3,0,3,0,0,0,9,19,27,102,140,107,148,46,7,0,599,4,0,5,7,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,5,0,0,0,33,28,31,104,151,118,152,46,7,0,636,23,0,4,7,15,57,154,104,45,424,3,3,11,14,12,21,20,12,9,102,56,39,127,171,134,234,223,128,53,1153,6,5,53,47,65,42,8,0,0,226,10,14,34,86,62,83,20,3,0,311,0,3,12,6,6,9,3,0,0,47,0,0,0,0,0,3,3,0,0,9,19,21,103,139,142,135,30,3,0,594,0,0,3,8,0,0,0,0,0,13,0,0,3,0,5,0,0,0,0,9,0,0,4,3,4,0,0,0,0,19
UCL215068,7,29,100,77,79,69,10,0,0,375,25,5,11,8,15,17,5,0,0,97,0,0,3,6,3,3,0,0,0,18,3,4,4,0,9,0,0,0,0,20,34,39,124,94,109,92,22,3,0,514,8,3,7,6,5,8,0,0,0,36,4,4,3,0,0,0,0,0,0,10,9,10,11,5,3,8,0,0,0,51,42,44,136,98,113,97,22,3,0,558,38,13,15,21,32,60,109,74,42,403,10,3,12,11,16,22,23,18,5,126,91,58,164,138,164,183,152,93,47,1088,3,19,30,39,55,36,3,0,0,198,40,29,35,40,49,43,13,0,0,248,0,3,13,0,0,3,0,0,0,24,0,0,5,7,0,0,0,0,0,18,41,54,83,91,113,87,13,0,0,476,0,3,6,3,3,4,0,0,0,14,7,3,3,4,0,3,0,0,0,26,7,3,7,3,4,4,0,0,0,38
UCL215069,12,44,96,145,198,134,28,0,0,646,27,19,18,12,23,25,20,0,0,139,0,0,5,0,5,10,3,0,0,26,0,0,3,3,3,0,3,0,0,13,32,60,111,161,230,167,50,0,0,820,0,5,4,0,5,3,0,0,0,22,3,4,0,0,0,4,4,0,0,14,3,7,7,3,6,4,4,0,0,38,36,69,118,165,235,170,54,0,0,852,62,11,5,5,9,42,89,44,16,292,0,4,3,15,9,7,5,4,0,46,98,90,125,183,257,222,147,49,19,1193,4,24,63,66,110,53,4,0,0,331,50,46,50,87,131,66,21,0,0,445,0,3,10,14,6,8,0,0,0,43,0,0,0,7,5,3,0,0,0,14,54,74,130,170,253,125,24,0,0,836,3,0,0,3,5,0,0,0,0,9,14,0,0,0,0,3,0,0,0,22,15,0,3,3,8,4,0,0,0,33
UCL215070,3,16,89,41,49,62,18,0,0,286,3,3,11,4,9,15,3,0,0,64,0,0,0,4,3,0,0,0,0,12,0,3,6,10,3,3,0,0,0,23,11,26,109,63,72,83,25,0,0,383,0,0,4,5,4,3,0,0,0,27,0,0,6,3,3,0,0,0,0,13,0,4,13,9,6,6,0,0,0,38,11,30,124,73,79,88,23,0,0,423,40,20,34,29,26,37,58,33,11,289,8,13,31,14,26,22,19,7,9,148,62,64,189,113,123,147,105,43,13,860,0,21,51,30,23,24,4,3,0,154,10,11,18,24,18,23,8,0,0,109,0,0,3,3,3,5,0,0,0,14,0,3,4,3,3,0,0,0,0,14,8,29,77,58,45,55,15,5,0,299,0,0,5,6,5,0,0,0,0,19,0,0,8,3,4,3,0,0,0,17,0,0,13,11,7,5,0,0,0,33
UCL215071,10,42,67,74,96,90,19,0,0,399,14,11,3,4,11,30,16,3,0,95,0,0,3,0,3,8,3,0,0,20,3,0,0,4,3,0,0,0,0,18,26,51,77,88,107,132,39,5,0,528,3,7,5,6,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,3,12,3,6,5,4,0,0,0,31,29,63,82,97,113,133,38,5,0,563,36,12,9,15,31,59,130,133,39,463,0,3,3,5,9,23,12,14,14,75,66,73,97,112,155,215,184,152,51,1097,3,21,29,28,56,33,3,0,0,179,17,12,34,52,58,52,16,3,0,247,0,0,8,7,6,6,0,0,0,29,0,5,0,3,6,0,0,0,0,14,22,36,70,87,127,94,22,3,0,467,0,4,0,3,3,0,0,0,0,14,7,0,0,0,0,0,0,0,0,14,9,3,4,5,3,0,0,0,0,21
UCL215072,21,62,139,177,207,129,32,0,0,768,24,12,12,18,28,42,18,3,0,161,0,0,5,5,10,14,0,0,0,35,3,3,3,3,8,3,0,0,0,19,47,82,157,213,250,188,47,0,0,984,4,3,6,6,12,8,0,0,0,34,7,0,0,0,0,0,0,0,0,9,10,3,6,6,12,10,4,0,0,46,61,83,165,214,262,201,49,0,0,1039,88,8,15,13,30,49,111,63,18,395,7,3,8,20,17,11,10,4,0,81,149,103,181,250,305,264,170,70,17,1512,0,27,72,70,103,51,6,0,0,328,44,34,53,113,102,75,7,0,0,436,0,3,14,12,9,8,3,0,0,43,0,0,4,3,0,0,0,0,0,11,47,72,138,195,214,143,17,0,0,821,0,0,3,0,7,0,0,0,0,18,6,3,0,7,7,4,0,0,0,25,7,3,9,9,10,5,0,0,0,42
UCL215073,3,18,45,38,37,33,10,3,0,199,0,4,8,7,5,11,0,0,0,32,0,0,3,3,3,5,0,0,0,17,0,0,0,0,0,3,0,0,0,5,4,28,62,49,44,53,9,0,0,255,0,3,4,10,6,11,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,3,11,11,6,11,0,0,0,33,4,34,67,59,54,62,9,0,0,283,23,4,11,9,11,28,52,28,16,174,3,0,8,6,9,6,3,5,0,42,27,39,84,72,75,99,64,34,14,497,0,10,35,21,22,18,0,0,0,115,5,10,27,14,19,32,4,0,0,105,0,0,7,0,0,3,0,0,0,18,0,0,0,3,0,3,0,0,0,8,8,19,69,40,42,59,3,0,0,243,0,0,0,0,4,3,0,0,0,9,0,0,3,3,3,0,0,0,0,7,0,0,3,3,3,3,0,0,0,16
UCL215074,9,13,65,84,88,73,10,3,0,345,14,4,14,17,13,18,12,4,0,97,3,3,3,0,3,8,0,0,0,22,0,0,3,4,0,0,0,0,0,8,28,27,81,104,102,98,18,4,0,466,0,0,3,3,4,6,0,0,0,22,3,5,0,0,0,0,0,0,0,4,3,4,3,3,4,6,0,0,0,25,29,28,87,110,105,105,18,4,0,490,13,4,3,8,17,48,112,54,20,282,0,0,4,3,10,13,8,7,3,46,43,33,88,124,135,160,145,70,18,818,0,8,36,51,70,41,5,0,0,201,20,10,29,45,45,47,12,4,0,219,0,7,6,3,4,5,0,0,0,28,0,0,0,0,3,3,0,0,0,8,23,25,76,97,119,100,17,4,0,459,0,0,0,0,6,3,0,0,0,15,0,0,0,0,3,3,0,0,0,7,3,4,3,0,11,4,0,0,0,28
UCL215075,0,10,30,44,36,33,5,0,0,159,10,11,10,10,8,20,7,3,0,77,0,0,0,3,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,3,9,27,41,57,41,60,16,0,0,252,0,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,8,3,4,4,0,0,0,12,9,26,45,59,46,56,16,0,0,264,7,3,0,6,6,24,79,48,22,195,0,0,0,0,9,7,6,6,3,36,23,28,47,61,64,86,103,59,30,503,3,7,23,17,16,20,0,0,0,92,5,4,16,25,32,30,4,3,0,124,0,0,3,3,3,8,0,0,0,22,0,0,0,3,0,0,0,0,0,4,10,17,46,42,51,56,11,4,0,235,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5
UCL215076,17,37,93,104,94,60,13,0,0,418,21,13,3,16,15,12,13,0,0,89,0,0,0,3,7,5,0,0,0,12,0,0,3,0,3,3,0,0,0,12,36,54,102,121,122,82,21,3,0,534,0,4,0,0,3,0,0,0,0,6,10,0,0,0,0,0,0,0,0,14,12,4,0,0,3,0,0,0,0,21,43,59,100,123,119,85,21,3,0,556,28,4,0,3,10,19,35,15,0,117,4,0,5,8,3,3,0,0,0,22,79,61,107,130,130,106,53,16,0,693,0,20,39,40,46,32,4,0,0,182,14,18,40,63,48,42,4,0,0,233,3,0,5,4,4,4,0,0,0,15,0,5,3,0,4,0,0,0,0,11,24,42,92,107,97,79,8,0,0,442,6,0,0,3,0,0,0,0,0,13,11,0,0,3,8,4,0,0,0,21,11,4,4,3,6,4,0,0,0,35
UCL215077,9,16,69,46,66,68,13,4,0,289,19,9,11,13,20,12,13,3,3,103,0,0,0,0,3,4,0,0,0,17,0,0,0,3,0,0,0,3,0,14,33,26,77,63,96,83,29,11,3,420,3,3,3,3,3,11,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,11,0,0,0,33,37,31,84,70,98,90,35,11,3,454,21,4,7,25,26,45,110,75,26,341,0,3,3,3,0,3,10,6,7,31,56,37,94,89,121,140,155,93,34,820,3,8,24,25,45,26,4,0,0,136,24,22,24,49,32,43,5,4,0,199,3,0,5,0,3,10,4,0,0,24,0,0,0,0,4,6,0,0,0,12,28,35,56,73,80,77,18,4,0,375,0,0,0,0,4,4,0,0,0,16,0,0,3,0,0,0,0,0,0,5,3,0,3,3,4,5,0,0,0,24
UCL215078,9,26,82,70,46,63,9,0,0,305,9,9,12,13,7,13,6,0,0,72,0,0,8,4,3,11,0,0,0,19,0,0,4,0,0,0,0,0,0,9,19,35,97,90,62,87,17,3,0,403,0,0,4,3,5,3,0,0,0,16,6,0,0,0,0,3,0,0,0,13,3,0,4,6,3,4,0,0,0,30,27,37,103,94,63,87,22,3,0,436,29,0,4,8,12,38,78,49,8,220,0,3,5,10,5,4,7,6,3,51,54,38,111,109,78,134,108,55,12,704,6,14,31,29,37,22,6,0,0,150,25,11,37,41,32,48,10,0,0,200,0,3,7,0,4,7,4,0,0,29,0,0,0,0,3,0,0,0,0,7,33,33,75,73,84,71,15,0,0,376,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,5,3,0,0,16,4,0,5,3,3,5,3,0,0,21
UCL215079,13,55,156,138,147,106,18,0,0,638,21,18,20,21,31,31,21,6,0,164,0,0,9,8,15,14,6,0,0,45,4,3,4,3,0,6,0,0,3,24,35,81,190,168,191,156,43,4,3,878,0,8,9,8,11,6,0,0,0,44,4,0,0,0,0,0,0,0,0,7,8,8,9,11,11,9,0,0,0,55,42,87,200,177,203,171,43,4,3,932,73,15,11,19,27,59,161,122,46,523,11,6,11,16,14,19,23,10,3,121,128,106,225,206,244,248,229,140,53,1580,9,23,69,56,102,52,7,0,0,315,30,24,61,89,78,65,14,3,0,373,0,6,15,14,9,11,4,0,0,57,3,0,0,0,3,3,0,3,0,17,46,52,146,164,191,123,27,6,0,759,4,0,3,3,9,0,0,0,0,22,9,0,0,4,3,3,0,0,0,21,12,3,8,11,7,3,0,0,0,42
UCL215080,4,27,43,71,74,59,11,3,0,299,20,10,3,8,13,14,5,6,0,70,0,0,0,0,0,3,3,0,0,11,3,0,0,0,5,3,0,0,0,10,23,43,45,82,89,75,24,8,0,392,0,3,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,3,6,3,3,3,0,0,0,22,25,39,51,86,97,82,24,8,0,414,33,3,11,9,20,38,76,69,18,289,6,4,9,6,14,17,26,7,5,88,68,54,79,101,129,134,123,79,22,791,6,12,26,25,45,30,6,0,0,146,20,6,24,47,35,51,14,0,0,191,0,0,8,0,3,5,3,0,0,18,0,0,0,0,3,0,3,0,0,8,24,20,63,71,84,87,18,3,0,366,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,5,0,6,3,0,0,0,15
UCL215081,15,17,41,42,48,24,12,0,0,194,0,7,12,10,8,18,7,0,0,55,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,17,26,55,53,59,46,17,0,0,268,0,3,3,0,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,5,3,3,3,0,8,0,0,0,0,16,18,32,59,59,63,48,16,0,0,286,25,4,4,6,10,19,56,45,21,191,3,3,3,0,4,3,7,4,0,31,40,39,67,65,82,70,80,46,22,505,0,5,15,16,26,12,0,0,0,78,12,11,31,20,33,29,3,0,0,142,0,3,7,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,15,22,55,43,61,52,5,0,0,240,0,0,0,0,0,3,0,0,0,7,3,0,3,0,3,0,0,0,0,10,3,3,3,0,3,6,0,0,0,17
UCL215082,5,15,43,67,55,27,10,0,0,213,6,4,0,5,10,11,3,0,0,36,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,11,21,42,79,64,32,12,0,0,270,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,11,21,45,77,64,41,12,0,0,271,17,4,3,6,3,17,25,21,3,94,6,0,0,10,7,9,11,4,0,51,29,18,45,97,76,58,55,27,5,418,0,6,22,27,25,17,0,0,0,94,8,5,23,32,17,15,8,0,0,119,0,0,9,3,0,3,0,0,0,16,0,0,3,3,0,0,0,0,0,8,15,15,49,72,44,35,8,0,0,232,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8
UCL215083,13,42,137,140,118,80,19,0,0,549,25,18,14,20,21,30,15,0,0,143,0,0,8,6,3,10,3,0,0,30,6,3,0,3,4,0,0,0,0,11,41,68,163,163,146,117,39,0,0,733,3,9,3,6,4,4,0,0,0,26,4,3,0,0,0,5,0,0,0,13,7,11,3,8,4,10,0,0,0,46,53,75,166,171,152,125,38,0,0,777,44,16,7,9,25,46,130,97,33,408,0,9,15,9,17,17,19,6,9,99,97,93,184,193,195,184,182,104,44,1288,0,23,71,73,57,50,3,0,0,276,32,35,90,85,67,69,17,0,0,391,0,5,12,12,10,6,0,0,0,49,3,0,3,0,3,0,0,0,0,9,41,62,175,168,134,126,21,0,0,729,3,3,3,3,0,3,0,0,0,20,4,0,5,3,4,4,0,0,0,24,3,6,3,6,9,4,0,0,0,37
UCL215084,12,26,67,82,81,83,9,0,0,366,9,5,8,19,15,14,9,0,0,76,0,0,0,0,8,3,0,0,0,12,0,0,4,0,0,0,0,0,0,9,27,37,80,105,102,93,21,0,0,459,0,0,3,6,4,3,0,0,0,20,3,3,0,0,0,0,0,0,0,5,3,3,5,6,4,5,0,0,0,24,25,38,86,108,107,102,20,0,0,481,31,3,6,5,7,13,61,12,3,151,3,3,13,7,7,7,9,0,0,44,61,48,102,117,120,127,90,13,3,683,0,17,26,28,40,30,3,0,0,142,18,17,20,47,49,31,11,0,0,191,3,0,4,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,20,30,56,83,91,67,9,0,0,357,0,3,3,0,6,0,0,0,0,12,3,0,0,0,3,0,0,0,0,9,3,3,3,0,7,3,0,0,0,18
