UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL221017,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,37,47,19,23,26,4,0,161,0,0,0,0,0,0,0,0,44,47,20,24,29,4,0,174,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,23,0,0,0,0,0,0,0,0,8,9,5,6,3,0,0,36,54,57,29,30,30,4,0,213
UCL221018,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,28,27,17,4,23,4,0,109,0,0,0,0,0,0,0,0,34,33,18,7,23,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,3,7,0,0,25,0,0,0,0,0,0,0,0,5,5,11,3,10,0,0,30,36,41,26,9,32,3,0,150
UCL221019,0,0,3,0,0,0,0,3,4,7,4,3,0,0,0,17,0,9,3,0,0,0,0,12,26,39,17,14,23,3,0,130,0,0,0,0,0,0,0,0,38,47,26,16,23,8,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,4,0,0,16,12,20,9,10,5,3,0,55,0,3,0,0,0,0,0,3,12,22,12,9,13,3,0,74,48,78,39,29,31,10,0,229
UCL221020,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,21,6,6,9,3,0,73,0,0,0,0,0,0,0,0,33,19,5,8,9,3,0,84,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,3,0,4,4,7,10,0,9,0,0,28,0,0,0,0,0,0,0,0,4,11,12,3,12,3,0,42,36,30,21,11,23,5,0,125
UCL221021,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,0,4,0,0,0,0,9,10,19,9,3,5,4,3,49,0,0,0,0,0,0,0,0,15,22,15,0,6,4,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,5,3,3,0,0,33,0,3,0,0,0,0,0,3,3,17,10,3,5,0,0,36,21,37,19,3,13,4,3,102
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,3,3,0,0,32,3,0,0,0,0,0,0,3,19,10,9,4,3,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,0,0,6,7,13,8,5,4,0,0,40,0,0,0,0,0,0,0,0,13,19,8,6,4,4,0,52,26,29,12,9,10,4,0,93
UCL221023,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,37,10,4,6,0,0,77,0,0,0,0,0,0,0,0,20,35,14,4,7,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,19,36,18,8,9,0,0,94
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,3,0,3,0,0,44,0,0,0,0,0,0,0,0,14,21,3,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,9,3,0,0,29,0,4,0,0,0,0,0,4,6,6,11,9,3,3,0,37,20,30,14,10,5,5,0,86
UCL221025,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,28,25,16,14,9,4,0,87,0,0,0,0,0,0,0,0,27,24,19,12,9,4,0,100,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,3,0,21,0,0,0,0,0,0,0,0,3,4,3,3,4,3,0,25,29,30,25,17,19,6,0,120
UCL221026,0,0,0,0,4,0,0,5,3,5,0,0,0,0,0,9,0,0,3,0,0,0,0,7,27,23,17,11,13,5,0,94,0,0,0,0,0,0,0,0,31,27,23,11,19,9,0,119,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,18,9,6,10,0,0,58,0,3,0,0,0,0,0,3,10,23,13,3,10,3,0,68,40,50,35,19,34,8,0,193
UCL221027,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,24,3,4,5,5,0,59,0,0,0,0,0,0,0,0,23,25,8,4,9,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,9,6,3,3,0,0,24,0,0,0,0,0,0,0,0,3,6,5,3,3,0,0,26,26,34,12,12,15,3,0,97
UCL221028,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,8,10,5,7,0,0,40,0,0,0,0,0,0,0,0,16,10,9,6,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,13,21,19,17,9,12,0,0,70
UCL221029,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,9,0,0,0,0,0,10,21,17,4,11,3,0,0,56,0,0,0,0,0,0,0,0,25,28,4,11,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,4,0,0,30,0,0,0,0,0,0,0,0,9,9,3,3,4,0,0,30,36,39,3,13,15,0,0,107
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,27,16,9,8,3,0,75,0,0,0,0,0,0,0,0,12,27,21,7,4,3,3,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,5,0,6,0,3,12,17,27,23,7,10,3,5,97
UCL221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,40,29,14,22,0,3,137,3,0,0,0,0,0,0,3,37,42,27,16,19,0,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,4,0,0,23,0,0,0,0,0,0,0,0,8,11,0,3,4,0,0,23,41,53,25,20,29,0,4,169
UCL221032,3,0,0,0,0,0,0,0,6,3,3,0,0,0,0,16,0,0,0,0,4,0,0,3,25,11,6,4,11,0,0,59,0,0,0,0,0,0,0,0,36,13,10,8,14,0,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,8,10,3,0,0,55,0,0,0,0,0,0,0,0,15,23,11,10,3,0,0,58,44,37,18,14,20,3,0,143
UCL221033,0,0,4,0,0,0,0,5,3,0,0,0,0,5,0,14,0,4,0,3,7,0,0,13,20,26,13,11,18,7,0,97,0,0,0,0,0,0,0,0,26,28,24,12,25,13,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,20,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,20,30,31,31,21,30,13,3,150
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,7,27,24,6,10,12,5,0,80,0,0,0,0,0,0,0,0,34,26,13,9,10,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,9,3,3,8,0,0,24,32,32,10,9,15,6,0,110
UCL221035,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,12,10,9,0,9,3,0,45,0,0,0,0,0,0,0,0,14,19,11,3,7,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,3,4,0,3,3,3,0,0,18,15,16,12,6,16,3,0,74
UCL221036,5,6,0,0,0,3,0,11,8,3,0,0,3,0,0,20,6,6,3,0,3,0,0,18,45,72,24,18,30,10,0,199,0,0,0,0,0,0,0,0,57,86,30,18,38,11,0,247,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,4,3,0,0,15,0,0,0,0,0,0,0,0,3,6,3,4,3,0,0,27,63,96,34,21,39,14,3,272
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,13,13,6,0,0,83,0,0,0,0,0,0,0,0,26,21,13,13,12,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15,25,29,18,18,8,5,0,100
UCL221038,0,4,0,0,0,0,0,8,3,0,5,4,3,3,0,12,0,0,0,0,0,0,0,3,36,37,31,13,19,6,0,137,0,0,0,0,0,0,0,3,40,41,36,15,20,10,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,3,4,8,3,3,0,0,19,42,48,43,22,25,10,0,182
UCL221039,3,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,16,14,17,15,13,3,0,74,0,0,0,0,0,0,0,0,17,19,16,15,18,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,4,0,16,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,18,20,22,17,17,25,9,0,112
UCL221040,0,3,0,3,0,0,0,8,7,8,4,0,5,0,0,22,4,4,0,0,0,0,0,10,49,47,32,19,28,4,0,181,0,0,3,0,0,0,0,3,59,61,39,23,35,8,3,227,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,10,0,7,0,0,30,63,72,46,23,36,8,6,257
UCL221041,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,8,3,3,0,3,0,0,0,14,45,52,30,13,16,13,3,179,0,0,0,0,0,0,0,0,52,60,31,25,24,13,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,26,0,0,0,0,0,0,0,0,4,4,8,0,3,0,0,26,60,69,38,27,27,14,3,229
UCL221042,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,23,49,16,11,19,3,0,125,0,3,0,0,0,0,0,3,33,48,18,15,16,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,0,0,19,0,0,0,0,0,0,0,0,0,7,4,7,5,0,0,22,33,58,26,15,21,9,0,157
UCL221043,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,11,25,17,5,7,3,0,70,0,0,0,0,0,0,0,0,18,27,17,5,7,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,24,0,0,0,0,0,0,0,3,3,9,7,4,3,0,0,24,15,34,31,12,13,4,0,106
UCL221044,0,3,0,0,0,0,0,3,0,4,5,0,6,0,0,12,0,0,0,0,0,0,0,6,43,32,14,16,9,3,0,121,0,0,0,0,0,0,0,0,43,38,18,18,12,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,5,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,15,44,48,25,18,14,10,0,150
UCL221045,0,3,4,0,0,0,0,6,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,12,5,5,3,0,0,0,30,0,0,0,0,0,0,0,0,9,14,9,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,10,8,0,0,21,0,0,0,0,0,0,0,0,3,3,0,10,10,0,0,27,17,12,12,13,12,0,0,64
UCL221046,6,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,20,27,8,12,11,3,0,79,0,0,0,0,0,0,0,0,29,28,16,9,10,6,0,92,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,3,3,0,12,10,11,0,0,27,0,0,0,0,0,0,0,0,3,3,16,14,14,4,0,45,28,28,24,26,21,12,0,137
UCL221047,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,20,12,4,10,0,0,74,0,0,0,0,0,0,0,0,33,25,12,4,10,3,0,85,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,3,9,0,0,23,0,0,0,0,0,0,0,0,0,6,7,3,7,0,0,25,30,26,18,7,22,3,0,109
UCL221048,0,4,0,0,4,0,0,10,14,7,0,0,0,0,0,20,3,0,0,0,0,0,0,3,88,58,28,13,11,0,0,203,0,0,0,0,0,0,0,0,99,71,29,16,11,0,0,231,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,16,3,4,0,0,0,48,0,0,0,0,0,0,0,0,20,16,3,4,3,0,0,54,121,90,35,19,19,7,0,286
UCL221049,3,0,3,0,0,0,0,7,5,0,0,0,7,0,3,21,0,0,3,3,5,3,0,17,22,30,14,9,20,10,3,106,0,0,0,0,0,0,0,0,29,34,22,14,28,19,12,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,30,35,19,11,27,19,12,157
UCL221050,3,3,0,0,0,0,0,4,0,3,0,0,0,0,0,3,3,4,0,0,0,0,0,9,34,31,15,6,10,3,0,103,0,0,0,0,0,0,0,0,39,43,20,11,9,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,9,8,0,0,37,0,0,0,0,0,0,0,3,10,8,11,9,8,0,0,41,47,52,24,13,21,3,3,166
UCL221051,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,8,0,0,0,3,0,0,0,8,50,58,27,12,20,9,4,181,0,3,0,0,0,0,0,3,53,65,30,17,25,9,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,53,66,32,19,27,9,9,209
UCL221052,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,24,33,22,9,6,0,0,98,0,0,0,0,0,0,0,0,29,35,26,7,6,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,10,4,5,0,0,32,0,0,0,0,0,0,0,0,8,6,15,8,6,0,0,40,37,44,37,12,13,4,0,150
UCL221053,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,25,17,23,3,0,113,0,0,0,0,0,0,0,0,21,29,25,17,23,3,0,112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,13,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,13,9,7,3,0,0,39,21,46,33,18,27,3,3,148
UCL221054,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,9,16,20,11,8,21,3,4,78,0,0,0,0,0,0,0,0,18,23,9,9,21,8,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,5,3,0,3,0,0,17,0,0,0,0,0,0,0,0,6,8,6,0,3,0,0,25,22,34,19,9,26,4,4,116
UCL221055,3,0,0,0,3,0,0,12,9,5,0,3,0,0,0,20,0,0,3,0,0,0,0,9,37,33,25,6,15,9,0,126,0,0,0,0,0,0,0,0,45,48,28,9,24,6,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,3,7,0,0,24,0,0,0,0,0,0,0,0,4,6,3,4,7,0,0,26,47,52,34,16,26,9,0,186
UCL221056,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,6,13,21,8,10,6,0,0,59,0,0,0,0,0,0,0,3,17,24,17,11,9,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,17,28,18,10,8,0,0,81
UCL221057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,3,21,24,15,3,0,5,0,70,0,0,0,0,0,0,0,0,21,27,15,3,5,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,20,0,0,0,0,0,0,0,0,4,7,10,3,0,0,0,24,28,30,25,12,7,8,0,104
UCL221058,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,4,3,0,0,3,0,0,0,14,33,48,18,8,19,4,0,125,0,0,0,0,0,0,0,0,46,51,17,14,25,3,4,151,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,18,7,3,0,0,0,35,0,0,0,0,0,0,0,0,8,14,7,3,3,0,0,37,55,66,24,15,22,7,4,192
UCL221059,0,3,3,0,4,0,0,9,0,3,4,0,0,0,0,11,0,4,0,0,0,0,0,3,19,26,19,6,10,3,0,74,0,0,0,0,0,0,0,3,22,37,23,10,12,3,0,103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,25,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,30,27,41,34,14,12,3,4,129
UCL221060,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,6,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,4,0,7,6,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,7,6,6,7,9,9,0,0,34
UCL221061,3,3,0,0,0,0,0,11,3,4,0,0,0,0,0,10,3,0,0,0,0,0,0,5,20,19,22,3,6,3,0,72,0,0,0,0,0,0,0,0,27,22,25,4,8,3,5,92,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,15,6,0,4,0,0,32,0,0,0,0,0,0,0,0,9,19,10,3,3,0,0,44,29,43,38,6,15,3,5,137
UCL221062,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,14,8,12,3,0,82,0,0,0,0,0,0,0,3,22,31,13,8,12,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,5,8,3,4,0,44,3,0,0,0,0,0,0,3,12,10,6,8,11,4,0,50,35,42,24,15,18,6,0,137
UCL221063,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,15,14,10,4,4,0,65,0,0,0,0,0,0,0,0,20,17,14,10,4,4,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,6,0,0,18,0,0,0,0,0,0,0,0,0,9,4,7,6,0,0,24,17,27,20,13,12,4,0,89
UCL221064,0,3,0,0,0,0,0,3,5,13,4,0,0,0,0,17,0,7,3,0,0,0,0,7,37,45,17,13,9,0,4,122,0,0,0,0,0,0,0,0,46,58,22,13,14,3,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,3,4,6,0,0,21,0,0,0,0,0,0,0,0,6,8,3,4,6,0,0,22,51,67,28,13,22,4,3,183
UCL221065,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,25,29,16,9,13,4,0,101,0,0,0,0,0,0,0,0,22,29,22,14,13,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,15,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,15,35,41,23,19,13,4,0,127
UCL221066,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,3,0,0,0,0,0,0,5,25,25,11,3,13,3,0,80,0,0,0,0,0,0,0,0,35,29,13,6,13,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,6,7,0,0,33,0,0,0,0,0,0,0,0,3,14,10,6,7,0,0,36,34,42,20,11,20,5,0,130
UCL221067,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,7,4,3,3,0,0,0,0,10,40,40,19,6,4,0,0,112,0,3,0,0,0,0,0,3,46,49,22,10,6,0,0,136,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,5,7,0,7,0,0,21,0,0,0,0,0,0,0,0,5,9,11,0,5,0,0,36,57,57,31,10,14,0,0,170
UCL221068,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,11,3,3,0,3,0,0,0,11,34,31,14,7,14,0,0,102,0,0,0,0,0,0,0,0,39,39,19,14,20,0,0,129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,19,6,7,12,0,0,45,0,3,0,0,0,0,0,3,8,18,9,7,7,0,0,48,46,60,30,21,29,0,0,181
UCL221069,0,3,5,4,4,0,0,17,5,9,8,4,12,0,0,37,7,5,3,0,0,0,0,16,77,80,56,35,33,16,3,312,0,0,0,0,0,0,0,0,88,98,74,48,51,12,3,379,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,16,11,11,7,3,0,55,0,0,0,0,0,0,0,0,10,13,9,11,8,3,0,60,96,117,83,55,62,16,3,432
UCL221070,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,25,31,13,10,17,5,0,106,0,0,0,0,0,0,0,0,25,33,21,18,17,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,5,10,4,8,0,0,38,0,0,0,0,0,0,0,0,12,5,8,4,14,0,0,42,39,38,30,19,30,8,0,160
UCL221071,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,11,28,35,29,16,22,0,0,137,0,0,0,0,0,0,0,0,28,38,34,21,21,7,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,19,35,38,35,23,28,3,0,171
UCL221072,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,19,6,11,8,0,0,60,0,0,0,0,0,0,0,0,22,23,9,11,9,0,0,77,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,20,0,0,0,0,0,0,0,3,0,3,5,4,7,0,0,26,21,33,21,17,17,0,0,108
UCL221073,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,10,14,13,9,6,3,0,51,0,0,0,0,0,0,0,3,14,28,16,9,4,3,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,10,3,3,6,0,0,23,18,34,17,8,7,6,0,91
