UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL215028,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,8,4,0,0,0,0,0,11,7,11,3,0,0,0,25,11,5,3,3,6,0,32,13,10,0,0,0,0,29,13,16,5,4,6,0,34,14,9,0,3,0,0,30,9,16,3,0,0,0,21,9,8,0,0,0,0,27,7,8,0,0,0,0,22,3,0,0,3,0,0,5,4,0,0,0,0,0,4,0,4,0,0,3,0,10,6,3,0,0,0,0,5,4,4,0,0,0,0,3,3,0,0,0,0,0,7,10,7,5,0,0,0,22,122,105,26,19,26,0,294
UCL215029,0,3,4,0,0,0,7,3,0,0,0,0,0,3,3,3,0,0,0,0,7,0,3,0,0,0,0,10,3,3,3,0,0,0,15,3,5,4,0,0,0,19,5,6,9,0,3,0,34,10,8,7,3,4,0,38,10,14,0,0,5,0,32,21,23,3,4,3,0,45,9,10,3,0,0,0,26,5,7,3,0,0,0,17,3,3,0,0,0,0,7,4,5,0,0,0,0,8,4,4,4,0,0,0,9,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,3,3,4,0,21,96,123,52,21,28,3,315
UCL215030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,4,0,4,0,3,3,14,4,11,0,4,0,0,21,12,4,3,3,0,0,22,3,10,0,0,0,0,12,3,4,3,0,0,0,10,3,3,0,0,0,0,6,0,4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,41,41,15,10,8,3,123
UCL215031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,13,7,0,0,0,0,0,14,3,15,0,0,0,0,24,6,3,4,0,0,0,16,3,5,0,3,0,0,12,4,4,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,50,14,10,3,0,108
UCL215032,3,0,0,0,0,0,10,0,0,0,0,0,0,9,5,0,0,0,3,0,8,3,4,0,0,4,0,16,14,3,0,7,3,0,32,17,21,0,4,0,0,39,6,10,0,7,3,0,30,4,16,4,9,0,0,37,6,11,3,0,0,0,25,3,12,3,0,0,0,18,3,4,0,0,3,0,8,3,5,0,3,0,0,12,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,72,115,23,30,23,3,266
UCL215033,4,0,0,0,0,0,9,3,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,6,0,0,0,0,8,0,7,0,0,0,0,12,7,23,3,0,0,0,31,9,25,5,0,0,0,46,19,53,3,0,3,0,80,20,40,3,0,0,0,68,28,51,6,3,0,0,90,20,31,5,0,0,0,58,14,24,0,3,0,0,37,10,30,6,0,0,0,57,14,15,7,3,0,0,32,0,3,0,0,0,0,6,0,8,0,0,0,0,8,3,11,0,0,0,0,17,149,352,45,17,11,7,577
UCL215034,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,4,0,0,0,10,3,8,0,0,0,0,8,0,0,0,3,3,0,11,3,3,0,0,0,0,9,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,29,12,3,8,0,74
UCL215035,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,6,0,4,0,3,0,0,6,3,3,0,0,0,0,9,3,8,4,3,0,0,17,4,5,3,0,0,0,13,3,16,0,0,0,0,19,4,10,0,0,0,0,20,9,11,4,0,0,0,20,3,14,7,0,0,0,24,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,43,92,29,10,8,0,175
UCL215036,6,0,0,0,0,0,9,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,4,3,0,0,0,6,0,6,5,3,0,0,11,0,5,0,3,0,0,14,0,9,4,0,4,0,26,3,12,3,0,0,0,24,0,13,0,0,0,0,16,9,15,3,4,0,0,22,0,4,3,0,0,0,10,4,3,0,0,0,0,10,4,3,0,0,0,0,14,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,10,43,94,27,16,9,0,192
UCL215037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,7,0,3,0,0,0,10,3,0,3,0,6,0,12,8,3,0,3,0,0,15,9,11,4,3,0,0,27,7,5,3,0,0,0,15,3,4,0,0,0,0,10,0,5,0,0,0,0,5,3,4,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,8,61,36,21,6,10,0,137
UCL215038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,14,0,3,0,3,0,0,8,10,6,6,3,3,0,26,3,17,3,0,0,0,29,5,7,6,0,0,0,25,3,9,0,0,0,0,16,5,5,0,0,0,0,14,0,7,5,0,0,0,10,0,3,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,63,24,18,8,0,154
UCL215039,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,5,7,0,0,0,0,21,10,8,0,0,3,0,20,6,15,0,8,0,0,22,4,8,0,0,0,0,13,3,3,5,0,0,0,10,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,46,50,13,9,10,0,123
UCL215040,3,0,0,0,0,0,9,5,4,0,0,0,0,12,3,5,3,0,0,0,11,3,4,0,0,5,0,18,12,20,13,3,0,0,46,9,22,9,0,0,0,47,17,23,3,3,3,0,50,7,14,3,3,3,0,33,6,10,3,0,0,0,18,4,14,0,0,0,0,28,3,3,0,0,0,0,7,3,7,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,84,136,38,12,16,0,296
UCL215041,4,0,0,0,0,0,6,0,0,0,0,0,0,3,6,3,3,0,0,0,11,0,3,0,3,0,0,6,0,4,3,0,0,0,10,5,3,3,0,3,0,15,5,9,5,0,0,0,19,7,28,3,5,4,0,50,13,26,4,0,0,0,48,8,36,7,3,0,0,44,6,16,8,0,0,0,26,3,17,3,0,0,0,32,5,8,0,0,0,0,15,0,7,0,0,0,0,9,5,3,0,0,0,0,11,5,6,5,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,0,0,0,0,15,76,172,48,19,12,3,330
UCL215042,0,3,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,3,3,0,0,0,12,8,3,3,3,0,0,14,3,5,3,0,5,0,17,9,4,3,0,0,0,24,9,7,4,0,0,0,24,11,17,0,0,0,0,25,6,15,3,0,0,0,24,4,3,0,0,0,0,4,3,4,3,0,0,0,15,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,11,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,64,85,24,17,6,0,191
UCL215043,4,3,0,0,0,0,9,3,3,0,0,0,0,12,8,0,0,3,3,0,14,4,6,3,0,0,0,17,6,7,7,3,3,0,23,9,16,7,6,6,0,43,12,17,7,3,4,0,38,8,25,5,3,0,0,43,15,16,17,0,0,0,49,6,17,3,0,0,0,31,0,13,0,0,0,0,14,4,10,4,0,0,0,20,5,3,0,0,0,0,7,0,3,0,0,0,0,4,3,4,0,0,0,0,5,4,4,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,9,100,149,54,24,22,3,360
UCL215044,8,0,0,0,0,0,14,4,0,0,0,0,0,7,3,3,0,0,0,0,5,3,0,4,0,0,0,16,4,4,3,0,7,0,19,8,10,6,4,4,0,27,10,19,4,4,3,0,43,10,19,13,7,11,0,58,22,23,8,6,0,0,59,26,35,3,5,3,0,69,5,13,4,4,6,0,36,18,39,5,0,0,0,62,5,7,4,0,0,0,20,4,7,0,0,0,0,12,4,11,0,0,0,0,17,10,7,4,0,0,0,18,5,3,3,0,0,0,11,0,0,0,0,0,0,4,13,0,0,0,5,0,19,153,209,64,33,43,0,495
UCL215045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,3,3,0,0,0,0,4,6,3,0,0,0,0,16,4,3,0,0,0,0,13,7,6,5,0,3,0,17,8,11,0,6,3,0,33,13,10,3,3,0,0,26,4,15,3,0,0,0,28,7,11,0,0,0,0,16,7,13,4,0,0,0,18,0,5,0,0,0,0,12,0,5,0,0,0,0,5,3,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,73,88,19,14,14,0,211
UCL215046,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,7,3,0,0,3,3,0,6,4,3,0,0,3,0,11,8,7,3,4,0,0,22,6,6,0,0,0,0,20,10,13,3,0,0,0,26,0,8,3,0,0,0,13,4,5,3,0,0,0,15,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,45,67,30,10,5,0,151
UCL215047,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,6,4,3,6,3,3,0,18,5,3,0,3,0,0,14,7,8,4,3,4,0,25,3,17,0,3,4,0,33,18,16,0,0,0,0,36,6,11,0,0,0,0,15,5,7,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,4,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,11,69,83,23,23,14,0,214
UCL215048,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,27,23,8,0,0,0,54
UCL215049,10,4,0,0,0,0,20,4,0,3,0,0,0,6,0,3,0,0,3,0,5,0,3,0,0,0,0,3,7,0,6,0,0,0,14,4,3,0,0,0,0,6,10,8,0,0,0,0,22,3,8,4,0,0,0,17,3,9,3,0,3,0,24,5,13,9,0,0,0,28,5,14,3,0,0,0,22,8,20,3,0,4,0,40,3,6,0,0,0,0,13,0,0,3,0,0,0,6,6,32,0,0,0,0,39,17,39,0,0,0,0,55,12,16,3,0,0,0,29,9,5,3,0,0,0,21,3,6,3,4,0,0,22,106,208,50,13,15,0,390
UCL215050,3,4,0,0,0,0,11,3,0,0,0,0,0,7,3,0,3,4,3,0,21,3,4,3,0,3,0,19,9,14,10,3,0,0,43,9,19,8,4,3,0,39,24,27,4,3,3,0,59,24,25,7,7,4,0,68,17,21,3,5,0,0,48,7,21,3,0,0,0,38,7,13,3,0,0,0,23,7,17,3,0,0,0,23,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,6,0,0,0,0,9,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,0,0,23,127,181,58,30,19,7,421
UCL215051,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,4,3,0,0,6,3,0,0,0,0,0,5,5,4,0,0,0,0,8,8,0,3,0,3,0,10,3,8,4,0,0,0,15,3,0,3,0,0,0,11,3,4,0,0,0,0,9,3,5,0,0,0,0,7,3,7,0,0,0,0,13,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,54,33,17,12,6,0,125
UCL215052,3,0,3,0,0,0,4,0,0,0,0,0,0,4,4,3,0,0,3,0,7,0,0,0,0,3,0,8,3,0,3,5,3,0,9,11,12,3,0,0,0,34,4,17,3,0,3,0,28,10,25,7,0,0,0,40,8,18,5,0,0,0,33,5,14,7,3,4,0,30,7,16,0,4,0,0,27,10,10,5,0,0,0,20,3,4,0,0,0,0,5,0,0,3,0,0,0,8,0,3,0,0,0,0,8,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,20,74,142,47,25,14,0,299
UCL215053,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,3,0,3,0,7,0,4,3,0,0,0,6,10,8,3,10,3,0,35,10,25,5,6,5,0,50,8,6,6,5,3,0,30,5,15,3,0,0,0,25,3,8,0,0,0,0,13,0,4,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,12,55,73,38,25,17,4,209
UCL215054,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,5,0,0,0,0,5,5,0,0,0,0,0,8,4,6,4,5,4,0,20,3,6,4,0,6,0,23,14,9,3,0,0,0,30,10,16,3,0,5,3,45,9,17,4,4,4,0,33,6,5,3,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,63,67,19,24,24,7,201
UCL215055,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,3,3,0,6,4,0,3,3,0,0,13,5,3,0,0,3,0,16,7,4,4,4,0,0,18,4,10,4,0,0,0,16,6,19,0,0,0,0,25,4,12,5,0,0,0,19,4,14,0,0,0,0,18,3,4,0,0,0,0,10,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,3,4,0,19,46,83,27,15,19,0,185
UCL215056,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,6,7,0,3,0,0,17,5,7,3,0,0,0,19,6,12,0,0,0,0,17,0,3,4,3,0,0,8,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,9,8,3,0,101
UCL215057,3,3,0,0,0,0,6,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,12,3,0,0,3,0,0,11,12,11,3,4,0,0,29,5,13,0,0,0,0,20,3,6,3,0,0,0,14,5,3,0,0,0,0,13,0,8,3,0,3,0,15,0,3,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,5,56,63,17,10,11,0,154
UCL215058,4,4,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,0,0,3,3,0,14,9,10,9,6,0,0,33,6,18,7,3,0,0,36,12,21,11,0,3,0,48,8,4,6,0,3,0,23,6,10,4,4,0,0,25,4,9,0,0,0,0,17,3,5,4,0,0,0,12,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,78,105,35,14,17,0,254
UCL215059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,3,7,0,3,0,0,0,9,4,3,4,0,3,0,12,8,5,0,4,0,0,19,11,7,4,3,0,0,32,9,9,5,0,0,0,22,6,9,3,0,0,0,19,0,8,0,0,0,0,9,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,4,0,0,0,11,66,53,24,7,4,3,156
UCL215060,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,3,0,0,9,9,7,0,0,4,0,22,6,9,6,0,0,0,16,3,5,3,4,0,0,20,3,10,0,0,0,0,16,3,6,0,0,0,0,7,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,56,13,15,3,3,127
UCL215061,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,7,0,0,0,0,16,9,15,8,0,3,0,37,6,13,8,0,0,0,29,6,9,0,0,0,0,12,3,14,3,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,54,78,19,5,6,0,159
UCL215062,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,8,0,0,3,5,0,20,7,9,3,6,4,0,39,18,15,7,7,5,0,54,21,20,9,4,0,0,52,13,19,3,4,4,0,45,9,11,8,0,0,0,22,10,16,3,0,0,0,31,7,3,3,0,0,0,15,3,6,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,3,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,6,0,0,0,18,104,126,53,32,27,4,339
UCL215063,0,0,3,0,0,0,5,9,0,0,0,0,0,5,3,3,0,3,3,0,11,3,3,0,0,0,0,11,0,8,0,3,0,0,18,4,15,0,0,0,0,23,3,13,3,0,3,0,22,3,8,3,0,0,0,19,0,7,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,52,21,10,9,0,133
UCL215064,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,0,4,3,0,11,0,0,0,0,0,0,6,3,7,0,0,0,0,8,5,11,0,0,0,0,18,0,0,0,0,0,0,10,3,3,0,0,0,0,6,0,3,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,10,3,3,0,80
UCL215065,13,0,0,0,0,0,17,3,0,0,0,0,0,3,6,0,0,0,0,0,5,5,3,4,0,0,0,13,11,3,3,0,3,0,22,12,15,9,4,3,0,30,7,11,3,3,0,0,31,12,12,5,3,0,0,34,4,12,0,0,0,0,18,8,8,0,0,0,0,18,5,7,0,0,0,0,7,3,7,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,4,0,0,0,7,3,3,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,5,3,0,4,0,13,107,82,31,11,10,0,252
UCL215066,7,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,3,0,0,0,5,8,3,0,0,0,0,8,3,0,8,0,4,0,13,3,13,10,0,0,0,31,4,11,4,0,3,0,20,3,11,0,4,0,0,13,6,8,3,0,0,0,17,3,3,0,0,0,0,10,7,11,4,0,0,0,29,0,5,0,0,0,0,8,5,0,0,0,0,0,3,0,5,0,4,0,0,13,10,14,3,0,0,0,29,8,6,0,0,0,0,17,0,5,3,0,0,0,5,3,4,0,0,0,0,10,77,95,42,12,9,0,242
UCL215067,5,0,0,0,0,0,7,4,0,0,0,0,0,7,6,0,0,0,0,0,8,0,0,0,0,0,0,3,3,3,0,0,0,0,9,3,4,0,0,0,0,8,10,5,3,0,0,0,18,13,20,4,3,4,0,33,8,13,0,3,0,0,23,10,3,3,0,0,0,13,7,14,4,0,0,0,18,6,15,0,0,0,0,26,3,9,0,0,0,0,12,3,3,0,0,0,0,7,0,15,3,0,0,0,16,7,12,0,0,0,0,20,3,0,0,0,0,0,5,3,0,0,0,0,0,3,7,4,0,0,0,0,7,92,126,23,14,4,0,251
UCL215068,3,3,0,0,0,0,4,3,0,0,0,0,0,9,0,4,3,0,0,0,7,3,0,4,4,3,0,18,17,9,6,4,8,0,38,18,17,9,4,0,0,46,10,19,6,3,3,0,41,10,15,3,0,3,0,33,5,10,4,3,0,0,13,3,10,0,0,0,0,13,5,3,4,0,0,0,9,7,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,3,0,17,86,104,43,23,21,0,279
UCL215069,8,7,7,0,0,0,16,0,3,3,0,0,0,10,0,0,0,0,0,0,5,3,0,3,0,3,0,10,4,5,3,0,0,0,15,5,3,6,3,0,0,22,11,16,7,0,3,0,32,10,10,12,0,3,0,39,14,21,12,0,3,0,46,6,15,10,7,3,0,44,5,29,7,0,3,0,39,11,37,9,0,3,0,66,6,16,0,0,0,0,23,0,9,7,3,0,0,17,6,27,5,0,0,0,37,10,27,3,0,0,0,43,3,6,3,0,0,0,18,0,3,0,0,0,0,3,6,7,6,0,8,0,27,115,243,104,21,23,0,520
