UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL215094,0,6,43,40,61,34,5,3,0,201,0,3,31,26,33,20,3,0,0,122,0,0,18,21,29,17,0,0,0,81,0,0,8,6,14,13,0,0,0,45,0,0,10,16,18,10,0,0,0,58,0,0,3,7,6,8,0,0,0,24,41,8,26,32,31,16,28,21,10,208,200,142,331,334,423,353,345,175,99,2398
UCL215095,0,3,34,20,16,9,4,0,0,81,0,3,13,10,12,12,0,0,0,51,0,0,12,10,11,3,0,0,0,35,0,0,4,3,7,8,3,0,0,21,0,0,3,4,3,7,0,0,0,23,0,0,0,0,0,3,0,0,0,3,9,3,9,7,6,22,17,12,4,83,47,69,172,117,122,168,144,68,15,921
UCL215096,0,7,17,12,16,16,11,0,3,88,0,0,15,4,7,7,0,0,3,37,0,0,3,7,4,3,3,0,0,21,0,0,4,4,7,4,0,0,0,17,0,0,0,0,10,3,3,0,0,16,0,0,0,5,0,0,0,0,3,12,26,8,23,8,16,31,34,28,21,190,91,78,168,126,191,252,252,191,109,1462
UCL215097,0,3,14,13,13,13,7,0,0,65,0,0,8,7,14,12,4,0,0,51,0,0,8,3,9,6,0,0,0,26,0,0,0,3,4,6,0,0,0,15,0,0,0,0,12,5,0,0,0,23,0,0,0,0,0,6,4,0,3,14,9,4,7,7,12,19,25,11,9,105,59,43,84,109,136,198,190,117,50,980
UCL221001,0,0,13,15,21,9,0,0,0,56,0,3,10,15,6,8,0,0,0,36,0,0,0,3,10,4,0,0,0,20,0,0,3,7,5,0,0,0,0,20,0,0,4,5,3,4,0,0,0,19,0,0,0,3,0,3,0,0,0,13,13,3,3,7,3,5,3,0,3,44,60,44,88,111,109,82,41,19,5,562
UCL221002,0,0,8,14,16,8,8,3,0,53,0,3,5,17,8,8,3,0,0,39,0,0,3,8,7,4,5,0,0,23,0,0,3,4,7,0,3,0,0,20,0,0,0,3,3,3,0,0,0,20,0,0,0,0,4,0,4,0,0,10,12,3,7,19,17,10,9,10,4,84,53,36,74,108,114,139,113,49,13,697
UCL221003,0,0,10,13,8,3,4,0,3,38,0,0,7,3,10,0,0,0,0,18,0,4,3,7,6,0,0,0,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,9,6,3,3,14,5,17,29,20,11,111,32,39,71,109,97,152,170,108,28,804
UCL221004,0,3,7,11,6,8,0,0,0,35,0,0,7,4,9,7,3,0,0,27,0,3,3,3,8,4,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,10,8,3,3,3,0,39,31,30,62,67,81,70,43,14,9,415
UCL221005,0,0,6,6,14,11,3,3,0,43,0,0,3,8,15,8,4,0,0,35,0,0,3,12,14,8,0,0,0,34,0,0,0,7,5,6,0,0,0,20,0,0,3,15,16,3,0,0,0,35,0,0,0,4,17,6,0,0,0,28,15,0,0,4,9,9,5,0,0,44,81,35,32,93,165,93,51,21,9,581
UCL221006,0,0,10,5,8,11,0,0,0,43,0,0,10,4,4,0,0,0,0,18,0,0,7,3,3,4,3,0,0,18,0,0,3,0,0,3,3,0,0,8,0,0,10,0,0,0,0,0,0,13,0,0,3,4,0,0,0,0,0,9,3,4,14,3,5,11,14,16,12,73,44,30,80,56,94,69,109,54,32,558
UCL221007,0,3,8,13,5,4,3,3,0,40,0,4,11,3,3,0,0,0,0,27,0,0,3,3,0,3,3,0,0,14,0,0,0,3,0,3,0,0,0,9,0,0,0,3,4,3,5,0,0,16,0,0,0,3,0,3,0,0,0,3,4,3,3,5,3,3,8,5,0,28,28,20,61,76,67,68,78,27,3,424
UCL221008,0,0,3,3,13,12,0,0,0,27,0,0,3,3,3,3,0,0,0,16,0,0,3,3,8,4,4,0,0,23,0,0,0,3,0,0,0,0,0,5,0,0,3,3,6,5,0,0,0,23,0,0,0,0,3,0,0,0,0,4,5,3,4,7,10,5,12,3,0,49,31,25,54,58,80,95,79,24,5,457
UCL221009,0,0,5,8,11,11,3,3,3,44,0,0,3,3,3,7,0,0,0,20,0,0,3,3,8,0,3,0,0,17,0,0,0,4,5,3,0,0,0,9,0,0,6,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,6,6,15,19,19,30,105,33,12,49,77,78,117,129,82,70,642
UCL221010,0,0,11,11,3,11,3,0,0,40,0,0,8,10,3,3,3,0,0,31,0,0,3,5,3,0,0,0,0,13,0,0,0,0,0,10,0,0,0,13,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,3,0,6,3,3,3,8,4,4,5,4,0,38,32,26,83,68,66,105,50,27,3,461
UCL221011,0,0,9,0,13,9,3,0,0,37,0,0,3,10,0,3,4,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,0,9,10,13,11,5,7,59,39,26,42,78,82,82,69,29,10,447
UCL221012,0,0,9,3,9,12,3,0,0,39,0,0,7,8,8,3,0,0,0,28,0,0,3,3,9,3,3,0,0,30,0,0,0,5,3,3,0,0,0,15,0,0,0,4,6,6,0,0,0,19,0,0,0,4,0,0,0,0,0,10,3,0,6,11,7,7,11,4,0,44,41,19,44,88,98,72,52,10,10,430
UCL221013,0,0,3,9,6,7,3,0,0,33,0,0,5,3,15,4,0,0,0,24,0,0,0,7,10,11,0,0,0,30,0,0,0,3,4,3,0,0,0,8,0,0,0,10,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,4,0,0,3,8,7,0,0,0,22,37,12,33,84,92,71,39,11,9,383
UCL221014,0,0,17,16,16,3,0,0,0,62,0,0,4,6,8,7,0,0,0,30,0,0,3,3,3,9,0,0,0,24,0,0,0,8,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,7,7,0,8,4,22,4,6,9,0,65,33,30,89,85,112,70,47,25,6,487
UCL221015,0,3,4,4,16,11,3,0,0,45,0,0,8,9,7,10,3,3,0,43,0,0,3,3,4,12,0,0,0,23,0,0,3,7,4,4,3,0,0,18,0,0,0,0,8,3,0,0,0,11,0,0,0,4,0,3,0,0,0,13,7,0,8,10,12,10,18,13,3,83,33,28,80,90,96,155,155,78,18,724
UCL221016,0,0,16,16,6,5,0,0,0,47,0,0,12,9,8,4,0,0,0,34,0,0,3,3,8,4,0,0,0,18,0,0,3,7,3,0,0,0,0,13,0,0,3,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,3,0,3,5,5,4,5,0,34,41,20,73,86,72,70,40,16,10,404
UCL221017,0,3,9,6,17,4,0,0,0,42,0,0,0,4,15,4,0,0,0,23,0,0,3,3,3,7,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,3,0,4,7,0,0,0,12,0,0,0,0,0,0,0,0,0,5,7,4,0,3,3,10,9,3,3,36,55,54,65,86,120,146,93,40,19,678
UCL221018,0,3,5,3,13,21,3,0,0,55,0,0,4,3,3,10,0,0,0,19,0,0,0,3,8,5,3,0,0,21,0,0,6,5,5,0,0,0,0,18,0,0,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,5,15,15,11,17,17,89,47,28,55,73,146,179,133,107,65,844
UCL221019,0,0,6,13,16,19,4,4,3,63,0,0,3,4,11,8,0,0,0,27,0,0,6,8,6,9,0,0,0,27,0,0,3,4,0,5,0,0,0,10,0,0,0,11,6,3,0,0,0,24,0,0,0,0,0,3,0,0,0,9,14,19,13,12,17,26,24,18,7,144,77,63,104,147,191,275,212,118,40,1220
UCL221020,0,0,13,8,13,11,0,0,0,43,0,0,0,6,0,8,3,0,0,18,0,0,3,3,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,0,3,0,8,26,16,16,15,95,40,22,74,65,110,149,128,92,75,751
UCL221021,0,0,3,5,13,8,6,0,0,38,0,0,7,0,14,7,0,0,0,21,0,0,4,0,5,5,3,0,0,16,0,0,0,0,0,9,0,0,0,12,0,0,0,0,4,0,0,0,0,12,0,0,0,3,0,0,0,0,0,7,8,3,15,3,4,11,18,7,8,75,35,20,50,52,93,126,156,44,13,606
UCL221022,0,0,3,7,4,8,7,0,0,30,0,0,4,0,3,3,0,0,0,17,0,0,3,0,8,0,0,0,0,17,0,0,3,6,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,8,6,11,14,17,9,7,85,11,28,71,74,94,137,188,76,22,698
UCL221023,0,0,5,10,3,3,0,0,0,28,0,0,3,3,3,4,0,0,0,15,0,0,4,0,8,4,0,0,0,16,0,0,0,3,4,0,0,0,0,9,0,0,0,7,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,3,13,15,7,7,3,3,57,21,15,41,70,81,76,67,30,19,412
UCL221024,0,0,0,5,5,3,0,0,0,18,0,0,3,3,9,0,0,0,0,10,0,0,3,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,5,3,15,13,16,24,3,72,17,25,43,44,103,140,125,82,25,602
UCL221025,0,0,10,9,8,9,4,0,0,42,0,3,5,4,4,6,9,0,0,33,0,0,3,3,4,14,0,0,0,28,0,0,0,4,9,5,0,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,10,3,0,0,16,3,3,0,0,13,17,15,4,7,59,31,26,55,57,113,181,186,65,22,737
UCL221026,0,4,8,8,19,10,4,0,0,58,0,0,3,6,7,4,0,0,0,23,0,0,0,5,3,4,0,0,0,15,0,0,0,3,6,7,3,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,3,0,0,10,3,3,3,13,16,11,11,3,3,72,58,45,63,106,175,165,106,37,10,771
UCL221027,0,4,7,7,4,7,3,3,0,41,0,0,3,6,3,9,0,3,0,24,0,0,5,0,3,3,0,0,0,12,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,4,3,0,0,16,3,0,4,9,13,7,16,20,22,89,23,25,56,43,78,99,133,86,51,610
UCL221028,0,0,3,9,4,5,3,0,0,24,0,0,3,0,8,4,0,0,0,21,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,7,0,6,10,19,26,25,17,11,122,28,28,60,60,109,116,128,87,51,667
UCL221029,0,0,3,4,10,4,3,3,3,25,0,0,0,4,5,5,3,0,0,15,0,0,0,3,3,3,3,0,0,16,0,0,3,0,5,0,0,0,0,10,0,0,0,4,3,3,0,3,0,11,0,0,0,3,0,0,0,0,0,3,3,4,3,6,8,13,12,17,10,65,22,32,46,54,99,102,106,86,18,571
UCL221030,0,0,3,3,3,16,5,5,0,41,0,0,0,4,0,15,6,4,0,31,0,0,0,0,9,8,8,3,0,30,0,0,0,5,6,4,5,0,3,21,0,0,0,3,3,5,14,9,0,31,0,0,0,7,6,14,8,6,0,38,8,3,0,9,3,12,15,7,3,51,22,21,15,58,70,130,150,73,17,548
UCL221031,0,6,10,4,9,3,0,0,0,40,0,0,0,3,9,3,0,0,0,21,0,0,3,13,13,4,0,0,0,29,0,0,4,3,7,3,0,0,0,25,0,3,0,11,8,8,0,0,0,30,0,0,4,3,8,3,0,0,0,18,0,3,3,3,9,3,5,0,0,20,36,52,77,77,109,95,44,13,0,507
UCL221032,0,0,19,6,11,5,5,0,0,41,0,3,4,6,5,3,0,0,0,28,0,0,0,0,6,6,0,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,3,4,0,0,12,0,0,0,3,3,5,0,0,0,6,8,5,10,5,7,19,23,13,0,97,37,41,86,97,123,161,189,80,11,819
UCL221033,0,3,4,15,10,9,3,0,0,41,0,0,3,3,14,3,0,0,0,27,0,0,3,6,7,9,0,0,0,33,0,0,0,9,3,3,0,0,0,12,0,0,4,10,7,0,0,0,0,21,0,0,0,9,4,3,0,0,0,17,9,7,0,3,10,11,3,7,0,45,49,27,45,80,100,88,76,14,4,485
UCL221034,4,3,5,9,11,11,3,0,0,39,0,0,4,3,4,8,0,0,0,17,0,0,9,6,6,3,0,0,0,21,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,8,5,4,0,41,28,30,47,74,66,92,66,36,7,442
UCL221035,0,3,9,3,11,14,3,3,0,41,0,0,5,0,6,4,0,0,0,19,0,0,3,3,3,0,0,0,0,14,0,0,3,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,4,3,4,10,12,10,10,34,88,27,24,45,36,75,88,80,63,50,483
UCL221036,0,0,4,23,9,9,0,0,0,42,0,0,8,9,10,3,0,0,0,36,0,0,9,14,17,5,0,0,0,52,0,0,0,15,14,5,0,0,0,29,0,0,4,13,9,6,0,0,0,37,0,0,0,3,3,0,0,0,0,11,4,0,5,0,0,0,3,3,0,19,72,33,74,147,123,75,41,10,8,579
UCL221037,0,0,3,10,6,13,3,0,0,35,0,0,0,3,3,0,0,0,0,16,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,0,7,12,12,13,20,15,3,82,35,26,58,73,83,115,117,79,49,628
UCL221038,0,3,10,8,13,10,4,0,0,47,0,0,8,14,3,9,0,0,0,42,0,0,6,6,8,4,0,0,0,27,0,0,3,11,10,8,0,0,0,20,0,0,0,8,8,3,0,0,0,19,0,0,0,0,6,0,0,0,0,4,4,3,0,7,10,3,10,3,0,45,48,25,69,99,121,98,66,27,4,566
UCL221039,0,7,13,5,13,14,4,3,3,60,0,0,4,3,10,0,3,0,0,13,0,0,7,0,4,4,0,0,0,18,0,0,3,3,0,3,0,0,0,8,0,0,0,3,3,0,0,4,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,11,5,0,27,44,26,65,48,84,88,97,57,36,537
UCL221040,0,3,17,31,19,17,3,0,0,93,0,0,10,11,14,11,3,0,0,43,0,0,3,10,18,8,0,0,0,36,0,0,0,11,10,7,0,0,0,27,0,0,6,9,16,7,0,0,0,40,0,0,0,3,0,9,0,0,0,9,9,3,17,27,23,15,16,0,0,100,84,54,112,192,207,171,92,13,4,932
UCL221041,0,0,15,21,13,11,3,3,0,62,0,0,10,8,12,5,3,0,0,40,0,0,4,17,4,4,0,0,0,32,0,0,4,4,5,4,0,0,0,23,0,0,3,15,3,3,0,0,0,26,0,0,0,0,0,4,0,0,0,7,8,3,3,13,11,14,4,0,0,52,53,30,92,146,128,110,65,15,3,632
UCL221042,0,0,10,10,7,7,3,3,0,43,0,0,3,3,10,6,0,0,0,24,0,0,3,3,12,8,0,0,0,23,0,0,0,7,3,3,0,0,0,12,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,7,3,0,0,12,12,6,8,21,23,25,8,4,15,119,43,18,77,80,108,142,103,52,18,646
UCL221043,0,0,3,0,11,5,6,0,0,28,0,0,3,0,3,11,7,0,0,23,0,0,0,6,6,5,0,0,0,14,0,0,0,0,4,3,0,0,0,8,0,0,0,3,8,0,0,0,0,14,0,0,0,3,3,0,0,3,0,9,0,0,3,5,10,14,12,7,0,47,20,22,34,65,84,93,119,50,10,489
UCL221044,0,0,3,10,10,7,0,0,0,36,0,0,8,11,5,10,0,0,0,37,0,0,7,3,0,8,0,0,0,18,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,3,8,5,7,9,9,10,0,0,46,34,28,72,82,87,81,42,20,4,445
UCL221045,0,0,0,3,6,5,6,0,0,20,0,0,0,0,0,5,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,3,4,0,3,5,6,16,20,16,5,81,16,11,21,44,95,185,242,107,29,745
UCL221046,0,0,7,8,11,14,13,9,5,60,0,0,5,7,6,8,8,0,0,29,0,0,6,3,5,3,0,0,0,16,0,0,3,0,8,0,0,0,0,7,0,0,0,3,4,8,0,0,0,21,0,0,0,0,0,0,0,0,0,6,10,0,7,4,9,14,24,12,6,79,42,15,46,77,131,201,239,103,39,892
UCL221047,0,3,11,12,18,12,0,3,0,58,0,0,3,6,5,12,0,0,0,29,0,0,3,10,13,7,3,0,0,32,0,0,0,0,0,3,0,0,0,9,0,0,4,3,8,3,0,0,0,19,0,0,0,0,0,0,3,0,0,3,8,0,4,7,8,9,9,9,0,51,52,41,52,74,102,100,84,29,3,546
UCL221048,0,6,26,13,5,7,0,0,0,63,0,0,36,15,5,0,0,0,0,60,0,3,17,13,0,0,0,0,0,28,0,0,7,4,0,0,0,0,0,15,0,3,4,5,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,5,3,26,8,7,11,5,0,3,63,34,52,244,131,59,56,45,21,3,643
UCL221049,0,0,5,7,8,11,4,0,0,32,0,0,3,0,11,7,0,0,0,17,0,0,3,6,7,3,0,0,0,18,0,0,6,3,5,4,0,0,0,22,0,0,4,6,10,0,0,0,0,18,0,0,0,7,6,5,0,0,0,17,0,4,9,9,3,4,0,3,4,35,61,34,63,66,102,66,52,16,10,462
UCL221050,0,0,10,18,11,34,18,7,0,94,0,0,5,13,11,11,10,4,0,47,0,0,4,9,5,7,6,3,0,36,0,0,3,0,5,7,5,0,0,26,0,0,0,3,8,5,4,0,0,21,0,0,0,3,3,10,3,5,0,28,6,3,6,8,10,25,26,7,4,102,35,29,71,110,139,243,295,117,20,1063
UCL221051,0,4,4,6,17,4,0,0,0,45,0,0,7,10,5,5,0,0,0,30,0,3,4,21,12,10,0,0,0,48,0,0,0,6,10,4,0,0,0,19,0,0,4,11,10,7,0,0,0,30,0,0,0,5,3,0,0,0,0,8,3,4,0,0,3,0,0,0,0,15,51,35,47,117,97,86,35,22,0,492
UCL221052,0,0,13,14,6,8,4,0,3,53,0,0,4,6,3,3,0,0,0,18,0,0,0,3,3,5,0,0,0,17,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,3,0,0,0,7,6,3,0,5,12,11,19,19,7,85,31,23,47,77,91,114,97,76,48,615
UCL221053,0,0,3,5,10,3,3,3,0,34,0,3,4,5,4,8,0,0,0,26,0,0,6,3,0,0,0,0,0,15,0,0,3,0,0,7,0,0,0,8,0,0,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,11,4,3,3,3,9,15,10,9,66,50,29,63,61,100,126,113,65,28,629
UCL221054,0,8,4,7,15,16,0,0,0,46,0,3,3,10,9,5,0,0,0,28,0,0,4,0,8,3,0,0,0,20,0,0,3,0,0,4,0,0,0,11,0,0,5,0,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,7,0,4,0,0,8,10,0,0,0,29,37,53,51,57,95,97,41,10,9,441
UCL221055,0,0,8,5,16,13,4,3,0,44,0,0,3,6,8,8,3,0,0,33,0,0,3,5,6,3,3,0,0,24,0,0,4,9,4,4,3,0,0,20,0,0,0,7,7,3,0,0,0,19,0,0,0,3,0,0,0,0,0,3,4,0,4,9,4,12,16,11,4,59,50,34,61,90,97,118,120,81,31,682
UCL221056,0,0,7,6,11,12,4,4,0,43,0,0,3,0,3,6,0,3,0,18,0,0,3,7,4,0,0,0,0,15,0,0,0,3,4,3,0,0,0,12,0,0,0,3,3,0,4,0,0,10,0,0,0,4,0,0,0,0,0,0,6,3,0,5,8,13,11,3,0,49,16,21,28,55,81,115,173,61,3,543
UCL221057,0,3,6,6,10,6,3,3,0,34,0,0,3,0,3,4,3,0,0,12,0,0,0,0,3,4,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,4,3,6,7,14,3,3,41,28,23,50,50,74,120,84,53,5,478
UCL221058,0,0,13,13,17,8,3,0,0,55,0,0,3,3,13,8,0,0,0,26,0,0,3,6,6,6,0,0,0,21,0,0,0,13,4,0,0,0,0,17,0,0,0,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,3,11,9,9,8,9,0,55,39,30,82,119,104,87,56,27,0,538
UCL221059,0,4,9,5,8,10,0,0,0,38,0,4,8,8,4,10,3,0,0,37,0,0,3,5,5,0,0,0,0,15,0,0,0,0,10,3,0,0,0,12,0,0,3,7,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,6,3,15,11,9,10,4,53,25,30,72,77,87,100,75,45,13,520
UCL221060,0,0,0,6,3,8,13,4,0,34,0,0,0,3,3,3,6,0,0,13,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,3,4,6,12,8,12,7,57,10,13,17,43,43,112,172,90,21,518
UCL221061,0,6,11,13,21,8,0,0,0,55,0,0,7,8,3,8,0,0,0,23,0,0,5,0,3,0,0,0,0,11,0,0,7,0,7,0,0,0,0,11,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,9,36,23,32,23,22,5,0,150,35,64,133,119,144,135,82,21,5,736
UCL221062,0,3,6,0,12,12,4,7,0,46,0,0,7,0,10,10,0,0,0,33,0,0,10,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,4,12,11,5,16,23,16,5,94,46,40,80,59,125,155,182,115,41,840
UCL221063,0,5,5,4,12,0,0,3,3,30,0,0,5,4,5,0,0,0,0,12,0,0,0,5,3,10,0,0,0,19,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,18,17,4,3,72,14,20,52,52,70,98,81,49,33,486
UCL221064,0,3,13,21,17,9,0,0,0,64,0,3,16,12,4,4,0,0,0,39,0,0,8,3,10,4,0,0,0,25,0,0,3,3,6,3,0,0,0,8,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,3,3,8,5,0,0,3,0,28,37,46,88,109,110,72,33,6,5,503
UCL221065,0,0,11,5,12,13,3,0,0,40,0,0,9,9,0,5,3,0,0,22,0,0,3,8,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,12,0,0,4,0,0,0,0,0,0,4,3,3,5,3,0,9,11,0,0,34,33,20,86,68,70,90,57,22,4,441
UCL221066,0,0,10,15,6,8,3,0,0,46,0,0,3,6,11,3,0,0,0,22,0,0,0,3,3,3,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,4,6,3,10,10,3,35,35,29,53,62,66,94,48,18,6,411
UCL221067,0,0,4,16,6,8,8,0,0,48,0,0,3,3,4,8,0,0,0,18,0,0,5,3,8,0,3,0,0,22,0,0,0,4,4,5,0,0,0,16,0,0,3,0,9,7,0,0,0,17,0,0,0,0,3,0,0,0,0,5,0,9,15,8,8,7,12,9,0,63,24,29,83,113,106,106,103,25,11,595
UCL221068,0,4,11,3,16,7,5,0,0,53,0,0,7,5,13,5,3,0,0,42,0,0,4,4,8,4,0,0,0,23,0,0,3,4,10,0,3,0,0,19,0,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,3,0,0,7,0,0,3,3,3,11,12,6,3,51,47,27,96,90,119,125,124,78,51,760
UCL221069,0,4,23,24,33,22,10,0,0,123,0,0,16,23,9,16,3,0,0,66,0,0,10,24,27,15,0,0,0,76,0,0,8,14,22,8,0,0,0,49,0,3,8,13,9,13,0,0,0,54,0,0,3,3,8,0,4,0,0,15,18,0,14,18,10,7,17,5,0,96,108,52,189,247,269,225,149,33,12,1291
UCL221070,0,0,8,5,14,21,7,3,0,64,0,0,8,0,10,3,5,0,0,24,0,0,0,3,3,5,0,0,0,13,0,0,0,7,7,0,0,0,0,14,0,0,0,3,3,3,0,0,0,13,0,0,0,3,3,0,0,0,0,15,6,3,3,0,7,11,6,13,3,63,55,26,58,83,119,114,96,81,36,661
UCL221071,0,0,5,9,5,4,0,0,0,25,0,0,0,7,12,10,0,0,0,28,0,0,7,0,3,5,3,0,0,19,0,0,4,13,8,0,0,0,0,26,0,0,8,13,17,5,0,0,0,42,0,0,0,5,7,3,0,0,0,20,3,0,0,3,7,11,0,0,0,22,47,15,52,73,106,69,25,3,0,381
UCL221072,0,0,9,6,8,9,7,0,3,43,0,0,0,3,10,10,0,0,0,27,0,0,0,3,5,3,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,3,6,6,7,0,0,0,26,0,0,0,0,0,4,0,0,0,7,9,3,3,7,12,13,21,20,26,114,34,33,37,72,109,131,146,70,35,662
