UCL_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
UCL214008,15,4,7,3,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,17,11,19,9,7,10,9,0,3,7,86,53,15,20,4,0,3,0,0,0,5,103,8,4,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,64,22,21,4,0,3,7,0,0,6,131,133,12,19,0,0,0,0,0,0,6,171,20,0,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,146,15,24,0,0,0,0,0,0,6,198,189,12,3,0,0,0,0,0,0,11,220,20,0,0,0
UCL214009,14,0,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,3,20,4,3,4,0,0,0,3,43,21,6,7,0,0,0,0,0,0,0,41,5,8,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,15,14,0,0,0,0,0,0,0,61,45,9,0,0,0,3,0,0,0,0,55,4,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,47,12,3,0,0,3,0,0,0,0,71,76,0,0,0,0,0,0,0,0,6,81,10,0,0,0
UCL214010,21,0,3,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,11,25,3,5,0,4,3,0,3,66,19,17,11,0,0,3,3,0,0,4,60,4,4,6,5,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,11,5,3,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,26,19,21,5,3,3,3,6,0,4,89,75,6,3,0,0,0,0,0,0,0,92,13,5,10,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,92,11,9,3,0,0,0,0,3,0,122,77,0,0,0,4,0,0,0,0,4,88,11,0,0,0
UCL214011,13,3,0,3,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,7,4,16,8,0,5,4,3,0,3,47,8,3,0,0,0,0,0,0,0,0,13,9,3,9,8,3,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,9,8,3,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,17,7,9,8,5,0,0,3,0,0,55,25,3,0,0,0,0,0,0,0,4,35,4,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,29,6,4,0,0,0,0,0,0,4,51,32,6,5,0,0,0,0,0,0,0,43,9,0,0,0
UCL214012,5,3,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,7,0,7,0,4,3,42,17,7,3,0,0,0,0,0,0,3,33,9,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,21,4,8,0,0,0,0,0,0,3,52,33,5,3,0,0,0,0,0,0,0,42,7,0,4,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,41,5,9,0,0,0,3,0,0,3,57,110,0,0,0,0,0,0,0,0,0,111,27,0,0,0
UCL214013,15,0,0,3,7,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,4,3,23,0,0,4,10,0,0,4,52,15,4,5,0,0,0,0,0,0,0,28,0,3,10,3,3,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,5,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,20,11,19,6,7,0,4,0,0,0,65,32,3,4,0,0,0,0,0,0,0,41,0,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,34,3,7,3,0,6,0,0,0,0,60,55,0,0,0,0,0,0,0,0,0,53,9,0,0,0
UCL214014,16,0,8,3,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,8,3,12,0,0,3,55,10,5,7,0,0,0,0,0,0,0,24,9,6,7,0,0,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,22,6,12,0,0,3,0,0,0,3,45,48,0,0,0,0,0,0,0,0,0,61,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,57,6,4,0,0,0,0,0,0,0,71,84,0,0,0,0,0,0,4,0,4,89,10,3,0,0
UCL214015,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,3,25,22,11,8,3,0,3,0,0,0,0,49,7,0,6,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,10,14,6,4,3,0,3,0,3,71,75,8,8,0,0,0,0,0,0,6,94,8,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,86,6,15,0,0,0,0,0,0,3,116,159,0,5,0,0,0,0,0,0,9,173,39,0,0,0
UCL214016,19,3,4,4,4,0,4,4,49,0,0,0,0,0,0,0,0,0,0,0,5,3,21,3,6,8,4,0,4,4,62,8,3,3,0,0,0,0,0,3,0,16,3,3,11,6,4,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,4,3,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,11,4,13,9,4,3,0,0,6,0,48,44,4,5,0,0,0,0,0,0,0,50,8,0,3,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,10,0,3,4,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,54,3,5,4,3,0,0,0,0,0,74,57,0,0,0,0,0,0,0,0,3,62,9,0,0,0
UCL214017,13,3,5,10,11,15,3,0,63,0,0,0,0,0,0,0,0,0,0,0,3,4,18,3,10,9,12,13,3,0,79,13,0,4,0,0,0,0,0,0,0,20,3,9,19,7,0,5,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,18,7,0,6,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,15,12,24,4,0,6,0,3,0,0,66,22,0,0,0,0,4,3,0,0,3,31,8,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,28,3,0,0,3,3,3,0,0,3,49,38,3,0,0,0,0,0,0,0,0,39,14,0,0,0
UCL214018,30,4,3,0,9,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,28,22,41,4,6,4,13,3,0,3,127,34,9,19,6,3,0,0,3,0,4,83,19,16,32,3,0,0,0,0,0,0,77,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,19,23,33,3,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,52,31,53,7,3,0,0,3,0,6,170,104,12,12,0,3,0,0,0,0,11,139,59,9,7,0,0,0,0,0,0,0,77,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,63,8,7,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,170,22,19,4,3,0,0,0,0,16,221,118,8,6,0,0,0,0,0,0,10,144,60,4,3,0
UCL214019,41,4,9,5,7,5,0,3,79,0,0,0,0,0,0,0,0,0,0,0,18,5,46,4,11,5,4,5,0,8,114,29,3,6,0,5,0,0,0,0,3,43,5,5,15,0,3,3,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,5,16,3,9,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,29,10,21,3,10,4,0,0,0,3,81,69,7,8,0,3,0,0,0,0,4,89,5,3,11,3,4,0,0,0,0,0,28,3,0,3,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,6,5,13,3,4,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,79,14,20,3,5,0,0,0,0,6,135,143,0,3,0,0,0,0,0,0,0,147,15,0,3,0
UCL214020,20,0,0,3,6,8,5,0,44,0,0,0,0,0,0,0,0,0,0,0,8,3,24,3,3,3,6,8,3,0,56,5,5,4,0,0,0,0,0,0,4,19,0,10,14,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,15,18,3,0,0,0,0,0,4,46,31,5,3,0,0,0,0,0,3,0,44,3,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,42,7,8,0,0,0,0,0,3,3,64,79,0,3,0,0,0,0,0,0,5,86,13,0,3,0
UCL215001,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,17,3,0,0,0
UCL215002,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,12,7,3,3,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,5,3,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,30,8,0,0,0
UCL215003,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,3,0,0,4,21,6,8,3,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,0,0,0,0,0,24,23,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,3,39,28,0,0,0,0,0,0,0,0,5,34,3,0,0,0
UCL215004,12,3,0,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,19,4,0,4,5,4,3,3,47,4,3,4,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,0,0,0,0,0,0,24,4,8,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,0,0,0,15,32,0,0,0,0,0,3,0,0,0,39,4,0,0,0
UCL215005,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,17,3,3,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,5,7,0,0,0,0,0,0,3,39,33,0,6,0,0,0,0,0,0,4,40,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,4,6,0,0,0,0,0,0,4,47,38,3,0,0,0,0,0,0,0,0,44,15,3,3,0
UCL215006,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,8,18,3,3,0,0,0,0,0,0,6,27,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,0,0,0,0,0,6,30,30,6,5,0,0,0,0,0,0,4,47,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,37,6,5,0,0,0,0,0,0,3,53,53,0,0,0,0,0,0,0,0,8,59,3,0,0,0
UCL215007,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,8,12,0,0,0,0,0,0,0,34,21,8,6,3,0,0,0,0,0,3,38,3,5,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,7,12,3,0,0,0,0,0,3,58,50,3,3,0,0,0,0,0,0,0,62,6,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,63,3,12,0,0,0,0,0,0,0,81,68,0,4,0,3,0,0,0,0,0,78,5,0,0,0
UCL215008,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,0,0,0,0,13,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,23,11,3,0,0,0,0,0,0,0,0,18,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,3,29,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,8,3,0,0,0
UCL215010,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,22,8,4,0,0,0,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,7,4,0,0,0,0,0,0,0,47,42,3,0,0,0,0,0,0,0,0,53,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,54,40,0,0,0,0,0,0,0,0,0,44,19,0,0,0
UCL215011,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,13,15,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,15,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0
UCL215012,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,3,0,0,13,14,12,0,0,0,0,0,0,0,0,26,0,0,7,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,11,8,3,0,4,0,0,0,0,41,32,3,0,0,0,3,0,0,0,0,37,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,4,3,0,0,3,0,0,0,0,43,66,7,0,0,0,0,0,0,0,0,68,6,0,0,0
UCL215013,17,0,3,0,0,0,3,4,39,0,0,0,0,0,0,0,0,0,0,0,15,7,19,3,3,0,0,0,3,4,56,9,0,3,0,3,3,0,0,0,0,19,10,18,25,0,4,0,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,18,23,0,4,0,0,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,22,17,28,3,3,3,0,3,0,0,82,31,0,0,0,0,0,0,0,0,0,27,14,3,3,0,0,0,0,0,0,3,29,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,52,3,3,0,0,0,0,0,0,3,59,14,0,0,0,0,0,0,0,0,0,14,21,0,0,0
