UCL_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL222053,0,0,0,19,29,41,0,0,0,0,0,0,0,0,0,20,28,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,15,29,0,0,0,0,0,0,60,79,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,71,0,0,0,0,0,0,45,30,71,15,15,27,121,117,238
UCL222054,0,0,0,17,11,24,0,0,0,0,0,0,0,0,0,10,22,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,13,14,30,0,0,0,0,0,0,42,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63,59,121,0,0,0,0,0,0,63,59,124,7,10,20,117,125,239
UCL222055,5,4,6,32,40,65,0,0,0,0,4,4,0,0,0,30,36,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,18,0,0,0,0,0,0,7,9,20,0,0,0,0,0,0,75,99,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,119,89,208,0,0,0,0,0,0,118,93,207,31,24,51,233,218,451
UCL222056,0,6,6,36,36,77,0,0,0,0,0,3,0,0,0,30,24,50,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,6,7,10,11,9,17,0,0,0,82,77,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,75,56,133,0,0,0,0,0,3,79,62,134,16,14,35,179,162,342
UCL222057,0,3,3,36,36,69,0,0,0,4,3,7,0,0,0,46,52,94,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,12,26,0,0,0,0,0,0,17,21,34,3,7,8,0,0,0,119,129,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,172,0,0,3,0,0,0,92,86,175,18,23,33,222,234,461
UCL222058,0,0,0,23,23,47,0,0,0,0,0,0,0,0,0,50,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,11,20,32,6,4,14,0,0,0,93,95,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,86,159,0,0,0,0,3,3,73,88,166,20,14,34,191,204,396
UCL222059,4,3,11,26,23,53,0,0,0,0,0,0,0,0,0,52,39,91,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,9,13,15,0,0,0,0,0,0,25,26,45,6,3,7,0,0,0,122,112,227,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,72,68,142,0,0,0,0,0,0,72,71,139,20,19,37,215,206,418
UCL222060,3,0,3,13,19,36,0,0,0,0,3,4,0,0,0,39,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,9,4,17,0,3,3,0,0,0,63,74,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,90,0,0,0,0,0,0,48,40,90,11,22,36,129,132,263
UCL222061,0,0,0,23,31,54,0,0,0,0,0,0,0,0,0,33,44,82,0,0,0,3,0,3,0,0,0,0,0,0,17,23,44,0,0,0,0,0,0,0,0,0,6,5,17,0,0,0,0,0,0,13,23,36,0,3,3,0,0,0,107,129,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,60,39,98,0,0,0,0,0,0,60,44,99,21,27,52,187,203,390
UCL222062,0,3,3,8,7,10,0,0,0,0,0,0,0,0,0,14,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,25,19,43,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,7,3,0,7,52,51,103,0,0,0,0,0,0,52,51,107,51,33,83,138,109,243
UCL222063,0,0,0,10,14,19,0,0,0,0,0,5,0,0,0,17,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,36,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,65,39,103,0,0,0,0,0,0,65,39,103,7,10,18,110,106,218
UCL222064,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,17,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,35,36,67,0,0,3,0,0,0,35,35,65,42,46,83,95,100,196
UCL222065,0,0,0,17,13,29,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,49,49,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,42,35,77,0,0,0,0,0,0,42,35,77,16,14,23,105,96,206
UCL222066,0,0,0,13,10,26,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,5,0,8,0,0,3,0,0,0,22,24,41,3,0,4,0,0,0,56,53,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,87,0,0,0,0,0,0,56,37,87,8,7,16,112,101,214
UCL222067,0,0,0,7,14,19,0,0,0,0,0,0,0,0,0,43,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,4,9,0,0,3,0,0,0,54,64,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,102,3,0,5,0,0,0,59,49,105,11,0,12,125,115,232
UCL222068,0,0,0,16,25,45,0,0,0,0,0,0,0,0,0,26,26,47,4,0,3,0,0,0,0,0,0,0,0,0,9,14,19,0,0,0,0,0,0,0,0,0,6,3,9,0,0,3,0,0,0,28,42,74,0,3,4,0,0,0,85,121,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,145,3,0,3,0,0,0,79,71,152,20,25,38,190,214,397
UCL222069,5,0,4,30,34,66,0,0,0,4,0,4,0,0,0,23,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,5,9,16,4,3,10,0,0,0,74,86,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,83,86,169,3,0,3,0,0,0,83,84,166,17,18,41,180,198,374
UCL222070,0,0,0,33,48,79,0,0,0,0,0,0,0,0,0,63,71,130,0,0,3,0,3,3,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,3,0,3,4,0,7,0,0,0,0,0,3,11,10,25,3,0,5,0,0,0,117,146,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,82,177,0,0,0,0,0,0,93,82,177,25,15,38,236,244,482
UCL222071,0,0,0,17,19,33,0,0,0,0,0,0,0,0,0,31,34,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,7,11,22,0,3,0,0,0,0,60,73,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,52,86,0,0,0,0,0,0,37,52,86,8,7,16,108,127,236
UCL222072,0,0,0,7,12,20,0,0,0,0,3,3,0,0,0,33,26,52,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,19,19,41,0,0,0,0,0,0,3,3,6,3,3,4,0,0,0,62,70,134,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,35,24,57,0,0,0,0,0,0,35,24,57,11,8,21,113,104,219
UCL222073,3,0,3,24,22,48,0,0,0,0,0,4,0,0,0,20,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,16,15,34,3,0,4,0,0,0,74,75,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,77,0,0,0,0,0,0,42,40,77,9,11,23,134,125,252
UCL222074,0,0,0,32,32,65,0,0,0,0,0,4,0,0,0,38,38,73,0,7,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,0,0,0,15,12,26,0,0,0,0,0,0,18,22,48,0,0,0,0,0,0,110,118,236,0,3,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,46,118,0,0,0,0,0,0,72,46,119,47,52,93,239,224,462
UCL222075,3,0,7,12,27,39,0,0,0,0,3,0,0,0,0,28,21,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,4,11,11,0,3,3,0,0,0,53,65,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,90,0,0,0,0,0,0,50,39,93,12,12,27,119,122,242
UCL222076,0,3,7,33,32,70,0,0,0,3,0,3,0,0,0,43,52,96,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,9,3,5,3,0,7,7,15,20,0,0,0,0,0,0,10,12,16,3,7,8,0,0,0,106,124,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,67,141,0,0,0,0,0,0,71,67,144,33,26,60,211,216,429
UCL222077,0,0,0,15,23,40,0,0,0,0,0,0,0,0,0,20,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,0,41,45,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,51,34,85,0,0,0,0,5,7,52,35,92,10,8,20,108,93,205
UCL222078,3,3,3,9,19,27,0,0,0,0,0,0,0,0,0,72,74,145,0,0,0,0,0,0,0,0,0,0,0,0,21,27,43,0,0,0,0,0,0,0,0,0,9,4,16,0,0,0,0,0,0,14,20,33,3,3,9,0,0,0,127,142,275,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,51,57,108,0,0,0,0,0,0,57,57,112,25,26,50,215,229,437
UCL222079,0,0,0,32,39,74,0,0,0,0,0,0,0,0,0,29,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,15,0,0,0,4,0,5,15,22,34,3,3,8,0,0,0,91,112,198,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,127,0,0,0,0,0,0,68,59,127,12,17,29,176,186,360
UCL222080,0,0,0,26,27,52,0,0,0,0,4,4,0,0,0,27,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,17,0,0,0,0,0,0,0,5,3,4,4,3,0,0,0,62,65,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,42,26,73,4,0,4,0,0,0,45,26,77,16,17,34,132,109,245
UCL222081,0,0,0,12,12,26,0,0,0,0,5,7,0,0,0,25,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,50,55,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,101,0,0,0,0,0,0,56,44,102,34,22,57,143,123,267
UCL222082,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,15,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,33,34,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,116,0,0,0,0,0,3,69,54,115,17,5,23,125,89,217
UCL222083,0,0,4,41,51,85,0,0,0,3,0,3,0,0,0,66,65,132,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,9,11,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,117,131,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,73,57,132,3,0,3,0,0,0,78,57,136,19,20,44,217,211,433
UCL222084,0,3,3,27,39,61,0,0,0,0,7,4,0,0,0,60,69,125,3,8,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,29,0,0,0,0,3,3,15,26,38,4,6,12,3,0,5,129,169,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,55,47,102,0,0,0,0,0,0,57,47,99,9,15,21,197,228,430
UCL222085,0,0,0,10,20,32,0,0,0,0,3,3,0,0,0,9,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,16,12,28,0,0,0,0,0,0,44,60,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,50,0,0,0,0,0,0,28,28,52,13,10,28,86,102,192
UCL222086,0,0,0,29,37,71,0,0,0,8,3,7,0,0,0,18,31,54,0,0,0,0,0,0,0,0,0,0,0,0,40,28,73,0,0,0,0,0,0,0,0,0,10,19,22,0,0,0,0,0,0,42,50,86,4,3,12,0,0,0,155,173,328,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,44,119,0,0,0,0,0,3,78,47,122,26,12,39,253,230,491
UCL222087,0,3,4,23,20,45,0,0,0,0,0,3,0,0,0,24,35,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,6,9,9,0,0,0,0,0,0,63,83,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,64,48,107,0,0,0,0,0,0,64,48,107,12,10,16,134,133,271
UCL222088,7,3,5,28,33,62,0,0,0,0,0,5,0,0,0,27,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,11,14,3,8,13,0,0,0,71,86,154,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,99,189,0,0,0,0,0,0,93,102,195,36,31,63,202,216,416
UCL222089,0,4,4,39,57,94,0,0,0,3,10,13,0,0,0,41,49,89,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,9,13,0,0,0,0,0,0,15,21,34,0,5,8,0,0,0,111,150,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,100,87,189,3,0,3,0,0,0,104,87,196,17,12,35,229,252,490
UCL222090,0,0,0,28,22,42,0,0,0,3,0,3,0,0,0,32,22,56,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,0,3,3,3,6,14,0,0,0,0,0,0,32,48,80,4,10,13,0,0,0,108,115,223,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,3,3,8,55,45,99,0,0,0,0,0,0,59,45,102,17,10,25,189,177,364
UCL222091,0,0,0,10,10,23,0,0,0,0,0,0,0,0,0,19,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,36,41,79,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3,49,42,91,0,0,0,0,0,0,49,42,91,16,17,33,105,107,209
UCL222092,0,3,3,18,8,26,0,0,0,0,0,0,0,0,0,6,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,31,38,65,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,92,0,0,3,0,0,0,48,42,89,18,12,35,107,96,197
UCL222093,0,0,5,9,15,25,0,0,0,0,3,5,0,0,0,21,21,47,0,0,0,6,10,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,3,4,12,0,0,0,0,0,0,4,11,14,3,0,3,0,0,0,58,59,123,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,44,0,0,0,0,0,3,25,22,46,15,20,34,98,112,209
UCL222094,3,0,3,39,53,91,0,0,0,3,7,9,0,0,0,32,27,60,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,7,13,0,0,0,0,0,0,8,9,14,3,3,9,0,0,0,92,114,206,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,7,101,96,196,4,0,4,0,0,0,103,95,205,22,22,45,225,239,462
UCL222095,0,0,0,41,47,88,0,0,0,0,0,0,0,0,0,33,60,89,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,38,0,7,4,0,0,0,12,15,27,3,4,10,0,0,0,104,153,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,50,123,0,0,0,0,0,0,75,50,123,26,15,37,203,223,421
UCL222096,0,0,0,9,16,20,0,0,0,0,5,3,0,0,0,23,30,51,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,8,8,4,11,0,0,0,46,60,101,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,43,85,3,0,3,0,0,0,41,43,86,17,19,39,102,124,226
UCL222097,0,0,0,18,29,47,0,0,0,0,0,0,0,0,0,32,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,6,0,6,0,0,3,3,0,3,10,9,19,0,0,0,0,0,0,69,79,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,66,47,114,0,0,0,0,0,0,66,51,113,16,15,39,163,149,308
UCL222098,3,4,4,8,14,26,0,0,0,0,0,0,0,0,0,32,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,3,5,10,3,0,5,58,49,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,121,106,231,3,0,4,0,0,0,125,105,231,31,22,54,218,184,401
UCL222099,0,3,3,43,51,91,0,0,0,0,0,5,0,0,0,41,52,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,30,0,0,0,0,0,0,19,19,42,0,0,3,0,0,0,122,139,262,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,80,55,131,0,0,0,0,0,3,79,55,132,26,27,49,225,227,452
UCL222100,3,4,6,24,29,51,0,0,0,10,7,13,0,0,0,28,34,60,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,13,0,0,0,0,0,0,5,3,15,0,3,7,0,0,0,82,93,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,184,0,0,0,3,3,3,93,92,191,42,43,89,223,237,455
UCL222101,0,0,0,30,24,57,0,0,0,0,0,0,0,0,0,24,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,0,0,0,0,0,0,7,17,26,0,0,0,0,0,0,74,66,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47,106,0,0,0,0,0,0,58,47,106,21,11,29,150,125,273
UCL222102,0,0,0,17,23,41,0,0,0,0,0,0,0,0,0,24,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,49,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,78,0,0,0,0,0,0,47,34,78,3,3,9,98,90,191
UCL222103,0,0,0,14,17,28,0,0,0,0,0,0,0,0,0,41,27,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,13,20,0,0,0,0,0,0,3,10,12,4,0,4,0,0,0,68,64,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,92,3,0,0,0,0,0,53,43,94,17,14,32,140,120,264
UCL222104,0,3,4,48,63,113,0,0,0,0,0,7,0,0,0,30,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,11,4,8,18,0,0,0,0,0,0,7,14,26,7,7,9,0,0,0,111,135,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,57,126,0,0,3,0,0,0,67,62,130,13,13,30,197,210,403
UCL222105,0,4,4,18,22,46,0,0,0,0,0,0,0,0,0,25,27,50,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,7,9,0,0,3,0,0,0,3,3,6,13,12,22,3,0,3,0,0,0,70,84,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,119,0,0,3,0,0,0,64,63,124,16,17,32,153,159,314
UCL222106,0,0,3,21,25,46,0,0,0,0,0,0,0,0,0,48,41,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,0,0,0,0,0,0,12,12,22,4,8,11,0,0,0,95,91,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,137,0,0,0,0,0,0,73,62,137,17,9,25,186,163,349
UCL222107,0,0,0,44,51,92,0,0,0,3,6,12,0,0,0,62,54,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,6,8,18,3,3,4,0,0,0,125,132,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,95,204,3,0,3,0,5,5,111,93,202,18,18,35,256,242,500
UCL222108,0,0,0,43,51,96,0,0,0,0,0,0,0,0,0,32,43,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,7,13,0,0,0,0,0,0,9,8,22,6,5,10,0,0,0,103,119,219,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,85,177,0,0,0,0,0,0,91,86,174,18,20,38,211,232,436
UCL222109,3,4,4,18,32,51,0,0,0,3,0,3,0,0,0,52,61,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,0,0,0,0,0,0,7,11,17,3,0,3,0,0,0,91,112,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,85,0,0,0,0,0,0,49,44,85,15,17,27,158,172,332
UCL222110,0,0,0,28,30,57,0,0,0,0,0,4,0,0,0,33,29,65,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,9,18,24,5,7,8,0,0,0,89,90,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,82,102,183,0,0,0,0,0,0,84,102,180,16,15,39,190,207,395
UCL222111,0,0,0,24,23,43,0,0,0,3,3,4,0,0,0,46,47,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,6,7,16,0,0,0,0,0,0,82,78,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,53,93,4,0,3,0,0,0,48,54,102,9,13,24,141,144,284
