UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL215019,347,141,162,224,225,199,155,69,9,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,8,10,5,13,13,21,3,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,5,17,11,22,6,0,99,11,8,10,5,21,11,22,6,0,95,356,153,167,235,249,210,179,75,9,1641
UCL215020,177,101,82,96,147,200,200,163,83,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,7,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,4,10,10,0,3,51,4,6,8,0,4,10,10,0,3,51,178,107,93,102,158,206,210,164,87,1312
UCL215021,226,123,89,146,199,181,135,63,25,1185,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,13,0,3,0,3,8,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,6,8,3,0,0,38,3,8,3,3,6,16,3,0,0,43,229,130,94,148,208,194,138,63,25,1229
UCL215022,800,703,630,469,453,573,460,178,49,4309,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,25,98,22,13,14,7,12,0,3,190,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,101,24,10,12,6,14,0,3,205,27,101,24,10,18,9,10,0,3,214,824,809,651,485,463,584,473,178,50,4519
UCL215023,241,180,138,134,234,176,164,147,73,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,6,0,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,6,0,3,3,0,27,4,8,3,0,6,0,3,3,0,27,240,186,144,137,239,180,166,149,71,1506
UCL215024,256,127,126,163,180,239,315,214,111,1729,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,14,3,5,6,10,7,5,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,5,3,6,10,7,5,0,66,10,18,7,3,6,13,7,5,0,66,260,140,138,167,186,246,324,215,117,1795
UCL215025,171,102,113,92,124,142,126,116,70,1059,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,0,14,0,5,8,0,15,7,0,3,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,16,15,5,3,0,58,0,9,12,0,16,15,5,3,3,60,174,108,124,89,138,156,126,122,75,1116
UCL215026,662,334,355,430,533,650,771,454,267,4457,3,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,26,19,47,24,40,66,72,24,9,322,0,0,3,0,4,0,3,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,24,50,29,50,68,75,25,9,363,23,27,48,32,50,68,75,32,12,374,689,362,407,458,584,720,852,482,280,4826
UCL215027,446,231,264,257,316,348,360,228,147,2588,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,3,0,3,9,10,7,12,8,19,16,12,16,116,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,11,12,27,19,18,16,138,11,12,13,11,12,27,19,20,13,148,457,242,275,266,323,370,379,253,160,2731
UCL215028,467,226,252,333,512,545,431,234,139,3140,0,0,0,0,0,0,0,0,0,8,0,0,4,7,8,5,6,0,0,39,19,17,47,48,50,64,44,27,15,322,0,0,0,0,4,3,3,0,0,7,0,0,0,0,3,0,0,0,0,6,3,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,54,61,67,76,50,28,15,382,22,16,58,61,69,78,56,28,15,389,488,249,305,392,580,628,485,263,153,3534
UCL215029,381,270,396,242,286,283,143,54,6,2062,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,10,22,6,5,13,3,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,22,6,5,14,4,0,3,60,9,12,22,8,3,13,4,0,4,75,389,281,415,250,296,298,146,57,7,2133
UCL215030,204,124,94,128,181,217,182,128,84,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,3,8,4,0,0,26,3,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,4,3,8,5,0,0,39,7,6,8,4,8,8,5,0,0,43,206,126,103,132,187,221,185,134,89,1384
UCL215031,208,117,90,129,146,194,170,141,102,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,11,8,8,3,7,7,4,0,3,52,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,8,10,11,11,5,3,66,11,14,8,5,10,11,11,5,3,71,211,132,100,141,154,204,179,146,105,1371
UCL215032,423,221,231,259,312,403,404,287,164,2706,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,9,13,5,7,11,11,5,3,88,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,15,6,8,16,13,6,4,104,18,13,15,6,8,16,18,6,4,113,446,231,247,271,324,419,421,295,174,2816
UCL215033,776,168,458,587,269,156,83,3,4,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,3,7,0,3,0,36,5,5,12,0,3,11,0,3,0,31,778,171,465,589,274,165,83,10,3,2542
UCL215034,121,93,60,87,105,163,183,148,106,1065,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,6,9,3,8,6,9,3,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,6,8,12,9,3,9,66,3,6,8,6,11,12,9,11,9,72,123,96,67,87,115,179,188,155,116,1134
UCL215035,298,136,133,167,156,135,127,41,14,1219,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,18,3,3,4,3,3,0,3,0,0,18,303,145,141,164,160,142,131,45,14,1242
UCL215036,290,143,108,170,182,124,76,39,10,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,13,9,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,13,9,4,0,0,0,33,7,3,3,13,9,4,0,0,0,33,299,142,106,181,190,133,81,39,10,1177
UCL215037,196,106,110,131,189,297,284,200,83,1607,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,7,11,10,4,11,6,3,0,62,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,11,10,4,11,9,5,0,70,14,6,11,10,4,11,12,5,0,68,212,117,123,140,193,306,290,214,83,1680
UCL215038,273,170,146,152,156,175,180,116,74,1441,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,5,11,3,3,3,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,3,7,6,0,3,3,46,7,6,11,3,7,6,0,3,3,53,281,173,153,156,164,187,183,124,74,1497
UCL215039,192,99,111,125,166,204,155,91,46,1182,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,3,6,4,0,0,33,4,3,3,9,3,9,4,3,0,37,197,104,112,130,167,207,157,98,46,1216
UCL215040,572,344,311,319,411,454,432,380,170,3393,3,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,3,0,3,9,21,22,14,9,29,20,12,13,134,0,0,0,0,0,7,3,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,22,11,15,35,24,11,13,158,12,21,23,18,13,33,26,11,13,168,581,361,339,335,422,489,451,393,183,3562
UCL215041,516,257,312,296,293,212,168,101,51,2208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,14,15,0,3,7,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,4,3,6,0,3,0,48,9,14,15,4,3,6,0,3,0,49,526,268,326,298,293,225,170,108,57,2256
UCL215042,336,159,186,204,191,193,150,71,27,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,7,5,3,5,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,9,5,9,0,0,0,53,10,8,13,9,5,9,0,0,0,53,344,168,200,213,195,207,154,72,26,1570
UCL215043,627,359,375,346,410,441,415,253,166,3390,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,5,3,18,13,8,3,16,17,3,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,12,10,7,16,18,5,11,102,7,21,13,10,7,14,17,5,12,110,632,380,389,354,418,457,425,260,180,3501
UCL215044,789,434,456,597,608,574,535,359,231,4584,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,3,0,0,0,12,17,29,26,21,22,15,15,5,13,162,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,28,17,30,22,24,12,13,184,20,27,29,17,31,22,22,13,13,191,807,465,482,616,636,594,561,370,243,4777
UCL215045,307,115,180,163,188,233,141,50,20,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,11,9,9,0,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,6,0,7,0,0,39,3,0,10,10,6,3,7,0,0,39,310,116,186,178,198,231,147,50,20,1445
UCL215046,241,128,139,138,132,136,110,55,18,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,0,3,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,4,3,0,3,4,0,36,3,9,3,9,3,0,3,4,0,38,246,142,143,147,142,138,116,55,18,1136
UCL215047,369,169,264,167,168,163,109,40,9,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,3,9,9,0,0,0,47,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,3,8,9,0,0,0,56,12,5,12,3,8,9,0,0,0,58,379,172,283,165,179,170,113,43,10,1523
UCL215048,126,52,110,96,83,171,121,71,44,874,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,0,0,0,0,21,19,15,42,19,25,45,20,13,0,200,0,0,3,6,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,55,31,38,54,27,12,0,248,22,15,55,31,38,54,27,12,3,245,146,68,158,125,123,224,146,87,43,1121
UCL215049,594,233,177,378,416,395,321,109,21,2639,3,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,5,15,12,10,8,3,4,12,0,0,64,0,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,11,12,11,4,15,0,3,81,19,14,11,12,11,4,15,0,3,85,614,246,185,385,423,404,339,113,24,2721
UCL215050,777,457,473,436,462,505,458,315,134,4014,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,22,20,0,5,14,9,7,8,97,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,23,0,7,22,9,7,8,108,16,33,21,3,6,20,9,7,8,118,792,484,490,444,468,526,466,320,140,4130
UCL215051,134,57,55,101,177,268,230,105,64,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,5,11,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,7,9,11,3,0,42,4,3,7,8,7,9,11,3,0,42,136,62,57,109,183,272,242,105,69,1235
UCL215052,621,295,327,380,391,394,347,223,128,3107,0,0,0,0,0,0,0,0,0,5,3,5,4,6,4,0,0,0,0,23,70,53,40,36,28,24,13,5,7,280,5,7,0,11,7,4,0,0,0,35,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,8,0,0,5,3,0,0,3,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,64,53,54,38,38,23,8,6,369,82,67,55,60,38,38,23,8,10,368,700,358,378,438,430,428,373,228,135,3475
UCL215053,307,209,215,152,235,268,206,168,95,1857,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,13,14,9,5,8,5,5,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,11,11,7,4,10,7,84,10,16,14,6,11,7,4,10,7,90,319,226,227,155,250,276,213,173,99,1946
UCL215054,310,173,189,163,219,228,132,56,21,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,3,0,0,0,26,0,5,3,3,6,3,0,0,0,23,310,183,188,168,225,235,131,53,21,1508
UCL215055,319,172,165,176,215,205,183,101,46,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,5,32,3,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,4,3,3,4,4,40,6,3,3,5,4,3,3,4,4,40,329,179,168,180,221,213,184,112,54,1630
UCL215056,195,89,80,106,118,145,141,111,53,1030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,5,4,0,6,3,11,0,0,39,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,6,6,12,0,8,43,3,3,4,3,6,4,13,0,8,50,200,92,83,109,122,150,149,111,57,1078
UCL215057,262,102,95,196,198,264,250,107,38,1504,0,0,0,0,0,0,0,0,0,3,10,3,6,3,10,0,11,0,0,44,37,11,20,23,11,24,16,6,0,152,0,3,3,4,0,0,0,0,0,19,4,3,0,3,5,0,0,0,0,18,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,24,26,35,31,33,37,6,0,242,50,24,26,35,31,33,32,6,0,245,307,121,126,233,224,296,282,115,38,1751
