UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL215046,0,0,59,207,123,10,0,6,413,0,5,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,70,207,128,10,0,8,433
UCL215047,0,3,37,262,172,11,3,5,497,0,0,10,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,18,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,51,275,175,11,3,11,529
UCL215048,0,8,47,138,83,18,3,4,304,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,3,7,3,0,0,0,0,17,0,4,11,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,0,0,0,0,30,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,3,0,9,0,22,75,149,87,18,6,3,365
UCL215049,0,3,77,405,335,62,15,19,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,18,85,404,343,62,22,27,959
UCL215050,0,33,272,874,324,41,3,41,1590,0,10,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,19,0,21,24,4,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,4,0,0,0,3,52,0,3,3,5,0,0,0,0,14,0,0,0,3,4,0,0,0,13,0,61,313,890,327,47,8,41,1680
UCL215051,4,26,180,290,68,15,3,10,583,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,7,8,18,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,43,188,291,68,15,3,8,627
UCL215052,0,31,220,613,294,32,6,41,1243,0,3,27,14,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,27,14,0,0,0,0,41,0,4,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,19,5,7,6,0,0,0,0,4,22,0,0,0,0,0,0,0,3,5,5,41,264,629,298,32,6,47,1326
UCL215053,0,22,139,397,106,12,3,31,712,0,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,17,0,3,27,4,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,4,0,0,0,5,32,7,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,5,37,173,409,104,12,3,35,780
UCL215054,0,9,111,413,64,8,0,21,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,413,64,8,0,21,631
UCL215055,0,4,53,337,129,23,3,12,561,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,22,67,345,135,23,3,10,600
UCL215056,0,14,76,245,74,11,3,16,438,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,22,85,254,74,11,3,16,457
UCL215057,0,9,121,405,108,18,4,7,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,24,3,0,0,0,30,0,21,124,434,117,18,4,7,721
UCL215058,0,14,169,597,203,14,3,35,1038,0,14,36,3,0,0,0,3,59,0,0,4,0,0,0,0,0,6,0,15,40,3,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,5,0,0,0,0,8,3,36,214,610,209,14,0,40,1126
UCL215059,0,8,128,343,139,10,3,14,641,0,10,3,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,3,20,3,14,22,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,22,3,0,0,0,0,45,0,8,5,9,0,0,0,0,27,0,0,0,0,3,0,0,0,3,3,44,155,354,139,7,4,22,736
UCL215060,0,3,75,294,107,18,5,16,516,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,11,33,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,0,0,0,41,0,6,3,4,0,0,0,3,21,0,0,0,0,0,0,0,0,0,3,25,112,299,108,16,5,23,588
UCL215061,3,9,111,408,105,15,6,18,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33,142,409,107,12,6,17,726
UCL215062,0,18,142,794,255,26,3,39,1274,0,6,62,25,0,0,0,7,106,0,0,0,0,0,0,0,0,0,0,6,65,25,0,0,0,7,107,3,13,96,17,0,0,0,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,96,17,0,0,0,4,126,7,3,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,7,36,304,842,255,28,6,46,1530
UCL215063,0,13,115,509,98,13,0,28,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,6,55,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,3,3,43,144,519,96,13,0,32,848
UCL215064,0,6,64,237,67,12,0,10,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,67,238,67,12,0,15,417
UCL215065,0,10,195,711,212,17,5,26,1175,0,10,73,39,3,0,0,5,139,0,0,3,3,0,0,0,0,8,0,10,83,43,5,0,0,5,148,0,3,49,8,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,8,0,0,0,3,64,3,19,11,0,0,0,0,0,33,0,0,0,9,0,0,0,0,10,3,35,334,772,224,19,5,41,1428
UCL215066,0,15,160,746,356,51,10,25,1367,0,5,54,24,0,0,0,3,88,0,0,7,12,0,0,0,0,17,0,6,56,39,0,0,0,3,110,0,7,12,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,6,0,0,0,0,32,0,0,3,6,3,0,0,0,13,0,0,0,3,0,0,3,0,10,0,33,238,803,361,51,12,26,1526
UCL215067,0,10,202,532,236,39,11,26,1057,0,14,16,9,0,0,0,5,41,0,0,0,13,0,0,0,0,17,0,14,18,19,0,0,0,5,59,0,3,15,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,18,0,3,11,5,0,0,0,0,15,0,0,0,6,0,0,0,0,13,0,31,242,556,246,41,11,33,1164
UCL215068,3,13,181,604,137,23,4,36,995,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,3,18,26,6,0,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,26,6,0,0,0,8,68,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,11,37,217,618,137,23,4,45,1084
UCL215069,0,6,40,433,438,66,11,11,1002,0,0,31,22,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,72,456,435,66,11,13,1059
UCL215070,3,16,81,321,126,13,3,37,600,0,6,3,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,19,0,3,13,4,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,5,26,5,17,3,6,0,0,0,5,35,0,0,0,0,0,0,0,0,3,8,37,108,332,126,13,3,53,683
UCL215071,6,5,131,588,216,32,7,16,1003,0,15,10,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,3,28,0,17,30,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,3,51,3,7,4,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,8,41,184,587,216,32,7,30,1110
UCL215072,3,7,48,581,450,64,7,17,1172,0,14,8,12,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,14,8,12,0,0,0,0,38,0,0,33,34,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,65,0,7,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,29,87,626,453,66,7,20,1290
UCL215073,3,21,48,250,115,13,0,10,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,25,50,251,115,13,0,17,481
UCL215074,0,3,91,452,179,22,0,14,763,0,0,10,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,19,0,20,42,7,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,7,0,0,0,3,74,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,152,466,186,24,0,16,871
UCL215075,0,6,65,197,102,17,3,4,401,0,0,6,13,3,0,0,0,22,0,7,25,3,0,0,0,0,36,0,7,28,14,3,0,0,0,56,0,0,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,105,224,107,16,3,9,485
UCL215076,0,6,40,336,175,21,7,16,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,40,340,172,21,7,16,602
UCL215077,3,39,155,503,138,19,4,21,881,0,14,13,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14,13,6,0,0,0,0,32,0,3,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,16,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,56,179,516,144,19,8,23,938
UCL215078,0,19,80,357,194,24,3,17,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,22,85,358,194,24,3,17,692
UCL215079,5,6,147,768,338,28,5,36,1326,0,21,93,15,0,0,0,5,135,0,0,0,0,0,0,0,0,0,0,21,93,15,0,0,0,5,135,0,3,15,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,3,23,0,7,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,5,36,264,782,345,28,5,43,1498
UCL215080,0,5,107,382,136,16,0,21,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,13,0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,13,0,0,0,8,65,0,3,0,0,0,0,0,0,8,0,0,3,3,3,0,3,0,13,0,25,133,400,142,16,4,31,756
UCL215081,0,3,46,266,73,9,0,15,418,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,10,29,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,0,0,0,3,48,0,11,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,3,24,87,267,74,9,5,18,494
UCL215082,3,3,21,137,139,9,5,3,325,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,5,13,22,143,142,9,5,8,352
UCL215083,0,6,136,628,358,32,8,14,1178,0,15,22,5,0,0,0,3,50,0,0,0,3,0,0,0,0,3,0,15,22,10,0,0,0,3,57,0,8,25,5,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,5,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,27,185,644,359,32,8,20,1270
UCL215084,0,3,22,232,189,40,5,19,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,30,234,189,40,5,19,520
UCL215085,0,30,174,356,110,20,0,17,712,0,5,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,16,0,5,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,14,3,24,5,3,0,0,0,0,36,0,0,0,6,0,0,0,0,5,4,66,190,361,110,24,0,26,783
UCL215086,0,12,138,531,146,22,7,20,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,35,0,3,0,4,0,0,0,0,11,0,3,4,11,3,0,0,5,21,0,41,154,537,150,23,6,24,934
UCL215087,0,8,120,614,390,59,3,34,1234,0,10,46,27,0,0,0,7,92,0,0,6,9,0,0,0,0,16,0,10,51,34,0,0,0,7,105,0,9,19,8,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,8,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,195,650,390,63,3,48,1375
UCL215088,3,12,93,332,102,14,4,29,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,16,102,335,102,14,4,30,601
UCL215089,0,0,4,113,245,83,11,3,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,113,245,82,11,3,466
UCL215090,0,9,162,693,336,57,9,24,1285,0,9,41,6,0,0,0,5,64,0,0,0,8,0,0,0,0,8,0,9,41,13,0,0,0,5,65,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,23,212,705,336,57,9,29,1370
UCL215091,0,20,131,907,281,46,18,37,1430,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,20,131,914,282,46,18,37,1442
UCL215092,0,9,64,285,57,5,3,12,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64,285,57,5,3,12,438
UCL215093,0,0,60,389,237,36,5,10,739,0,0,14,22,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,78,408,241,36,5,10,782
UCL215094,0,38,182,479,261,35,6,30,1022,0,3,9,4,3,0,0,0,19,0,0,0,3,0,0,0,0,7,0,3,9,7,3,0,0,0,26,0,0,9,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,0,22,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,41,209,495,269,34,6,31,1082
UCL215095,0,3,52,239,113,7,0,14,423,0,8,4,0,0,0,0,0,16,0,3,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,56,243,113,7,0,14,440
UCL215096,0,21,104,397,103,12,3,12,667,0,8,33,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,3,42,0,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,9,0,15,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,44,147,407,110,12,3,20,742
UCL215097,0,8,91,228,69,15,0,16,431,0,0,12,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,14,0,9,14,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,3,27,3,11,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,3,23,122,234,72,10,0,24,492
UCL221001,0,3,21,123,65,11,0,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,123,70,11,0,4,238
