UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215067,10,4,0,4,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,14,33,0,0,0,9,6,0,85,18,7,35,0,0,0,4,8,0,76,5,6,7,0,0,0,0,4,0,28,3,15,0,0,0,0,0,0,0,24,3,22,0,3,0,0,5,0,0,36,21,17,3,4,7,7,0,0,0,58,0,16,0,4,0,0,0,3,3,28,0,11,0,0,0,0,0,0,0,9,8,0,23,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,4,0,14,89,113,105,24,22,11,22,34,7,418,3,3,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,3,3,3,0,0,0,0,0,7
UCL215068,3,8,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,9,4,35,0,4,0,15,11,0,83,5,0,21,0,0,0,0,13,0,46,16,0,0,0,0,0,8,6,3,40,0,0,0,0,0,0,0,3,0,6,3,12,3,0,0,0,0,3,0,20,3,8,0,0,7,0,3,3,0,27,3,3,0,7,0,0,4,5,0,21,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,7,3,9,27,40,36,77,12,15,9,35,54,12,292,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8
UCL215069,3,5,0,0,0,3,0,0,0,13,4,9,0,0,0,0,0,0,0,11,26,42,104,3,18,3,22,17,0,248,13,3,69,7,0,0,3,8,0,98,3,0,10,0,0,3,0,0,0,16,3,4,0,6,0,0,0,0,0,13,5,20,0,0,3,0,0,0,0,33,31,10,4,9,16,3,4,3,0,70,3,12,3,9,0,0,0,3,0,27,0,4,3,0,0,0,0,3,0,13,0,0,7,0,3,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,12,3,3,3,0,3,0,0,4,0,14,95,109,202,34,46,13,42,38,6,594,0,8,3,3,0,0,0,0,0,21,0,5,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,4,0,0,5,3,0,0,0,15
UCL215070,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,7,18,0,0,3,3,3,0,36,8,0,4,0,0,0,3,0,0,11,6,5,0,0,0,0,3,9,3,25,0,6,0,6,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,3,0,0,0,3,3,0,4,0,17,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,18,29,18,25,13,5,9,17,29,7,164,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
UCL215071,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,19,4,41,3,8,5,22,13,0,108,9,0,17,0,0,0,0,5,0,37,10,0,6,0,3,3,8,7,0,28,0,3,0,3,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,14,3,3,0,0,3,4,3,0,0,18,3,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,7,19,51,29,88,14,15,14,32,34,9,281,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL215072,0,5,0,0,0,0,0,0,0,12,3,10,0,0,4,0,3,0,0,18,24,25,140,9,10,8,33,22,3,278,9,3,51,0,3,0,6,7,3,87,3,3,10,0,0,0,5,3,0,22,3,9,0,3,0,0,0,0,0,16,3,19,4,6,0,0,3,3,0,32,22,14,3,4,16,5,0,5,0,65,3,3,0,4,5,0,4,4,0,23,0,3,3,3,0,0,0,3,0,16,3,0,13,3,0,4,3,4,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,11,0,0,9,0,0,0,5,9,3,37,81,103,233,35,40,30,73,58,15,651,0,7,3,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,6,5,3,3,0,4,0,0,0,0,7
UCL215073,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,3,42,0,0,0,12,4,0,72,4,0,13,0,0,3,6,5,0,37,0,0,3,0,0,0,3,3,0,12,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,0,16,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,17,14,70,8,8,9,27,11,3,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
UCL215074,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,15,3,50,0,3,0,10,7,0,98,7,0,23,0,0,0,0,4,0,34,6,7,10,0,0,0,3,3,0,33,0,4,0,3,0,0,0,3,0,13,0,4,0,3,0,0,0,0,0,8,12,7,0,3,6,3,0,3,0,29,3,3,0,6,0,0,0,0,0,18,0,4,3,0,0,0,0,0,0,6,3,0,13,0,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,14,53,43,100,12,8,6,21,36,4,293,0,6,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,5,0,0,0,13
UCL215075,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,11,12,0,3,0,5,6,0,48,5,0,23,5,0,0,0,3,0,40,4,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,8,8,0,0,3,0,4,3,0,0,16,5,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,31,27,48,15,8,11,8,17,3,170,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4
UCL215076,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,12,13,6,71,3,7,3,17,11,3,130,10,0,54,0,0,0,6,15,3,89,0,3,5,0,3,0,3,4,0,19,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,5,5,0,0,0,3,4,0,0,17,0,0,3,3,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,4,4,22,28,37,156,12,12,8,39,42,10,341,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215077,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,0,31,0,0,5,7,12,0,63,11,0,8,3,0,0,6,6,0,28,11,4,7,0,0,0,0,10,3,31,3,5,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,9,5,3,0,0,3,0,0,3,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,9,0,8,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,0,12,55,25,65,9,3,7,14,36,5,218,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,11
UCL215078,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,61,3,0,3,18,3,0,103,11,0,25,0,0,0,4,3,0,40,0,0,4,0,0,0,3,3,0,13,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,3,4,3,0,30,3,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,3,0,16,41,11,113,17,10,12,34,16,3,255,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
UCL215079,0,4,3,0,4,0,0,4,0,15,3,6,3,0,0,0,0,0,0,19,31,32,87,3,4,4,14,27,4,219,10,0,28,0,0,3,3,6,3,55,6,10,8,0,3,0,5,5,0,46,0,9,0,4,0,0,0,0,0,16,3,10,3,0,0,0,3,0,0,22,18,7,3,0,9,3,0,12,0,54,4,12,0,10,3,3,0,3,0,34,3,0,0,0,0,0,0,0,0,6,4,0,12,5,0,0,4,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,10,5,0,4,0,0,0,3,3,6,27,96,98,163,22,30,21,35,81,19,556,0,8,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,0,0,0,0,12
UCL215080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,48,0,0,5,3,3,3,67,3,0,20,0,0,0,4,6,0,30,14,0,0,0,0,0,6,6,0,21,0,8,0,4,0,0,0,3,0,13,3,12,0,0,4,0,0,0,0,20,5,4,0,0,0,4,0,3,0,19,0,4,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,3,15,25,36,82,9,6,14,18,22,6,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,30,0,0,0,6,17,0,63,0,0,5,0,0,0,4,0,0,10,3,0,0,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,3,0,15,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,0,10,19,12,44,9,3,3,25,36,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
UCL215082,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,36,0,4,0,14,4,0,72,7,0,25,0,0,0,0,8,0,38,0,0,3,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,25,17,74,5,7,3,19,12,0,167,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215083,6,5,0,0,0,0,0,0,0,8,3,5,3,0,0,0,0,0,0,15,15,6,103,4,3,5,21,12,3,173,10,0,49,0,0,4,12,11,4,92,4,0,5,0,0,0,7,3,0,27,3,16,0,3,0,0,0,0,0,26,5,17,0,0,0,0,0,0,0,21,14,7,0,3,5,6,0,0,3,42,0,12,0,13,0,0,0,5,0,29,0,3,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,4,0,6,4,0,4,5,4,0,25,74,79,188,24,14,19,52,38,10,501,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,9
UCL215084,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,15,8,64,6,7,0,28,11,0,142,3,0,51,0,0,0,9,0,0,64,0,0,8,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,9,13,0,0,0,0,3,0,3,0,26,3,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,0,12,50,22,133,14,11,10,45,23,3,308,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7
UCL215085,0,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,7,6,3,27,0,0,0,6,3,0,50,0,0,23,0,0,0,3,0,0,36,3,3,12,0,0,0,0,0,0,20,0,5,3,0,0,0,0,0,0,14,6,13,0,7,0,0,3,0,0,29,6,0,3,0,0,3,0,0,0,19,3,6,0,3,3,0,3,0,0,16,0,3,0,4,0,0,4,3,0,11,4,0,8,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,3,5,0,27,38,49,79,14,12,8,32,18,10,256,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,5
UCL215086,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,3,50,0,0,3,4,7,7,88,6,0,19,0,0,0,3,7,0,40,6,3,0,0,0,3,4,3,0,20,0,8,0,10,0,0,0,0,0,22,5,4,3,0,0,0,0,0,0,10,4,3,4,0,0,6,3,0,0,22,0,4,0,6,4,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,16,41,40,89,20,3,15,23,23,8,252,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9
UCL215087,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,10,27,8,119,5,6,11,29,14,4,218,15,3,99,0,0,6,0,9,4,135,6,4,4,0,0,0,0,4,0,23,0,4,0,3,3,0,0,0,0,13,0,13,0,3,0,0,0,0,0,20,22,11,0,3,6,4,11,0,0,59,0,9,0,11,0,3,3,3,0,24,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,3,0,13,4,0,4,10,7,0,41,73,60,247,30,24,23,59,36,8,565,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10
UCL215088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,26,3,0,0,17,9,0,70,3,0,17,0,0,0,0,3,0,20,5,3,3,0,0,0,4,3,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,4,0,3,0,19,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,6,24,19,56,15,7,10,27,23,3,187,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,6
UCL215089,6,4,0,0,0,0,0,0,0,9,3,3,3,0,3,0,0,0,0,10,35,13,43,0,0,0,6,9,0,110,24,0,40,3,0,0,0,4,0,73,0,0,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,6,27,30,0,0,13,4,0,0,0,78,3,4,3,0,4,3,0,0,0,18,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,107,69,91,6,18,14,7,15,3,339,0,7,3,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7
UCL215090,6,22,0,3,3,0,0,0,0,33,4,13,4,0,3,0,0,0,0,23,26,31,52,10,8,5,9,9,3,150,3,3,43,0,3,0,0,3,0,61,11,7,9,0,3,4,0,5,3,35,0,16,0,6,0,0,0,0,0,25,7,26,0,3,0,0,0,3,0,43,33,34,3,7,9,11,6,0,0,103,9,28,4,13,6,3,0,0,0,63,3,19,3,3,0,0,0,4,0,34,4,0,12,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,15,0,0,4,0,0,3,0,7,8,18,113,203,141,47,34,27,22,33,10,628,6,6,0,3,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,6,3,3,3,3,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,11,0,4,0,3,4,0,0,3,0,12
UCL215091,3,3,3,0,0,0,0,0,0,10,0,3,3,0,0,0,0,6,0,11,15,11,132,5,5,10,30,25,3,237,11,0,120,0,0,0,13,21,4,168,4,0,22,0,0,0,0,3,0,38,3,4,3,4,0,0,0,0,0,20,0,12,3,5,0,0,0,0,0,19,10,7,5,3,0,7,9,3,3,38,4,10,0,16,0,4,5,5,0,41,0,0,4,0,0,0,0,0,0,17,5,0,15,0,0,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,11,0,5,9,0,0,0,3,6,3,27,66,65,316,40,18,26,69,67,14,681,0,8,0,0,4,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,13
UCL215092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,43,5,0,0,6,9,0,64,6,0,13,0,0,0,4,0,0,23,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,13,8,55,15,3,4,11,17,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
