UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL215029,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,13,18,3,3,0,57,0,0,0,0,3,0,0,0,0,3,6,4,4,8,17,19,13,25,0,92,0,0,3,3,7,7,0,4,0,30,6,4,4,3,10,6,0,8,0,41,0,14,6,0,10,0,3,0,3,30,0,4,0,7,24,18,12,24,0,89,0,0,0,0,4,3,0,0,0,10,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,3,0,3,0,8,0,0,0,0,6,10,0,0,0,20,0,0,3,3,11,5,0,3,0,23,3,0,4,0,16,16,7,3,0,43,0,0,0,0,0,7,3,0,0,11,0,0,0,0,5,4,0,4,0,18,0,3,0,0,5,0,0,0,0,9,0,0,0,0,6,11,5,9,0,32,3,0,0,3,7,6,3,4,11,34
UCL215030,0,0,0,3,8,5,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,6,3,0,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,9,3,4,0,30,0,0,0,0,0,4,0,0,0,4,0,3,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,4,0,7,0,0,3,3,8,12,4,16,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,8,0,5,0,22,0,3,0,3,0,3,0,6,0,14,0,0,3,0,3,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,4,14
UCL215031,3,5,3,3,3,8,3,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,8,7,0,30,0,0,0,0,5,7,7,3,0,27,0,12,3,3,3,3,0,5,0,30,3,3,0,0,4,3,0,4,0,19,0,0,4,3,3,5,3,14,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,3,0,0,13,0,3,0,0,3,0,3,6,0,17,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,16,0,0,0,0,4,0,3,0,0,5
UCL215032,8,9,0,10,14,16,9,17,0,73,0,0,0,0,0,3,0,0,0,8,0,5,0,5,14,15,4,6,0,50,0,0,0,0,3,0,0,0,0,4,8,4,9,6,10,18,6,12,3,74,0,0,0,0,0,5,0,7,0,20,0,9,0,3,7,7,7,0,3,41,0,7,0,3,7,3,4,4,0,24,0,4,0,3,13,13,0,18,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,4,0,31,0,3,3,0,0,0,0,0,0,13,0,0,0,0,8,12,6,3,0,26,0,3,3,4,7,0,3,5,0,26,0,3,3,0,6,3,4,6,0,21,0,0,3,0,11,8,5,5,0,30,3,3,3,4,7,3,3,5,0,31,6,4,3,3,3,9,0,4,5,33
UCL215033,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,23,20,17,6,0,73,0,0,0,3,5,3,4,0,0,19,0,0,3,8,11,44,17,45,0,127,0,0,0,0,6,18,4,13,0,43,0,5,3,4,7,14,8,7,0,55,0,8,0,0,0,0,0,4,0,8,4,0,0,9,15,24,17,24,3,99,3,0,0,0,3,3,0,0,0,13,0,0,0,0,4,10,3,6,0,30,0,0,0,0,0,3,0,3,0,9,0,0,0,3,6,7,8,10,0,37,0,0,0,3,7,4,3,5,0,27,7,0,3,3,22,19,9,12,0,75,0,0,5,0,6,17,8,12,0,47,0,0,0,3,7,3,3,0,0,15,0,3,0,0,0,3,0,0,0,9,0,0,0,0,3,10,4,5,0,22,0,0,0,0,14,4,3,3,3,32
UCL215034,0,3,0,0,5,0,0,5,0,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,8,3,8,0,21,0,0,0,0,0,0,0,0,0,3,0,6,4,3,0,0,5,5,0,26,3,0,0,0,0,4,0,0,0,12,0,3,0,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,5,0,0,3,0,0,7,0,15,0,0,0,0,4,4,0,0,6,14
UCL215035,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,10,3,8,0,32,0,0,0,0,0,4,4,3,0,11,4,0,3,3,7,30,17,30,0,101,0,0,0,0,0,0,8,0,0,7,0,0,3,3,10,0,3,7,0,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,8,4,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,10,0,0,0,0,4,4,0,7,0,18,0,0,0,0,3,3,3,0,0,14,0,0,0,0,3,5,0,5,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,6,0,18,0,0,3,0,0,7,0,0,5,16
UCL215036,0,3,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,3,0,3,4,0,4,3,11,14,4,4,3,45,0,0,0,0,0,4,0,0,0,4,4,0,0,0,9,19,5,21,0,59,0,0,0,0,0,0,6,0,0,11,0,0,3,3,6,5,0,0,0,20,0,3,4,0,0,3,0,0,0,14,0,0,0,3,4,3,0,5,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,3,0,0,0,15,0,0,0,3,0,0,3,0,0,12,4,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,6,0,15,0,3,0,0,3,3,9,5,4,23
UCL215037,0,0,4,3,0,7,0,4,0,24,3,0,0,0,0,0,0,14,0,22,3,0,3,0,3,7,0,7,0,36,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,11,3,5,0,44,0,0,0,0,0,0,0,3,0,8,0,4,4,0,6,4,0,5,0,20,0,4,0,3,0,0,0,3,0,10,0,0,0,3,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,3,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,3,0,0,3,3,0,0,9,19
UCL215038,0,3,0,3,3,4,3,4,0,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,23,24,21,19,0,97,0,0,0,0,4,4,0,3,0,11,3,3,0,0,5,11,9,7,0,37,0,0,0,0,3,3,0,3,0,7,0,3,0,3,3,7,4,0,0,24,0,4,0,0,0,0,3,0,0,8,0,4,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,6,3,0,0,0,4,4,3,3,0,14,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,5,9,5,3,3,24
UCL215039,0,4,3,0,5,6,6,7,3,37,0,0,0,0,0,0,0,0,0,3,0,0,3,3,17,9,11,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,0,25,0,0,0,0,0,3,0,3,0,13,0,7,0,3,3,4,0,3,0,21,0,0,0,3,0,0,0,0,0,3,0,4,0,0,3,7,9,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,14,3,0,0,0,10,4,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,5,0,0,0,4,4,3,5,3,24
UCL215040,0,3,4,6,17,18,10,22,3,84,0,0,0,0,0,3,0,3,0,15,0,0,3,7,13,19,13,24,0,85,0,0,0,0,10,6,0,5,0,26,3,5,4,9,22,20,11,14,0,89,0,0,0,0,4,10,9,3,0,25,7,17,4,12,19,12,11,11,3,76,0,0,3,3,3,0,0,3,0,18,3,4,4,3,10,9,12,16,0,60,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,9,8,11,0,32,0,3,3,0,7,0,0,6,0,16,3,0,3,0,10,9,9,7,0,39,3,5,0,0,3,4,0,9,0,30,0,3,3,6,4,7,3,3,0,31,0,0,0,0,4,0,0,0,0,7,0,3,0,4,8,11,4,10,0,42,0,3,4,0,4,7,0,11,3,40
UCL215041,0,0,0,4,9,0,0,9,0,22,0,0,0,0,0,0,3,4,0,4,0,3,4,3,27,21,11,17,0,92,0,0,0,0,3,8,3,10,0,23,3,3,4,8,17,55,13,31,4,142,0,0,3,0,6,7,3,4,0,24,0,9,4,3,6,7,4,7,0,37,0,3,0,0,0,0,4,0,0,17,0,0,3,0,5,5,3,18,0,38,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,0,0,3,0,3,0,10,0,0,0,3,3,6,0,0,0,21,0,0,0,3,4,5,4,5,0,27,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,9,8,8,0,37,4,0,0,0,4,5,0,10,3,27
UCL215042,0,4,3,0,0,3,5,10,0,31,0,0,0,0,0,0,0,0,0,7,4,6,0,0,11,17,21,14,3,72,3,0,0,0,0,3,0,0,0,9,3,0,3,3,3,19,10,7,0,50,0,4,0,0,4,6,0,4,0,16,0,7,6,0,9,3,4,4,0,33,0,15,0,7,5,0,4,7,0,28,0,0,3,0,0,3,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,12,0,3,0,0,3,0,0,3,0,9,0,0,0,0,6,12,4,0,0,25,0,3,3,3,7,4,3,3,0,21,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,10,0,24,3,3,3,0,0,3,0,0,5,20
UCL215043,3,8,3,6,12,11,6,13,0,53,0,0,0,0,0,0,0,7,0,10,3,0,3,5,19,19,24,19,0,101,0,0,0,0,3,3,0,0,0,12,7,6,6,5,20,43,16,27,0,124,0,0,0,0,4,7,4,6,0,17,0,10,3,9,5,3,6,13,3,52,0,9,3,3,5,3,0,3,4,26,4,3,3,3,0,3,5,19,0,46,0,0,3,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,7,3,15,0,32,0,3,0,0,0,5,0,0,0,15,4,5,0,0,4,7,0,0,0,25,0,0,4,3,3,0,4,9,0,27,0,3,0,3,11,5,3,4,0,28,0,3,0,0,0,0,0,0,0,3,0,3,0,0,6,15,6,7,0,46,0,3,3,3,0,6,0,5,11,36
UCL215044,0,0,3,3,3,0,4,7,0,19,0,0,0,0,0,0,0,0,0,4,0,9,23,20,27,37,20,24,3,168,0,0,0,0,0,9,4,3,0,22,9,5,6,13,17,41,12,31,0,136,4,0,3,3,0,9,3,12,0,35,3,12,9,17,12,16,3,20,0,99,0,9,3,6,4,5,5,12,0,46,0,6,3,3,5,14,4,8,0,42,0,0,0,0,5,3,0,4,0,13,0,0,3,4,5,3,0,5,0,22,0,0,3,0,0,3,0,3,0,15,0,6,3,6,8,18,5,15,0,61,0,10,3,0,3,6,8,4,0,32,3,5,4,4,24,20,6,11,0,82,0,7,9,8,11,6,6,12,0,59,3,3,3,8,6,9,8,0,0,38,0,0,3,4,6,9,3,3,0,29,0,8,0,3,4,11,6,16,0,42,0,4,0,0,10,7,5,3,9,47
UCL215045,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,6,0,0,32,0,0,0,0,0,0,0,0,0,3,0,3,7,3,12,22,7,9,0,73,0,0,0,3,3,7,7,3,0,17,0,0,0,3,0,7,0,10,0,25,0,4,0,0,0,0,0,0,0,10,8,0,3,3,4,10,7,13,0,54,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,3,3,4,0,0,0,10,0,0,0,0,8,9,6,0,0,25,3,0,0,0,3,6,0,4,0,17,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,4,9,0,24,0,0,0,4,3,7,5,0,3,25
UCL215046,0,0,0,0,4,3,3,3,0,16,0,0,0,0,0,5,3,5,0,14,0,0,0,4,3,5,7,5,0,40,0,0,0,0,0,3,0,0,0,4,0,3,0,3,4,23,8,11,0,58,0,0,3,0,3,0,0,3,0,13,0,3,3,0,3,3,0,0,0,21,0,3,0,3,0,0,0,0,0,11,0,0,0,0,7,3,4,12,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,3,0,0,11,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,3,7,0,20,0,0,0,0,6,0,4,5,4,23
UCL215047,0,0,0,0,8,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,13,10,7,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,20,15,27,0,85,0,0,0,0,0,3,4,3,0,12,0,0,0,0,15,4,3,6,0,26,0,0,3,0,5,0,0,0,0,13,0,0,0,0,3,3,3,12,0,22,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,5,0,0,0,0,3,4,0,0,0,12,0,4,0,0,3,0,0,0,0,15,0,3,3,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,3,0,4,0,18,0,0,0,3,0,3,3,3,0,15
UCL215048,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,15,7,3,0,43,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,3,4,0,18,0,6,9,4,9,18,3,20,0,71,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,9,0,0,0,0,0,0,0,17,3,4,0,3,4,3,3,0,0,18,0,0,0,0,3,0,3,0,0,9,0,0,0,3,0,3,3,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
UCL215049,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,3,14,0,56,0,0,0,0,0,0,0,0,0,7,5,6,5,8,10,37,16,29,0,114,0,0,0,0,8,5,6,11,0,32,0,6,5,3,3,3,3,10,0,37,0,21,3,0,0,3,3,14,0,49,4,3,3,3,10,14,10,17,0,59,0,3,0,0,0,0,0,3,0,8,0,0,0,0,3,5,3,7,0,24,0,0,0,0,0,3,3,3,0,7,0,5,3,3,7,20,10,22,0,74,0,7,3,7,0,3,5,0,0,26,0,3,0,3,13,18,7,5,0,54,4,3,6,9,9,8,6,13,0,49,0,0,7,3,10,3,0,6,0,30,0,5,0,0,0,4,0,0,0,16,0,0,0,0,5,4,0,3,0,19,3,3,3,3,3,4,3,11,5,39
UCL215050,6,14,11,10,10,15,16,24,0,106,3,0,0,0,17,0,9,12,3,46,8,0,0,3,14,35,18,18,0,96,0,0,0,3,14,10,9,6,0,42,6,3,3,12,16,47,27,29,0,153,0,0,0,0,3,3,0,0,0,11,0,17,3,7,11,7,14,7,0,72,0,10,3,3,3,3,0,5,0,29,4,3,0,0,8,5,3,25,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,7,4,6,0,0,20,0,3,0,3,3,0,0,3,0,15,6,3,5,0,22,7,4,5,0,50,0,8,3,6,5,7,5,5,0,43,5,4,5,4,4,3,3,8,0,40,0,4,0,3,3,0,0,0,0,11,3,0,3,3,13,8,4,8,0,42,0,0,0,3,9,11,4,9,10,50
UCL215051,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,7,0,0,3,4,7,12,0,4,0,33,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,6,7,3,0,33,0,0,0,0,4,0,0,0,0,7,0,3,3,3,3,4,3,0,0,21,0,4,7,4,0,0,0,4,0,19,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,4,0,5,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,7,0,19,0,0,0,5,0,5,0,0,0,16,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,6,0,3,3,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,3,13
UCL215052,3,0,3,0,10,9,6,22,0,55,0,0,0,0,0,0,0,3,0,7,0,3,0,3,8,8,3,8,0,38,0,0,0,0,3,3,3,0,0,11,12,7,9,9,18,53,18,34,0,155,0,0,0,0,3,4,6,4,0,29,4,14,3,3,9,22,12,13,0,79,0,13,7,7,13,15,13,27,4,102,0,3,0,7,3,12,4,22,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,7,0,15,0,3,3,3,0,5,0,8,0,25,0,5,0,4,4,0,0,3,0,22,3,0,0,3,13,8,9,0,0,47,0,5,7,3,9,6,7,6,0,37,0,0,3,0,3,3,3,5,0,23,0,0,0,0,0,0,0,0,0,9,3,3,0,3,3,10,3,11,0,36,3,3,3,4,3,9,3,3,11,37
UCL215053,0,0,0,4,4,5,11,12,3,43,0,0,0,0,0,0,0,4,0,12,0,0,0,0,5,10,8,4,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,17,9,5,0,37,0,0,0,0,8,0,0,3,0,10,3,6,3,0,6,3,3,3,0,29,0,0,3,3,0,0,4,4,0,13,3,0,0,0,7,8,9,15,3,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,0,0,0,3,0,3,0,3,0,13,0,0,0,0,3,4,4,0,0,15,0,3,4,0,0,0,0,7,3,12,0,3,0,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,3,0,0,24,0,3,0,3,9,3,3,0,0,20
UCL215054,0,0,6,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,23,11,7,0,0,45,0,0,0,0,3,0,0,0,0,9,4,3,4,5,10,20,6,6,5,64,0,0,0,0,0,3,0,0,0,12,0,4,5,5,7,11,4,4,0,33,0,3,0,0,0,0,3,0,0,13,0,0,0,0,3,16,3,3,0,33,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,3,0,4,3,0,3,0,16,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,3,0,0,0,7,4,0,0,4,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,3,3,0,7,3,0,6,0,21,0,4,0,3,4,4,3,0,3,24
UCL215055,0,8,3,3,3,5,3,3,0,23,0,0,0,0,4,0,3,6,0,8,3,3,3,0,3,3,13,12,0,43,0,0,3,0,4,6,3,8,0,28,7,3,3,4,7,17,8,11,0,63,0,0,0,0,3,0,0,3,0,7,0,3,7,0,0,3,9,4,0,26,0,3,3,0,0,0,0,4,0,11,0,4,3,0,0,0,0,7,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,3,0,15,0,0,3,0,3,0,0,3,0,13,3,0,0,0,4,6,3,3,0,21,0,0,0,0,0,3,0,3,0,18,0,3,0,5,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,4,0,3,0,0,0,3,17
UCL215056,0,3,3,0,3,4,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,17,0,6,0,33,0,0,0,0,0,5,0,0,0,13,0,0,0,0,6,0,4,3,0,17,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,3,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,11
